run_id,repeat,fold,random_continuation_id,category,margin_Q,random_Q,random_Q_lower_bound,random_Q_lower_bound_is_strict,exact_saving_Qrandom_minus_Qmargin,saving_lower_bound_Qrandom_minus_Qmargin,random_guaranteed_Q_gt_320
w85__r01_f01,1,1,1,both_crossed,22.0,77.0,77.0,False,55.0,55.0,False
w85__r01_f01,1,1,2,both_crossed,22.0,29.0,29.0,False,7.0,7.0,False
w85__r01_f01,1,1,3,both_crossed,22.0,54.0,54.0,False,32.0,32.0,False
w85__r01_f01,1,1,4,both_crossed,22.0,57.0,57.0,False,35.0,35.0,False
w85__r01_f01,1,1,5,both_crossed,22.0,22.0,22.0,False,0.0,0.0,False
w85__r01_f01,1,1,6,both_crossed,22.0,44.0,44.0,False,22.0,22.0,False
w85__r01_f01,1,1,7,both_crossed,22.0,20.0,20.0,False,-2.0,-2.0,False
w85__r01_f01,1,1,8,both_crossed,22.0,40.0,40.0,False,18.0,18.0,False
w85__r01_f01,1,1,9,both_crossed,22.0,19.0,19.0,False,-3.0,-3.0,False
w85__r01_f01,1,1,10,both_crossed,22.0,21.0,21.0,False,-1.0,-1.0,False
w85__r01_f01,1,1,11,both_crossed,22.0,29.0,29.0,False,7.0,7.0,False
w85__r01_f01,1,1,12,both_crossed,22.0,39.0,39.0,False,17.0,17.0,False
w85__r01_f01,1,1,13,both_crossed,22.0,51.0,51.0,False,29.0,29.0,False
w85__r01_f01,1,1,14,both_crossed,22.0,22.0,22.0,False,0.0,0.0,False
w85__r01_f01,1,1,15,both_crossed,22.0,26.0,26.0,False,4.0,4.0,False
w85__r01_f01,1,1,16,both_crossed,22.0,22.0,22.0,False,0.0,0.0,False
w85__r01_f01,1,1,17,both_crossed,22.0,18.0,18.0,False,-4.0,-4.0,False
w85__r01_f01,1,1,18,both_crossed,22.0,140.0,140.0,False,118.0,118.0,False
w85__r01_f01,1,1,19,both_crossed,22.0,160.0,160.0,False,138.0,138.0,False
w85__r01_f01,1,1,20,both_crossed,22.0,26.0,26.0,False,4.0,4.0,False
w85__r01_f01,1,1,21,both_crossed,22.0,23.0,23.0,False,1.0,1.0,False
w85__r01_f01,1,1,22,both_crossed,22.0,24.0,24.0,False,2.0,2.0,False
w85__r01_f01,1,1,23,both_crossed,22.0,67.0,67.0,False,45.0,45.0,False
w85__r01_f01,1,1,24,both_crossed,22.0,46.0,46.0,False,24.0,24.0,False
w85__r01_f01,1,1,25,both_crossed,22.0,18.0,18.0,False,-4.0,-4.0,False
w85__r01_f01,1,1,26,both_crossed,22.0,192.0,192.0,False,170.0,170.0,False
w85__r01_f01,1,1,27,both_crossed,22.0,35.0,35.0,False,13.0,13.0,False
w85__r01_f01,1,1,28,both_crossed,22.0,38.0,38.0,False,16.0,16.0,False
w85__r01_f01,1,1,29,both_crossed,22.0,23.0,23.0,False,1.0,1.0,False
w85__r01_f01,1,1,30,both_crossed,22.0,74.0,74.0,False,52.0,52.0,False
w85__r01_f02,1,2,1,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,2,neither_crossed,,,320.0,True,,,True
w85__r01_f02,1,2,3,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,4,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,5,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,6,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,7,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,8,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,9,random_crossed_margin_unresolved,,49.0,49.0,False,,,False
w85__r01_f02,1,2,10,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,11,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,12,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,13,random_crossed_margin_unresolved,,88.0,88.0,False,,,False
w85__r01_f02,1,2,14,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,15,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,16,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,17,random_crossed_margin_unresolved,,212.0,212.0,False,,,False
w85__r01_f02,1,2,18,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,19,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,20,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,21,random_crossed_margin_unresolved,,27.0,27.0,False,,,False
w85__r01_f02,1,2,22,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,23,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,24,random_crossed_margin_unresolved,,22.0,22.0,False,,,False
w85__r01_f02,1,2,25,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,26,random_crossed_margin_unresolved,,59.0,59.0,False,,,False
w85__r01_f02,1,2,27,random_crossed_margin_unresolved,,16.0,16.0,False,,,False
w85__r01_f02,1,2,28,random_crossed_margin_unresolved,,33.0,33.0,False,,,False
w85__r01_f02,1,2,29,random_crossed_margin_unresolved,,65.0,65.0,False,,,False
w85__r01_f02,1,2,30,random_crossed_margin_unresolved,,61.0,61.0,False,,,False
w85__r01_f03,1,3,1,both_crossed,28.0,21.0,21.0,False,-7.0,-7.0,False
w85__r01_f03,1,3,2,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,3,both_crossed,28.0,22.0,22.0,False,-6.0,-6.0,False
w85__r01_f03,1,3,4,both_crossed,28.0,23.0,23.0,False,-5.0,-5.0,False
w85__r01_f03,1,3,5,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,6,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,7,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,8,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,9,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,10,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,11,both_crossed,28.0,24.0,24.0,False,-4.0,-4.0,False
w85__r01_f03,1,3,12,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,13,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,14,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,15,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,16,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,17,both_crossed,28.0,19.0,19.0,False,-9.0,-9.0,False
w85__r01_f03,1,3,18,both_crossed,28.0,19.0,19.0,False,-9.0,-9.0,False
w85__r01_f03,1,3,19,both_crossed,28.0,19.0,19.0,False,-9.0,-9.0,False
w85__r01_f03,1,3,20,both_crossed,28.0,18.0,18.0,False,-10.0,-10.0,False
w85__r01_f03,1,3,21,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,22,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,23,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,24,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,25,both_crossed,28.0,19.0,19.0,False,-9.0,-9.0,False
w85__r01_f03,1,3,26,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,27,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f03,1,3,28,both_crossed,28.0,19.0,19.0,False,-9.0,-9.0,False
w85__r01_f03,1,3,29,both_crossed,28.0,23.0,23.0,False,-5.0,-5.0,False
w85__r01_f03,1,3,30,both_crossed,28.0,16.0,16.0,False,-12.0,-12.0,False
w85__r01_f04,1,4,1,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,2,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,3,both_crossed,16.0,27.0,27.0,False,11.0,11.0,False
w85__r01_f04,1,4,4,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,5,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,6,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,7,both_crossed,16.0,21.0,21.0,False,5.0,5.0,False
w85__r01_f04,1,4,8,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,9,both_crossed,16.0,21.0,21.0,False,5.0,5.0,False
w85__r01_f04,1,4,10,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,11,both_crossed,16.0,21.0,21.0,False,5.0,5.0,False
w85__r01_f04,1,4,12,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,13,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,14,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,15,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,16,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,17,both_crossed,16.0,19.0,19.0,False,3.0,3.0,False
w85__r01_f04,1,4,18,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,19,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,20,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,21,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,22,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,23,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,24,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,25,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,26,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f04,1,4,27,both_crossed,16.0,28.0,28.0,False,12.0,12.0,False
w85__r01_f04,1,4,28,both_crossed,16.0,23.0,23.0,False,7.0,7.0,False
w85__r01_f04,1,4,29,both_crossed,16.0,22.0,22.0,False,6.0,6.0,False
w85__r01_f04,1,4,30,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r01_f05,1,5,1,both_crossed,59.0,204.0,204.0,False,145.0,145.0,False
w85__r01_f05,1,5,2,both_crossed,59.0,26.0,26.0,False,-33.0,-33.0,False
w85__r01_f05,1,5,3,both_crossed,59.0,160.0,160.0,False,101.0,101.0,False
w85__r01_f05,1,5,4,both_crossed,59.0,51.0,51.0,False,-8.0,-8.0,False
w85__r01_f05,1,5,5,both_crossed,59.0,228.0,228.0,False,169.0,169.0,False
w85__r01_f05,1,5,6,both_crossed,59.0,57.0,57.0,False,-2.0,-2.0,False
w85__r01_f05,1,5,7,both_crossed,59.0,188.0,188.0,False,129.0,129.0,False
w85__r01_f05,1,5,8,both_crossed,59.0,116.0,116.0,False,57.0,57.0,False
w85__r01_f05,1,5,9,both_crossed,59.0,28.0,28.0,False,-31.0,-31.0,False
w85__r01_f05,1,5,10,both_crossed,59.0,70.0,70.0,False,11.0,11.0,False
w85__r01_f05,1,5,11,both_crossed,59.0,33.0,33.0,False,-26.0,-26.0,False
w85__r01_f05,1,5,12,both_crossed,59.0,164.0,164.0,False,105.0,105.0,False
w85__r01_f05,1,5,13,both_crossed,59.0,94.0,94.0,False,35.0,35.0,False
w85__r01_f05,1,5,14,both_crossed,59.0,65.0,65.0,False,6.0,6.0,False
w85__r01_f05,1,5,15,both_crossed,59.0,232.0,232.0,False,173.0,173.0,False
w85__r01_f05,1,5,16,both_crossed,59.0,136.0,136.0,False,77.0,77.0,False
w85__r01_f05,1,5,17,both_crossed,59.0,90.0,90.0,False,31.0,31.0,False
w85__r01_f05,1,5,18,both_crossed,59.0,92.0,92.0,False,33.0,33.0,False
w85__r01_f05,1,5,19,both_crossed,59.0,31.0,31.0,False,-28.0,-28.0,False
w85__r01_f05,1,5,20,both_crossed,59.0,60.0,60.0,False,1.0,1.0,False
w85__r01_f05,1,5,21,both_crossed,59.0,136.0,136.0,False,77.0,77.0,False
w85__r01_f05,1,5,22,both_crossed,59.0,284.0,284.0,False,225.0,225.0,False
w85__r01_f05,1,5,23,both_crossed,59.0,46.0,46.0,False,-13.0,-13.0,False
w85__r01_f05,1,5,24,both_crossed,59.0,88.0,88.0,False,29.0,29.0,False
w85__r01_f05,1,5,25,both_crossed,59.0,43.0,43.0,False,-16.0,-16.0,False
w85__r01_f05,1,5,26,both_crossed,59.0,63.0,63.0,False,4.0,4.0,False
w85__r01_f05,1,5,27,both_crossed,59.0,41.0,41.0,False,-18.0,-18.0,False
w85__r01_f05,1,5,28,both_crossed,59.0,33.0,33.0,False,-26.0,-26.0,False
w85__r01_f05,1,5,29,both_crossed,59.0,24.0,24.0,False,-35.0,-35.0,False
w85__r01_f05,1,5,30,both_crossed,59.0,50.0,50.0,False,-9.0,-9.0,False
w85__r02_f01,2,1,1,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,2,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,3,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,4,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,5,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,6,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,7,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,8,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,9,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,10,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,11,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,12,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,13,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,14,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,15,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,16,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,17,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,18,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,19,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,20,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,21,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,22,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,23,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,24,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,25,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,26,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,27,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,28,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,29,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f01,2,1,30,both_crossed,16.0,16.0,16.0,False,0.0,0.0,False
w85__r02_f02,2,2,1,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,2,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,3,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,4,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,5,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,6,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,7,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,8,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,9,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,10,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,11,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,12,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,13,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,14,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,15,both_crossed,20.0,22.0,22.0,False,2.0,2.0,False
w85__r02_f02,2,2,16,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,17,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,18,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,19,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,20,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,21,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,22,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,23,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,24,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,25,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,26,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,27,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,28,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,29,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f02,2,2,30,both_crossed,20.0,16.0,16.0,False,-4.0,-4.0,False
w85__r02_f03,2,3,1,both_crossed,37.0,100.0,100.0,False,63.0,63.0,False
