run_id,repeat,fold,random_continuation_id,category,margin_Q,random_Q,random_Q_lower_bound,random_Q_lower_bound_is_strict,exact_saving_Qrandom_minus_Qmargin,saving_lower_bound_Qrandom_minus_Qmargin,random_guaranteed_Q_gt_320
w85__r02_f03,2,3,2,both_crossed,37.0,192.0,192.0,False,155.0,155.0,False
w85__r02_f03,2,3,3,both_crossed,37.0,29.0,29.0,False,-8.0,-8.0,False
w85__r02_f03,2,3,4,both_crossed,37.0,72.0,72.0,False,35.0,35.0,False
w85__r02_f03,2,3,5,both_crossed,37.0,116.0,116.0,False,79.0,79.0,False
w85__r02_f03,2,3,6,both_crossed,37.0,24.0,24.0,False,-13.0,-13.0,False
w85__r02_f03,2,3,7,both_crossed,37.0,45.0,45.0,False,8.0,8.0,False
w85__r02_f03,2,3,8,both_crossed,37.0,132.0,132.0,False,95.0,95.0,False
w85__r02_f03,2,3,9,both_crossed,37.0,48.0,48.0,False,11.0,11.0,False
w85__r02_f03,2,3,10,both_crossed,37.0,30.0,30.0,False,-7.0,-7.0,False
w85__r02_f03,2,3,11,both_crossed,37.0,77.0,77.0,False,40.0,40.0,False
w85__r02_f03,2,3,12,both_crossed,37.0,43.0,43.0,False,6.0,6.0,False
w85__r02_f03,2,3,13,both_crossed,37.0,108.0,108.0,False,71.0,71.0,False
w85__r02_f03,2,3,14,both_crossed,37.0,94.0,94.0,False,57.0,57.0,False
w85__r02_f03,2,3,15,both_crossed,37.0,208.0,208.0,False,171.0,171.0,False
w85__r02_f03,2,3,16,both_crossed,37.0,124.0,124.0,False,87.0,87.0,False
w85__r02_f03,2,3,17,both_crossed,37.0,24.0,24.0,False,-13.0,-13.0,False
w85__r02_f03,2,3,18,both_crossed,37.0,24.0,24.0,False,-13.0,-13.0,False
w85__r02_f03,2,3,19,both_crossed,37.0,38.0,38.0,False,1.0,1.0,False
w85__r02_f03,2,3,20,both_crossed,37.0,152.0,152.0,False,115.0,115.0,False
w85__r02_f03,2,3,21,both_crossed,37.0,156.0,156.0,False,119.0,119.0,False
w85__r02_f03,2,3,22,both_crossed,37.0,25.0,25.0,False,-12.0,-12.0,False
w85__r02_f03,2,3,23,both_crossed,37.0,98.0,98.0,False,61.0,61.0,False
w85__r02_f03,2,3,24,both_crossed,37.0,180.0,180.0,False,143.0,143.0,False
w85__r02_f03,2,3,25,both_crossed,37.0,66.0,66.0,False,29.0,29.0,False
w85__r02_f03,2,3,26,both_crossed,37.0,56.0,56.0,False,19.0,19.0,False
w85__r02_f03,2,3,27,both_crossed,37.0,39.0,39.0,False,2.0,2.0,False
w85__r02_f03,2,3,28,both_crossed,37.0,110.0,110.0,False,73.0,73.0,False
w85__r02_f03,2,3,29,both_crossed,37.0,39.0,39.0,False,2.0,2.0,False
w85__r02_f03,2,3,30,both_crossed,37.0,52.0,52.0,False,15.0,15.0,False
w85__r02_f04,2,4,1,both_crossed,55.0,124.0,124.0,False,69.0,69.0,False
w85__r02_f04,2,4,2,both_crossed,55.0,25.0,25.0,False,-30.0,-30.0,False
w85__r02_f04,2,4,3,both_crossed,55.0,69.0,69.0,False,14.0,14.0,False
w85__r02_f04,2,4,4,both_crossed,55.0,264.0,264.0,False,209.0,209.0,False
w85__r02_f04,2,4,5,both_crossed,55.0,45.0,45.0,False,-10.0,-10.0,False
w85__r02_f04,2,4,6,both_crossed,55.0,76.0,76.0,False,21.0,21.0,False
w85__r02_f04,2,4,7,margin_crossed_random_unresolved,55.0,,320.0,True,,265.0,True
w85__r02_f04,2,4,8,both_crossed,55.0,196.0,196.0,False,141.0,141.0,False
w85__r02_f04,2,4,9,both_crossed,55.0,56.0,56.0,False,1.0,1.0,False
w85__r02_f04,2,4,10,both_crossed,55.0,112.0,112.0,False,57.0,57.0,False
w85__r02_f04,2,4,11,both_crossed,55.0,37.0,37.0,False,-18.0,-18.0,False
w85__r02_f04,2,4,12,both_crossed,55.0,128.0,128.0,False,73.0,73.0,False
w85__r02_f04,2,4,13,both_crossed,55.0,268.0,268.0,False,213.0,213.0,False
w85__r02_f04,2,4,14,both_crossed,55.0,224.0,224.0,False,169.0,169.0,False
w85__r02_f04,2,4,15,both_crossed,55.0,300.0,300.0,False,245.0,245.0,False
w85__r02_f04,2,4,16,both_crossed,55.0,59.0,59.0,False,4.0,4.0,False
w85__r02_f04,2,4,17,both_crossed,55.0,60.0,60.0,False,5.0,5.0,False
w85__r02_f04,2,4,18,both_crossed,55.0,312.0,312.0,False,257.0,257.0,False
w85__r02_f04,2,4,19,both_crossed,55.0,68.0,68.0,False,13.0,13.0,False
w85__r02_f04,2,4,20,both_crossed,55.0,78.0,78.0,False,23.0,23.0,False
w85__r02_f04,2,4,21,both_crossed,55.0,48.0,48.0,False,-7.0,-7.0,False
w85__r02_f04,2,4,22,both_crossed,55.0,49.0,49.0,False,-6.0,-6.0,False
w85__r02_f04,2,4,23,both_crossed,55.0,80.0,80.0,False,25.0,25.0,False
w85__r02_f04,2,4,24,both_crossed,55.0,98.0,98.0,False,43.0,43.0,False
w85__r02_f04,2,4,25,both_crossed,55.0,184.0,184.0,False,129.0,129.0,False
w85__r02_f04,2,4,26,both_crossed,55.0,140.0,140.0,False,85.0,85.0,False
w85__r02_f04,2,4,27,both_crossed,55.0,296.0,296.0,False,241.0,241.0,False
w85__r02_f04,2,4,28,both_crossed,55.0,132.0,132.0,False,77.0,77.0,False
w85__r02_f04,2,4,29,both_crossed,55.0,100.0,100.0,False,45.0,45.0,False
w85__r02_f04,2,4,30,both_crossed,55.0,78.0,78.0,False,23.0,23.0,False
w85__r02_f05,2,5,1,margin_crossed_random_unresolved,18.0,,320.0,True,,302.0,True
w85__r02_f05,2,5,2,both_crossed,18.0,21.0,21.0,False,3.0,3.0,False
w85__r02_f05,2,5,3,margin_crossed_random_unresolved,18.0,,320.0,True,,302.0,True
w85__r02_f05,2,5,4,both_crossed,18.0,23.0,23.0,False,5.0,5.0,False
w85__r02_f05,2,5,5,both_crossed,18.0,27.0,27.0,False,9.0,9.0,False
w85__r02_f05,2,5,6,both_crossed,18.0,24.0,24.0,False,6.0,6.0,False
w85__r02_f05,2,5,7,both_crossed,18.0,28.0,28.0,False,10.0,10.0,False
w85__r02_f05,2,5,8,both_crossed,18.0,36.0,36.0,False,18.0,18.0,False
w85__r02_f05,2,5,9,both_crossed,18.0,23.0,23.0,False,5.0,5.0,False
w85__r02_f05,2,5,10,both_crossed,18.0,37.0,37.0,False,19.0,19.0,False
w85__r02_f05,2,5,11,both_crossed,18.0,25.0,25.0,False,7.0,7.0,False
w85__r02_f05,2,5,12,both_crossed,18.0,47.0,47.0,False,29.0,29.0,False
w85__r02_f05,2,5,13,both_crossed,18.0,148.0,148.0,False,130.0,130.0,False
w85__r02_f05,2,5,14,both_crossed,18.0,21.0,21.0,False,3.0,3.0,False
w85__r02_f05,2,5,15,both_crossed,18.0,17.0,17.0,False,-1.0,-1.0,False
w85__r02_f05,2,5,16,both_crossed,18.0,34.0,34.0,False,16.0,16.0,False
w85__r02_f05,2,5,17,both_crossed,18.0,37.0,37.0,False,19.0,19.0,False
w85__r02_f05,2,5,18,both_crossed,18.0,17.0,17.0,False,-1.0,-1.0,False
w85__r02_f05,2,5,19,both_crossed,18.0,17.0,17.0,False,-1.0,-1.0,False
w85__r02_f05,2,5,20,both_crossed,18.0,21.0,21.0,False,3.0,3.0,False
w85__r02_f05,2,5,21,margin_crossed_random_unresolved,18.0,,320.0,True,,302.0,True
w85__r02_f05,2,5,22,both_crossed,18.0,58.0,58.0,False,40.0,40.0,False
w85__r02_f05,2,5,23,both_crossed,18.0,61.0,61.0,False,43.0,43.0,False
w85__r02_f05,2,5,24,both_crossed,18.0,22.0,22.0,False,4.0,4.0,False
w85__r02_f05,2,5,25,both_crossed,18.0,20.0,20.0,False,2.0,2.0,False
w85__r02_f05,2,5,26,both_crossed,18.0,48.0,48.0,False,30.0,30.0,False
w85__r02_f05,2,5,27,both_crossed,18.0,33.0,33.0,False,15.0,15.0,False
w85__r02_f05,2,5,28,margin_crossed_random_unresolved,18.0,,320.0,True,,302.0,True
w85__r02_f05,2,5,29,both_crossed,18.0,23.0,23.0,False,5.0,5.0,False
w85__r02_f05,2,5,30,both_crossed,18.0,25.0,25.0,False,7.0,7.0,False
w85__r03_f01,3,1,1,both_crossed,55.0,33.0,33.0,False,-22.0,-22.0,False
w85__r03_f01,3,1,2,both_crossed,55.0,51.0,51.0,False,-4.0,-4.0,False
