feature,PC1,PC2,PC3,PC4
P,-0.6914886872167897,0.32071335652760286,0.08650577426403813,0.6414850656211558
VX,-0.10289849285526287,-0.20077588101770766,0.9640274371318529,-0.14054197318477735
LS,0.7102383569037456,0.17755152690701498,0.2073837514260488,0.6488674065786582
ST,0.08256374508211053,0.9084643327282307,0.14198532008778256,-0.3843383314714219
