budget,subset,metric,estimand,point_estimate,two_sided_95pct_lower,two_sided_95pct_upper,bootstrap_draws,random_aggregation,bootstrap_hierarchy
40,B1_q20,accuracy,binary_margin,0.8170588235294112,0.8058823529411759,0.8276470588235292,20000,30 continuations averaged within each repeat/fold,repeat blocks; five folds kept; Random continuations resampled within fold
40,B1_q20,accuracy,binary_random,0.774509803921569,0.7641960784313728,0.7843921568627448,20000,30 continuations averaged within each repeat/fold,repeat blocks; five folds kept; Random continuations resampled within fold
40,B1_q20,accuracy,margin_minus_random,0.04254901960784219,0.02917647058823457,0.05531372549019553,20000,30 continuations averaged within each repeat/fold,repeat blocks; five folds kept; Random continuations resampled within fold
40,B1_q20,balanced_accuracy,binary_margin,0.7971125124875119,0.783922660325785,0.8090134986541232,20000,30 continuations averaged within each repeat/fold,repeat blocks; five folds kept; Random continuations resampled within fold
40,B1_q20,balanced_accuracy,binary_random,0.7407582357457357,0.7264184973359974,0.7544291669788545,20000,30 continuations averaged within each repeat/fold,repeat blocks; five folds kept; Random continuations resampled within fold
40,B1_q20,balanced_accuracy,margin_minus_random,0.05635427674177618,0.04222341606310347,0.06945531114718582,20000,30 continuations averaged within each repeat/fold,repeat blocks; five folds kept; Random continuations resampled within fold
40,B1_q20,false_negative,binary_margin,1.91,1.75,2.07,20000,30 continuations averaged within each repeat/fold,repeat blocks; five folds kept; Random continuations resampled within fold
40,B1_q20,false_negative,binary_random,2.5466666666666673,2.3476666666666675,2.752333333333332,20000,30 continuations averaged within each repeat/fold,repeat blocks; five folds kept; Random continuations resampled within fold
40,B1_q20,false_negative,margin_minus_random,-0.6366666666666674,-0.8213333333333332,-0.44732500000000036,20000,30 continuations averaged within each repeat/fold,repeat blocks; five folds kept; Random continuations resampled within fold
40,B1_q20,false_positive,binary_margin,1.2,1.05,1.35,20000,30 continuations averaged within each repeat/fold,repeat blocks; five folds kept; Random continuations resampled within fold
40,B1_q20,false_positive,binary_random,1.2866666666666668,1.1546583333333331,1.4150000000000003,20000,30 continuations averaged within each repeat/fold,repeat blocks; five folds kept; Random continuations resampled within fold
40,B1_q20,false_positive,margin_minus_random,-0.08666666666666689,-0.25,0.07466666666666688,20000,30 continuations averaged within each repeat/fold,repeat blocks; five folds kept; Random continuations resampled within fold
40,B1_q20,keyhole_recall,binary_margin,0.7110436507936506,0.6828410714285711,0.7369247023809523,20000,30 continuations averaged within each repeat/fold,repeat blocks; five folds kept; Random continuations resampled within fold
40,B1_q20,keyhole_recall,binary_random,0.6067506613756614,0.5734809887566136,0.6377972387566138,20000,30 continuations averaged within each repeat/fold,repeat blocks; five folds kept; Random continuations resampled within fold
