boundary_definition,budget,method,method_label,run_count,mean_q20_error,mean_q20_accuracy,median_q20_accuracy,sd_q20_accuracy,q25_q20_accuracy,q75_q20_accuracy,ci95_q20_accuracy_lower,ci95_q20_accuracy_upper,mean_q30_error,mean_q30_accuracy,median_q30_accuracy,sd_q30_accuracy,q25_q30_accuracy,q75_q30_accuracy,ci95_q30_accuracy_lower,ci95_q30_accuracy_upper,mean_balanced_accuracy,median_balanced_accuracy,sd_balanced_accuracy,mean_sensitivity,median_sensitivity,sd_sensitivity,mean_specificity,median_specificity,sd_specificity,mean_global_error,median_global_error,sd_global_error,mean_brier_score,median_brier_score,sd_brier_score,mean_keyhole_discovered,sd_keyhole_discovered,mean_keyhole_enrichment,accuracy_exactly_one_minus_error
B1,16,binary_uncertainty_repulsion,Binary,20,0.220588235294,0.779411764706,0.823529411765,0.0892613203922,0.705882352941,0.823529411765,0.737636180826,0.821187348585,0.172,0.828,0.84,0.0700075183932,0.76,0.88,0.795235472834,0.860764527166,0.8803939717,0.906823027719,0.0788777707563,0.787857142857,0.857142857143,0.168454251785,0.972930800543,0.97749886929,0.0255924221935,0.0604938271605,0.0493827160494,0.0274308711298,0.0803148795728,0.0798084195067,0.0113522226617,5.15,1.26802789277,1.78533752192,True
B1,16,max_depth_straddle,Max-Depth,20,0.282352941176,0.717647058824,0.705882352941,0.115459538876,0.588235294118,0.823529411765,0.663610331271,0.771683786376,0.212,0.788,0.8,0.0871538265005,0.71,0.88,0.747210753623,0.828789246377,0.900172998643,0.915913936809,0.052050101949,0.873333333333,0.897619047619,0.128142792414,0.927012663953,0.924807779285,0.0481065967027,0.0827160493827,0.0864197530864,0.0302671293385,0.0692061645385,0.0700703533762,0.0310815823849,4.25,1.4464111667,1.4731845412,True
B1,16,shared_random_binary_head,Random,20,0.273529411765,0.726470588235,0.705882352941,0.099671651795,0.691176470588,0.779411764706,0.679822819284,0.773118357187,0.212,0.788,0.78,0.0723733012709,0.76,0.84,0.754128252365,0.821871747635,0.78368062286,0.825757575758,0.119431481805,0.580952380952,0.666666666667,0.24379150936,0.986408864767,0.984961555857,0.0137859580292,0.0858024691358,0.0740740740741,0.0389324405204,0.0928975208912,0.0884093551087,0.0174129067021,3.1,1.33377185771,1.07581823495,True
B1,20,binary_uncertainty_repulsion,Binary,20,0.223529411765,0.776470588235,0.764705882353,0.0677445790544,0.75,0.823529411765,0.744765149281,0.80817602719,0.168,0.832,0.84,0.052875225519,0.82,0.88,0.807253632714,0.856746367286,0.891631453124,0.892424242424,0.0463428990274,0.807380952381,0.8,0.104299217491,0.975881953867,0.984848484848,0.0231167557421,0.0543209876543,0.0493827160494,0.0171815400972,0.0657052513613,0.0653568612951,0.00925939788678,7.4,1.35335839576,2.05316773816,True
B1,20,max_depth_straddle,Max-Depth,20,0.247058823529,0.752941176471,0.764705882353,0.107283471309,0.691176470588,0.823529411765,0.702730966327,0.803151386614,0.192,0.808,0.82,0.0885913147697,0.75,0.88,0.766537988404,0.849462011596,0.926525812496,0.919509594883,0.0327172275338,0.924523809524,0.928571428571,0.0584086006154,0.928527815468,0.932383536861,0.0410279259493,0.0722222222222,0.0679012345679,0.0335779057396,0.0570277381541,0.0517326928915,0.024033755333,5.7,1.30182058753,1.58094389246,True
B1,20,shared_random_binary_head,Random,20,0.270588235294,0.729411764706,0.705882352941,0.0903261054059,0.705882352941,0.764705882353,0.6871378461,0.771685683312,0.206,0.794,0.8,0.0665226514647,0.76,0.84,0.762866440761,0.825133559239,0.789410900045,0.823593073593,0.120539148758,0.591666666667,0.666666666667,0.246129484453,0.987155133424,0.985074626866,0.0132531367458,0.0833333333333,0.0740740740741,0.039219844457,0.0871831755776,0.0787815437676,0.0226038187052,3.55,1.66938375015,0.985397428404,True
B1,30,binary_uncertainty_repulsion,Binary,20,0.202941176471,0.797058823529,0.794117647059,0.0774643690012,0.764705882353,0.838235294118,0.760804382853,0.833313264206,0.146,0.854,0.86,0.0569764494285,0.83,0.88,0.827334200841,0.880665799159,0.909656587194,0.908338179234,0.0471806818883,0.841904761905,0.857142857143,0.102674580395,0.977408412483,0.97749886929,0.0220964681834,0.0469135802469,0.0493827160494,0.0186157292574,0.0471327686344,0.0468388793153,0.0118488889667,12.2,1.19648608323,2.25641729982,True
B1,30,max_depth_straddle,Max-Depth,20,0.208823529412,0.791176470588,0.823529411765,0.09047719462,0.705882352941,0.882352941176,0.748831840054,0.833521101123,0.154,0.846,0.88,0.0748612752117,0.8,0.89,0.810963844718,0.881036155282,0.942923208632,0.951153324288,0.038220310756,0.938571428571,0.966666666667,0.0725459799215,0.947274988693,0.947421981004,0.0283004666798,0.0543209876543,0.0493827160494,0.0260817127055,0.0426636758825,0.0425803276118,0.0153923586302,8.3,1.08093526755,1.53510227937,True
B1,30,shared_random_binary_head,Random,20,0.226470588235,0.773529411765,0.764705882353,0.0721069846006,0.705882352941,0.823529411765,0.739782304168,0.807276519361,0.17,0.83,0.84,0.062069570475,0.8,0.88,0.800950546817,0.859049453183,0.86434128061,0.862878787879,0.0801081175567,0.744523809524,0.733333333333,0.164691301314,0.984158751696,0.984848484848,0.0124561862883,0.0586419753086,0.0555555555556,0.0262274003128,0.064573209093,0.0617644819798,0.0143201750831,5.45,1.63755273117,1.0078842782,True
B1,40,binary_uncertainty_repulsion,Binary,20,0.188235294118,0.811764705882,0.823529411765,0.0946578921927,0.75,0.882352941176,0.767463448655,0.85606596311,0.138,0.862,0.88,0.0615244923416,0.8,0.92,0.833205651236,0.890794348764,0.914369063772,0.912182593526,0.0544060032463,0.848333333333,0.861904761905,0.113186811627,0.980404794211,0.984848484848,0.0139233819842,0.0432098765432,0.0432098765432,0.0189995991127,0.0386906713873,0.038889023922,0.011309255717,16.8,1.70448325245,2.33070280538,True
