budget,subset,boundary_definition,quantile,run_id,prediction_count,mean_confidence,median_confidence,fraction_confidence_ge_080,fraction_confidence_ge_090,accuracy_confidence_ge_080,accuracy_confidence_ge_090,brier_score
30,B3_q30,B3,30,primary_common__r01_f05,25,0.72390338611,0.721891348212,0.32,0,1,,0.134208988124
30,B3_q30,B3,30,primary_common__r02_f01,25,0.780181981776,0.811612606977,0.52,0.08,0.923076923077,1,0.10619157719
30,B3_q30,B3,30,primary_common__r02_f02,25,0.721288590876,0.714945934763,0.24,0,1,,0.119780131364
30,B3_q30,B3,30,primary_common__r02_f03,25,0.711885162519,0.720664844863,0.28,0,1,,0.128930633113
30,B3_q30,B3,30,primary_common__r02_f04,25,0.798757449402,0.886336424727,0.64,0.4,1,1,0.0818211307385
30,B3_q30,B3,30,primary_common__r02_f05,25,0.856358079868,0.914351146066,0.72,0.52,0.888888888889,1,0.104225565705
30,B3_q30,B3,30,primary_common__r03_f01,25,0.777182804079,0.786759282907,0.48,0.24,0.916666666667,1,0.166261122271
30,B3_q30,B3,30,primary_common__r03_f02,25,0.711338060875,0.711571421889,0.16,0,1,,0.106616746086
30,B3_q30,B3,30,primary_common__r03_f03,25,0.817049382199,0.826272226193,0.56,0.4,0.857142857143,1,0.175060704108
30,B3_q30,B3,30,primary_common__r03_f04,25,0.778797701014,0.781057167404,0.44,0.2,1,1,0.0819635504913
30,B3_q30,B3,30,primary_common__r03_f05,25,0.864809954652,0.915417512262,0.76,0.56,1,1,0.0563446294919
30,B3_q30,B3,30,primary_common__r04_f01,25,0.756274319294,0.783753498274,0.48,0.08,1,1,0.114316956713
30,B3_q30,B3,30,primary_common__r04_f02,25,0.799063871699,0.851563428946,0.6,0.36,0.933333333333,0.888888888889,0.108171921454
30,B3_q30,B3,30,primary_common__r04_f03,25,0.801776837051,0.844474405454,0.6,0.36,0.933333333333,1,0.13141668609
30,B3_q30,B3,30,primary_common__r04_f04,25,0.7766117291,0.795414907019,0.48,0.12,1,1,0.0723696317216
30,B3_q30,B3,30,primary_common__r04_f05,25,0.822830072855,0.824311464748,0.68,0.36,1,1,0.111873496469
30,all_test,all,all,primary_common__r01_f01,81,0.77744084301,0.79142536684,0.481481481481,0.0246913580247,1,1,0.0627023238986
30,all_test,all,all,primary_common__r01_f02,81,0.855209951774,0.885405568876,0.79012345679,0.444444444444,1,1,0.0532534452499
30,all_test,all,all,primary_common__r01_f03,81,0.824933630976,0.871086908706,0.679012345679,0.333333333333,1,1,0.047455773877
30,all_test,all,all,primary_common__r01_f04,81,0.852651553206,0.903566749094,0.777777777778,0.518518518519,1,1,0.0407250899808
30,all_test,all,all,primary_common__r01_f05,81,0.836737080266,0.875842784575,0.753086419753,0.308641975309,1,1,0.0517897447408
30,all_test,all,all,primary_common__r02_f01,81,0.836708006495,0.867526519655,0.802469135802,0.20987654321,0.984615384615,1,0.0485312769235
30,all_test,all,all,primary_common__r02_f02,81,0.781683713651,0.799879824353,0.493827160494,0.0246913580247,1,1,0.0650050058696
30,all_test,all,all,primary_common__r02_f03,81,0.814853352064,0.845276698477,0.62962962963,0.37037037037,1,1,0.0602553968258
30,all_test,all,all,primary_common__r02_f04,81,0.857221304071,0.911768496958,0.777777777778,0.567901234568,1,1,0.0403115201393
30,all_test,all,all,primary_common__r02_f05,81,0.92077956201,0.952266646399,0.913580246914,0.777777777778,0.972972972973,1,0.0346529708016
