run_id,method,budget,keyhole_discovered,non_keyhole_discovered,keyhole_discovery_fraction_of_73,same_simulator_query_budget,candidate_pool_count,candidate_keyhole_count,candidate_keyhole_prevalence,queried_keyhole_fraction,keyhole_enrichment
primary_common__r02_f04,shared_random_binary_head,40,11,29,0.150684931507,True,324,58,0.179012345679,0.275,1.53620689655
primary_common__r02_f05,shared_random_binary_head,40,9,31,0.123287671233,True,324,58,0.179012345679,0.225,1.25689655172
primary_common__r03_f01,shared_random_binary_head,40,8,32,0.109589041096,True,324,58,0.179012345679,0.2,1.11724137931
primary_common__r03_f02,shared_random_binary_head,40,8,32,0.109589041096,True,324,59,0.182098765432,0.2,1.09830508475
primary_common__r03_f03,shared_random_binary_head,40,7,33,0.0958904109589,True,324,59,0.182098765432,0.175,0.961016949153
primary_common__r03_f04,shared_random_binary_head,40,7,33,0.0958904109589,True,324,58,0.179012345679,0.175,0.977586206897
primary_common__r03_f05,shared_random_binary_head,40,8,32,0.109589041096,True,324,58,0.179012345679,0.2,1.11724137931
primary_common__r04_f01,shared_random_binary_head,40,4,36,0.0547945205479,True,324,58,0.179012345679,0.1,0.558620689655
primary_common__r04_f02,shared_random_binary_head,40,6,34,0.0821917808219,True,324,58,0.179012345679,0.15,0.837931034483
primary_common__r04_f03,shared_random_binary_head,40,5,35,0.0684931506849,True,324,59,0.182098765432,0.125,0.686440677966
primary_common__r04_f04,shared_random_binary_head,40,12,28,0.164383561644,True,324,58,0.179012345679,0.3,1.67586206897
primary_common__r04_f05,shared_random_binary_head,40,7,33,0.0958904109589,True,324,59,0.182098765432,0.175,0.961016949153
primary_common__r01_f01,binary_uncertainty_repulsion,50,24,26,0.328767123288,True,324,58,0.179012345679,0.48,2.68137931034
primary_common__r01_f02,binary_uncertainty_repulsion,50,21,29,0.287671232877,True,324,58,0.179012345679,0.42,2.34620689655
primary_common__r01_f03,binary_uncertainty_repulsion,50,19,31,0.260273972603,True,324,59,0.182098765432,0.38,2.08677966102
primary_common__r01_f04,binary_uncertainty_repulsion,50,19,31,0.260273972603,True,324,59,0.182098765432,0.38,2.08677966102
primary_common__r01_f05,binary_uncertainty_repulsion,50,20,30,0.27397260274,True,324,58,0.179012345679,0.4,2.23448275862
primary_common__r02_f01,binary_uncertainty_repulsion,50,20,30,0.27397260274,True,324,58,0.179012345679,0.4,2.23448275862
primary_common__r02_f02,binary_uncertainty_repulsion,50,23,27,0.315068493151,True,324,59,0.182098765432,0.46,2.52610169492
primary_common__r02_f03,binary_uncertainty_repulsion,50,19,31,0.260273972603,True,324,59,0.182098765432,0.38,2.08677966102
primary_common__r02_f04,binary_uncertainty_repulsion,50,19,31,0.260273972603,True,324,58,0.179012345679,0.38,2.12275862069
primary_common__r02_f05,binary_uncertainty_repulsion,50,23,27,0.315068493151,True,324,58,0.179012345679,0.46,2.56965517241
primary_common__r03_f01,binary_uncertainty_repulsion,50,20,30,0.27397260274,True,324,58,0.179012345679,0.4,2.23448275862
primary_common__r03_f02,binary_uncertainty_repulsion,50,24,26,0.328767123288,True,324,59,0.182098765432,0.48,2.63593220339
primary_common__r03_f03,binary_uncertainty_repulsion,50,22,28,0.301369863014,True,324,59,0.182098765432,0.44,2.41627118644
primary_common__r03_f04,binary_uncertainty_repulsion,50,18,32,0.246575342466,True,324,58,0.179012345679,0.36,2.01103448276
primary_common__r03_f05,binary_uncertainty_repulsion,50,21,29,0.287671232877,True,324,58,0.179012345679,0.42,2.34620689655
primary_common__r04_f01,binary_uncertainty_repulsion,50,19,31,0.260273972603,True,324,58,0.179012345679,0.38,2.12275862069
primary_common__r04_f02,binary_uncertainty_repulsion,50,22,28,0.301369863014,True,324,58,0.179012345679,0.44,2.45793103448
primary_common__r04_f03,binary_uncertainty_repulsion,50,23,27,0.315068493151,True,324,59,0.182098765432,0.46,2.52610169492
primary_common__r04_f04,binary_uncertainty_repulsion,50,22,28,0.301369863014,True,324,58,0.179012345679,0.44,2.45793103448
primary_common__r04_f05,binary_uncertainty_repulsion,50,20,30,0.27397260274,True,324,59,0.182098765432,0.4,2.19661016949
primary_common__r01_f01,max_depth_straddle,50,14,36,0.191780821918,True,324,58,0.179012345679,0.28,1.56413793103
primary_common__r01_f02,max_depth_straddle,50,12,38,0.164383561644,True,324,58,0.179012345679,0.24,1.34068965517
primary_common__r01_f03,max_depth_straddle,50,12,38,0.164383561644,True,324,59,0.182098765432,0.24,1.31796610169
primary_common__r01_f04,max_depth_straddle,50,11,39,0.150684931507,True,324,59,0.182098765432,0.22,1.20813559322
primary_common__r01_f05,max_depth_straddle,50,13,37,0.178082191781,True,324,58,0.179012345679,0.26,1.4524137931
primary_common__r02_f01,max_depth_straddle,50,16,34,0.219178082192,True,324,58,0.179012345679,0.32,1.7875862069
primary_common__r02_f02,max_depth_straddle,50,14,36,0.191780821918,True,324,59,0.182098765432,0.28,1.53762711864
primary_common__r02_f03,max_depth_straddle,50,13,37,0.178082191781,True,324,59,0.182098765432,0.26,1.42779661017
primary_common__r02_f04,max_depth_straddle,50,9,41,0.123287671233,True,324,58,0.179012345679,0.18,1.00551724138
primary_common__r02_f05,max_depth_straddle,50,14,36,0.191780821918,True,324,58,0.179012345679,0.28,1.56413793103
primary_common__r03_f01,max_depth_straddle,50,13,37,0.178082191781,True,324,58,0.179012345679,0.26,1.4524137931
primary_common__r03_f02,max_depth_straddle,50,15,35,0.205479452055,True,324,59,0.182098765432,0.3,1.64745762712
primary_common__r03_f03,max_depth_straddle,50,12,38,0.164383561644,True,324,59,0.182098765432,0.24,1.31796610169
primary_common__r03_f04,max_depth_straddle,50,12,38,0.164383561644,True,324,58,0.179012345679,0.24,1.34068965517
primary_common__r03_f05,max_depth_straddle,50,14,36,0.191780821918,True,324,58,0.179012345679,0.28,1.56413793103
primary_common__r04_f01,max_depth_straddle,50,11,39,0.150684931507,True,324,58,0.179012345679,0.22,1.22896551724
primary_common__r04_f02,max_depth_straddle,50,12,38,0.164383561644,True,324,58,0.179012345679,0.24,1.34068965517
primary_common__r04_f03,max_depth_straddle,50,10,40,0.13698630137,True,324,59,0.182098765432,0.2,1.09830508475
primary_common__r04_f04,max_depth_straddle,50,15,35,0.205479452055,True,324,58,0.179012345679,0.3,1.67586206897
primary_common__r04_f05,max_depth_straddle,50,13,37,0.178082191781,True,324,59,0.182098765432,0.26,1.42779661017
primary_common__r01_f01,shared_random_binary_head,50,9,41,0.123287671233,True,324,58,0.179012345679,0.18,1.00551724138
primary_common__r01_f02,shared_random_binary_head,50,7,43,0.0958904109589,True,324,58,0.179012345679,0.14,0.782068965517
primary_common__r01_f03,shared_random_binary_head,50,11,39,0.150684931507,True,324,59,0.182098765432,0.22,1.20813559322
primary_common__r01_f04,shared_random_binary_head,50,8,42,0.109589041096,True,324,59,0.182098765432,0.16,0.878644067797
primary_common__r01_f05,shared_random_binary_head,50,6,44,0.0821917808219,True,324,58,0.179012345679,0.12,0.670344827586
primary_common__r02_f01,shared_random_binary_head,50,6,44,0.0821917808219,True,324,58,0.179012345679,0.12,0.670344827586
primary_common__r02_f02,shared_random_binary_head,50,10,40,0.13698630137,True,324,59,0.182098765432,0.2,1.09830508475
primary_common__r02_f03,shared_random_binary_head,50,12,38,0.164383561644,True,324,59,0.182098765432,0.24,1.31796610169
primary_common__r02_f04,shared_random_binary_head,50,13,37,0.178082191781,True,324,58,0.179012345679,0.26,1.4524137931
primary_common__r02_f05,shared_random_binary_head,50,9,41,0.123287671233,True,324,58,0.179012345679,0.18,1.00551724138
primary_common__r03_f01,shared_random_binary_head,50,12,38,0.164383561644,True,324,58,0.179012345679,0.24,1.34068965517
primary_common__r03_f02,shared_random_binary_head,50,12,38,0.164383561644,True,324,59,0.182098765432,0.24,1.31796610169
primary_common__r03_f03,shared_random_binary_head,50,9,41,0.123287671233,True,324,59,0.182098765432,0.18,0.988474576271
primary_common__r03_f04,shared_random_binary_head,50,10,40,0.13698630137,True,324,58,0.179012345679,0.2,1.11724137931
primary_common__r03_f05,shared_random_binary_head,50,9,41,0.123287671233,True,324,58,0.179012345679,0.18,1.00551724138
primary_common__r04_f01,shared_random_binary_head,50,6,44,0.0821917808219,True,324,58,0.179012345679,0.12,0.670344827586
primary_common__r04_f02,shared_random_binary_head,50,10,40,0.13698630137,True,324,58,0.179012345679,0.2,1.11724137931
primary_common__r04_f03,shared_random_binary_head,50,5,45,0.0684931506849,True,324,59,0.182098765432,0.1,0.549152542373
primary_common__r04_f04,shared_random_binary_head,50,13,37,0.178082191781,True,324,58,0.179012345679,0.26,1.4524137931
primary_common__r04_f05,shared_random_binary_head,50,11,39,0.150684931507,True,324,59,0.182098765432,0.22,1.20813559322
primary_common__r01_f01,binary_uncertainty_repulsion,60,29,31,0.397260273973,True,324,58,0.179012345679,0.483333333333,2.7
primary_common__r01_f02,binary_uncertainty_repulsion,60,25,35,0.342465753425,True,324,58,0.179012345679,0.416666666667,2.3275862069
primary_common__r01_f03,binary_uncertainty_repulsion,60,23,37,0.315068493151,True,324,59,0.182098765432,0.383333333333,2.10508474576
primary_common__r01_f04,binary_uncertainty_repulsion,60,24,36,0.328767123288,True,324,59,0.182098765432,0.4,2.19661016949
primary_common__r01_f05,binary_uncertainty_repulsion,60,24,36,0.328767123288,True,324,58,0.179012345679,0.4,2.23448275862
primary_common__r02_f01,binary_uncertainty_repulsion,60,25,35,0.342465753425,True,324,58,0.179012345679,0.416666666667,2.3275862069
primary_common__r02_f02,binary_uncertainty_repulsion,60,25,35,0.342465753425,True,324,59,0.182098765432,0.416666666667,2.28813559322
primary_common__r02_f03,binary_uncertainty_repulsion,60,24,36,0.328767123288,True,324,59,0.182098765432,0.4,2.19661016949
primary_common__r02_f04,binary_uncertainty_repulsion,60,23,37,0.315068493151,True,324,58,0.179012345679,0.383333333333,2.14137931034
primary_common__r02_f05,binary_uncertainty_repulsion,60,25,35,0.342465753425,True,324,58,0.179012345679,0.416666666667,2.3275862069
primary_common__r03_f01,binary_uncertainty_repulsion,60,22,38,0.301369863014,True,324,58,0.179012345679,0.366666666667,2.04827586207
primary_common__r03_f02,binary_uncertainty_repulsion,60,28,32,0.383561643836,True,324,59,0.182098765432,0.466666666667,2.56271186441
primary_common__r03_f03,binary_uncertainty_repulsion,60,25,35,0.342465753425,True,324,59,0.182098765432,0.416666666667,2.28813559322
primary_common__r03_f04,binary_uncertainty_repulsion,60,23,37,0.315068493151,True,324,58,0.179012345679,0.383333333333,2.14137931034
primary_common__r03_f05,binary_uncertainty_repulsion,60,24,36,0.328767123288,True,324,58,0.179012345679,0.4,2.23448275862
primary_common__r04_f01,binary_uncertainty_repulsion,60,23,37,0.315068493151,True,324,58,0.179012345679,0.383333333333,2.14137931034
primary_common__r04_f02,binary_uncertainty_repulsion,60,25,35,0.342465753425,True,324,58,0.179012345679,0.416666666667,2.3275862069
primary_common__r04_f03,binary_uncertainty_repulsion,60,27,33,0.369863013699,True,324,59,0.182098765432,0.45,2.47118644068
primary_common__r04_f04,binary_uncertainty_repulsion,60,25,35,0.342465753425,True,324,58,0.179012345679,0.416666666667,2.3275862069
primary_common__r04_f05,binary_uncertainty_repulsion,60,24,36,0.328767123288,True,324,59,0.182098765432,0.4,2.19661016949
primary_common__r01_f01,max_depth_straddle,60,17,43,0.232876712329,True,324,58,0.179012345679,0.283333333333,1.58275862069
primary_common__r01_f02,max_depth_straddle,60,14,46,0.191780821918,True,324,58,0.179012345679,0.233333333333,1.30344827586
primary_common__r01_f03,max_depth_straddle,60,16,44,0.219178082192,True,324,59,0.182098765432,0.266666666667,1.46440677966
primary_common__r01_f04,max_depth_straddle,60,14,46,0.191780821918,True,324,59,0.182098765432,0.233333333333,1.2813559322
primary_common__r01_f05,max_depth_straddle,60,16,44,0.219178082192,True,324,58,0.179012345679,0.266666666667,1.48965517241
primary_common__r02_f01,max_depth_straddle,60,16,44,0.219178082192,True,324,58,0.179012345679,0.266666666667,1.48965517241
primary_common__r02_f02,max_depth_straddle,60,16,44,0.219178082192,True,324,59,0.182098765432,0.266666666667,1.46440677966
primary_common__r02_f03,max_depth_straddle,60,14,46,0.191780821918,True,324,59,0.182098765432,0.233333333333,1.2813559322
primary_common__r02_f04,max_depth_straddle,60,14,46,0.191780821918,True,324,58,0.179012345679,0.233333333333,1.30344827586
primary_common__r02_f05,max_depth_straddle,60,17,43,0.232876712329,True,324,58,0.179012345679,0.283333333333,1.58275862069
primary_common__r03_f01,max_depth_straddle,60,15,45,0.205479452055,True,324,58,0.179012345679,0.25,1.39655172414
primary_common__r03_f02,max_depth_straddle,60,18,42,0.246575342466,True,324,59,0.182098765432,0.3,1.64745762712
primary_common__r03_f03,max_depth_straddle,60,14,46,0.191780821918,True,324,59,0.182098765432,0.233333333333,1.2813559322
primary_common__r03_f04,max_depth_straddle,60,14,46,0.191780821918,True,324,58,0.179012345679,0.233333333333,1.30344827586
primary_common__r03_f05,max_depth_straddle,60,17,43,0.232876712329,True,324,58,0.179012345679,0.283333333333,1.58275862069
primary_common__r04_f01,max_depth_straddle,60,14,46,0.191780821918,True,324,58,0.179012345679,0.233333333333,1.30344827586
primary_common__r04_f02,max_depth_straddle,60,14,46,0.191780821918,True,324,58,0.179012345679,0.233333333333,1.30344827586
primary_common__r04_f03,max_depth_straddle,60,16,44,0.219178082192,True,324,59,0.182098765432,0.266666666667,1.46440677966
primary_common__r04_f04,max_depth_straddle,60,18,42,0.246575342466,True,324,58,0.179012345679,0.3,1.67586206897
primary_common__r04_f05,max_depth_straddle,60,17,43,0.232876712329,True,324,59,0.182098765432,0.283333333333,1.55593220339
primary_common__r01_f01,shared_random_binary_head,60,10,50,0.13698630137,True,324,58,0.179012345679,0.166666666667,0.931034482759
primary_common__r01_f02,shared_random_binary_head,60,7,53,0.0958904109589,True,324,58,0.179012345679,0.116666666667,0.651724137931
primary_common__r01_f03,shared_random_binary_head,60,11,49,0.150684931507,True,324,59,0.182098765432,0.183333333333,1.00677966102
primary_common__r01_f04,shared_random_binary_head,60,10,50,0.13698630137,True,324,59,0.182098765432,0.166666666667,0.915254237288
primary_common__r01_f05,shared_random_binary_head,60,8,52,0.109589041096,True,324,58,0.179012345679,0.133333333333,0.744827586207
primary_common__r02_f01,shared_random_binary_head,60,9,51,0.123287671233,True,324,58,0.179012345679,0.15,0.837931034483
primary_common__r02_f02,shared_random_binary_head,60,12,48,0.164383561644,True,324,59,0.182098765432,0.2,1.09830508475
primary_common__r02_f03,shared_random_binary_head,60,14,46,0.191780821918,True,324,59,0.182098765432,0.233333333333,1.2813559322
primary_common__r02_f04,shared_random_binary_head,60,15,45,0.205479452055,True,324,58,0.179012345679,0.25,1.39655172414
primary_common__r02_f05,shared_random_binary_head,60,11,49,0.150684931507,True,324,58,0.179012345679,0.183333333333,1.02413793103
primary_common__r03_f01,shared_random_binary_head,60,14,46,0.191780821918,True,324,58,0.179012345679,0.233333333333,1.30344827586
primary_common__r03_f02,shared_random_binary_head,60,15,45,0.205479452055,True,324,59,0.182098765432,0.25,1.37288135593
primary_common__r03_f03,shared_random_binary_head,60,10,50,0.13698630137,True,324,59,0.182098765432,0.166666666667,0.915254237288
primary_common__r03_f04,shared_random_binary_head,60,12,48,0.164383561644,True,324,58,0.179012345679,0.2,1.11724137931
primary_common__r03_f05,shared_random_binary_head,60,9,51,0.123287671233,True,324,58,0.179012345679,0.15,0.837931034483
primary_common__r04_f01,shared_random_binary_head,60,7,53,0.0958904109589,True,324,58,0.179012345679,0.116666666667,0.651724137931
primary_common__r04_f02,shared_random_binary_head,60,10,50,0.13698630137,True,324,58,0.179012345679,0.166666666667,0.931034482759
primary_common__r04_f03,shared_random_binary_head,60,7,53,0.0958904109589,True,324,59,0.182098765432,0.116666666667,0.640677966102
primary_common__r04_f04,shared_random_binary_head,60,13,47,0.178082191781,True,324,58,0.179012345679,0.216666666667,1.21034482759
primary_common__r04_f05,shared_random_binary_head,60,13,47,0.178082191781,True,324,59,0.182098765432,0.216666666667,1.18983050847
primary_common__r01_f01,binary_uncertainty_repulsion,70,31,39,0.424657534247,True,324,58,0.179012345679,0.442857142857,2.47389162562
primary_common__r01_f02,binary_uncertainty_repulsion,70,26,44,0.356164383562,True,324,58,0.179012345679,0.371428571429,2.07487684729
primary_common__r01_f03,binary_uncertainty_repulsion,70,26,44,0.356164383562,True,324,59,0.182098765432,0.371428571429,2.0397094431
primary_common__r01_f04,binary_uncertainty_repulsion,70,25,45,0.342465753425,True,324,59,0.182098765432,0.357142857143,1.9612590799
primary_common__r01_f05,binary_uncertainty_repulsion,70,26,44,0.356164383562,True,324,58,0.179012345679,0.371428571429,2.07487684729
primary_common__r02_f01,binary_uncertainty_repulsion,70,28,42,0.383561643836,True,324,58,0.179012345679,0.4,2.23448275862
primary_common__r02_f02,binary_uncertainty_repulsion,70,26,44,0.356164383562,True,324,59,0.182098765432,0.371428571429,2.0397094431
primary_common__r02_f03,binary_uncertainty_repulsion,70,25,45,0.342465753425,True,324,59,0.182098765432,0.357142857143,1.9612590799
primary_common__r02_f04,binary_uncertainty_repulsion,70,24,46,0.328767123288,True,324,58,0.179012345679,0.342857142857,1.91527093596
primary_common__r02_f05,binary_uncertainty_repulsion,70,28,42,0.383561643836,True,324,58,0.179012345679,0.4,2.23448275862
primary_common__r03_f01,binary_uncertainty_repulsion,70,24,46,0.328767123288,True,324,58,0.179012345679,0.342857142857,1.91527093596
primary_common__r03_f02,binary_uncertainty_repulsion,70,31,39,0.424657534247,True,324,59,0.182098765432,0.442857142857,2.43196125908
primary_common__r03_f03,binary_uncertainty_repulsion,70,29,41,0.397260273973,True,324,59,0.182098765432,0.414285714286,2.27506053269
primary_common__r03_f04,binary_uncertainty_repulsion,70,26,44,0.356164383562,True,324,58,0.179012345679,0.371428571429,2.07487684729
primary_common__r03_f05,binary_uncertainty_repulsion,70,29,41,0.397260273973,True,324,58,0.179012345679,0.414285714286,2.31428571429
primary_common__r04_f01,binary_uncertainty_repulsion,70,25,45,0.342465753425,True,324,58,0.179012345679,0.357142857143,1.99507389163
primary_common__r04_f02,binary_uncertainty_repulsion,70,29,41,0.397260273973,True,324,58,0.179012345679,0.414285714286,2.31428571429
primary_common__r04_f03,binary_uncertainty_repulsion,70,28,42,0.383561643836,True,324,59,0.182098765432,0.4,2.19661016949
primary_common__r04_f04,binary_uncertainty_repulsion,70,29,41,0.397260273973,True,324,58,0.179012345679,0.414285714286,2.31428571429
primary_common__r04_f05,binary_uncertainty_repulsion,70,27,43,0.369863013699,True,324,59,0.182098765432,0.385714285714,2.1181598063
primary_common__r01_f01,max_depth_straddle,70,18,52,0.246575342466,True,324,58,0.179012345679,0.257142857143,1.43645320197
primary_common__r01_f02,max_depth_straddle,70,17,53,0.232876712329,True,324,58,0.179012345679,0.242857142857,1.35665024631
primary_common__r01_f03,max_depth_straddle,70,17,53,0.232876712329,True,324,59,0.182098765432,0.242857142857,1.33365617433
primary_common__r01_f04,max_depth_straddle,70,15,55,0.205479452055,True,324,59,0.182098765432,0.214285714286,1.17675544794
primary_common__r01_f05,max_depth_straddle,70,17,53,0.232876712329,True,324,58,0.179012345679,0.242857142857,1.35665024631
primary_common__r02_f01,max_depth_straddle,70,18,52,0.246575342466,True,324,58,0.179012345679,0.257142857143,1.43645320197
primary_common__r02_f02,max_depth_straddle,70,18,52,0.246575342466,True,324,59,0.182098765432,0.257142857143,1.41210653753
primary_common__r02_f03,max_depth_straddle,70,15,55,0.205479452055,True,324,59,0.182098765432,0.214285714286,1.17675544794
primary_common__r02_f04,max_depth_straddle,70,15,55,0.205479452055,True,324,58,0.179012345679,0.214285714286,1.19704433498
primary_common__r02_f05,max_depth_straddle,70,17,53,0.232876712329,True,324,58,0.179012345679,0.242857142857,1.35665024631
primary_common__r03_f01,max_depth_straddle,70,16,54,0.219178082192,True,324,58,0.179012345679,0.228571428571,1.27684729064
primary_common__r03_f02,max_depth_straddle,70,20,50,0.27397260274,True,324,59,0.182098765432,0.285714285714,1.56900726392
primary_common__r03_f03,max_depth_straddle,70,17,53,0.232876712329,True,324,59,0.182098765432,0.242857142857,1.33365617433
primary_common__r03_f04,max_depth_straddle,70,16,54,0.219178082192,True,324,58,0.179012345679,0.228571428571,1.27684729064
primary_common__r03_f05,max_depth_straddle,70,19,51,0.260273972603,True,324,58,0.179012345679,0.271428571429,1.51625615764
primary_common__r04_f01,max_depth_straddle,70,17,53,0.232876712329,True,324,58,0.179012345679,0.242857142857,1.35665024631
primary_common__r04_f02,max_depth_straddle,70,16,54,0.219178082192,True,324,58,0.179012345679,0.228571428571,1.27684729064
primary_common__r04_f03,max_depth_straddle,70,18,52,0.246575342466,True,324,59,0.182098765432,0.257142857143,1.41210653753
primary_common__r04_f04,max_depth_straddle,70,18,52,0.246575342466,True,324,58,0.179012345679,0.257142857143,1.43645320197
primary_common__r04_f05,max_depth_straddle,70,20,50,0.27397260274,True,324,59,0.182098765432,0.285714285714,1.56900726392
primary_common__r01_f01,shared_random_binary_head,70,12,58,0.164383561644,True,324,58,0.179012345679,0.171428571429,0.95763546798
primary_common__r01_f02,shared_random_binary_head,70,9,61,0.123287671233,True,324,58,0.179012345679,0.128571428571,0.718226600985
primary_common__r01_f03,shared_random_binary_head,70,12,58,0.164383561644,True,324,59,0.182098765432,0.171428571429,0.941404358354
primary_common__r01_f04,shared_random_binary_head,70,11,59,0.150684931507,True,324,59,0.182098765432,0.157142857143,0.862953995157
primary_common__r01_f05,shared_random_binary_head,70,9,61,0.123287671233,True,324,58,0.179012345679,0.128571428571,0.718226600985
primary_common__r02_f01,shared_random_binary_head,70,11,59,0.150684931507,True,324,58,0.179012345679,0.157142857143,0.877832512315
primary_common__r02_f02,shared_random_binary_head,70,15,55,0.205479452055,True,324,59,0.182098765432,0.214285714286,1.17675544794
primary_common__r02_f03,shared_random_binary_head,70,14,56,0.191780821918,True,324,59,0.182098765432,0.2,1.09830508475
primary_common__r02_f04,shared_random_binary_head,70,15,55,0.205479452055,True,324,58,0.179012345679,0.214285714286,1.19704433498
primary_common__r02_f05,shared_random_binary_head,70,13,57,0.178082191781,True,324,58,0.179012345679,0.185714285714,1.03743842365
primary_common__r03_f01,shared_random_binary_head,70,15,55,0.205479452055,True,324,58,0.179012345679,0.214285714286,1.19704433498
primary_common__r03_f02,shared_random_binary_head,70,16,54,0.219178082192,True,324,59,0.182098765432,0.228571428571,1.25520581114
primary_common__r03_f03,shared_random_binary_head,70,12,58,0.164383561644,True,324,59,0.182098765432,0.171428571429,0.941404358354
primary_common__r03_f04,shared_random_binary_head,70,12,58,0.164383561644,True,324,58,0.179012345679,0.171428571429,0.95763546798
primary_common__r03_f05,shared_random_binary_head,70,11,59,0.150684931507,True,324,58,0.179012345679,0.157142857143,0.877832512315
primary_common__r04_f01,shared_random_binary_head,70,9,61,0.123287671233,True,324,58,0.179012345679,0.128571428571,0.718226600985
primary_common__r04_f02,shared_random_binary_head,70,12,58,0.164383561644,True,324,58,0.179012345679,0.171428571429,0.95763546798
primary_common__r04_f03,shared_random_binary_head,70,8,62,0.109589041096,True,324,59,0.182098765432,0.114285714286,0.627602905569
primary_common__r04_f04,shared_random_binary_head,70,14,56,0.191780821918,True,324,58,0.179012345679,0.2,1.11724137931
primary_common__r04_f05,shared_random_binary_head,70,13,57,0.178082191781,True,324,59,0.182098765432,0.185714285714,1.01985472155
primary_common__r01_f01,binary_uncertainty_repulsion,80,31,49,0.424657534247,True,324,58,0.179012345679,0.3875,2.16465517241
primary_common__r01_f02,binary_uncertainty_repulsion,80,29,51,0.397260273973,True,324,58,0.179012345679,0.3625,2.025
primary_common__r01_f03,binary_uncertainty_repulsion,80,30,50,0.41095890411,True,324,59,0.182098765432,0.375,2.0593220339
primary_common__r01_f04,binary_uncertainty_repulsion,80,28,52,0.383561643836,True,324,59,0.182098765432,0.35,1.92203389831
primary_common__r01_f05,binary_uncertainty_repulsion,80,28,52,0.383561643836,True,324,58,0.179012345679,0.35,1.95517241379
primary_common__r02_f01,binary_uncertainty_repulsion,80,30,50,0.41095890411,True,324,58,0.179012345679,0.375,2.09482758621
primary_common__r02_f02,binary_uncertainty_repulsion,80,30,50,0.41095890411,True,324,59,0.182098765432,0.375,2.0593220339
primary_common__r02_f03,binary_uncertainty_repulsion,80,27,53,0.369863013699,True,324,59,0.182098765432,0.3375,1.85338983051
primary_common__r02_f04,binary_uncertainty_repulsion,80,27,53,0.369863013699,True,324,58,0.179012345679,0.3375,1.88534482759
primary_common__r02_f05,binary_uncertainty_repulsion,80,29,51,0.397260273973,True,324,58,0.179012345679,0.3625,2.025
primary_common__r03_f01,binary_uncertainty_repulsion,80,26,54,0.356164383562,True,324,58,0.179012345679,0.325,1.81551724138
primary_common__r03_f02,binary_uncertainty_repulsion,80,33,47,0.452054794521,True,324,59,0.182098765432,0.4125,2.26525423729
primary_common__r03_f03,binary_uncertainty_repulsion,80,31,49,0.424657534247,True,324,59,0.182098765432,0.3875,2.12796610169
primary_common__r03_f04,binary_uncertainty_repulsion,80,29,51,0.397260273973,True,324,58,0.179012345679,0.3625,2.025
primary_common__r03_f05,binary_uncertainty_repulsion,80,29,51,0.397260273973,True,324,58,0.179012345679,0.3625,2.025
primary_common__r04_f01,binary_uncertainty_repulsion,80,26,54,0.356164383562,True,324,58,0.179012345679,0.325,1.81551724138
primary_common__r04_f02,binary_uncertainty_repulsion,80,30,50,0.41095890411,True,324,58,0.179012345679,0.375,2.09482758621
primary_common__r04_f03,binary_uncertainty_repulsion,80,29,51,0.397260273973,True,324,59,0.182098765432,0.3625,1.9906779661
primary_common__r04_f04,binary_uncertainty_repulsion,80,30,50,0.41095890411,True,324,58,0.179012345679,0.375,2.09482758621
primary_common__r04_f05,binary_uncertainty_repulsion,80,28,52,0.383561643836,True,324,59,0.182098765432,0.35,1.92203389831
primary_common__r01_f01,max_depth_straddle,80,22,58,0.301369863014,True,324,58,0.179012345679,0.275,1.53620689655
primary_common__r01_f02,max_depth_straddle,80,20,60,0.27397260274,True,324,58,0.179012345679,0.25,1.39655172414
primary_common__r01_f03,max_depth_straddle,80,18,62,0.246575342466,True,324,59,0.182098765432,0.225,1.23559322034
primary_common__r01_f04,max_depth_straddle,80,15,65,0.205479452055,True,324,59,0.182098765432,0.1875,1.02966101695
primary_common__r01_f05,max_depth_straddle,80,17,63,0.232876712329,True,324,58,0.179012345679,0.2125,1.18706896552
primary_common__r02_f01,max_depth_straddle,80,19,61,0.260273972603,True,324,58,0.179012345679,0.2375,1.32672413793
primary_common__r02_f02,max_depth_straddle,80,19,61,0.260273972603,True,324,59,0.182098765432,0.2375,1.30423728814
primary_common__r02_f03,max_depth_straddle,80,15,65,0.205479452055,True,324,59,0.182098765432,0.1875,1.02966101695
primary_common__r02_f04,max_depth_straddle,80,18,62,0.246575342466,True,324,58,0.179012345679,0.225,1.25689655172
primary_common__r02_f05,max_depth_straddle,80,18,62,0.246575342466,True,324,58,0.179012345679,0.225,1.25689655172
primary_common__r03_f01,max_depth_straddle,80,17,63,0.232876712329,True,324,58,0.179012345679,0.2125,1.18706896552
primary_common__r03_f02,max_depth_straddle,80,20,60,0.27397260274,True,324,59,0.182098765432,0.25,1.37288135593
primary_common__r03_f03,max_depth_straddle,80,18,62,0.246575342466,True,324,59,0.182098765432,0.225,1.23559322034
primary_common__r03_f04,max_depth_straddle,80,17,63,0.232876712329,True,324,58,0.179012345679,0.2125,1.18706896552
primary_common__r03_f05,max_depth_straddle,80,20,60,0.27397260274,True,324,58,0.179012345679,0.25,1.39655172414
primary_common__r04_f01,max_depth_straddle,80,17,63,0.232876712329,True,324,58,0.179012345679,0.2125,1.18706896552
primary_common__r04_f02,max_depth_straddle,80,17,63,0.232876712329,True,324,58,0.179012345679,0.2125,1.18706896552
