run_id,repeat,model,q20_acc,q30_acc,full_acc,q20_kh_recall
w85__r02_f01,2,RF500|u4+cfg+TE,0.8235294117647058,0.88,0.9629629629629629,0.8571428571428571
w85__r02_f01,2,GBM|u4+cfg+TE,0.8235294117647058,0.88,0.9506172839506173,0.8571428571428571
w85__r02_f01,2,SVC_rbf|u4+cfg+TE,0.8235294117647058,0.88,0.9629629629629629,0.8571428571428571
w85__r02_f01,2,GPC_ARD_wide|u4+cfg+TE,0.8823529411764706,0.92,0.9753086419753086,1.0
w85__r02_f02,2,M3,0.9411764705882353,0.96,0.9876543209876543,0.8
w85__r02_f02,2,H_logistic_logh,0.8235294117647058,0.88,0.9629629629629629,0.8
w85__r02_f02,2,logistic_u4|u4,0.9411764705882353,0.96,0.9876543209876543,0.8
w85__r02_f02,2,kNN5|u4,0.8823529411764706,0.92,0.9629629629629629,0.8
w85__r02_f02,2,kNN1|u4,0.8235294117647058,0.88,0.9382716049382716,0.6
w85__r02_f02,2,RF500|u4,0.8235294117647058,0.88,0.9629629629629629,0.8
w85__r02_f02,2,GBM|u4,0.8235294117647058,0.88,0.9506172839506173,0.8
w85__r02_f02,2,SVC_rbf|u4,0.9411764705882353,0.96,0.9753086419753086,0.8
w85__r02_f02,2,GPC_ARD_wide|u4,0.9411764705882353,0.96,0.9753086419753086,0.8
w85__r02_f02,2,logistic_u4|u4+cfg+TE,0.8823529411764706,0.92,0.9753086419753086,0.8
w85__r02_f02,2,kNN5|u4+cfg+TE,0.8823529411764706,0.92,0.9629629629629629,0.8
w85__r02_f02,2,kNN1|u4+cfg+TE,0.8235294117647058,0.88,0.9382716049382716,0.6
w85__r02_f02,2,RF500|u4+cfg+TE,0.8235294117647058,0.88,0.9629629629629629,0.8
w85__r02_f02,2,GBM|u4+cfg+TE,0.8235294117647058,0.88,0.9506172839506173,0.8
w85__r02_f02,2,SVC_rbf|u4+cfg+TE,0.9411764705882353,0.96,0.9753086419753086,0.8
w85__r02_f02,2,GPC_ARD_wide|u4+cfg+TE,0.9411764705882353,0.96,0.9753086419753086,0.8
w85__r02_f03,2,M3,0.8823529411764706,0.92,0.9753086419753086,0.8
w85__r02_f03,2,H_logistic_logh,0.8823529411764706,0.92,0.9753086419753086,0.8
w85__r02_f03,2,logistic_u4|u4,0.8823529411764706,0.92,0.9753086419753086,0.8
w85__r02_f03,2,kNN5|u4,0.8235294117647058,0.88,0.9629629629629629,0.7
w85__r02_f03,2,kNN1|u4,0.8235294117647058,0.88,0.9629629629629629,0.7
w85__r02_f03,2,RF500|u4,0.8823529411764706,0.92,0.9753086419753086,0.8
w85__r02_f03,2,GBM|u4,0.8823529411764706,0.88,0.9629629629629629,0.8
w85__r02_f03,2,SVC_rbf|u4,0.8823529411764706,0.92,0.9753086419753086,0.8
w85__r02_f03,2,GPC_ARD_wide|u4,0.9411764705882353,0.96,0.9876543209876543,0.9
w85__r02_f03,2,logistic_u4|u4+cfg+TE,0.8235294117647058,0.88,0.9629629629629629,0.7
w85__r02_f03,2,kNN5|u4+cfg+TE,0.8235294117647058,0.88,0.9629629629629629,0.7
w85__r02_f03,2,kNN1|u4+cfg+TE,0.8235294117647058,0.88,0.9629629629629629,0.7
w85__r02_f03,2,RF500|u4+cfg+TE,0.8823529411764706,0.92,0.9753086419753086,0.8
w85__r02_f03,2,GBM|u4+cfg+TE,0.8823529411764706,0.88,0.9629629629629629,0.8
w85__r02_f03,2,SVC_rbf|u4+cfg+TE,0.8823529411764706,0.92,0.9753086419753086,0.8
w85__r02_f03,2,GPC_ARD_wide|u4+cfg+TE,0.9411764705882353,0.96,0.9876543209876543,0.9
w85__r02_f04,2,M3,0.8235294117647058,0.88,0.9629629629629629,0.8
w85__r02_f04,2,H_logistic_logh,0.7647058823529411,0.84,0.9506172839506173,0.6
w85__r02_f04,2,logistic_u4|u4,0.7647058823529411,0.84,0.9506172839506173,0.6
w85__r02_f04,2,kNN5|u4,0.8235294117647058,0.88,0.9629629629629629,0.8
w85__r02_f04,2,kNN1|u4,0.7647058823529411,0.84,0.9506172839506173,1.0
w85__r02_f04,2,RF500|u4,0.8235294117647058,0.88,0.9629629629629629,0.8
w85__r02_f04,2,GBM|u4,0.8235294117647058,0.88,0.9629629629629629,0.8
w85__r02_f04,2,SVC_rbf|u4,0.7647058823529411,0.84,0.9506172839506173,0.8
w85__r02_f04,2,GPC_ARD_wide|u4,0.7647058823529411,0.84,0.9506172839506173,0.8
w85__r02_f04,2,logistic_u4|u4+cfg+TE,0.7647058823529411,0.84,0.9506172839506173,0.6
w85__r02_f04,2,kNN5|u4+cfg+TE,0.8235294117647058,0.88,0.9629629629629629,0.8
w85__r02_f04,2,kNN1|u4+cfg+TE,0.7647058823529411,0.84,0.9506172839506173,1.0
w85__r02_f04,2,RF500|u4+cfg+TE,0.8235294117647058,0.88,0.9629629629629629,0.8
w85__r02_f04,2,GBM|u4+cfg+TE,0.8235294117647058,0.88,0.9629629629629629,0.8
w85__r02_f04,2,SVC_rbf|u4+cfg+TE,0.7647058823529411,0.84,0.9506172839506173,0.8
w85__r02_f04,2,GPC_ARD_wide|u4+cfg+TE,0.8235294117647058,0.88,0.9629629629629629,1.0
w85__r02_f05,2,M3,0.7058823529411765,0.8,0.9382716049382716,0.0
w85__r02_f05,2,H_logistic_logh,0.7647058823529411,0.8,0.9382716049382716,0.2
w85__r02_f05,2,logistic_u4|u4,0.7647058823529411,0.8,0.9382716049382716,0.2
w85__r02_f05,2,kNN5|u4,0.7058823529411765,0.72,0.9012345679012346,0.0
w85__r02_f05,2,kNN1|u4,0.6470588235294118,0.72,0.9012345679012346,0.0
w85__r02_f05,2,RF500|u4,0.7647058823529411,0.84,0.9506172839506173,0.2
w85__r02_f05,2,GBM|u4,0.8235294117647058,0.84,0.9506172839506173,0.4
w85__r02_f05,2,SVC_rbf|u4,0.7647058823529411,0.76,0.9135802469135802,0.2
w85__r02_f05,2,GPC_ARD_wide|u4,0.7647058823529411,0.8,0.9382716049382716,0.2
w85__r02_f05,2,logistic_u4|u4+cfg+TE,0.7647058823529411,0.8,0.9382716049382716,0.2
w85__r02_f05,2,kNN5|u4+cfg+TE,0.7058823529411765,0.72,0.9012345679012346,0.0
w85__r02_f05,2,kNN1|u4+cfg+TE,0.5882352941176471,0.68,0.8888888888888888,0.0
w85__r02_f05,2,RF500|u4+cfg+TE,0.7647058823529411,0.84,0.9506172839506173,0.2
w85__r02_f05,2,GBM|u4+cfg+TE,0.8235294117647058,0.84,0.9506172839506173,0.4
w85__r02_f05,2,SVC_rbf|u4+cfg+TE,0.7058823529411765,0.8,0.9259259259259259,0.2
w85__r02_f05,2,GPC_ARD_wide|u4+cfg+TE,0.7647058823529411,0.8,0.9382716049382716,0.2
w85__r03_f01,3,M3,0.8235294117647058,0.88,0.9629629629629629,0.4
w85__r03_f01,3,H_logistic_logh,0.8235294117647058,0.88,0.9629629629629629,0.6
w85__r03_f01,3,logistic_u4|u4,0.8235294117647058,0.88,0.9629629629629629,0.4
w85__r03_f01,3,kNN5|u4,0.8235294117647058,0.88,0.9382716049382716,0.4
w85__r03_f01,3,kNN1|u4,0.7058823529411765,0.8,0.9135802469135802,0.2
w85__r03_f01,3,RF500|u4,0.8235294117647058,0.88,0.9629629629629629,0.6
w85__r03_f01,3,GBM|u4,0.7647058823529411,0.84,0.9506172839506173,0.6
w85__r03_f01,3,SVC_rbf|u4,0.8235294117647058,0.88,0.9506172839506173,0.4
w85__r03_f01,3,GPC_ARD_wide|u4,0.8235294117647058,0.88,0.9506172839506173,0.4
w85__r03_f01,3,logistic_u4|u4+cfg+TE,0.8235294117647058,0.88,0.9629629629629629,0.6
w85__r03_f01,3,kNN5|u4+cfg+TE,0.8235294117647058,0.88,0.9382716049382716,0.4
w85__r03_f01,3,kNN1|u4+cfg+TE,0.7058823529411765,0.8,0.9135802469135802,0.2
w85__r03_f01,3,RF500|u4+cfg+TE,0.8823529411764706,0.92,0.9753086419753086,0.6
w85__r03_f01,3,GBM|u4+cfg+TE,0.7647058823529411,0.84,0.9506172839506173,0.6
w85__r03_f01,3,SVC_rbf|u4+cfg+TE,0.8235294117647058,0.88,0.9506172839506173,0.4
w85__r03_f01,3,GPC_ARD_wide|u4+cfg+TE,0.8235294117647058,0.88,0.9506172839506173,0.4
w85__r03_f02,3,M3,0.8823529411764706,0.92,0.9753086419753086,0.6666666666666666
w85__r03_f02,3,H_logistic_logh,0.8823529411764706,0.92,0.9753086419753086,0.6666666666666666
w85__r03_f02,3,logistic_u4|u4,0.8823529411764706,0.92,0.9753086419753086,0.6666666666666666
w85__r03_f02,3,kNN5|u4,0.8823529411764706,0.92,0.9753086419753086,0.6666666666666666
w85__r03_f02,3,kNN1|u4,0.8235294117647058,0.88,0.9629629629629629,0.8333333333333334
w85__r03_f02,3,RF500|u4,0.8823529411764706,0.92,0.9753086419753086,0.6666666666666666
w85__r03_f02,3,GBM|u4,0.8823529411764706,0.92,0.9753086419753086,0.6666666666666666
w85__r03_f02,3,SVC_rbf|u4,0.8235294117647058,0.88,0.9629629629629629,0.6666666666666666
w85__r03_f02,3,GPC_ARD_wide|u4,0.8823529411764706,0.92,0.9753086419753086,0.6666666666666666
w85__r03_f02,3,logistic_u4|u4+cfg+TE,0.8823529411764706,0.92,0.9753086419753086,0.8333333333333334
w85__r03_f02,3,kNN5|u4+cfg+TE,0.8823529411764706,0.92,0.9753086419753086,0.6666666666666666
w85__r03_f02,3,kNN1|u4+cfg+TE,0.8235294117647058,0.88,0.9629629629629629,0.8333333333333334
w85__r03_f02,3,RF500|u4+cfg+TE,0.8823529411764706,0.92,0.9753086419753086,0.6666666666666666
w85__r03_f02,3,GBM|u4+cfg+TE,0.8235294117647058,0.88,0.9629629629629629,0.6666666666666666
w85__r03_f02,3,SVC_rbf|u4+cfg+TE,0.8823529411764706,0.92,0.9753086419753086,0.6666666666666666
w85__r03_f02,3,GPC_ARD_wide|u4+cfg+TE,0.8823529411764706,0.92,0.9753086419753086,0.8333333333333334
w85__r03_f03,3,M3,0.8235294117647058,0.88,0.9629629629629629,0.6
w85__r03_f03,3,H_logistic_logh,0.8235294117647058,0.84,0.9506172839506173,0.6
w85__r03_f03,3,logistic_u4|u4,0.8823529411764706,0.88,0.9629629629629629,0.8
w85__r03_f03,3,kNN5|u4,0.8235294117647058,0.84,0.9506172839506173,0.6
w85__r03_f03,3,kNN1|u4,0.7058823529411765,0.8,0.9382716049382716,0.6
w85__r03_f03,3,RF500|u4,0.8235294117647058,0.84,0.9506172839506173,0.6
w85__r03_f03,3,GBM|u4,0.8235294117647058,0.84,0.9506172839506173,0.6
w85__r03_f03,3,SVC_rbf|u4,0.8823529411764706,0.92,0.9753086419753086,0.8
w85__r03_f03,3,GPC_ARD_wide|u4,0.8235294117647058,0.84,0.9506172839506173,0.6
w85__r03_f03,3,logistic_u4|u4+cfg+TE,0.8823529411764706,0.88,0.9629629629629629,0.8
w85__r03_f03,3,kNN5|u4+cfg+TE,0.8235294117647058,0.84,0.9506172839506173,0.6
w85__r03_f03,3,kNN1|u4+cfg+TE,0.7058823529411765,0.8,0.9382716049382716,0.6
w85__r03_f03,3,RF500|u4+cfg+TE,0.8235294117647058,0.84,0.9506172839506173,0.6
w85__r03_f03,3,GBM|u4+cfg+TE,0.8235294117647058,0.84,0.9506172839506173,0.6
w85__r03_f03,3,SVC_rbf|u4+cfg+TE,0.8823529411764706,0.92,0.9753086419753086,0.8
w85__r03_f03,3,GPC_ARD_wide|u4+cfg+TE,0.8823529411764706,0.88,0.9629629629629629,0.8
w85__r03_f04,3,M3,0.8235294117647058,0.8,0.9382716049382716,0.8571428571428571
w85__r03_f04,3,H_logistic_logh,0.8235294117647058,0.8,0.9382716049382716,0.8571428571428571
w85__r03_f04,3,logistic_u4|u4,0.8235294117647058,0.76,0.9259259259259259,0.8571428571428571
w85__r03_f04,3,kNN5|u4,0.7058823529411765,0.8,0.9382716049382716,0.7142857142857143
w85__r03_f04,3,kNN1|u4,0.5882352941176471,0.72,0.9012345679012346,0.42857142857142855
w85__r03_f04,3,RF500|u4,0.8235294117647058,0.88,0.9629629629629629,0.8571428571428571
w85__r03_f04,3,GBM|u4,0.7647058823529411,0.84,0.9506172839506173,0.7142857142857143
w85__r03_f04,3,SVC_rbf|u4,0.7647058823529411,0.84,0.9506172839506173,0.7142857142857143
w85__r03_f04,3,GPC_ARD_wide|u4,0.7058823529411765,0.8,0.9382716049382716,0.7142857142857143
w85__r03_f04,3,logistic_u4|u4+cfg+TE,0.8235294117647058,0.84,0.9506172839506173,0.8571428571428571
w85__r03_f04,3,kNN5|u4+cfg+TE,0.7058823529411765,0.8,0.9382716049382716,0.7142857142857143
w85__r03_f04,3,kNN1|u4+cfg+TE,0.5882352941176471,0.72,0.9012345679012346,0.42857142857142855
w85__r03_f04,3,RF500|u4+cfg+TE,0.7647058823529411,0.8,0.9382716049382716,0.7142857142857143
w85__r03_f04,3,GBM|u4+cfg+TE,0.7647058823529411,0.84,0.9506172839506173,0.7142857142857143
w85__r03_f04,3,SVC_rbf|u4+cfg+TE,0.7058823529411765,0.76,0.9259259259259259,0.7142857142857143
w85__r03_f04,3,GPC_ARD_wide|u4+cfg+TE,0.8235294117647058,0.88,0.9629629629629629,0.8571428571428571
w85__r03_f05,3,M3,0.9411764705882353,0.96,0.9876543209876543,0.875
w85__r03_f05,3,H_logistic_logh,0.8823529411764706,0.92,0.9753086419753086,0.75
w85__r03_f05,3,logistic_u4|u4,0.8823529411764706,0.92,0.9753086419753086,0.75
w85__r03_f05,3,kNN5|u4,0.7647058823529411,0.8,0.9382716049382716,0.625
w85__r03_f05,3,kNN1|u4,0.6470588235294118,0.72,0.9135802469135802,0.625
w85__r03_f05,3,RF500|u4,0.8823529411764706,0.92,0.9753086419753086,0.75
w85__r03_f05,3,GBM|u4,0.8823529411764706,0.88,0.9629629629629629,0.75
w85__r03_f05,3,SVC_rbf|u4,0.8823529411764706,0.88,0.9629629629629629,0.875
w85__r03_f05,3,GPC_ARD_wide|u4,0.9411764705882353,0.96,0.9876543209876543,0.875
w85__r03_f05,3,logistic_u4|u4+cfg+TE,0.8823529411764706,0.92,0.9753086419753086,0.75
w85__r03_f05,3,kNN5|u4+cfg+TE,0.7647058823529411,0.8,0.9382716049382716,0.625
w85__r03_f05,3,kNN1|u4+cfg+TE,0.6470588235294118,0.76,0.9259259259259259,0.625
w85__r03_f05,3,RF500|u4+cfg+TE,0.8823529411764706,0.92,0.9753086419753086,0.75
w85__r03_f05,3,GBM|u4+cfg+TE,0.8823529411764706,0.88,0.9629629629629629,0.75
w85__r03_f05,3,SVC_rbf|u4+cfg+TE,0.8235294117647058,0.84,0.9506172839506173,0.75
w85__r03_f05,3,GPC_ARD_wide|u4+cfg+TE,0.9411764705882353,0.96,0.9876543209876543,0.875
w85__r04_f01,4,M3,0.6470588235294118,0.76,0.9259259259259259,0.5
w85__r04_f01,4,H_logistic_logh,0.5294117647058824,0.64,0.8888888888888888,0.375
w85__r04_f01,4,logistic_u4|u4,0.5882352941176471,0.72,0.9135802469135802,0.375
w85__r04_f01,4,kNN5|u4,0.5294117647058824,0.64,0.8888888888888888,0.25
w85__r04_f01,4,kNN1|u4,0.5882352941176471,0.68,0.9012345679012346,0.375
w85__r04_f01,4,RF500|u4,0.5294117647058824,0.68,0.9012345679012346,0.375
w85__r04_f01,4,GBM|u4,0.47058823529411764,0.64,0.8888888888888888,0.375
w85__r04_f01,4,SVC_rbf|u4,0.6470588235294118,0.76,0.9259259259259259,0.5
w85__r04_f01,4,GPC_ARD_wide|u4,0.6470588235294118,0.76,0.9259259259259259,0.5
w85__r04_f01,4,logistic_u4|u4+cfg+TE,0.5882352941176471,0.68,0.9012345679012346,0.375
w85__r04_f01,4,kNN5|u4+cfg+TE,0.5294117647058824,0.64,0.8888888888888888,0.25
w85__r04_f01,4,kNN1|u4+cfg+TE,0.5882352941176471,0.68,0.9012345679012346,0.375
w85__r04_f01,4,RF500|u4+cfg+TE,0.5882352941176471,0.72,0.9135802469135802,0.375
w85__r04_f01,4,GBM|u4+cfg+TE,0.47058823529411764,0.64,0.8888888888888888,0.375
w85__r04_f01,4,SVC_rbf|u4+cfg+TE,0.5882352941176471,0.72,0.9135802469135802,0.375
w85__r04_f01,4,GPC_ARD_wide|u4+cfg+TE,0.5882352941176471,0.72,0.9135802469135802,0.375
w85__r04_f02,4,M3,0.8823529411764706,0.92,0.9753086419753086,0.8888888888888888
w85__r04_f02,4,H_logistic_logh,0.8235294117647058,0.88,0.9629629629629629,0.7777777777777778
w85__r04_f02,4,logistic_u4|u4,0.8235294117647058,0.88,0.9629629629629629,0.7777777777777778
w85__r04_f02,4,kNN5|u4,0.8235294117647058,0.88,0.9629629629629629,0.7777777777777778
w85__r04_f02,4,kNN1|u4,0.7647058823529411,0.84,0.9506172839506173,0.8888888888888888
w85__r04_f02,4,RF500|u4,0.8823529411764706,0.92,0.9753086419753086,0.8888888888888888
w85__r04_f02,4,GBM|u4,0.8823529411764706,0.92,0.9753086419753086,0.8888888888888888
w85__r04_f02,4,SVC_rbf|u4,0.8823529411764706,0.92,0.9753086419753086,0.8888888888888888
w85__r04_f02,4,GPC_ARD_wide|u4,0.9411764705882353,0.96,0.9876543209876543,1.0
w85__r04_f02,4,logistic_u4|u4+cfg+TE,0.8823529411764706,0.92,0.9753086419753086,0.8888888888888888
w85__r04_f02,4,kNN5|u4+cfg+TE,0.8235294117647058,0.88,0.9629629629629629,0.7777777777777778
w85__r04_f02,4,kNN1|u4+cfg+TE,0.7647058823529411,0.84,0.9506172839506173,0.8888888888888888
w85__r04_f02,4,RF500|u4+cfg+TE,0.8823529411764706,0.92,0.9753086419753086,0.8888888888888888
w85__r04_f02,4,GBM|u4+cfg+TE,0.8235294117647058,0.88,0.9629629629629629,0.7777777777777778
w85__r04_f02,4,SVC_rbf|u4+cfg+TE,0.8823529411764706,0.92,0.9753086419753086,0.8888888888888888
w85__r04_f02,4,GPC_ARD_wide|u4+cfg+TE,0.8235294117647058,0.88,0.9629629629629629,0.8888888888888888
w85__r04_f03,4,M3,0.9411764705882353,0.96,0.9753086419753086,0.75
