benchmark,display_name,gp_classifier_best_global_method,gp_classifier_best_global_error,gp_classifier_best_q20_method,gp_classifier_best_q20_error,gp_classifier_best_q30_method,gp_classifier_best_q30_error,gp_regressor_reference_source,gp_regressor_best_global_method,gp_regressor_best_global_error,classifier_beats_gp_regressor_global,gp_regressor_best_q20_method,gp_regressor_best_q20_error,classifier_beats_gp_regressor_q20,gp_regressor_best_q30_method,gp_regressor_best_q30_error,classifier_beats_gp_regressor_q30,comparison_caveat
branin,Thresholded Branin,classifier_uncertainty_repulsion,0.080400,classifier_uncertainty_repulsion,0.261000,classifier_uncertainty_repulsion,0.197833,week4_05_gated_geometric_boundary_contraction,randomized_straddle,0.060200,False,smallest_abs_mu,0.246750,False,randomized_straddle,0.186500,False,Classifier and regressor rows use different surrogate outputs; this is not an acquisition-only comparison.
ackley,Thresholded 4D Ackley,classifier_uncertainty_repulsion,0.175900,classifier_uncertainty_repulsion,0.417500,classifier_uncertainty_repulsion,0.379667,week4_05_gated_geometric_boundary_contraction,straddle,0.168400,False,randomized_straddle,0.408400,False,randomized_straddle,0.368200,False,Classifier and regressor rows use different surrogate outputs; this is not an acquisition-only comparison.
