benchmark,display_name,surrogate_variant,acquisition_rule,method,seed,budget,global_error,uncertainty_region_fraction,integrated_bernoulli_uncertainty,fit_time_seconds,near_boundary_error_q10,near_boundary_test_size_q10,uncertainty_region_fraction_q10,integrated_bernoulli_uncertainty_q10,near_boundary_error_q20,near_boundary_test_size_q20,uncertainty_region_fraction_q20,integrated_bernoulli_uncertainty_q20,near_boundary_error_q30,near_boundary_test_size_q30,uncertainty_region_fraction_q30,integrated_bernoulli_uncertainty_q30
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,random,random,0,12,0.43,0.87375,0.15041393358984034,0.03867109999919194,0.4375,80,0.8375,0.13427031316514743,0.43125,160,0.86875,0.1466111376172694,0.4666666666666667,240,0.8833333333333333,0.15124496856810948
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,random,random,0,13,0.43875,0.82875,0.13902033533963676,0.04146960000070976,0.475,80,0.775,0.12243056960729563,0.4625,160,0.8125,0.13427094815558716,0.49166666666666664,240,0.8333333333333334,0.1384008542216302
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,random,random,0,14,0.4375,0.78625,0.12659679843279348,0.04199510000034934,0.475,80,0.725,0.10700296020862435,0.45625,160,0.76875,0.12003542840420786,0.4875,240,0.7958333333333333,0.12465992732699015
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,random,random,0,15,0.41875,0.7575,0.11998600795025585,0.045959099999890896,0.45,80,0.75,0.10383904788999057,0.45,160,0.76875,0.11956400147591029,0.475,240,0.7833333333333333,0.12368053166845111
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,random,random,0,16,0.42,0.71625,0.11239224629547624,0.04262610000114364,0.45,80,0.65,0.0955862019736338,0.45,160,0.7,0.11184520564221745,0.475,240,0.7291666666666666,0.11578835991550557
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,smallest_abs_mu,smallest_abs_mu,0,12,0.43,0.87375,0.15041393358984034,0.03910829999949783,0.4375,80,0.8375,0.13427031316514743,0.43125,160,0.86875,0.1466111376172694,0.4666666666666667,240,0.8833333333333333,0.15124496856810948
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,smallest_abs_mu,smallest_abs_mu,0,13,0.42,0.875,0.15172490689580637,0.03886220000094909,0.4375,80,0.8625,0.14172804795996088,0.41875,160,0.8875,0.15263993736143505,0.4666666666666667,240,0.8958333333333334,0.15475842775891274
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,smallest_abs_mu,smallest_abs_mu,0,14,0.405,0.82,0.12807033914699442,0.041834199999357224,0.45,80,0.825,0.11152202563145593,0.425,160,0.8375,0.124896915882533,0.4583333333333333,240,0.8458333333333333,0.12809917875123228
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,smallest_abs_mu,smallest_abs_mu,0,15,0.4025,0.94125,0.17206474386420698,0.03957550000086485,0.4875,80,0.95,0.16678018801036662,0.45625,160,0.9625,0.1738587416592443,0.48333333333333334,240,0.9541666666666667,0.17261949746563196
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,smallest_abs_mu,smallest_abs_mu,0,16,0.41375,0.94375,0.17252219241715067,0.04223189999902388,0.5,80,0.95,0.16487168564619595,0.45,160,0.9625,0.1716653185983196,0.4791666666666667,240,0.95,0.1713022572869309
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,straddle,straddle,0,12,0.43,0.87375,0.15041393358984034,0.03833850000046368,0.4375,80,0.8375,0.13427031316514743,0.43125,160,0.86875,0.1466111376172694,0.4666666666666667,240,0.8833333333333333,0.15124496856810948
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,straddle,straddle,0,13,0.4375,0.87375,0.1546946263815518,0.04093199999988428,0.45,80,0.85,0.14312973949658278,0.45,160,0.86875,0.15100787184594275,0.49583333333333335,240,0.8833333333333333,0.15524517404583674
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,straddle,straddle,0,14,0.435,0.86,0.14764740482735614,0.04173649999938789,0.4625,80,0.8625,0.13471116367430214,0.45,160,0.8625,0.1440359433180614,0.49166666666666664,240,0.875,0.14816650431723552
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,straddle,straddle,0,15,0.45375,0.83125,0.1314766002275573,0.050495599998612306,0.475,80,0.8125,0.11970481523969778,0.4875,160,0.825,0.12578037278236545,0.5083333333333333,240,0.8458333333333333,0.12976865513253807
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,straddle,straddle,0,16,0.45375,0.83375,0.1300022887662645,0.04937249999966298,0.5,80,0.8,0.12123555033742803,0.49375,160,0.81875,0.1260634514264995,0.5166666666666667,240,0.8458333333333333,0.12919114830463627
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,randomized_straddle,randomized_straddle,0,12,0.43,0.87375,0.15041393358984034,0.04426190000049246,0.4375,80,0.8375,0.13427031316514743,0.43125,160,0.86875,0.1466111376172694,0.4666666666666667,240,0.8833333333333333,0.15124496856810948
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,randomized_straddle,randomized_straddle,0,13,0.4375,0.87375,0.1546946263815518,0.04759139999987383,0.45,80,0.85,0.14312973949658278,0.45,160,0.86875,0.15100787184594275,0.49583333333333335,240,0.8833333333333333,0.15524517404583674
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,randomized_straddle,randomized_straddle,0,14,0.435,0.86,0.14764740482735614,0.04398659999969823,0.4625,80,0.8625,0.13471116367430214,0.45,160,0.8625,0.1440359433180614,0.49166666666666664,240,0.875,0.14816650431723552
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,randomized_straddle,randomized_straddle,0,15,0.45375,0.83125,0.1314766002275573,0.04940620000161289,0.475,80,0.8125,0.11970481523969778,0.4875,160,0.825,0.12578037278236545,0.5083333333333333,240,0.8458333333333333,0.12976865513253807
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,randomized_straddle,randomized_straddle,0,16,0.45375,0.83375,0.1300022887662645,0.04881480000040028,0.5,80,0.8,0.12123555033742803,0.49375,160,0.81875,0.1260634514264995,0.5166666666666667,240,0.8458333333333333,0.12919114830463627
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,expected_feasibility,expected_feasibility,0,12,0.43,0.87375,0.15041393358984034,0.03943210000034014,0.4375,80,0.8375,0.13427031316514743,0.43125,160,0.86875,0.1466111376172694,0.4666666666666667,240,0.8833333333333333,0.15124496856810948
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,expected_feasibility,expected_feasibility,0,13,0.43,0.8375,0.13466838054514887,0.04292939999868395,0.4375,80,0.775,0.11693010667339587,0.43125,160,0.81875,0.12978765131427078,0.4625,240,0.8375,0.1348784230658253
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,expected_feasibility,expected_feasibility,0,14,0.4325,0.87375,0.14581114592887517,0.03785710000011022,0.45,80,0.825,0.13324018669626433,0.44375,160,0.86875,0.1429593652269589,0.49166666666666664,240,0.8875,0.14624540226701174
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,expected_feasibility,expected_feasibility,0,15,0.43875,0.8525,0.13723414210993354,0.04191250000076252,0.4875,80,0.825,0.12306371795673135,0.4625,160,0.85,0.13466148186566493,0.49166666666666664,240,0.8666666666666667,0.13771573111827504
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,expected_feasibility,expected_feasibility,0,16,0.4525,0.8075,0.12458428585907162,0.04716510000071139,0.475,80,0.725,0.11046665295572204,0.48125,160,0.78125,0.1213432017564245,0.5083333333333333,240,0.8,0.12280021774499751
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,boundary_gated_diversified_straddle,boundary_gated_diversified_straddle,0,12,0.43,0.87375,0.15041393358984034,0.03791649999948277,0.4375,80,0.8375,0.13427031316514743,0.43125,160,0.86875,0.1466111376172694,0.4666666666666667,240,0.8833333333333333,0.15124496856810948
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,boundary_gated_diversified_straddle,boundary_gated_diversified_straddle,0,13,0.43,0.8375,0.13466838054514887,0.04173420000006445,0.4375,80,0.775,0.11693010667339587,0.43125,160,0.81875,0.12978765131427078,0.4625,240,0.8375,0.1348784230658253
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,boundary_gated_diversified_straddle,boundary_gated_diversified_straddle,0,14,0.44875,0.835,0.13630139631908128,0.0442693999993935,0.4625,80,0.775,0.11977337125775145,0.475,160,0.8125,0.13145818389691125,0.5041666666666667,240,0.8375,0.13415396659354065
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,boundary_gated_diversified_straddle,boundary_gated_diversified_straddle,0,15,0.4475,0.8325,0.13201318320875438,0.04645949999940058,0.4625,80,0.75,0.11981463087920771,0.48125,160,0.8125,0.12841973870277662,0.5166666666666667,240,0.8333333333333334,0.13034689452124917
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,boundary_gated_diversified_straddle,boundary_gated_diversified_straddle,0,16,0.4525,0.8075,0.12458428585907144,0.04751930000020366,0.475,80,0.725,0.11046665295572185,0.48125,160,0.78125,0.1213432017564243,0.5083333333333333,240,0.8,0.12280021774499733
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,12,0.43,0.87375,0.15041393358984034,0.038473399999929825,0.4375,80,0.8375,0.13427031316514743,0.43125,160,0.86875,0.1466111376172694,0.4666666666666667,240,0.8833333333333333,0.15124496856810948
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,13,0.41375,0.83375,0.1362397808929165,0.0443859999995766,0.45,80,0.8125,0.12155988580343005,0.44375,160,0.84375,0.1360788287240134,0.4708333333333333,240,0.8416666666666667,0.14062433248017403
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,14,0.41625,0.8975,0.1572145701200813,0.0390795999992406,0.4625,80,0.8625,0.1497856328418287,0.46875,160,0.9,0.15969909326612425,0.49583333333333335,240,0.9083333333333333,0.1608030571858166
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,15,0.42375,0.95375,0.17723041586565766,0.03701039999941713,0.5,80,0.9375,0.17729751240230693,0.49375,160,0.9625,0.185432458415825,0.5125,240,0.9666666666666667,0.18262774062852064
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,16,0.435,0.9475,0.1748408098029735,0.03874329999962356,0.525,80,0.9375,0.17748088216489627,0.5125,160,0.9625,0.18465617560801956,0.5291666666666667,240,0.9666666666666667,0.18131508556914172
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,12,0.43,0.87375,0.15041393358984034,0.03850880000027246,0.4375,80,0.8375,0.13427031316514743,0.43125,160,0.86875,0.1466111376172694,0.4666666666666667,240,0.8833333333333333,0.15124496856810948
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,13,0.40875,0.845,0.1375881129575047,0.04345390000162297,0.4625,80,0.8125,0.12489285099196126,0.4375,160,0.85,0.13886641414259437,0.45,240,0.8583333333333333,0.14352666348402246
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,14,0.41625,0.87625,0.14812981404318248,0.03845069999988482,0.4375,80,0.8875,0.14981101413246986,0.45,160,0.89375,0.15916593466195145,0.4875,240,0.9083333333333333,0.15912079983858352
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,15,0.4125,0.83375,0.1362304739111572,0.039499300000898074,0.4375,80,0.8625,0.13735960674222786,0.43125,160,0.88125,0.14671773900597515,0.4666666666666667,240,0.8875,0.14894760028730783
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,16,0.42625,0.7825,0.11746147978519017,0.03852729999925941,0.4125,80,0.825,0.10870756399583414,0.44375,160,0.83125,0.11663131299331009,0.4708333333333333,240,0.825,0.11840800659330154
ackley,Thresholded 4D Ackley,gpc_fixed_iso,classifier_margin,classifier_margin,0,12,0.4075,0.97625,0.248132959310481,0.009364800000184914,0.425,80,0.9625,0.2477517981953031,0.425,160,0.98125,0.24817155376937708,0.45416666666666666,240,0.9875,0.24831243718847387
ackley,Thresholded 4D Ackley,gpc_fixed_iso,classifier_margin,classifier_margin,0,13,0.41,0.97625,0.24808981001018196,0.009469500000705011,0.4375,80,0.9625,0.2477243178714453,0.43125,160,0.98125,0.2481379321281582,0.4583333333333333,240,0.9875,0.24828085634788263
ackley,Thresholded 4D Ackley,gpc_fixed_iso,classifier_margin,classifier_margin,0,14,0.42,0.97625,0.2480750318055226,0.009407700001247576,0.4375,80,0.9625,0.24768846427326233,0.44375,160,0.98125,0.2481041462728908,0.475,240,0.9875,0.24822303803660392
ackley,Thresholded 4D Ackley,gpc_fixed_iso,classifier_margin,classifier_margin,0,15,0.41625,0.97625,0.248004448515935,0.00946990000011283,0.4375,80,0.95,0.24773775484210891,0.43125,160,0.975,0.24807567085809748,0.475,240,0.9833333333333333,0.24816376504551926
ackley,Thresholded 4D Ackley,gpc_fixed_iso,classifier_margin,classifier_margin,0,16,0.4275,0.97875,0.24796528167666446,0.01148289999946428,0.4625,80,0.95,0.2477223410435924,0.45,160,0.975,0.24802617824374637,0.5,240,0.9833333333333333,0.24808057098007638
ackley,Thresholded 4D Ackley,gpc_fixed_iso,classifier_entropy,classifier_entropy,0,12,0.4075,0.97625,0.248132959310481,0.009468999998716754,0.425,80,0.9625,0.2477517981953031,0.425,160,0.98125,0.24817155376937708,0.45416666666666666,240,0.9875,0.24831243718847387
ackley,Thresholded 4D Ackley,gpc_fixed_iso,classifier_entropy,classifier_entropy,0,13,0.41,0.97625,0.24808981001018196,0.009501000000454951,0.4375,80,0.9625,0.2477243178714453,0.43125,160,0.98125,0.2481379321281582,0.4583333333333333,240,0.9875,0.24828085634788263
ackley,Thresholded 4D Ackley,gpc_fixed_iso,classifier_entropy,classifier_entropy,0,14,0.42,0.97625,0.2480750318055226,0.009398099999089027,0.4375,80,0.9625,0.24768846427326233,0.44375,160,0.98125,0.2481041462728908,0.475,240,0.9875,0.24822303803660392
ackley,Thresholded 4D Ackley,gpc_fixed_iso,classifier_entropy,classifier_entropy,0,15,0.41625,0.97625,0.248004448515935,0.009423299999980372,0.4375,80,0.95,0.24773775484210891,0.43125,160,0.975,0.24807567085809748,0.475,240,0.9833333333333333,0.24816376504551926
ackley,Thresholded 4D Ackley,gpc_fixed_iso,classifier_entropy,classifier_entropy,0,16,0.4275,0.97875,0.24796528167666446,0.009344600000986247,0.4625,80,0.95,0.2477223410435924,0.45,160,0.975,0.24802617824374637,0.5,240,0.9833333333333333,0.24808057098007638
