experiment_name,population_row_index,has_keyhole,P,VX,LS,ST,log_h,prefix_tau,current_width_um,width_gain_so_far_um,median_positive_dWdt_so_far_um_per_ms,max_positive_dWdt_so_far_um_per_ms,normalized_slope_so_far_um_per_tau,latest_source_tau
P-210p331349445_VX-0p877062157481_LS-5p88084341536e-05_ST-346p930868597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p50031780743e-06_H-0e4c2fc094,49,0,210.331349445,0.877062157481,5.88084341536e-05,346.930868597,20.026110761752552,0.8,437.04023333333345,437.04023333333345,1135.6312643400186,175923.34312244522,539.3194265831346,0.8
P-210p331349445_VX-0p877062157481_LS-5p88084341536e-05_ST-346p930868597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p50031780743e-06_H-0e4c2fc094,49,0,210.331349445,0.877062157481,5.88084341536e-05,346.930868597,20.026110761752552,1.0,437.3207,437.3207,1135.6312643400186,175923.34312244522,423.41561031798676,1.0
P-211p964201781_VX-0p31026524833_LS-8p22948660567e-05_ST-308p041416816_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p5548375556e-05_H-22f5435fc5,50,0,211.964201781,0.31026524833,8.22948660567e-05,308.041416816,20.04938400428353,0.2,130.03668872928176,130.03668872928176,234.0502106318736,1079.5106316697447,626.4917669440662,0.2
P-211p964201781_VX-0p31026524833_LS-8p22948660567e-05_ST-308p041416816_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p5548375556e-05_H-22f5435fc5,50,0,211.964201781,0.31026524833,8.22948660567e-05,308.041416816,20.04938400428353,0.4,215.73267852631577,215.73267852631577,262.87533769203344,1466.6918343761681,516.2617986180657,0.4
P-211p964201781_VX-0p31026524833_LS-8p22948660567e-05_ST-308p041416816_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p5548375556e-05_H-22f5435fc5,50,0,211.964201781,0.31026524833,8.22948660567e-05,308.041416816,20.04938400428353,0.6,282.40862905263157,282.40862905263157,297.2593366412063,12150.928636747105,449.83798182082984,0.6
P-211p964201781_VX-0p31026524833_LS-8p22948660567e-05_ST-308p041416816_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p5548375556e-05_H-22f5435fc5,50,0,211.964201781,0.31026524833,8.22948660567e-05,308.041416816,20.04938400428353,0.8,333.5797557777777,333.5797557777777,297.2593366412063,25813.531428924594,397.5875367278258,0.8
P-211p964201781_VX-0p31026524833_LS-8p22948660567e-05_ST-308p041416816_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p5548375556e-05_H-22f5435fc5,50,0,211.964201781,0.31026524833,8.22948660567e-05,308.041416816,20.04938400428353,1.0,375.52720000000005,375.52720000000005,292.00729804455045,25813.531428924594,355.17620065727556,1.0
P-212p474685749_VX-0p445530901525_LS-8p01654967217e-05_ST-390p176194232_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p08278024858e-05_H-4e23685f04,51,0,212.474685749,0.445530901525,8.01654967217e-05,390.176194232,19.910193217425284,0.2,173.48193021978022,173.48193021978022,418.6715754134334,4111.683469408575,843.6633292123073,0.2
P-212p474685749_VX-0p445530901525_LS-8p01654967217e-05_ST-390p176194232_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p08278024858e-05_H-4e23685f04,51,0,212.474685749,0.445530901525,8.01654967217e-05,390.176194232,19.910193217425284,0.4,291.1401538888888,291.1401538888888,480.2674922181431,8230.044092849861,695.5103914774425,0.4
P-212p474685749_VX-0p445530901525_LS-8p01654967217e-05_ST-390p176194232_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p08278024858e-05_H-4e23685f04,51,0,212.474685749,0.445530901525,8.01654967217e-05,390.176194232,19.910193217425284,0.6,385.2926466666667,385.2926466666667,483.07628877105105,42212.39982410002,613.20277144478,0.6
P-212p474685749_VX-0p445530901525_LS-8p01654967217e-05_ST-390p176194232_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p08278024858e-05_H-4e23685f04,51,0,212.474685749,0.445530901525,8.01654967217e-05,390.176194232,19.910193217425284,0.8,444.0855611111111,444.0855611111111,495.05853680977316,42212.39982410002,541.3808451911235,0.8
P-212p474685749_VX-0p445530901525_LS-8p01654967217e-05_ST-390p176194232_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p08278024858e-05_H-4e23685f04,51,0,212.474685749,0.445530901525,8.01654967217e-05,390.176194232,19.910193217425284,1.0,458.34499999999986,458.34499999999986,578.8718794181502,57170.58063291847,452.1439229675717,1.0
P-212p944274192_VX-0p351323873231_LS-4p80439392259e-05_ST-351p894554175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37312632889e-05_H-7c2e16b959,52,1,212.944274192,0.351323873231,4.80439392259e-05,351.894554175,20.799145738428294,0.2,129.0824143956044,129.0824143956044,474.4222874896939,6063.881684186103,631.2785678536629,0.2
P-212p944274192_VX-0p351323873231_LS-4p80439392259e-05_ST-351p894554175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37312632889e-05_H-7c2e16b959,52,1,212.944274192,0.351323873231,4.80439392259e-05,351.894554175,20.799145738428294,0.4,211.21323899999996,211.21323899999996,449.3870752463497,77356.18655187883,502.0259392525388,0.4
P-212p944274192_VX-0p351323873231_LS-4p80439392259e-05_ST-351p894554175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37312632889e-05_H-7c2e16b959,52,1,212.944274192,0.351323873231,4.80439392259e-05,351.894554175,20.799145738428294,0.6,277.934704,277.934704,352.5375252392114,77356.18655187883,431.9207397977873,0.6
P-212p944274192_VX-0p351323873231_LS-4p80439392259e-05_ST-351p894554175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37312632889e-05_H-7c2e16b959,52,1,212.944274192,0.351323873231,4.80439392259e-05,351.894554175,20.799145738428294,0.8,323.434099,323.434099,299.23987345649175,77356.18655187883,380.3555538213128,0.8
P-212p944274192_VX-0p351323873231_LS-4p80439392259e-05_ST-351p894554175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37312632889e-05_H-7c2e16b959,52,1,212.944274192,0.351323873231,4.80439392259e-05,351.894554175,20.799145738428294,1.0,340.5847,340.5847,272.2222222206051,77356.18655187883,326.3938280578729,1.0
P-213p315910834_VX-0p426447159191_LS-8p60684535809e-05_ST-346p722503996_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13123525366e-05_H-6aeda8a35c,53,0,213.315910834,0.426447159191,8.60684535809e-05,346.722503996,19.829459032955192,0.2,169.65646175824176,169.65646175824176,321.6874101946437,51234.260657053,818.9623182571204,0.2
P-213p315910834_VX-0p426447159191_LS-8p60684535809e-05_ST-346p722503996_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13123525366e-05_H-6aeda8a35c,53,0,213.315910834,0.426447159191,8.60684535809e-05,346.722503996,19.829459032955192,0.4,286.4163817777777,286.4163817777777,342.08552939109074,51234.260657053,679.2230777459584,0.4
P-213p315910834_VX-0p426447159191_LS-8p60684535809e-05_ST-346p722503996_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13123525366e-05_H-6aeda8a35c,53,0,213.315910834,0.426447159191,8.60684535809e-05,346.722503996,19.829459032955192,0.6,374.9971924444444,374.9971924444444,342.08552939109074,51234.260657053,597.4418692370103,0.6
P-213p315910834_VX-0p426447159191_LS-8p60684535809e-05_ST-346p722503996_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13123525366e-05_H-6aeda8a35c,53,0,213.315910834,0.426447159191,8.60684535809e-05,346.722503996,19.829459032955192,0.8,436.08509200000003,436.08509200000003,342.08552939109074,51234.260657053,524.0251311999737,0.8
P-213p315910834_VX-0p426447159191_LS-8p60684535809e-05_ST-346p722503996_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13123525366e-05_H-6aeda8a35c,53,0,213.315910834,0.426447159191,8.60684535809e-05,346.722503996,19.829459032955192,1.0,450.4152000000001,450.4152000000001,417.1132259286054,125848.9352446344,443.8872142406119,1.0
P-217p682945702_VX-0p631899079757_LS-7p17459883069e-05_ST-324p134516573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p63432129838e-06_H-7c2e16b959,54,0,217.682945702,0.631899079757,7.17459883069e-05,324.134516573,19.926120342879205,0.2,194.09575756906074,194.09575756906074,503.3752906778172,7882.298635391293,925.513777616205,0.2
P-217p682945702_VX-0p631899079757_LS-7p17459883069e-05_ST-324p134516573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p63432129838e-06_H-7c2e16b959,54,0,217.682945702,0.631899079757,7.17459883069e-05,324.134516573,19.926120342879205,0.4,329.22005582417574,329.22005582417574,826.9144509407282,148697.9272445161,788.9122909908805,0.4
P-217p682945702_VX-0p631899079757_LS-7p17459883069e-05_ST-324p134516573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p63432129838e-06_H-7c2e16b959,54,0,217.682945702,0.631899079757,7.17459883069e-05,324.134516573,19.926120342879205,0.6,428.93165977777795,428.93165977777795,832.0564284656857,148697.9272445161,691.9429980353832,0.6
P-217p682945702_VX-0p631899079757_LS-7p17459883069e-05_ST-324p134516573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p63432129838e-06_H-7c2e16b959,54,0,217.682945702,0.631899079757,7.17459883069e-05,324.134516573,19.926120342879205,0.8,460.5985385263157,460.5985385263157,1345.7730044686848,148697.9272445161,573.3081660615549,0.8
P-217p682945702_VX-0p631899079757_LS-7p17459883069e-05_ST-324p134516573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p63432129838e-06_H-7c2e16b959,54,0,217.682945702,0.631899079757,7.17459883069e-05,324.134516573,19.926120342879205,1.0,465.213,465.213,1598.477105800293,148697.9272445161,452.9526391955806,1.0
P-222p079289377_VX-0p741891960581_LS-8p7279944479e-05_ST-335p366959171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p50245704137e-06_H-0f2c16c7e5,55,0,222.079289377,0.741891960581,8.7279944479e-05,335.366959171,19.571895082360218,0.2,193.37327999999997,193.37327999999997,382.4486818192271,10288.88796639715,944.9584618911205,0.2
P-222p079289377_VX-0p741891960581_LS-8p7279944479e-05_ST-335p366959171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p50245704137e-06_H-0f2c16c7e5,55,0,222.079289377,0.741891960581,8.7279944479e-05,335.366959171,19.571895082360218,0.4,338.7111808839779,338.7111808839779,10288.88796639715,153055.93753144253,825.6997442162956,0.4
P-222p079289377_VX-0p741891960581_LS-8p7279944479e-05_ST-335p366959171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p50245704137e-06_H-0f2c16c7e5,55,0,222.079289377,0.741891960581,8.7279944479e-05,335.366959171,19.571895082360218,0.6,441.6593717127073,441.6593717127073,16026.972587803968,158969.64315362117,724.7480905421974,0.6
P-222p079289377_VX-0p741891960581_LS-8p7279944479e-05_ST-335p366959171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p50245704137e-06_H-0f2c16c7e5,55,0,222.079289377,0.741891960581,8.7279944479e-05,335.366959171,19.571895082360218,0.8,478.68582155555544,478.68582155555544,14192.495410494292,158969.64315362117,596.1309892779224,0.8
P-222p079289377_VX-0p741891960581_LS-8p7279944479e-05_ST-335p366959171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p50245704137e-06_H-0f2c16c7e5,55,0,222.079289377,0.741891960581,8.7279944479e-05,335.366959171,19.571895082360218,1.0,486.64239999999995,486.64239999999995,11323.453099790882,158969.64315362117,476.8731676271743,1.0
P-225p007853492_VX-0p825221323097_LS-8p70957490335e-05_ST-338p940755161_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p84585064393e-06_H-c2c7cd9590,56,0,225.007853492,0.825221323097,8.70957490335e-05,338.940755161,19.5349408564302,0.2,195.68366263736263,195.68366263736263,5298.816371060059,14296.518792545341,944.9641145578724,0.2
P-225p007853492_VX-0p825221323097_LS-8p70957490335e-05_ST-338p940755161_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p84585064393e-06_H-c2c7cd9590,56,0,225.007853492,0.825221323097,8.70957490335e-05,338.940755161,19.5349408564302,0.4,341.52647867403317,341.52647867403317,7408.8482500329965,147725.4126909407,827.372828714272,0.4
P-225p007853492_VX-0p825221323097_LS-8p70957490335e-05_ST-338p940755161_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p84585064393e-06_H-c2c7cd9590,56,0,225.007853492,0.825221323097,8.70957490335e-05,338.940755161,19.5349408564302,0.6,441.40225164835186,441.40225164835186,7139.398361655456,147725.4126909407,727.6275085985998,0.6
P-225p007853492_VX-0p825221323097_LS-8p70957490335e-05_ST-338p940755161_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p84585064393e-06_H-c2c7cd9590,56,0,225.007853492,0.825221323097,8.70957490335e-05,338.940755161,19.5349408564302,0.8,492.0511335555558,492.0511335555558,8575.505255022592,147725.4126909407,606.6388631310214,0.8
P-225p007853492_VX-0p825221323097_LS-8p70957490335e-05_ST-338p940755161_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p84585064393e-06_H-c2c7cd9590,56,0,225.007853492,0.825221323097,8.70957490335e-05,338.940755161,19.5349408564302,1.0,496.36400000000003,496.36400000000003,8953.312145881837,147725.4126909407,489.1244781328481,1.0
P-227p095146149_VX-0p485569900572_LS-4p61845747353e-05_ST-309p475761642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p93496630935e-06_H-c5f6eebf67,57,1,227.095146149,0.485569900572,4.61845747353e-05,309.475761642,20.760882131994514,0.2,171.49474408839777,171.49474408839777,400.73976500654436,1993.2510236108528,820.1107021989687,0.2
P-227p095146149_VX-0p485569900572_LS-4p61845747353e-05_ST-309p475761642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p93496630935e-06_H-c5f6eebf67,57,1,227.095146149,0.485569900572,4.61845747353e-05,309.475761642,20.760882131994514,0.4,283.45639899999986,283.45639899999986,427.2272619289945,13730.468347065118,674.7605202376776,0.4
P-227p095146149_VX-0p485569900572_LS-4p61845747353e-05_ST-309p475761642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p93496630935e-06_H-c5f6eebf67,57,1,227.095146149,0.485569900572,4.61845747353e-05,309.475761642,20.760882131994514,0.6,379.46566999999965,379.46566999999965,428.30582030760036,53947.96373538826,599.826298604355,0.6
P-227p095146149_VX-0p485569900572_LS-4p61845747353e-05_ST-309p475761642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p93496630935e-06_H-c5f6eebf67,57,1,227.095146149,0.485569900572,4.61845747353e-05,309.475761642,20.760882131994514,0.8,410.0385509999999,410.0385509999999,480.5644698710723,74299.07428708936,506.44349994657983,0.8
P-227p095146149_VX-0p485569900572_LS-4p61845747353e-05_ST-309p475761642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p93496630935e-06_H-c5f6eebf67,57,1,227.095146149,0.485569900572,4.61845747353e-05,309.475761642,20.760882131994514,1.0,417.7546,417.7546,411.8313860362326,74299.07428708936,404.38984897977707,1.0
P-230p324353521_VX-0p227660683076_LS-8p68191306555e-05_ST-386p564919231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p11899592755e-05_H-0602c4a780,58,0,230.324353521,0.227660683076,8.68191306555e-05,386.564919231,20.206963385500995,0.2,98.21287292817681,98.21287292817681,238.55998764267287,1230.4257295114253,484.80030338626506,0.2
P-230p324353521_VX-0p227660683076_LS-8p68191306555e-05_ST-386p564919231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p11899592755e-05_H-0602c4a780,58,0,230.324353521,0.227660683076,8.68191306555e-05,386.564919231,20.206963385500995,0.4,168.95784999999998,168.95784999999998,270.35750955866865,1230.4257295114253,414.62084356018596,0.4
P-230p324353521_VX-0p227660683076_LS-8p68191306555e-05_ST-386p564919231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p11899592755e-05_H-0602c4a780,58,0,230.324353521,0.227660683076,8.68191306555e-05,386.564919231,20.206963385500995,0.6,227.2184022222222,227.2184022222222,265.71122141123834,1989.1405286819254,365.67958704300537,0.6
P-230p324353521_VX-0p227660683076_LS-8p68191306555e-05_ST-386p564919231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p11899592755e-05_H-0602c4a780,58,0,230.324353521,0.227660683076,8.68191306555e-05,386.564919231,20.206963385500995,0.8,270.59290333333337,270.59290333333337,259.69083699290263,11054.136239438729,327.1370592244458,0.8
P-230p324353521_VX-0p227660683076_LS-8p68191306555e-05_ST-386p564919231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p11899592755e-05_H-0602c4a780,58,0,230.324353521,0.227660683076,8.68191306555e-05,386.564919231,20.206963385500995,1.0,301.87610000000006,301.87610000000006,265.6493686701755,11054.136239438729,291.5121568991444,1.0
P-231p081894821_VX-0p850370876493_LS-5p5190986405e-05_ST-302p777484886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67296074733e-06_H-179e4a5e71,59,0,231.081894821,0.850370876493,5.5190986405e-05,302.777484886,20.230879882083443,0.2,184.82141120879126,184.82141120879126,536.4992150708017,1757.3088998912644,903.7424381728491,0.2
P-231p081894821_VX-0p850370876493_LS-5p5190986405e-05_ST-302p777484886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67296074733e-06_H-179e4a5e71,59,0,231.081894821,0.850370876493,5.5190986405e-05,302.777484886,20.230879882083443,0.4,320.1246176795581,320.1246176795581,508.46199130555317,21015.192660107437,775.2182257117224,0.4
P-231p081894821_VX-0p850370876493_LS-5p5190986405e-05_ST-302p777484886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67296074733e-06_H-179e4a5e71,59,0,231.081894821,0.850370876493,5.5190986405e-05,302.777484886,20.230879882083443,0.6,411.2635672928177,411.2635672928177,641.797259797278,52462.07694279009,676.2403599723214,0.6
P-231p081894821_VX-0p850370876493_LS-5p5190986405e-05_ST-302p777484886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67296074733e-06_H-179e4a5e71,59,0,231.081894821,0.850370876493,5.5190986405e-05,302.777484886,20.230879882083443,0.8,440.5621060000001,440.5621060000001,589.1482374340399,52462.07694279009,545.7807736943677,0.8
P-231p081894821_VX-0p850370876493_LS-5p5190986405e-05_ST-302p777484886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67296074733e-06_H-179e4a5e71,59,0,231.081894821,0.850370876493,5.5190986405e-05,302.777484886,20.230879882083443,1.0,441.4169000000001,441.4169000000001,536.4992150708017,52462.07694279009,426.4004142587651,1.0
P-233p106311211_VX-0p310101846937_LS-6p6327379673e-05_ST-336p786172861_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p55565684328e-05_H-add9572a86,60,0,233.106311211,0.310101846937,6.6327379673e-05,336.786172861,20.46828353868822,0.2,127.77546549450553,127.77546549450553,285.97898000247636,1450.844170948449,613.6873958161118,0.2
P-233p106311211_VX-0p310101846937_LS-6p6327379673e-05_ST-336p786172861_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p55565684328e-05_H-add9572a86,60,0,233.106311211,0.310101846937,6.6327379673e-05,336.786172861,20.46828353868822,0.4,210.17261044444444,210.17261044444444,294.76851626530595,53877.47700570454,498.2874463376887,0.4
P-233p106311211_VX-0p310101846937_LS-6p6327379673e-05_ST-336p786172861_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p55565684328e-05_H-add9572a86,60,0,233.106311211,0.310101846937,6.6327379673e-05,336.786172861,20.46828353868822,0.6,272.1654084444445,272.1654084444445,324.0054783945187,53877.47700570454,431.2559901624048,0.6
P-233p106311211_VX-0p310101846937_LS-6p6327379673e-05_ST-336p786172861_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p55565684328e-05_H-add9572a86,60,0,233.106311211,0.310101846937,6.6327379673e-05,336.786172861,20.46828353868822,0.8,323.87411168421045,323.87411168421045,315.76325064757754,53877.47700570454,381.42390429183155,0.8
P-233p106311211_VX-0p310101846937_LS-6p6327379673e-05_ST-336p786172861_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p55565684328e-05_H-add9572a86,60,0,233.106311211,0.310101846937,6.6327379673e-05,336.786172861,20.46828353868822,1.0,363.4913,363.4913,315.76325064757754,53877.47700570454,340.2619188288164,1.0
P-233p11801175_VX-0p947725383123_LS-6p63357513021e-05_ST-310p062780041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p09020934642e-06_H-1d842653b1,61,0,233.11801175,0.947725383123,6.63357513021e-05,310.062780041,19.909562419185228,0.2,191.24435384615379,191.24435384615379,1613.5149757545041,2242.3286460511686,927.3094302385387,0.2
P-233p11801175_VX-0p947725383123_LS-6p63357513021e-05_ST-310p062780041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p09020934642e-06_H-1d842653b1,61,0,233.11801175,0.947725383123,6.63357513021e-05,310.062780041,19.909562419185228,0.4,331.3004527472528,331.3004527472528,1674.8292720253403,35476.10296616408,757.8133115126683,0.4
P-233p11801175_VX-0p947725383123_LS-6p63357513021e-05_ST-310p062780041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p09020934642e-06_H-1d842653b1,61,0,233.11801175,0.947725383123,6.63357513021e-05,310.062780041,19.909562419185228,0.6,430.9874659340659,430.9874659340659,1765.5014164174443,44709.024598612676,681.1625291684526,0.6
P-233p11801175_VX-0p947725383123_LS-6p63357513021e-05_ST-310p062780041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p09020934642e-06_H-1d842653b1,61,0,233.11801175,0.947725383123,6.63357513021e-05,310.062780041,19.909562419185228,0.8,482.00790714285694,482.00790714285694,1765.755569979342,44709.024598612676,574.7171994424133,0.8
P-233p11801175_VX-0p947725383123_LS-6p63357513021e-05_ST-310p062780041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p09020934642e-06_H-1d842653b1,61,0,233.11801175,0.947725383123,6.63357513021e-05,310.062780041,19.909562419185228,1.0,505.2453000000001,505.2453000000001,1776.575379249936,44709.024598612676,482.6493837840922,1.0
P-233p918914285_VX-0p55009860706_LS-6p76633993968e-05_ST-363p156889773_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76955611431e-06_H-9f078c62f6,62,0,233.918914285,0.55009860706,6.76633993968e-05,363.156889773,20.155251131086057,0.2,194.94595670329664,194.94595670329664,413.8907393434598,70559.78064122326,933.6447976718471,0.2
P-233p918914285_VX-0p55009860706_LS-6p76633993968e-05_ST-363p156889773_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76955611431e-06_H-9f078c62f6,62,0,233.918914285,0.55009860706,6.76633993968e-05,363.156889773,20.155251131086057,0.4,328.6143285714286,328.6143285714286,577.9671103333673,70559.78064122326,789.708996287147,0.4
P-233p918914285_VX-0p55009860706_LS-6p76633993968e-05_ST-363p156889773_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76955611431e-06_H-9f078c62f6,62,0,233.918914285,0.55009860706,6.76633993968e-05,363.156889773,20.155251131086057,0.6,430.6649915555557,430.6649915555557,671.8707753497131,70559.78064122326,693.690412396929,0.6
P-233p918914285_VX-0p55009860706_LS-6p76633993968e-05_ST-363p156889773_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76955611431e-06_H-9f078c62f6,62,0,233.918914285,0.55009860706,6.76633993968e-05,363.156889773,20.155251131086057,0.8,463.4763960000002,463.4763960000002,718.0417522040304,70559.78064122326,576.6087020008043,0.8
P-233p918914285_VX-0p55009860706_LS-6p76633993968e-05_ST-363p156889773_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76955611431e-06_H-9f078c62f6,62,0,233.918914285,0.55009860706,6.76633993968e-05,363.156889773,20.155251131086057,1.0,472.58149999999995,472.58149999999995,577.9671103333673,70559.78064122326,456.9603278000078,1.0
P-236p369825033_VX-0p606859942193_LS-6p45901770765e-05_ST-328p218563755_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p94931460723e-06_H-0e4c2fc094,63,0,236.369825033,0.606859942193,6.45901770765e-05,328.218563755,20.18629858440819,0.2,189.97610637362635,189.97610637362635,267.57275691348724,19419.624441420063,922.369422173553,0.2
P-236p369825033_VX-0p606859942193_LS-6p45901770765e-05_ST-328p218563755_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p94931460723e-06_H-0e4c2fc094,63,0,236.369825033,0.606859942193,6.45901770765e-05,328.218563755,20.18629858440819,0.4,329.3565880662984,329.3565880662984,289.27576692646113,32261.559498537594,783.8530115296907,0.4
P-236p369825033_VX-0p606859942193_LS-6p45901770765e-05_ST-328p218563755_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p94931460723e-06_H-0e4c2fc094,63,0,236.369825033,0.606859942193,6.45901770765e-05,328.218563755,20.18629858440819,0.6,430.9184566666667,430.9184566666667,373.7628305763818,68682.00324210814,700.312899117317,0.6
P-236p369825033_VX-0p606859942193_LS-6p45901770765e-05_ST-328p218563755_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p94931460723e-06_H-0e4c2fc094,63,0,236.369825033,0.606859942193,6.45901770765e-05,328.218563755,20.18629858440819,0.8,465.8803648421053,465.8803648421053,485.5731820551462,69830.44753022499,585.0896798039964,0.8
P-236p369825033_VX-0p606859942193_LS-6p45901770765e-05_ST-328p218563755_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p94931460723e-06_H-0e4c2fc094,63,0,236.369825033,0.606859942193,6.45901770765e-05,328.218563755,20.18629858440819,1.0,467.8811000000001,467.8811000000001,267.2853520111496,69830.44753022499,456.9277378286983,1.0
P-238p364831187_VX-0p683428278389_LS-5p30391716287e-05_ST-377p396343519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p05870792234e-06_H-1d842653b1,64,0,238.364831187,0.683428278389,5.30391716287e-05,377.396343519,20.43083892981622,0.2,182.931589010989,182.931589010989,641.1389537372936,42486.87069812419,888.5253996979314,0.2
