feature,PC1_loading,PC2_loading
width_gain_20_um,0.18944259506485836,0.6129486910033234
width_gain_40_um,0.37122227727429824,0.4587451986030596
time_to_50pct_max_width_tau,0.49375531191196764,-0.14498990980707285
robust_max_positive_dWdt_um_per_ms,-0.3287760849986287,0.08346145137193373
robust_median_positive_dWdt_um_per_ms,0.39458868395008084,-0.2721338322042277
robust_early_dWdt_20_um_per_ms,0.1802798148134908,0.41614614435880093
robust_early_dWdt_40_um_per_ms,0.4789401607041887,-0.1552387709963507
robust_time_of_max_dWdt_tau,0.23839627357840454,-0.3384159349523422
