experiment_name,population_row_index,has_keyhole,log_h,PC1,PC2,PC1_explained_variance,PC2_explained_variance
P-102p928146519_VX-0p633805217924_LS-5p29394366699e-05_ST-318p223787128_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p61136145079e-06_H-6c9c68731f,0,0,19.63158094088341,-1.5311725412071497,-1.0522281376146747,0.4548609990764535,0.2400947649868694
P-109p741517589_VX-0p915030812968_LS-7p99759662409e-05_ST-303p804431165_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p27208541466e-06_H-0e4c2fc094,1,0,18.893203115557135,-1.1934234682169322,-0.8629998947951587,0.4548609990764535,0.2400947649868694
P-111p098510779_VX-0p492021331775_LS-4p80108469254e-05_ST-345p911753718_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p80469807196e-06_H-0602c4a780,2,0,19.981159287767515,-0.3287788852760434,-0.6046325562770216,0.4548609990764535,0.2400947649868694
P-113p729503671_VX-0p646987288946_LS-8p28088886776e-05_ST-328p878079062_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p45628343159e-06_H-0e4c2fc094,3,0,19.04999989622992,-1.311110920163959,-0.6871347397360995,0.4548609990764535,0.2400947649868694
P-115p973342836_VX-0p629021136955_LS-5p81694798744e-05_ST-308p264473639_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p66925039494e-06_H-27614c4053,4,0,19.613380183286644,-2.947220813051578,-0.8277944744123357,0.4548609990764535,0.2400947649868694
P-117p204089079_VX-0p299188895548_LS-6p61946140465e-05_ST-399p004242061_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61239961603e-05_H-0e4c2fc094,5,0,19.801624025695173,1.7065878772439214,-1.6255315611635508,0.4548609990764535,0.2400947649868694
P-118p239150472_VX-0p728951155133_LS-5p59862781201e-05_ST-395p421202378_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p61789280262e-06_H-44aa3a8888,6,0,19.6163894445236,-2.427313358425916,-0.5227414219476402,0.4548609990764535,0.2400947649868694
P-119p523515535_VX-0p859779155666_LS-6p70931710444e-05_ST-392p874711106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p61088341259e-06_H-2934a8b202,7,0,19.27319543192164,-3.226402073390654,-0.7562275124168191,0.4548609990764535,0.2400947649868694
P-120p079917874_VX-0p610410046914_LS-8p29242579558e-05_ST-398p6729924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p90308191584e-06_H-a88ac79600,8,0,19.1313440555154,-1.3740635682107922,-0.17321956874696934,0.4548609990764535,0.2400947649868694
P-120p906267006_VX-0p64748664338_LS-6p03748750968e-05_ST-359p518818343_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p45053299916e-06_H-c5f6eebf67,9,0,19.5847504215337,-2.7657524949327614,-0.31096753951515943,0.4548609990764535,0.2400947649868694
P-122p181848607_VX-0p882188233955_LS-4p98408399334e-05_ST-370p38962934_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p46835745177e-06_H-2afbe2208b,10,0,19.728199158127982,-3.1583333276108743,-1.4288755713950358,0.4548609990764535,0.2400947649868694
P-124p08408212_VX-0p537482635976_LS-5p36452858207e-05_ST-384p350705088_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p97539805031e-06_H-1d842653b1,11,0,19.881064272586734,-0.9933442307752388,-0.03728338652871289,0.4548609990764535,0.2400947649868694
P-126p384227376_VX-0p205870034079_LS-4p55514058242e-05_ST-348p956388187_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p34328450209e-05_H-1d842653b1,12,0,20.62458540354386,2.621947651190773,-3.0048555843131637,0.4548609990764535,0.2400947649868694
P-129p716882801_VX-0p574107735504_LS-5p55330779174e-05_ST-369p509713723_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p40281414912e-06_H-0e4c2fc094,13,0,19.84062092917375,-1.7642067773582872,0.02698117240740286,0.4548609990764535,0.2400947649868694
P-131p192514944_VX-0p432823544687_LS-6p72236683266e-05_ST-324p578264519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p11456982002e-05_H-dfd65b549a,14,0,19.706606147998375,0.34973444107136675,-0.5208194218142571,0.4548609990764535,0.2400947649868694
P-132p334528879_VX-0p441351904611_LS-8p05471929698e-05_ST-380p80221881_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p09303269174e-05_H-2934a8b202,15,0,19.43429034824653,-0.9010425371674649,-0.718700054249082,0.4548609990764535,0.2400947649868694
P-132p644034819_VX-0p797235702485_LS-4p6520297442e-05_ST-303p62522115_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p0510594144e-06_H-0e4c2fc094,16,0,19.96440431836706,-2.0738283342619517,-0.6264168178560783,0.4548609990764535,0.2400947649868694
P-140p236446589_VX-0p550532928497_LS-7p91865165046e-05_ST-370p758962256_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76263771576e-06_H-a88ac79600,17,0,19.407320936404485,-1.3764850442675112,0.11061271092035345,0.4548609990764535,0.2400947649868694
P-143p707582907_VX-0p952433280409_LS-8p80948922839e-05_ST-329p530804101_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p06504833697e-06_H-1605f46060,18,0,18.997792175902806,-2.077201747434702,0.13127807060499458,0.4548609990764535,0.2400947649868694
P-144p087720513_VX-0p415546267467_LS-5p02923295381e-05_ST-327p07537462_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16091058462e-05_H-0602c4a780,19,0,20.255989923062774,0.690130634972999,-0.7082955910690751,0.4548609990764535,0.2400947649868694
P-148p299467422_VX-0p674162518859_LS-5p7557139752e-05_ST-331p520012414_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p15572353559e-06_H-e73b90164d,20,0,19.8404742466899,-0.9527824989108685,0.01277510339419031,0.4548609990764535,0.2400947649868694
P-150p071418192_VX-0p423845414489_LS-8p67749479825e-05_ST-322p128190627_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1381792602e-05_H-2afbe2208b,21,0,19.468593434919327,0.46563170446313246,-0.415973729600036,0.4548609990764535,0.2400947649868694
P-155p252053768_VX-0p916931554055_LS-7p35634948929e-05_ST-366p816583574_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p26115671522e-06_H-1d842653b1,22,0,19.364453647708604,-1.9512855496049155,0.4682719589086551,0.4548609990764535,0.2400947649868694
P-155p610380822_VX-0p863747905944_LS-4p82199969556e-05_ST-303p817651114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p58510251639e-06_H-44aa3a8888,23,0,20.030197610973932,-2.1527792677490734,-0.13739671880096907,0.4548609990764535,0.2400947649868694
P-157p183722649_VX-0p714259673467_LS-7p38607203139e-05_ST-347p368293375_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p75401507634e-06_H-add9572a86,24,0,19.49566377060797,-1.5866206662643596,0.17061873484589518,0.4548609990764535,0.2400947649868694
P-160p605564338_VX-0p585171267024_LS-4p89218084001e-05_ST-323p833105745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p24394647322e-06_H-0602c4a780,25,0,20.234807725350827,-0.3542883735828899,0.015958191074416348,0.4548609990764535,0.2400947649868694
P-162p142815649_VX-0p926926325143_LS-6p49234891537e-05_ST-377p454931887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p20442722594e-06_H-eed8ed7ef3,26,0,19.589869728553882,-1.6185154250932423,-0.01554508466856621,0.4548609990764535,0.2400947649868694
P-163p562272254_VX-0p729793018519_LS-5p10150522361e-05_ST-318p261957537_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p6102586358e-06_H-eed8ed7ef3,27,0,20.07977568889144,-1.334973889595943,0.10681642888499944,0.4548609990764535,0.2400947649868694
P-164p187091551_VX-0p507792014735_LS-6p92164167976e-05_ST-301p020288893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p50018996564e-06_H-c15424829d,28,0,19.807256977046084,-0.6831805747297011,0.8670201984111965,0.4548609990764535,0.2400947649868694
P-164p607131174_VX-0p867199563125_LS-5p32762751968e-05_ST-314p058214573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56287250149e-06_H-0e4c2fc094,29,0,19.934833853824976,-1.7227079746331062,0.38275873930489845,0.4548609990764535,0.2400947649868694
P-166p111836501_VX-0p454755470987_LS-7p13150844087e-05_ST-303p391516497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p06081639712e-05_H-0e4c2fc094,30,0,19.82926302640283,-0.21279144685600715,0.39606379168211286,0.4548609990764535,0.2400947649868694
P-167p350234557_VX-0p509305540745_LS-7p79284260895e-05_ST-367p465417979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p47195782704e-06_H-0c5439e4b5,31,0,19.647022062424472,-1.8975043356825398,0.6946180859974467,0.4548609990764535,0.2400947649868694
P-168p279672268_VX-0p662944494492_LS-8p51138696034e-05_ST-361p222757169_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p27680920966e-06_H-1d842653b1,32,0,19.388440150090464,-2.1254535307953963,0.42350364594233264,0.4548609990764535,0.2400947649868694
P-172p471893954_VX-0p300060565388_LS-5p45268436948e-05_ST-394p546009672_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60771562794e-05_H-0e4c2fc094,33,0,20.47734590867905,2.600571724321635,-1.6598135774179472,0.4548609990764535,0.2400947649868694
P-173p043282634_VX-0p866796851528_LS-6p96390683614e-05_ST-349p021338305_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56545699781e-06_H-27614c4053,34,0,19.58329430426774,-1.4675857001085821,0.4542503877273315,0.4548609990764535,0.2400947649868694
P-173p906668607_VX-0p677544388934_LS-8p62016404031e-05_ST-334p396108383_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p12000672104e-06_H-89021150a8,35,0,19.391390898233666,-1.827120286263968,0.15999237925385307,0.4548609990764535,0.2400947649868694
P-177p821134596_VX-0p63969291749_LS-8p76195222961e-05_ST-320p228793407_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5413068851e-06_H-0e4c2fc094,36,0,19.417921791743517,-2.112848968655623,0.726103567346871,0.4548609990764535,0.2400947649868694
P-185p872045369_VX-0p416268682161_LS-7p15564692144e-05_ST-371p982346013_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p15889587897e-05_H-bc28d74e69,37,0,19.98080614830166,1.3529331280506567,0.050259190228017586,0.4548609990764535,0.2400947649868694
P-187p255870651_VX-0p828194463092_LS-4p64611349328e-05_ST-375p783913497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p82486459159e-06_H-bc28d74e69,38,0,20.292071224654542,-0.7341475426931284,0.2921216257227706,0.4548609990764535,0.2400947649868694
P-198p376734591_VX-0p636800402216_LS-8p40585875992e-05_ST-361p411435367_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5755614887e-06_H-1605f46060,39,0,19.59181222545722,-1.656968633387958,1.0299720575878966,0.4548609990764535,0.2400947649868694
P-199p601335125_VX-0p449852506485_LS-5p7030843283e-05_ST-364p706449651_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07237828699e-05_H-1d842653b1,40,0,20.353617298886796,0.7655493235119117,0.1199384821799524,0.4548609990764535,0.2400947649868694
P-203p030488295_VX-0p654564663741_LS-6p39602473907e-05_ST-333p568221635_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p36996796534e-06_H-0e4c2fc094,41,0,20.01112180948569,-0.41583260136404526,0.9314533374784613,0.4548609990764535,0.2400947649868694
P-203p317554156_VX-0p724937635215_LS-5p40301996917e-05_ST-325p306920736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p65453187788e-06_H-dfd65b549a,42,0,20.214555008347787,-1.1361708046982313,1.0682446680523112,0.4548609990764535,0.2400947649868694
P-204p071587815_VX-0p957219619336_LS-8p8582220221e-05_ST-334p090301355_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03972182096e-06_H-676863bc48,43,0,19.337701159028157,-2.2120504098840823,0.7262134525252302,0.4548609990764535,0.2400947649868694
P-207p432942583_VX-0p674802143379_LS-5p74396795379e-05_ST-382p34582068_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p14894084192e-06_H-676863bc48,44,0,20.17863881363804,-0.9756165653280591,1.2419025360121745,0.4548609990764535,0.2400947649868694
P-208p096600196_VX-0p256636148953_LS-4p52492384214e-05_ST-395p602757306_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p87975101041e-05_H-1980b1708d,45,1,21.02303745357591,2.9532192401032127,-2.0694083591913004,0.4548609990764535,0.2400947649868694
P-209p47686991_VX-0p866693950214_LS-6p90699464413e-05_ST-369p570871734_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56611777644e-06_H-b021dd2b47,46,0,19.786734284104593,-1.0668588516923425,0.743915884968332,0.4548609990764535,0.2400947649868694
P-210p211145159_VX-0p921242046338_LS-8p23126060485e-05_ST-311p238003519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p23653975868e-06_H-0e4c2fc094,47,0,19.496608148406963,-1.338562385085902,0.837959161414318,0.4548609990764535,0.2400947649868694
P-210p302841339_VX-0p779412575788_LS-5p86430912284e-05_ST-304p177226769_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18943131388e-06_H-c15424829d,48,0,20.089217148628133,-0.45918015949424396,0.8616002665384771,0.4548609990764535,0.2400947649868694
