model,subset,prefix_tau,metric,mean,sd_across_repeats,repeat_blocks
h_plus_width_history,q30,0.8,accuracy,0.8542490956749198,0.007699751995363863,20
h_plus_width_history,q30,0.8,balanced_accuracy,0.8152322689627123,0.011340768057007119,20
h_plus_width_history,q30,0.8,keyhole_recall,0.6966859065543275,0.02215703337695448,20
h_plus_width_history,q30,0.8,conduction_recall,0.9337786313710972,0.0046898081939869525,20
h_plus_width_history,q30,0.8,false_negative,11.35,0.7451598203705947,20
h_plus_width_history,q30,0.8,false_positive,4.9,0.30779350562554625,20
h_plus_width_history,q30,0.8,brier_score,0.09315584442445494,0.0024826254687565644,20
h_plus_width_history,q30,1.0,roc_auc,0.945708048649559,0.003292237391803603,20
h_plus_width_history,q30,1.0,pr_auc,0.8583984750751654,0.013401289502392432,20
h_plus_width_history,q30,1.0,accuracy,0.8605357294664249,0.007316093601847572,20
h_plus_width_history,q30,1.0,balanced_accuracy,0.8236202223173203,0.01046704591549199,20
h_plus_width_history,q30,1.0,keyhole_recall,0.7114162745741693,0.020375629137039098,20
h_plus_width_history,q30,1.0,conduction_recall,0.9358241700604715,0.006203828043733474,20
h_plus_width_history,q30,1.0,false_negative,10.8,0.6958523739384593,20
h_plus_width_history,q30,1.0,false_positive,4.75,0.4442616583193193,20
h_plus_width_history,q30,1.0,brier_score,0.09156986095196976,0.002291228061389657,20
width_history_only,full,0.2,roc_auc,0.5994336734693876,0.011212153898992452,20
width_history_only,full,0.2,pr_auc,0.22645133436831708,0.007432083216019863,20
width_history_only,full,0.2,accuracy,0.7988571428571429,0.0017092658331889314,20
width_history_only,full,0.2,balanced_accuracy,0.4992857142857143,0.0010682911457430655,20
width_history_only,full,0.2,keyhole_recall,0.0,0.0,20
width_history_only,full,0.2,conduction_recall,0.9985714285714286,0.002136582291486131,20
width_history_only,full,0.2,false_negative,70.0,0.0,20
width_history_only,full,0.2,false_positive,0.4,0.5982430416161189,20
width_history_only,full,0.2,brier_score,0.15560805383185916,0.001059108277821152,20
width_history_only,full,0.4,roc_auc,0.7404285714285714,0.008813931826581502,20
width_history_only,full,0.4,pr_auc,0.45379282716961694,0.013678111012281315,20
width_history_only,full,0.4,accuracy,0.8028571428571428,0.0018539590986372725,20
width_history_only,full,0.4,balanced_accuracy,0.5135714285714286,0.0031943828249997325,20
width_history_only,full,0.4,keyhole_recall,0.031428571428571424,0.005862733440486595,20
width_history_only,full,0.4,conduction_recall,0.9957142857142856,0.0014656833601216434,20
width_history_only,full,0.4,false_negative,67.8,0.4103913408340616,20
width_history_only,full,0.4,false_positive,1.2,0.41039134083406165,20
width_history_only,full,0.4,brier_score,0.14020055107861604,0.0010119027484747616,20
width_history_only,full,0.6,roc_auc,0.8301250000000001,0.005193262774375477,20
width_history_only,full,0.6,pr_auc,0.5363316597358226,0.01593681622014695,20
width_history_only,full,0.6,accuracy,0.8135714285714284,0.004235292362558711,20
width_history_only,full,0.6,balanced_accuracy,0.5706249999999999,0.007520001078398793,20
width_history_only,full,0.6,keyhole_recall,0.1657142857142857,0.014210327404424006,20
width_history_only,full,0.6,conduction_recall,0.9755357142857143,0.0035288819077431625,20
width_history_only,full,0.6,false_negative,58.4,0.9947229183096801,20
width_history_only,full,0.6,false_positive,6.85,0.9880869341680845,20
width_history_only,full,0.6,brier_score,0.12475036856836483,0.0010041474150293565,20
width_history_only,full,0.8,roc_auc,0.8728826530612246,0.0037282032015720254,20
width_history_only,full,0.8,pr_auc,0.6712937293315372,0.007951996037429633,20
width_history_only,full,0.8,accuracy,0.8568571428571428,0.005235588372558938,20
width_history_only,full,0.8,balanced_accuracy,0.6930357142857143,0.00934013836876002,20
width_history_only,full,0.8,keyhole_recall,0.42000000000000004,0.017588200321459767,20
width_history_only,full,0.8,conduction_recall,0.9660714285714285,0.00425742543342334,20
width_history_only,full,0.8,false_negative,40.6,1.2311740225021852,20
width_history_only,full,0.8,false_positive,9.5,1.1920791213585393,20
width_history_only,full,0.8,brier_score,0.10693175133967166,0.0009747745795494067,20
width_history_only,full,1.0,roc_auc,0.8834719387755102,0.003143386962400265,20
width_history_only,full,1.0,pr_auc,0.6838441144708505,0.0066810772778879085,20
width_history_only,full,1.0,accuracy,0.8584285714285714,0.005674674740012964,20
width_history_only,full,1.0,balanced_accuracy,0.7226785714285715,0.0093257523172968,20
width_history_only,full,1.0,keyhole_recall,0.49642857142857144,0.01726460526797749,20
width_history_only,full,1.0,conduction_recall,0.9489285714285713,0.005064036760692159,20
width_history_only,full,1.0,false_negative,35.25,1.2085223687584246,20
width_history_only,full,1.0,false_positive,14.3,1.4179302929937967,20
width_history_only,full,1.0,brier_score,0.10350733895681404,0.0009364325805987789,20
width_history_only,q20,0.2,roc_auc,0.39942889821401434,0.03281976922738431,20
width_history_only,q20,0.2,pr_auc,0.3352281022438839,0.02242074243932439,20
width_history_only,q20,0.2,accuracy,0.6013160736844947,0.020180751197393043,20
width_history_only,q20,0.2,balanced_accuracy,0.4957065833579809,0.00644866147652661,20
width_history_only,q20,0.2,keyhole_recall,0.0,0.0,20
width_history_only,q20,0.2,conduction_recall,0.9914131667159618,0.01289732295305322,20
width_history_only,q20,0.2,false_negative,30.1,1.4104870379448815,20
width_history_only,q20,0.2,false_positive,0.4,0.5982430416161189,20
width_history_only,q20,0.2,brier_score,0.28402659556845966,0.011463054337898517,20
width_history_only,q20,0.4,roc_auc,0.5674239191942733,0.02191037071949319,20
width_history_only,q20,0.4,pr_auc,0.48823078528996067,0.02586613356285825,20
width_history_only,q20,0.4,accuracy,0.6169872801451748,0.01992104909321425,20
width_history_only,q20,0.4,balanced_accuracy,0.5203415297566215,0.005163501321165757,20
width_history_only,q20,0.4,keyhole_recall,0.06658469728269505,0.0031362473900469214,20
width_history_only,q20,0.4,conduction_recall,0.974098362230548,0.008946342012819889,20
width_history_only,q20,0.4,false_negative,28.1,1.4104870379448815,20
width_history_only,q20,0.4,false_positive,1.2,0.41039134083406165,20
width_history_only,q20,0.4,brier_score,0.2567333027849469,0.00941616309347069,20
width_history_only,q20,0.6,roc_auc,0.7579755547498321,0.01726877389482389,20
width_history_only,q20,0.6,pr_auc,0.6345703531038044,0.03324123906944898,20
width_history_only,q20,0.6,accuracy,0.6110733860733861,0.021708856488686923,20
width_history_only,q20,0.6,balanced_accuracy,0.5196964267735454,0.013731181781983638,20
width_history_only,q20,0.6,keyhole_recall,0.09124443826473859,0.020189564700309862,20
width_history_only,q20,0.6,conduction_recall,0.948148415282352,0.013365606472977035,20
width_history_only,q20,0.6,false_negative,27.35,1.3484884325167863,20
width_history_only,q20,0.6,false_positive,2.4,0.5982430416161189,20
width_history_only,q20,0.6,brier_score,0.2201585001867919,0.007877689941660453,20
width_history_only,q20,0.8,roc_auc,0.7698076940533423,0.018894786755550442,20
width_history_only,q20,0.8,pr_auc,0.7171214808975981,0.03679579661358552,20
width_history_only,q20,0.8,accuracy,0.7182599051020102,0.02171569035096595,20
width_history_only,q20,0.8,balanced_accuracy,0.653705295683495,0.018258897533217938,20
width_history_only,q20,0.8,keyhole_recall,0.3519262474177658,0.033202434415950395,20
width_history_only,q20,0.8,conduction_recall,0.9554843439492245,0.02121152497357604,20
width_history_only,q20,0.8,false_negative,19.5,1.2354415362426845,20
width_history_only,q20,0.8,false_positive,2.05,0.9445132413883326,20
width_history_only,q20,0.8,brier_score,0.19717824145211021,0.009490203281775637,20
width_history_only,q20,1.0,roc_auc,0.7649935050478546,0.014055986922917135,20
width_history_only,q20,1.0,pr_auc,0.7214751378399168,0.03351937433187546,20
width_history_only,q20,1.0,accuracy,0.7176006603638181,0.01953147022615978,20
width_history_only,q20,1.0,balanced_accuracy,0.6586241168405871,0.02255505256340832,20
width_history_only,q20,1.0,keyhole_recall,0.38308019161502205,0.03934800005389551,20
width_history_only,q20,1.0,conduction_recall,0.9341680420661523,0.0208802405044394,20
width_history_only,q20,1.0,false_negative,18.55,1.190974832912761,20
width_history_only,q20,1.0,false_positive,3.05,0.9445132413883327,20
width_history_only,q20,1.0,brier_score,0.19431426414184821,0.008594344061328887,20
width_history_only,q30,0.2,roc_auc,0.42004723490475115,0.023513373685227143,20
width_history_only,q30,0.2,pr_auc,0.28940269706000643,0.018031170467970255,20
width_history_only,q30,0.2,accuracy,0.6605211656555329,0.011432552992931876,20
width_history_only,q30,0.2,balanced_accuracy,0.49729606264519743,0.004013597870920545,20
width_history_only,q30,0.2,keyhole_recall,0.0,0.0,20
