experiment_name,population_row_index,has_keyhole,P,VX,LS,ST,log_h,W_initial_um,W_max_um,W_T0_um,max_positive_dWdt_um_per_ms,median_positive_dWdt_um_per_ms,time_of_max_dWdt_tau,early_dWdt_20_um_per_ms,early_dWdt_40_um_per_ms,width_gain_20_um,width_gain_40_um,time_to_50pct_max_width_tau,robust_max_positive_dWdt_um_per_ms,robust_median_positive_dWdt_um_per_ms,robust_early_dWdt_20_um_per_ms,robust_early_dWdt_40_um_per_ms,robust_time_of_max_dWdt_tau,L_initial_um,L_max_um,L_T0_um,L_max_positive_dWdt_um_per_ms,L_median_positive_dWdt_um_per_ms,L_time_of_max_dWdt_tau,L_early_dWdt_20_um_per_ms,L_early_dWdt_40_um_per_ms,L_gain_20_um,L_gain_40_um,L_time_to_50pct_max_tau,L_robust_max_positive_dWdt_um_per_ms,L_robust_median_positive_dWdt_um_per_ms,L_robust_early_dWdt_20_um_per_ms,L_robust_early_dWdt_40_um_per_ms,L_robust_time_of_max_dWdt_tau
P-134p442185153_VX-0p806363522352_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p3187841709e-06_H-b0e5aed98c,190,0,134.442185153,0.806363522352,4.5e-05,300.0,20.022016667690565,4.0,114.36275753547253,112.80089796751116,1405.296594447782,219.30462884403786,0.9450000000000001,-38.053130057224685,-38.053130057224685,108.7008504285714,107.39636645127071,0.005,5725.505759323927,15.101728820437794,64.29567297391574,4.9902968413463515,0.0,4.0,326.2907382178949,319.07492223666685,114459.42212092092,19288.532415182985,0.07,-1386.5943746934972,-1653.9888192834867,215.02171665714278,285.6043822895027,0.11,5477.946128585316,135.54670531175395,519.1936669029183,427.24073297465867,0.0
P-135p208661893_VX-0p295797438033_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-6p32116012922e-06_H-fb250c7cf9,192,1,135.208661893,0.295797438033,4.5e-05,300.0,20.529131526047987,4.0,168.25576121860556,167.06368190172103,60304.98853566986,196.15982188246306,0.455,0.0,38.11281910446343,139.8302643569231,155.17869298659343,0.02,5733.49912374032,67.38135046196508,223.41096506497007,116.83500938935848,0.0,4.0,282.33359999999993,272.40439036199996,39120.35800537951,292.0856648317447,0.11,-258.45693570582813,-96.62154528077474,162.36154167384618,200.91597008703297,0.125,5574.9489572044595,142.91409183888604,304.7173966009539,217.07302426630898,0.0
P-136p115095044_VX-0p8200930762_LS-6p39666133344e-05_ST-362p502989524_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p88240620853e-06_H-f575443233,193,0,136.115095044,0.8200930762,6.39666133344e-05,362.502989524,19.49839344978244,4.0,142.04631320000001,135.39719670666665,835.1508160355,155.02055555530765,0.47000000000000003,-337.032967033118,-153.2961280388213,133.6341045934066,130.71699771270718,0.025,4276.5129528563,15.721713356860281,388.0214907317213,13.934328292863398,0.0,0.0,352.85294455555544,347.1325881263158,150054.60644849122,15402.822222004703,0.8250000000000001,-1108.9108222986827,-1590.4341263119509,181.56843560439557,294.279714475138,0.2,1341.4191921551667,339.5968623133198,794.0079515833554,616.3786067702565,0.005
P-136p984349172_VX-0p357723834949_LS-5p17808569448e-05_ST-373p061688931_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p34856001521e-05_H-270d04032e,194,0,136.984349172,0.357723834949,5.17808569448e-05,373.061688931,20.23659873127434,4.0,173.558464045,171.66171451749997,6960.5374552414905,148.68768518474025,0.745,0.0,0.0,149.49657773626373,162.84546002105265,0.065,1570.1875928710592,38.92732651070099,361.56436991215634,130.88290774259667,0.0,0.0,307.30320000000006,297.485074175,7733.043981590155,321.9751670526001,0.8300000000000001,123.2977870392844,-70.49438172871953,128.87088945054944,205.52265178947366,0.255,836.8549308595494,158.31582662901624,372.99638643279786,292.1509561304421,0.005
P-137p340072051_VX-0p708357837186_LS-8p48461574474e-05_ST-331p337392673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p81028761138e-06_H-701e6757d1,195,0,137.340072051,0.708357837186,8.48461574474e-05,331.337392673,19.156869355009817,4.0,166.4540361866668,160.8116862222222,68170.43980160565,243.05409158857654,0.04,-994.8605240910773,-485.16747073562647,156.0887971160221,154.60913982417586,0.035,3526.673743097576,43.57405020848103,345.19295673135997,64.08807722877962,0.0,0.0,350.0202666666663,342.82961263157864,118557.58258965661,16746.95710533564,0.58,-1167.7430262042496,-1274.7252747258171,185.26103679557997,297.49338813186785,0.185,1314.9582178101514,338.5160121569884,719.2530446687166,552.5190247296001,0.0
P-137p601432421_VX-0p461948695475_LS-6p48780591522e-05_ST-397p490087405_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04429791669e-05_H-ef2aaf59fd,196,0,137.601432421,0.461948695475,6.48780591522e-05,397.490087405,19.775013651434655,4.0,176.06821271416666,175.19099560888893,2484.896493927627,170.35106143193286,0.655,-105.77061763029796,-72.95675925908675,163.92797929281767,165.17102652631579,0.045,2613.5775621400167,26.771832317742593,302.77089743064846,56.19634313257401,0.0,0.0,353.1410371277777,345.38559139444436,50993.206220471126,609.8376757169185,0.17,-120.9396739197501,-743.4823840145293,167.65362397790057,269.612120631579,0.215,917.954661253768,233.38969825278411,447.88308492525135,348.54435191021327,0.005
P-140p119887795_VX-0p222892199661_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p38873219639e-06_H-fb250c7cf9,199,1,140.119887795,0.222892199661,4.5e-05,300.0,20.70630401683901,4.0,181.38201658506102,180.1308268966222,32094.249009853265,206.51416170122042,0.785,-191.31627963647202,-42.256695955540565,145.55923204043958,163.44378705093925,0.025,5629.275816913718,59.89053326599508,271.44537045918327,125.80306368198409,0.0,4.0,260.06292,252.42003452411114,45136.377053811746,218.57466898137952,0.255,-194.2619407386109,20.123443575225387,160.34112709626373,194.95695128198895,0.095,6084.135998333317,115.4520562899602,312.65035610081935,197.69224013235612,0.0
P-140p320645521_VX-0p612281673664_LS-8p56006119926e-05_ST-348p910931315_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p87892372174e-06_H-dd169576f0,200,0,140.320645521,0.612281673664,8.56006119926e-05,348.910931315,19.237938742690247,4.0,175.5923670769231,174.04630047555548,56755.280219541986,162.99890620838204,0.04,-319.0848327488034,-129.78021978006709,168.26539430769228,170.7002628571429,0.035,3641.9292218814494,26.34448736164095,349.70929796083675,25.898161683010645,0.0,0.0,360.1307562666668,353.9338996000004,178433.44424518148,8892.868702274569,0.965,-1119.2724308662519,-1079.6369376492473,187.39278318681323,298.33336307692315,0.19,1366.3468654533933,286.11011682489794,606.3826883720164,467.99195737843763,0.0
P-140p974625597_VX-0p98622838083_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p89589248085e-06_H-b0e5aed98c,203,0,140.974625597,0.98622838083,4.5e-05,300.0,19.968785679989466,4.0,109.19065344381869,104.18409143029166,1204.967669752228,242.91466524938642,0.91,23.478485281276644,-20.058664411857496,103.20138038901098,99.23355654640883,0.005,6511.081301887063,20.2764127021923,51.08268912525988,11.298317933853367,0.0,0.0,335.0970376158335,331.27472459666666,219997.80002200205,32327.154903032322,0.0,-1242.3148458574615,-1712.0726916298984,228.1542409076922,298.79278091160216,0.1,6390.1684978302,187.33948839236194,671.3416246667674,478.9007927346473,0.0
P-143p879945116_VX-0p336279357485_LS-6p76007351295e-05_ST-398p207663754_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p91595257833e-05_H-bf889bf790,204,0,143.879945116,0.336279357485,6.76007351295e-05,398.207663754,19.916723309473028,4.0,179.56964222583335,175.057748455,1286.8012867745638,247.6150717982598,0.3,-1821.234415382722,-317.0922665145915,111.74852093922652,150.69221418681317,0.14,3093.7595490384683,150.2838791484678,702.0213481196174,472.225828122312,0.0,0.0,223.26008777222242,210.39832493055553,10227.021296458273,297.91063754227923,0.895,-69.25101992498402,63.20424929167246,70.369622320442,120.60899450549452,0.36,811.5297697255598,294.72450673932644,444.9600686045179,363.3567054523699,0.015
P-143p909481867_VX-0p917293492006_LS-5p50242100517e-05_ST-352p206869428_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p25908081225e-06_H-cf6d926251,205,0,143.909481867,0.917293492006,5.50242100517e-05,352.206869428,19.723954334627816,4.0,128.10163920219782,119.42441787777777,2246.550476995349,186.9621063248662,0.08,-171.3496779460278,-50.383276023250446,122.25963443956046,114.87928879120878,0.025,4733.5876597260585,20.052734739730575,367.5853971903482,5.390003425222205,0.0,0.0,358.0218325666666,353.47727572222226,146555.32051834458,12054.753262173599,0.295,-1454.3325081504124,-1692.5896630846157,177.48743483516486,293.2405067032967,0.20500000000000002,1802.306070747916,431.9718855366708,874.1808938813741,692.4042245055773,0.0
P-144p684844876_VX-0p221020126644_LS-8p32765690701e-05_ST-337p418493583_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p18266122469e-05_H-73ae961aa0,206,0,144.684844876,0.221020126644,8.32765690701e-05,337.418493583,19.81932364682215,4.0,239.34162511111109,233.50633886578947,40613.18260055914,155.55555555503815,0.125,-1216.369755766212,-410.5898919738591,136.30444507182318,195.59743441052632,0.14,2176.073952333812,119.62843147553782,431.29746664332527,293.55257425997536,0.0,0.0,268.4565295,255.28098690000004,12667.457254287667,210.96230710000887,0.97,-312.40305149533646,-223.26543210026128,89.25290430939226,152.05154852631577,0.34,648.2253489417963,185.4776819740772,300.61658675319245,260.6675498069779,0.0
P-144p999955433_VX-0p569412101686_LS-7p52189895652e-05_ST-349p795043891_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p47210761544e-06_H-24e0a43587,207,0,144.999955433,0.569412101686,7.52189895652e-05,349.795043891,19.500969117652893,4.0,174.78265589736856,171.60214485833333,4380.641750239461,181.7840277783882,0.615,-223.0461322547238,-102.2453599055243,167.25733384615384,168.9398529281768,0.03,2551.2106272723627,29.102541515917903,333.2981755363957,27.773851261909208,0.0,0.0,372.5328562499998,361.06186336842063,36479.031635632025,2073.451183102019,0.75,-845.0172080662994,-1115.1185412622235,186.84535384615387,303.7023889502762,0.2,1119.149607920628,310.37497373637547,573.8261809448111,442.3531255819976,0.0
P-145p536707456_VX-0p311971481812_LS-7p55813970315e-05_ST-356p422554756_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p54633384276e-05_H-f404b6f8f4,209,0,145.536707456,0.311971481812,7.55813970315e-05,356.422554756,19.798300653720222,4.0,220.3099195684211,219.09408002222224,60421.31857602641,154.09709815045062,0.04,-413.2230480046034,-50.739111392109315,169.75057817582416,199.74817066666662,0.085,2524.3548370845538,95.9792916982899,420.8072329380607,233.90159190317564,0.0,0.0,326.1233143944378,315.5559332,104356.69544143231,305.71003998663514,0.39,-167.3730170712162,-80.14353003330464,122.50224395604396,203.62660933333322,0.29,766.9586237812664,186.83953726824836,354.978051627795,309.22658036640496,0.0
P-146p427721311_VX-0p978546391515_LS-4p61745657385e-05_ST-377p807319924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p92988441309e-06_H-c321cc4e90,210,0,146.427721311,0.978546391515,4.61745657385e-05,377.807319924,19.971997632948,4.0,118.1458009054945,107.75932299777776,2852.532544378814,227.28895325185914,0.055,-151.56249607522892,-39.268928873603095,110.37018872928178,106.30375048351648,0.025,4259.2962879134075,33.15214950823069,222.7718680710226,-1.5272995333354495,0.0,0.0,353.0644082736842,347.904179120879,130012.42789636645,5834.9208937040075,0.52,-817.0662600648369,-1293.9771766683727,171.65353447513814,284.35914329670334,0.21,1683.0337429121018,439.4673702561271,915.7953910818768,729.9735476459402,0.0
P-149p217972816_VX-0p206404715799_LS-4p87379527164e-05_ST-365p118947745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p33721433367e-05_H-b40dbd8ddd,211,0,149.217972816,0.206404715799,4.87379527164e-05,365.118947745,20.68794511287424,4.0,188.31786820666665,186.12880667416667,55972.40155819929,221.00090526944717,0.23,-821.9247429575285,27.03206018578367,116.73935277777775,159.65667320000006,0.14,1763.4198319104353,117.84288185795172,373.44907572931515,251.74800009585505,0.0,0.0,220.04079999999996,206.31002599999997,4977.760806241841,254.8236111112248,0.97,74.60466538405784,42.61487968228738,79.45860066666673,130.3288823333333,0.31,589.6023786427991,152.8699970092546,299.5609452360659,243.136571330266,0.015
P-149p254341218_VX-0p887957223036_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p10571289147e-06_H-306f9d252b,212,0,149.254341218,0.887957223036,4.5e-05,300.0,20.07833979573192,4.0,112.89916863234996,112.3718141252527,1894.09367913576,240.95445615503246,0.015,-57.673173077285306,-58.96816096282818,107.25922016879122,107.48442656054945,0.005,5758.16401445269,15.17256528212851,22.77223426381797,6.595554285507756,0.0,4.0,348.13870000000003,341.88857623161056,137733.83320151494,43618.775813371605,0.89,-1669.4631199580306,-1863.1101906153042,229.3293387648351,302.27869054505476,0.105,5807.400753916749,193.06769224542086,609.9758165691348,447.16364342183147,0.0
P-149p73987868_VX-0p504680707931_LS-6p9723584777e-05_ST-320p536129041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p55875770008e-06_H-95ed9fb76f,213,0,149.73987868,0.504680707931,6.9723584777e-05,320.536129041,19.70727218499421,0.0,176.54737683944444,175.53022181750006,219780.21977990153,180.55128312853037,0.0,-228.52584883779483,-122.27585540166571,173.13577575824178,174.6530304,0.03,2726.3923834633824,15.950448507566488,303.6115515967595,15.553412929961743,0.0,0.0,371.4000405222222,361.39776283611144,24621.37345664375,3576.087037065342,0.85,-608.4649922324872,-917.3325987197112,182.3591501098901,296.46674042105263,0.21,1032.8597900413404,284.4418678223801,488.5043129887235,403.86549406084833,0.0
P-149p779509657_VX-0p251536582152_LS-4p84927831067e-05_ST-381p35096431_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91786044071e-05_H-6af407d4ba,214,0,149.779509657,0.251536582152,4.84927831067e-05,381.35096431,20.600391058659632,4.0,187.67202702222224,185.72401519789474,1751.4159745982133,257.7283638173766,0.18,-248.1832180884242,-81.25322948114535,133.52931595604397,163.94688208888888,0.105,1323.7139117168826,80.5312135835612,374.8561524757863,231.60941077055006,0.005,0.0,253.1493662,240.4955662,6175.127777727534,253.86881618365692,0.595,153.89511543171085,155.8868560359586,94.90821164835164,155.04610088888882,0.3,593.3191224455469,159.83390640707688,306.0577903107804,260.38510828558,0.005
P-151p505871803_VX-0p995509859725_LS-6p72580848008e-05_ST-301p996554082_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p84587928074e-06_H-73846c96ef,216,0,151.505871803,0.995509859725,6.72580848008e-05,301.996554082,19.433334497523145,4.0,141.55951124615387,126.98758571666666,787.0125608534975,175.24223742046476,0.705,-303.9580156226576,-127.69273034594515,133.88587163736264,124.94042527472524,0.02,5008.140468059197,24.176023641850964,424.7887185349753,4.595545766388938,0.0,0.0,378.7563385714286,375.22276975555553,150397.03515319206,20368.88067571047,0.735,-1229.7732202496416,-1542.2383534708895,179.83942615384612,297.6901074725274,0.21,1691.0197999685276,499.7982207347371,1019.8255905153367,778.6164709094303,0.005
P-151p630328889_VX-0p596649793105_LS-5p54888002616e-05_ST-323p086654154_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p0798550665e-05_H-bf889bf790,217,0,151.630328889,0.596649793105,5.54888002616e-05,323.086654154,19.978652018293502,4.0,144.65787023076922,141.62050887999996,2250.55391860827,198.25883575055644,0.105,-271.74728765541647,-118.60929494111073,138.71474575824175,138.79114420994475,0.04,2955.1062773892504,32.809584817607714,489.4614122593536,43.78999843944791,0.0,0.0,336.70434400000033,327.55506480000025,74463.10114737508,867.2145770518637,0.675,-237.56611712399803,-783.6701563850977,121.80348373626371,210.63684828729285,0.295,1102.2636790814993,372.10951790410604,583.4428583162604,534.3771753098971,0.0
P-153p721476211_VX-0p579411174254_LS-7p49286492013e-05_ST-383p484527945_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32590191107e-06_H-8daf8adcd4,218,0,153.721476211,0.579411174254,7.49286492013e-05,383.484527945,19.55647518469836,4.0,177.48472100274725,172.96943359722223,412563.42908517097,221.51774691344949,0.01,-69.94538734703954,-33.05835299845785,171.25032571428574,170.71302208791207,0.035,2892.8935521178396,26.034295047422123,319.96048325292446,26.034295047422123,0.0,0.0,388.29600875000096,382.66429222222223,170150.6558666657,7199.373071038198,0.855,-797.9939017025058,-1144.866350793132,190.00977857142848,308.97153296703294,0.215,1025.342089107856,302.01028858383887,595.5501030839314,452.3354428111033,0.0
P-158p404299584_VX-0p530960738208_LS-8p44011119013e-05_ST-377p174397227_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p08564467365e-06_H-fa25be35ef,220,0,158.404299584,0.530960738208,8.44011119013e-05,377.174397227,19.451579196154245,4.0,194.91460826685085,190.3110271722222,984.9907898893172,138.21689992419067,0.115,-180.29783288896073,-50.49405866683627,187.05241047513812,187.48023680000003,0.035,3133.686410373438,19.93268096363122,299.8466761598816,62.27118394055969,0.0,0.0,395.5271244083336,386.9795766611112,48109.729165914236,18528.584316237822,0.9500000000000001,-873.2763135054585,-1009.3904721639655,194.43598397790052,314.59709666665935,0.21,1086.5442729944505,311.77828904302305,564.5211460067026,431.075972382663,0.0
P-159p365045029_VX-0p465685970522_LS-5p71815338387e-05_ST-335p270795676_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03591710045e-05_H-312d3c9a86,222,0,159.365045029,0.465685970522,5.71815338387e-05,335.270795676,20.107238648940612,4.0,173.26911701388892,168.01825198333336,2206.2933183053506,157.27121858612267,0.135,-36.95730860032839,-16.43162034530439,162.20882956043954,162.61487266666666,0.05,1973.8038644895776,12.883014866972744,330.63934460836947,19.066574597822985,0.0,0.0,362.668921888889,358.62494702777803,87361.83950641374,436.09092900020556,0.64,-304.8144849656649,-810.3194478399173,167.89370989010996,271.0931866666666,0.225,1048.9130811366092,225.78077707514947,434.5086108747276,354.1006473915528,0.0
P-160p556282667_VX-0p957190479289_LS-5p53708249108e-05_ST-363p791890923_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03987524677e-06_H-0590129dfb,223,0,160.556282667,0.957190479289,5.53708249108e-05,363.791890923,19.8027075802586,4.0,135.43204256923076,122.61531174999996,2063.733244777871,262.25686305756335,0.075,-41.85044722508679,0.0,130.51089186813186,122.21691613259665,0.025,4731.420294473623,45.7022974924028,365.17010092473674,5.44300851402468,0.0,0.0,387.5057676500002,382.05681852777786,137312.65198016923,10466.517962999787,0.75,-975.964571860177,-1338.2502113266598,181.49754824175736,303.96950320441994,0.23,1609.9536947895951,485.07887808006365,969.0918158784821,768.2094086813884,0.0
P-161p701140241_VX-0p559592851831_LS-7p43216837725e-05_ST-378p872335114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p15136442488e-05_H-bf889bf790,224,0,161.701140241,0.559592851831,7.43216837725e-05,378.872335114,19.636684435138676,4.0,159.59746294945055,150.9502153388889,1793.5527110250775,181.7164164851548,0.2,-675.2442941671184,-97.99572702531667,144.88042178021976,152.54448812087912,0.045,3016.55712825472,59.58735413816878,531.4345456559018,205.08562842238246,0.005,0.0,345.8839754333335,336.55865466666677,25262.77988855798,468.01948588997675,0.72,-325.40816326497537,-706.3127943488072,119.26058219780221,202.74420274725273,0.325,1133.0242429504717,347.81838448221316,594.4061112902328,532.2293596120671,0.015
P-163p341658752_VX-0p941874162971_LS-5p45765866009e-05_ST-310p281913475_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p12183133657e-06_H-b40dbd8ddd,226,0,163.341658752,0.941874162971,5.45765866009e-05,310.281913475,19.84964424825378,4.0,134.76959476043956,119.51784871333334,22851.877564181763,213.40532544358166,0.05,-168.89023064873854,-77.61046219878699,127.02907257142857,119.60381480662984,0.025,4647.051305939549,30.949876488188423,286.8900121430978,0.9775195349873386,0.0,0.0,380.4409239473684,372.7218664505494,58626.58974182133,1863.68654562771,0.715,-985.1261924892597,-1398.421084408381,180.52584571428565,303.2226867403316,0.22,1677.3447268708683,487.37430712112786,912.4525710818956,763.8634097528725,0.0
P-166p164223082_VX-0p514604075971_LS-6p70362084208e-05_ST-302p957496397_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p25202137351e-05_H-bf889bf790,227,0,166.164223082,0.514604075971,6.70362084208e-05,302.957496397,19.860571814792568,4.0,159.6287646088398,158.70663048666668,3061.2293875541927,161.85069724974878,0.21,-765.0135188478756,-175.8181161982862,143.5696789340659,154.80753903296704,0.065,3219.8155676330016,29.42900439330576,593.621511026312,215.5954691151855,0.0,0.0,339.40810954736855,323.32944844444455,97551.49459685701,324.18176826186084,0.545,-108.61007124683375,-419.2773930634769,109.57056670329669,186.1677896703297,0.355,1026.7922577285922,385.8971119042194,591.7580765691986,514.4683788343759,0.005
P-166p614725594_VX-0p931765035172_LS-5p67575778907e-05_ST-364p064697506_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17740033261e-06_H-0744488b5e,228,0,166.614725594,0.931765035172,5.67575778907e-05,364.064697506,19.81610348598448,4.0,141.4109123653846,127.18717854277777,1398.629777503258,146.48639177707645,0.065,-272.1566990691783,5.117424429923262,134.8572112967033,123.31979576795581,0.03,4441.177386603699,25.750874892625784,358.43262986241086,-12.730843375716182,0.0,0.0,397.75733484166665,392.28852997777796,165529.011995456,1640.4629629466585,0.8200000000000001,-919.3343342571916,-1402.5045284363357,182.45131428571423,305.9822792265191,0.225,1749.2087097942988,445.3388177788854,917.9115575461644,756.7354366183152,0.0
P-167p779770961_VX-0p390580196452_LS-6p45833025222e-05_ST-394p852870083_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23511653864e-05_H-73ae961aa0,230,0,167.779770961,0.390580196452,6.45833025222e-05,394.852870083,20.06404519659045,4.0,199.07130871777775,197.07285539555556,15411.6805325428,158.29278230022197,0.265,-356.0808486673157,-49.5124594138279,175.83356992307694,188.99965050526316,0.06,2012.0237034332583,32.15834026203383,373.8581119779745,156.9876984948277,0.0,0.0,366.90600000000006,359.1015519578947,61723.608155988535,320.61266809887064,0.495,0.0,-137.6246457913661,149.0449558241758,244.2354854736842,0.265,809.4935354859239,230.31346228411445,406.71216985819194,330.99132905797035,0.0
P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,232,0,171.382540224,0.233605939402,6.18629013601e-05,355.188153249,20.406842771371704,4.0,219.90410182499994,217.83730616111112,79861.11111078653,231.76234557027345,1.0,-863.0581967185948,-99.26967592544997,145.96449316483515,188.81209056666665,0.125,1385.1948461301458,94.95633022092701,389.2898023769596,284.03109449911625,0.02,0.0,264.8007,250.46389865000006,43356.92777839736,289.3899790438911,0.23,-55.068462425511726,52.74475900790677,94.3203597802198,156.37629066666665,0.32,536.3435923147764,168.78864981968422,298.1116284455249,268.4553352000539,0.035
P-171p875575389_VX-0p916897438596_LS-6p66389080354e-05_ST-338p337187717_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2613524697e-06_H-30d8d23b36,233,0,171.875575389,0.916897438596,6.66389080354e-05,338.337187717,19.614483564267076,4.0,151.78889023846156,139.67521538277776,123042.60906029778,186.100841398445,0.075,-207.41758241724816,-37.883890834755825,147.28055507692306,138.72811331491712,0.025,4315.68887381317,31.28869862687307,493.87271754062397,11.316945541841186,0.0,0.0,418.63644791666655,413.0188026444439,119098.95478156046,5179.212273955491,0.91,-1293.956043955375,-1524.1251407206876,182.30243296703293,314.7906163535912,0.23500000000000001,1968.8974261004223,449.65556245467724,912.0906964961398,766.3097605388912,0.0
P-173p720948038_VX-0p230617607979_LS-6p23730108092e-05_ST-383p499521736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09182665855e-05_H-eb41f0639c,234,0,173.720948038,0.230617607979,6.23730108092e-05,383.499521736,20.414514266193482,4.0,220.4883,218.1029384,1133.7817986430016,189.8392348729591,0.395,-805.6275116153057,-129.83516483497095,145.17055820994472,188.9449236888889,0.13,1463.3506795738604,111.54488303010237,407.7220666712407,269.1298036451607,0.02,0.0,261.13763400000005,247.70773000000003,2574.4702781600836,244.29586461884747,0.615,42.93727007351257,88.04074074077765,93.39915359116024,153.86230577777772,0.315,597.8913479604497,174.0272943733621,305.18026850360314,260.6799634465002,0.0
P-174p128102602_VX-0p994422815088_LS-7p40414236536e-05_ST-367p557277174_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p85117651146e-06_H-6705b84f8a,235,0,174.128102602,0.994422815088,7.40414236536e-05,367.557277174,19.428916411338076,4.0,158.1838166857143,138.61507630165747,2951.406482436758,198.6521559556217,0.66,-264.7662269054037,-129.78021978021158,149.54702923076923,144.27694835164837,0.025,5973.5534092148155,64.86032357122896,514.1852821039001,3.5955578495493223,0.0,0.0,442.5451740276245,439.7203704615383,132024.51499189902,16959.020810341943,0.5750000000000001,-1184.7260923339954,-1379.2740912942156,187.4182292307692,315.94931824175825,0.25,1538.9686095514005,493.2074441944327,991.013843657507,813.0703543806584,0.01
P-176p31832051_VX-0p578189015568_LS-5p80825678862e-05_ST-392p957182722_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p34350095405e-06_H-568de84222,236,0,176.31832051,0.578189015568,5.80825678862e-05,392.957182722,20.076685687550818,4.0,165.92164369423077,159.81982548472223,1592.3863484998285,187.91669875695084,0.065,-79.8440394914566,-43.060675422496075,161.34851402197802,158.2625342762431,0.035,2817.542795404225,16.156995662734914,316.43342867077683,13.294111198919548,0.0,0.0,399.0221758555555,393.98696054166663,48123.61302665487,576.2395845910723,0.75,-383.8292092893713,-1171.7811248683852,184.04547208791212,306.6194868508287,0.225,1069.141275166236,297.4371924011246,570.7677811996954,465.60681713339693,0.0
P-176p64993117_VX-0p775213670345_LS-6p57722012124e-05_ST-360p022077993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p222956054e-06_H-5731c00627,237,0,176.64993117,0.775213670345,6.57722012124e-05,360.022077993,19.745448200457034,4.0,160.52756945494505,149.71967746666664,178118.24556261674,149.26021969250849,0.045,-34.84301412960026,-21.567926579406933,155.31172058563536,146.92349857458564,0.03,3505.5135288635565,19.731408897455886,456.35672625326816,1.9324249126454773,0.0,0.0,417.74874760000006,413.2315583999996,119571.17619431322,10535.902524042256,0.28500000000000003,-738.7127158560678,-1455.079515254188,186.77319546961323,315.7271569060773,0.23500000000000001,1651.7803672412342,415.6849191625553,789.4928921537958,643.301281601096,0.0
