tau,has_keyhole,metric,median,q25,q75,n
0.265,1,dWdt_um_per_ms,-60.66483533171812,-614.7641865091098,314.7173530957066,70
0.265,1,dWdt_robust_um_per_ms,373.2675587442484,274.841701290678,539.1844976708553,70
0.27,0,width_um,223.13057947252747,183.5976360340034,238.84490889803305,280
0.27,0,dWdt_um_per_ms,-1123.214317074909,-1590.2834839009352,-354.54144969517694,280
0.27,0,dWdt_robust_um_per_ms,377.781524252812,269.0564765530019,596.381379624079,280
0.27,1,width_um,226.57547028453035,181.0849551729285,234.80932451098903,70
0.27,1,dWdt_um_per_ms,-39.49539912709785,-726.7904846976452,429.23785556679354,70
0.27,1,dWdt_robust_um_per_ms,368.4081584399049,257.94131060520994,523.4445722777085,70
0.275,0,width_um,227.2384810254765,185.5200325151592,242.13599776785713,280
0.275,0,dWdt_um_per_ms,-1150.727521473238,-1548.973807472376,-338.87945264650557,280
0.275,0,dWdt_robust_um_per_ms,410.83584361601726,271.8190124492872,575.7810476777436,280
0.275,1,width_um,231.30563736263736,181.67053953229401,238.33208228021977,70
0.275,1,dWdt_um_per_ms,110.20790438186914,-423.38625241441304,550.2907254126674,70
0.275,1,dWdt_robust_um_per_ms,387.048032212434,256.02735621108815,536.8664575111331,70
0.28,0,width_um,229.5051301538461,188.26266997252742,245.28418267861696,280
0.28,0,dWdt_um_per_ms,-1199.373430175292,-1656.0607813125193,-401.8002590416685,280
0.28,0,dWdt_robust_um_per_ms,409.97511687870167,279.0959546383463,565.951811198712,280
0.28,1,width_um,234.1179637829518,184.31718982033777,240.70108214589277,70
0.28,1,dWdt_um_per_ms,134.52994100124934,-544.5699955496422,514.0654411299861,70
0.28,1,dWdt_robust_um_per_ms,387.9810554828339,284.5150199835579,574.9345594378644,70
0.28500000000000003,0,width_um,232.24531003571425,190.59999452541206,248.499548767265,280
0.28500000000000003,0,dWdt_um_per_ms,-1162.4863919307572,-1613.5145372136826,-335.8345993728794,280
0.28500000000000003,0,dWdt_robust_um_per_ms,406.07369254997263,261.7444214794405,571.2083711439326,280
0.28500000000000003,1,width_um,236.43577749862635,186.47013548645234,244.3462904423077,70
0.28500000000000003,1,dWdt_um_per_ms,12.280132349809204,-424.8285588720483,456.0865519759377,70
0.28500000000000003,1,dWdt_robust_um_per_ms,365.6361188954374,264.73188745533383,589.1007335792968,70
0.29,0,width_um,234.9580982707182,192.0547523604062,252.44327010451698,280
0.29,0,dWdt_um_per_ms,-1133.979440893331,-1616.5051618019843,-273.90988435024127,280
0.29,0,dWdt_robust_um_per_ms,403.50294184054127,257.1978202730137,571.4926821392646,280
0.29,1,width_um,240.9705745521979,186.9479741546346,248.1007745412088,70
0.29,1,dWdt_um_per_ms,-123.77320611825502,-672.0855091813888,449.08983166554094,70
0.29,1,dWdt_robust_um_per_ms,379.34280398081023,271.9771476804538,562.0996802257439,70
0.295,0,width_um,237.43059734380122,194.65128776381218,255.3660762307693,280
0.295,0,dWdt_um_per_ms,-1168.457632666099,-1530.553942402058,-138.68876638619716,280
0.295,0,dWdt_robust_um_per_ms,376.4262626963273,256.007330570191,558.7052454591413,280
0.295,1,width_um,241.93749825824176,190.1880185168168,252.73252195260983,70
0.295,1,dWdt_um_per_ms,-206.4217926721903,-771.9130660845724,277.3327182396084,70
0.295,1,dWdt_robust_um_per_ms,356.5991534562028,268.70836166708864,588.2001002024349,70
0.3,0,width_um,240.02563085969285,194.51166008287296,258.73541725138114,280
0.3,0,dWdt_um_per_ms,-1171.2371924067952,-1672.494883880967,-414.8886955925743,280
0.3,0,dWdt_robust_um_per_ms,363.8872234195181,249.37402110843198,559.5642784947456,280
0.3,1,width_um,245.1061809065935,192.14090375,256.3919704019185,70
0.3,1,dWdt_um_per_ms,-53.0260434141399,-632.4322131778083,392.50610442690424,70
0.3,1,dWdt_robust_um_per_ms,373.20282984398773,264.22469673880806,537.4044916328602,70
0.305,0,width_um,242.96375717773662,197.74893896771985,262.230764470763,280
0.305,0,dWdt_um_per_ms,-1147.63577044246,-1611.9959059018388,-389.9475237404562,280
0.305,0,dWdt_robust_um_per_ms,370.0499526236378,258.537480867181,560.3977801278991,280
0.305,1,width_um,248.84834848901102,195.32349872939562,259.2492766387354,70
0.305,1,dWdt_um_per_ms,83.53455054776232,-254.0750136600732,391.4253682917854,70
0.305,1,dWdt_robust_um_per_ms,360.89284322179867,265.7159678945469,523.8168389524606,70
0.31,0,width_um,246.3942041813188,198.28696810762858,265.52862173791823,280
0.31,0,dWdt_um_per_ms,-1201.0862493059294,-1607.2730872890065,-398.3459692927843,280
0.31,0,dWdt_robust_um_per_ms,374.06249267096655,254.5220726325336,567.9753656436276,280
0.31,1,width_um,253.5090830581932,198.95614652472517,262.3889927384494,70
0.31,1,dWdt_um_per_ms,-125.30957404765849,-540.7860784107828,193.92249931851575,70
0.31,1,dWdt_robust_um_per_ms,385.0368258019453,275.5266685208112,559.4801982706331,70
0.315,0,width_um,249.608115081357,200.44366160746907,269.1106445563186,280
0.315,0,dWdt_um_per_ms,-1172.6420707436444,-1636.8312817842152,-327.5214027127631,280
0.315,0,dWdt_robust_um_per_ms,375.8886866918732,254.9338254049019,556.8579728603393,280
0.315,1,width_um,256.17484610576923,199.15410271480937,265.63011469909236,70
0.315,1,dWdt_um_per_ms,-1.7046202335207674,-520.3807620883285,365.8469456201248,70
0.315,1,dWdt_robust_um_per_ms,373.58749372453605,266.31881749834497,598.4703908403708,70
0.32,0,width_um,252.2399191202339,203.1194047362638,272.7433561138364,280
0.32,0,dWdt_um_per_ms,-1150.1181774867773,-1599.0463679955237,-392.98791719699307,280
0.32,0,dWdt_robust_um_per_ms,377.3043543890577,252.84186591013548,557.9699218531131,280
0.32,1,width_um,258.9467583626375,202.78878674175823,270.0014412527472,70
0.32,1,dWdt_um_per_ms,-147.14749506291662,-628.6145647427354,404.2267554325524,70
0.32,1,dWdt_robust_um_per_ms,335.1885817234963,253.69097568796002,601.3785758589013,70
0.325,0,width_um,254.47858744892537,205.0673171978022,275.59650470736716,280
0.325,0,dWdt_um_per_ms,-1242.1608138331317,-1679.1060061642459,-534.9990492786518,280
0.325,0,dWdt_robust_um_per_ms,346.86846875952835,238.70328567004856,529.9601248894442,280
0.325,1,width_um,260.697020558861,206.00850710054792,273.44887073265136,70
0.325,1,dWdt_um_per_ms,-207.0916205496162,-638.0460316982455,370.601583076832,70
0.325,1,dWdt_robust_um_per_ms,337.4648078304318,261.8151125607129,545.7250268945065,70
0.33,0,width_um,257.984883319167,207.25562848980013,278.86588466071424,280
0.33,0,dWdt_um_per_ms,-1220.3534152112065,-1591.081292723855,-554.4170177729812,280
0.33,0,dWdt_robust_um_per_ms,360.2739930425753,235.79330513229172,531.5931447251671,280
0.33,1,width_um,263.5277114285715,205.93095678176792,277.4952237815934,70
0.33,1,dWdt_um_per_ms,-139.10060761316612,-662.8547273679649,198.32208286558426,70
0.33,1,dWdt_robust_um_per_ms,347.1350229931177,257.25177448381305,508.5158681937571,70
0.335,0,width_um,258.3488826317468,208.62251646986363,281.380448017527,280
0.335,0,dWdt_um_per_ms,-1188.0882394863752,-1650.9428067984782,-472.7132973961465,280
0.335,0,dWdt_robust_um_per_ms,367.06409056394295,241.2644573864608,525.3227689750101,280
0.335,1,width_um,266.5796766158552,208.4654918138736,279.9805453957182,70
0.335,1,dWdt_um_per_ms,17.65052771855477,-466.03120410188257,332.9610239925479,70
0.335,1,dWdt_robust_um_per_ms,356.48020932407024,240.44394297571392,506.07784996013936,70
0.34,0,width_um,262.6716342538705,210.74299873611915,284.53501221709365,280
0.34,0,dWdt_um_per_ms,-1115.3973742658839,-1578.653086669424,-240.3210578106897,280
0.34,0,dWdt_robust_um_per_ms,341.33136567274937,236.20442162093264,531.3839514320032,280
0.34,1,width_um,272.47173637781566,210.31624486808636,283.2515134129075,70
0.34,1,dWdt_um_per_ms,71.4843995247665,-466.0521624464132,337.1059369044618,70
0.34,1,dWdt_robust_um_per_ms,358.1717480368713,240.3175410207493,521.2490619953888,70
0.34500000000000003,0,width_um,265.29723223920064,211.18697452762433,287.8472614014556,280
0.34500000000000003,0,dWdt_um_per_ms,-1259.079828343532,-1646.4339977091322,-453.60609615266475,280
0.34500000000000003,0,dWdt_robust_um_per_ms,327.55917940613153,233.60035520666722,544.3373434570844,280
0.34500000000000003,1,width_um,273.5197971002747,210.81568165551744,286.4551137357018,70
0.34500000000000003,1,dWdt_um_per_ms,-14.819615996938934,-446.32922752614843,382.7798217476385,70
0.34500000000000003,1,dWdt_robust_um_per_ms,355.4917029886893,241.25911863280731,550.3049668598301,70
0.35000000000000003,0,width_um,267.3882721225182,214.0900697485461,291.09052230162104,280
0.35000000000000003,0,dWdt_um_per_ms,-1112.2402763129296,-1592.8225946994346,-346.2771839805383,280
0.35000000000000003,0,dWdt_robust_um_per_ms,322.24972118979525,230.3818120317803,496.89280023761387,280
0.35000000000000003,1,width_um,276.60948214004907,214.24481892361112,290.4941226717034,70
0.35000000000000003,1,dWdt_um_per_ms,24.67926405334387,-456.7682245457632,277.57088598218854,70
0.35000000000000003,1,dWdt_robust_um_per_ms,368.6028819438892,238.86197020770246,583.5750402764813,70
0.355,0,width_um,269.2606061950549,216.00797204508558,294.91278470441995,280
0.355,0,dWdt_um_per_ms,-1164.0931754336839,-1631.3221267820172,-470.2889847069967,280
0.355,0,dWdt_robust_um_per_ms,332.83066994776493,218.79251754763433,520.2549849117452,280
0.355,1,width_um,279.6067145933762,216.56752269375002,294.05738314403726,70
0.355,1,dWdt_um_per_ms,-256.07060426790974,-960.5049812700804,296.9213163179172,70
0.355,1,dWdt_robust_um_per_ms,341.7751176917004,263.53322899208655,560.4472520047854,70
0.36,0,width_um,270.8862872747253,216.9237861333333,297.90768373571734,280
0.36,0,dWdt_um_per_ms,-1163.4513349838207,-1637.4275239325907,-512.043411135664,280
0.36,0,dWdt_robust_um_per_ms,321.4276084232207,218.82523976586359,529.7058217460063,280
0.36,1,width_um,280.17106144435684,218.84233759999998,298.0168687032967,70
0.36,1,dWdt_um_per_ms,-252.93425411520582,-995.1613185631006,283.6868207309098,70
0.36,1,dWdt_robust_um_per_ms,351.0661231002642,248.97700563883748,509.3585423049069,70
0.365,0,width_um,273.7123446784501,218.60496007828937,299.91652096307524,280
0.365,0,dWdt_um_per_ms,-1162.764672652167,-1652.6857312964628,-517.224721041469,280
0.365,0,dWdt_robust_um_per_ms,331.44271351056676,214.70031669705492,513.4382441538448,280
0.365,1,width_um,284.3439912131322,220.6837769729167,300.58667245787296,70
0.365,1,dWdt_um_per_ms,-153.86934256603556,-1103.1230223898667,112.97261658583481,70
0.365,1,dWdt_robust_um_per_ms,336.9129117362123,238.28216856420923,503.64021692011704,70
0.37,0,width_um,275.11849524391357,219.4557842159323,303.659936303488,280
0.37,0,dWdt_um_per_ms,-1230.1585023611806,-1648.046745422769,-599.0272209016516,280
0.37,0,dWdt_robust_um_per_ms,340.63444551826603,211.8378814274789,521.3665054652008,280
0.37,1,width_um,285.7777592087913,222.17218926388878,304.0157043667583,70
0.37,1,dWdt_um_per_ms,-136.35013555249753,-713.5986045889524,328.2175996285432,70
0.37,1,dWdt_robust_um_per_ms,353.8327310820034,244.8517196279408,519.9821757107783,70
0.375,0,width_um,279.2440000343406,220.75295109890112,306.49523255105566,280
0.375,0,dWdt_um_per_ms,-1255.1719567229784,-1618.1117575036214,-531.9951221795706,280
0.375,0,dWdt_robust_um_per_ms,323.212225200024,198.3592353929349,515.3102607490868,280
0.375,1,width_um,292.3056713891081,225.30102565789474,306.7079472789296,70
0.375,1,dWdt_um_per_ms,20.98013814180242,-414.5088905391106,454.03689459878785,70
0.375,1,dWdt_robust_um_per_ms,378.42135632489885,249.5981485408485,545.5041036320006,70
0.38,0,width_um,281.618778198895,222.71140627772536,310.29785011813107,280
0.38,0,dWdt_um_per_ms,-1183.2279471464499,-1626.3189142658512,-368.62097390585103,280
0.38,0,dWdt_robust_um_per_ms,309.6665242793013,197.47761605160233,483.21546981698054,280
0.38,1,width_um,294.72131137161165,227.74488405,311.15913978184386,70
0.38,1,dWdt_um_per_ms,-103.64253475567108,-599.4792979259078,314.2121353989734,70
0.38,1,dWdt_robust_um_per_ms,340.72795053278605,252.07712776901212,562.2437629579424,70
0.385,0,width_um,283.12623306162334,222.68825507296054,313.0483317864011,280
0.385,0,dWdt_um_per_ms,-1193.2334494126067,-1618.0174785004217,-394.51695413387563,280
0.385,0,dWdt_robust_um_per_ms,304.1551552932098,204.3408964842512,488.27701479014695,280
0.385,1,width_um,295.9415642576007,228.76069407222224,314.045282720467,70
0.385,1,dWdt_um_per_ms,57.299195905325305,-625.0366456313569,435.59246552036507,70
0.385,1,dWdt_robust_um_per_ms,319.59547690147195,218.9557875827845,550.9748152186869,70
0.39,0,width_um,284.79888679685564,224.2918299992199,315.67311615162254,280
0.39,0,dWdt_um_per_ms,-1257.5344024799838,-1698.691312872335,-707.7726918981723,280
0.39,0,dWdt_robust_um_per_ms,309.1016984112632,198.93552707645895,482.1764081457419,280
0.39,1,width_um,299.06816463893483,231.40430531754382,317.6753143681318,70
0.39,1,dWdt_um_per_ms,-39.0710095000043,-875.5571263415989,280.32546090218034,70
0.39,1,dWdt_robust_um_per_ms,344.4019604664425,226.1853496597388,516.2605517680423,70
0.395,0,width_um,285.75678936454585,226.27961082603017,318.54608385027456,280
0.395,0,dWdt_um_per_ms,-1219.1423756810796,-1686.623946925103,-359.4443189654054,280
0.395,0,dWdt_robust_um_per_ms,311.7430743450981,196.2036789043267,469.3979985341469,280
0.395,1,width_um,301.8693283124999,233.43824970486108,321.70257268853595,70
0.395,1,dWdt_um_per_ms,-162.09507100299447,-607.0882591359288,154.76653884858064,70
0.395,1,dWdt_robust_um_per_ms,347.29728575646425,228.29753001065495,509.89904091677624,70
0.4,0,width_um,288.52562768321286,227.5659419707601,321.7578344147289,280
0.4,0,dWdt_um_per_ms,-1281.4270770339813,-1681.5180075696994,-656.4566565212581,280
0.4,0,dWdt_robust_um_per_ms,291.1253715012533,190.2196325069625,481.10466587843416,280
0.4,1,width_um,304.21187659340654,236.81788325000002,324.93648771978025,70
0.4,1,dWdt_um_per_ms,-49.255445843964495,-554.7899313235213,321.14522087847337,70
0.4,1,dWdt_robust_um_per_ms,341.7054748661792,249.42386514654214,492.0468862652133,70
0.405,0,width_um,289.6813098348613,229.3871714053189,323.7522564954542,280
0.405,0,dWdt_um_per_ms,-1198.8260482797027,-1683.9988271165398,-419.80526469397046,280
0.405,0,dWdt_robust_um_per_ms,301.8336499471001,178.9982018477854,478.4844569705531,280
0.405,1,width_um,306.2978931638886,239.8504387125,327.73554422184066,70
0.405,1,dWdt_um_per_ms,-90.22711474673756,-736.8505244643409,265.7854698441139,70
0.405,1,dWdt_robust_um_per_ms,337.0234386364345,246.64165555145098,513.0758909382876,70
0.41000000000000003,0,width_um,292.4588571342055,231.312547173611,326.78301533839783,280
0.41000000000000003,0,dWdt_um_per_ms,-1233.0326134344027,-1700.3738425873105,-595.9757177167644,280
0.41000000000000003,0,dWdt_robust_um_per_ms,292.85315540299587,173.03386523577174,476.0855737119898,280
0.41000000000000003,1,width_um,311.7395640076921,239.72918789583332,331.1418063695743,70
0.41000000000000003,1,dWdt_um_per_ms,110.42936159066019,-438.9503328932395,349.5018847798445,70
0.41000000000000003,1,dWdt_robust_um_per_ms,326.1565509112596,247.47899559066133,579.5300727296038,70
0.41500000000000004,0,width_um,293.92628501516293,231.07008866655428,330.5491527987676,280
0.41500000000000004,0,dWdt_um_per_ms,-1260.149198233859,-1622.292802479394,-580.3159387991217,280
0.41500000000000004,0,dWdt_robust_um_per_ms,281.9951523254609,175.29647941531297,473.18637955932155,280
0.41500000000000004,1,width_um,313.2399359980159,242.05278124846492,334.8797644577591,70
0.41500000000000004,1,dWdt_um_per_ms,-127.90093168235751,-647.7295984107359,298.244232253894,70
0.41500000000000004,1,dWdt_robust_um_per_ms,345.15199413881453,239.8654571268213,585.4735902099455,70
0.42,0,width_um,295.2341164364035,231.5343744310578,333.51336380754043,280
0.42,0,dWdt_um_per_ms,-1210.594300412347,-1678.7627024751437,-481.1279529635441,280
0.42,0,dWdt_robust_um_per_ms,285.0106332002656,175.35392385036008,469.5380885223676,280
0.42,1,width_um,316.7641980510989,245.35195486111107,338.58176005335133,70
0.42,1,dWdt_um_per_ms,-74.30743835855307,-482.098826910247,206.84321078342563,70
0.42,1,dWdt_robust_um_per_ms,363.961468534903,222.82130864353866,517.0017949887048,70
0.425,0,width_um,296.80692644505496,234.1836485000001,335.95422358558227,280
0.425,0,dWdt_um_per_ms,-1240.925236030217,-1664.124570279985,-649.2230594559627,280
0.425,0,dWdt_robust_um_per_ms,270.6681316853606,164.73789861832705,444.00021222734546,280
0.425,1,width_um,318.4029517328298,245.68148379861108,341.19750602678573,70
0.425,1,dWdt_um_per_ms,-35.76504629572409,-640.0751891329381,414.89641230416373,70
0.425,1,dWdt_robust_um_per_ms,337.3481527740737,232.48434924227996,479.6586380062744,70
0.43,0,width_um,298.4848062055555,235.46049262777768,338.0291487831495,280
0.43,0,dWdt_um_per_ms,-1268.121643163229,-1765.8855149851986,-711.444660937763,280
0.43,0,dWdt_robust_um_per_ms,270.8293552621544,179.34251896554613,449.3358548953692,280
0.43,1,width_um,321.4529807121701,248.22042117083333,344.71339833928573,70
0.43,1,dWdt_um_per_ms,-102.94875694342161,-1082.0771866838593,236.6765229492563,70
0.43,1,dWdt_robust_um_per_ms,333.47326039500444,230.72325244211336,485.11849927260664,70
0.435,0,width_um,300.52620333223456,236.53834822777765,341.62108528777463,280
0.435,0,dWdt_um_per_ms,-1287.7982826018065,-1698.3768031750644,-627.826967592368,280
0.435,0,dWdt_robust_um_per_ms,275.21493886197305,167.9508043396566,436.2874710299062,280
0.435,1,width_um,324.97796339999996,249.78514291944447,347.5019758090659,70
0.435,1,dWdt_um_per_ms,-106.42335860096215,-680.5634476874308,212.17321477284622,70
0.435,1,dWdt_robust_um_per_ms,346.9480628558367,228.0779841607943,522.0101708161277,70
0.44,0,width_um,302.8300375180621,236.87263420439558,345.3538955494504,280
0.44,0,dWdt_um_per_ms,-1288.5229675217224,-1802.6106324341915,-468.0915520787948,280
0.44,0,dWdt_robust_um_per_ms,254.28426336481127,154.8964382616803,433.38180457438904,280
0.44,1,width_um,330.13669313553123,253.50959020000005,351.00770660220996,70
0.44,1,dWdt_um_per_ms,-158.15182349190724,-1001.5711134645794,264.5370999853797,70
0.44,1,dWdt_robust_um_per_ms,321.2701170987856,220.40073016954136,536.1895372888953,70
0.445,0,width_um,302.7977074352335,239.55052963990656,346.8309741078297,280
0.445,0,dWdt_um_per_ms,-1306.265504767618,-1790.1646527706507,-577.1661123909422,280
0.445,0,dWdt_robust_um_per_ms,273.8247881093333,162.9476981766744,442.82527071418895,280
0.445,1,width_um,332.0004542053572,253.80215606666664,354.75270257869136,70
0.445,1,dWdt_um_per_ms,72.2598765414275,-584.7459708080867,427.8137687049414,70
0.445,1,dWdt_robust_um_per_ms,321.9497634264251,226.38886348423554,567.193088239415,70
0.45,0,width_um,303.71735459684066,238.68922527266488,349.6574834576427,280
0.45,0,dWdt_um_per_ms,-1275.196482860575,-1701.4148353721944,-490.7553249523133,280
0.45,0,dWdt_robust_um_per_ms,257.70658475562294,147.56922290504053,413.183101167336,280
0.45,1,width_um,333.43224938888875,256.1767455701754,357.88590645718233,70
0.45,1,dWdt_um_per_ms,-51.76812267969214,-642.9423966274445,292.0190972218136,70
0.45,1,dWdt_robust_um_per_ms,318.77763766036435,225.64668837326175,536.6203560482617,70
0.455,0,width_um,306.20941927348053,241.16348343333328,351.9158934431236,280
0.455,0,dWdt_um_per_ms,-1249.3254824876926,-1758.9585963458912,-574.9864285922151,280
0.455,0,dWdt_robust_um_per_ms,265.23903864546133,159.1240899505322,398.758837348182,280
0.455,1,width_um,335.66597838055543,258.31455952708336,361.5780355483425,70
0.455,1,dWdt_um_per_ms,-235.24583333280174,-920.2371191061303,122.87523148220757,70
0.455,1,dWdt_robust_um_per_ms,327.68791470601013,218.36035696487085,475.77464522657016,70
0.46,0,width_um,307.81118611965803,240.9431817693371,353.78821947747184,280
0.46,0,dWdt_um_per_ms,-1196.5823066494308,-1740.1843064791667,-535.812919731333,280
0.46,0,dWdt_robust_um_per_ms,252.30884137590732,155.87723334454344,413.7638004952406,280
0.46,1,width_um,337.588184619883,261.46617242222226,364.66560084135756,70
0.46,1,dWdt_um_per_ms,27.227115863207892,-692.7426779033694,286.77897283286853,70
0.46,1,dWdt_robust_um_per_ms,324.58364837835666,214.77509056535928,488.345534400131,70
0.465,0,width_um,309.5838790901099,241.57882857119947,356.47002412774725,280
0.465,0,dWdt_um_per_ms,-1336.017538991773,-1775.0209644175004,-748.1539886926402,280
0.465,0,dWdt_robust_um_per_ms,251.65039395070977,155.66672985745387,379.867282918809,280
0.465,1,width_um,340.3876839073099,263.5328155145833,367.46877021685077,70
0.465,1,dWdt_um_per_ms,-53.90624485187186,-459.8020215350391,327.4780445288492,70
0.465,1,dWdt_robust_um_per_ms,351.59048980467367,239.71390295171256,516.7942621952014,70
0.47000000000000003,0,width_um,311.56298145054933,242.6643651031307,360.55700095,280
0.47000000000000003,0,dWdt_um_per_ms,-1243.7606730305188,-1781.492196767726,-692.6759166543526,280
0.47000000000000003,0,dWdt_robust_um_per_ms,261.8295764730618,163.1520826843527,402.4257679359937,280
0.47000000000000003,1,width_um,343.32684596388896,264.1725398631579,371.3622123049451,70
0.47000000000000003,1,dWdt_um_per_ms,81.92586122391312,-518.6347894103469,328.8797355126125,70
0.47000000000000003,1,dWdt_robust_um_per_ms,378.7605184403085,224.39795343618803,519.5572380571936,70
0.47500000000000003,0,width_um,312.09765908302796,243.9912229802631,363.10627294840157,280
0.47500000000000003,0,dWdt_um_per_ms,-1285.9579992115996,-1842.714888074059,-653.7611509997035,280
0.47500000000000003,0,dWdt_robust_um_per_ms,238.91275639700308,155.41017847098965,408.2002626329546,280
0.47500000000000003,1,width_um,349.0986836527777,267.58039561111116,374.0797546438437,70
0.47500000000000003,1,dWdt_um_per_ms,-90.28860832387639,-646.5651688819332,246.74918578213854,70
0.47500000000000003,1,dWdt_robust_um_per_ms,357.14978146116744,242.77675017553895,525.3877617433277,70
0.48,0,width_um,314.3383772064776,246.22219840701754,365.13792138115474,280
0.48,0,dWdt_um_per_ms,-1219.2454779322675,-1728.5590351402577,-556.37673068,280
0.48,0,dWdt_robust_um_per_ms,235.69767448933823,139.64144654761338,396.352252572332,280
0.48,1,width_um,351.5433998,269.1922913500007,377.2726866043957,70
0.48,1,dWdt_um_per_ms,-129.94400584818555,-838.7121282798556,118.30867644000615,70
0.48,1,dWdt_robust_um_per_ms,364.6843119042697,227.8574468629081,538.5628358383838,70
0.485,0,width_um,314.7320445416667,246.2610758625232,367.9916085618056,280
0.485,0,dWdt_um_per_ms,-1221.1797280763637,-1735.504631752511,-517.7965532960958,280
0.485,0,dWdt_robust_um_per_ms,215.68649496858927,136.4023192616383,391.09611021613097,280
0.485,1,width_um,353.5715923291666,271.27642757569447,380.67018574052497,70
0.485,1,dWdt_um_per_ms,-42.56084055487534,-772.9220120657802,385.0048674667883,70
0.485,1,dWdt_robust_um_per_ms,331.0068027045771,207.69460478630268,497.0687810981002,70
0.49,0,width_um,316.99952830384615,247.4317154889503,369.36133698917797,280
0.49,0,dWdt_um_per_ms,-1270.6714221685693,-1860.6607731797535,-772.9320326025684,280
0.49,0,dWdt_robust_um_per_ms,229.97647308787464,119.97214400686259,384.14943481585,280
0.49,1,width_um,357.2199843805555,273.0563140574561,383.51082120019277,70
0.49,1,dWdt_um_per_ms,-87.27442594853358,-687.7067674900726,172.60404137687112,70
0.49,1,dWdt_robust_um_per_ms,319.26734153054446,207.30027729489865,468.97418312246543,70
0.495,0,width_um,318.1112938901098,246.42689290262427,371.68931266483514,280
0.495,0,dWdt_um_per_ms,-1305.2512784585529,-1725.0126016666109,-638.9303566168965,280
0.495,0,dWdt_robust_um_per_ms,222.48436481641704,143.60844034633453,366.89247522369027,280
0.495,1,width_um,358.33223298472205,275.4974961777778,387.3176719072802,70
0.495,1,dWdt_um_per_ms,-147.45816583872937,-752.8266386831265,134.6761561260958,70
0.495,1,dWdt_robust_um_per_ms,317.97654211501373,217.89994738238698,514.8659401321947,70
0.5,0,width_um,318.38860208333324,245.76442977670342,375.2852975961538,280
0.5,0,dWdt_um_per_ms,-1275.151357497917,-1782.9707961921106,-604.4772028579789,280
0.5,0,dWdt_robust_um_per_ms,228.7851292282591,138.57568519807603,371.43813618484467,280
0.5,1,width_um,362.07332166666663,277.6737375,390.72091250000005,70
0.5,1,dWdt_um_per_ms,-23.927395223693775,-677.1533951750944,298.3960594548843,70
0.5,1,dWdt_robust_um_per_ms,323.1936183717446,223.99400105419605,522.4666838373347,70
0.505,0,width_um,320.4359812569443,248.37534679380428,376.48196291140107,280
0.505,0,dWdt_um_per_ms,-1239.7999234798285,-1729.4107625703082,-629.3681908734189,280
0.505,0,dWdt_robust_um_per_ms,234.120872105206,126.59293385490697,372.5697182952157,280
0.505,1,width_um,364.3391123583332,281.0154452611112,393.80189165999707,70
0.505,1,dWdt_um_per_ms,-55.87915188075693,-809.3388310190841,389.43109567922136,70
0.505,1,dWdt_robust_um_per_ms,322.5971291738925,207.44468497648822,520.7955766029343,70
0.51,0,width_um,320.20747182588184,250.712064506868,379.7209430607737,280
0.51,0,dWdt_um_per_ms,-1250.604162494741,-1687.4616328972004,-418.52527006061126,280
0.51,0,dWdt_robust_um_per_ms,212.35755659181137,123.49688931212393,348.95825064937105,280
0.51,1,width_um,367.30153470263156,280.2606316291667,396.6884854752747,70
0.51,1,dWdt_um_per_ms,-23.18124465738002,-725.6770833332433,280.79431701134087,70
0.51,1,dWdt_robust_um_per_ms,326.39480999002944,226.1697712625263,534.1410264704199,70
0.515,0,width_um,321.4656896223137,251.1306759425366,381.419123503988,280
0.515,0,dWdt_um_per_ms,-1210.2382668904188,-1799.951633707591,-535.7469685444113,280
0.515,0,dWdt_robust_um_per_ms,213.35560025977378,120.30293432953388,336.72832908300825,280
0.515,1,width_um,371.1051552152776,283.14138825416666,400.43916394299464,70
0.515,1,dWdt_um_per_ms,-153.86068672822088,-992.5256105073031,308.1990825147293,70
0.515,1,dWdt_robust_um_per_ms,315.05922643003146,239.1087252196586,502.0637251368248,70
0.52,0,width_um,322.96193371794845,251.89626083333334,382.9326996408839,280
0.52,0,dWdt_um_per_ms,-1277.4950784246455,-1860.9202215844984,-591.4878519322165,280
0.52,0,dWdt_robust_um_per_ms,211.10942847539513,125.24050699251507,305.81423067958883,280
0.52,1,width_um,373.9862171555555,285.17982994444435,402.98117962169874,70
0.52,1,dWdt_um_per_ms,-49.62253149311202,-737.613056551839,303.17870370286005,70
0.52,1,dWdt_robust_um_per_ms,345.52704194651096,234.63776304655659,470.05506635560437,70
0.525,0,width_um,324.13811653660207,252.4961578179222,384.895183656746,280
0.525,0,dWdt_um_per_ms,-1374.5382460075461,-1799.0957063201226,-783.0383732492102,280
0.525,0,dWdt_robust_um_per_ms,200.44793945961823,104.45400072597737,323.378576840934,280
0.525,1,width_um,376.1488049652776,288.2054787812499,407.06131860497237,70
0.525,1,dWdt_um_per_ms,-262.3438652460949,-779.4883798265284,125.39066596470778,70
0.525,1,dWdt_robust_um_per_ms,308.33985623026797,202.0869206887177,444.2558561109445,70
0.53,0,width_um,324.1967625795256,253.08235760439558,386.0777932313308,280
0.53,0,dWdt_um_per_ms,-1202.7056098594933,-1791.9743728394449,-592.9246836903363,280
0.53,0,dWdt_robust_um_per_ms,205.0550636352206,105.57812423003969,335.0616226538326,280
0.53,1,width_um,379.1773801583332,288.1958882184211,408.7031856826923,70
