analysis_label,phase2_5_protocol_fingerprint,target,target_label,method,n_predictions,mae_um,median_absolute_error_um,rmse_um,r2,nrmse,mean_nlpd,median_nlpd,nlpd_variance_definition,latent_95_coverage,observation_95_coverage,observation_coverage_kind,mean_latent_interval_width_um,mean_observation_interval_width_um,total_runtime_seconds,mean_fold_runtime_seconds,optimizer_warning_folds,convergence_warning_folds,failed_folds,any_bound_hit_folds,constant_bound_hit_folds,length_scale_bound_hit_folds,noise_bound_hit_folds,length_scale_min,length_scale_q25,length_scale_median,length_scale_q75,length_scale_max,signal_variance_min,signal_variance_median,signal_variance_max,learned_noise_variance_median_normalized,learned_noise_std_median_um,learned_noise_fraction_training_std_median
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,depth,Penetration depth below original surface,B_learned_nugget,230,1.8022708399891896,1.3398088271903887,2.7289428268687326,0.9688730292735509,0.03610358634754079,2.4404252296264897,2.0342430686576343,total predictive variance including learned WhiteKernel nugget,0.8782608695652174,0.9521739130434783,learned-nugget total interval,7.5364750136866245,10.342027997551716,916.4397031999542,3.984520448695453,0,0,0,0,0,0,0,6.234637235564269,6.6195688201462435,6.644820212337624,6.66846734389922,8.842737794993084,5.081311164428481,5.997089235758337,8.944256469327522,0.013180093056253922,1.7767499999166914,0.11480458639032631
phase2_5_matched_stable_depth_loo,22C91E1C60AD977D52565416E744CCFD885D1AB630651280A3C9A7771A54F465,depth,Penetration depth below original surface,C_heteroskedastic,230,2.076666935338183,1.5516981517392132,3.0137977501380315,0.9620356304793878,0.03987218282289301,2.703816760990351,2.2433166110248965,oracle retrospective latent variance plus held-out target-summary variance,0.9130434782608695,0.9130434782608695,oracle retrospective interval,11.187058010879738,11.215180155546474,732.734243099927,3.1858010569562043,1,1,0,0,0,0,0,2.282334059004432,2.356537669039264,2.3614235095171674,2.3688512119727774,2.566600207803883,1.139736982929294,1.2399956505097882,1.3934136402513468,,,
