simulation_id,population_row_index,P_W,VX_m_per_s,LS_m,ST_K,has_keyhole,partition,XI_m,XF_m,XL_m,TE_s,DT_s,material,folder_hash,domain_max_x_m,observation_duration_s,max_depth_um,first_keyhole_timestep,keyhole_frame_count,configuration_group,domain_mapping_expected_m,domain_mapping_absolute_error_m,t_90pct_domain_s,observation_completion_ratio,observation_ends_before_90pct_domain_from_TE,observation_ends_before_90pct_domain,TE_vs_time_dat_flag_mismatch
P-449p762375807_VX-0p721910835583_LS-4p02949716673e-05_ST-312p266645761_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p68243273994e-06_H-c87ffcf9e3,163,449.762375807,0.721910835583,4.02949716673e-05,312.266645761,True,new-data,0.0002,0.0014,0.0012,0.0021,6.68243273994e-06,TI64,c87ffcf9e3,0.001212,0.0021,311.9952,22786.0,180,CFG_MAIN,0.001212,0.0,0.0015109899259499173,1.3898173402312979,False,False,False
P-101p127472137_VX-0p52394730996_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p56864695376e-06_H-b0e5aed98c,164,101.127472137,0.52394730996,4.5e-05,300.0,False,old-data-local,-0.0002,0.0012,0.0014,0.00125,3.56864695376e-06,TI64,b0e5aed98c,0.001212,0.00125,51.0315,,0,CFG_NEGATIVE_XI_SHORT,0.001212,0.0,0.002081888730535281,0.6004163342959297,True,True,False
P-104p101541641_VX-0p916529700054_LS-8p82882842693e-05_ST-394p968412652_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2634634783e-06_H-6014a1f9c3,165,104.101541641,0.916529700054,8.82882842693e-05,394.968412652,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.2634634783e-06,TI64,6014a1f9c3,0.001212,0.0021,26.93815,,0,CFG_MAIN,0.001212,0.0,0.001190141465067343,1.7644961222161715,False,False,False
P-105p276295276_VX-0p639039009111_LS-7p6636834293e-05_ST-367p44858305_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p00822530836e-05_H-bf889bf790,166,105.276295276,0.639039009111,7.6636834293e-05,367.44858305,False,old-data-local,0.0002,0.0014,0.0012,0.00125,1.00822530836e-05,TI64,bf889bf790,0.001212,0.00125,35.43061,,0,CFG_POSITIVE_XI_SHORT,0.001212,0.0,0.0017069380498656382,0.7323054284825357,True,True,False
P-107p176159755_VX-0p320752066655_LS-8p75302281584e-05_ST-393p859643937_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p50400296819e-05_H-8daf8adcd4,167,107.176159755,0.320752066655,8.75302281584e-05,393.859643937,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.50400296819e-05,TI64,8daf8adcd4,0.001212,0.0021,47.02387,,0,CFG_MAIN,0.001212,0.0,0.003400757511480858,0.6175094792588008,True,True,False
P-109p759946449_VX-0p241926176876_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p72873359867e-06_H-fb250c7cf9,168,109.759946449,0.241926176876,4.5e-05,300.0,False,old-data-local,-0.0002,0.0012,0.0014,0.00125,7.72873359867e-06,TI64,fb250c7cf9,0.001212,0.00125,66.84565,,0,CFG_NEGATIVE_XI_SHORT,0.001212,0.0,0.004508813449150205,0.2772348011505317,True,True,False
P-110p234671953_VX-0p866589137882_LS-8p08580037422e-05_ST-348p980680204_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56679098795e-06_H-6705b84f8a,169,110.234671953,0.866589137882,8.08580037422e-05,348.980680204,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.56679098795e-06,TI64,6705b84f8a,0.001212,0.0021,27.21585,,0,CFG_MAIN,0.001212,0.0,0.0012587279857511093,1.6683509255154012,False,False,False
P-110p642328299_VX-0p274154737479_LS-7p4676600105e-05_ST-358p612942181_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p7596342297e-05_H-b40dbd8ddd,170,110.642328299,0.274154737479,7.4676600105e-05,358.612942181,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.7596342297e-05,TI64,b40dbd8ddd,0.001212,0.0021,51.032129999999995,,0,CFG_MAIN,0.001212,0.0,0.00397877494305038,0.5278006497120461,True,True,False
P-112p428225508_VX-0p704865651228_LS-6p30987392704e-05_ST-309p241492678_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84402849623e-06_H-30d8d23b36,171,112.428225508,0.704865651228,6.30987392704e-05,309.241492678,False,old-data-local,0.0002,0.0014,0.0012,0.0021,6.84402849623e-06,TI64,30d8d23b36,0.001212,0.0021,39.16272,,0,CFG_MAIN,0.001212,0.0,0.0015475289483884403,1.357002078821782,False,False,False
P-112p904894498_VX-0p537693260466_LS-4p63068354409e-05_ST-322p169166627_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p19825809506e-05_H-bf889bf790,172,112.904894498,0.537693260466,4.63068354409e-05,322.169166627,False,old-data-local,0.0002,0.0014,0.0012,0.00125,1.19825809506e-05,TI64,bf889bf790,0.001212,0.00125,54.88841,,0,CFG_POSITIVE_XI_SHORT,0.001212,0.0,0.002028665933165392,0.6161684777984048,True,True,False
P-113p286681534_VX-0p56768277259_LS-5p80401726566e-05_ST-302p148970527_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p13495658689e-05_H-bf889bf790,173,113.286681534,0.56768277259,5.80401726566e-05,302.148970527,False,old-data-local,0.0002,0.0014,0.0012,0.00125,1.13495658689e-05,TI64,bf889bf790,0.001212,0.00125,47.08422,,0,CFG_POSITIVE_XI_SHORT,0.001212,0.0,0.0019214956885574071,0.6505348970824166,True,True,False
P-114p820217584_VX-0p948189613582_LS-6p03705790634e-05_ST-353p560035146_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p08771719698e-06_H-d4c4d1b9c0,174,114.820217584,0.948189613582,6.03705790634e-05,353.560035146,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.08771719698e-06,TI64,d4c4d1b9c0,0.001212,0.0021,35.31319,,0,CFG_MAIN,0.001212,0.0,0.0011504028143477095,1.82544755090044,False,False,False
P-115p281467344_VX-0p424433079834_LS-5p4086019252e-05_ST-352p652659088_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13660334979e-05_H-d616b14147,175,115.281467344,0.424433079834,5.4086019252e-05,352.652659088,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.13660334979e-05,TI64,d616b14147,0.001212,0.0021,54.97528,,0,CFG_MAIN,0.001212,0.0,0.0025700164568384317,0.817115390219472,True,True,False
P-116p440418649_VX-0p621036488786_LS-7p33150072515e-05_ST-327p034160515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p76785372538e-06_H-3f4a2df486,176,116.440418649,0.621036488786,7.33150072515e-05,327.034160515,False,old-data-local,0.0002,0.0014,0.0012,0.0021,7.76785372538e-06,TI64,3f4a2df486,0.001212,0.0021,42.834480000000006,,0,CFG_MAIN,0.001212,0.0,0.0017564185352978085,1.1956148023932893,False,False,False
P-116p693370328_VX-0p231004403842_LS-8p2871053211e-05_ST-317p198938228_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p08832408507e-05_H-d147d48e9f,177,116.693370328,0.231004403842,8.2871053211e-05,317.198938228,False,old-data-local,0.0002,0.0014,0.0012,0.0021,2.08832408507e-05,TI64,d147d48e9f,0.001212,0.0021,50.982839999999996,,0,CFG_MAIN,0.001212,0.0,0.004721987900914972,0.44472795019086897,True,True,False
P-118p4900546_VX-0p535113778256_LS-4p79907961621e-05_ST-385p412174328_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p01513061154e-06_H-dd169576f0,178,118.4900546,0.535113778256,4.79907961621e-05,385.412174328,False,old-data-local,0.0002,0.0014,0.0012,0.0021,9.01513061154e-06,TI64,dd169576f0,0.001212,0.0021,55.19167,,0,CFG_MAIN,0.001212,0.0,0.0020384449893161936,1.0301970428470848,False,False,False
P-119p65849417_VX-0p305673131798_LS-5p10692886867e-05_ST-393p327897391_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p57819582462e-05_H-cb2618ba4f,179,119.65849417,0.305673131798,5.10692886867e-05,393.327897391,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.57819582462e-05,TI64,cb2618ba4f,0.001212,0.0021,59.1335,,0,CFG_MAIN,0.001212,0.0,0.0035685177613871562,0.5884796266738173,True,True,False
P-122p148440758_VX-0p768953415756_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p43159459768e-06_H-306f9d252b,180,122.148440758,0.768953415756,4.5e-05,300.0,False,old-data-local,-0.0002,0.0012,0.0014,0.00125,2.43159459768e-06,TI64,306f9d252b,0.001212,0.00125,50.941649999999996,,0,CFG_NEGATIVE_XI_SHORT,0.001212,0.0,0.0014185514722339521,0.881180573611111,True,True,False
P-122p399838052_VX-0p958262341264_LS-8p77032416896e-05_ST-376p830559352_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03423790676e-06_H-79d0c72bd8,181,122.399838052,0.958262341264,8.77032416896e-05,376.830559352,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.03423790676e-06,TI64,79d0c72bd8,0.001212,0.0021,30.79184,,0,CFG_MAIN,0.001212,0.0,0.0011383104114904231,1.8448394908822878,False,False,False
P-123p578555013_VX-0p413960648538_LS-5p40122226787e-05_ST-380p745973079_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16535729182e-05_H-f404b6f8f4,182,123.578555013,0.413960648538,5.40122226787e-05,380.745973079,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.16535729182e-05,TI64,f404b6f8f4,0.001212,0.0021,55.165389999999995,,0,CFG_MAIN,0.001212,0.0,0.002635033073439271,0.7969539438300329,True,True,False
P-124p939831153_VX-0p895565001264_LS-4p79284796095e-05_ST-395p904294171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p38667834965e-06_H-cf6d926251,183,124.939831153,0.895565001264,4.79284796095e-05,395.904294171,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.38667834965e-06,TI64,cf6d926251,0.001212,0.0021,43.23801,,0,CFG_MAIN,0.001212,0.0,0.0012180020416836807,1.7241350409372935,False,False,False
P-126p228008246_VX-0p201684842681_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p27081552964e-06_H-306f9d252b,184,126.228008246,0.201684842681,4.5e-05,300.0,False,old-data-local,-0.0002,0.0012,0.0014,0.00125,9.27081552964e-06,TI64,306f9d252b,0.001212,0.00125,79.28481,,0,CFG_NEGATIVE_XI_SHORT,0.001212,0.0,0.005408438162729421,0.23112032760473966,True,True,False
P-126p429096271_VX-0p381791494837_LS-8p54596605095e-05_ST-336p470624887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p26354847299e-05_H-bf3689621a,185,126.429096271,0.381791494837,8.54596605095e-05,336.470624887,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.26354847299e-05,TI64,bf3689621a,0.001212,0.0021,51.04531,,0,CFG_MAIN,0.001212,0.0,0.002857056835343334,0.7350221297742023,True,True,False
P-129p840936159_VX-0p750604494449_LS-8p84568803437e-05_ST-319p185657099_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p42698070514e-06_H-f575443233,186,129.840936159,0.750604494449,8.84568803437e-05,319.185657099,False,old-data-local,0.0002,0.0014,0.0012,0.0021,6.42698070514e-06,TI64,f575443233,0.001212,0.0021,35.102650000000004,,0,CFG_MAIN,0.001212,0.0,0.0014532287084168462,1.4450581576300878,False,False,False
P-133p003569327_VX-0p736244453131_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p53962249042e-06_H-306f9d252b,187,133.003569327,0.736244453131,4.5e-05,300.0,False,old-data-local,-0.0002,0.0012,0.0014,0.00125,2.53962249042e-06,TI64,306f9d252b,0.001212,0.00125,55.29636,,0,CFG_NEGATIVE_XI_SHORT,0.001212,0.0,0.001481573131534227,0.8436978056598368,True,True,False
P-133p058435031_VX-0p81650327798_LS-4p78587303962e-05_ST-362p382821566_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p90826850683e-06_H-dd169576f0,188,133.058435031,0.81650327798,4.78587303962e-05,362.382821566,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.90826850683e-06,TI64,dd169576f0,0.001212,0.0021,47.39063,,0,CFG_MAIN,0.001212,0.0,0.0013359407480868911,1.571926002711771,False,False,False
P-133p757797566_VX-0p645163458122_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p89815386795e-06_H-306f9d252b,189,133.757797566,0.645163458122,4.5e-05,300.0,False,old-data-local,-0.0002,0.0012,0.0014,0.00125,2.89815386795e-06,TI64,306f9d252b,0.001212,0.00125,62.68266,,0,CFG_NEGATIVE_XI_SHORT,0.001212,0.0,0.0016907343189820438,0.7393237281376054,True,True,False
P-134p442185153_VX-0p806363522352_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p3187841709e-06_H-b0e5aed98c,190,134.442185153,0.806363522352,4.5e-05,300.0,False,old-data-local,-0.0002,0.0012,0.0014,0.00125,2.3187841709e-06,TI64,b0e5aed98c,0.001212,0.00125,54.33847,,0,CFG_NEGATIVE_XI_SHORT,0.001212,0.0,0.0013527397628533048,0.9240506077557756,True,True,False
P-135p171981101_VX-0p652238458987_LS-5p89001447273e-05_ST-362p997098414_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p39625291417e-06_H-01d46950f6,191,135.171981101,0.652238458987,5.89001447273e-05,362.997098414,False,old-data-local,0.0002,0.0014,0.0012,0.0021,7.39625291417e-06,TI64,01d46950f6,0.001212,0.0021,54.68535,,0,CFG_MAIN,0.001212,0.0,0.0016723944823709657,1.2556846020101757,False,False,False
P-135p208661893_VX-0p295797438033_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-6p32116012922e-06_H-fb250c7cf9,192,135.208661893,0.295797438033,4.5e-05,300.0,True,old-data-local,-0.0002,0.0012,0.0014,0.00125,6.32116012922e-06,TI64,fb250c7cf9,0.001212,0.00125,139.3355,61921.0,21,CFG_NEGATIVE_XI_SHORT,0.001212,0.0,0.0036876587141985565,0.3389684612589384,True,True,False
P-136p115095044_VX-0p8200930762_LS-6p39666133344e-05_ST-362p502989524_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p88240620853e-06_H-f575443233,193,136.115095044,0.8200930762,6.39666133344e-05,362.502989524,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.88240620853e-06,TI64,f575443233,0.001212,0.0021,43.09649,,0,CFG_MAIN,0.001212,0.0,0.0013300929268350284,1.578837055390539,False,False,False
P-136p984349172_VX-0p357723834949_LS-5p17808569448e-05_ST-373p061688931_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p34856001521e-05_H-270d04032e,194,136.984349172,0.357723834949,5.17808569448e-05,373.061688931,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.34856001521e-05,TI64,270d04032e,0.001212,0.0021,62.86187,,0,CFG_MAIN,0.001212,0.0,0.003049279621402676,0.6886872510019251,True,True,False
P-137p340072051_VX-0p708357837186_LS-8p48461574474e-05_ST-331p337392673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p81028761138e-06_H-701e6757d1,195,137.340072051,0.708357837186,8.48461574474e-05,331.337392673,False,old-data-local,0.0002,0.0014,0.0012,0.0021,6.81028761138e-06,TI64,701e6757d1,0.001212,0.0021,39.08076,,0,CFG_MAIN,0.001212,0.0,0.001539899670388737,1.3637252091039602,False,False,False
P-137p601432421_VX-0p461948695475_LS-6p48780591522e-05_ST-397p490087405_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04429791669e-05_H-ef2aaf59fd,196,137.601432421,0.461948695475,6.48780591522e-05,397.490087405,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.04429791669e-05,TI64,ef2aaf59fd,0.001212,0.0021,59.140769999999996,,0,CFG_MAIN,0.001212,0.0,0.0023613011805962173,0.8893401728066557,True,True,False
P-138p247900083_VX-0p876957934743_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p13212389961e-06_H-306f9d252b,197,138.247900083,0.876957934743,4.5e-05,300.0,False,old-data-local,-0.0002,0.0012,0.0014,0.00125,2.13212389961e-06,TI64,306f9d252b,0.001212,0.00125,47.46592,,0,CFG_NEGATIVE_XI_SHORT,0.001212,0.0,0.001243845293810664,1.0049481283725248,False,True,True
P-139p278080234_VX-0p813607985113_LS-8p25985701782e-05_ST-356p830860854_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p9292935803e-06_H-6014a1f9c3,198,139.278080234,0.813607985113,8.25985701782e-05,356.830860854,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.9292935803e-06,TI64,6014a1f9c3,0.001212,0.0021,38.96762,,0,CFG_MAIN,0.001212,0.0,0.0013406948062936004,1.566352006543179,False,False,False
P-140p119887795_VX-0p222892199661_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p38873219639e-06_H-fb250c7cf9,199,140.119887795,0.222892199661,4.5e-05,300.0,True,old-data-local,-0.0002,0.0012,0.0014,0.00125,8.38873219639e-06,TI64,fb250c7cf9,0.001212,0.00125,182.7274,65096.0,10,CFG_NEGATIVE_XI_SHORT,0.001212,0.0,0.004893845552509301,0.2554228543970022,True,True,False
P-140p320645521_VX-0p612281673664_LS-8p56006119926e-05_ST-348p910931315_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p87892372174e-06_H-dd169576f0,200,140.320645521,0.612281673664,8.56006119926e-05,348.910931315,False,old-data-local,0.0002,0.0014,0.0012,0.0021,7.87892372174e-06,TI64,dd169576f0,0.001212,0.0021,46.86095,,0,CFG_MAIN,0.001212,0.0,0.0017815329886855232,1.178760097812981,False,False,False
P-140p539865228_VX-0p255658736827_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p31358918074e-06_H-fb250c7cf9,201,140.539865228,0.255658736827,4.5e-05,300.0,True,old-data-local,-0.0002,0.0012,0.0014,0.00125,7.31358918074e-06,TI64,fb250c7cf9,0.001212,0.00125,160.271,57151.0,30,CFG_NEGATIVE_XI_SHORT,0.001212,0.0,0.004266625164224785,0.29297159977424825,True,True,False
P-140p573028588_VX-0p551169304036_LS-6p78791919712e-05_ST-377p8442615_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p16896078445e-05_H-bf889bf790,202,140.573028588,0.551169304036,6.78791919712e-05,377.8442615,False,old-data-local,0.0002,0.0014,0.0012,0.00125,1.16896078445e-05,TI64,bf889bf790,0.001212,0.00125,58.490050000000004,,0,CFG_POSITIVE_XI_SHORT,0.001212,0.0,0.001979065220092071,0.631611322006784,True,True,False
P-140p974625597_VX-0p98622838083_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p89589248085e-06_H-b0e5aed98c,203,140.974625597,0.98622838083,4.5e-05,300.0,False,old-data-local,-0.0002,0.0012,0.0014,0.00125,1.89589248085e-06,TI64,b0e5aed98c,0.001212,0.00125,47.28695,,0,CFG_NEGATIVE_XI_SHORT,0.001212,0.0,0.0011060318494201045,1.1301663696713422,False,False,False
P-143p879945116_VX-0p336279357485_LS-6p76007351295e-05_ST-398p207663754_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p91595257833e-05_H-bf889bf790,204,143.879945116,0.336279357485,6.76007351295e-05,398.207663754,False,old-data-local,0.0002,0.0014,0.0012,0.00125,1.91595257833e-05,TI64,bf889bf790,0.001212,0.00125,62.29735,,0,CFG_POSITIVE_XI_SHORT,0.001212,0.0,0.0032437316645243562,0.3853586329815273,True,True,False
P-143p909481867_VX-0p917293492006_LS-5p50242100517e-05_ST-352p206869428_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p25908081225e-06_H-cf6d926251,205,143.909481867,0.917293492006,5.50242100517e-05,352.206869428,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.25908081225e-06,TI64,cf6d926251,0.001212,0.0021,47.007250000000006,,0,CFG_MAIN,0.001212,0.0,0.0011891504840120081,1.7659665687684267,False,False,False
P-144p684844876_VX-0p221020126644_LS-8p32765690701e-05_ST-337p418493583_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p18266122469e-05_H-73ae961aa0,206,144.684844876,0.221020126644,8.32765690701e-05,337.418493583,False,old-data-local,0.0002,0.0014,0.0012,0.0021,2.18266122469e-05,TI64,73ae961aa0,0.001212,0.0021,59.3659,,0,CFG_MAIN,0.001212,0.0,0.004935297144938143,0.4255062944191419,True,True,False
P-144p999955433_VX-0p569412101686_LS-7p52189895652e-05_ST-349p795043891_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p47210761544e-06_H-24e0a43587,207,144.999955433,0.569412101686,7.52189895652e-05,349.795043891,False,old-data-local,0.0002,0.0014,0.0012,0.0021,8.47210761544e-06,TI64,24e0a43587,0.001212,0.0021,54.99804,,0,CFG_MAIN,0.001212,0.0,0.0019156600233296715,1.0962279185374035,False,False,False
P-145p249113956_VX-0p501139719932_LS-7p51242767898e-05_ST-325p186450026_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p62629863717e-06_H-30d8d23b36,208,145.249113956,0.501139719932,7.51242767898e-05,325.186450026,False,old-data-local,0.0002,0.0014,0.0012,0.0021,9.62629863717e-06,TI64,30d8d23b36,0.001212,0.0021,55.00104,,0,CFG_MAIN,0.001212,0.0,0.002176638483471259,0.9647904399130913,True,True,False
P-145p536707456_VX-0p311971481812_LS-7p55813970315e-05_ST-356p422554756_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p54633384276e-05_H-f404b6f8f4,209,145.536707456,0.311971481812,7.55813970315e-05,356.422554756,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.54633384276e-05,TI64,f404b6f8f4,0.001212,0.0021,62.834109999999995,,0,CFG_MAIN,0.001212,0.0,0.0034964734393810298,0.6006051630044004,True,True,False
P-146p427721311_VX-0p978546391515_LS-4p61745657385e-05_ST-377p807319924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p92988441309e-06_H-c321cc4e90,210,146.427721311,0.978546391515,4.61745657385e-05,377.807319924,False,old-data-local,0.0002,0.0014,0.0012,0.0021,4.92988441309e-06,TI64,c321cc4e90,0.001212,0.0021,47.39079,,0,CFG_MAIN,0.001212,0.0,0.0011147146517102857,1.8838901926856433,False,False,False
P-149p217972816_VX-0p206404715799_LS-4p87379527164e-05_ST-365p118947745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p33721433367e-05_H-b40dbd8ddd,211,149.217972816,0.206404715799,4.87379527164e-05,365.118947745,False,old-data-local,0.0002,0.0014,0.0012,0.0021,2.33721433367e-05,TI64,b40dbd8ddd,0.001212,0.0021,62.83078999999999,,0,CFG_MAIN,0.001212,0.0,0.0052847629753878175,0.3973688147945544,True,True,False
P-149p254341218_VX-0p887957223036_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p10571289147e-06_H-306f9d252b,212,149.254341218,0.887957223036,4.5e-05,300.0,False,old-data-local,-0.0002,0.0012,0.0014,0.00125,2.10571289147e-06,TI64,306f9d252b,0.001212,0.00125,54.95313,,0,CFG_NEGATIVE_XI_SHORT,0.001212,0.0,0.0012284375549876869,1.0175527400027504,False,False,False
P-149p73987868_VX-0p504680707931_LS-6p9723584777e-05_ST-320p536129041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p55875770008e-06_H-95ed9fb76f,213,149.73987868,0.504680707931,6.9723584777e-05,320.536129041,False,old-data-local,0.0002,0.0014,0.0012,0.0021,9.55875770008e-06,TI64,95ed9fb76f,0.001212,0.0021,62.61592,,0,CFG_MAIN,0.001212,0.0,0.00216136654890548,0.9716075235195268,True,True,False
P-149p779509657_VX-0p251536582152_LS-4p84927831067e-05_ST-381p35096431_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91786044071e-05_H-6af407d4ba,214,149.779509657,0.251536582152,4.84927831067e-05,381.35096431,False,old-data-local,0.0002,0.0014,0.0012,0.0021,1.91786044071e-05,TI64,6af407d4ba,0.001212,0.0021,62.97765,,0,CFG_MAIN,0.001212,0.0,0.0043365461622629714,0.4842563462772276,True,True,False
P-150p924001842_VX-0p859014749555_LS-8p54585725094e-05_ST-302p841995718_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p6158763345e-06_H-9bd689b964,215,150.924001842,0.859014749555,8.54585725094e-05,302.841995718,False,old-data-local,0.0002,0.0014,0.0012,0.0021,5.6158763345e-06,TI64,9bd689b964,0.001212,0.0021,39.003730000000004,,0,CFG_MAIN,0.001212,0.0,0.0012698268575307618,1.6537687697703518,False,False,False
P-151p505871803_VX-0p995509859725_LS-6p72580848008e-05_ST-301p996554082_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p84587928074e-06_H-73846c96ef,216,151.505871803,0.995509859725,6.72580848008e-05,301.996554082,False,old-data-local,0.0002,0.0014,0.0012,0.0021,4.84587928074e-06,TI64,73846c96ef,0.001212,0.0021,42.77122,,0,CFG_MAIN,0.001212,0.0,0.0010957199362157228,1.9165481347841031,False,False,False
P-151p630328889_VX-0p596649793105_LS-5p54888002616e-05_ST-323p086654154_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p0798550665e-05_H-bf889bf790,217,151.630328889,0.596649793105,5.54888002616e-05,323.086654154,False,old-data-local,0.0002,0.0014,0.0012,0.00125,1.0798550665e-05,TI64,bf889bf790,0.001212,0.00125,62.802820000000004,,0,CFG_POSITIVE_XI_SHORT,0.001212,0.0,0.00182820812578081,0.6837295942255683,True,True,False
P-153p721476211_VX-0p579411174254_LS-7p49286492013e-05_ST-383p484527945_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32590191107e-06_H-8daf8adcd4,218,153.721476211,0.579411174254,7.49286492013e-05,383.484527945,False,old-data-local,0.0002,0.0014,0.0012,0.0021,8.32590191107e-06,TI64,8daf8adcd4,0.001212,0.0021,58.48435,,0,CFG_MAIN,0.001212,0.0,0.0018826009032435736,1.1154780582447743,False,False,False
