simulation_id,population_row_index,configuration_group,VX_m_per_s,has_keyhole,observation_duration_s,domain_max_x_m,t_90pct_domain_s,observation_completion_ratio,observation_ends_before_90pct_domain,P_W,LS_m,ST_K
P-243p042265843_VX-0p642372627708_LS-5p19118052277e-05_ST-314p809567363_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p50984770355e-06_H-ac0fcec187,68,CFG_MAIN,0.642372627708,True,0.0021,0.001212,0.0016980798261781469,1.2366909774356434,False,243.042265843,5.19118052277e-05,314.809567363
P-250p363893775_VX-0p962117015407_LS-8p16921850603e-05_ST-395p976068127_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01406848207e-06_H-0f2c16c7e5,69,CFG_MAIN,0.962117015407,False,0.0021,0.001212,0.0011337498272375568,1.8522604807065455,False,250.363893775,8.16921850603e-05,395.976068127
P-250p760727959_VX-0p576945875618_LS-7p55521762294e-05_ST-375p926323236_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p36147861851e-06_H-a88ac79600,70,CFG_MAIN,0.576945875618,False,0.0021,0.001212,0.00189064528597519,1.1107318837530253,False,250.760727959,7.55521762294e-05,375.926323236
P-251p6022239_VX-0p703685008905_LS-6p09329521029e-05_ST-391p344263507_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p85551140349e-06_H-0e4c2fc094,71,CFG_MAIN,0.703685008905,False,0.0021,0.001212,0.001550125391611493,1.35472911505363,False,251.6022239,6.09329521029e-05,391.344263507
P-252p710023356_VX-0p579349155213_LS-8p35702038612e-05_ST-362p250166341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32679319476e-06_H-1d842653b1,72,CFG_MAIN,0.579349155213,False,0.0021,0.001212,0.001882802434740693,1.1153586596509901,False,252.710023356,8.35702038612e-05,362.250166341
P-255p411547814_VX-0p885409904065_LS-6p83114026847e-05_ST-348p701073765_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p44846017745e-06_H-89021150a8,73,CFG_MAIN,0.885409904065,False,0.0021,0.001212,0.001231971762448144,1.7045845237775024,False,255.411547814,6.83114026847e-05,348.701073765
P-255p66284442_VX-0p61175678634_LS-8p38548151022e-05_ST-392p782565278_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p88568383831e-06_H-1d842653b1,74,CFG_MAIN,0.61175678634,False,0.0021,0.001212,0.0017830615439936603,1.1777495886633662,False,255.66284442,8.38548151022e-05,392.782565278
P-256p84590034_VX-0p686841697171_LS-8p87652204691e-05_ST-323p817390946_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0236280396e-06_H-27614c4053,75,CFG_MAIN,0.686841697171,False,0.0021,0.001212,0.0015881388746385738,1.3223024973039053,False,256.84590034,8.87652204691e-05,323.817390946
P-258p098094226_VX-0p965907163653_LS-4p72561688305e-05_ST-378p378118453_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99439364832e-06_H-985b11a49e,76,CFG_MAIN,0.965907163653,False,0.0021,0.001212,0.0011293010767977568,1.8595572457566005,False,258.098094226,4.72561688305e-05,378.378118453
P-260p125654688_VX-0p378472963537_LS-6p21275317791e-05_ST-359p026868384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p27462753427e-05_H-0602c4a780,77,CFG_MAIN,0.378472963537,False,0.0021,0.001212,0.0028821081162733095,0.728633318140539,True,260.125654688,6.21275317791e-05,359.026868384
