family,model,cv_repeats,folds_per_repeat,mean_roc_auc,sd_across_repeats_roc_auc,min_repeat_roc_auc,max_repeat_roc_auc,mean_pr_auc,sd_across_repeats_pr_auc,min_repeat_pr_auc,max_repeat_pr_auc,mean_balanced_accuracy,sd_across_repeats_balanced_accuracy,min_repeat_balanced_accuracy,max_repeat_balanced_accuracy,mean_brier_score,sd_across_repeats_brier_score,min_repeat_brier_score,max_repeat_brier_score,mean_log_loss,sd_across_repeats_log_loss,min_repeat_log_loss,max_repeat_log_loss
glm,L1_interactions,5,10,0.990419211090939,0.0021003396145030328,0.9883231556362435,0.9930681630632118,0.9643565560558367,0.004637333392815233,0.9566581167310941,0.9677886843257487,0.9277851130549596,0.007628777397224484,0.9209646806403697,0.9406874071628981,0.02666327283198232,0.0011824111127580895,0.025598641993083402,0.028577988272972803,0.09246327566134967,0.0057172207880705275,0.0867986066255284,0.10135052572539313
glm,M0,5,10,0.4832686912031689,0.0,0.4832686912031689,0.4832686912031689,0.17531137139798486,0.0,0.17531137139798486,0.17531137139798486,0.5,0.0,0.5,0.5,0.1477814598483813,1.3877787807814457e-17,0.14778145984838129,0.1477814598483813,0.47184734885859586,4.8074067159589095e-17,0.4718473488585958,0.47184734885859586
glm,M1,5,10,0.9901633932992242,0.000864807919066296,0.9890658524508995,0.9912939428948672,0.9553986266178945,0.006565347429526306,0.9446481720755201,0.9615698505121659,0.9303597953457666,0.005608615488828906,0.9239767288331409,0.9376753589701271,0.028329894837820634,0.0008709142258480866,0.02717378056833871,0.029445144592403584,0.10229142076968194,0.006120310052068114,0.09616283969479253,0.11206985210657866
glm,M2,5,10,0.990708037629972,0.0006763521725580007,0.98956098366067,0.9913352038290146,0.9642987088500246,0.0036923047139137428,0.9579208617293676,0.9669248163099174,0.929650107278429,0.008640656827592188,0.9209646806403697,0.9400066017494636,0.02747479327496022,0.0014005795046002608,0.025580013347792085,0.029451024409883304,0.10068943188761943,0.008666583003582393,0.09601979619895754,0.11614690285290931
glm,M3,5,10,0.9935797986466414,0.00025535151752375477,0.9932744677339496,0.9939346426803103,0.9717685132347423,0.0015725539127531003,0.9701347465426283,0.9741543800253829,0.9265802937778511,0.0061262136369856935,0.9224707047367553,0.9361693348737415,0.024419901923235406,0.0008755081726507445,0.023535869272336734,0.025822984528357584,0.08351777862071935,0.0036190777830715968,0.07855048652990881,0.08741480383372714
