dataset,kernel_key,kernel_label,training_simulations,optimized_kernel_expression,log_marginal_likelihood,fit_runtime_seconds,optimization_warning_count,optimization_warning_categories,optimization_warning_messages,optimization_failure,alpha_jitter,optimizer,extra_optimizer_restarts,normalize_y,signal_variance,isotropic_lengthscale,ard_lengthscale_P,ard_lengthscale_VX,ard_lengthscale_LS,ard_lengthscale_ST,full_scaler_mean_P,full_scaler_scale_P,full_scaler_mean_VX,full_scaler_scale_VX,full_scaler_mean_LS,full_scaler_scale_LS,full_scaler_mean_ST,full_scaler_scale_ST
clean,isotropic_rbf,Isotropic RBF,91,0.945**2 * RBF(length_scale=0.419),-102.8413527700428,0.049403399985749274,0,,,False,1e-06,fmin_l_bfgs_b,1,True,0.8937426416460829,0.41903454413265545,,,,,146.58887829174066,55.891753857908995,0.5899637611061429,0.2474322823275867,6.135663467304834e-05,1.4456265093471167e-05,342.618484384989,36.81538989815083
clean,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,91,"0.815**2 * RBF(length_scale=[0.764, 0.266, 100, 1.73])",-44.555023998104076,0.09986770001705736,1,ConvergenceWarning,ConvergenceWarning: The optimal value found for dimension 2 of parameter k2__length_scale is close to the specified upper bound 100.0. Increasing the bound and calling fit again may find a better value.,False,1e-06,fmin_l_bfgs_b,1,True,0.6637854451727974,,0.7641767460593496,0.26560768267029905,100.00000000000004,1.7331659647341577,146.58887829174066,55.891753857908995,0.5899637611061429,0.2474322823275867,6.135663467304834e-05,1.4456265093471167e-05,342.618484384989,36.81538989815083
clean,matern_3_2,Matérn 3/2,91,"0.88**2 * Matern(length_scale=1.16, nu=1.5)",-61.617148853349505,0.040562500013038516,0,,,False,1e-06,fmin_l_bfgs_b,1,True,0.7740600723673243,1.1575121843121368,,,,,146.58887829174066,55.891753857908995,0.5899637611061429,0.2474322823275867,6.135663467304834e-05,1.4456265093471167e-05,342.618484384989,36.81538989815083
clean,matern_5_2,Matérn 5/2,91,"0.861**2 * Matern(length_scale=0.709, nu=2.5)",-80.22925425598415,0.038249899982474744,0,,,False,1e-06,fmin_l_bfgs_b,1,True,0.7421263100452259,0.709202394474969,,,,,146.58887829174066,55.891753857908995,0.5899637611061429,0.2474322823275867,6.135663467304834e-05,1.4456265093471167e-05,342.618484384989,36.81538989815083
broad,isotropic_rbf,Isotropic RBF,238,1**2 * RBF(length_scale=0.453),-288.8623444858222,0.1984276999719441,0,,,False,1e-06,fmin_l_bfgs_b,1,True,1.0092971805149245,0.4529697120541453,,,,,157.99346133501257,52.94505025614458,0.6180967861154579,0.23963532289638748,6.468983988278698e-05,1.3398392799734614e-05,348.60395597539076,32.50596895267546
broad,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,238,"0.997**2 * RBF(length_scale=[0.945, 0.404, 0.82, 0.158])",-276.9059056569531,0.9741041000233963,0,,,False,1e-06,fmin_l_bfgs_b,1,True,0.9930927947311154,,0.9449332904134028,0.4044668957038396,0.8200522860152455,0.15788563790215657,157.99346133501257,52.94505025614458,0.6180967861154579,0.23963532289638748,6.468983988278698e-05,1.3398392799734614e-05,348.60395597539076,32.50596895267546
broad,matern_3_2,Matérn 3/2,238,"1.01**2 * Matern(length_scale=0.623, nu=1.5)",-282.0628033324813,0.18894490000093356,0,,,False,1e-06,fmin_l_bfgs_b,1,True,1.0204304495384395,0.6232250308556271,,,,,157.99346133501257,52.94505025614458,0.6180967861154579,0.23963532289638748,6.468983988278698e-05,1.3398392799734614e-05,348.60395597539076,32.50596895267546
broad,matern_5_2,Matérn 5/2,238,"1.01**2 * Matern(length_scale=0.554, nu=2.5)",-283.7207831433036,0.2808360999915749,0,,,False,1e-06,fmin_l_bfgs_b,1,True,1.0129626849615871,0.5544726587967302,,,,,157.99346133501257,52.94505025614458,0.6180967861154579,0.23963532289638748,6.468983988278698e-05,1.3398392799734614e-05,348.60395597539076,32.50596895267546
