contrast,challenger,incumbent,role,subset,metric,challenger_AULC,incumbent_AULC,mean_difference,ci_low,ci_high,positive_repeat_blocks,signflip_p,interval_excludes_zero,holm_p,supported
T3@A0 - H@A0,T3@A0,H@A0,A2_trend_vs_physics_trend,B1_q30,accuracy,0.8545593749999998,0.871596875,-0.0170375,-0.021018828125000003,-0.012837500000000033,0,9.999000099990002e-05,True,0.0014998500149985003,True
T3@A0 - H@A0,T3@A0,H@A0,A2_trend_vs_physics_trend,B1_q30,balanced_accuracy,0.8264647238724507,0.8437662961524495,-0.017301572279998713,-0.021840865675806443,-0.012531155317947651,1,9.999000099990002e-05,True,0.0014998500149985003,True
T3@A0 - H@A0,T3@A0,H@A0,A2_trend_vs_physics_trend,B1_q30,keyhole_recall,0.7486082758387446,0.766631792252886,-0.01802351641414144,-0.025016878255208347,-0.01082280040922623,3,0.0006999300069993001,True,0.0014998500149985003,True
T3@A0 - H@A0,T3@A0,H@A0,A2_trend_vs_physics_trend,B1_q30,roc_auc,0.9217072520671007,0.9403432644576089,-0.018636012390508216,-0.02218122670720053,-0.015003702903623198,0,9.999000099990002e-05,True,0.0014998500149985003,True
T3@A0 - H@A0,T3@A0,H@A0,A2_trend_vs_physics_trend,B1_q30,pr_auc,0.8484514140453566,0.8783785090941325,-0.029927095048775942,-0.03602603525898264,-0.02378837981743196,0,9.999000099990002e-05,True,0.0014998500149985003,True
T3@A0 - H@A0,T3@A0,H@A0,A2_trend_vs_physics_trend,full81,accuracy,0.952662037037037,0.9596305941358025,-0.006968557098765487,-0.008334321952160531,-0.0056298225308642705,0,9.999000099990002e-05,True,0.0014998500149985003,True
T3@A0 - H@A0,T3@A0,H@A0,A2_trend_vs_physics_trend,full81,balanced_accuracy,0.9153408482647638,0.924267589103993,-0.008926740839229157,-0.011287635325553647,-0.006473861491043118,1,0.00019998000199980003,True,0.0014998500149985003,True
T3@A0 - H@A0,T3@A0,H@A0,A2_trend_vs_physics_trend,full81,keyhole_recall,0.8571101190476191,0.8691324404761905,-0.01202232142857142,-0.016583017113095233,-0.007512137276785714,3,0.00029997000299970003,True,0.0014998500149985003,True
T3@A0 - H@A0,T3@A0,H@A0,A2_trend_vs_physics_trend,full81,roc_auc,0.9845534416997804,0.9901301682873511,-0.005576726587570802,-0.006424308706232074,-0.004749615331419212,0,9.999000099990002e-05,True,0.0014998500149985003,True
T3@A0 - H@A0,T3@A0,H@A0,A2_trend_vs_physics_trend,full81,pr_auc,0.9408122457040748,0.9582289388126366,-0.017416693108561965,-0.019663829665438778,-0.01502616775730943,0,9.999000099990002e-05,True,0.0014998500149985003,True
T4@A0 - H@A0,T4@A0,H@A0,A2_trend_vs_physics_trend,B1_q20,accuracy,0.8054181985294118,0.8308134191176471,-0.025395220588235335,-0.03133283547794123,-0.020091796874999984,0,9.999000099990002e-05,True,0.0014998500149985003,True
T4@A0 - H@A0,T4@A0,H@A0,A2_trend_vs_physics_trend,B1_q20,balanced_accuracy,0.7849191497521576,0.8102735501260891,-0.025354400373931617,-0.03234483812899336,-0.019054734913523975,0,9.999000099990002e-05,True,0.0014998500149985003,True
T4@A0 - H@A0,T4@A0,H@A0,A2_trend_vs_physics_trend,B1_q20,keyhole_recall,0.7021971416170635,0.7271648065476192,-0.024967664930555578,-0.03558699001736111,-0.014772083488343279,3,0.00039996000399960006,True,0.0014998500149985003,True
T4@A0 - H@A0,T4@A0,H@A0,A2_trend_vs_physics_trend,B1_q20,roc_auc,0.8755118748439059,0.9079543062189547,-0.03244243137504857,-0.04046372637507893,-0.02625570149793786,0,9.999000099990002e-05,True,0.0014998500149985003,True
T4@A0 - H@A0,T4@A0,H@A0,A2_trend_vs_physics_trend,B1_q20,pr_auc,0.821317277532659,0.8588179168053662,-0.037500639272707,-0.04722076137544986,-0.028649503922664882,0,9.999000099990002e-05,True,0.0014998500149985003,True
T4@A0 - H@A0,T4@A0,H@A0,A2_trend_vs_physics_trend,B1_q30,accuracy,0.8525031250000001,0.871596875,-0.019093749999999982,-0.023821874999999982,-0.014934140624999965,0,0.00019998000199980003,True,0.0014998500149985003,True
T4@A0 - H@A0,T4@A0,H@A0,A2_trend_vs_physics_trend,B1_q30,balanced_accuracy,0.8230453550577389,0.8437662961524495,-0.020720941094710593,-0.026187888168904588,-0.015883015457886368,0,9.999000099990002e-05,True,0.0014998500149985003,True
T4@A0 - H@A0,T4@A0,H@A0,A2_trend_vs_physics_trend,B1_q30,keyhole_recall,0.7414211816829004,0.766631792252886,-0.02521061056998559,-0.03458058958727903,-0.016094841622136542,3,9.999000099990002e-05,True,0.0014998500149985003,True
T4@A0 - H@A0,T4@A0,H@A0,A2_trend_vs_physics_trend,B1_q30,roc_auc,0.9151962075192073,0.9403432644576089,-0.025147056938401514,-0.02995136190848155,-0.02070136142521534,0,9.999000099990002e-05,True,0.0014998500149985003,True
T4@A0 - H@A0,T4@A0,H@A0,A2_trend_vs_physics_trend,B1_q30,pr_auc,0.839985532185804,0.8783785090941325,-0.038392976908328616,-0.04583760745439311,-0.031147656588776895,0,9.999000099990002e-05,True,0.0014998500149985003,True
T4@A0 - H@A0,T4@A0,H@A0,A2_trend_vs_physics_trend,full81,accuracy,0.9516280864197532,0.9596305941358025,-0.008002507716049429,-0.009549623842592647,-0.006576967592592669,0,9.999000099990002e-05,True,0.0014998500149985003,True
T4@A0 - H@A0,T4@A0,H@A0,A2_trend_vs_physics_trend,full81,balanced_accuracy,0.9132036830357142,0.924267589103993,-0.011063906068278733,-0.013666121193696697,-0.008416318834500358,1,9.999000099990002e-05,True,0.0014998500149985003,True
T4@A0 - H@A0,T4@A0,H@A0,A2_trend_vs_physics_trend,full81,keyhole_recall,0.853295386904762,0.8691324404761905,-0.01583705357142858,-0.020987155877976227,-0.010605236235119072,1,9.999000099990002e-05,True,0.0014998500149985003,True
T4@A0 - H@A0,T4@A0,H@A0,A2_trend_vs_physics_trend,full81,roc_auc,0.9820307803851416,0.9901301682873511,-0.008099387902209765,-0.009483042417360601,-0.006817709610009357,0,9.999000099990002e-05,True,0.0014998500149985003,True
T4@A0 - H@A0,T4@A0,H@A0,A2_trend_vs_physics_trend,full81,pr_auc,0.9351788314041137,0.9582289388126366,-0.023050107408522914,-0.026380325451398172,-0.019752235818995326,0,9.999000099990002e-05,True,0.0014998500149985003,True
T2_C1@A0 - H_C1@A0,T2_C1@A0,H_C1@A0,A3_C1_robustness,B1_q20,accuracy,0.7302251838235295,0.8292830882352942,-0.09905790441176472,-0.10595128676470586,-0.0923434053308824,0,9.999000099990002e-05,True,0.000999900009999,True
T2_C1@A0 - H_C1@A0,T2_C1@A0,H_C1@A0,A3_C1_robustness,B1_q20,balanced_accuracy,0.7020421251925157,0.8046488640482782,-0.10260673885576228,-0.11003595789789633,-0.09500433644588915,0,9.999000099990002e-05,True,0.000999900009999,True
T2_C1@A0 - H_C1@A0,T2_C1@A0,H_C1@A0,A3_C1_robustness,B1_q20,keyhole_recall,0.5786343315972221,0.701764632936508,-0.12313030133928571,-0.13374510866195438,-0.1131538822234623,0,9.999000099990002e-05,True,0.000999900009999,True
T2_C1@A0 - H_C1@A0,T2_C1@A0,H_C1@A0,A3_C1_robustness,B1_q20,roc_auc,0.7823231193719474,0.9087839382839384,-0.12646081891199074,-0.1332895384942748,-0.12020758067886966,0,9.999000099990002e-05,True,0.000999900009999,True
T2_C1@A0 - H_C1@A0,T2_C1@A0,H_C1@A0,A3_C1_robustness,B1_q20,pr_auc,0.738469353088407,0.8602085488585487,-0.1217391957701418,-0.1329397038889288,-0.11138579435580345,0,9.999000099990002e-05,True,0.000999900009999,True
T2_C1@A0 - H_C1@A0,T2_C1@A0,H_C1@A0,A3_C1_robustness,B1_q30,accuracy,0.783928125,0.872821875,-0.08889375000000002,-0.09253773437500006,-0.08545312500000005,0,9.999000099990002e-05,True,0.000999900009999,True
T2_C1@A0 - H_C1@A0,T2_C1@A0,H_C1@A0,A3_C1_robustness,B1_q30,balanced_accuracy,0.7375887466155961,0.8390255479346143,-0.10143680131901818,-0.10593372225920292,-0.09733557650390509,0,9.999000099990002e-05,True,0.000999900009999,True
T2_C1@A0 - H_C1@A0,T2_C1@A0,H_C1@A0,A3_C1_robustness,B1_q30,keyhole_recall,0.6040036864177488,0.7440503528589466,-0.14004666644119773,-0.14901440471962935,-0.1315238783623061,0,9.999000099990002e-05,True,0.000999900009999,True
T2_C1@A0 - H_C1@A0,T2_C1@A0,H_C1@A0,A3_C1_robustness,B1_q30,roc_auc,0.8357003652226901,0.9412239378784271,-0.10552357265573695,-0.1105624021399205,-0.10060610524030124,0,9.999000099990002e-05,True,0.000999900009999,True
T2_C1@A0 - H_C1@A0,T2_C1@A0,H_C1@A0,A3_C1_robustness,B1_q30,pr_auc,0.7487154419514294,0.8798109689531671,-0.1310955270017378,-0.14078927531942095,-0.12198022765162067,0,9.999000099990002e-05,True,0.000999900009999,True
T2_C1@A0 - H_C1@A0,T2_C1@A0,H_C1@A0,A3_C1_robustness,full81,accuracy,0.912109375,0.9598678626543211,-0.04775848765432095,-0.049967303240740654,-0.045492717978395,0,9.999000099990002e-05,True,0.000999900009999,True
T2_C1@A0 - H_C1@A0,T2_C1@A0,H_C1@A0,A3_C1_robustness,full81,balanced_accuracy,0.8577257472782194,0.9186495959730567,-0.060923848694837524,-0.06388125156482202,-0.058168903384104256,0,9.999000099990002e-05,True,0.000999900009999,True
T2_C1@A0 - H_C1@A0,T2_C1@A0,H_C1@A0,A3_C1_robustness,full81,keyhole_recall,0.7728601190476192,0.8543616071428574,-0.08150148809523813,-0.08696436011904769,-0.07614098772321429,0,9.999000099990002e-05,True,0.000999900009999,True
T2_C1@A0 - H_C1@A0,T2_C1@A0,H_C1@A0,A3_C1_robustness,full81,roc_auc,0.9479394768917857,0.9908040533264415,-0.042864576434655785,-0.043936207835619,-0.041824453309245224,0,9.999000099990002e-05,True,0.000999900009999,True
T2_C1@A0 - H_C1@A0,T2_C1@A0,H_C1@A0,A3_C1_robustness,full81,pr_auc,0.8658043720219906,0.9601432441519988,-0.09433887213000836,-0.09789354675416774,-0.09059949533830909,0,9.999000099990002e-05,True,0.000999900009999,True
T3_C1@A0 - H_C1@A0,T3_C1@A0,H_C1@A0,A3_C1_robustness,B1_q20,accuracy,0.8078400735294118,0.8292830882352942,-0.02144301470588237,-0.02401665900735293,-0.018814223345588212,0,9.999000099990002e-05,True,0.000999900009999,True
T3_C1@A0 - H_C1@A0,T3_C1@A0,H_C1@A0,A3_C1_robustness,B1_q20,balanced_accuracy,0.7803223441055473,0.8046488640482782,-0.024326519942730863,-0.027080366787617733,-0.02162830813934328,0,9.999000099990002e-05,True,0.000999900009999,True
T3_C1@A0 - H_C1@A0,T3_C1@A0,H_C1@A0,A3_C1_robustness,B1_q20,keyhole_recall,0.6660636160714285,0.701764632936508,-0.03570101686507937,-0.0404741141183036,-0.031228187779017855,0,9.999000099990002e-05,True,0.000999900009999,True
T3_C1@A0 - H_C1@A0,T3_C1@A0,H_C1@A0,A3_C1_robustness,B1_q20,roc_auc,0.8936470556353366,0.9087839382839384,-0.01513688264860138,-0.019491546853753903,-0.010748206047424783,1,9.999000099990002e-05,True,0.000999900009999,True
T3_C1@A0 - H_C1@A0,T3_C1@A0,H_C1@A0,A3_C1_robustness,B1_q20,pr_auc,0.8431501125124428,0.8602085488585487,-0.017058436346106043,-0.023306623376715845,-0.01136694473808833,2,9.999000099990002e-05,True,0.000999900009999,True
T3_C1@A0 - H_C1@A0,T3_C1@A0,H_C1@A0,A3_C1_robustness,B1_q30,accuracy,0.8569906249999999,0.872821875,-0.01583125000000002,-0.018203203125000025,-0.013568671875000037,0,9.999000099990002e-05,True,0.000999900009999,True
T3_C1@A0 - H_C1@A0,T3_C1@A0,H_C1@A0,A3_C1_robustness,B1_q30,balanced_accuracy,0.8194162362927253,0.8390255479346143,-0.019609311641888883,-0.022380343481666076,-0.0170591416691934,0,9.999000099990002e-05,True,0.000999900009999,True
T3_C1@A0 - H_C1@A0,T3_C1@A0,H_C1@A0,A3_C1_robustness,B1_q30,keyhole_recall,0.7138030725784631,0.7440503528589466,-0.03024728028048343,-0.034898278473913254,-0.025966672655686366,0,9.999000099990002e-05,True,0.000999900009999,True
T3_C1@A0 - H_C1@A0,T3_C1@A0,H_C1@A0,A3_C1_robustness,B1_q30,roc_auc,0.9322136421935318,0.9412239378784271,-0.00901029568489537,-0.011624846200694814,-0.006244621510190326,2,9.999000099990002e-05,True,0.000999900009999,True
T3_C1@A0 - H_C1@A0,T3_C1@A0,H_C1@A0,A3_C1_robustness,B1_q30,pr_auc,0.8653582538728057,0.8798109689531671,-0.014452715080361455,-0.01917824263599052,-0.009958798991005591,2,9.999000099990002e-05,True,0.000999900009999,True
T3_C1@A0 - H_C1@A0,T3_C1@A0,H_C1@A0,A3_C1_robustness,full81,accuracy,0.9530295138888889,0.9598678626543211,-0.006838348765432112,-0.007664930555555556,-0.006077353395061736,0,9.999000099990002e-05,True,0.000999900009999,True
T3_C1@A0 - H_C1@A0,T3_C1@A0,H_C1@A0,A3_C1_robustness,full81,balanced_accuracy,0.9046484614771112,0.9186495959730567,-0.014001134495945594,-0.015777555291218413,-0.0124291239937185,0,9.999000099990002e-05,True,0.000999900009999,True
T3_C1@A0 - H_C1@A0,T3_C1@A0,H_C1@A0,A3_C1_robustness,full81,keyhole_recall,0.8291517857142858,0.8543616071428574,-0.025209821428571456,-0.028688271949404803,-0.02199102492559526,0,9.999000099990002e-05,True,0.000999900009999,True
T3_C1@A0 - H_C1@A0,T3_C1@A0,H_C1@A0,A3_C1_robustness,full81,roc_auc,0.988399591766546,0.9908040533264415,-0.0024044615598953654,-0.0029747055021833854,-0.0018406167426194846,0,9.999000099990002e-05,True,0.000999900009999,True
T3_C1@A0 - H_C1@A0,T3_C1@A0,H_C1@A0,A3_C1_robustness,full81,pr_auc,0.9515641851548395,0.9601432441519988,-0.008579058997159328,-0.010614891461616085,-0.006564831768028784,0,9.999000099990002e-05,True,0.000999900009999,True
M3_T2@own - M3@own,M3_T2@own,M3@own,B_own_path_vs_M3,B1_q20,accuracy,0.7819255514705883,0.8446047794117648,-0.06267922794117647,-0.07098816636029415,-0.05422782628676468,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T2@own - M3@own,M3_T2@own,M3@own,B_own_path_vs_M3,B1_q20,balanced_accuracy,0.7488175356544499,0.8231001265444625,-0.07428259089001274,-0.08344394710649587,-0.06455491244053253,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T2@own - M3@own,M3_T2@own,M3@own,B_own_path_vs_M3,B1_q20,keyhole_recall,0.6112978360615078,0.7381299913194445,-0.1268321552579365,-0.1417257843501984,-0.10989154420882935,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T2@own - M3@own,M3_T2@own,M3@own,B_own_path_vs_M3,B1_q20,roc_auc,0.848054242523969,0.9133512240797396,-0.06529698155577063,-0.07376534226407276,-0.05716663849388459,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T2@own - M3@own,M3_T2@own,M3@own,B_own_path_vs_M3,B1_q20,pr_auc,0.7979189162531019,0.8637452772000895,-0.06582636094698763,-0.07856332970589669,-0.05332587267827527,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T2@own - M3@own,M3_T2@own,M3@own,B_own_path_vs_M3,B1_q30,accuracy,0.8350375,0.8874156249999998,-0.05237812500000001,-0.05877507812500002,-0.04608726562500002,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T2@own - M3@own,M3_T2@own,M3@own,B_own_path_vs_M3,B1_q30,balanced_accuracy,0.7883405017709557,0.8600476587223259,-0.07170715695137014,-0.0799007668210545,-0.06301723237498025,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T2@own - M3@own,M3_T2@own,M3@own,B_own_path_vs_M3,B1_q30,keyhole_recall,0.6568817471590909,0.7837064647591991,-0.12682471760010824,-0.1415448427494814,-0.11099818673622386,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T2@own - M3@own,M3_T2@own,M3@own,B_own_path_vs_M3,B1_q30,roc_auc,0.891001673610859,0.9455451794271932,-0.05454350581633442,-0.06150212188249665,-0.04771526767589077,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T2@own - M3@own,M3_T2@own,M3@own,B_own_path_vs_M3,B1_q30,pr_auc,0.8188556707952405,0.885853378857024,-0.06699770806178351,-0.07793042979393477,-0.05612803235258997,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T2@own - M3@own,M3_T2@own,M3@own,B_own_path_vs_M3,full81,accuracy,0.9454726080246914,0.9645052083333333,-0.019032600308641984,-0.02140142746913582,-0.016622299382716043,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T2@own - M3@own,M3_T2@own,M3@own,B_own_path_vs_M3,full81,balanced_accuracy,0.8909249228694192,0.9304481642618885,-0.039523241392469446,-0.04415384814336392,-0.03481310730867779,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T2@own - M3@own,M3_T2@own,M3@own,B_own_path_vs_M3,full81,keyhole_recall,0.8057176339285714,0.8773348214285713,-0.07161718750000005,-0.08047438616071435,-0.062264592633928584,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T2@own - M3@own,M3_T2@own,M3@own,B_own_path_vs_M3,full81,roc_auc,0.96623501363246,0.9893973942853375,-0.02316238065287739,-0.027452785246437596,-0.01922154444817985,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T2@own - M3@own,M3_T2@own,M3@own,B_own_path_vs_M3,full81,pr_auc,0.9098049656477107,0.9575475917710143,-0.047742626123303454,-0.05652412460122592,-0.0400515216315482,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T3@own - M3@own,M3_T3@own,M3@own,B_own_path_vs_M3,B1_q20,accuracy,0.8107261029411765,0.8446047794117648,-0.03387867647058824,-0.041787913602941165,-0.02649345128676472,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T3@own - M3@own,M3_T3@own,M3@own,B_own_path_vs_M3,B1_q20,balanced_accuracy,0.7865127162334195,0.8231001265444625,-0.0365874103110431,-0.04528640474922207,-0.028204003144750193,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T3@own - M3@own,M3_T3@own,M3@own,B_own_path_vs_M3,B1_q20,keyhole_recall,0.6911827876984127,0.7381299913194445,-0.04694720362103173,-0.0631563499813988,-0.030775317770337266,2,0.00019998000199980003,True,0.0024997500249975004,True
M3_T3@own - M3@own,M3_T3@own,M3@own,B_own_path_vs_M3,B1_q20,roc_auc,0.8731223555090744,0.9133512240797396,-0.04022886857066547,-0.04917777439845311,-0.03261816488090905,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T3@own - M3@own,M3_T3@own,M3@own,B_own_path_vs_M3,B1_q20,pr_auc,0.8124090570472324,0.8637452772000895,-0.05133622015285717,-0.06222661114101165,-0.04166022909767105,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T3@own - M3@own,M3_T3@own,M3@own,B_own_path_vs_M3,B1_q30,accuracy,0.858171875,0.8874156249999998,-0.029243750000000002,-0.03531570312500002,-0.023481250000000026,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T3@own - M3@own,M3_T3@own,M3@own,B_own_path_vs_M3,B1_q30,balanced_accuracy,0.8263957084701223,0.8600476587223259,-0.03365195025220362,-0.04104058227999045,-0.02635120999715771,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T3@own - M3@own,M3_T3@own,M3@own,B_own_path_vs_M3,B1_q30,keyhole_recall,0.7371492971004688,0.7837064647591991,-0.04655716765873016,-0.06108950153037068,-0.032255976548408186,2,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T3@own - M3@own,M3_T3@own,M3@own,B_own_path_vs_M3,B1_q30,roc_auc,0.9111940660446862,0.9455451794271932,-0.034351113382507,-0.04102185727162592,-0.02803657036330354,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T3@own - M3@own,M3_T3@own,M3@own,B_own_path_vs_M3,B1_q30,pr_auc,0.8332209563660156,0.885853378857024,-0.05263242249100827,-0.06202046778815766,-0.04375848573304647,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T3@own - M3@own,M3_T3@own,M3@own,B_own_path_vs_M3,full81,accuracy,0.9535233410493825,0.9645052083333333,-0.010981867283950642,-0.013048828125000037,-0.009081645447530855,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T3@own - M3@own,M3_T3@own,M3@own,B_own_path_vs_M3,full81,balanced_accuracy,0.9125534631529852,0.9304481642618885,-0.017894701108903517,-0.02228011026063879,-0.01368437698126652,1,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T3@own - M3@own,M3_T3@own,M3@own,B_own_path_vs_M3,full81,keyhole_recall,0.8486796875,0.8773348214285713,-0.02865513392857142,-0.03782593936011904,-0.01948911830357143,1,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T3@own - M3@own,M3_T3@own,M3@own,B_own_path_vs_M3,full81,roc_auc,0.9736404343609333,0.9893973942853375,-0.015756959924403978,-0.019858001235620516,-0.012211427709935213,0,9.999000099990002e-05,True,0.0024997500249975004,True
M3_T3@own - M3@own,M3_T3@own,M3@own,B_own_path_vs_M3,full81,pr_auc,0.917069422138607,0.9575475917710143,-0.04047816963240721,-0.047738678688626246,-0.03345625259490822,0,9.999000099990002e-05,True,0.0024997500249975004,True
H@own - M3@own,H@own,M3@own,B_own_path_vs_M3,B1_q20,accuracy,0.8317371323529411,0.8446047794117648,-0.012867647058823544,-0.01654871323529415,-0.008703814338235315,1,9.999000099990002e-05,True,0.0024997500249975004,True
H@own - M3@own,H@own,M3@own,B_own_path_vs_M3,B1_q20,balanced_accuracy,0.8106912226228633,0.8231001265444625,-0.012408903921599223,-0.01723070856010311,-0.007097886239194798,1,0.00029997000299970003,True,0.0024997500249975004,True
H@own - M3@own,H@own,M3@own,B_own_path_vs_M3,B1_q20,keyhole_recall,0.7240148499503969,0.7381299913194445,-0.014115141369047618,-0.023434941561259918,-0.003917634703621049,5,0.014698530146985302,True,0.015398460153984602,True
H@own - M3@own,H@own,M3@own,B_own_path_vs_M3,B1_q20,roc_auc,0.9067596282840423,0.9133512240797396,-0.0065915957956974025,-0.010507406953940231,-0.002848469211994638,7,0.0033996600339966003,True,0.010198980101989802,True
H@own - M3@own,H@own,M3@own,B_own_path_vs_M3,B1_q20,pr_auc,0.8560868478928294,0.8637452772000895,-0.0076584293072602064,-0.012329559433458157,-0.0028328154170087325,6,0.007699230076992301,True,0.015398460153984602,True
H@own - M3@own,H@own,M3@own,B_own_path_vs_M3,B1_q30,accuracy,0.8721656249999998,0.8874156249999998,-0.015250000000000031,-0.01785937500000003,-0.012578046875000042,0,9.999000099990002e-05,True,0.0024997500249975004,True
H@own - M3@own,H@own,M3@own,B_own_path_vs_M3,B1_q30,balanced_accuracy,0.8437425315709121,0.8600476587223259,-0.01630512715141384,-0.019824645743106533,-0.012593320688997885,1,9.999000099990002e-05,True,0.0024997500249975004,True
H@own - M3@own,H@own,M3@own,B_own_path_vs_M3,B1_q30,keyhole_recall,0.7647243979978355,0.7837064647591991,-0.01898206676136363,-0.027304979693700424,-0.010994927793560615,4,0.00029997000299970003,True,0.0024997500249975004,True
H@own - M3@own,H@own,M3@own,B_own_path_vs_M3,B1_q30,roc_auc,0.9392494373603343,0.9455451794271932,-0.006295742066858822,-0.008927592790605085,-0.003964104179890335,3,0.00019998000199980003,True,0.0024997500249975004,True
H@own - M3@own,H@own,M3@own,B_own_path_vs_M3,B1_q30,pr_auc,0.8755846972379953,0.885853378857024,-0.010268681619028686,-0.014495250603783122,-0.00616845263960238,4,9.999000099990002e-05,True,0.0024997500249975004,True
H@own - M3@own,H@own,M3@own,B_own_path_vs_M3,full81,accuracy,0.9599074074074071,0.9645052083333333,-0.004597800925925949,-0.005504460841049384,-0.0036042872299382822,1,9.999000099990002e-05,True,0.0024997500249975004,True
H@own - M3@own,H@own,M3@own,B_own_path_vs_M3,full81,balanced_accuracy,0.9242328492985561,0.9304481642618885,-0.006215314963332663,-0.008518473316756307,-0.0036917392920745025,4,0.00039996000399960006,True,0.0024997500249975004,True
H@own - M3@own,H@own,M3@own,B_own_path_vs_M3,full81,keyhole_recall,0.8686268601190477,0.8773348214285713,-0.008707961309523777,-0.013475827752976177,-0.0037719122023809515,5,0.0038996100389961006,True,0.011698830116988301,True
H@own - M3@own,H@own,M3@own,B_own_path_vs_M3,full81,roc_auc,0.9895176458077577,0.9893973942853375,0.00012025152242037263,-0.0007823331176234363,0.0012435756695755582,9,0.8461153884611539,False,0.8461153884611539,False
H@own - M3@own,H@own,M3@own,B_own_path_vs_M3,full81,pr_auc,0.9557363547295965,0.9575475917710143,-0.0018112370414174739,-0.0042227032916915975,0.0009443245835614786,6,0.19928007199280073,False,0.39856014398560147,False
T2@own - M3@own,T2@own,M3@own,B_own_path_vs_M3,B1_q20,accuracy,0.7555974264705883,0.8446047794117648,-0.0890073529411765,-0.09507364430147061,-0.08311109834558823,0,9.999000099990002e-05,True,0.0024997500249975004,True
T2@own - M3@own,T2@own,M3@own,B_own_path_vs_M3,B1_q20,balanced_accuracy,0.7127704517704518,0.8231001265444625,-0.1103296747740107,-0.11770143614523493,-0.10254324776514716,0,9.999000099990002e-05,True,0.0024997500249975004,True
T2@own - M3@own,T2@own,M3@own,B_own_path_vs_M3,B1_q20,keyhole_recall,0.5233887958829365,0.7381299913194445,-0.21474119543650794,-0.23023229709201384,-0.19854268198164687,0,9.999000099990002e-05,True,0.0024997500249975004,True
T2@own - M3@own,T2@own,M3@own,B_own_path_vs_M3,B1_q20,roc_auc,0.7813355770748348,0.9133512240797396,-0.1320156470049049,-0.13956534996849945,-0.12429450055966179,0,9.999000099990002e-05,True,0.0024997500249975004,True
T2@own - M3@own,T2@own,M3@own,B_own_path_vs_M3,B1_q20,pr_auc,0.7368170377707939,0.8637452772000895,-0.1269282394292955,-0.13988763988876604,-0.11446031805153388,0,9.999000099990002e-05,True,0.0024997500249975004,True
T2@own - M3@own,T2@own,M3@own,B_own_path_vs_M3,B1_q30,accuracy,0.8017593749999999,0.8874156249999998,-0.08565625000000004,-0.09028437500000001,-0.081174765625,0,9.999000099990002e-05,True,0.0024997500249975004,True
T2@own - M3@own,T2@own,M3@own,B_own_path_vs_M3,B1_q30,balanced_accuracy,0.7331416110589509,0.8600476587223259,-0.12690604766337493,-0.13300568171282048,-0.12087209793435827,0,9.999000099990002e-05,True,0.0024997500249975004,True
T2@own - M3@own,T2@own,M3@own,B_own_path_vs_M3,B1_q30,keyhole_recall,0.5360799287518037,0.7837064647591991,-0.2476265360073954,-0.2599322173323639,-0.23538596342893214,0,9.999000099990002e-05,True,0.0024997500249975004,True
T2@own - M3@own,T2@own,M3@own,B_own_path_vs_M3,B1_q30,roc_auc,0.8320016856748786,0.9455451794271932,-0.11354349375231457,-0.11882910421364236,-0.10827397109995777,0,9.999000099990002e-05,True,0.0024997500249975004,True
T2@own - M3@own,T2@own,M3@own,B_own_path_vs_M3,B1_q30,pr_auc,0.7464457289001308,0.885853378857024,-0.139407649956893,-0.15014408948961777,-0.12879850485179822,0,9.999000099990002e-05,True,0.0024997500249975004,True
T2@own - M3@own,T2@own,M3@own,B_own_path_vs_M3,full81,accuracy,0.930324074074074,0.9645052083333333,-0.034181134259259276,-0.036311824845679054,-0.03209008487654323,0,9.999000099990002e-05,True,0.0024997500249975004,True
T2@own - M3@own,T2@own,M3@own,B_own_path_vs_M3,full81,balanced_accuracy,0.8539020603153068,0.9304481642618885,-0.076546103946582,-0.07977001902015891,-0.07329720705775102,0,9.999000099990002e-05,True,0.0024997500249975004,True
