cell,model,path,run_id,repeat,fold,subset,accuracy_AULC,balanced_accuracy_AULC,keyhole_recall_AULC,roc_auc_AULC,pr_auc_AULC
H@A0,H,A0,w85__r03_f04,3,4,B1_q20,0.8000919117647057,0.8108258928571427,0.8716517857142856,0.829017857142857,0.6884803068954854
H@A0,H,A0,w85__r03_f04,3,4,B1_q30,0.7640624999999999,0.7938368055555556,0.9001736111111113,0.8682725694444444,0.7127160007521527
H@A0,H,A0,w85__r03_f04,3,4,full81,0.9251543209876542,0.9293751665778254,0.935825892857143,0.9773121002132196,0.8838182563155875
H@A0,H,A0,w85__r03_f05,3,5,B1_q20,0.8676470588235294,0.859375,0.71875,0.9861111111111109,0.9861111111111109
H@A0,H,A0,w85__r03_f05,3,5,B1_q30,0.9059375000000001,0.8824218750000001,0.7648437499999998,0.9933333333333333,0.990909090909091
H@A0,H,A0,w85__r03_f05,3,5,full81,0.9709683641975309,0.9216145833333335,0.8432291666666667,0.9989898989898991,0.9958333333333335
H@A0,H,A0,w85__r04_f01,4,1,B1_q20,0.5583639705882353,0.5515407986111109,0.435546875,0.6770833333333333,0.5979852689181735
H@A0,H,A0,w85__r04_f01,4,1,B1_q30,0.6615624999999999,0.6538403003246754,0.5894886363636362,0.7964184253246753,0.6883284967873037
H@A0,H,A0,w85__r04_f01,4,1,full81,0.8955439814814816,0.8092850479744137,0.6774553571428572,0.962869802771855,0.8244902730967675
H@A0,H,A0,w85__r04_f02,4,2,B1_q20,0.827205882352941,0.8298611111111112,0.7847222222222222,0.9285481770833333,0.9214340828924162
H@A0,H,A0,w85__r04_f02,4,2,B1_q30,0.8825000000000001,0.8611111111111112,0.7847222222222222,0.9503851996527779,0.9047674162257496
H@A0,H,A0,w85__r04_f02,4,2,full81,0.9637345679012345,0.9278409090909091,0.8708333333333336,0.9925228851010103,0.9640666451603952
H@A0,H,A0,w85__r04_f03,4,3,B1_q20,0.9034926470588236,0.7962740384615384,0.59375,0.9807692307692308,0.9500000000000001
H@A0,H,A0,w85__r04_f03,4,3,B1_q30,0.934375,0.837109375,0.675,0.9900000000000001,0.9666666666666668
H@A0,H,A0,w85__r04_f03,4,3,full81,0.9785879629629629,0.9425899621212122,0.8854166666666667,0.9989898989898991,0.9958333333333335
H@A0,H,A0,w85__r04_f04,4,4,B1_q20,0.9007352941176471,0.8941964285714287,0.857142857142857,0.9571428571428572,0.9571428571428572
H@A0,H,A0,w85__r04_f04,4,4,B1_q30,0.9325,0.9172794117647058,0.875,0.9779411764705881,0.9659090909090909
H@A0,H,A0,w85__r04_f04,4,4,full81,0.9791666666666665,0.9614583333333333,0.9333333333333335,0.9969696969696971,0.9888888888888889
H@A0,H,A0,w85__r04_f05,4,5,B1_q20,0.9048713235294119,0.8883167613636365,0.83203125,0.9242424242424241,0.9242424242424241
H@A0,H,A0,w85__r04_f05,4,5,B1_q30,0.9353125,0.9249674479166667,0.8880208333333335,0.9583333333333331,0.9555555555555556
H@A0,H,A0,w85__r04_f05,4,5,full81,0.9800347222222221,0.9594591218017058,0.928013392857143,0.9914712153518125,0.9740259740259739
H@A0,H,A0,w85__r05_f01,5,1,B1_q20,0.9375000000000001,0.9529947916666666,0.990625,0.9666666666666667,0.9266666666666667
H@A0,H,A0,w85__r05_f01,5,1,B1_q30,0.9553125,0.9685546874999998,0.990625,0.9800000000000002,0.9266666666666667
H@A0,H,A0,w85__r05_f01,5,1,full81,0.9858217592592592,0.9892874053030303,0.9947916666666667,0.9959595959595957,0.9814987789987788
H@A0,H,A0,w85__r05_f02,5,2,B1_q20,0.783547794117647,0.7191051136363636,0.5,0.9545454545454544,0.9150793650793652
H@A0,H,A0,w85__r05_f02,5,2,B1_q30,0.8528125,0.8120930989583331,0.6666666666666666,0.9791666666666667,0.9626543209876546
H@A0,H,A0,w85__r05_f02,5,2,full81,0.9545717592592592,0.8877848480810235,0.7857142857142857,0.9968017057569297,0.9846415489272633
H@A0,H,A0,w85__r05_f03,5,3,B1_q20,0.7968749999999998,0.8125591856060608,0.8658854166666666,0.9242424242424241,0.896825396825397
H@A0,H,A0,w85__r05_f03,5,3,B1_q30,0.8618750000000001,0.8689546130952381,0.8850446428571428,0.9603174603174603,0.9214285714285716
H@A0,H,A0,w85__r05_f03,5,3,full81,0.9573688271604938,0.9514967017590618,0.9425223214285716,0.9946695095948828,0.9778711484593838
H@A0,H,A0,w85__r05_f04,5,4,B1_q20,0.783547794117647,0.7886284722222221,0.7022569444444444,0.8728298611111112,0.7856947119125428
H@A0,H,A0,w85__r05_f04,5,4,B1_q30,0.8490625,0.8391335227272727,0.7563920454545455,0.9135551948051949,0.7960009825244199
H@A0,H,A0,w85__r05_f04,5,4,full81,0.9534143518518519,0.9023910984848486,0.8213541666666666,0.9824810606060604,0.8867664426962835
H@A0,H,A0,w85__r05_f05,5,5,B1_q20,0.7720588235294117,0.7647569444444445,0.640625,0.8440755208333334,0.8746009371296595
H@A0,H,A0,w85__r05_f05,5,5,B1_q30,0.845,0.7909007352941176,0.640625,0.899270450367647,0.8615242960164835
H@A0,H,A0,w85__r05_f05,5,5,full81,0.9521604938271604,0.8965909090909091,0.8083333333333333,0.9775923295454545,0.9387232101424811
H@A0,H,A0,w85__r06_f01,6,1,B1_q20,0.8933823529411766,0.8531013257575756,0.7161458333333334,0.9393939393939394,0.9333333333333333
H@A0,H,A0,w85__r06_f01,6,1,B1_q30,0.9275,0.8903377757352942,0.787109375,0.9705882352941176,0.9583333333333331
H@A0,H,A0,w85__r06_f01,6,1,full81,0.9776234567901234,0.9424005681818184,0.8864583333333336,0.9959595959595962,0.9859649122807017
H@A0,H,A0,w85__r06_f02,6,2,B1_q20,0.9136029411764707,0.9333333333333332,0.98125,0.9166666666666667,0.71
H@A0,H,A0,w85__r06_f02,6,2,B1_q30,0.905,0.8970588235294118,0.875,0.9338235294117646,0.760267857142857
H@A0,H,A0,w85__r06_f02,6,2,full81,0.9701967592592593,0.9549479166666667,0.9307291666666668,0.9888494318181819,0.9334068743076096
H@A0,H,A0,w85__r06_f03,6,3,B1_q20,0.811580882352941,0.818582589285714,0.8582589285714284,0.9106026785714287,0.8914175329222597
H@A0,H,A0,w85__r06_f03,6,3,B1_q30,0.8646875,0.8676757812500002,0.8759765625,0.9458295036764703,0.9067226729433762
H@A0,H,A0,w85__r06_f03,6,3,full81,0.9579475308641975,0.9465493403518123,0.9291294642857144,0.9902718550106611,0.9598675643690526
H@A0,H,A0,w85__r06_f04,6,4,B1_q20,0.7545955882352942,0.7453884548611112,0.5888671875,0.8888888888888891,0.8918650793650792
H@A0,H,A0,w85__r06_f04,6,4,B1_q30,0.8140624999999999,0.7544519761029413,0.5888671875,0.911764705882353,0.8568452380952378
H@A0,H,A0,w85__r06_f04,6,4,full81,0.9418402777777777,0.8701567497334756,0.7606026785714284,0.9861407249466952,0.9466411564625848
H@A0,H,A0,w85__r06_f05,6,5,B1_q20,0.8198529411764705,0.8102213541666666,0.646484375,0.9305555555555555,0.9293650793650795
H@A0,H,A0,w85__r06_f05,6,5,B1_q30,0.8362499999999999,0.8033311631944442,0.685763888888889,0.9236111111111109,0.8954415954415955
H@A0,H,A0,w85__r06_f05,6,5,full81,0.9494598765432097,0.8961410984848486,0.8114583333333332,0.9888888888888889,0.9586500974658867
H@A0,H,A0,w85__r07_f01,7,1,B1_q20,0.927389705882353,0.9296875,0.8906250000000002,0.9583333333333331,0.9722222222222223
H@A0,H,A0,w85__r07_f01,7,1,B1_q30,0.9506249999999999,0.9375,0.8906250000000002,0.9791666666666667,0.9722222222222223
H@A0,H,A0,w85__r07_f01,7,1,full81,0.9847608024691358,0.9652935606060606,0.9343750000000002,0.9969696969696971,0.9888888888888889
H@A0,H,A0,w85__r07_f02,7,2,B1_q20,0.7844669117647058,0.8100733901515151,0.8971354166666665,0.8649384469696969,0.6863219246031744
H@A0,H,A0,w85__r07_f02,7,2,B1_q30,0.8534375,0.8718118106617648,0.9228515625,0.9199793198529411,0.7425490958694085
H@A0,H,A0,w85__r07_f02,7,2,full81,0.9546682098765431,0.9562855113636365,0.9588541666666668,0.9868765782828282,0.9256320618039366
H@A0,H,A0,w85__r07_f03,7,3,B1_q20,0.8138786764705881,0.8038194444444444,0.6328125,0.9561631944444442,0.9572983685661763
H@A0,H,A0,w85__r07_f03,7,3,B1_q30,0.85125,0.8270833333333332,0.70625,0.9575,0.9432404271076145
H@A0,H,A0,w85__r07_f03,7,3,full81,0.9538966049382716,0.8891424573560769,0.7901785714285714,0.9918376865671643,0.9681824158616439
H@A0,H,A0,w85__r07_f04,7,4,B1_q20,0.8920036764705883,0.8551432291666667,0.765625,0.9833333333333333,0.9666666666666668
H@A0,H,A0,w85__r07_f04,7,4,B1_q30,0.9265625,0.8978484623015872,0.8325892857142856,0.9841269841269841,0.9682539682539683
H@A0,H,A0,w85__r07_f04,7,4,full81,0.9773341049382716,0.9531916311300639,0.916294642857143,0.997867803837953,0.9910714285714286
H@A0,H,A0,w85__r07_f05,7,5,B1_q20,0.7637867647058822,0.7047230113636365,0.50390625,0.8030303030303029,0.7505341880341881
H@A0,H,A0,w85__r07_f05,7,5,B1_q30,0.799375,0.7221966911764706,0.5078125,0.8529411764705881,0.779359243697479
H@A0,H,A0,w85__r07_f05,7,5,full81,0.9380787037037035,0.8605823863636366,0.7375,0.9787878787878787,0.923816169210906
H@A0,H,A0,w85__r08_f01,8,1,B1_q20,0.7431066176470589,0.7328559027777778,0.55859375,0.8289930555555555,0.8577045733065954
H@A0,H,A0,w85__r08_f01,8,1,B1_q30,0.8062499999999999,0.7926136363636365,0.6789772727272727,0.8919439935064934,0.8925661751443004
H@A0,H,A0,w85__r08_f01,8,1,full81,0.9402006172839505,0.872348484848485,0.7645833333333334,0.980602904040404,0.9352867679347943
H@A0,H,A0,w85__r08_f02,8,2,B1_q20,0.822610294117647,0.8119140624999999,0.7859375,0.9000000000000002,0.8444444444444442
H@A0,H,A0,w85__r08_f02,8,2,B1_q30,0.85,0.8524816176470589,0.859375,0.9411764705882354,0.906288156288156
H@A0,H,A0,w85__r08_f02,8,2,full81,0.953125,0.9385577691897653,0.916294642857143,0.9893390191897655,0.9537388050545947
H@A0,H,A0,w85__r08_f03,8,3,B1_q20,0.883731617647059,0.9101562500000001,1.0,0.9099195075757576,0.736563740079365
H@A0,H,A0,w85__r08_f03,8,3,B1_q30,0.9184375,0.9433593750000001,1.0,0.9449404761904763,0.7566060799319727
H@A0,H,A0,w85__r08_f03,8,3,full81,0.9748263888888888,0.9847831156716416,1.0,0.9914545575692966,0.9472571946902304
H@A0,H,A0,w85__r08_f04,8,4,B1_q20,0.8019301470588234,0.731830018939394,0.49348958333333337,0.9217566287878787,0.9224877450980391
H@A0,H,A0,w85__r08_f04,8,4,B1_q30,0.8653124999999999,0.7738095238095238,0.5658482142857142,0.9574962797619049,0.938106398809524
H@A0,H,A0,w85__r08_f04,8,4,full81,0.9584297839506172,0.8962121212121215,0.7973958333333333,0.9913194444444443,0.9769772376543209
H@A0,H,A0,w85__r08_f05,8,5,B1_q20,0.9269301470588236,0.8964843750000002,0.79296875,0.9848484848484846,0.9761904761904762
H@A0,H,A0,w85__r08_f05,8,5,B1_q30,0.9503124999999999,0.9112723214285716,0.8225446428571427,0.9920634920634921,0.9821428571428569
H@A0,H,A0,w85__r08_f05,8,5,full81,0.9846643518518519,0.95859375,0.9171875000000002,0.9989898989898991,0.9958333333333335
H@A0,H,A0,w85__r09_f01,9,1,B1_q20,0.9375000000000001,0.9346788194444444,0.88671875,0.9861111111111109,0.9861111111111109
H@A0,H,A0,w85__r09_f01,9,1,B1_q30,0.9575,0.9447699652777778,0.8993055555555557,0.9930555555555555,0.9888888888888889
H@A0,H,A0,w85__r09_f01,9,1,full81,0.9868827160493827,0.9664678837953091,0.9352678571428573,0.9989339019189762,0.9952380952380953
H@A0,H,A0,w85__r09_f02,9,2,B1_q20,0.7647058823529411,0.7357142857142858,0.5714285714285713,0.8820312500000003,0.7436673106742697
H@A0,H,A0,w85__r09_f02,9,2,B1_q30,0.84,0.7579365079365079,0.5714285714285713,0.9297495039682542,0.740873193027211
H@A0,H,A0,w85__r09_f02,9,2,full81,0.9506172839506172,0.8853944562899788,0.7857142857142857,0.9831964618869934,0.9092626068816545
H@A0,H,A0,w85__r09_f03,9,3,B1_q20,0.8579963235294118,0.8966796875000002,0.990625,0.94453125,0.8780654761904763
H@A0,H,A0,w85__r09_f03,9,3,B1_q30,0.8424999999999999,0.8885788690476191,0.9933035714285715,0.9613095238095238,0.9077168367346937
H@A0,H,A0,w85__r09_f03,9,3,full81,0.9426118827160493,0.9635771780303031,0.9968750000000001,0.9937500000000001,0.9669158496732028
H@A0,H,A0,w85__r09_f04,9,4,B1_q20,0.822610294117647,0.8276227678571426,0.8560267857142856,0.9142857142857145,0.8801587301587299
H@A0,H,A0,w85__r09_f04,9,4,B1_q30,0.8790625000000001,0.8777286305147061,0.8740234375,0.9485294117647057,0.8835317460317461
H@A0,H,A0,w85__r09_f04,9,4,full81,0.962673611111111,0.9511363636363636,0.9328125,0.9919191919191919,0.962317257905493
H@A0,H,A0,w85__r09_f05,9,5,B1_q20,0.8717830882352942,0.7856770833333332,0.5765625,0.7999999999999999,0.7769230769230768
H@A0,H,A0,w85__r09_f05,9,5,B1_q30,0.8731249999999999,0.8253038194444443,0.6545138888888888,0.9097222222222223,0.896786492374728
H@A0,H,A0,w85__r09_f05,9,5,full81,0.960841049382716,0.8958806818181819,0.7927083333333331,0.9858585858585859,0.9554232804232806
H@A0,H,A0,w85__r10_f01,10,1,B1_q20,0.8350183823529411,0.7673828125,0.6031249999999999,0.9666666666666667,0.9266666666666667
H@A0,H,A0,w85__r10_f01,10,1,B1_q30,0.8878124999999999,0.813048245614035,0.6692708333333333,0.9824561403508774,0.9484126984126985
H@A0,H,A0,w85__r10_f01,10,1,full81,0.964699074074074,0.9258167613636363,0.8640625000000002,0.9979797979797979,0.9913888888888887
H@A0,H,A0,w85__r10_f02,10,2,B1_q20,0.8143382352941175,0.8044162326388888,0.6357421875,0.8472222222222222,0.8727564102564103
H@A0,H,A0,w85__r10_f02,10,2,B1_q30,0.8709374999999999,0.8086799172794117,0.6357421875,0.8970588235294115,0.8509740259740257
H@A0,H,A0,w85__r10_f02,10,2,full81,0.9597800925925926,0.8933610407782514,0.7918526785714286,0.9840085287846482,0.9415266106442576
H@A0,H,A0,w85__r10_f03,10,3,B1_q20,0.822610294117647,0.8254123263888891,0.873046875,0.8472222222222222,0.7347222222222224
H@A0,H,A0,w85__r10_f03,10,3,B1_q30,0.8787499999999999,0.8820312499999998,0.8984375000000001,0.9066666666666665,0.7669555444555445
H@A0,H,A0,w85__r10_f03,10,3,full81,0.9625771604938271,0.9508759469696969,0.9322916666666667,0.9848484848484846,0.9118799718799719
H@A0,H,A0,w85__r10_f04,10,4,B1_q20,0.8616727941176472,0.9020182291666667,1.0,0.9833333333333334,0.9666666666666668
H@A0,H,A0,w85__r10_f04,10,4,B1_q30,0.9059375,0.9346788194444445,1.0,0.9920634920634921,0.9821428571428569
H@A0,H,A0,w85__r10_f04,10,4,full81,0.9709683641975309,0.9821851325757576,1.0,0.9989898989898991,0.9958333333333335
H@A0,H,A0,w85__r10_f05,10,5,B1_q20,0.7610294117647058,0.7673611111111109,0.6597222222222222,0.9027777777777778,0.87826278659612
H@A0,H,A0,w85__r10_f05,10,5,B1_q30,0.8078124999999999,0.7754177517361109,0.6597222222222222,0.9097222222222222,0.8241943241943241
H@A0,H,A0,w85__r10_f05,10,5,full81,0.9406828703703702,0.8776236007462688,0.7812499999999999,0.9850746268656716,0.9289231601731602
H@A0,H,A0,w85__r11_f01,11,1,B1_q20,0.9080882352941178,0.90234375,0.8046875,0.9990234375,0.9989659926470589
H@A0,H,A0,w85__r11_f01,11,1,B1_q30,0.9375,0.9131944444444445,0.8263888888888888,0.9991319444444444,0.9988888888888889
H@A0,H,A0,w85__r11_f01,11,1,full81,0.9805169753086419,0.943638392857143,0.8872767857142856,0.9994419642857143,0.9990768298059964
H@A0,H,A0,w85__r11_f02,11,2,B1_q20,0.9388786764705883,0.8728215144230769,0.748046875,0.9615384615384616,0.9166666666666667
H@A0,H,A0,w85__r11_f02,11,2,B1_q30,0.9196875,0.8579489087301589,0.7176339285714286,0.9841269841269841,0.9682539682539683
H@A0,H,A0,w85__r11_f02,11,2,full81,0.9752121913580247,0.9291752731876334,0.8588169642857142,0.997867803837953,0.9910714285714286
H@A0,H,A0,w85__r11_f03,11,3,B1_q20,0.7670036764705882,0.759006076388889,0.623046875,0.9027777777777778,0.9068813131313131
H@A0,H,A0,w85__r11_f03,11,3,B1_q30,0.8415624999999999,0.8291649756493507,0.7258522727272729,0.9545454545454548,0.9488390397481307
H@A0,H,A0,w85__r11_f03,11,3,full81,0.951099537037037,0.8923177083333333,0.7989583333333332,0.990909090909091,0.966111111111111
H@A0,H,A0,w85__r11_f04,11,4,B1_q20,0.8175551470588234,0.8164062500000002,0.8125,0.8787878787878788,0.83015873015873
H@A0,H,A0,w85__r11_f04,11,4,B1_q30,0.8759375,0.854235197368421,0.8125,0.9210526315789476,0.821067821067821
H@A0,H,A0,w85__r11_f04,11,4,full81,0.9617091049382716,0.9475260416666667,0.9250000000000002,0.990909090909091,0.966111111111111
H@A0,H,A0,w85__r11_f05,11,5,B1_q20,0.7734375,0.7615513392857143,0.6941964285714286,0.8119977678571427,0.6856322216386556
H@A0,H,A0,w85__r11_f05,11,5,B1_q30,0.8174999999999999,0.7949793198529412,0.732421875,0.8790211397058825,0.7030666599025974
H@A0,H,A0,w85__r11_f05,11,5,full81,0.9436728395061726,0.9102982954545453,0.8572916666666668,0.9762744633838385,0.9077264606228957
H@A0,H,A0,w85__r12_f01,12,1,B1_q20,0.7490808823529411,0.6759765625,0.4984375,0.8498697916666664,0.752083333333333
H@A0,H,A0,w85__r12_f01,12,1,B1_q30,0.7903125,0.762838924632353,0.6865234375,0.911420036764706,0.865634300595238
H@A0,H,A0,w85__r12_f01,12,1,full81,0.935185185185185,0.8956321022727273,0.8328125,0.9877485795454547,0.9555158000700279
H@A0,H,A0,w85__r12_f02,12,2,B1_q20,0.8731617647058825,0.8684151785714285,0.841517857142857,0.9378348214285714,0.9191343203948243
H@A0,H,A0,w85__r12_f02,12,2,B1_q30,0.90625,0.886470734126984,0.841517857142857,0.9549231150793651,0.9073001700680271
H@A0,H,A0,w85__r12_f02,12,2,full81,0.9710648148148148,0.9536695075757575,0.9260416666666669,0.9919902146464645,0.9756316137566139
H@A0,H,A0,w85__r12_f03,12,3,B1_q20,0.8786764705882355,0.8780381944444445,0.8888888888888891,0.8611111111111109,0.7765792849126181
H@A0,H,A0,w85__r12_f03,12,3,B1_q30,0.9115624999999999,0.9112976866883115,0.9090909090909091,0.9090909090909091,0.7921323625869081
H@A0,H,A0,w85__r12_f03,12,3,full81,0.972704475308642,0.9574928977272728,0.9333333333333335,0.9818181818181817,0.8964615014615013
H@A0,H,A0,w85__r12_f04,12,4,B1_q20,0.8377757352941175,0.7858664772727273,0.609375,0.9696969696969697,0.9484126984126985
H@A0,H,A0,w85__r12_f04,12,4,B1_q30,0.8896875000000001,0.7937911184210527,0.609375,0.9824561403508774,0.9484126984126985
H@A0,H,A0,w85__r12_f04,12,4,full81,0.9658564814814814,0.9131463219616204,0.8325892857142857,0.9957356076759061,0.9815476190476191
H@A0,H,A0,w85__r12_f05,12,5,B1_q20,0.7743566176470588,0.7682291666666666,0.7473958333333335,0.9166666666666665,0.855530753968254
H@A0,H,A0,w85__r12_f05,12,5,B1_q30,0.8387499999999999,0.8218625992063491,0.783482142857143,0.9462425595238096,0.8581951530612244
H@A0,H,A0,w85__r12_f05,12,5,full81,0.9502314814814814,0.9270972148187633,0.8917410714285713,0.9904717484008528,0.9470515582475167
H@A0,H,A0,w85__r13_f01,13,1,B1_q20,0.7794117647058822,0.774330357142857,0.7455357142857143,0.9000000000000001,0.8631519274376416
H@A0,H,A0,w85__r13_f01,13,1,B1_q30,0.8071875,0.8096354166666666,0.8218749999999999,0.9266666666666667,0.8996428571428572
H@A0,H,A0,w85__r13_f01,13,1,full81,0.9404899691358023,0.9137043576759061,0.872767857142857,0.9882729211087422,0.9480841579055863
H@A0,H,A0,w85__r13_f02,13,2,B1_q20,0.9181985294117648,0.9420572916666665,1.0,0.9169270833333334,0.7105208333333335
H@A0,H,A0,w85__r13_f02,13,2,B1_q30,0.9290625,0.9556640624999999,1.0,0.95015625,0.7105208333333335
H@A0,H,A0,w85__r13_f02,13,2,full81,0.9753086419753086,0.9848484848484848,1.0,0.9928977272727275,0.9626202096514596
H@A0,H,A0,w85__r13_f03,13,3,B1_q20,0.8253676470588234,0.8170030381944444,0.6748046875,0.9583333333333331,0.9526289682539683
H@A0,H,A0,w85__r13_f03,13,3,B1_q30,0.8715624999999999,0.819479549632353,0.6748046875,0.9558823529411765,0.9159722222222221
H@A0,H,A0,w85__r13_f03,13,3,full81,0.9599729938271604,0.9084280303030305,0.8265624999999999,0.993939393939394,0.9749346405228758
H@A0,H,A0,w85__r13_f04,13,4,B1_q20,0.8042279411764706,0.7723721590909092,0.6640625,0.7727272727272726,0.7805194805194804
H@A0,H,A0,w85__r13_f04,13,4,B1_q30,0.866875,0.8354204963235294,0.748046875,0.8602941176470588,0.8293650793650793
H@A0,H,A0,w85__r13_f04,13,4,full81,0.958912037037037,0.9182186167377399,0.8560267857142856,0.9776119402985073,0.9256310356310358
H@A0,H,A0,w85__r13_f05,13,5,B1_q20,0.799172794117647,0.8044704861111109,0.7144097222222223,0.9583333333333333,0.9626543209876546
H@A0,H,A0,w85__r13_f05,13,5,B1_q30,0.8634375,0.8433593749999999,0.7429687500000002,0.9800000000000002,0.9697979797979797
H@A0,H,A0,w85__r13_f05,13,5,full81,0.9577546296296295,0.9078716856060607,0.8286458333333333,0.996969696969697,0.9866269841269839
H@A0,H,A0,w85__r14_f01,14,1,B1_q20,0.693014705882353,0.6658854166666666,0.6,0.7337890625,0.5259017565359476
