run_id,repeat,fold,model,subset,roc_auc,pr_auc,accuracy,balanced_accuracy,keyhole_recall,conduction_recall,brier_score,log_loss,false_negative,false_positive,true_negative,true_positive,row_count
w85__r08_f05,8,5,log_volumetric_energy,B1_q20,0.9393939393939394,0.9333333333333332,0.9411764705882353,0.9166666666666667,0.8333333333333334,1.0,0.08390323180036614,0.2849801566695738,1,0,11,5,17
w85__r08_f05,8,5,logistic_M1,full81,0.997979797979798,0.992156862745098,0.9876543209876543,0.9666666666666667,0.9333333333333333,1.0,0.018301524140820227,0.05942900001702035,1,0,66,14,81
w85__r08_f05,8,5,logistic_M1,B1_q30,0.9920634920634921,0.982142857142857,0.96,0.9285714285714286,0.8571428571428571,1.0,0.056999612554810994,0.17981403155925796,1,0,18,6,25
w85__r08_f05,8,5,logistic_M1,B1_q20,0.9848484848484849,0.9761904761904762,0.9411764705882353,0.9166666666666667,0.8333333333333334,1.0,0.08374939383989105,0.2603798491049391,1,0,11,5,17
w85__r08_f05,8,5,logistic_M3,full81,0.997979797979798,0.9913888888888889,0.9629629629629629,0.9257575757575758,0.8666666666666667,0.9848484848484849,0.014083916533058433,0.043260448807780856,2,1,65,13,81
w85__r08_f05,8,5,logistic_M3,B1_q30,0.9841269841269841,0.9617346938775511,0.88,0.8293650793650793,0.7142857142857143,0.9444444444444444,0.04521810661294179,0.13146352597952357,2,1,17,5,25
w85__r08_f05,8,5,logistic_M3,B1_q20,0.9696969696969697,0.9484126984126984,0.8235294117647058,0.7878787878787878,0.6666666666666666,0.9090909090909091,0.06642186075572334,0.19079800406101388,2,1,10,4,17
w85__r09_f01,9,1,gpc_1d_h,full81,0.9989339019189765,0.9952380952380953,0.9876543209876543,0.9642857142857143,0.9285714285714286,1.0,0.012084205019936865,0.055555851601183294,1,0,67,13,81
w85__r09_f01,9,1,gpc_1d_h,B1_q30,0.9930555555555556,0.9888888888888889,0.96,0.9444444444444444,0.8888888888888888,1.0,0.03587819320626797,0.13918971751550202,1,0,16,8,25
w85__r09_f01,9,1,gpc_1d_h,B1_q20,0.986111111111111,0.9861111111111112,0.9411764705882353,0.9375,0.875,1.0,0.05197761518731562,0.19027194897078417,1,0,9,7,17
w85__r09_f01,9,1,gpc_4d,full81,0.9989339019189765,0.9952380952380953,0.9753086419753086,0.9285714285714286,0.8571428571428571,1.0,0.014474443302351403,0.054558670437180906,2,0,67,12,81
w85__r09_f01,9,1,gpc_4d,B1_q30,0.9930555555555556,0.9888888888888889,0.92,0.8888888888888888,0.7777777777777778,1.0,0.04592294558982794,0.16040001942499754,2,0,16,7,25
w85__r09_f01,9,1,gpc_4d,B1_q20,0.986111111111111,0.9861111111111112,0.8823529411764706,0.875,0.75,1.0,0.06734603294379533,0.22806763210677938,2,0,9,6,17
w85__r09_f01,9,1,gpc_5d_h_augmented,full81,1.0,1.0,0.9876543209876543,0.9642857142857143,0.9285714285714286,1.0,0.012735836475350572,0.05517915865487025,1,0,67,13,81
w85__r09_f01,9,1,gpc_5d_h_augmented,B1_q30,1.0,1.0,0.96,0.9444444444444444,0.8888888888888888,1.0,0.039853199927847374,0.15215146291517248,1,0,16,8,25
w85__r09_f01,9,1,gpc_5d_h_augmented,B1_q20,1.0,1.0,0.9411764705882353,0.9375,0.875,1.0,0.058327870723492194,0.2137570381029531,1,0,9,7,17
w85__r09_f01,9,1,log_areal_energy,full81,0.9637526652452025,0.8428663131919434,0.8641975308641975,0.7484008528784648,0.5714285714285714,0.9253731343283582,0.06635940291309297,0.18505291583813277,6,5,62,8,81
w85__r09_f01,9,1,log_areal_energy,B1_q30,0.8125,0.6686788520121854,0.6,0.5416666666666666,0.3333333333333333,0.75,0.1892399980465312,0.5135692887640004,6,4,12,3,25
w85__r09_f01,9,1,log_areal_energy,B1_q20,0.8194444444444444,0.7469246031746032,0.5294117647058824,0.5138888888888888,0.25,0.7777777777777778,0.23473838810756237,0.6267426071011786,6,2,7,2,17
w85__r09_f01,9,1,log_h_logistic,full81,0.9989339019189765,0.9952380952380953,0.9876543209876543,0.9642857142857143,0.9285714285714286,1.0,0.011791799083602098,0.04521045863928922,1,0,67,13,81
w85__r09_f01,9,1,log_h_logistic,B1_q30,0.9930555555555556,0.9888888888888889,0.96,0.9444444444444444,0.8888888888888888,1.0,0.03615489114566192,0.13257187551160812,1,0,16,8,25
w85__r09_f01,9,1,log_h_logistic,B1_q20,0.986111111111111,0.9861111111111112,0.9411764705882353,0.9375,0.875,1.0,0.05252809810388315,0.18292964677546789,1,0,9,7,17
w85__r09_f01,9,1,log_h_st_logistic,full81,0.9978678038379531,0.9910714285714285,0.9876543209876543,0.9642857142857143,0.9285714285714286,1.0,0.012979497657596482,0.04830752833869141,1,0,67,13,81
w85__r09_f01,9,1,log_h_st_logistic,B1_q30,0.9861111111111112,0.9797979797979799,0.96,0.9444444444444444,0.8888888888888888,1.0,0.04051580819956022,0.14394546597216784,1,0,16,8,25
w85__r09_f01,9,1,log_h_st_logistic,B1_q20,0.9722222222222222,0.975,0.9411764705882353,0.9375,0.875,1.0,0.058779509429856824,0.1978308510593312,1,0,9,7,17
w85__r09_f01,9,1,log_irradiance,full81,1.0,1.0,0.9629629629629629,0.8928571428571428,0.7857142857142857,1.0,0.02006288145671756,0.07854831796273704,3,0,67,11,81
w85__r09_f01,9,1,log_irradiance,B1_q30,1.0,1.0,0.88,0.8333333333333333,0.6666666666666666,1.0,0.05711704715353259,0.19873831476293158,3,0,16,6,25
w85__r09_f01,9,1,log_irradiance,B1_q20,1.0,1.0,0.8235294117647058,0.8125,0.625,1.0,0.0789709932534502,0.2539606044318421,3,0,9,5,17
w85__r09_f01,9,1,log_king_style,full81,0.9946695095948828,0.9778711484593836,0.9753086419753086,0.9285714285714286,0.8571428571428571,1.0,0.020325391142270745,0.06732861185733467,2,0,67,12,81
w85__r09_f01,9,1,log_king_style,B1_q30,0.9722222222222222,0.9575757575757575,0.92,0.8888888888888888,0.7777777777777778,1.0,0.060921119371874895,0.19554789403033335,2,0,16,7,25
w85__r09_f01,9,1,log_king_style,B1_q20,0.9444444444444444,0.9472222222222222,0.8823529411764706,0.875,0.75,1.0,0.08817891681657125,0.2702880145032434,2,0,9,6,17
w85__r09_f01,9,1,log_linear_energy,full81,0.8912579957356077,0.5853406290052252,0.8395061728395061,0.7052238805970149,0.5,0.9104477611940298,0.1089362641320626,0.3148549900220246,7,6,61,7,81
w85__r09_f01,9,1,log_linear_energy,B1_q30,0.6736111111111112,0.4594743219743219,0.56,0.4861111111111111,0.2222222222222222,0.75,0.2875551764816155,0.7778708596978515,7,4,12,2,25
w85__r09_f01,9,1,log_linear_energy,B1_q20,0.6944444444444444,0.591220238095238,0.5294117647058824,0.5138888888888888,0.25,0.7777777777777778,0.3375933443422614,0.9198430651685876,6,2,7,2,17
w85__r09_f01,9,1,log_volumetric_energy,full81,0.9914712153518124,0.9610845503702646,0.9629629629629629,0.949360341151386,0.9285714285714286,0.9701492537313433,0.030286427487704725,0.09402800644892016,1,2,65,13,81
w85__r09_f01,9,1,log_volumetric_energy,B1_q30,0.9513888888888888,0.9115961199294533,0.92,0.9131944444444444,0.8888888888888888,0.9375,0.08683289079523084,0.2670603855877697,1,1,15,8,25
w85__r09_f01,9,1,log_volumetric_energy,B1_q20,0.9166666666666666,0.8956845238095238,0.8823529411764706,0.8819444444444444,0.875,0.8888888888888888,0.11669010062914932,0.3441199788857455,1,1,8,7,17
w85__r09_f01,9,1,logistic_M1,full81,0.9989339019189765,0.9952380952380953,0.9876543209876543,0.9642857142857143,0.9285714285714286,1.0,0.014048379758229286,0.048628528385625126,1,0,67,13,81
w85__r09_f01,9,1,logistic_M1,B1_q30,0.9930555555555556,0.9888888888888889,0.96,0.9444444444444444,0.8888888888888888,1.0,0.043162243458859904,0.14538960236025766,1,0,16,8,25
w85__r09_f01,9,1,logistic_M1,B1_q20,0.986111111111111,0.9861111111111112,0.9411764705882353,0.9375,0.875,1.0,0.0630262211661737,0.20666788757577198,1,0,9,7,17
w85__r09_f01,9,1,logistic_M3,full81,0.9989339019189765,0.9952380952380953,0.9876543209876543,0.9925373134328358,1.0,0.9850746268656716,0.009887794132903568,0.0333995218274274,0,1,66,14,81
w85__r09_f01,9,1,logistic_M3,B1_q30,0.9930555555555556,0.9888888888888889,0.96,0.96875,1.0,0.9375,0.03159550938041968,0.10279558009975549,0,1,15,9,25
w85__r09_f01,9,1,logistic_M3,B1_q20,0.986111111111111,0.9861111111111112,0.9411764705882353,0.9444444444444444,1.0,0.8888888888888888,0.04645665761693054,0.14997347131434377,0,1,8,8,17
w85__r09_f02,9,2,gpc_1d_h,full81,0.9850746268656717,0.8659598338169766,0.9506172839506173,0.8853944562899787,0.7857142857142857,0.9850746268656716,0.04111507801680815,0.14272591682971764,3,1,66,11,81
w85__r09_f02,9,2,gpc_1d_h,B1_q30,0.9365079365079365,0.7407029478458049,0.84,0.7579365079365079,0.5714285714285714,0.9444444444444444,0.12668758415636586,0.4048182916637934,3,1,17,4,25
w85__r09_f02,9,2,gpc_1d_h,B1_q20,0.8857142857142858,0.7407029478458049,0.7647058823529411,0.7357142857142858,0.5714285714285714,0.9,0.1862805902440653,0.5921194932042733,3,1,9,4,17
w85__r09_f02,9,2,gpc_4d,full81,0.9925373134328358,0.9571162964020107,0.9506172839506173,0.8853944562899787,0.7857142857142857,0.9850746268656716,0.03170767481741525,0.11017629006751689,3,1,66,11,81
w85__r09_f02,9,2,gpc_4d,B1_q30,0.9603174603174602,0.8736394557823128,0.84,0.7579365079365079,0.5714285714285714,0.9444444444444444,0.09305955212931938,0.30450913000175217,3,1,17,4,25
w85__r09_f02,9,2,gpc_4d,B1_q20,0.9285714285714286,0.8736394557823128,0.7647058823529411,0.7357142857142858,0.5714285714285714,0.9,0.13673983637536075,0.4420665527040599,3,1,9,4,17
w85__r09_f02,9,2,gpc_5d_h_augmented,full81,0.9925373134328358,0.9571162964020107,0.9506172839506173,0.8853944562899787,0.7857142857142857,0.9850746268656716,0.03251610957606559,0.11297822816215954,3,1,66,11,81
w85__r09_f02,9,2,gpc_5d_h_augmented,B1_q30,0.9603174603174602,0.8736394557823128,0.84,0.7579365079365079,0.5714285714285714,0.9444444444444444,0.0958549466169283,0.3061784484454834,3,1,17,4,25
w85__r09_f02,9,2,gpc_5d_h_augmented,B1_q20,0.9285714285714286,0.8736394557823128,0.7647058823529411,0.7357142857142858,0.5714285714285714,0.9,0.14083968899031163,0.44401754042599856,3,1,9,4,17
w85__r09_f02,9,2,log_areal_energy,full81,0.9829424307036247,0.920870399441828,0.9135802469135802,0.7782515991471215,0.5714285714285714,0.9850746268656716,0.045413537979171865,0.1345620535726522,6,1,66,8,81
w85__r09_f02,9,2,log_areal_energy,B1_q30,0.8809523809523809,0.6401360544217687,0.72,0.5436507936507936,0.14285714285714285,0.9444444444444444,0.14406914498886586,0.4009946786111329,6,1,17,1,25
w85__r09_f02,9,2,log_areal_energy,B1_q20,0.8,0.6477118119975263,0.5882352941176471,0.5214285714285715,0.14285714285714285,0.9,0.20930910416856816,0.5696934704473229,6,1,9,1,17
w85__r09_f02,9,2,log_h_logistic,full81,0.988272921108742,0.9219122147693576,0.9506172839506173,0.8853944562899787,0.7857142857142857,0.9850746268656716,0.04191064185711037,0.15795481160054142,3,1,66,11,81
w85__r09_f02,9,2,log_h_logistic,B1_q30,0.9365079365079365,0.7407029478458049,0.84,0.7579365079365079,0.5714285714285714,0.9444444444444444,0.1303699073059954,0.48532633899835687,3,1,17,4,25
w85__r09_f02,9,2,log_h_logistic,B1_q20,0.8857142857142858,0.7407029478458049,0.7647058823529411,0.7357142857142858,0.5714285714285714,0.9,0.19171710430645267,0.7128550380094645,3,1,9,4,17
