target,model,model_label,n,coverage_95,coverage_error_from_0_95,median_interval_width,standardized_residual_mean,standardized_residual_std,standardized_residual_q025,standardized_residual_q975,interval_definition,retrospective_oracle,dataset_revision
kinetic_energy,matern52_learned_nugget,Matérn 5/2 + learned nugget,164,0.926829268292683,0.0231707317073169,2.06100117916366,0.0042814231203644,1.0759010540041711,-1.7146246863881491,2.950366172973944,total predictive variance including learned WhiteKernel nugget,False,d69dac5bda8b622bc0de316b112815c6056c06ec
kinetic_energy,matern52_no_nugget,"Matérn 5/2, numerical jitter",164,0.902439024390244,0.047560975609756,2.292500777739498,-0.0028243377293411,1.234796310607445,-2.792925816461353,2.6951673927291635,latent predictive variance; numerical jitter excluded,False,d69dac5bda8b622bc0de316b112815c6056c06ec
kinetic_energy,rbf_learned_nugget,RBF + learned nugget,164,0.9329268292682928,0.0170731707317072,2.0706207377351227,0.0065016420225959,1.0748479483307751,-1.7365217885954125,3.009994888233636,total predictive variance including learned WhiteKernel nugget,False,d69dac5bda8b622bc0de316b112815c6056c06ec
kinetic_energy,rbf_no_nugget,"RBF, numerical jitter",164,0.8902439024390244,0.0597560975609755,2.7473710715193715,-0.0071504610983451,1.2825102998088551,-3.4525064683214337,3.2219762118480872,latent predictive variance; numerical jitter excluded,False,d69dac5bda8b622bc0de316b112815c6056c06ec
total_height,matern32_heteroskedastic_alpha,Matérn 3/2 + heteroskedastic alpha,164,0.902439024390244,0.047560975609756,74.30544314518289,-0.0331247661727092,1.0737232237272931,-2.4916665767077872,3.026044889127544,retrospective oracle: latent variance plus held-out target-summary variance,True,d69dac5bda8b622bc0de316b112815c6056c06ec
total_height,matern32_learned_nugget,Matérn 3/2 + learned nugget,164,0.902439024390244,0.047560975609756,74.52849532745007,-0.0221995230092149,1.060723310311111,-2.404903734305404,2.7216690538499453,total predictive variance including learned WhiteKernel nugget,False,d69dac5bda8b622bc0de316b112815c6056c06ec
total_height,matern32_no_nugget,"Matérn 3/2, numerical jitter",164,0.902439024390244,0.047560975609756,74.59695175500954,-0.0342012827650983,1.0725727474094775,-2.4743602864911045,3.0099349846097025,latent predictive variance; numerical jitter excluded,False,d69dac5bda8b622bc0de316b112815c6056c06ec
total_height,matern52_learned_nugget,Matérn 5/2 + learned nugget,164,0.902439024390244,0.047560975609756,72.19352674527556,-0.0222978668475222,1.074232623615017,-2.510264630747436,2.6852920532768496,total predictive variance including learned WhiteKernel nugget,False,d69dac5bda8b622bc0de316b112815c6056c06ec
total_height,matern52_no_nugget,"Matérn 5/2, numerical jitter",164,0.8963414634146342,0.0536585365853657,76.11299016669257,-0.0460546687556235,1.1285342462448364,-2.5117268864706777,3.2731015103270256,latent predictive variance; numerical jitter excluded,False,d69dac5bda8b622bc0de316b112815c6056c06ec
total_height,rbf_learned_nugget,RBF + learned nugget,164,0.902439024390244,0.047560975609756,71.85177289804126,-0.0309485432526139,1.0840705046727397,-2.544575680218344,2.346867278614286,total predictive variance including learned WhiteKernel nugget,False,d69dac5bda8b622bc0de316b112815c6056c06ec
total_height,rbf_no_nugget,"RBF, numerical jitter",164,0.8963414634146342,0.0536585365853657,84.62118425026189,-0.0668920549049656,1.17906676980683,-2.569513694367477,2.9174130097308546,latent predictive variance; numerical jitter excluded,False,d69dac5bda8b622bc0de316b112815c6056c06ec
width,matern32_heteroskedastic_alpha,Matérn 3/2 + heteroskedastic alpha,164,0.8963414634146342,0.0536585365853657,9.704054845189964,-0.029131548500899,1.249956664617228,-2.4172402206897985,2.257716363159618,retrospective oracle: latent variance plus held-out target-summary variance,True,d69dac5bda8b622bc0de316b112815c6056c06ec
width,matern32_learned_nugget,Matérn 3/2 + learned nugget,164,0.9329268292682928,0.0170731707317072,10.703647791817671,-0.0186585467923229,1.1350256243888308,-2.1108206610483387,2.0235600713909228,total predictive variance including learned WhiteKernel nugget,False,d69dac5bda8b622bc0de316b112815c6056c06ec
width,matern32_no_nugget,"Matérn 3/2, numerical jitter",164,0.8963414634146342,0.0536585365853657,9.958848296596123,-0.0302909242119062,1.2588882137162123,-2.347987348887872,2.197319423180996,latent predictive variance; numerical jitter excluded,False,d69dac5bda8b622bc0de316b112815c6056c06ec
width,matern52_learned_nugget,Matérn 5/2 + learned nugget,164,0.9390243902439024,0.0109756097560975,11.589787189878637,-0.020041064219343,1.1390043159029637,-2.231845797976088,1.7635252329472824,total predictive variance including learned WhiteKernel nugget,False,d69dac5bda8b622bc0de316b112815c6056c06ec
width,matern52_no_nugget,"Matérn 5/2, numerical jitter",164,0.8719512195121951,0.0780487804878048,9.89540308922659,-0.0294982731367017,1.3816604365133658,-3.081841504827448,2.697048971260944,latent predictive variance; numerical jitter excluded,False,d69dac5bda8b622bc0de316b112815c6056c06ec
width,rbf_learned_nugget,RBF + learned nugget,164,0.9390243902439024,0.0109756097560975,13.0973743521874,-0.0312873057649818,1.144334830334791,-2.0681491389288413,1.840636023630214,total predictive variance including learned WhiteKernel nugget,False,d69dac5bda8b622bc0de316b112815c6056c06ec
width,rbf_no_nugget,"RBF, numerical jitter",164,0.8048780487804879,0.1451219512195121,11.589589279606544,-0.0012970270333031,1.684011831082432,-3.721003753752517,3.2344785378848804,latent predictive variance; numerical jitter excluded,False,d69dac5bda8b622bc0de316b112815c6056c06ec
