target,target_label,target_unit,week6_n,new_data_n,week6_selected_point_model,new_data_selected_point_model,week6_best_learned_gp_kernel,week6_protocol_selected_gp,new_data_best_learned_gp_kernel,new_data_protocol_selected_gp,week6_learned_nugget_useful,new_data_learned_nugget_useful,week6_MAE,new_data_MAE,week6_relative_MAE_pct,new_data_relative_MAE_pct,week6_RMSE,new_data_RMSE,week6_relative_RMSE_pct,new_data_relative_RMSE_pct,week6_R2,new_data_R2,week6_target_median_scale,new_data_target_median_scale,week6_gp_minus_polynomial_RMSE,new_data_gp_minus_polynomial_RMSE,relative_RMSE_ratio_new_over_week6,model_difficulty_observation,point_model_same,protocol_gp_same,dataset_populations_pooled,new_dataset_revision
depth,T0 penetration depth,um,230,164,matern32_learned_nugget,matern32_learned_nugget,matern52_learned_nugget,matern32_learned_nugget,matern32_learned_nugget,matern32_learned_nugget,True,False,1.802270826592828,11.937465947815776,3.2934839505942506,15.971676698111208,2.728942784700328,21.80818528088596,4.986891609676504,29.17815943529872,0.9688730302355166,0.9103057980484144,54.72232,74.74146999999999,-1.159564631487771,-11.795634996517506,5.850971250043167,higher relative out-of-sample error in the new sampled domain,True,True,False,d69dac5bda8b622bc0de316b112815c6056c06ec
kinetic_energy,T0 melt kinetic energy,nJ,241,164,linear_ridge,matern32_learned_nugget,matern32_learned_nugget,matern32_learned_nugget,matern32_learned_nugget,matern32_learned_nugget,True,True,0.11538454387106,0.3022419019973037,7.543144779860373,9.022207598493504,0.1875181567184448,0.5638728839089049,12.25880484097096,16.83214069316157,0.9409686294810776,0.8899646760968756,1.529661,3.34997725,-0.0059083769521584,-0.1148438644809363,1.3730653935288832,higher relative out-of-sample error in the new sampled domain,False,True,False,d69dac5bda8b622bc0de316b112815c6056c06ec
total_height,T0 total vertical melt-pool height,um,241,164,polynomial_ridge_degree2,matern32_learned_nugget,matern32_learned_nugget,matern32_learned_nugget,matern52_learned_nugget,matern32_learned_nugget,True,False,5.293909360385799,12.60907849482216,6.608615003180838,12.53029333570193,8.522625324440268,22.40059116090844,10.639160165273466,22.260625806602487,0.7821606559739209,0.9002429855323664,80.106185,100.6287575,-0.9244165170874208,-11.84152163714933,2.0923292309539456,higher relative out-of-sample error in the new sampled domain,False,True,False,d69dac5bda8b622bc0de316b112815c6056c06ec
width,T0 melt-pool width,um,241,164,polynomial_ridge_degree2,polynomial_ridge_degree2,matern32_learned_nugget,matern32_learned_nugget,matern32_learned_nugget,matern32_learned_nugget,True,True,3.387663622855772,3.240672617346131,2.1305361062081936,1.9445188609309432,6.725321593790456,4.299549416521656,4.229623149347208,2.5798826111530087,0.9677287177922403,0.9860746918669192,159.00522,166.656785,-0.0289666613257137,-0.7948447137237156,0.6099556674573202,lower relative out-of-sample error in the new sampled domain,True,True,False,d69dac5bda8b622bc0de316b112815c6056c06ec
