path_family,model,metric,mean,ci_lower,ci_upper
early8__coverage_then_margin_B40,M0,accuracy_AULC_16_40,0.8376838235294117,0.8339787581699346,0.8412785947712417
early8__coverage_then_margin_B40,M0,log_score_AULC_16_40,-0.6398815469993003,-0.7083913411295978,-0.5804218480225775
early8__coverage_then_margin_B40,M0,keyhole_recall_AULC_16_40,0.7316664462081129,0.721670493689374,0.7411667610504851
early8__coverage_then_margin_B40,M1,accuracy_AULC_16_40,0.8376879084967318,0.833937806372549,0.841315359477124
early8__coverage_then_margin_B40,M1,log_score_AULC_16_40,-0.6387943612523757,-0.7065211184290104,-0.5793193682361955
early8__coverage_then_margin_B40,M1,keyhole_recall_AULC_16_40,0.7316109182098766,0.7216714933311288,0.7412535962301589
early8__coverage_then_margin_B40,M2,accuracy_AULC_16_40,0.837687908496732,0.8339868259803921,0.8412499999999999
early8__coverage_then_margin_B40,M2,log_score_AULC_16_40,-0.638649163185449,-0.7057893229693966,-0.5793108713815934
early8__coverage_then_margin_B40,M2,keyhole_recall_AULC_16_40,0.7315543430335097,0.7216571552579365,0.7411066778273808
