anisotropy_ratio,any_length_bound_hit,any_length_lower_bound_hit,any_length_upper_bound_hit,budget,extra_length,fallback_status,fold,interior_lml,l_LS,l_LS_lower_bound_hit,l_LS_upper_bound_hit,l_P,l_P_lower_bound_hit,l_P_upper_bound_hit,l_ST,l_ST_lower_bound_hit,l_ST_upper_bound_hit,l_VX,l_VX_lower_bound_hit,l_VX_upper_bound_hit,length_upper_bound,m0_lml,model,objective_value,optimizer_converged,optimizer_evaluations,optimizer_iterations,optimizer_message,path_family,posterior_iterations,repeat,residual_sd,residual_sd_any_bound_hit,residual_sd_lower_bound_hit,residual_sd_upper_bound_hit,rho,run_id,selected_boundary,selected_lml,selected_fit_optimizer_message,sigma2
151.6875049827338,True,False,True,24,,none,2,,100.00000000000004,False,True,1.5803803775130953,False,False,100.00000000000004,False,True,0.6592500813523354,False,False,100.0,-11.844020399904352,M0,11.844020399904352,True,169,61,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,5.0,77,1.0,True,False,True,0.0,w85__r77_f02,True,-11.844020399904352,,
,,,,24,1.0,none,2,-11.844021153119925,100.00000000000004,,,1.5803803775130953,,,100.00000000000004,,,0.6592500813523354,,,,-11.844020399904352,M1,11.844020399904352,True,25,22,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-11.844020399904352,optimizer_disabled,1.0
,,,,24,1.0,none,2,-11.844021083272978,100.00000000000004,,,1.5803803775130953,,,100.00000000000004,,,0.6592500813523354,,,,-11.844020399904352,M2,11.844020399904352,True,25,21,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-11.844020399904352,optimizer_disabled,1.0
144.86840624300078,True,False,True,25,,none,2,,100.00000000000004,False,True,1.4108825575515769,False,False,100.00000000000004,False,True,0.6902816327823823,False,False,100.0,-12.398260932130315,M0,12.398260932130315,True,81,44,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,5.0,77,1.0,True,False,True,0.0,w85__r77_f02,True,-12.398260932130315,,
,,,,25,1.0,none,2,-12.398261591183635,100.00000000000004,,,1.4108825575515769,,,100.00000000000004,,,0.6902816327823823,,,,-12.398260932130315,M1,12.398260932130315,True,23,22,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-12.398260932130315,optimizer_disabled,1.0
,,,,25,1.0,none,2,-12.39826149522007,100.00000000000004,,,1.4108825575515769,,,100.00000000000004,,,0.6902816327823823,,,,-12.398260932130315,M2,12.398260932130315,True,26,22,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-12.398260932130315,optimizer_disabled,1.0
154.3154277841579,True,False,True,26,,none,2,,0.9157228959175245,False,False,1.3198975372054447,False,False,100.00000000000004,False,True,0.6480233469583532,False,False,100.0,-12.946890364002366,M0,12.946890364002366,True,37,22,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,5.0,77,1.0,True,False,True,0.0,w85__r77_f02,True,-12.946890364002366,,
,,,,26,1.0,none,2,-12.946890947681313,0.9157228959175245,,,1.3198975372054447,,,100.00000000000004,,,0.6480233469583532,,,,-12.946890364002366,M1,12.946890364002368,True,44,39,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-12.946890364002368,optimizer_disabled,1.0
,,,,26,1.0,none,2,-12.946890947680869,0.9157228959175245,,,1.3198975372054447,,,100.00000000000004,,,0.6480233469583532,,,,-12.946890364002366,M2,12.946890364002368,True,30,25,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-12.946890364002368,optimizer_disabled,1.0
262.98254312302214,True,False,True,27,,none,2,,0.3802533765643161,False,False,0.538039328058113,False,False,100.00000000000004,False,True,100.00000000000004,False,True,100.0,-13.834075596665572,M0,13.834075596665572,True,34,25,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,5.0,77,0.9949467461383402,False,False,False,0.0,w85__r77_f02,True,-13.834075596665572,,
,,,,27,1.0,none,2,-13.834075927348197,0.3802533765643161,,,0.538039328058113,,,100.00000000000004,,,100.00000000000004,,,,-13.834075596665572,M1,13.834075596665572,True,31,25,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-13.834075596665572,optimizer_disabled,0.9899190276512708
,,,,27,1.0,none,2,-13.834075928948447,0.3802533765643161,,,0.538039328058113,,,100.00000000000004,,,100.00000000000004,,,,-13.834075596665572,M2,13.834075596665572,True,29,23,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-13.834075596665572,optimizer_disabled,0.9899190276512708
152.56304465954656,True,False,True,28,,none,2,,0.6976881948134737,False,False,100.00000000000004,False,True,100.00000000000004,False,True,0.6554667299879597,False,False,100.0,-13.906036497791776,M0,13.906036497791776,True,35,25,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,6.0,77,1.0,True,False,True,0.0,w85__r77_f02,True,-13.906036497791776,,
,,,,28,1.0,none,2,-13.906037060834628,0.6976881948134737,,,100.00000000000004,,,100.00000000000004,,,0.6554667299879597,,,,-13.906036497791776,M1,13.906036497791774,True,28,24,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-13.906036497791774,optimizer_disabled,1.0
,,,,28,1.0,none,2,-13.906037060759244,0.6976881948134737,,,100.00000000000004,,,100.00000000000004,,,0.6554667299879597,,,,-13.906036497791776,M2,13.906036497791774,True,27,23,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-13.906036497791774,optimizer_disabled,1.0
153.23560182867664,True,False,True,29,,none,2,,0.6985407809285317,False,False,100.00000000000004,False,True,100.00000000000004,False,True,0.6525898603628936,False,False,100.0,-14.359288486107367,M0,14.359288486107367,True,39,26,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,6.0,77,0.9832357934934834,False,False,False,0.0,w85__r77_f02,True,-14.359288486107367,,
,,,,29,1.0,none,2,-14.359288906306874,0.6985407809285317,,,100.00000000000004,,,100.00000000000004,,,0.6525898603628936,,,,-14.359288486107367,M1,14.359288486107367,True,32,26,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-14.359288486107367,optimizer_disabled,0.9667526256067601
,,,,29,1.0,none,2,-14.359288906322636,0.6985407809285317,,,100.00000000000004,,,100.00000000000004,,,0.6525898603628936,,,,-14.359288486107367,M2,14.359288486107367,True,29,23,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-14.359288486107367,optimizer_disabled,0.9667526256067601
156.18136141380919,True,False,True,30,,none,2,,0.6625319502290162,False,False,100.00000000000004,False,True,100.00000000000004,False,True,0.6402812672060514,False,False,100.0,-14.602379997500119,M0,14.602379997500119,True,37,26,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,6.0,77,1.0,True,False,True,0.0,w85__r77_f02,True,-14.602379997500119,,
,,,,30,1.0,none,2,-14.602380500988982,0.6625319502290162,,,100.00000000000004,,,100.00000000000004,,,0.6402812672060514,,,,-14.602379997500119,M1,14.60237999750012,True,28,23,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-14.60237999750012,optimizer_disabled,1.0
,,,,30,1.0,none,2,-14.602380500159532,0.6625319502290162,,,100.00000000000004,,,100.00000000000004,,,0.6402812672060514,,,,-14.602379997500119,M2,14.60237999750012,True,28,23,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-14.60237999750012,optimizer_disabled,1.0
126.2606080914941,False,False,False,31,,none,2,,0.8568002284989947,False,False,36.932608088268736,False,False,79.88815025840276,False,False,0.6327242634576274,False,False,100.0,-15.350004876916621,M0,15.350004876916621,True,37,12,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,2.0,77,0.8860377973609359,False,False,False,0.0,w85__r77_f02,True,-15.350004876916621,,
,,,,31,0.3077229685298646,none,2,-15.349983414725976,0.880633637863859,,,38.30476979817748,,,89.82622296384045,,,0.633563601062455,,,,-15.350004876916621,M1,15.349983414725976,False,49,9,ABNORMAL: ,early8__coverage_then_margin_B40,,77,,,,,0.0016877580906350124,w85__r77_f02,False,-15.349983414725976,ABNORMAL: ,0.7799344273134643
,,,,31,1.0,none,2,-15.351085092012587,0.8568002284989947,,,36.932608088268736,,,79.88815025840276,,,0.6327242634576274,,,,-15.350004876916621,M2,15.350004876916628,True,45,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-15.350004876916628,optimizer_disabled,0.7850629783522189
150.4760870513112,True,False,True,32,,none,2,,1.2281779883833734,False,False,100.00000000000004,False,True,66.9935519420665,False,False,0.6645574187870849,False,False,100.0,-15.49940678356439,M0,15.49940678356439,True,58,16,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,2.0,77,1.0,True,False,True,0.0,w85__r77_f02,True,-15.49940678356439,,
,,,,32,0.34020348938036876,none,2,-15.496576621063019,1.3470481640566043,,,100.00000000000004,,,100.00000000000004,,,0.6709310475186226,,,,-15.49940678356439,M1,15.496576621063019,True,29,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0006860498815936094,w85__r77_f02,False,-15.496576621063019,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.0
,,,,32,0.27237173355291067,none,2,-15.49416836397834,1.481778254967419,,,100.00000000000004,,,100.00000000000004,,,0.6762829451185599,,,,-15.49940678356439,M2,15.49416836397834,True,30,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0005448405576774992,w85__r77_f02,False,-15.49416836397834,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.0
137.06703032703638,False,False,False,33,,none,2,,1.2622332998495374,False,False,48.03163048259202,False,False,87.92312413934032,False,False,0.6414607796605741,False,False,100.0,-15.736458581903484,M0,15.736458581903484,True,35,15,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,2.0,77,0.869731623739657,False,False,False,0.0,w85__r77_f02,True,-15.736458581903484,,
,,,,33,0.22205702666537805,none,2,-15.736268643535885,1.282971143958163,,,50.75655821756894,,,100.00000000000004,,,0.6449361282734474,,,,-15.736458581903484,M1,15.736268643535885,False,46,10,ABNORMAL: ,early8__coverage_then_margin_B40,,77,,,,,0.0006423456054481318,w85__r77_f02,False,-15.736268643535885,ABNORMAL: ,0.7596508696202585
,,,,33,1.0,none,2,-15.737039413128453,1.2622332998495374,,,48.03163048259202,,,87.92312413934032,,,0.6414607796605741,,,,-15.736458581903484,M2,15.736458581903486,True,30,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-15.736458581903486,optimizer_disabled,0.7564330973328203
134.1823085264482,True,False,True,34,,none,2,,100.00000000000004,False,True,100.00000000000004,False,True,100.00000000000004,False,True,0.7452547291678873,False,False,100.0,-15.918899245667275,M0,15.918899245667275,True,62,20,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,2.0,77,0.8760272557737052,False,False,False,0.0,w85__r77_f02,True,-15.918899245667275,,
,,,,34,1.0,none,2,-15.921365372769307,100.00000000000004,,,100.00000000000004,,,100.00000000000004,,,0.7452547291678873,,,,-15.918899245667275,M1,15.918899245667275,False,49,7,ABNORMAL: ,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-15.918899245667275,optimizer_disabled,0.7674237528584087
,,,,34,1.0,none,2,-15.919053564463631,100.00000000000004,,,100.00000000000004,,,100.00000000000004,,,0.7452547291678873,,,,-15.918899245667275,M2,15.918899245667275,True,27,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-15.918899245667275,optimizer_disabled,0.7674237528584087
166.41042226629745,True,False,True,35,,none,2,,0.9045556577974703,False,False,100.00000000000004,False,True,95.21816360557185,False,False,0.6009239003070105,False,False,100.0,-16.458606737464613,M0,16.458606737464613,True,72,23,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,2.0,77,0.813698988751939,False,False,False,0.0,w85__r77_f02,True,-16.458606737464613,,
,,,,35,0.3162893644971355,none,2,-16.458489317402275,0.940189632329941,,,100.00000000000004,,,100.00000000000004,,,0.6004198889455165,,,,-16.458606737464613,M1,16.458489317402275,True,30,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0014304214987097988,w85__r77_f02,False,-16.458489317402275,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.6601654691644726
,,,,35,1.0,none,2,-16.45953653103591,0.9045556577974703,,,100.00000000000004,,,95.21816360557185,,,0.6009239003070105,,,,-16.458606737464613,M2,16.458606737464613,True,28,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-16.458606737464613,optimizer_disabled,0.6621060442959282
120.59658716341974,False,False,False,36,,none,2,,0.775353407205448,False,False,50.4270387344511,False,False,80.73808088360826,False,False,0.6694889364837543,False,False,100.0,-16.70406496770305,M0,16.70406496770305,True,56,18,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,2.0,77,0.9277481206631013,False,False,False,0.0,w85__r77_f02,True,-16.70406496770305,,
,,,,36,0.6097274320524724,none,2,-16.703331737464435,0.8201764770572487,,,51.29538371158339,,,89.04330850330815,,,0.6726388271318591,,,,-16.70406496770305,M1,16.703331737464435,True,30,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0020980567938336915,w85__r77_f02,False,-16.703331737464435,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.8533029694020863
,,,,36,1.0,none,2,-16.704143880597677,0.775353407205448,,,50.4270387344511,,,80.73808088360826,,,0.6694889364837543,,,,-16.70406496770305,M2,16.70406496770305,True,50,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-16.70406496770305,optimizer_disabled,0.8607165753939163
157.29746411680483,True,False,True,37,,none,2,,1.0370645987163727,False,False,100.00000000000004,False,True,100.00000000000004,False,True,0.6357381573916713,False,False,100.0,-17.16448867596753,M0,17.16448867596753,True,39,17,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,2.0,77,0.9007598971237786,False,False,False,0.0,w85__r77_f02,True,-17.16448867596753,,
,,,,37,1.0,none,2,-17.164588727737602,1.0370645987163727,,,100.00000000000004,,,100.00000000000004,,,0.6357381573916713,,,,-17.16448867596753,M1,17.16448867596753,False,55,11,ABNORMAL: ,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-17.16448867596753,optimizer_disabled,0.8113683922664402
,,,,37,1.0,none,2,-17.164580497982147,1.0370645987163727,,,100.00000000000004,,,100.00000000000004,,,0.6357381573916713,,,,-17.16448867596753,M2,17.16448867596753,False,47,10,ABNORMAL: ,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-17.16448867596753,optimizer_disabled,0.8113683922664402
50.74112515419953,False,False,False,38,,none,2,,0.9925583144324572,False,False,30.765860152916463,False,False,28.367641849400645,False,False,0.6063298765926195,False,False,100.0,-17.329525730505303,M0,17.329525730505303,True,39,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,2.0,77,0.8583544896161774,False,False,False,0.0,w85__r77_f02,True,-17.329525730505303,,
,,,,38,0.7322857102676339,none,2,-17.324673490750342,1.142818652886515,,,34.504318230155064,,,67.30037075303464,,,0.6069010467661294,,,,-17.329525730505303,M1,17.324673490750342,True,66,12,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0008904856303573245,w85__r77_f02,False,-17.324673490750342,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.7327787735437389
,,,,38,0.4485616177732418,none,2,-17.327120020873448,1.0174280204427952,,,33.20907186808546,,,56.31226876359059,,,0.6062513796862523,,,,-17.329525730505303,M2,17.327120020873448,True,29,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0007064051518841456,w85__r77_f02,False,-17.327120020873448,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.7295608015110209
151.318130893855,True,False,True,39,,none,2,,1.281885890844116,False,False,100.00000000000004,False,True,84.56305423748375,False,False,0.6608593392562254,False,False,100.0,-17.547216626018,M0,17.547216626018,False,56,14,ABNORMAL: ,early8__coverage_then_margin_B40,2.0,77,0.9545111398018403,False,False,False,0.0,w85__r77_f02,True,-17.547216626018,,
,,,,39,1.0,none,2,-17.548886205704726,1.281885890844116,,,100.00000000000004,,,84.56305423748375,,,0.6608593392562254,,,,-17.547216626018,M1,17.547216626018002,True,29,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-17.547216626018002,optimizer_disabled,0.9110915160058084
,,,,39,1.0,none,2,-17.547595075703413,1.281885890844116,,,100.00000000000004,,,84.56305423748375,,,0.6608593392562254,,,,-17.547216626018,M2,17.547216626018002,True,41,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-17.547216626018002,optimizer_disabled,0.9110915160058084
131.80058381245271,True,False,True,40,,none,2,,100.00000000000004,False,True,5.193972367219621,False,False,100.00000000000004,False,True,0.7587219806423339,False,False,100.0,-17.511463342366,M0,17.511463342366,True,77,31,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,2.0,77,1.0,True,False,True,0.0,w85__r77_f02,True,-17.511463342366,,
,,,,40,1.0,none,2,-17.511799413540096,100.00000000000004,,,5.193972367219621,,,100.00000000000004,,,0.7587219806423339,,,,-17.511463342366,M1,17.511463342366,True,68,17,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-17.511463342366,optimizer_disabled,1.0
,,,,40,1.0,none,2,-17.512278011107284,100.00000000000004,,,5.193972367219621,,,100.00000000000004,,,0.7587219806423339,,,,-17.511463342366,M2,17.511463342366,True,29,10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f02,True,-17.511463342366,optimizer_disabled,1.0
166.1817308836421,True,False,True,16,,none,3,,100.00000000000004,False,True,1.4105982374162729,False,False,100.00000000000004,False,True,0.601750863156062,False,False,100.0,-7.761062252563152,M0,7.761062252563152,True,32,21,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,5.0,77,1.0,True,False,True,0.0,w85__r77_f03,True,-7.761062252563152,,
,,,,16,1.0,none,3,-7.7610627567600075,100.00000000000004,,,1.4105982374162729,,,100.00000000000004,,,0.601750863156062,,,,-7.761062252563152,M1,7.761062252563152,True,34,31,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f03,True,-7.761062252563152,optimizer_disabled,1.0
,,,,16,1.0,none,3,-7.761062812285481,100.00000000000004,,,1.4105982374162729,,,100.00000000000004,,,0.601750863156062,,,,-7.761062252563152,M2,7.761062252563152,True,32,29,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f03,True,-7.761062252563152,optimizer_disabled,1.0
168.30946510871763,True,False,True,17,,none,3,,100.00000000000004,False,True,1.5748325293685903,False,False,100.00000000000004,False,True,0.5941436504204095,False,False,100.0,-8.418606836175568,M0,8.418606836175568,True,30,21,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,5.0,77,1.0,True,False,True,0.0,w85__r77_f03,True,-8.418606836175568,,
,,,,17,1.0,none,3,-8.418607726682987,100.00000000000004,,,1.5748325293685903,,,100.00000000000004,,,0.5941436504204095,,,,-8.418606836175568,M1,8.418606836175568,True,32,25,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f03,True,-8.418606836175568,optimizer_disabled,1.0
,,,,17,1.0,none,3,-8.418607622339676,100.00000000000004,,,1.5748325293685903,,,100.00000000000004,,,0.5941436504204095,,,,-8.418606836175568,M2,8.418606836175568,True,35,29,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f03,True,-8.418606836175568,optimizer_disabled,1.0
196.25333580718365,True,False,True,18,,none,3,,100.00000000000004,False,True,1.0768049280571819,False,False,100.00000000000004,False,True,0.5095454790039785,False,False,100.0,-9.133126178440516,M0,9.133126178440516,True,31,20,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,5.0,77,1.0,True,False,True,0.0,w85__r77_f03,True,-9.133126178440516,,
,,,,18,1.0,none,3,-9.13312675636111,100.00000000000004,,,1.0768049280571819,,,100.00000000000004,,,0.5095454790039785,,,,-9.133126178440516,M1,9.133126178440516,True,40,35,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f03,True,-9.133126178440516,optimizer_disabled,1.0
,,,,18,1.0,none,3,-9.133126807599055,100.00000000000004,,,1.0768049280571819,,,100.00000000000004,,,0.5095454790039785,,,,-9.133126178440516,M2,9.133126178440516,True,25,21,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f03,True,-9.133126178440516,optimizer_disabled,1.0
179.12325550495632,True,False,True,19,,none,3,,100.00000000000004,False,True,1.376969552852554,False,False,100.00000000000004,False,True,0.5582748019965116,False,False,100.0,-9.518556559032838,M0,9.518556559032838,True,27,20,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,5.0,77,1.0,True,False,True,0.0,w85__r77_f03,True,-9.518556559032838,,
,,,,19,1.0,none,3,-9.518557207613036,100.00000000000004,,,1.376969552852554,,,100.00000000000004,,,0.5582748019965116,,,,-9.518556559032838,M1,9.518556559032834,True,33,25,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f03,True,-9.518556559032834,optimizer_disabled,1.0
,,,,19,1.0,none,3,-9.518557316392988,100.00000000000004,,,1.376969552852554,,,100.00000000000004,,,0.5582748019965116,,,,-9.518556559032838,M2,9.518556559032834,True,28,23,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f03,True,-9.518556559032834,optimizer_disabled,1.0
165.914437983149,True,False,True,20,,none,3,,100.00000000000004,False,True,1.675607532048304,False,False,100.00000000000004,False,True,0.6027203009912644,False,False,100.0,-10.185524232459874,M0,10.185524232459874,True,32,23,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,5.0,77,1.0,True,False,True,0.0,w85__r77_f03,True,-10.185524232459874,,
,,,,20,1.0,none,3,-10.185525192726601,100.00000000000004,,,1.675607532048304,,,100.00000000000004,,,0.6027203009912644,,,,-10.185524232459874,M1,10.185524232459874,True,30,24,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f03,True,-10.185524232459874,optimizer_disabled,1.0
,,,,20,1.0,none,3,-10.185525288117251,100.00000000000004,,,1.675607532048304,,,100.00000000000004,,,0.6027203009912644,,,,-10.185524232459874,M2,10.185524232459874,True,38,33,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f03,True,-10.185524232459874,optimizer_disabled,1.0
185.71878040737724,True,False,True,21,,none,3,,1.273133284375211,False,False,100.00000000000004,False,True,100.00000000000004,False,True,0.5384485068265491,False,False,100.0,-10.64683789595627,M0,10.64683789595627,True,37,27,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,5.0,77,1.0,True,False,True,0.0,w85__r77_f03,True,-10.64683789595627,,
,,,,21,1.0,none,3,-10.646838759844874,1.273133284375211,,,100.00000000000004,,,100.00000000000004,,,0.5384485068265491,,,,-10.64683789595627,M1,10.64683789595627,True,36,30,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f03,True,-10.64683789595627,optimizer_disabled,1.0
,,,,21,1.0,none,3,-10.646838835793702,1.273133284375211,,,100.00000000000004,,,100.00000000000004,,,0.5384485068265491,,,,-10.64683789595627,M2,10.64683789595627,True,27,22,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,,77,,,,,0.0,w85__r77_f03,True,-10.64683789595627,optimizer_disabled,1.0
169.95228963603367,True,False,True,22,,none,3,,3.0493967543493627,False,False,2.3158431689030263,False,False,100.00000000000004,False,True,0.5884004282269923,False,False,100.0,-11.130485045005422,M0,11.130485045005422,True,32,23,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,early8__coverage_then_margin_B40,5.0,77,1.0,True,False,True,0.0,w85__r77_f03,True,-11.130485045005422,,
