budget,fold,frobenius_norm,max_abs_cross_covariance,min_eigenvalue,model,path_family,repeat,run_id
16,1,3.703455531401812,0.509997734162212,0.4540693535667975,M1,early8__coverage_then_margin_B40,76,w85__r76_f01
16,1,3.703455531401812,0.509997734162212,0.4540693535667975,M2,early8__coverage_then_margin_B40,76,w85__r76_f01
28,1,6.25397807962505,0.9438547906033596,0.01192030740341327,M0,early8__coverage_then_margin_B40,76,w85__r76_f01
28,1,6.25397807962505,0.9438547906033599,0.011920307403412935,M1,early8__coverage_then_margin_B40,76,w85__r76_f01
28,1,6.25397807962505,0.9438547906033599,0.011920307403412935,M2,early8__coverage_then_margin_B40,76,w85__r76_f01
40,1,4.155286912053797,0.5817067484330901,0.23296740684920356,M0,early8__coverage_then_margin_B40,76,w85__r76_f01
40,1,4.155286912053797,0.5817067484330902,0.23296740684920372,M1,early8__coverage_then_margin_B40,76,w85__r76_f01
40,1,4.155286912053797,0.5817067484330902,0.23296740684920372,M2,early8__coverage_then_margin_B40,76,w85__r76_f01
16,2,5.668644759808571,0.9187053320257272,0.00046605087232502837,M0,early8__coverage_then_margin_B40,76,w85__r76_f02
16,2,5.668644759808572,0.9187053320257274,0.00046605087232514574,M1,early8__coverage_then_margin_B40,76,w85__r76_f02
16,2,5.668644759808572,0.9187053320257274,0.00046605087232514574,M2,early8__coverage_then_margin_B40,76,w85__r76_f02
28,2,4.367129014714543,0.8394307208770172,0.00048339004190118293,M0,early8__coverage_then_margin_B40,76,w85__r76_f02
28,2,4.367129014714543,0.839430720877017,0.000483390041901134,M1,early8__coverage_then_margin_B40,76,w85__r76_f02
28,2,4.367129014714543,0.839430720877017,0.000483390041901134,M2,early8__coverage_then_margin_B40,76,w85__r76_f02
40,2,4.103749607053326,0.6765169094213028,0.000475227395903307,M0,early8__coverage_then_margin_B40,76,w85__r76_f02
40,2,4.103749607053326,0.676516909421303,0.00047522739590332336,M1,early8__coverage_then_margin_B40,76,w85__r76_f02
40,2,4.103749607053326,0.676516909421303,0.00047522739590332336,M2,early8__coverage_then_margin_B40,76,w85__r76_f02
16,3,1.6168577083134734,0.23999771780092674,0.2040813283721771,M0,early8__coverage_then_margin_B40,76,w85__r76_f03
16,3,1.4435412385862245,0.2627805081727789,0.0002510204885549493,M1,early8__coverage_then_margin_B40,76,w85__r76_f03
16,3,1.6168577083134734,0.23999771780092674,0.2040813283721771,M2,early8__coverage_then_margin_B40,76,w85__r76_f03
28,3,0.9009113327696867,0.19899445556941803,0.03249583354120296,M0,early8__coverage_then_margin_B40,76,w85__r76_f03
28,3,0.9009113327696867,0.198994455569418,0.03249583354120306,M1,early8__coverage_then_margin_B40,76,w85__r76_f03
28,3,0.9009113327696867,0.198994455569418,0.03249583354120306,M2,early8__coverage_then_margin_B40,76,w85__r76_f03
40,3,2.5689609753636615,0.4847931297550802,0.0003265842742127005,M0,early8__coverage_then_margin_B40,76,w85__r76_f03
40,3,2.588767645077992,0.4887230174612405,0.0003305257042568694,M1,early8__coverage_then_margin_B40,76,w85__r76_f03
40,3,2.5636588529413205,0.4837625983469878,0.00037889673196406617,M2,early8__coverage_then_margin_B40,76,w85__r76_f03
16,4,4.74167495253096,0.9951150930159598,0.0019289244366152228,M0,early8__coverage_then_margin_B40,76,w85__r76_f04
16,4,4.74167495253096,0.9951150930159598,0.0019289244366155344,M1,early8__coverage_then_margin_B40,76,w85__r76_f04
16,4,4.74167495253096,0.9951150930159598,0.0019289244366155344,M2,early8__coverage_then_margin_B40,76,w85__r76_f04
28,4,3.77372479980048,0.7113520744505665,0.021139244151234967,M0,early8__coverage_then_margin_B40,76,w85__r76_f04
28,4,3.7737247998004797,0.7113520744505665,0.02113924415123505,M1,early8__coverage_then_margin_B40,76,w85__r76_f04
28,4,3.7737247998004797,0.7113520744505665,0.02113924415123505,M2,early8__coverage_then_margin_B40,76,w85__r76_f04
40,4,4.423798031371801,0.7703501771413124,0.00833696800212581,M0,early8__coverage_then_margin_B40,76,w85__r76_f04
40,4,4.423798031371801,0.7703501771413124,0.008336968002125635,M1,early8__coverage_then_margin_B40,76,w85__r76_f04
40,4,4.423798031371801,0.7703501771413124,0.008336968002125635,M2,early8__coverage_then_margin_B40,76,w85__r76_f04
16,5,3.9074966509847697,0.848067690433356,0.06541185198008194,M0,early8__coverage_then_margin_B40,76,w85__r76_f05
16,5,3.90749665098477,0.848067690433356,0.06541185198008237,M1,early8__coverage_then_margin_B40,76,w85__r76_f05
16,5,3.90749665098477,0.848067690433356,0.06541185198008237,M2,early8__coverage_then_margin_B40,76,w85__r76_f05
28,5,3.5769520784863427,0.7562439528470186,0.0668504637337011,M0,early8__coverage_then_margin_B40,76,w85__r76_f05
28,5,3.5769520784863427,0.7562439528470186,0.06685046373370092,M1,early8__coverage_then_margin_B40,76,w85__r76_f05
28,5,3.5769520784863427,0.7562439528470186,0.06685046373370092,M2,early8__coverage_then_margin_B40,76,w85__r76_f05
40,5,2.7334093198912273,0.6995786025129903,0.04794808677011874,M0,early8__coverage_then_margin_B40,76,w85__r76_f05
40,5,2.7296722741607318,0.6977015968962571,0.048233958799894346,M1,early8__coverage_then_margin_B40,76,w85__r76_f05
40,5,2.7334093198912277,0.6995786025129903,0.04794808677011866,M2,early8__coverage_then_margin_B40,76,w85__r76_f05
16,1,0.16366537350766247,0.03224727813744286,7.35305426618772e-05,M0,early8__coverage_then_margin_B40,77,w85__r77_f01
16,1,0.16366537350766247,0.03224727813744286,7.353054266187103e-05,M1,early8__coverage_then_margin_B40,77,w85__r77_f01
16,1,0.16366537350766247,0.03224727813744286,7.353054266187103e-05,M2,early8__coverage_then_margin_B40,77,w85__r77_f01
28,1,4.321979546611434,0.7232967771443004,0.00047634813416472634,M0,early8__coverage_then_margin_B40,77,w85__r77_f01
28,1,4.321979546611434,0.7232967771443004,0.00047634813416462724,M1,early8__coverage_then_margin_B40,77,w85__r77_f01
28,1,4.321979546611434,0.7232967771443004,0.00047634813416462724,M2,early8__coverage_then_margin_B40,77,w85__r77_f01
40,1,3.9608440062988852,0.6928669952577509,0.0005141910739364341,M0,early8__coverage_then_margin_B40,77,w85__r77_f01
40,1,3.9608440062988852,0.6928669952577509,0.0005141910739363683,M1,early8__coverage_then_margin_B40,77,w85__r77_f01
40,1,3.9608440062988852,0.6928669952577509,0.0005141910739363683,M2,early8__coverage_then_margin_B40,77,w85__r77_f01
16,2,5.104212906491737,0.7153827699664825,0.0001248414737979335,M0,early8__coverage_then_margin_B40,77,w85__r77_f02
16,2,5.104212906491737,0.7153827699664825,0.00012484147379803487,M1,early8__coverage_then_margin_B40,77,w85__r77_f02
16,2,5.104212906491737,0.7153827699664825,0.00012484147379803487,M2,early8__coverage_then_margin_B40,77,w85__r77_f02
28,2,4.179516293381402,0.9238074847276176,0.02882334332966458,M0,early8__coverage_then_margin_B40,77,w85__r77_f02
28,2,4.179516293381402,0.9238074847276176,0.028823343329665022,M1,early8__coverage_then_margin_B40,77,w85__r77_f02
28,2,4.179516293381402,0.9238074847276176,0.028823343329665022,M2,early8__coverage_then_margin_B40,77,w85__r77_f02
40,2,4.340615152583435,0.6127860679630975,0.000564546855449246,M0,early8__coverage_then_margin_B40,77,w85__r77_f02
40,2,4.340615152583435,0.6127860679630976,0.0005645468554488456,M1,early8__coverage_then_margin_B40,77,w85__r77_f02
40,2,4.340615152583435,0.6127860679630976,0.0005645468554488456,M2,early8__coverage_then_margin_B40,77,w85__r77_f02
16,3,5.768044936848156,0.9148032339732948,0.0036036612712660103,M0,early8__coverage_then_margin_B40,77,w85__r77_f03
16,3,5.768044936848156,0.914803233973295,0.003603661271266075,M1,early8__coverage_then_margin_B40,77,w85__r77_f03
16,3,5.768044936848156,0.914803233973295,0.003603661271266075,M2,early8__coverage_then_margin_B40,77,w85__r77_f03
28,3,3.374847030963749,0.8412100772812,0.08856318807351596,M0,early8__coverage_then_margin_B40,77,w85__r77_f03
28,3,3.374847030963749,0.8412100772812,0.08856318807351561,M1,early8__coverage_then_margin_B40,77,w85__r77_f03
28,3,3.374847030963749,0.8412100772812,0.08856318807351561,M2,early8__coverage_then_margin_B40,77,w85__r77_f03
40,3,3.769922016784882,0.8422496558116004,0.13465343377437952,M0,early8__coverage_then_margin_B40,77,w85__r77_f03
40,3,3.769922016784882,0.8422496558116004,0.13465343377437963,M1,early8__coverage_then_margin_B40,77,w85__r77_f03
40,3,3.769922016784882,0.8422496558116004,0.13465343377437963,M2,early8__coverage_then_margin_B40,77,w85__r77_f03
16,4,3.2538161048483287,0.5244379190881331,0.00464960419331064,M0,early8__coverage_then_margin_B40,77,w85__r77_f04
16,4,3.2538161048483287,0.5244379190881331,0.004649604193310621,M1,early8__coverage_then_margin_B40,77,w85__r77_f04
16,4,3.2538161048483287,0.5244379190881331,0.004649604193310621,M2,early8__coverage_then_margin_B40,77,w85__r77_f04
28,4,6.007665250158087,0.9089410579957937,0.002388250010646498,M0,early8__coverage_then_margin_B40,77,w85__r77_f04
28,4,6.0076652501580865,0.9089410579957936,0.002388250010646671,M1,early8__coverage_then_margin_B40,77,w85__r77_f04
28,4,6.0076652501580865,0.9089410579957936,0.002388250010646671,M2,early8__coverage_then_margin_B40,77,w85__r77_f04
40,4,2.1534641443743445,0.33921618906918605,0.0001192259107972543,M0,early8__coverage_then_margin_B40,77,w85__r77_f04
40,4,2.9229392674841357,0.47391369550418583,0.0011134785243391402,M1,early8__coverage_then_margin_B40,77,w85__r77_f04
40,4,2.9713808863584585,0.47925626950674455,0.0011108202109480466,M2,early8__coverage_then_margin_B40,77,w85__r77_f04
16,5,1.2139984597012354,0.2063383850464583,0.00019568197208167051,M0,early8__coverage_then_margin_B40,77,w85__r77_f05
16,5,4.087636402370099,0.8498678152672949,9.05533692694069e-05,M1,early8__coverage_then_margin_B40,77,w85__r77_f05
16,5,3.864539125039786,0.7662732726254777,0.00017165146724686562,M2,early8__coverage_then_margin_B40,77,w85__r77_f05
28,5,0.014350505885693402,0.0023593535160206583,8.549124557420756e-05,M0,early8__coverage_then_margin_B40,77,w85__r77_f05
28,5,2.951819979761443,0.5393528055708496,0.020504291983588333,M1,early8__coverage_then_margin_B40,77,w85__r77_f05
28,5,0.011506222970600126,0.0017746580786388274,0.0003096858787340982,M2,early8__coverage_then_margin_B40,77,w85__r77_f05
40,5,5.861754008572812,0.9134864293696402,0.021633298223207417,M0,early8__coverage_then_margin_B40,77,w85__r77_f05
40,5,5.861754008572812,0.9134864293696402,0.021633298223207368,M1,early8__coverage_then_margin_B40,77,w85__r77_f05
40,5,5.861754008572812,0.9134864293696402,0.021633298223207368,M2,early8__coverage_then_margin_B40,77,w85__r77_f05
16,1,3.771812039593892,0.7503518710616289,0.0007779355895638021,M0,early8__coverage_then_margin_B40,78,w85__r78_f01
16,1,3.771812039593892,0.7503518710616289,0.0007779355895640081,M1,early8__coverage_then_margin_B40,78,w85__r78_f01
16,1,3.771812039593892,0.7503518710616289,0.0007779355895640081,M2,early8__coverage_then_margin_B40,78,w85__r78_f01
28,1,0.009636900449824968,0.0018182371453705555,0.0006708135245442998,M0,early8__coverage_then_margin_B40,78,w85__r78_f01
28,1,0.010367553605054062,0.0017217030794041265,0.0006483507156030605,M1,early8__coverage_then_margin_B40,78,w85__r78_f01
28,1,0.00963690044982497,0.0018182371453705558,0.0006708135245442998,M2,early8__coverage_then_margin_B40,78,w85__r78_f01
40,1,1.5405723509861666,0.31419981273701003,0.034389583414203326,M0,early8__coverage_then_margin_B40,78,w85__r78_f01
40,1,1.5405723509861666,0.31419981273701003,0.034389583414203284,M1,early8__coverage_then_margin_B40,78,w85__r78_f01
40,1,1.5405723509861666,0.31419981273701003,0.034389583414203284,M2,early8__coverage_then_margin_B40,78,w85__r78_f01
16,2,4.450127505528911,0.9743437612149893,0.016110514625424698,M0,early8__coverage_then_margin_B40,78,w85__r78_f02
16,2,4.450127505528911,0.9743437612149893,0.016110514625424382,M1,early8__coverage_then_margin_B40,78,w85__r78_f02
16,2,4.450127505528911,0.9743437612149893,0.016110514625424382,M2,early8__coverage_then_margin_B40,78,w85__r78_f02
28,2,6.089539306177891,0.9188591941325137,0.0022845478885943067,M0,early8__coverage_then_margin_B40,78,w85__r78_f02
28,2,6.089539306177891,0.9188591941325137,0.0022845478885945426,M1,early8__coverage_then_margin_B40,78,w85__r78_f02
28,2,6.089539306177891,0.9188591941325137,0.0022845478885945426,M2,early8__coverage_then_margin_B40,78,w85__r78_f02
40,2,4.195173443321329,0.7124106813312265,0.0005118153004827711,M0,early8__coverage_then_margin_B40,78,w85__r78_f02
40,2,4.195173443321329,0.7124106813312265,0.0005118153004825476,M1,early8__coverage_then_margin_B40,78,w85__r78_f02
40,2,4.195173443321329,0.7124106813312265,0.0005118153004825476,M2,early8__coverage_then_margin_B40,78,w85__r78_f02
16,3,6.823363257779841,0.9106345102338068,0.0019213213973672937,M0,early8__coverage_then_margin_B40,78,w85__r78_f03
16,3,6.823363257779841,0.910634510233807,0.0019213213973670717,M1,early8__coverage_then_margin_B40,78,w85__r78_f03
16,3,6.823363257779841,0.910634510233807,0.0019213213973670717,M2,early8__coverage_then_margin_B40,78,w85__r78_f03
28,3,5.354522598208945,0.843208019102633,0.002956745536051727,M0,early8__coverage_then_margin_B40,78,w85__r78_f03
28,3,5.358225972707372,0.8433436767698379,0.0026134101927817776,M1,early8__coverage_then_margin_B40,78,w85__r78_f03
28,3,5.313295286957669,0.8373682560412217,0.0031693648489340013,M2,early8__coverage_then_margin_B40,78,w85__r78_f03
40,3,3.2432639994719055,0.5387635079197288,0.00030905285551978634,M0,early8__coverage_then_margin_B40,78,w85__r78_f03
40,3,3.2432639994719055,0.5387635079197288,0.0003090528555195357,M1,early8__coverage_then_margin_B40,78,w85__r78_f03
40,3,3.2432639994719055,0.5387635079197288,0.0003090528555195357,M2,early8__coverage_then_margin_B40,78,w85__r78_f03
16,4,0.008660874228980242,5.958847247974699e-05,0.0024403950998460456,M0,early8__coverage_then_margin_B40,78,w85__r78_f04
16,4,0.008660874228980242,5.958847247974699e-05,0.0024403950998460456,M1,early8__coverage_then_margin_B40,78,w85__r78_f04
16,4,0.008660874228980242,5.958847247974699e-05,0.0024403950998460456,M2,early8__coverage_then_margin_B40,78,w85__r78_f04
28,4,0.0118231304933296,0.002005034739721441,0.00018416488488169906,M0,early8__coverage_then_margin_B40,78,w85__r78_f04
28,4,0.0118231304933296,0.002005034739721444,0.0001841648848816981,M1,early8__coverage_then_margin_B40,78,w85__r78_f04
28,4,0.0118231304933296,0.002005034739721444,0.0001841648848816981,M2,early8__coverage_then_margin_B40,78,w85__r78_f04
40,4,2.325574073292718,0.3824716476881683,0.00041161698168311914,M0,early8__coverage_then_margin_B40,78,w85__r78_f04
40,4,2.325574073292718,0.3824716476881683,0.0004116169816832712,M1,early8__coverage_then_margin_B40,78,w85__r78_f04
40,4,2.325574073292718,0.3824716476881683,0.0004116169816832712,M2,early8__coverage_then_margin_B40,78,w85__r78_f04
16,5,4.569704597632516,0.9989052872495227,0.0008766255000136471,M0,early8__coverage_then_margin_B40,78,w85__r78_f05
16,5,4.569704597632517,0.9989052872495227,0.0008766255000136412,M1,early8__coverage_then_margin_B40,78,w85__r78_f05
16,5,4.569704597632517,0.9989052872495227,0.0008766255000136412,M2,early8__coverage_then_margin_B40,78,w85__r78_f05
28,5,4.896076420693405,0.9531031054339062,0.0005645062221790264,M0,early8__coverage_then_margin_B40,78,w85__r78_f05
28,5,4.896076420693405,0.9531031054339062,0.0005645062221793135,M1,early8__coverage_then_margin_B40,78,w85__r78_f05
28,5,4.896076420693405,0.9531031054339062,0.0005645062221793135,M2,early8__coverage_then_margin_B40,78,w85__r78_f05
40,5,5.518236897954806,0.8854285598909512,0.0012503612878827213,M0,early8__coverage_then_margin_B40,78,w85__r78_f05
40,5,5.518236897954806,0.885428559890951,0.0012503612878829867,M1,early8__coverage_then_margin_B40,78,w85__r78_f05
40,5,5.518236897954806,0.885428559890951,0.0012503612878829867,M2,early8__coverage_then_margin_B40,78,w85__r78_f05
16,1,6.173952758049641,0.9679958007068226,0.013091635328715667,M0,early8__coverage_then_margin_B40,79,w85__r79_f01
16,1,6.173952758049641,0.9679958007068227,0.01309163532871569,M1,early8__coverage_then_margin_B40,79,w85__r79_f01
16,1,6.173952758049641,0.9679958007068227,0.01309163532871569,M2,early8__coverage_then_margin_B40,79,w85__r79_f01
28,1,0.014238598338091393,0.0023493716402296543,3.975734839282422e-05,M0,early8__coverage_then_margin_B40,79,w85__r79_f01
28,1,0.014238598338091395,0.002349371640229656,3.9757348392825533e-05,M1,early8__coverage_then_margin_B40,79,w85__r79_f01
28,1,0.014238598338091395,0.002349371640229656,3.9757348392825533e-05,M2,early8__coverage_then_margin_B40,79,w85__r79_f01
40,1,5.353462725700605,0.8709367104264919,0.0008182063869797585,M0,early8__coverage_then_margin_B40,79,w85__r79_f01
40,1,5.353462725700605,0.8709367104264919,0.0008182063869797182,M1,early8__coverage_then_margin_B40,79,w85__r79_f01
40,1,5.353462725700605,0.8709367104264919,0.0008182063869797182,M2,early8__coverage_then_margin_B40,79,w85__r79_f01
16,2,6.434922014725014,0.8947788337437564,0.0011102788664568196,M0,early8__coverage_then_margin_B40,79,w85__r79_f02
16,2,6.434922014725014,0.8947788337437567,0.0011102788664562034,M1,early8__coverage_then_margin_B40,79,w85__r79_f02
16,2,6.434922014725014,0.8947788337437567,0.0011102788664562034,M2,early8__coverage_then_margin_B40,79,w85__r79_f02
28,2,2.356410978328577,0.3351563307112981,0.010957414772771816,M0,early8__coverage_then_margin_B40,79,w85__r79_f02
28,2,2.2780563221494763,0.3273227360801717,0.007732594321476963,M1,early8__coverage_then_margin_B40,79,w85__r79_f02
28,2,2.356410978328577,0.33515633071129813,0.010957414772771665,M2,early8__coverage_then_margin_B40,79,w85__r79_f02
40,2,2.3781900451404225,0.4111546375696292,0.0004838691281878978,M0,early8__coverage_then_margin_B40,79,w85__r79_f02
40,2,2.3781900451404225,0.4111546375696292,0.0004838691281878258,M1,early8__coverage_then_margin_B40,79,w85__r79_f02
40,2,2.3781900451404225,0.4111546375696292,0.0004838691281878258,M2,early8__coverage_then_margin_B40,79,w85__r79_f02
16,3,4.224070696029384,0.7749496775399514,0.08883351206599863,M0,early8__coverage_then_margin_B40,79,w85__r79_f03
16,3,4.224070696029384,0.7749496775399514,0.08883351206599813,M1,early8__coverage_then_margin_B40,79,w85__r79_f03
16,3,4.224070696029384,0.7749496775399514,0.08883351206599813,M2,early8__coverage_then_margin_B40,79,w85__r79_f03
28,3,3.7897915715153165,0.803279266648671,0.04576182630340177,M0,early8__coverage_then_margin_B40,79,w85__r79_f03
28,3,3.7897915715153165,0.8032792666486708,0.04576182630340198,M1,early8__coverage_then_margin_B40,79,w85__r79_f03
28,3,3.7897915715153165,0.8032792666486708,0.04576182630340198,M2,early8__coverage_then_margin_B40,79,w85__r79_f03
40,3,3.454216675709263,0.7129640203352102,0.038966689270630815,M0,early8__coverage_then_margin_B40,79,w85__r79_f03
40,3,3.454216675709263,0.71296402033521,0.038966689270631044,M1,early8__coverage_then_margin_B40,79,w85__r79_f03
40,3,3.454216675709263,0.71296402033521,0.038966689270631044,M2,early8__coverage_then_margin_B40,79,w85__r79_f03
16,4,4.838699043677135,0.9892778937863292,0.0018686064171214713,M0,early8__coverage_then_margin_B40,79,w85__r79_f04
16,4,4.838699043677135,0.9892778937863294,0.0018686064171212489,M1,early8__coverage_then_margin_B40,79,w85__r79_f04
16,4,4.838699043677135,0.9892778937863294,0.0018686064171212489,M2,early8__coverage_then_margin_B40,79,w85__r79_f04
28,4,4.1347557890780235,0.7857519956632941,0.013664874739528817,M0,early8__coverage_then_margin_B40,79,w85__r79_f04
28,4,4.1347557890780235,0.785751995663294,0.013664874739528966,M1,early8__coverage_then_margin_B40,79,w85__r79_f04
28,4,4.1347557890780235,0.785751995663294,0.013664874739528966,M2,early8__coverage_then_margin_B40,79,w85__r79_f04
40,4,3.7950844766771064,0.6814517681791089,0.006123239351766905,M0,early8__coverage_then_margin_B40,79,w85__r79_f04
40,4,3.7950844766771064,0.681451768179109,0.006123239351766909,M1,early8__coverage_then_margin_B40,79,w85__r79_f04
40,4,3.7950844766771064,0.681451768179109,0.006123239351766909,M2,early8__coverage_then_margin_B40,79,w85__r79_f04
16,5,6.6039137227856655,0.9048795144779976,0.0010846720897120523,M0,early8__coverage_then_margin_B40,79,w85__r79_f05
16,5,6.6039137227856655,0.9048795144779975,0.001084672089712098,M1,early8__coverage_then_margin_B40,79,w85__r79_f05
16,5,6.6039137227856655,0.9048795144779975,0.001084672089712098,M2,early8__coverage_then_margin_B40,79,w85__r79_f05
28,5,5.9541232576119265,0.8519784114367305,0.0009144428452092409,M0,early8__coverage_then_margin_B40,79,w85__r79_f05
28,5,5.9541232576119265,0.8519784114367306,0.0009144428452092342,M1,early8__coverage_then_margin_B40,79,w85__r79_f05
28,5,5.9541232576119265,0.8519784114367306,0.0009144428452092342,M2,early8__coverage_then_margin_B40,79,w85__r79_f05
40,5,3.8579497751215186,0.5998779974070299,0.000616999558681303,M0,early8__coverage_then_margin_B40,79,w85__r79_f05
40,5,3.8579497751215186,0.5998779974070299,0.0006169995586812852,M1,early8__coverage_then_margin_B40,79,w85__r79_f05
40,5,3.8579497751215186,0.5998779974070299,0.0006169995586812852,M2,early8__coverage_then_margin_B40,79,w85__r79_f05
16,1,3.696552671484719,0.7309543608327598,0.2690456314939164,M0,early8__coverage_then_margin_B40,80,w85__r80_f01
16,1,3.6965526714847186,0.7309543608327589,0.2690456314939173,M1,early8__coverage_then_margin_B40,80,w85__r80_f01
16,1,3.6965526714847186,0.7309543608327589,0.2690456314939173,M2,early8__coverage_then_margin_B40,80,w85__r80_f01
28,1,5.550739122997627,0.9253218274925081,0.007387171315030387,M0,early8__coverage_then_margin_B40,80,w85__r80_f01
28,1,5.550739122997627,0.9253218274925082,0.00738717131503021,M1,early8__coverage_then_margin_B40,80,w85__r80_f01
28,1,5.550739122997627,0.9253218274925082,0.00738717131503021,M2,early8__coverage_then_margin_B40,80,w85__r80_f01
40,1,5.103652770826833,0.9039508852057057,0.01120654758102951,M0,early8__coverage_then_margin_B40,80,w85__r80_f01
40,1,5.103652770826833,0.9039508852057053,0.011206547581029588,M1,early8__coverage_then_margin_B40,80,w85__r80_f01
40,1,5.103652770826833,0.9039508852057053,0.011206547581029588,M2,early8__coverage_then_margin_B40,80,w85__r80_f01
16,2,4.35391654255447,0.7519146956381109,0.022778216169188088,M0,early8__coverage_then_margin_B40,80,w85__r80_f02
16,2,4.35391654255447,0.7519146956381109,0.022778216169188365,M1,early8__coverage_then_margin_B40,80,w85__r80_f02
16,2,4.35391654255447,0.7519146956381109,0.022778216169188365,M2,early8__coverage_then_margin_B40,80,w85__r80_f02
28,2,5.943308434096449,0.9357762240029436,0.0023527235807226476,M0,early8__coverage_then_margin_B40,80,w85__r80_f02
28,2,5.943308434096449,0.9357762240029436,0.0023527235807228714,M1,early8__coverage_then_margin_B40,80,w85__r80_f02
28,2,5.943308434096449,0.9357762240029436,0.0023527235807228714,M2,early8__coverage_then_margin_B40,80,w85__r80_f02
40,2,3.707687919478487,0.7115498809199543,0.05560695934917676,M0,early8__coverage_then_margin_B40,80,w85__r80_f02
40,2,3.707687919478487,0.7115498809199544,0.0556069593491763,M1,early8__coverage_then_margin_B40,80,w85__r80_f02
40,2,3.707687919478487,0.7115498809199544,0.0556069593491763,M2,early8__coverage_then_margin_B40,80,w85__r80_f02
16,3,5.720254668948578,0.9551908664436293,0.0020019742708999168,M0,early8__coverage_then_margin_B40,80,w85__r80_f03
16,3,5.720254668948578,0.9551908664436294,0.0020019742708995577,M1,early8__coverage_then_margin_B40,80,w85__r80_f03
16,3,5.720254668948578,0.9551908664436294,0.0020019742708995577,M2,early8__coverage_then_margin_B40,80,w85__r80_f03
28,3,5.232935990318563,0.903212025895157,0.0015517792785936311,M0,early8__coverage_then_margin_B40,80,w85__r80_f03
28,3,5.2329359903185635,0.9032120258951571,0.0015517792785931512,M1,early8__coverage_then_margin_B40,80,w85__r80_f03
28,3,5.2329359903185635,0.9032120258951571,0.0015517792785931512,M2,early8__coverage_then_margin_B40,80,w85__r80_f03
40,3,4.622960234941058,0.8060260996509196,0.0009794239680926417,M0,early8__coverage_then_margin_B40,80,w85__r80_f03
40,3,4.622960234941058,0.8060260996509196,0.0009794239680924375,M1,early8__coverage_then_margin_B40,80,w85__r80_f03
40,3,4.622960234941058,0.8060260996509196,0.0009794239680924375,M2,early8__coverage_then_margin_B40,80,w85__r80_f03
16,4,1.9049742811898744,0.26200979446197525,0.24276549836785202,M0,early8__coverage_then_margin_B40,80,w85__r80_f04
16,4,1.9049742811898744,0.26200979446197514,0.24276549836785247,M1,early8__coverage_then_margin_B40,80,w85__r80_f04
16,4,1.9049742811898744,0.26200979446197514,0.24276549836785247,M2,early8__coverage_then_margin_B40,80,w85__r80_f04
28,4,1.8431007081741622,0.27909211399702516,8.693529657215283e-05,M0,early8__coverage_then_margin_B40,80,w85__r80_f04
28,4,1.8522119417351253,0.28037223529329947,0.00015548235861108703,M1,early8__coverage_then_margin_B40,80,w85__r80_f04
28,4,1.844204836971731,0.27919427931555063,9.484985561509245e-05,M2,early8__coverage_then_margin_B40,80,w85__r80_f04
40,4,3.3161020655697175,0.5402576935191464,0.00023531183819388112,M0,early8__coverage_then_margin_B40,80,w85__r80_f04
40,4,3.3161020655697175,0.5402576935191464,0.0002353118381938945,M1,early8__coverage_then_margin_B40,80,w85__r80_f04
40,4,3.3161020655697175,0.5402576935191464,0.0002353118381938945,M2,early8__coverage_then_margin_B40,80,w85__r80_f04
16,5,5.204220269922361,0.9126427059855833,0.0004703939943342392,M0,early8__coverage_then_margin_B40,80,w85__r80_f05
16,5,5.204220269922362,0.9126427059855832,0.0004703939943343563,M1,early8__coverage_then_margin_B40,80,w85__r80_f05
16,5,5.204220269922362,0.9126427059855832,0.0004703939943343563,M2,early8__coverage_then_margin_B40,80,w85__r80_f05
28,5,3.755388361202782,0.7761116215803083,0.012908782134008187,M0,early8__coverage_then_margin_B40,80,w85__r80_f05
28,5,3.755388361202782,0.7761116215803083,0.012908782134008034,M1,early8__coverage_then_margin_B40,80,w85__r80_f05
28,5,3.755388361202782,0.7761116215803083,0.012908782134008034,M2,early8__coverage_then_margin_B40,80,w85__r80_f05
40,5,3.9760416615573972,0.7163298503993845,0.0009510910148904379,M0,early8__coverage_then_margin_B40,80,w85__r80_f05
40,5,3.974442439822771,0.7152579447385489,0.0009463551557984132,M1,early8__coverage_then_margin_B40,80,w85__r80_f05
40,5,3.9760416615573977,0.7163298503993845,0.000951091014890549,M2,early8__coverage_then_margin_B40,80,w85__r80_f05
16,1,0.00940233861802372,0.0015853520328019265,0.0008258023668138101,M0,early8__coverage_then_margin_B40,81,w85__r81_f01
16,1,0.012640869608256732,0.0023921602295552337,1.5300828587642503e-06,M1,early8__coverage_then_margin_B40,81,w85__r81_f01
16,1,0.011938819780587645,0.002133906118853344,1.3667815270980273e-06,M2,early8__coverage_then_margin_B40,81,w85__r81_f01
28,1,3.5898426613521197,0.616940608160098,0.09870397878008563,M0,early8__coverage_then_margin_B40,81,w85__r81_f01
28,1,3.5898426613521193,0.616940608160098,0.09870397878008563,M1,early8__coverage_then_margin_B40,81,w85__r81_f01
28,1,3.5898426613521193,0.616940608160098,0.09870397878008563,M2,early8__coverage_then_margin_B40,81,w85__r81_f01
40,1,3.197577499219004,0.6010451762746423,0.005340180087133237,M0,early8__coverage_then_margin_B40,81,w85__r81_f01
40,1,3.1975774992190034,0.6010451762746423,0.005340180087132761,M1,early8__coverage_then_margin_B40,81,w85__r81_f01
