run_id,repeat,fold,model,subset,roc_auc,pr_auc,accuracy,balanced_accuracy,keyhole_recall,conduction_recall,false_negative,false_positive,true_negative,true_positive,row_count,fit_status,kernel,residual_sd,length_scale,residual_sd_lower_bound_hit,residual_sd_upper_bound_hit,length_scale_lower_bound_hit,length_scale_upper_bound_hit,convergence_warning,warning_text
w85__r04_f05,4,5,physics_ridge_residual_gp,B1_q30,0.9722222222222222,0.9658119658119657,0.96,0.9444444444444444,0.8888888888888888,1.0,1,0,16,8,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.279, physics_prior_sd=5)",1.0,1.2791392105715276,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r04_f05,4,5,physics_ridge_residual_gp,B1_q20,0.9393939393939394,0.9333333333333332,0.9411764705882353,0.9166666666666667,0.8333333333333334,1.0,1,0,11,5,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.279, physics_prior_sd=5)",1.0,1.2791392105715276,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r05_f01,5,1,physics_ridge_residual_gp,full81,0.9959595959595959,0.981498778998779,0.9876543209876543,0.9924242424242424,1.0,0.9848484848484849,0,1,65,15,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=0.9685, physics_prior_sd=5)",1.0,0.9685155075472596,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r05_f01,5,1,physics_ridge_residual_gp,B1_q30,0.98,0.9266666666666667,0.96,0.975,1.0,0.95,0,1,19,5,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=0.9685, physics_prior_sd=5)",1.0,0.9685155075472596,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r05_f01,5,1,physics_ridge_residual_gp,B1_q20,0.9666666666666667,0.9266666666666667,0.9411764705882353,0.9583333333333333,1.0,0.9166666666666666,0,1,11,5,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=0.9685, physics_prior_sd=5)",1.0,0.9685155075472596,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r05_f02,5,2,physics_ridge_residual_gp,full81,0.997867803837953,0.9901360544217687,0.9629629629629629,0.8928571428571428,0.7857142857142857,1.0,3,0,67,11,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.22, physics_prior_sd=5)",1.0,1.2200397942395262,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r05_f02,5,2,physics_ridge_residual_gp,B1_q30,0.9861111111111112,0.9765432098765432,0.88,0.8333333333333333,0.6666666666666666,1.0,3,0,16,6,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.22, physics_prior_sd=5)",1.0,1.2200397942395262,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r05_f02,5,2,physics_ridge_residual_gp,B1_q20,0.9696969696969697,0.9484126984126984,0.8235294117647058,0.75,0.5,1.0,3,0,11,3,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.22, physics_prior_sd=5)",1.0,1.2200397942395262,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r05_f03,5,3,physics_ridge_residual_gp,full81,0.9946695095948828,0.9790249433106576,0.9629629629629629,0.9211087420042643,0.8571428571428571,0.9850746268656716,2,1,66,12,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.176, physics_prior_sd=5)",1.0,1.1763572351142846,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r05_f03,5,3,physics_ridge_residual_gp,B1_q30,0.9603174603174603,0.9276437847866419,0.88,0.8293650793650793,0.7142857142857143,0.9444444444444444,2,1,17,5,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.176, physics_prior_sd=5)",1.0,1.1763572351142846,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r05_f03,5,3,physics_ridge_residual_gp,B1_q20,0.9242424242424242,0.9055555555555554,0.8235294117647058,0.7878787878787878,0.6666666666666666,0.9090909090909091,2,1,10,4,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.176, physics_prior_sd=5)",1.0,1.1763572351142846,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r05_f04,5,4,physics_ridge_residual_gp,full81,0.9858585858585859,0.8931638187520541,0.9629629629629629,0.9257575757575758,0.8666666666666667,0.9848484848484849,2,1,65,13,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=0.9939, length_scale=1.056, physics_prior_sd=5)",0.9939246580504529,1.05594311871311,False,False,False,False,False,
w85__r05_f04,5,4,physics_ridge_residual_gp,B1_q30,0.9220779220779222,0.8023887728433183,0.88,0.8733766233766234,0.8181818181818182,0.9285714285714286,2,1,13,9,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=0.9939, length_scale=1.056, physics_prior_sd=5)",0.9939246580504529,1.05594311871311,False,False,False,False,False,
w85__r05_f04,5,4,physics_ridge_residual_gp,B1_q20,0.875,0.7856701940035273,0.8235294117647058,0.8263888888888888,0.7777777777777778,0.875,2,1,7,7,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=0.9939, length_scale=1.056, physics_prior_sd=5)",0.9939246580504529,1.05594311871311,False,False,False,False,False,
w85__r05_f05,5,5,physics_ridge_residual_gp,full81,0.9838383838383838,0.9502380952380952,0.9506172839506173,0.8924242424242425,0.8,0.9848484848484849,3,1,65,12,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.548, physics_prior_sd=5)",1.0,1.5477282998805952,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r05_f05,5,5,physics_ridge_residual_gp,B1_q30,0.9117647058823528,0.8764880952380953,0.84,0.7830882352941176,0.625,0.9411764705882353,3,1,16,5,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.548, physics_prior_sd=5)",1.0,1.5477282998805952,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r05_f05,5,5,physics_ridge_residual_gp,B1_q20,0.8611111111111112,0.8886113886113886,0.7647058823529411,0.7569444444444444,0.625,0.8888888888888888,3,1,8,5,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.548, physics_prior_sd=5)",1.0,1.5477282998805952,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r06_f01,6,1,physics_ridge_residual_gp,full81,0.997979797979798,0.992156862745098,0.9753086419753086,0.9333333333333333,0.8666666666666667,1.0,2,0,66,13,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.274, physics_prior_sd=5)",1.0,1.2736386351109203,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r06_f01,6,1,physics_ridge_residual_gp,B1_q30,0.9852941176470588,0.975,0.92,0.875,0.75,1.0,2,0,17,6,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.274, physics_prior_sd=5)",1.0,1.2736386351109203,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r06_f01,6,1,physics_ridge_residual_gp,B1_q20,0.9696969696969696,0.9583333333333334,0.8823529411764706,0.8333333333333333,0.6666666666666666,1.0,2,0,11,4,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.274, physics_prior_sd=5)",1.0,1.2736386351109203,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r06_f02,6,2,physics_ridge_residual_gp,full81,0.9878787878787879,0.9310069560069559,0.9629629629629629,0.9515151515151515,0.9333333333333333,0.9696969696969697,1,2,64,14,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.004, physics_prior_sd=5)",1.0,1.0041748911235995,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r06_f02,6,2,physics_ridge_residual_gp,B1_q30,0.926470588235294,0.7511769480519481,0.88,0.8786764705882353,0.875,0.8823529411764706,1,2,15,7,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.004, physics_prior_sd=5)",1.0,1.0041748911235995,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r06_f02,6,2,physics_ridge_residual_gp,B1_q20,0.9166666666666666,0.7100000000000001,0.8823529411764706,0.9166666666666667,1.0,0.8333333333333334,0,2,10,5,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.004, physics_prior_sd=5)",1.0,1.0041748911235995,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r06_f03,6,3,physics_ridge_residual_gp,full81,0.9925373134328358,0.970606461207965,0.9629629629629629,0.949360341151386,0.9285714285714286,0.9701492537313433,1,2,65,13,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=0.7648, length_scale=1.009, physics_prior_sd=5)",0.764832719393007,1.0093664128720081,False,False,False,False,False,
w85__r06_f03,6,3,physics_ridge_residual_gp,B1_q30,0.9485294117647058,0.9184409340659341,0.88,0.8786764705882353,0.875,0.8823529411764706,1,2,15,7,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=0.7648, length_scale=1.009, physics_prior_sd=5)",0.764832719393007,1.0093664128720081,False,False,False,False,False,
w85__r06_f03,6,3,physics_ridge_residual_gp,B1_q20,0.9142857142857144,0.9038342609771179,0.8235294117647058,0.8285714285714285,0.8571428571428571,0.8,1,2,8,6,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=0.7648, length_scale=1.009, physics_prior_sd=5)",0.764832719393007,1.0093664128720081,False,False,False,False,False,
w85__r06_f04,6,4,physics_ridge_residual_gp,full81,0.9893390191897655,0.9611721611721611,0.9506172839506173,0.8853944562899787,0.7857142857142857,0.9850746268656716,3,1,66,11,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.493, physics_prior_sd=5)",1.0,1.4928118376745059,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r06_f04,6,4,physics_ridge_residual_gp,B1_q30,0.9338235294117646,0.9007936507936507,0.84,0.7830882352941176,0.625,0.9411764705882353,3,1,16,5,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.493, physics_prior_sd=5)",1.0,1.4928118376745059,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r06_f04,6,4,physics_ridge_residual_gp,B1_q20,0.9166666666666666,0.9248511904761905,0.7647058823529411,0.7569444444444444,0.625,0.8888888888888888,3,1,8,5,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.493, physics_prior_sd=5)",1.0,1.4928118376745059,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r06_f05,6,5,physics_ridge_residual_gp,full81,0.991919191919192,0.9711500974658869,0.9629629629629629,0.9,0.8,1.0,3,0,66,12,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=0.9961, length_scale=1.161, physics_prior_sd=5)",0.9960965694288194,1.1607069416427984,False,False,False,False,False,
w85__r06_f05,6,5,physics_ridge_residual_gp,B1_q30,0.9444444444444444,0.9287749287749287,0.88,0.8333333333333333,0.6666666666666666,1.0,3,0,16,6,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=0.9961, length_scale=1.161, physics_prior_sd=5)",0.9960965694288194,1.1607069416427984,False,False,False,False,False,
w85__r06_f05,6,5,physics_ridge_residual_gp,B1_q20,0.9444444444444444,0.9472222222222222,0.8235294117647058,0.8125,0.625,1.0,3,0,9,5,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=0.9961, length_scale=1.161, physics_prior_sd=5)",0.9960965694288194,1.1607069416427984,False,False,False,False,False,
w85__r07_f01,7,1,physics_ridge_residual_gp,full81,0.9969696969696971,0.9888888888888889,0.9753086419753086,0.9590909090909091,0.9333333333333333,0.9848484848484849,1,1,65,14,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=0.9943, physics_prior_sd=5)",1.0,0.9942898453304276,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r07_f01,7,1,physics_ridge_residual_gp,B1_q30,0.9791666666666666,0.9722222222222223,0.92,0.9131944444444444,0.8888888888888888,0.9375,1,1,15,8,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=0.9943, physics_prior_sd=5)",1.0,0.9942898453304276,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r07_f01,7,1,physics_ridge_residual_gp,B1_q20,0.9583333333333333,0.9722222222222223,0.8823529411764706,0.8819444444444444,0.8888888888888888,0.875,1,1,7,8,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=0.9943, physics_prior_sd=5)",1.0,0.9942898453304276,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r07_f02,7,2,physics_ridge_residual_gp,full81,0.9878787878787879,0.9303860409742761,0.9753086419753086,0.9848484848484849,1.0,0.9696969696969697,0,2,64,15,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.246, physics_prior_sd=5)",1.0,1.245530056761966,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r07_f02,7,2,physics_ridge_residual_gp,B1_q30,0.926470588235294,0.7481150793650794,0.92,0.9411764705882353,1.0,0.8823529411764706,0,2,15,8,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.246, physics_prior_sd=5)",1.0,1.245530056761966,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r07_f02,7,2,physics_ridge_residual_gp,B1_q20,0.8787878787878787,0.6968253968253968,0.8823529411764706,0.9090909090909092,1.0,0.8181818181818182,0,2,9,6,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.246, physics_prior_sd=5)",1.0,1.245530056761966,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r07_f03,7,3,physics_ridge_residual_gp,full81,0.9957356076759062,0.981547619047619,0.9506172839506173,0.8571428571428572,0.7142857142857143,1.0,4,0,67,10,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.354, physics_prior_sd=5)",1.0,1.3538464831020358,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r07_f03,7,3,physics_ridge_residual_gp,B1_q30,0.9733333333333334,0.9651515151515151,0.84,0.8,0.6,1.0,4,0,15,6,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.354, physics_prior_sd=5)",1.0,1.3538464831020358,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r07_f03,7,3,physics_ridge_residual_gp,B1_q20,0.9722222222222222,0.9704861111111112,0.7647058823529411,0.75,0.5,1.0,4,0,9,4,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.354, physics_prior_sd=5)",1.0,1.3538464831020358,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r07_f04,7,4,physics_ridge_residual_gp,full81,1.0,1.0,0.9876543209876543,0.9642857142857143,0.9285714285714286,1.0,1,0,67,13,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.399, physics_prior_sd=5)",1.0,1.3991506860039349,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r07_f04,7,4,physics_ridge_residual_gp,B1_q30,1.0,1.0,0.96,0.9285714285714286,0.8571428571428571,1.0,1,0,18,6,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.399, physics_prior_sd=5)",1.0,1.3991506860039349,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r07_f04,7,4,physics_ridge_residual_gp,B1_q20,1.0,1.0,0.9411764705882353,0.9,0.8,1.0,1,0,12,4,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.399, physics_prior_sd=5)",1.0,1.3991506860039349,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r07_f05,7,5,physics_ridge_residual_gp,full81,0.9818181818181818,0.9359498688446057,0.9382716049382716,0.8590909090909091,0.7333333333333333,0.9848484848484849,4,1,65,11,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=0.7884, length_scale=0.788, physics_prior_sd=5)",0.7884199821117297,0.7880413065346961,False,False,False,False,False,
w85__r07_f05,7,5,physics_ridge_residual_gp,B1_q30,0.875,0.8180497198879552,0.8,0.7205882352941176,0.5,0.9411764705882353,4,1,16,4,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=0.7884, length_scale=0.788, physics_prior_sd=5)",0.7884199821117297,0.7880413065346961,False,False,False,False,False,
w85__r07_f05,7,5,physics_ridge_residual_gp,B1_q20,0.8181818181818181,0.7727564102564103,0.7647058823529411,0.7045454545454546,0.5,0.9090909090909091,3,1,10,3,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=0.7884, length_scale=0.788, physics_prior_sd=5)",0.7884199821117297,0.7880413065346961,False,False,False,False,False,
w85__r08_f01,8,1,physics_ridge_residual_gp,full81,0.9828282828282828,0.9377471456418826,0.9506172839506173,0.8666666666666667,0.7333333333333333,1.0,4,0,66,11,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.131, physics_prior_sd=5)",1.0,1.1311742504403361,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r08_f01,8,1,physics_ridge_residual_gp,B1_q30,0.8896103896103895,0.8906385281385282,0.84,0.8181818181818181,0.6363636363636364,1.0,4,0,14,7,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.131, physics_prior_sd=5)",1.0,1.1311742504403361,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r08_f01,8,1,physics_ridge_residual_gp,B1_q20,0.8055555555555556,0.8271645021645021,0.7647058823529411,0.75,0.5,1.0,4,0,9,4,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.131, physics_prior_sd=5)",1.0,1.1311742504403361,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r08_f02,8,2,physics_ridge_residual_gp,full81,0.990405117270789,0.9566627816627816,0.9629629629629629,0.949360341151386,0.9285714285714286,0.9701492537313433,1,2,65,13,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=0.958, length_scale=1.254, physics_prior_sd=5)",0.9580481984805503,1.253829165360609,False,False,False,False,False,
w85__r08_f02,8,2,physics_ridge_residual_gp,B1_q30,0.9485294117647058,0.9126984126984126,0.88,0.8786764705882353,0.875,0.8823529411764706,1,2,15,7,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=0.958, length_scale=1.254, physics_prior_sd=5)",0.9580481984805503,1.253829165360609,False,False,False,False,False,
w85__r08_f02,8,2,physics_ridge_residual_gp,B1_q20,0.9166666666666667,0.8583333333333332,0.8235294117647058,0.8166666666666667,0.8,0.8333333333333334,1,2,10,4,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=0.958, length_scale=1.254, physics_prior_sd=5)",0.9580481984805503,1.253829165360609,False,False,False,False,False,
w85__r08_f03,8,3,physics_ridge_residual_gp,full81,0.9914712153518124,0.9481877249734392,0.9876543209876543,0.9925373134328358,1.0,0.9850746268656716,0,1,66,14,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.011, physics_prior_sd=5)",1.0,1.0111327707845141,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r08_f03,8,3,physics_ridge_residual_gp,B1_q30,0.9444444444444444,0.7545918367346939,0.96,0.9722222222222222,1.0,0.9444444444444444,0,1,17,7,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.011, physics_prior_sd=5)",1.0,1.0111327707845141,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r08_f03,8,3,physics_ridge_residual_gp,B1_q20,0.9090909090909091,0.7345238095238095,0.9411764705882353,0.9545454545454546,1.0,0.9090909090909091,0,1,10,6,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.011, physics_prior_sd=5)",1.0,1.0111327707845141,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r08_f04,8,4,physics_ridge_residual_gp,full81,0.9919191919191919,0.9743434343434343,0.9506172839506173,0.8666666666666667,0.7333333333333333,1.0,4,0,66,11,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.45, physics_prior_sd=5)",1.0,1.44982962836315,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r08_f04,8,4,physics_ridge_residual_gp,B1_q30,0.9523809523809523,0.9200680272108843,0.84,0.7142857142857143,0.42857142857142855,1.0,4,0,18,3,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.45, physics_prior_sd=5)",1.0,1.44982962836315,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r08_f04,8,4,physics_ridge_residual_gp,B1_q20,0.9090909090909091,0.8964646464646464,0.7647058823529411,0.6666666666666666,0.3333333333333333,1.0,4,0,11,2,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.45, physics_prior_sd=5)",1.0,1.44982962836315,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r08_f05,8,5,physics_ridge_residual_gp,full81,1.0,1.0,0.9876543209876543,0.9666666666666667,0.9333333333333333,1.0,1,0,66,14,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.277, physics_prior_sd=5)",1.0,1.2766591098699758,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r08_f05,8,5,physics_ridge_residual_gp,B1_q30,1.0,1.0,0.96,0.9285714285714286,0.8571428571428571,1.0,1,0,18,6,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.277, physics_prior_sd=5)",1.0,1.2766591098699758,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r08_f05,8,5,physics_ridge_residual_gp,B1_q20,1.0,1.0,0.9411764705882353,0.9166666666666667,0.8333333333333334,1.0,1,0,11,5,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.277, physics_prior_sd=5)",1.0,1.2766591098699758,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r09_f01,9,1,physics_ridge_residual_gp,full81,1.0,1.0,0.9876543209876543,0.9642857142857143,0.9285714285714286,1.0,1,0,67,13,81,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.193, physics_prior_sd=5)",1.0,1.193154260678146,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r09_f01,9,1,physics_ridge_residual_gp,B1_q30,1.0,1.0,0.96,0.9444444444444444,0.8888888888888888,1.0,1,0,16,8,25,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.193, physics_prior_sd=5)",1.0,1.193154260678146,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
w85__r09_f01,9,1,physics_ridge_residual_gp,B1_q20,1.0,1.0,0.9411764705882353,0.9375,0.875,1.0,1,0,9,7,17,optimized_additive_laplace,"PhysicsRidgeResidualKernel(residual_sd=1, length_scale=1.193, physics_prior_sd=5)",1.0,1.193154260678146,False,True,False,False,True,The optimal value found for dimension 0 of parameter residual_variance is close to the specified upper bound 1.0. Increasing the bound and calling fit again may find a better value.
