experiment_name,population_row_index,has_keyhole,transition_count,max_positive_delta_W,diagnostic_argmax_delta_W_fraction,diagnostic_first_W_um,min_delta_W,median_positive_delta_W,fraction_positive_delta_W,total_positive_delta_W,max_positive_width_rate,median_positive_width_rate,fraction_positive_width_rate,resolution_points
P-319p96920879_VX-0p866402209965_LS-6p35942162539e-05_ST-320p061265262_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56799203364e-06_H-560be51b32,99,0,50,77.91451747582423,0.0,4.0,-3.4575608813187273,0.4456134624491739,0.44,190.12152453244295,3608.0893514986724,20.635604773477517,0.44,51
P-323p763442528_VX-0p850556183123_LS-6p97450047543e-05_ST-350p102665969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67172480635e-06_H-fe613e406c,100,0,50,79.63067056263736,0.0,4.0,-3.140790168623596,0.5357469347513586,0.4,203.96730641228837,3608.5344752681913,24.27784759829229,0.4,51
P-324p489523844_VX-0p639524903021_LS-7p4699050731e-05_ST-392p096101418_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p54328811939e-06_H-eed8ed7ef3,101,0,50,84.0799701104972,0.0,4.0,-3.0296648351647946,0.4409445054944996,0.48,224.7856477864763,2853.466892594405,14.964569400374678,0.48,51
P-326p931045044_VX-0p255856443683_LS-6p48737236991e-05_ST-399p817710522_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p88547942494e-05_H-9cf0389d20,102,1,50,37.04622541215472,0.0,4.0,-3.2506929333333687,3.1453736222222517,0.72,261.3259028421054,1220.5189250166811,103.62696845522464,0.72,51
P-328p176471421_VX-0p746856862244_LS-5p78341655667e-05_ST-308p284457774_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45923047225e-06_H-354781c6a2,103,0,50,71.27417389230766,0.0,4.0,-4.328019057142882,0.44993111555558585,0.42,186.41898046950277,2850.2035571715537,17.992425530969104,0.42,51
P-335p17845091_VX-0p53366627312_LS-7p35439468085e-05_ST-327p916348879_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p03958306155e-06_H-1d842653b1,104,0,50,80.1312797802199,0.0,4.0,-3.448376853801193,0.55113943223445,0.52,236.20887358126882,2266.759973392796,15.590675803182027,0.52,51
P-336p384535968_VX-0p857000372961_LS-5p14827567032e-05_ST-367p720955238_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p62907643359e-06_H-1d842653b1,105,0,50,74.09751728571437,0.0,0.0,-4.505895934065933,0.4061851254022173,0.36,178.7741459944918,3414.179006920497,18.7157246136097,0.36,51
P-339p704237738_VX-0p701398887747_LS-5p24684299583e-05_ST-300p218383071_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p87785607775e-06_H-1d842653b1,106,1,50,66.00089269230763,0.0,4.0,-83.6695785693035,0.44066901098904054,0.42,266.17956390360405,2484.847068854101,16.590610454251827,0.42,51
P-340p203296502_VX-0p374609743194_LS-5p54750053524e-05_ST-307p813155606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28777232591e-05_H-22f5435fc5,107,1,50,60.67334048461534,0.0,4.0,-2.0024458502924176,1.6729946999999754,0.58,225.55186426313787,1799.1114973356805,49.60834487949153,0.58,51
P-341p923576441_VX-0p300981342968_LS-7p54559898543e-05_ST-360p882535069_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60279722173e-05_H-1d842653b1,108,1,50,57.753776070718246,0.0,4.0,-1.4713583222221018,4.146193344444427,0.68,272.6639613029236,1778.937636486981,127.71146564602952,0.68,51
P-342p674555398_VX-0p462731136977_LS-5p8783513777e-05_ST-328p309527448_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04253209208e-05_H-add9572a86,109,1,50,67.1587423186813,0.0,0.0,-2.4801700000001574,0.49915180000004966,0.46,218.64411642681418,1899.4780104626348,14.117713275270768,0.46,51
P-347p783460623_VX-0p850325890926_LS-5p3362114496e-05_ST-354p131736173_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67326086915e-06_H-d1ce08951f,110,0,50,68.20555234725273,0.0,4.0,-4.381497071434637,1.1453583800000047,0.42,188.78033748265506,3113.0515493634434,52.27667772972791,0.42,51
P-348p497115387_VX-0p94790268949_LS-7p31988762132e-05_ST-305p038657876_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p08925721649e-06_H-1d842653b1,111,0,50,76.75827380879126,0.0,4.0,-3.30231969450557,3.4364392637362187,0.3,208.58790810745387,3868.2188643101144,173.17871450775044,0.3,51
P-352p513614722_VX-0p929202686833_LS-7p33895545023e-05_ST-314p010655484_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19167741481e-06_H-1553ff852f,112,0,50,75.25670460000005,0.0,4.0,-3.854285928103934,0.5385394065934008,0.46,208.20538805226576,3715.9679557548584,26.591586602800838,0.46,51
P-353p971838789_VX-0p831374608218_LS-4p0859447809e-05_ST-397p346534493_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p80258352291e-06_H-eac21b41c2,113,1,50,61.27219196923079,0.0,4.0,-3.1870695780220046,0.6309303866666198,0.46,151.62934613672508,2753.935599011063,28.357752456637666,0.46,51
P-354p619445985_VX-0p364015239092_LS-5p30095356481e-05_ST-318p142674345_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p32525237544e-05_H-1553ff852f,114,1,50,62.59337504285716,0.0,4.0,-2.259744659340697,1.0189377666667099,0.54,218.96484272725402,1872.3448265452998,30.479309586418374,0.54,51
P-355p313197397_VX-0p977425276438_LS-4p00293473664e-05_ST-317p253821106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p9355390323e-06_H-4dbd940f3b,115,1,50,62.881345298342495,0.0,4.0,-9.148967634065968,0.20677995054947473,0.5,152.51304671546384,3326.2524304103154,10.938097933687889,0.5,51
P-358p08766286_VX-0p398145183006_LS-4p39068251559e-05_ST-301p093308231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21164861687e-05_H-3d091b92d3,116,1,50,48.99292387692316,0.0,4.0,-2.7791757494505873,2.2662199535911896,0.5,194.275199044616,1447.3566409800515,66.94902529172548,0.5,51
P-360p567405001_VX-0p20359066256_LS-4p0817768449e-05_ST-337p353350673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p36951957538e-05_H-a3855470b8,117,1,50,30.64000746373613,0.0,0.0,-1.7408120399999802,3.6535765487799488,0.8,212.46224270339184,1179.513225471145,140.64754601178169,0.8,51
P-363p673556898_VX-0p448546579177_LS-4p04529881073e-05_ST-391p93586396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07550047798e-05_H-f55fc58583,118,1,50,44.11563753076926,0.0,4.0,-3.122744736666675,0.7282410076781503,0.52,173.13019804666285,1272.5534235611374,21.00673682550962,0.52,51
P-364p483174853_VX-0p95103094401_LS-4p26115279421e-05_ST-393p929813999_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p07251697056e-06_H-1ef68d8f61,119,0,50,62.79025851428574,0.0,4.0,-8.799351347252752,0.6434755111111059,0.34,161.6664576938134,3225.088719842064,33.05075757741749,0.34,51
P-367p938083726_VX-0p695829187084_LS-4p35800266683e-05_ST-364p389584597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p93290924348e-06_H-c87ffcf9e3,120,1,50,55.21335555604391,0.0,4.0,-7.420792369230782,0.4651895978022651,0.42,169.65620919925368,2071.4408014013025,17.452529439131226,0.42,51
P-369p066732517_VX-0p471239257303_LS-5p48020687799e-05_ST-388p757421411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02370940626e-05_H-1553ff852f,121,1,50,65.9949696890109,0.0,4.0,-2.4633303563596485,0.6147270820760298,0.44,213.05749965657648,1863.3989895262473,17.357108109493225,0.44,51
P-370p938359136_VX-0p662619902131_LS-4p40125404953e-05_ST-395p513826563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p28037384253e-06_H-3273b99318,122,1,50,51.1782502769232,0.0,4.0,-6.998013153846188,0.47256683871346183,0.4,173.12387509024964,1827.434909132288,16.87406531662273,0.4,51
P-372p630059968_VX-0p727703112845_LS-4p39975555357e-05_ST-362p949632289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p62924277478e-06_H-54d2aec398,123,1,50,54.70061996464081,0.0,4.0,-4.336124254944991,0.39021616139581283,0.48,167.89418877935685,2145.6051547850575,15.306038723372868,0.48,51
P-373p935133861_VX-0p314504521571_LS-4p29297292387e-05_ST-349p298273812_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p53387956997e-05_H-c87ffcf9e3,124,1,50,35.58880720845119,0.02040816326530612,4.0,-0.8078922811110658,1.2905775140762472,0.72,199.55658808988306,1122.7262362390823,40.71407132210749,0.72,51
P-374p135097027_VX-0p852003077267_LS-4p24872306812e-05_ST-324p485874926_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p66209293338e-06_H-c87ffcf9e3,125,1,50,61.8836834285714,0.0,4.0,-6.662258894420489,0.5483539755555569,0.42,159.8175214856511,2846.1286872406504,25.21966848325256,0.42,51
P-375p190327887_VX-0p471971299611_LS-7p58652830639e-05_ST-330p289975384_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p02212160082e-05_H-1553ff852f,126,1,50,84.85452663076923,0.0,4.0,-3.2979868839778987,1.102721197802225,0.54,256.9917542318617,2362.8501093638897,30.706257005740753,0.54,51
P-377p008330657_VX-0p791215989527_LS-4p31405408456e-05_ST-371p11107289_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09709695819e-06_H-3d091b92d3,127,1,50,59.01627259226524,0.0,4.0,-5.568963653718669,0.577859213333312,0.38,161.43821268471515,2518.7136879124855,24.66204398174254,0.38,51
P-377p125910628_VX-0p77115452106_LS-4p31707402483e-05_ST-313p190582012_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p25571201526e-06_H-8b3ff695c9,128,1,50,58.849498382320434,0.0,4.0,-9.793308576923067,0.4599055933333318,0.46,164.3909305595031,2447.710199885438,19.128720596275144,0.46,51
P-378p283018896_VX-0p735158781064_LS-4p42419225112e-05_ST-367p022862863_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p56201180925e-06_H-36d24309a8,129,1,50,55.6189106659341,0.0,4.0,-5.8899578945055,0.39862106373630013,0.42,165.6457276884834,2203.407872172826,15.791837332557314,0.42,51
P-378p699667122_VX-0p273966982762_LS-4p19552514454e-05_ST-349p537322979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p76084014007e-05_H-c87ffcf9e3,130,1,50,45.146842735164775,0.0,4.0,-1.7148671888889453,2.4468814899999813,0.7,210.49523967988304,1497.2187171053888,81.14668808308896,0.7,51
P-378p895448518_VX-0p547210222693_LS-4p25171421559e-05_ST-392p752580943_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p81584517788e-06_H-dc75daed1b,131,1,50,51.47118040659341,0.0,4.0,-18.917171988888953,0.9219273406593231,0.5,191.12276838371596,1518.181044515086,27.192937911132372,0.5,51
P-379p421209359_VX-0p229921993373_LS-5p57538994548e-05_ST-334p989783011_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09815534923e-05_H-1553ff852f,132,1,50,44.901081689502654,0.0,4.0,-2.033443214035117,3.6023927722222453,0.72,245.82204333625728,1560.1224277276851,125.1678923080812,0.72,51
P-383p924442814_VX-0p598551929363_LS-4p34843261877e-05_ST-301p171019532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p05965258211e-06_H-82800d7335,133,1,50,49.20686964835172,0.0,4.0,-3.5030799065509086,0.6081889733334833,0.34,167.28357261467067,1586.716242531438,19.611556870272917,0.34,51
P-385p522203_VX-0p931994182449_LS-4p05647861864e-05_ST-365p262393292_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17612737704e-06_H-3a5de7627d,134,1,50,60.53429730549445,0.0,4.0,-8.920962676923068,0.3829836160554976,0.48,155.04350983747565,3049.0989101942405,19.290798412077596,0.48,51
P-385p792960663_VX-0p466570238049_LS-4p25767555058e-05_ST-363p826454642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03395377793e-05_H-3d091b92d3,135,1,50,62.008223483516375,0.0,4.0,-2.4101535400000103,0.65161015999999,0.5,176.91578909728136,1770.2886713386301,18.60298553277829,0.5,51
P-387p363679816_VX-0p298546823055_LS-4p09005526538e-05_ST-395p436254411_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61586733821e-05_H-c87ffcf9e3,136,1,50,45.1144463846154,0.0,4.0,-1.7755902666666543,1.959504734577152,0.68,200.628704956725,1451.1684239572432,63.03017381994894,0.68,51
P-389p770210211_VX-0p908238681403_LS-4p3221586392e-05_ST-323p581279452_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p31151194261e-06_H-8b3ff695c9,137,1,50,60.55714954725278,0.0,4.0,-5.063336641758241,0.6876880547382314,0.44,170.38101350752632,2966.8303700174542,33.6913778331591,0.44,51
P-391p91054261_VX-0p798138981731_LS-4p10405950637e-05_ST-398p591592241_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p04421123819e-06_H-eac21b41c2,138,1,50,63.18547199340662,0.0,4.0,-4.36536034065935,0.37392667692304826,0.46,150.7778511784163,2722.815997421289,16.113411923153755,0.46,51
P-394p301389958_VX-0p965504599187_LS-4p1845661123e-05_ST-386p588977515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p99647604691e-06_H-aae9cbe76f,139,1,50,63.489282445054926,0.0,4.0,-10.487668653846129,0.3688215618654809,0.4,156.51063927639737,3309.638012790127,19.226329453998957,0.4,51
P-399p256835613_VX-0p656366203199_LS-4p10009761764e-05_ST-341p515144691_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p34973948918e-06_H-3c3f1974a9,140,1,50,61.05581846593405,0.0,4.0,-3.2283414978872145,0.465757791670228,0.42,154.38874829545472,2162.170587817585,16.49388745411901,0.42,51
P-400p342090514_VX-0p84724542505_LS-4p08786684736e-05_ST-395p5494372_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p69388805225e-06_H-39de960155,141,1,50,63.68368225274723,0.0,4.0,-3.6361936329670073,0.3835160618784528,0.5,148.5063231895658,2913.4417575797597,17.54533767291743,0.5,51
P-404p674556304_VX-0p544519129004_LS-4p43635630435e-05_ST-368p185027338_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p85941438245e-06_H-4d45e0bf17,142,1,50,69.90611669010988,0.0,4.0,-3.6920822950276317,0.3979236805848103,0.48,179.56540371034006,2047.7565550043696,11.656359470247821,0.48,51
P-406p350963493_VX-0p484226878203_LS-4p36170368492e-05_ST-370p554621114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96252133074e-06_H-778de5c076,143,1,50,54.13952284395615,0.0,4.0,-3.2313735788889915,0.7131307683333574,0.48,178.89939290755038,1532.4643530182525,20.18576123511931,0.48,51
P-408p574656479_VX-0p243547442248_LS-8p65536608509e-05_ST-318p028622224_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p98077243534e-05_H-1553ff852f,144,1,50,47.511075081318616,0.0,4.0,-2.7598316444443185,5.413992999999891,0.72,312.8068933730996,1529.0631635011634,174.24015873317893,0.72,51
P-409p380479822_VX-0p571506017722_LS-4p19025576691e-05_ST-383p379922389_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p44106702891e-06_H-86665dad6a,145,1,50,53.4869371164834,0.0,4.0,-1.9674626651934375,0.5240654001220832,0.44,166.25401056579327,1647.216869935139,16.13944291015257,0.44,51
P-413p007329362_VX-0p214914258115_LS-4p25156575745e-05_ST-342p625619244_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p24467219873e-05_H-c87ffcf9e3,146,1,50,38.18409085274728,0.0,4.0,-1.4331148511111564,4.747733526666536,0.7,219.45239225497056,1412.325538514307,175.60573422135852,0.7,51
P-413p458184039_VX-0p35207482727_LS-4p49853708666e-05_ST-303p358380963_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37019753455e-05_H-ff013f97fe,147,1,50,51.38715829890122,0.0,4.0,-3.3847166813126535,2.0308927060166013,0.66,208.85469882669292,1561.140273822596,61.69845736036495,0.66,51
P-420p548248194_VX-0p890019823061_LS-4p2728397196e-05_ST-342p58191385_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p42023950256e-06_H-39de960155,148,1,50,60.43780447955794,0.0,4.0,-4.560603351648325,0.317149210269946,0.44,154.3695710255418,2899.8411305088293,15.217004197434875,0.44,51
P-422p617573631_VX-0p52186874631_LS-4p33544604908e-05_ST-334p849986924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p24393468113e-06_H-eac21b41c2,149,1,50,71.18762238461531,0.0,4.0,-2.741365144567169,0.25260490116949086,0.5,175.11690481042206,1998.808435220055,7.092648838692286,0.5,51
P-423p354289604_VX-0p98992750487_LS-4p35270321082e-05_ST-379p923005206_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p87320594618e-06_H-4d45e0bf17,150,1,50,60.02574135054954,0.0,4.0,-8.206415512087887,0.48941992764922304,0.4,167.98307692693828,3202.564738522397,26.112114025647685,0.4,51
P-426p513929333_VX-0p671876042338_LS-4p21074124626e-05_ST-335p829973615_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p18007533983e-06_H-ff013f97fe,151,1,50,56.17938950769233,0.0,4.0,-3.4809592945054817,0.39566510222225304,0.52,159.1067943471905,2033.7526056676766,14.323490156582958,0.52,51
P-429p223744451_VX-0p993777087019_LS-4p49939505126e-05_ST-337p477091824_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p8543286679e-06_H-c87ffcf9e3,152,1,50,71.81485137912088,0.0,4.0,-8.775956767032937,0.37820082444446257,0.42,170.20513881151706,3842.339332694835,20.235033221040222,0.42,51
P-433p517899565_VX-0p4209966739_LS-4p21798941345e-05_ST-396p810205947_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1458809302e-05_H-204261a8b1,153,1,50,67.97127250109892,0.0,0.0,-2.457328031111132,0.5092835267784608,0.56,190.84605077172162,1980.2234385864563,14.837079541160238,0.56,51
P-435p358668153_VX-0p616312825798_LS-4p12302442682e-05_ST-330p720611029_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p82738960003e-06_H-4dbd940f3b,154,1,50,56.45399441988962,0.0,4.0,-2.270030608362532,0.7253637522221652,0.5,166.25543274135515,1874.9844953536428,24.091223356002995,0.5,51
P-438p134561959_VX-0p25154969533_LS-4p05773405909e-05_ST-340p985774893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91776046347e-05_H-dfeedce527,155,1,50,34.6281988175825,0.0,4.0,-2.831317964912273,3.2451563711110936,0.72,215.2096540760231,1188.2768662882045,111.35849899652112,0.72,51
P-440p884222701_VX-0p405879510898_LS-4p4918885946e-05_ST-386p365641032_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p18855977537e-05_H-410a3c6302,156,1,50,60.95478918571429,0.0,4.0,-3.1572097268420976,0.6283927977567458,0.64,198.23250199515124,1785.4044297196804,18.40602354149034,0.64,51
P-441p843471056_VX-0p982124766198_LS-4p09875344609e-05_ST-327p495507906_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91192236368e-06_H-f55fc58583,157,0,50,63.89238775384615,0.0,4.0,-4.17443187032967,0.328298774555293,0.44,150.05583970362136,3386.3591037792107,17.400156467120745,0.44,51
P-445p244311553_VX-0p680564934933_LS-4p06442633709e-05_ST-341p721757622_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0884060512e-06_H-c87ffcf9e3,158,1,50,60.762572486187864,0.0,4.0,-4.365052037362659,0.409708967032941,0.5,158.77342792980522,2229.5393563885877,15.033304702049923,0.5,51
P-446p579563616_VX-0p74347743801_LS-4p27116473193e-05_ST-393p115972114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p48859044859e-06_H-4a563c0a8f,159,1,50,55.33256143736253,0.0,4.0,-4.049490484210452,0.27244149790541883,0.5,157.94374150592535,2215.0713248516745,10.90636930649015,0.5,51
P-446p862811862_VX-0p39827443832_LS-4p33402817419e-05_ST-361p067570798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p21125539047e-05_H-4b0ba6b8ba,160,1,50,48.84128685494508,0.0,4.0,-2.1022455655555348,0.815158289316301,0.56,195.90627139297283,1438.7021191236674,24.011856234329443,0.56,51
P-447p413798058_VX-0p91078629156_LS-5p3177056457e-05_ST-328p907838563_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p29665482201e-06_H-1553ff852f,161,1,50,69.49933650276239,0.0,4.0,-8.14229971978017,0.3183091734563561,0.42,197.01794046704842,3387.9655634514675,15.516990124905238,0.42,51
P-449p184068185_VX-0p980953819102_LS-4p30284180995e-05_ST-381p816740361_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p91778563789e-06_H-c87ffcf9e3,162,1,50,60.05778701215469,0.0,4.0,-7.04107212967034,0.48017883101674386,0.36,165.2840157141298,3174.195608907498,25.37858307358563,0.36,51
P-449p762375807_VX-0p721910835583_LS-4p02949716673e-05_ST-312p266645761_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p68243273994e-06_H-c87ffcf9e3,163,1,50,62.12019202747251,0.0,4.0,-3.4902631847185717,0.6179608527867089,0.44,154.38870747578702,2418.6517509463165,24.060326438589506,0.44,51
P-52p5445860993_VX-0p633129978235_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p95323714861e-06_H-306f9d252b,305,0,50,55.55297908741066,0.0,4.0,-1.8599567860439095,0.6683366985977841,0.6,99.27848572247538,2230.804506375806,26.83795799073785,0.6,51
P-53p4525830151_VX-0p394191978834_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-4p7433308439e-06_H-306f9d252b,306,0,50,55.14382171287129,0.0,4.0,-1.397382218422237,0.5348965225465534,0.68,114.20684475847933,2214.1479219539956,21.477293141262805,0.68,51
P-59p3859586774_VX-0p222677981218_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p39680224058e-06_H-306f9d252b,308,0,50,54.61118655714129,0.0,4.0,-1.303140349524881,1.6686916161083118,0.68,141.8311974013963,2191.6094596579155,66.96650561306268,0.68,51
P-63p4364244112_VX-0p87794698955_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p12972194663e-06_H-306f9d252b,309,0,50,47.31963739575359,0.0,4.0,-1.0256756520879122,0.6147271866792607,0.52,90.27939490279661,1910.0435213998173,24.813285666690767,0.52,51
P-71p6599397131_VX-0p537693260466_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p47741567376e-06_H-306f9d252b,311,0,50,57.19655494745463,0.0,4.0,-1.7048097692222797,0.6671366093333546,0.66,117.14725206020566,2293.656210190447,26.753045326743557,0.66,51
P-71p8781037338_VX-0p56768277259_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p29371096306e-06_H-306f9d252b,312,0,50,63.67124691785479,0.0,4.0,-1.2132119127988972,0.7335362381501866,0.68,113.73162967181341,2553.262542658,29.415327816140596,0.68,51
P-72p876222127_VX-0p956216556443_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p95539698515e-06_H-306f9d252b,313,0,50,60.0311971390319,0.0,4.0,-1.0262084200659274,0.37536637072533807,0.56,92.34488089284064,2638.4066664156285,16.497574295849567,0.56,51
P-74p5163352518_VX-0p201002332148_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p30229491189e-06_H-fb250c7cf9,314,0,50,63.50680619047306,0.0,4.0,-1.5004991262702845,2.2632273235009563,0.7,160.26778537046457,2546.3713039435456,90.7464483976573,0.7,51
P-76p2867092863_VX-0p693142102976_LS-5p97726511316e-05_ST-352p808802476_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p95978585387e-06_H-0744488b5e,315,0,50,55.88446373259672,0.0,4.0,-1.9370791333331567,0.4957729352486169,0.6,119.10841637372926,2134.4651358537717,18.93567505007313,0.6,51
P-76p6986127633_VX-0p686212461643_LS-6p4052091323e-05_ST-393p159111444_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0300684885e-06_H-b41981edcb,396,0,50,52.02957161868135,0.0,4.0,-5.325162310000039,0.45229803221421605,0.62,122.63957615407018,1967.910413636818,17.107233059405182,0.62,51
P-77p1412079225_VX-0p963213148682_LS-8p58459875102e-05_ST-347p110895162_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p00836248925e-06_H-8eb307dfff,316,0,50,49.13659743406591,0.0,4.0,-6.192952513812145,2.585999016666676,0.5,150.66576146434022,2647.5929124334975,139.3395763162871,0.5,51
P-77p6071708937_VX-0p433253784538_LS-7p48831675656e-05_ST-344p207921637_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p11346300371e-05_H-5958772c6a,318,0,50,50.36461093846151,0.0,4.0,-1.6974293466666666,0.7651339999999038,0.7,157.4813009564817,1498.7519163717498,22.768885283005588,0.7,51
P-78p18378444_VX-0p804643363326_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p32374124592e-06_H-b0e5aed98c,319,0,50,57.64620664317758,0.0,4.0,-1.6188767506153567,0.43179619330008734,0.54,100.98526406199994,2311.0475254847724,17.310792542114367,0.54,51
P-78p3109819881_VX-0p819836919071_LS-8p42620704062e-05_ST-359p367913591_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p88424415978e-06_H-cedd8dc36d,320,0,50,54.82315289281761,0.0,4.0,-7.938877376842086,2.509803186813201,0.48,144.04640020783876,2501.4246118368897,114.51518438998222,0.48,51
