feature,subset,learned_threshold_median,learned_threshold_iqr_low,learned_threshold_iqr_high,learned_threshold_min,learned_threshold_max,fraction_of_folds_choosing_below,majority_direction,folds,total_true_positive,total_false_negative,total_false_positive,total_true_negative,balanced_accuracy_mean,balanced_accuracy_sd_across_repeats,accuracy_mean,accuracy_sd_across_repeats,keyhole_recall_mean,keyhole_recall_sd_across_repeats,conduction_recall_mean,conduction_recall_sd_across_repeats,feature_roc_auc_mean,feature_roc_auc_sd_across_repeats,feature_pr_auc_mean,feature_pr_auc_sd_across_repeats
max_positive_delta_W,full,32.40799515411522,32.40799515411522,32.40799515411522,31.60785503241759,33.45764200686815,1.0,below,100,1290,110,3775,1825,0.623911115577729,0.008264462095403328,0.44520496114856317,0.0035799364610561643,0.9218040293040293,0.016648578582936033,0.32601820185142905,0.0020130895062920448,0.601269957427838,0.005391856083708553,0.31558276874729774,0.01050889132558347
max_positive_delta_W,q20,32.40799515411522,32.40799515411522,32.40799515411522,31.60785503241759,33.45764200686815,1.0,below,100,523,79,683,245,0.5642698273948275,0.024712128279794816,0.5013030596854126,0.02492851744921342,0.8661428571428573,0.03096880013494891,0.2623967976467977,0.029793323158667912,0.4768271414101771,0.029897552432167403,0.4544721625583671,0.03288576299190994
max_positive_delta_W,q30,32.40799515411522,32.40799515411522,32.40799515411522,31.60785503241759,33.45764200686815,1.0,below,100,660,89,1089,392,0.571401120164665,0.01898156299691861,0.47145438447898397,0.018335174447238308,0.8795342712842713,0.028605698240038713,0.2632679690450589,0.020379630832105537,0.4806214199604281,0.02458448081549831,0.3819095945895931,0.021115825268690602
max_positive_width_rate,full,3846.0258180027904,3556.366947521182,4555.966817173627,2822.8208493114153,5403.654462140861,1.0,below,100,738,662,2028,3572,0.5815161005331007,0.016575924873391008,0.6160017923223747,0.030526110976078113,0.5252875457875457,0.05320981720065915,0.6377446552786556,0.04793509618784758,0.6492724868331161,0.004440840588885485,0.3992157271163527,0.010505939985974098
max_positive_width_rate,q20,3846.0258180027904,3556.366947521182,4555.966817173627,2822.8208493114153,5403.654462140861,1.0,below,100,224,378,459,469,0.43344198856698857,0.04197851439747993,0.4522079562594269,0.04431295380512059,0.3643531746031746,0.06197291449594294,0.5025308025308026,0.08007127737122255,0.4416713157213158,0.033937032336893935,0.4769647277597908,0.03358764358063305
max_positive_width_rate,q30,3846.0258180027904,3556.366947521182,4555.966817173627,2822.8208493114153,5403.654462140861,1.0,below,100,284,465,713,768,0.443897362677742,0.037670513190469476,0.47152848574004186,0.04109854448575843,0.37171645021645017,0.06768802222103852,0.5160782751390337,0.06992270424321449,0.43966010797605987,0.028218012086784393,0.41111611574642765,0.026308903429517982
