subset,contrast,contrast_role,metric,lower_is_better,mean_difference,ci_low,ci_high,signflip_p,repeat_blocks,holm_p_metric_family,verdict,verdict_after_holm,metric_family
q20,gpc_4d_plus_max_delta_W - gpc_4d,primary,balanced_accuracy,False,0.009052475417349437,-0.0015687398331347769,0.01966104595011919,0.11859407029648518,20,0.23718814059297036,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_max_delta_W - gpc_4d,primary,keyhole_recall,False,0.026672774643784092,0.008332792884951526,0.04482795947216482,0.0151992400379981,20,0.0607969601519924,IMPROVES,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_max_delta_W - gpc_4d,primary,brier_score,True,-0.001997958907002376,-0.003630048150481387,-0.00028052129657342765,0.039248037598120095,20,0.11774411279436028,IMPROVES,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,gpc_4d_plus_max_delta_W - gpc_4d,primary,pr_auc,False,0.01453911972232046,0.009291000691580254,0.019995974334142755,4.999750012499375e-05,20,0.0002999850007499625,IMPROVES,IMPROVES,ranking_or_probability
q20,gpc_4d_plus_max_delta_W - gpc_4d,primary,roc_auc,False,0.008077137923155453,0.004656386653435837,0.01172038337961913,0.000199990000499975,20,0.000999950002499875,IMPROVES,IMPROVES,ranking_or_probability
q30,gpc_4d_plus_max_delta_W - gpc_4d,primary,accuracy,False,0.0017458534266096947,-0.004082505191880194,0.007581970774170826,0.6461676916154192,20,0.6461676916154192,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,gpc_4d_plus_max_delta_W - gpc_4d,primary,balanced_accuracy,False,0.005498100597686012,-0.002237637289624519,0.013319730793338345,0.18299085045747712,20,0.5489725513724314,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,gpc_4d_plus_max_delta_W - gpc_4d,primary,keyhole_recall,False,0.016404055877740083,0.0016767463313515957,0.031314212745133796,0.032998350082495874,20,0.1319934003299835,IMPROVES,NO DETECTABLE DIFFERENCE,hard_decision
q30,gpc_4d_plus_max_delta_W - gpc_4d,primary,brier_score,True,-0.0006831319591784603,-0.0018691645940922376,0.0005600043465495718,0.3000349982500875,20,0.600069996500175,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q30,gpc_4d_plus_max_delta_W - gpc_4d,primary,pr_auc,False,0.009745439368495912,0.0060368519676634765,0.01359599822298386,0.00014999250037498125,20,0.0008999550022498875,IMPROVES,IMPROVES,ranking_or_probability
q30,gpc_4d_plus_max_delta_W - gpc_4d,primary,roc_auc,False,0.004446201428537411,0.0024861344793437375,0.006326366076852761,0.0005499725013749313,20,0.0027498625068746564,IMPROVES,IMPROVES,ranking_or_probability
full,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,accuracy,False,0.0008571428571428619,-0.0009999999999999953,0.0025714285714285912,0.46227688615569223,20,0.5342732863356832,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,balanced_accuracy,False,0.004821428571428576,0.001517857142857143,0.007946428571428594,0.012099395030248488,20,0.03629818509074546,IMPROVES,IMPROVES,hard_decision
full,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,keyhole_recall,False,0.011428571428571444,0.005000000000000016,0.01714285714285717,0.004599770011499425,20,0.0183990800459977,IMPROVES,IMPROVES,hard_decision
full,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,brier_score,True,-0.00035921746177517355,-0.0009588292147956156,0.0002229855225377768,0.2671366431678416,20,0.5342732863356832,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
full,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,pr_auc,False,0.003277062180330559,0.001958305226920429,0.004571735030552896,0.00014999250037498125,20,0.0008999550022498875,IMPROVES,IMPROVES,ranking_or_probability
full,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,roc_auc,False,0.0009336734693877469,0.00041065051020403894,0.00145159438775513,0.003649817509124544,20,0.018249087545622718,IMPROVES,IMPROVES,ranking_or_probability
q20,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,accuracy,False,0.006544990097621678,-0.0025803144224196884,0.015610705084389297,0.14699265036748163,20,0.14699265036748163,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,balanced_accuracy,False,0.011330752981418746,0.0018481378700970076,0.02029977680443194,0.03239838008099595,20,0.0647967601619919,IMPROVES,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,keyhole_recall,False,0.03324605050585306,0.01819634622133055,0.048115680369060866,0.000999950002499875,20,0.0039998000099995,IMPROVES,IMPROVES,hard_decision
q20,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,brier_score,True,-0.0037713553494377384,-0.006194208685642799,-0.0013614377673879304,0.007949602519874007,20,0.023848807559622022,IMPROVES,IMPROVES,ranking_or_probability
q20,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,pr_auc,False,0.020664770649000363,0.014425788473959563,0.026652060682859274,4.999750012499375e-05,20,0.0002999850007499625,IMPROVES,IMPROVES,ranking_or_probability
q20,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,roc_auc,False,0.009621907038430444,0.005682465773592192,0.013818954362961423,0.0002999850007499625,20,0.0014999250037498126,IMPROVES,IMPROVES,ranking_or_probability
q30,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,accuracy,False,0.0026629169100448546,-0.0031611949488956448,0.008051942114580374,0.4378281085945703,20,0.4378281085945703,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,balanced_accuracy,False,0.007409691650499139,0.0007997127496721929,0.013710268773223849,0.04214789260536973,20,0.08429578521073947,IMPROVES,NO DETECTABLE DIFFERENCE,hard_decision
q30,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,keyhole_recall,False,0.021625876889034768,0.009675262306841242,0.03340313111694687,0.0013499325033748313,20,0.005399730013499325,IMPROVES,IMPROVES,hard_decision
q30,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,brier_score,True,-0.002540940714053192,-0.004327798927734121,-0.0008441484446262236,0.013499325033748313,20,0.040497975101244935,IMPROVES,IMPROVES,ranking_or_probability
q30,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,pr_auc,False,0.014430562228303207,0.010077164657750184,0.018966708428868634,4.999750012499375e-05,20,0.0002999850007499625,IMPROVES,IMPROVES,ranking_or_probability
q30,gpc_4d_plus_max_delta_W_res101 - gpc_4d,resolution,roc_auc,False,0.006105443840213121,0.0037230137134111174,0.008535139355011363,9.99950002499875e-05,20,0.0004999750012499375,IMPROVES,IMPROVES,ranking_or_probability
full,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,accuracy,False,-0.002142857142857141,-0.0035714285714285752,-0.0007142857142857062,0.018199090045497725,20,0.054597270136493174,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,balanced_accuracy,False,-0.004821428571428576,-0.008395089285714315,-0.0014285714285714398,0.018249087545622718,20,0.054597270136493174,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,keyhole_recall,False,-0.00928571428571428,-0.017142857142857133,-0.0021428571428571464,0.03699815009249537,20,0.054597270136493174,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,brier_score,True,0.0006751490421623057,0.0002388689880850033,0.0011055920410040618,0.009299535023248838,20,0.03719814009299535,DEGRADES,DEGRADES,ranking_or_probability
full,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,pr_auc,False,0.0019780774839766313,0.0011298924046918666,0.0029815092963126617,0.000199990000499975,20,0.00119994000299985,IMPROVES,IMPROVES,ranking_or_probability
full,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,roc_auc,False,0.0008673469387755151,0.00043360969387756527,0.0013316326530612434,0.0006999650017499125,20,0.0034998250087495625,IMPROVES,IMPROVES,ranking_or_probability
q20,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,accuracy,False,-0.007212814449656551,-0.01316266296529454,-0.0006847044018096453,0.05409729513524324,20,0.21638918054097295,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,balanced_accuracy,False,-0.00812586679061767,-0.0158387534366396,-3.476082190464561e-05,0.06109694515274236,20,0.21638918054097295,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,keyhole_recall,False,-0.013010007812913832,-0.029319534932994336,0.003603243021346453,0.1734413279336033,20,0.3468826558672066,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,brier_score,True,0.0007455021454244974,-0.001004957435496667,0.002380759528807833,0.4071796410179491,20,0.4071796410179491,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,pr_auc,False,0.011857937933379848,0.007334862456501556,0.01706515148551028,4.999750012499375e-05,20,0.0002999850007499625,IMPROVES,IMPROVES,ranking_or_probability
q20,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,roc_auc,False,0.006350336106520277,0.003611379900572686,0.009655721280037766,0.000199990000499975,20,0.000999950002499875,IMPROVES,IMPROVES,ranking_or_probability
q30,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,accuracy,False,-0.005831870831870834,-0.010324384652509662,-0.0009047804125237758,0.03009849507524624,20,0.12039398030098496,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
q30,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,balanced_accuracy,False,-0.00787345321862266,-0.014969977416687963,-0.0007756007744336968,0.05184740762961852,20,0.15554222288885555,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
q30,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,keyhole_recall,False,-0.014404080193553891,-0.029167935648198823,0.00014624822190609812,0.10064496775161241,20,0.20128993550322483,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,brier_score,True,0.0006001879774889515,-0.0007240372496906947,0.0018698550204510954,0.3793310334483276,20,0.3793310334483276,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q30,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,pr_auc,False,0.008509507862089987,0.005041094221172871,0.012355976145772848,9.99950002499875e-05,20,0.0004999750012499375,IMPROVES,IMPROVES,ranking_or_probability
q30,gpc_4d_plus_max_delta_W_res51 - gpc_4d,resolution,roc_auc,False,0.004345211719400633,0.002899085722105286,0.006032026123788936,4.999750012499375e-05,20,0.0002999850007499625,IMPROVES,IMPROVES,ranking_or_probability
full,gpc_4d_plus_max_width_rate - gpc_4d,primary,accuracy,False,-0.00357142857142857,-0.0058571428571428386,-0.0014285714285714236,0.006299685015749213,20,0.02519874006299685,DEGRADES,DEGRADES,hard_decision
full,gpc_4d_plus_max_width_rate - gpc_4d,primary,balanced_accuracy,False,-0.000892857142857173,-0.004553571428571457,0.002678571428571397,0.6809659517024149,20,0.9098545072746362,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_max_width_rate - gpc_4d,primary,keyhole_recall,False,0.0035714285714285865,-0.00357142857142857,0.010714285714285749,0.4549272536373181,20,0.9098545072746362,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_max_width_rate - gpc_4d,primary,brier_score,True,0.0024634932334828288,0.001640370105234061,0.0033460654020417736,4.999750012499375e-05,20,0.0002999850007499625,DEGRADES,DEGRADES,ranking_or_probability
full,gpc_4d_plus_max_width_rate - gpc_4d,primary,pr_auc,False,-0.0027352661356596143,-0.004761029890321591,-0.0008156524002306158,0.014799260036998151,20,0.044397780110994454,DEGRADES,DEGRADES,ranking_or_probability
full,gpc_4d_plus_max_width_rate - gpc_4d,primary,roc_auc,False,-0.0015357142857142735,-0.002244897959183662,-0.0008698341836734278,0.00024998750062496874,20,0.0012499375031248437,DEGRADES,DEGRADES,ranking_or_probability
q20,gpc_4d_plus_max_width_rate - gpc_4d,primary,accuracy,False,-0.014432349300770359,-0.024379266270713653,-0.004726161699845933,0.011949402529873506,20,0.07169641517924104,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_max_width_rate - gpc_4d,primary,balanced_accuracy,False,-0.009310877332894318,-0.020239042244117905,0.0014566599137155205,0.11574421278936053,20,0.46297685115744214,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_max_width_rate - gpc_4d,primary,keyhole_recall,False,0.013678558186344619,-0.002970055600799819,0.03002162579784415,0.1216439178041098,20,0.46297685115744214,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_max_width_rate - gpc_4d,primary,brier_score,True,0.0030673437610991864,0.0008478690237566887,0.005304857674657032,0.014499275036248187,20,0.07249637518124094,DEGRADES,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,gpc_4d_plus_max_width_rate - gpc_4d,primary,pr_auc,False,0.0020485586916776264,-0.006560862369976957,0.010593674308329974,0.6542172891355432,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,gpc_4d_plus_max_width_rate - gpc_4d,primary,roc_auc,False,-0.00037342797265460526,-0.005129810385232022,0.004319329545474284,0.8821558922053897,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q30,gpc_4d_plus_max_width_rate - gpc_4d,primary,accuracy,False,-0.011733434097392453,-0.01813970690942307,-0.0054016704775830945,0.0019499025048747563,20,0.011699415029248537,DEGRADES,DEGRADES,hard_decision
q30,gpc_4d_plus_max_width_rate - gpc_4d,primary,balanced_accuracy,False,-0.007525277891445903,-0.014746803332886176,-0.0007382093415236136,0.05604719764011799,20,0.22418879056047197,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
q30,gpc_4d_plus_max_width_rate - gpc_4d,primary,keyhole_recall,False,0.005371819187608656,-0.006881420894578798,0.017401357582278638,0.4251287435628219,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,gpc_4d_plus_max_width_rate - gpc_4d,primary,brier_score,True,0.0025558612498885144,0.0010692639209414437,0.003971697496062659,0.0035498225088745564,20,0.01774911254437278,DEGRADES,DEGRADES,ranking_or_probability
q30,gpc_4d_plus_max_width_rate - gpc_4d,primary,pr_auc,False,-0.0002107890526620526,-0.006487625190295733,0.005632856181482044,0.9494025298735064,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q30,gpc_4d_plus_max_width_rate - gpc_4d,primary,roc_auc,False,-0.0009349918938959978,-0.0034276890212407507,0.001391391819902121,0.46607669616519176,20,1.0,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
full,gpc_4d_plus_old_full8 - gpc_4d,historical,accuracy,False,-0.0040000000000000036,-0.006285714285714283,-0.0017142857142857237,0.005749712514374282,20,0.02874856257187141,DEGRADES,DEGRADES,hard_decision
full,gpc_4d_plus_old_full8 - gpc_4d,historical,balanced_accuracy,False,-0.004910714285714301,-0.009377232142857173,-0.000357142857142889,0.059947002649867506,20,0.23978801059947003,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_old_full8 - gpc_4d,historical,keyhole_recall,False,-0.006428571428571422,-0.0157142857142857,0.002142857142857152,0.23888805559722015,20,0.29233538323083846,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_old_full8 - gpc_4d,historical,brier_score,True,0.004729937541719775,0.003944732129958266,0.005451409323095189,4.999750012499375e-05,20,0.0002999850007499625,DEGRADES,DEGRADES,ranking_or_probability
full,gpc_4d_plus_old_full8 - gpc_4d,historical,pr_auc,False,-0.0021243353401108724,-0.004489485182459315,0.00020608761379156573,0.10504474776261187,20,0.29233538323083846,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
full,gpc_4d_plus_old_full8 - gpc_4d,historical,roc_auc,False,-0.001022959183673483,-0.0021123724489795844,0.00010975765306121825,0.09744512774361282,20,0.29233538323083846,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,gpc_4d_plus_old_full8 - gpc_4d,historical,accuracy,False,-0.013646914962704437,-0.023431373924794996,-0.003854040696145966,0.021398930053497325,20,0.0855957202139893,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_old_full8 - gpc_4d,historical,balanced_accuracy,False,-0.011338289257280521,-0.021589646583386926,-0.0006406122465601196,0.05419729013549322,20,0.16259187040647965,DEGRADES,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_old_full8 - gpc_4d,historical,keyhole_recall,False,-0.001170182477885484,-0.02031766570991578,0.016531946044546844,0.9752012399380031,20,0.9752012399380031,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_old_full8 - gpc_4d,historical,brier_score,True,0.004981870479332377,0.002899659911831358,0.007103791124666524,0.0004999750012499375,20,0.0024998750062496873,DEGRADES,DEGRADES,ranking_or_probability
q20,gpc_4d_plus_old_full8 - gpc_4d,historical,pr_auc,False,0.01523313308358808,0.009746796803791776,0.021208273207029713,9.99950002499875e-05,20,0.000599970001499925,IMPROVES,IMPROVES,ranking_or_probability
q20,gpc_4d_plus_old_full8 - gpc_4d,historical,roc_auc,False,0.00240088703642794,-0.0016355011983579908,0.0063955995933564075,0.2583370831458427,20,0.5166741662916854,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q30,gpc_4d_plus_old_full8 - gpc_4d,historical,accuracy,False,-0.012098090866003108,-0.018400240522922842,-0.005774522874719772,0.002999850007499625,20,0.014999250037498125,DEGRADES,DEGRADES,hard_decision
q30,gpc_4d_plus_old_full8 - gpc_4d,historical,balanced_accuracy,False,-0.01150459635499292,-0.01884473314685102,-0.0035399335471501523,0.01294935253237338,20,0.03959802009899505,DEGRADES,DEGRADES,hard_decision
q30,gpc_4d_plus_old_full8 - gpc_4d,historical,keyhole_recall,False,-0.010211274027063505,-0.02472623433149748,0.00449477817898869,0.23548822558872057,20,0.47097645117744114,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q30,gpc_4d_plus_old_full8 - gpc_4d,historical,brier_score,True,0.006043762499292321,0.0045363671813187356,0.0075691198095280575,4.999750012499375e-05,20,0.0002999850007499625,DEGRADES,DEGRADES,ranking_or_probability
q30,gpc_4d_plus_old_full8 - gpc_4d,historical,pr_auc,False,0.006160502810176915,0.0018813715370043723,0.010564847812213039,0.009899505024748763,20,0.03959802009899505,IMPROVES,IMPROVES,ranking_or_probability
q30,gpc_4d_plus_old_full8 - gpc_4d,historical,roc_auc,False,-0.0005283648617282255,-0.0031495011307894143,0.002242930424878883,0.7096145192740363,20,0.7096145192740363,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
full,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,accuracy,False,-0.004571428571428576,-0.006999999999999984,-0.002428571428571441,0.0008499575021248938,20,0.0008499575021248938,DEGRADES,DEGRADES,hard_decision
full,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,balanced_accuracy,False,-0.008750000000000018,-0.012767857142857159,-0.005178571428571472,9.99950002499875e-05,20,0.0004999750012499375,DEGRADES,DEGRADES,hard_decision
full,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,keyhole_recall,False,-0.01571428571428572,-0.02285714285714287,-0.009285714285714286,9.99950002499875e-05,20,0.0004999750012499375,DEGRADES,DEGRADES,hard_decision
full,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,brier_score,True,0.004099350241532318,0.0033080195285796828,0.004920028858227787,4.999750012499375e-05,20,0.0002999850007499625,DEGRADES,DEGRADES,ranking_or_probability
full,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,pr_auc,False,-0.005473933732878805,-0.007964687705876853,-0.0032030606360073962,0.00014999250037498125,20,0.0004999750012499375,DEGRADES,DEGRADES,ranking_or_probability
full,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,roc_auc,False,-0.0023775510204081694,-0.0032220663265306163,-0.0015663265306122554,9.99950002499875e-05,20,0.0004999750012499375,DEGRADES,DEGRADES,ranking_or_probability
q20,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,accuracy,False,-0.016953038663564984,-0.026112531375689283,-0.007255840561761617,0.003799810009499525,20,0.011099445027748614,DEGRADES,DEGRADES,hard_decision
q20,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,balanced_accuracy,False,-0.018258131503141466,-0.02760881143667763,-0.008931144401430866,0.0019499025048747563,20,0.009499525023748814,DEGRADES,DEGRADES,hard_decision
q20,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,keyhole_recall,False,-0.024783241299856977,-0.03784818904271941,-0.012909346198156684,0.0018999050047497626,20,0.009499525023748814,DEGRADES,DEGRADES,hard_decision
q20,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,brier_score,True,0.006456020610033059,0.004363105103361561,0.008705451573357509,4.999750012499375e-05,20,0.0002999850007499625,DEGRADES,DEGRADES,ranking_or_probability
q20,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,pr_auc,False,-0.006470482232125046,-0.012394640395099204,6.563404927463034e-05,0.058847057647117645,20,0.058847057647117645,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,roc_auc,False,-0.006581716880487132,-0.010482833733619799,-0.002881171935912025,0.0036998150092495377,20,0.011099445027748614,DEGRADES,DEGRADES,ranking_or_probability
q30,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,accuracy,False,-0.012983485511140374,-0.018907318936494815,-0.0071349518694651445,0.0010499475026248687,20,0.0020998950052497373,DEGRADES,DEGRADES,hard_decision
q30,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,balanced_accuracy,False,-0.01589871587104826,-0.022260835891177923,-0.009839849189180072,0.000199990000499975,20,0.000599970001499925,DEGRADES,DEGRADES,hard_decision
q30,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,keyhole_recall,False,-0.025084041531409945,-0.03436745829837935,-0.01597290610448505,0.00014999250037498125,20,0.000599970001499925,DEGRADES,DEGRADES,hard_decision
q30,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,brier_score,True,0.006583443072845958,0.004926102795715023,0.008276098994296825,4.999750012499375e-05,20,0.0002999850007499625,DEGRADES,DEGRADES,ranking_or_probability
q30,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,pr_auc,False,-0.007978620066074837,-0.012555752935266173,-0.0031000073449673417,0.004849757512124394,20,0.004849757512124394,DEGRADES,DEGRADES,ranking_or_probability
q30,gpc_4d_plus_old_full8 - gpc_4d_plus_old_shape3,ablation,roc_auc,False,-0.00632429102886925,-0.008772535936468883,-0.003881096013551395,4.999750012499375e-05,20,0.0002999850007499625,DEGRADES,DEGRADES,ranking_or_probability
full,gpc_4d_plus_old_shape3 - gpc_4d,historical,accuracy,False,0.0005714285714285728,-0.0014285714285714236,0.002571428571428569,0.6820658967051647,20,0.6820658967051647,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_old_shape3 - gpc_4d,historical,balanced_accuracy,False,0.0038392857142857174,-0.0003571428571428559,0.008214285714285697,0.11744412779361033,20,0.23488825558722065,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_old_shape3 - gpc_4d,historical,keyhole_recall,False,0.009285714285714296,0.0007142857142857229,0.01857142857142858,0.07694615269236538,20,0.23083845807709613,IMPROVES,NO DETECTABLE DIFFERENCE,hard_decision
full,gpc_4d_plus_old_shape3 - gpc_4d,historical,brier_score,True,0.0006305873001874569,5.4615764307066345e-05,0.0011769945339646904,0.0471976401179941,20,0.1887905604719764,DEGRADES,NO DETECTABLE DIFFERENCE,ranking_or_probability
full,gpc_4d_plus_old_shape3 - gpc_4d,historical,pr_auc,False,0.003349598392767933,0.0018526146945901936,0.004902638205658956,0.0006499675016249188,20,0.003899805009749513,IMPROVES,IMPROVES,ranking_or_probability
full,gpc_4d_plus_old_shape3 - gpc_4d,historical,roc_auc,False,0.0013545918367346866,0.00044113520408161185,0.0022169642857142835,0.008949552522373882,20,0.044747762611869406,IMPROVES,IMPROVES,ranking_or_probability
q20,gpc_4d_plus_old_shape3 - gpc_4d,historical,accuracy,False,0.003306123700860547,-0.00582902295073347,0.011217948717948728,0.43387830608469574,20,0.5050247487625619,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_old_shape3 - gpc_4d,historical,balanced_accuracy,False,0.006919842245860947,-0.0030148878661672754,0.016946820955577393,0.20448977551122444,20,0.5050247487625619,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_old_shape3 - gpc_4d,historical,keyhole_recall,False,0.023613058821971494,0.005397751387123248,0.04210173257985058,0.026298685065746712,20,0.10519474026298685,IMPROVES,NO DETECTABLE DIFFERENCE,hard_decision
q20,gpc_4d_plus_old_shape3 - gpc_4d,historical,brier_score,True,-0.0014741501307006827,-0.003379153427311423,0.0004737421744103756,0.16834158292085397,20,0.5050247487625619,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,ranking_or_probability
q20,gpc_4d_plus_old_shape3 - gpc_4d,historical,pr_auc,False,0.021703615315713125,0.01608179260204141,0.027791313369553716,4.999750012499375e-05,20,0.0002999850007499625,IMPROVES,IMPROVES,ranking_or_probability
q20,gpc_4d_plus_old_shape3 - gpc_4d,historical,roc_auc,False,0.008982603916915072,0.005370642164099053,0.012966875151135827,0.00034998250087495624,20,0.0017499125043747813,IMPROVES,IMPROVES,ranking_or_probability
q30,gpc_4d_plus_old_shape3 - gpc_4d,historical,accuracy,False,0.0008853946451372663,-0.004963077646014603,0.006340397914321385,0.7847107644617769,20,0.9966501674916254,NO DETECTABLE DIFFERENCE,NO DETECTABLE DIFFERENCE,hard_decision
