experiment_name,has_keyhole,transition_count,max_positive_delta_W,diagnostic_argmax_delta_W_fraction,diagnostic_first_W_um,min_delta_W,median_positive_delta_W,fraction_positive_delta_W,total_positive_delta_W,max_positive_width_rate,median_positive_width_rate,fraction_positive_width_rate,population_row_index,P,VX,LS,ST,log_h,width_gain_20_um,width_gain_40_um,time_to_50pct_max_width_tau,robust_max_positive_dWdt_um_per_ms,robust_median_positive_dWdt_um_per_ms,robust_early_dWdt_20_um_per_ms,robust_early_dWdt_40_um_per_ms,robust_time_of_max_dWdt_tau,max_positive_delta_W_res51,max_positive_delta_W_res101
P-124p939831153_VX-0p895565001264_LS-4p79284796095e-05_ST-395p904294171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p38667834965e-06_H-cf6d926251,0,200,31.551254219780247,0.0,4.0,-8.355766542347169,0.36737472928176373,0.545,164.8823477537847,6175.453054678527,71.90539489655144,0.545,183,124.939831153,0.895565001264,4.79284796095e-05,395.904294171,19.801683506954653,109.3227876923077,107.09112104972375,0.025,3776.8256045500334,21.8478758316233,275.02590896460873,3.817256608215452,0.0,54.921431967032994,38.59266153846153
P-126p429096271_VX-0p381791494837_LS-8p54596605095e-05_ST-336p470624887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p26354847299e-05_H-bf3689621a,0,200,30.23483140384615,0.0,4.0,-9.861384043922598,0.7233952656579419,0.57,268.35488706923394,3633.4532898974294,86.93360557541254,0.57,185,126.429096271,0.381791494837,8.54596605095e-05,336.470624887,19.372321119849033,170.4875030989011,190.4592931,0.055,2331.4228628993696,58.05005479329904,342.2051380891017,144.64286792718863,0.0,61.58083181648347,38.80065137307692
P-129p840936159_VX-0p750604494449_LS-8p84568803437e-05_ST-319p185657099_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p42698070514e-06_H-f575443233,0,200,31.656335509890127,0.0,4.0,-5.414822347252823,0.7866340277942641,0.565,225.4289699883453,5175.0459219792165,128.5956555633213,0.565,186,129.840936159,0.750604494449,8.84568803437e-05,319.185657099,19.009241364181552,149.24744334065932,151.25469681318685,0.03,3545.647381845022,39.47883760187751,299.9861101044015,63.74396086624815,0.0,71.46127085714288,43.37824429450554
P-133p058435031_VX-0p81650327798_LS-4p78587303962e-05_ST-362p382821566_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p90826850683e-06_H-dd169576f0,0,200,31.080694993406574,0.0,4.0,-6.509736653846275,0.4296276346851613,0.505,164.41648658102895,5538.403459643988,76.55720629167831,0.505,188,133.058435031,0.81650327798,4.78587303962e-05,362.382821566,19.913036073750103,116.65356529670328,114.97661178021978,0.03,3318.0992283165474,24.91102467073352,233.14840997821528,10.211573689415,0.0,53.44008870329663,37.2413569450549
P-133p757797566_VX-0p645163458122_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p89815386795e-06_H-306f9d252b,0,200,63.87431719088109,0.0,4.0,-2.2893086076592937,0.4022743089340821,0.58,162.6224743600157,10231.598678871138,64.4376248365025,0.58,189,133.757797566,0.645163458122,4.5e-05,300.0,20.128428571350423,120.6789419485714,115.07069256353591,0.005,5570.852658914135,19.694218774252693,114.2904401300281,9.608346899802813,0.0,82.15852300312432,69.55597476550055
P-134p442185153_VX-0p806363522352_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p3187841709e-06_H-b0e5aed98c,0,200,63.39535829341105,0.0,4.0,-1.6619071069011255,0.40886015882212234,0.525,146.54848411190548,10154.877463864746,65.4925679807467,0.525,190,134.442185153,0.806363522352,4.5e-05,300.0,20.022016667690565,108.7008504285714,107.39636645127072,0.005,5725.505759323927,15.101728820437794,64.29567297391574,4.990296841346352,0.0,81.90829760844885,71.48692641834982
P-135p208661893_VX-0p295797438033_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-6p32116012922e-06_H-fb250c7cf9,1,200,63.61440219103508,0.0,4.0,-1.93829245546479,0.4791843937641005,0.63,198.9739947858924,10189.816250639582,76.75621800181648,0.63,192,135.208661893,0.295797438033,4.5e-05,300.0,20.529131526047987,139.8302643569231,155.17869298659343,0.02,5733.49912374032,67.38135046196508,223.41096506497007,116.83500938935848,0.0,87.51542684506052,71.5877716041584
P-136p115095044_VX-0p8200930762_LS-6p39666133344e-05_ST-362p502989524_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p88240620853e-06_H-f575443233,0,200,28.797108092817673,0.0,4.0,-3.968504918681319,0.3767483183291631,0.505,176.52378970556344,5136.613406911592,67.20155568133617,0.505,193,136.115095044,0.8200930762,6.39666133344e-05,362.502989524,19.49839344978244,133.6341045934066,130.71699771270718,0.025,4276.5129528563,15.72171335686028,388.0214907317213,13.934328292863398,0.0,60.574672989011006,47.950350165745846
P-136p984349172_VX-0p357723834949_LS-5p17808569448e-05_ST-373p061688931_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p34856001521e-05_H-270d04032e,0,200,26.62241174918948,0.020100502512562814,4.0,-17.826152332028954,0.6598839422222227,0.555,237.402364920026,3272.9897324093195,81.1268861672862,0.555,194,136.984349172,0.357723834949,5.17808569448e-05,373.061688931,20.23659873127434,149.49657773626373,162.84546002105265,0.065,1570.1875928710592,38.92732651070099,361.56436991215634,130.88290774259667,0.0,40.31149560439557,33.67912869945051
P-137p340072051_VX-0p708357837186_LS-8p48461574474e-05_ST-331p337392673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p81028761138e-06_H-701e6757d1,0,200,23.78851868571422,0.0,4.0,-6.677341395568021,0.5820243133333065,0.505,228.9082840205772,3657.834016209599,89.4947835844061,0.505,195,137.340072051,0.708357837186,8.48461574474e-05,331.337392673,19.156869355009817,156.0887971160221,154.60913982417586,0.035,3526.673743097576,43.57405020848103,345.19295673136,64.08807722877962,0.0,69.05099711823203,45.87105038901096
P-137p601432421_VX-0p461948695475_LS-6p48780591522e-05_ST-397p490087405_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04429791669e-05_H-ef2aaf59fd,0,200,26.31653562747253,0.0,4.0,-9.383697740384704,0.6247119025174612,0.58,228.78596109995158,3028.9271999541606,71.90182250641355,0.58,196,137.601432421,0.461948695475,6.48780591522e-05,397.490087405,19.775013651434655,163.92797929281767,165.1710265263158,0.045,2613.5775621400167,26.771832317742597,302.77089743064846,56.19634313257401,0.0,57.92006483076924,45.415622422527335
P-140p119887795_VX-0p222892199661_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p38873219639e-06_H-fb250c7cf9,1,200,63.497892419480806,0.0,4.0,-2.1645376598654593,0.6852432962156172,0.565,217.20632298000902,10170.70929211807,109.7581367605124,0.565,199,140.119887795,0.222892199661,4.5e-05,300.0,20.70630401683901,145.55923204043958,163.44378705093925,0.025,5629.275816913718,59.89053326599508,271.44537045918327,125.80306368198409,0.0,88.3265251630583,70.28952258009902
P-140p320645521_VX-0p612281673664_LS-8p56006119926e-05_ST-348p910931315_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p87892372174e-06_H-dd169576f0,0,200,39.94079194945056,0.0,4.0,-6.552352214437391,0.5219539505798139,0.495,229.70328197150755,5296.234781841766,69.21221469717251,0.495,200,140.320645521,0.612281673664,8.56006119926e-05,348.910931315,19.237938742690247,168.26539430769228,170.7002628571429,0.035,3641.9292218814494,26.34448736164095,349.70929796083675,25.898161683010645,0.0,75.99287959120879,54.930169578022
P-140p974625597_VX-0p98622838083_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p89589248085e-06_H-b0e5aed98c,0,200,63.93011642682323,0.0,4.0,-2.1152528011675997,0.38100648451274566,0.55,144.16373708319773,11574.397475215037,68.98032944195633,0.55,203,140.974625597,0.98622838083,4.5e-05,300.0,19.968785679989466,103.20138038901098,99.23355654640883,0.005,6511.081301887063,20.2764127021923,51.08268912525988,11.298317933853369,0.0,81.8652441364486,71.92671352189218
P-143p879945116_VX-0p336279357485_LS-6p76007351295e-05_ST-398p207663754_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p91595257833e-05_H-bf889bf790,0,200,14.010513595580136,0.0,4.0,-13.565017440088639,0.7447190932691967,0.64,254.2033743391761,3700.718125783222,196.70909480060152,0.64,204,143.879945116,0.336279357485,6.76007351295e-05,398.207663754,19.916723309473028,111.74852093922652,150.69221418681315,0.14,3093.7595490384683,150.2838791484678,702.0213481196174,472.225828122312,0.0,25.60780393846149,23.425269771978044
P-143p909481867_VX-0p917293492006_LS-5p50242100517e-05_ST-352p206869428_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p25908081225e-06_H-cf6d926251,0,200,29.546083846153827,0.0,4.0,-6.400827380219823,0.41632273946024156,0.5,162.10193750688356,5899.539165184197,83.1281844183282,0.5,205,143.909481867,0.917293492006,5.50242100517e-05,352.206869428,19.723954334627816,122.25963443956046,114.87928879120878,0.025,4733.5876597260585,20.05273473973057,367.5853971903482,5.390003425222205,0.0,61.41282847472523,47.413526369230745
P-144p684844876_VX-0p221020126644_LS-8p32765690701e-05_ST-337p418493583_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p18266122469e-05_H-73ae961aa0,0,200,20.155486981588936,0.09547738693467336,4.0,-15.18598657127066,1.0073255329166813,0.62,328.4405940461439,2918.66152324514,145.86808430835285,0.62,206,144.684844876,0.221020126644,8.32765690701e-05,337.418493583,19.81932364682215,136.30444507182318,195.59743441052632,0.14,2176.073952333812,119.62843147553782,431.29746664332527,293.55257425997536,0.0,34.28445618342548,30.054756173626416
P-144p999955433_VX-0p569412101686_LS-7p52189895652e-05_ST-349p795043891_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p47210761544e-06_H-24e0a43587,0,200,29.16277670467027,0.0,4.0,-8.270728270604522,0.6614411416667281,0.525,232.82985186574177,3590.956441901742,81.44650808325244,0.525,207,144.999955433,0.569412101686,7.52189895652e-05,349.795043891,19.500969117652893,167.25733384615384,168.9398529281768,0.03,2551.2106272723627,29.102541515917903,333.2981755363957,27.773851261909208,0.0,69.01719153846157,41.437643175824135
P-145p536707456_VX-0p311971481812_LS-7p55813970315e-05_ST-356p422554756_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p54633384276e-05_H-f404b6f8f4,0,200,23.73283916923077,0.0,4.0,-7.704500818132061,0.7974328122806185,0.625,281.66538931522206,3001.7292558247223,100.85929395589378,0.625,209,145.536707456,0.311971481812,7.55813970315e-05,356.422554756,19.798300653720222,169.75057817582416,199.74817066666665,0.085,2524.3548370845538,95.9792916982899,420.8072329380607,233.90159190317564,0.0,54.47575585494505,39.91706263204423
P-146p427721311_VX-0p978546391515_LS-4p61745657385e-05_ST-377p807319924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p92988441309e-06_H-c321cc4e90,0,200,31.137969384615324,0.0,4.0,-2.891068276923079,0.41271963516481946,0.545,156.66220991313043,6650.984936398282,88.1557831382946,0.545,210,146.427721311,0.978546391515,4.61745657385e-05,377.807319924,19.971997632948,110.37018872928178,106.30375048351648,0.025,4259.296287913408,33.15214950823069,222.7718680710226,-1.5272995333354495,0.0,55.0620129054945,39.881563010989005
P-149p217972816_VX-0p206404715799_LS-4p87379527164e-05_ST-365p118947745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p33721433367e-05_H-b40dbd8ddd,0,200,17.130203940384504,0.07537688442211055,4.0,-8.521640089835174,0.7734173493055607,0.65,256.9208428794313,2659.7087475637286,120.08408636724087,0.65,211,149.217972816,0.206404715799,4.87379527164e-05,365.118947745,20.68794511287424,116.73935277777775,159.65667320000006,0.14,1763.4198319104353,117.84288185795172,373.4490757293152,251.74800009585505,0.0,28.891485799999955,22.71507463425411
P-149p254341218_VX-0p887957223036_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p10571289147e-06_H-306f9d252b,0,200,62.75998845047299,0.0,4.0,-1.146777045947502,0.35612997400787094,0.515,142.8345585412261,10228.507574177107,58.04140865012458,0.515,212,149.254341218,0.887957223036,4.5e-05,300.0,20.07833979573192,107.25922016879122,107.48442656054944,0.005,5758.16401445269,15.17256528212851,22.77223426381797,6.595554285507756,0.0,88.4431737040132,70.66178607626513
P-149p73987868_VX-0p504680707931_LS-6p9723584777e-05_ST-320p536129041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p55875770008e-06_H-95ed9fb76f,0,200,35.826892034340666,0.0,0.0,-12.160952451373547,0.4522177733333592,0.545,232.6879026908985,4042.121366375926,51.020867846801316,0.545,213,149.73987868,0.504680707931,6.9723584777e-05,320.536129041,19.70727218499421,173.13577575824178,174.6530304,0.03,2726.3923834633824,15.950448507566488,303.6115515967595,15.553412929961745,0.0,70.27586472527467,48.33014979615388
P-149p779509657_VX-0p251536582152_LS-4p84927831067e-05_ST-381p35096431_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p91786044071e-05_H-6af407d4ba,0,200,23.004835748351766,0.010050251256281407,4.0,-6.650361563802996,0.7308079106915386,0.615,234.0289286459481,3213.912105456713,102.09820303121788,0.615,214,149.779509657,0.251536582152,4.84927831067e-05,381.35096431,20.600391058659632,133.52931595604397,163.94688208888888,0.105,1323.7139117168826,80.5312135835612,374.8561524757863,231.60941077055008,0.005,32.867898857142826,24.127534952747432
P-151p505871803_VX-0p995509859725_LS-6p72580848008e-05_ST-301p996554082_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p84587928074e-06_H-73846c96ef,0,200,29.06386857016573,0.0,4.0,-6.420922752747217,0.34132505414365255,0.515,182.08372708907447,6285.702421374454,73.81906899719667,0.515,216,151.505871803,0.995509859725,6.72580848008e-05,301.996554082,19.433334497523145,133.88587163736264,124.94042527472524,0.02,5008.140468059197,24.176023641850964,424.7887185349753,4.595545766388938,0.0,71.56304876906076,46.313339890109866
P-151p630328889_VX-0p596649793105_LS-5p54888002616e-05_ST-323p086654154_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p0798550665e-05_H-bf889bf790,0,200,20.152215516483565,0.0,4.0,-4.099326169230757,0.4145116533333919,0.545,182.3364301026985,4169.200775837924,85.75644227592898,0.545,217,151.630328889,0.596649793105,5.54888002616e-05,323.086654154,19.978652018293502,138.71474575824175,138.79114420994475,0.04,2955.1062773892504,32.809584817607714,489.4614122593536,43.78999843944791,0.0,35.943702547252975,28.56755612307692
P-153p721476211_VX-0p579411174254_LS-7p49286492013e-05_ST-383p484527945_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32590191107e-06_H-8daf8adcd4,0,200,39.93273173076919,0.0,4.0,-8.724975024740573,0.5845013190607915,0.515,229.42984143956556,4996.0098125241,73.127336871144,0.515,218,153.721476211,0.579411174254,7.49286492013e-05,383.484527945,19.55647518469836,171.25032571428574,170.7130220879121,0.035,2892.89355211784,26.034295047422123,319.96048325292446,26.034295047422123,0.0,68.44576646408836,46.245362390122985
P-158p404299584_VX-0p530960738208_LS-8p44011119013e-05_ST-377p174397227_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p08564467365e-06_H-fa25be35ef,0,200,39.74067014807687,0.0,4.0,-14.97008049340657,0.5076522351242545,0.53,259.4263428396711,4544.304263835624,58.04950465166,0.53,220,158.404299584,0.530960738208,8.44011119013e-05,377.174397227,19.451579196154245,187.0524104751381,187.48023680000003,0.035,3133.686410373438,19.93268096363122,299.8466761598816,62.27118394055969,0.0,79.35373403846154,54.80918123076917
P-159p365045029_VX-0p465685970522_LS-5p71815338387e-05_ST-335p270795676_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03591710045e-05_H-312d3c9a86,0,200,29.71160968956037,0.0,4.0,-5.773510013736299,0.4831019638888847,0.54,207.22342880584435,3409.4079747320866,55.43596276004588,0.54,222,159.365045029,0.465685970522,5.71815338387e-05,335.270795676,20.107238648940612,162.20882956043954,162.61487266666666,0.05,1973.8038644895776,12.883014866972744,330.63934460836947,19.066574597822985,0.0,61.589004769230726,34.40180257692311
P-160p556282667_VX-0p957190479289_LS-5p53708249108e-05_ST-363p791890923_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03987524677e-06_H-0590129dfb,0,200,28.609501158241883,0.0,4.0,-3.736226368681315,0.4230377862637056,0.495,173.95656089809074,5949.92392621173,87.97925669028838,0.495,223,160.556282667,0.957190479289,5.53708249108e-05,363.791890923,19.8027075802586,130.51089186813186,122.21691613259664,0.025,4731.420294473623,45.7022974924028,365.1701009247368,5.44300851402468,0.0,57.82103286593409,45.50094289392275
P-161p701140241_VX-0p559592851831_LS-7p43216837725e-05_ST-378p872335114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p15136442488e-05_H-bf889bf790,0,200,23.75658117912088,0.010050251256281407,4.0,-7.850893800549457,0.52958225824176,0.555,215.6547924731547,4979.92152541716,111.01252606225007,0.555,224,161.701140241,0.559592851831,7.43216837725e-05,378.872335114,19.636684435138676,144.88042178021976,152.54448812087912,0.045,3016.55712825472,59.58735413816878,531.4345456559018,205.08562842238248,0.005,55.68807954945044,31.602953134065892
P-163p341658752_VX-0p941874162971_LS-5p45765866009e-05_ST-310p281913475_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p12183133657e-06_H-b40dbd8ddd,0,200,28.498441977900463,0.0,4.0,-2.631077019780193,0.37354052877483923,0.49,168.9785599766334,5831.582462449813,76.43689428028355,0.49,226,163.341658752,0.941874162971,5.45765866009e-05,310.281913475,19.84964424825378,127.02907257142856,119.60381480662984,0.025,4647.051305939549,30.949876488188423,286.8900121430978,0.9775195349873386,0.0,56.16796508508284,45.41948017142855
P-166p164223082_VX-0p514604075971_LS-6p70362084208e-05_ST-302p957496397_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p25202137351e-05_H-bf889bf790,0,200,21.6644189967033,0.0,4.0,-12.358737791758145,0.3731049367539825,0.61,205.20698727857126,4662.332614047998,80.29475959429664,0.61,227,166.164223082,0.514604075971,6.70362084208e-05,302.957496397,19.860571814792568,143.5696789340659,154.80753903296704,0.065,3219.8155676330016,29.42900439330576,593.621511026312,215.5954691151855,0.0,40.20609312087913,29.922976039560318
P-166p614725594_VX-0p931765035172_LS-5p67575778907e-05_ST-364p064697506_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17740033261e-06_H-0744488b5e,0,200,28.143604768784435,0.0,4.0,-7.4549028384615355,0.37255371620881306,0.555,177.34731958270095,5690.5666006293,75.32943103115093,0.555,228,166.614725594,0.931765035172,5.67575778907e-05,364.064697506,19.81610348598448,134.8572112967033,123.3197957679558,0.03,4441.177386603699,25.750874892625784,358.43262986241086,-12.730843375716182,0.0,62.96796532307687,43.929102266483525
P-167p779770961_VX-0p390580196452_LS-6p45833025222e-05_ST-394p852870083_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23511653864e-05_H-73ae961aa0,0,200,31.305627991208844,0.0,4.0,-6.967977321291983,0.6927291933332924,0.605,251.47068501595223,3719.168879694143,82.29756191520332,0.605,230,167.779770961,0.390580196452,6.45833025222e-05,394.852870083,20.06404519659045,175.83356992307694,188.9996505052632,0.06,2012.0237034332583,32.15834026203383,373.8581119779745,156.9876984948277,0.0,58.5461943956044,33.87190396923084
P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,0,200,20.507770894780172,0.05527638190954774,4.0,-19.857967615252555,0.9151652605555967,0.645,289.6552791148357,2908.0351810931484,129.77191855051075,0.645,232,171.382540224,0.233605939402,6.18629013601e-05,355.188153249,20.406842771371704,145.96449316483515,188.81209056666663,0.125,1385.1948461301458,94.956330220927,389.2898023769596,284.03109449911625,0.02,35.35314701868132,20.474474842824975
P-171p875575389_VX-0p916897438596_LS-6p66389080354e-05_ST-338p337187717_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2613524697e-06_H-30d8d23b36,0,200,28.94304431043954,0.0,4.0,-6.202388187362686,0.4702918395604172,0.505,195.7116100769595,5743.076602170579,93.31852002164811,0.505,233,171.875575389,0.916897438596,6.66389080354e-05,338.337187717,19.614483564267076,147.28055507692306,138.72811331491712,0.025,4315.68887381317,31.28869862687307,493.872717540624,11.316945541841186,0.0,71.83855515580109,43.499045183425366
P-173p720948038_VX-0p230617607979_LS-6p23730108092e-05_ST-383p499521736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09182665855e-05_H-eb41f0639c,0,200,18.988823637010526,0.09045226130653267,4.0,-16.563489397802186,0.8128117844443921,0.625,294.6280000661711,2705.5356547304045,115.80976817927606,0.625,234,173.720948038,0.230617607979,6.23730108092e-05,383.499521736,20.414514266193482,145.17055820994472,188.9449236888889,0.13,1463.3506795738604,111.54488303010235,407.7220666712407,269.1298036451607,0.02,35.72964425054947,22.172589531491724
P-174p128102602_VX-0p994422815088_LS-7p40414236536e-05_ST-367p557277174_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p85117651146e-06_H-6705b84f8a,0,200,39.80225938461543,0.0,4.0,-6.787771643406657,0.4725616543955766,0.505,218.27673715114634,8561.85543904365,101.65263564243831,0.505,235,174.128102602,0.994422815088,7.40414236536e-05,367.557277174,19.428916411338076,149.54702923076923,144.27694835164837,0.025,5973.553409214816,64.86032357122896,514.1852821039001,3.5955578495493223,0.0,64.98228900773489,55.53957875934068
P-176p31832051_VX-0p578189015568_LS-5p80825678862e-05_ST-392p957182722_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p34350095405e-06_H-568de84222,0,200,31.34379664010997,0.0,4.0,-3.2651390552197626,0.47014163749997806,0.515,200.18260495021002,3915.842648431841,58.73572675526191,0.515,236,176.31832051,0.578189015568,5.80825678862e-05,392.957182722,20.076685687550818,161.34851402197802,158.2625342762431,0.035,2817.542795404225,16.156995662734914,316.43342867077683,13.294111198919548,0.0,69.39639401538473,45.105228341758384
P-176p64993117_VX-0p775213670345_LS-6p57722012124e-05_ST-360p022077993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p222956054e-06_H-5731c00627,0,200,27.934125296703296,0.0,4.0,-6.393874369230801,0.357638615384559,0.535,192.9195164744723,4678.098761249442,59.893365044901806,0.535,237,176.64993117,0.775213670345,6.57722012124e-05,360.022077993,19.745448200457034,155.31172058563536,146.92349857458564,0.03,3505.5135288635565,19.73140889745589,456.35672625326816,1.932424912645477,0.0,71.69942946373627,41.864637384615385
P-177p868754925_VX-0p784825891065_LS-5p3694165939e-05_ST-378p775948175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p14673987943e-06_H-fa25be35ef,0,200,26.99386166153851,0.0,4.0,-9.079934410635332,0.3852492699411414,0.515,180.30809723328818,4591.7185618866715,65.53179555863606,0.515,238,177.868754925,0.784825891065,5.3694165939e-05,378.775948175,20.050501942882825,139.94691342857143,134.96356815384618,0.03,3655.7866476846575,13.173590422975783,261.96204818883587,5.268147784591689,0.0,62.99950273406591,42.98338310662993
P-181p197687991_VX-0p643443519749_LS-5p49477846524e-05_ST-320p630170488_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p49734895908e-06_H-6014a1f9c3,0,200,25.067900646409065,0.0,4.0,-5.829203039835086,0.5705207595029265,0.545,205.83991771077083,3489.7264952087503,79.42274219876336,0.545,240,181.197687991,0.643443519749,5.49477846524e-05,320.630170488,20.1337399376317,147.05946076923075,146.95264342541432,0.03,3339.770971085972,27.442600774387387,298.8630759708545,7.909877246956414,0.0,57.7681511538462,47.98143751373629
P-182p701235644_VX-0p787372384637_LS-5p07019733104e-05_ST-389p154544132_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1268602978e-06_H-d9be003c20,0,200,27.610489779005626,0.0,4.0,-4.592023117989157,0.4398371471070277,0.515,179.21017923480812,4715.547020907571,75.11901329262368,0.515,242,182.701235644,0.787372384637,5.07019733104e-05,389.154544132,20.16169780315804,136.09834786813187,130.5375416153846,0.025,3795.039824852793,20.19794851264791,301.42968046361017,2.32192195647535,0.0,55.20131847472528,44.44146472527475
P-183p86712976_VX-0p92773562332_LS-4p77447546287e-05_ST-393p876492884_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19988721113e-06_H-95ed9fb76f,0,200,29.297821804395625,0.0,4.0,-9.102544798184724,0.33572540989010236,0.495,164.34231696323107,5907.904013095072,67.69900880788799,0.495,243,183.86712976,0.92773562332,4.77447546287e-05,393.876492884,20.176179635277794,123.339844,118.54794170165746,0.025,4734.443045188205,15.881055811045105,329.6314314400088,-2.2758986712380627,0.0,62.422069046153794,46.957048853038685
P-186p021611878_VX-0p483877556354_LS-6p53069178085e-05_ST-388p836932905_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96971349398e-06_H-b40dbd8ddd,0,200,26.79416085082412,0.0,4.0,-2.467485508516532,0.511912105555524,0.565,222.37103740581307,3033.5680106687255,57.95741080801861,0.565,245,186.021611878,0.483877556354,6.53069178085e-05,388.836932905,20.04344343598904,180.00017547252745,181.7868905333333,0.04,2502.8698782213755,20.71818036595831,379.19253460350376,35.109024260405725,0.0,70.72572611758235,44.21347922307686
P-188p702615393_VX-0p897654681927_LS-7p37418626284e-05_ST-361p378936642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p37413851912e-06_H-cedd8dc36d,0,200,39.14806097417575,0.0,4.0,-4.052023821546911,0.4612278340446778,0.49,201.5458056699016,7579.029031669762,89.29328956406542,0.49,247,188.702615393,0.897654681927,7.37418626284e-05,361.378936642,19.56656708440715,162.9118161758242,154.80227191208792,0.03,5216.3483625112685,42.12015688500178,521.6312308722869,17.385242403309938,0.0,71.58120121538455,53.88814923516472
P-193p028200221_VX-0p93446669696_LS-8p62901752671e-05_ST-365p941151844_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p16243181133e-06_H-4852b0403a,0,200,37.92066578296701,0.0,4.0,-15.27739396666675,0.6020087983820019,0.525,235.05317009623113,7626.522129239932,121.07470499422902,0.525,249,193.028200221,0.93446669696,8.62901752671e-05,365.941151844,19.33341815382625,175.3323745054945,162.9066811270718,0.03,5463.553691895803,73.77324280121354,504.5125020044741,37.78990290423514,0.0,76.26305531648352,54.33186714120879
