run_id,repeat,fold,feature,subset,learned_threshold,learned_direction,direction_is_below,train_n,test_n,balanced_accuracy,accuracy,keyhole_recall,conduction_recall,true_negative,false_positive,false_negative,true_positive,feature_roc_auc,feature_pr_auc
w85__r04_f01,4,1,max_positive_delta_W,q20,32.40799515411522,below,1,280,16,0.46825396825396826,0.4375,0.7142857142857143,0.2222222222222222,2,7,2,5,0.2857142857142857,0.35900587507730364
w85__r04_f01,4,1,max_positive_width_rate,full,3569.2076807102126,below,1,280,70,0.5060728744939271,0.4857142857142857,0.5384615384615384,0.47368421052631576,27,30,6,7,0.5317139001349528,0.26395989250122576
w85__r04_f01,4,1,max_positive_width_rate,q30,3569.2076807102126,below,1,280,23,0.4307692307692308,0.43478260869565216,0.4,0.46153846153846156,6,7,6,4,0.39230769230769225,0.40533142318712384
w85__r04_f01,4,1,max_positive_width_rate,q20,3569.2076807102126,below,1,280,16,0.4365079365079365,0.4375,0.42857142857142855,0.4444444444444444,4,5,4,3,0.3492063492063492,0.37982037803466373
w85__r04_f02,4,2,max_positive_delta_W,full,32.40799515411522,below,1,282,68,0.6296296296296297,0.4117647058823529,1.0,0.25925925925925924,14,40,0,14,0.6256613756613756,0.3418829239852693
w85__r04_f02,4,2,max_positive_delta_W,q30,32.40799515411522,below,1,282,22,0.6071428571428571,0.5,1.0,0.21428571428571427,3,11,0,8,0.4910714285714286,0.44571661998132583
w85__r04_f02,4,2,max_positive_delta_W,q20,32.40799515411522,below,1,282,15,0.5714285714285714,0.6,1.0,0.14285714285714285,1,6,0,8,0.5357142857142858,0.619284188034188
w85__r04_f02,4,2,max_positive_width_rate,full,3846.0258180027904,below,1,282,68,0.6468253968253967,0.6911764705882353,0.5714285714285714,0.7222222222222222,39,15,6,8,0.66005291005291,0.4336471838292357
w85__r04_f02,4,2,max_positive_width_rate,q30,3846.0258180027904,below,1,282,22,0.5089285714285714,0.5454545454545454,0.375,0.6428571428571429,9,5,5,3,0.4553571428571428,0.5241003787878787
w85__r04_f02,4,2,max_positive_width_rate,q20,3846.0258180027904,below,1,282,15,0.5446428571428572,0.5333333333333333,0.375,0.7142857142857143,5,2,5,3,0.44642857142857145,0.6525980963480963
w85__r04_f03,4,3,max_positive_delta_W,full,32.40799515411522,below,1,279,71,0.618452380952381,0.43661971830985913,0.9333333333333333,0.30357142857142855,17,39,1,14,0.6880952380952382,0.4311204279180071
w85__r04_f03,4,3,max_positive_delta_W,q30,32.40799515411522,below,1,279,22,0.5470588235294118,0.4090909090909091,0.8,0.29411764705882354,5,12,1,4,0.5411764705882353,0.28259740259740257
w85__r04_f03,4,3,max_positive_delta_W,q20,32.40799515411522,below,1,279,15,0.5568181818181819,0.4666666666666667,0.75,0.36363636363636365,4,7,1,3,0.40909090909090906,0.27351190476190473
