model,subset,role,feature_count,features,metric,mean,sd_across_repeats,repeat_blocks
abl_shape3_plus_robust_median_positive_dWdt_um_per_ms,q30,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_median_positive_dWdt_um_per_ms,brier_score,0.0746546709430393,0.005849010001372498,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,full,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,roc_auc,0.9919744897959182,0.002890092156831989,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,full,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,pr_auc,0.973289834062222,0.005660125108608589,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,full,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,accuracy,0.9715714285714286,0.006112092924201231,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,full,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,balanced_accuracy,0.9551785714285714,0.011956497858116722,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,full,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,keyhole_recall,0.9278571428571428,0.022456545937082024,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,full,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,conduction_recall,0.9824999999999999,0.0036458413252431795,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,full,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,false_negative,5.05,1.5719582155957414,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,full,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,false_positive,4.9,1.020835571068081,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,full,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,brier_score,0.026897106697173073,0.0023412387759758862,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q20,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,roc_auc,0.9325784276294063,0.01264222972898192,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q20,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,pr_auc,0.8976273973623006,0.021099814576279137,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q20,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,accuracy,0.877817476501687,0.025361238618323314,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q20,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,balanced_accuracy,0.8728492803110901,0.02845143902846125,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q20,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,keyhole_recall,0.8492417169871287,0.048719349450609684,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q20,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,conduction_recall,0.8964568436350516,0.019482683612984875,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q20,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,false_negative,4.55,1.538112308540638,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q20,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,false_positive,4.8,0.8944271909999159,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q20,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,brier_score,0.10072244015613332,0.008389343210679894,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q30,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,roc_auc,0.9588767488927005,0.008477890125955272,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q30,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,pr_auc,0.9217648433740064,0.014121247141625153,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q30,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,accuracy,0.9107686773274987,0.01916270518858058,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q30,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,balanced_accuracy,0.8994011818443143,0.024638931140605252,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q30,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,keyhole_recall,0.8648239839029314,0.04281817780902857,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q30,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,conduction_recall,0.933978379785698,0.012895341888290663,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q30,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,false_negative,5.05,1.5719582155957414,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q30,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,false_positive,4.9,1.020835571068081,20
abl_shape3_plus_robust_time_of_max_dWdt_tau,q30,ablation,8,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_time_of_max_dWdt_tau,brier_score,0.07576956962213355,0.0057910675642246995,20
gpc_4d,full,primary_baseline,4,P + VX + LS + ST,roc_auc,0.9912193877551021,0.0019517276109298125,20
gpc_4d,full,primary_baseline,4,P + VX + LS + ST,pr_auc,0.9713558882560884,0.004396388096969287,20
gpc_4d,full,primary_baseline,4,P + VX + LS + ST,accuracy,0.9729999999999999,0.005969849055408424,20
gpc_4d,full,primary_baseline,4,P + VX + LS + ST,balanced_accuracy,0.953125,0.011066804151847033,20
gpc_4d,full,primary_baseline,4,P + VX + LS + ST,keyhole_recall,0.9199999999999999,0.02093414563042992,20
gpc_4d,full,primary_baseline,4,P + VX + LS + ST,conduction_recall,0.9862499999999998,0.004528671045606297,20
gpc_4d,full,primary_baseline,4,P + VX + LS + ST,false_negative,5.6,1.465390194130093,20
gpc_4d,full,primary_baseline,4,P + VX + LS + ST,false_positive,3.85,1.2680278927697548,20
gpc_4d,full,primary_baseline,4,P + VX + LS + ST,brier_score,0.025195895039826978,0.0017553877215465215,20
gpc_4d,q20,primary_baseline,4,P + VX + LS + ST,roc_auc,0.9244208695234087,0.010634693923471819,20
gpc_4d,q20,primary_baseline,4,P + VX + LS + ST,pr_auc,0.8768877539689344,0.018830764966704574,20
gpc_4d,q20,primary_baseline,4,P + VX + LS + ST,accuracy,0.8836368764000342,0.025073678706299864,20
gpc_4d,q20,primary_baseline,4,P + VX + LS + ST,balanced_accuracy,0.8739049712137683,0.02714396861861649,20
gpc_4d,q20,primary_baseline,4,P + VX + LS + ST,keyhole_recall,0.8288040613909636,0.041334196539549235,20
gpc_4d,q20,primary_baseline,4,P + VX + LS + ST,conduction_recall,0.9190058810365735,0.02460469618381097,20
gpc_4d,q20,primary_baseline,4,P + VX + LS + ST,false_negative,5.15,1.2258187382102497,20
gpc_4d,q20,primary_baseline,4,P + VX + LS + ST,false_positive,3.75,1.118033988749895,20
gpc_4d,q20,primary_baseline,4,P + VX + LS + ST,brier_score,0.10087624734584873,0.0069966781473993645,20
gpc_4d,q30,primary_baseline,4,P + VX + LS + ST,roc_auc,0.95385112985122,0.007084291989920838,20
gpc_4d,q30,primary_baseline,4,P + VX + LS + ST,pr_auc,0.908482595577726,0.012402822727004168,20
gpc_4d,q30,primary_baseline,4,P + VX + LS + ST,accuracy,0.916145706179298,0.01746464343476103,20
gpc_4d,q30,primary_baseline,4,P + VX + LS + ST,balanced_accuracy,0.9003298435352327,0.0216956071638496,20
gpc_4d,q30,primary_baseline,4,P + VX + LS + ST,keyhole_recall,0.8525490571543205,0.0377223149125149,20
gpc_4d,q30,primary_baseline,4,P + VX + LS + ST,conduction_recall,0.9481106299161455,0.016646078465784697,20
gpc_4d,q30,primary_baseline,4,P + VX + LS + ST,false_negative,5.5,1.3178930553209385,20
gpc_4d,q30,primary_baseline,4,P + VX + LS + ST,false_positive,3.85,1.2680278927697548,20
gpc_4d,q30,primary_baseline,4,P + VX + LS + ST,brier_score,0.07502758887380992,0.004909337680044985,20
gpc_4d_plus_max_delta_W,full,primary,5,P + VX + LS + ST + max_positive_delta_W,roc_auc,0.9912117346938777,0.002270317646248329,20
gpc_4d_plus_max_delta_W,full,primary,5,P + VX + LS + ST + max_positive_delta_W,pr_auc,0.9724363954057452,0.004734951246143782,20
gpc_4d_plus_max_delta_W,full,primary,5,P + VX + LS + ST + max_positive_delta_W,accuracy,0.9737142857142859,0.006593946382377006,20
gpc_4d_plus_max_delta_W,full,primary,5,P + VX + LS + ST + max_positive_delta_W,balanced_accuracy,0.9570535714285715,0.01185181679003226,20
gpc_4d_plus_max_delta_W,full,primary,5,P + VX + LS + ST + max_positive_delta_W,keyhole_recall,0.9292857142857143,0.02147863825249463,20
gpc_4d_plus_max_delta_W,full,primary,5,P + VX + LS + ST + max_positive_delta_W,conduction_recall,0.9848214285714288,0.004316151316994406,20
gpc_4d_plus_max_delta_W,full,primary,5,P + VX + LS + ST + max_positive_delta_W,false_negative,4.95,1.5035046776746235,20
gpc_4d_plus_max_delta_W,full,primary,5,P + VX + LS + ST + max_positive_delta_W,false_positive,4.25,1.2085223687584246,20
gpc_4d_plus_max_delta_W,full,primary,5,P + VX + LS + ST + max_positive_delta_W,brier_score,0.026119000161862072,0.0021750296450838784,20
gpc_4d_plus_max_delta_W,q20,primary,5,P + VX + LS + ST + max_positive_delta_W,roc_auc,0.9324980074465643,0.011782423973522043,20
gpc_4d_plus_max_delta_W,q20,primary,5,P + VX + LS + ST + max_positive_delta_W,pr_auc,0.8914268736912548,0.02388971180897456,20
gpc_4d_plus_max_delta_W,q20,primary,5,P + VX + LS + ST + max_positive_delta_W,accuracy,0.8889355606460869,0.029224593449296097,20
gpc_4d_plus_max_delta_W,q20,primary,5,P + VX + LS + ST + max_positive_delta_W,balanced_accuracy,0.8829574466311179,0.03249816771435029,20
gpc_4d_plus_max_delta_W,q20,primary,5,P + VX + LS + ST + max_positive_delta_W,keyhole_recall,0.8554768360347476,0.05125140366696391,20
gpc_4d_plus_max_delta_W,q20,primary,5,P + VX + LS + ST + max_positive_delta_W,conduction_recall,0.9104380572274884,0.024835550749511305,20
gpc_4d_plus_max_delta_W,q20,primary,5,P + VX + LS + ST + max_positive_delta_W,false_negative,4.35,1.5312533566021214,20
gpc_4d_plus_max_delta_W,q20,primary,5,P + VX + LS + ST + max_positive_delta_W,false_positive,4.15,1.1367080817685318,20
gpc_4d_plus_max_delta_W,q20,primary,5,P + VX + LS + ST + max_positive_delta_W,brier_score,0.09887828843884634,0.007582999913238865,20
gpc_4d_plus_max_delta_W,q30,primary,5,P + VX + LS + ST + max_positive_delta_W,roc_auc,0.9582973312797574,0.007144143327484565,20
gpc_4d_plus_max_delta_W,q30,primary,5,P + VX + LS + ST + max_positive_delta_W,pr_auc,0.918228034946222,0.012577799679345142,20
gpc_4d_plus_max_delta_W,q30,primary,5,P + VX + LS + ST + max_positive_delta_W,accuracy,0.9178915596059076,0.02074223153172823,20
gpc_4d_plus_max_delta_W,q30,primary,5,P + VX + LS + ST + max_positive_delta_W,balanced_accuracy,0.9058279441329189,0.025260321759230285,20
gpc_4d_plus_max_delta_W,q30,primary,5,P + VX + LS + ST + max_positive_delta_W,keyhole_recall,0.8689531130320605,0.041185676976369455,20
gpc_4d_plus_max_delta_W,q30,primary,5,P + VX + LS + ST + max_positive_delta_W,conduction_recall,0.9427027752337775,0.01583397312206487,20
gpc_4d_plus_max_delta_W,q30,primary,5,P + VX + LS + ST + max_positive_delta_W,false_negative,4.9,1.5183093090324964,20
gpc_4d_plus_max_delta_W,q30,primary,5,P + VX + LS + ST + max_positive_delta_W,false_positive,4.25,1.2085223687584246,20
gpc_4d_plus_max_delta_W,q30,primary,5,P + VX + LS + ST + max_positive_delta_W,brier_score,0.07434445691463144,0.005479522386005902,20
gpc_4d_plus_max_delta_W_res101,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,roc_auc,0.9921530612244898,0.001993654855102323,20
gpc_4d_plus_max_delta_W_res101,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,pr_auc,0.9746329504364188,0.004661794827423684,20
gpc_4d_plus_max_delta_W_res101,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,accuracy,0.973857142857143,0.006305846093242746,20
gpc_4d_plus_max_delta_W_res101,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,balanced_accuracy,0.9579464285714285,0.012445841320112297,20
gpc_4d_plus_max_delta_W_res101,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,keyhole_recall,0.9314285714285713,0.023450933761946385,20
gpc_4d_plus_max_delta_W_res101,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,conduction_recall,0.9844642857142858,0.0037142495660473823,20
gpc_4d_plus_max_delta_W_res101,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,false_negative,4.8,1.6415653633362466,20
gpc_4d_plus_max_delta_W_res101,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,false_positive,4.35,1.0399898784932575,20
gpc_4d_plus_max_delta_W_res101,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,brier_score,0.024836677578051806,0.0022416795013018138,20
gpc_4d_plus_max_delta_W_res101,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,roc_auc,0.9340427765618392,0.012582136907215822,20
gpc_4d_plus_max_delta_W_res101,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,pr_auc,0.8975525246179347,0.01933511712792889,20
gpc_4d_plus_max_delta_W_res101,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,accuracy,0.890181866497656,0.027334751744171357,20
gpc_4d_plus_max_delta_W_res101,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,balanced_accuracy,0.8852357241951874,0.03063018184365559,20
gpc_4d_plus_max_delta_W_res101,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,keyhole_recall,0.8620501118968166,0.05017649001487195,20
gpc_4d_plus_max_delta_W_res101,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,conduction_recall,0.908421336493558,0.021529462684646946,20
gpc_4d_plus_max_delta_W_res101,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,false_negative,4.15,1.5312533566021211,20
gpc_4d_plus_max_delta_W_res101,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,false_positive,4.25,1.019545822516343,20
gpc_4d_plus_max_delta_W_res101,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,brier_score,0.09710489199641098,0.009243648209425519,20
gpc_4d_plus_max_delta_W_res101,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,roc_auc,0.9599565736914331,0.007399371785790303,20
gpc_4d_plus_max_delta_W_res101,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,pr_auc,0.9229131578060292,0.011603822213785609,20
gpc_4d_plus_max_delta_W_res101,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,accuracy,0.9188086230893429,0.018584942976659174,20
gpc_4d_plus_max_delta_W_res101,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,balanced_accuracy,0.9077395351857319,0.023867511117691392,20
gpc_4d_plus_max_delta_W_res101,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,keyhole_recall,0.8741749340433552,0.04243840894927387,20
gpc_4d_plus_max_delta_W_res101,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,conduction_recall,0.9413041363281088,0.013669153873841279,20
gpc_4d_plus_max_delta_W_res101,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,false_negative,4.7,1.5593520921743174,20
gpc_4d_plus_max_delta_W_res101,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,false_positive,4.35,1.0399898784932575,20
gpc_4d_plus_max_delta_W_res101,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res101,brier_score,0.07248664815975671,0.006222643206352908,20
gpc_4d_plus_max_delta_W_res51,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,roc_auc,0.9920867346938775,0.0018582328808542526,20
gpc_4d_plus_max_delta_W_res51,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,pr_auc,0.973333965740065,0.004333977249480044,20
gpc_4d_plus_max_delta_W_res51,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,accuracy,0.9708571428571429,0.006190668977140729,20
gpc_4d_plus_max_delta_W_res51,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,balanced_accuracy,0.9483035714285715,0.012673010535219272,20
gpc_4d_plus_max_delta_W_res51,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,keyhole_recall,0.9107142857142856,0.02490583770684494,20
gpc_4d_plus_max_delta_W_res51,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,conduction_recall,0.9858928571428572,0.004558222230577398,20
gpc_4d_plus_max_delta_W_res51,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,false_negative,6.25,1.7434086394791457,20
gpc_4d_plus_max_delta_W_res51,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,false_positive,3.95,1.2763022245616642,20
gpc_4d_plus_max_delta_W_res51,full,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,brier_score,0.02587104408198928,0.002108419762408958,20
gpc_4d_plus_max_delta_W_res51,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,roc_auc,0.9307712056299291,0.011259690842499202,20
gpc_4d_plus_max_delta_W_res51,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,pr_auc,0.888745691902314,0.021681739527120953,20
gpc_4d_plus_max_delta_W_res51,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,accuracy,0.8764240619503777,0.02534398928202922,20
gpc_4d_plus_max_delta_W_res51,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,balanced_accuracy,0.8657791044231506,0.02829691345795075,20
gpc_4d_plus_max_delta_W_res51,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,keyhole_recall,0.8157940535780497,0.05093382877312783,20
gpc_4d_plus_max_delta_W_res51,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,conduction_recall,0.9157641552682521,0.02578370012897623,20
gpc_4d_plus_max_delta_W_res51,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,false_negative,5.55,1.5719582155957412,20
gpc_4d_plus_max_delta_W_res51,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,false_positive,3.9,1.1652874052533586,20
gpc_4d_plus_max_delta_W_res51,q20,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,brier_score,0.10162174949127323,0.008186668903706592,20
gpc_4d_plus_max_delta_W_res51,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,roc_auc,0.9581963415706207,0.006695434346467583,20
gpc_4d_plus_max_delta_W_res51,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,pr_auc,0.9169921034398161,0.012282222273621983,20
gpc_4d_plus_max_delta_W_res51,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,accuracy,0.9103138353474269,0.01786559753108469,20
gpc_4d_plus_max_delta_W_res51,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,balanced_accuracy,0.8924563903166101,0.02388684703740385,20
gpc_4d_plus_max_delta_W_res51,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,keyhole_recall,0.8381449769607663,0.04642816580565564,20
gpc_4d_plus_max_delta_W_res51,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,conduction_recall,0.946767803672454,0.01669153001918581,20
gpc_4d_plus_max_delta_W_res51,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,false_negative,6.05,1.700619082322051,20
gpc_4d_plus_max_delta_W_res51,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,false_positive,3.95,1.2763022245616642,20
gpc_4d_plus_max_delta_W_res51,q30,resolution,5,P + VX + LS + ST + max_positive_delta_W_res51,brier_score,0.07562777685129884,0.005584459316495393,20
gpc_4d_plus_max_width_rate,full,primary,5,P + VX + LS + ST + max_positive_width_rate,roc_auc,0.9896836734693876,0.0020852835447015905,20
gpc_4d_plus_max_width_rate,full,primary,5,P + VX + LS + ST + max_positive_width_rate,pr_auc,0.9686206221204288,0.005203647513940523,20
gpc_4d_plus_max_width_rate,full,primary,5,P + VX + LS + ST + max_positive_width_rate,accuracy,0.9694285714285714,0.004825638651989009,20
gpc_4d_plus_max_width_rate,full,primary,5,P + VX + LS + ST + max_positive_width_rate,balanced_accuracy,0.9522321428571429,0.010231526933659496,20
gpc_4d_plus_max_width_rate,full,primary,5,P + VX + LS + ST + max_positive_width_rate,keyhole_recall,0.9235714285714286,0.02086991060440548,20
gpc_4d_plus_max_width_rate,full,primary,5,P + VX + LS + ST + max_positive_width_rate,conduction_recall,0.9808928571428572,0.004221797815995082,20
gpc_4d_plus_max_width_rate,full,primary,5,P + VX + LS + ST + max_positive_width_rate,false_negative,5.35,1.460893742308382,20
gpc_4d_plus_max_width_rate,full,primary,5,P + VX + LS + ST + max_positive_width_rate,false_positive,5.35,1.1821033884786183,20
gpc_4d_plus_max_width_rate,full,primary,5,P + VX + LS + ST + max_positive_width_rate,brier_score,0.02765938827330981,0.002595695328377046,20
gpc_4d_plus_max_width_rate,q20,primary,5,P + VX + LS + ST + max_positive_width_rate,roc_auc,0.9240474415507544,0.011402022967655157,20
gpc_4d_plus_max_width_rate,q20,primary,5,P + VX + LS + ST + max_positive_width_rate,pr_auc,0.8789363126606121,0.02761143838383935,20
gpc_4d_plus_max_width_rate,q20,primary,5,P + VX + LS + ST + max_positive_width_rate,accuracy,0.869204527099264,0.025473849922262443,20
gpc_4d_plus_max_width_rate,q20,primary,5,P + VX + LS + ST + max_positive_width_rate,balanced_accuracy,0.864594093880874,0.02858133018909133,20
gpc_4d_plus_max_width_rate,q20,primary,5,P + VX + LS + ST + max_positive_width_rate,keyhole_recall,0.8424826195773081,0.04878278066354492,20
gpc_4d_plus_max_width_rate,q20,primary,5,P + VX + LS + ST + max_positive_width_rate,conduction_recall,0.8867055681844402,0.02597323789026637,20
gpc_4d_plus_max_width_rate,q20,primary,5,P + VX + LS + ST + max_positive_width_rate,false_negative,4.75,1.4823523268955432,20
gpc_4d_plus_max_width_rate,q20,primary,5,P + VX + LS + ST + max_positive_width_rate,false_positive,5.25,1.164157703189193,20
gpc_4d_plus_max_width_rate,q20,primary,5,P + VX + LS + ST + max_positive_width_rate,brier_score,0.10394359110694792,0.007170132104184465,20
gpc_4d_plus_max_width_rate,q30,primary,5,P + VX + LS + ST + max_positive_width_rate,roc_auc,0.9529161379573241,0.006302280980388322,20
gpc_4d_plus_max_width_rate,q30,primary,5,P + VX + LS + ST + max_positive_width_rate,pr_auc,0.908271806525064,0.013886236979356615,20
gpc_4d_plus_max_width_rate,q30,primary,5,P + VX + LS + ST + max_positive_width_rate,accuracy,0.9044122720819054,0.015097179378883907,20
gpc_4d_plus_max_width_rate,q30,primary,5,P + VX + LS + ST + max_positive_width_rate,balanced_accuracy,0.8928045656437869,0.01962099391069282,20
gpc_4d_plus_max_width_rate,q30,primary,5,P + VX + LS + ST + max_positive_width_rate,keyhole_recall,0.857920876341929,0.039117111794954244,20
gpc_4d_plus_max_width_rate,q30,primary,5,P + VX + LS + ST + max_positive_width_rate,conduction_recall,0.9276882549456449,0.015979524526690776,20
gpc_4d_plus_max_width_rate,q30,primary,5,P + VX + LS + ST + max_positive_width_rate,false_negative,5.3,1.3803127029389888,20
gpc_4d_plus_max_width_rate,q30,primary,5,P + VX + LS + ST + max_positive_width_rate,false_positive,5.35,1.1821033884786183,20
gpc_4d_plus_max_width_rate,q30,primary,5,P + VX + LS + ST + max_positive_width_rate,brier_score,0.07758345012369842,0.004380888954688397,20
gpc_4d_plus_old_full8,full,historical,12,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_max_positive_dWdt_um_per_ms + robust_median_positive_dWdt_um_per_ms + robust_early_dWdt_20_um_per_ms + robust_early_dWdt_40_um_per_ms + robust_time_of_max_dWdt_tau,roc_auc,0.9901964285714288,0.002552914173552828,20
gpc_4d_plus_old_full8,full,historical,12,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_max_positive_dWdt_um_per_ms + robust_median_positive_dWdt_um_per_ms + robust_early_dWdt_20_um_per_ms + robust_early_dWdt_40_um_per_ms + robust_time_of_max_dWdt_tau,pr_auc,0.9692315529159776,0.006840183152990299,20
gpc_4d_plus_old_full8,full,historical,12,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_max_positive_dWdt_um_per_ms + robust_median_positive_dWdt_um_per_ms + robust_early_dWdt_20_um_per_ms + robust_early_dWdt_40_um_per_ms + robust_time_of_max_dWdt_tau,accuracy,0.969,0.007015404256710352,20
gpc_4d_plus_old_full8,full,historical,12,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_max_positive_dWdt_um_per_ms + robust_median_positive_dWdt_um_per_ms + robust_early_dWdt_20_um_per_ms + robust_early_dWdt_40_um_per_ms + robust_time_of_max_dWdt_tau,balanced_accuracy,0.9482142857142856,0.014072659386650215,20
gpc_4d_plus_old_full8,full,historical,12,P + VX + LS + ST + width_gain_20_um + width_gain_40_um + time_to_50pct_max_width_tau + robust_max_positive_dWdt_um_per_ms + robust_median_positive_dWdt_um_per_ms + robust_early_dWdt_20_um_per_ms + robust_early_dWdt_40_um_per_ms + robust_time_of_max_dWdt_tau,keyhole_recall,0.9135714285714285,0.026816398465081468,20
