name,first_observed_conduction_timestep,first_observed_conduction_frame_index_0based,first_persistent_conduction_timestep,first_persistent_conduction_frame_index_0based,persistent_onset_exists,persistent_onset_differs_from_first_observed,persistent_minus_first_observed_timestep,intervening_reversion_count,intervening_reversion_frame_count,conduction_entry_count,return_to_forming_or_initial_after_conduction,screenshot_bug_before_first_conduction,keyhole_any,transition_pattern
P-194p089464462_VX-0p388567055088_LS-7p6021762795e-05_ST-395p140888584_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p24151559939e-05_H-7f5e3f5579,56706,83,56706,83,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-195p080816167_VX-0p844140965531_LS-6p21634030137e-05_ST-331p625980857_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p71482820998e-06_H-cca0c4e3bb,26714,84,26714,84,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-196p954129245_VX-0p972458485112_LS-5p85340423111e-05_ST-310p387913302_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p96074709293e-06_H-f575443233,22644,79,22644,79,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-197p742114875_VX-0p874617254357_LS-7p7301896977e-05_ST-350p888533369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p51569338357e-06_H-054022a1b4,26389,86,26389,86,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-198p603717725_VX-0p869799932432_LS-5p56307183941e-05_ST-326p836247823_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p54624163919e-06_H-bf3689621a,24706,78,24706,78,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-202p397397496_VX-0p555230188132_LS-4p52196790327e-05_ST-397p348654616_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p68850560746e-06_H-0011cc30ec,35369,72,35369,72,True,False,0,0,0,1,False,True,True,Screenshot Bug → Forming Phase → Conduction → Keyhole
P-202p894942483_VX-0p693798608043_LS-7p43333938026e-05_ST-353p442501329_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p95320017522e-06_H-4852b0403a,33275,84,33275,84,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-203p020934762_VX-0p232834869492_LS-7p55576098976e-05_ST-395p193912826_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p07190641743e-05_H-b40dbd8ddd,95798,84,95798,84,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-203p421420958_VX-0p245041839826_LS-7p55920229368e-05_ST-393p123734832_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p96869261447e-05_H-4852b0403a,85604,79,85604,79,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-206p272219756_VX-0p781444456167_LS-4p98713368602e-05_ST-399p182507166_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p17333780404e-06_H-16cfaf1a76,26480,77,26480,77,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-207p687789994_VX-0p40901295179_LS-7p09627718894e-05_ST-395p011679_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17945424024e-05_H-d9444347fb,62313,94,62313,94,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-209p697266982_VX-0p34452106985_LS-7p55711119508e-05_ST-302p470939697_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4002396443e-05_H-b40dbd8ddd,68587,89,68587,89,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction
P-209p90265043_VX-0p477857533217_LS-8p77962223972e-05_ST-386p665335025_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00953114007e-05_H-0011cc30ec,48883,87,48883,87,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-210p093044543_VX-0p812610384047_LS-5p18819698292e-05_ST-390p525668596_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p93657267704e-06_H-d9be003c20,26118,78,26118,78,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-212p092538093_VX-0p79096361392_LS-7p95278191784e-05_ST-347p757246585_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09904238086e-06_H-b40dbd8ddd,30527,91,30527,91,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction
P-212p375773305_VX-0p288263650586_LS-8p35116649465e-05_ST-312p800399692_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p67350985572e-05_H-bf3689621a,80136,87,80136,87,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-218p135837307_VX-0p411781802704_LS-5p72773552436e-05_ST-307p427986374_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17152350379e-05_H-b40dbd8ddd,55443,83,55443,83,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-218p170294814_VX-0p856055229722_LS-8p4878396046e-05_ST-374p889107005_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63529131711e-06_H-73846c96ef,29134,92,29134,92,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-218p315594294_VX-0p70315782783_LS-8p24115302242e-05_ST-319p105471156_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p86065121098e-06_H-6c8dbbeedf,34343,89,34343,89,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-218p361623288_VX-0p747470791734_LS-7p1375293786e-05_ST-300p016423613_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45392523208e-06_H-a55a682ac9,31950,88,31950,88,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction
P-218p521967876_VX-0p920050491887_LS-7p11545742791e-05_ST-300p883630406_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p24332158458e-06_H-7931c20f4a,24798,84,24798,84,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-218p846041052_VX-0p877499363134_LS-5p6186595533e-05_ST-332p098243358_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p49757732676e-06_H-27d926f040,23885,78,23885,78,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-219p728507107_VX-0p99152217595_LS-6p49667790705e-05_ST-393p045172137_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p86536833974e-06_H-765e346b33,24349,89,24349,89,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-220p072225453_VX-0p425314653287_LS-7p24382024748e-05_ST-381p760927113_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1342474485e-05_H-ba17ade68b,55551,86,55551,86,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-220p256246323_VX-0p736244453131_LS-5p8651582992e-05_ST-358p758060614_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-8p75110568607e-06_H-bf889bf790,29360,60,29360,60,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-220p462707704_VX-0p946752122114_LS-8p2300511791e-05_ST-313p968629329_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p0954420807e-06_H-b41989dc4b,26620,94,26620,94,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction → Screenshot Bug
P-221p576145741_VX-0p645163458122_LS-7p3903246332e-05_ST-318p590626589_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-9p98654362553e-06_H-bf889bf790,36259,66,36259,66,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction
P-223p185978023_VX-0p49812515056_LS-8p14092862216e-05_ST-313p14559396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p68455537246e-06_H-b40dbd8ddd,49559,93,49559,93,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-225p435545826_VX-0p86531734725_LS-6p64530039846e-05_ST-364p26873014_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p57497271764e-06_H-d9fce10048,27901,90,27901,90,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-226p380431899_VX-0p944850720806_LS-5p28066961668e-05_ST-329p382817534_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p10569606054e-06_H-5637cba0f4,23586,82,23586,82,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-227p786589532_VX-0p30483440954_LS-7p3391662288e-05_ST-359p259536614_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p58253807708e-05_H-180177fd7b,67064,77,67064,77,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-228p027925635_VX-0p505215249994_LS-8p46696228038e-05_ST-384p613421136_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p54864407413e-06_H-8eb307dfff,46234,86,46234,86,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,48624,86,48624,86,True,False,0,0,0,1,False,True,True,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction → Keyhole
P-229p384485496_VX-0p374546448601_LS-5p61892687884e-05_ST-346p005476369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28798994652e-05_H-f404b6f8f4,55994,78,55994,78,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-229p39632192_VX-0p478464286668_LS-6p73160020334e-05_ST-313p601802213_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00825092644e-05_H-73ae961aa0,49377,89,49377,89,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-229p433825146_VX-0p876957934743_LS-6p77377719261e-05_ST-358p900225798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-7p34693508648e-06_H-bf889bf790,27070,65,27070,65,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-232p272231119_VX-0p829414389208_LS-6p88203473429e-05_ST-337p761722106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p81629721619e-06_H-24e0a43587,29430,92,29430,92,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction
P-234p126702838_VX-0p687075747958_LS-6p17120592739e-05_ST-378p601004081_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p02123545672e-06_H-9aef4c9512,32441,83,32441,83,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-236p763849841_VX-0p800191513041_LS-6p78517796151e-05_ST-355p994293515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p02870753363e-06_H-eb41f0639c,30174,91,30174,91,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction
P-237p061390501_VX-0p937687434899_LS-4p7428723532e-05_ST-371p522412287_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p14470006046e-06_H-6445dc47a6,20655,71,20655,71,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-237p334710533_VX-0p878374904385_LS-5p83506544001e-05_ST-382p29609677_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p49209748472e-06_H-8773df93d2,25975,85,25975,85,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction → Screenshot Bug
P-238p319282705_VX-0p253960262605_LS-5p92121677448e-05_ST-384p128817665_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p89955725889e-05_H-452de4062d,81551,78,81551,78,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-238p568860016_VX-0p692328357435_LS-6p05159821767e-05_ST-343p889085336_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p96796621315e-06_H-eb41f0639c,35264,91,35264,91,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-240p150803131_VX-0p464417169926_LS-7p86781365033e-05_ST-312p042470117_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03874725471e-05_H-0744488b5e,54875,96,54875,96,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-243p936893462_VX-0p545516283598_LS-5p6904291389e-05_ST-360p082453969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p84322017154e-06_H-e0ed0fec98,16538,34,16538,34,True,False,0,0,0,7,False,False,True,Initial Emptiness → Conduction → Keyhole → Conduction → Keyhole → Conduction → Keyhole → Conduction → Keyhole → Conduction → Keyhole → Conduction → Keyhole → Conduction
P-244p346847818_VX-0p692297386822_LS-7p87344285445e-05_ST-312p797130588_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p96827793206e-06_H-9bd689b964,41021,104,41021,104,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction
P-244p476502118_VX-0p49526990633_LS-8p73976519147e-05_ST-336p403249939_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p74038709269e-06_H-f06f0c9a83,47164,88,47164,88,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction
P-246p351544569_VX-0p710899222357_LS-7p68583817855e-05_ST-368p835081824_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p78594159524e-06_H-f404b6f8f4,39200,104,39200,104,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-247p324665735_VX-0p977977830338_LS-8p14476523525e-05_ST-343p514293063_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p93275047078e-06_H-b40dbd8ddd,25771,92,25771,92,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-248p695097131_VX-0p887957223036_LS-5p04400481913e-05_ST-333p269518536_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-7p25592725977e-06_H-bf889bf790,29531,74,29531,74,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-52p5445860993_VX-0p633129978235_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p95323714861e-06_H-306f9d252b,13322,81,31513,193,True,True,18191,1,1,2,True,False,False,Initial Emptiness → Forming Phase → Conduction → Forming Phase → Conduction
P-53p4525830151_VX-0p394191978834_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-4p7433308439e-06_H-306f9d252b,9915,38,9915,38,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-55p2363598851_VX-0p252312006514_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p41059847866e-06_H-fb250c7cf9,14268,35,14268,35,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-59p3859586774_VX-0p222677981218_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p39680224058e-06_H-306f9d252b,15242,33,15242,33,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-63p4364244112_VX-0p87794698955_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p12972194663e-06_H-306f9d252b,5389,45,5389,45,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-67p3007401579_VX-0p639039009111_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p92592931724e-06_H-306f9d252b,8852,55,8852,55,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-71p6599397131_VX-0p537693260466_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p47741567376e-06_H-306f9d252b,10329,54,10329,54,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-71p8781037338_VX-0p56768277259_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p29371096306e-06_H-306f9d252b,8696,48,8696,48,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-72p876222127_VX-0p956216556443_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p95539698515e-06_H-306f9d252b,4840,45,4840,45,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-74p5163352518_VX-0p201002332148_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p30229491189e-06_H-fb250c7cf9,21999,43,21999,43,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-76p2867092863_VX-0p693142102976_LS-5p97726511316e-05_ST-352p808802476_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p95978585387e-06_H-0744488b5e,28708,72,28708,72,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-77p1412079225_VX-0p963213148682_LS-8p58459875102e-05_ST-347p110895162_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p00836248925e-06_H-8eb307dfff,68359,245,68359,245,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction → Screenshot Bug
P-77p2146242418_VX-0p855104240805_LS-5p17451748821e-05_ST-369p375740917_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p64155850575e-06_H-f404b6f8f4,22649,71,22649,71,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-77p6071708937_VX-0p433253784538_LS-7p48831675656e-05_ST-344p207921637_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p11346300371e-05_H-5958772c6a,44723,73,50241,82,True,True,5518,1,1,2,True,True,False,Screenshot Bug → Forming Phase → Conduction → Forming Phase → Conduction
P-78p18378444_VX-0p804643363326_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p32374124592e-06_H-b0e5aed98c,8564,67,8564,67,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-78p3109819881_VX-0p819836919071_LS-8p42620704062e-05_ST-359p367913591_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p88424415978e-06_H-cedd8dc36d,78700,242,78700,242,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction → Screenshot Bug
P-79p1315856604_VX-0p738156089448_LS-4p61026192486e-05_ST-370p648100327_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p53536653287e-06_H-0d7d85a8f4,25159,66,25159,66,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction → Screenshot Bug
P-82p6239965333_VX-0p567384090403_LS-6p29636633496e-05_ST-368p216750002_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p50238962391e-06_H-e6df4d4a2d,83769,179,83769,179,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-83p4130417347_VX-0p322492976823_LS-7p74299080266e-05_ST-371p281013063_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p49588392607e-05_H-b41989dc4b,60919,74,60919,74,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-85p9171141482_VX-0p437191097118_LS-7p49853263212e-05_ST-320p146293033_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p10343523343e-05_H-d4c4d1b9c0,42497,69,42497,69,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-88p5362444224_VX-0p501389667448_LS-5p57799721508e-05_ST-306p707884961_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p62149983578e-06_H-1422635bbf,42879,80,42879,80,True,False,0,0,0,1,False,True,False,Screenshot Bug → Initial Emptiness → Forming Phase → Conduction
P-89p9091669401_VX-0p254822282222_LS-4p87644701271e-05_ST-380p329545658_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p8931313859e-05_H-f4a4199ba7,73978,71,73978,71,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-90p076179662_VX-0p77719101666_LS-5p40074605054e-05_ST-384p823624425_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p20712347364e-06_H-765e346b33,25602,73,25602,73,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-90p3577538021_VX-0p606625134218_LS-7p79676391387e-05_ST-345p062824899_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p95239156919e-06_H-e341aeefe6,81413,183,81413,183,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-91p2790923782_VX-0p717805590808_LS-4p80270969425e-05_ST-305p576577078_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p72065063966e-06_H-a55a682ac9,27350,74,27350,74,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-92p0306358058_VX-0p635786516528_LS-6p85874395416e-05_ST-348p651765165_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p58764220003e-06_H-8daf8adcd4,32554,76,32554,76,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-93p2349412886_VX-0p318136092994_LS-6p37701091846e-05_ST-373p005608841_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p51637010363e-05_H-95ed9fb76f,59248,71,59248,71,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-93p7887593651_VX-0p596649793105_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p13380310062e-06_H-306f9d252b,9653,56,9653,56,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-95p3163706926_VX-0p805137875644_LS-4p85393429372e-05_ST-366p295455669_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p99167018339e-06_H-270d04032e,23725,71,23725,71,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-96p3048792257_VX-0p802808589305_LS-5p4654094879e-05_ST-371p269771919_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p00905454586e-06_H-24e0a43587,26106,79,26106,79,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-97p6596954152_VX-0p666705631564_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p80451054123e-06_H-b0e5aed98c,9719,63,9719,63,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-98p2720448178_VX-0p404108184606_LS-6p2082238115e-05_ST-312p013044035_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p19376958616e-05_H-e0ed0fec98,51238,77,51238,77,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-98p6430415843_VX-0p873233253177_LS-7p66258838728e-05_ST-323p115187787_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p52443529316e-06_H-95ed9fb76f,71452,235,71452,235,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction → Screenshot Bug
P-99p0936052974_VX-0p300439480401_LS-4p95355776339e-05_ST-340p036700638_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60568797302e-05_H-701e6757d1,61856,70,61856,70,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-99p5435087092_VX-0p559592851831_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p34132747676e-06_H-306f9d252b,13785,75,13785,75,True,False,0,0,0,1,False,False,False,Initial Emptiness → Forming Phase → Conduction
P-99p7580068976_VX-0p617169232141_LS-5p71058654975e-05_ST-337p763092798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p81652803119e-06_H-765e346b33,37841,88,37841,88,True,False,0,0,0,1,False,True,False,Screenshot Bug → Forming Phase → Conduction
P-100p408926704_VX-0p564694322144_LS-6p38706769001e-05_ST-381p633419878_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p54288845105e-06_H-790e4fd6dd,17386,37,17386,37,True,False,0,0,0,1,False,False,False,Initial Emptiness → Conduction
P-102p025474754_VX-0p424029390103_LS-7p94734719352e-05_ST-354p238131711_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13768543304e-05_H-6f31342894,23150,37,23150,37,True,False,0,0,0,1,False,False,False,Initial Emptiness → Conduction
P-102p449509144_VX-0p918837420936_LS-5p51471704636e-05_ST-339p471112188_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p25024394207e-06_H-b41981edcb,10686,35,,,False,,,,,1,True,False,False,Initial Emptiness → Conduction → Initial Emptiness
