benchmark,method,seed,budget,global_error,classifier_uncertainty_region_fraction_eps05,classifier_uncertainty_region_fraction_eps10,near_boundary_error_q10,near_boundary_test_size_q10,classifier_uncertainty_region_fraction_q10_eps05,classifier_uncertainty_region_fraction_q10_eps10,near_boundary_error_q20,near_boundary_test_size_q20,classifier_uncertainty_region_fraction_q20_eps05,classifier_uncertainty_region_fraction_q20_eps10,near_boundary_error_q30,near_boundary_test_size_q30,classifier_uncertainty_region_fraction_q30_eps05,classifier_uncertainty_region_fraction_q30_eps10
branin,random,0,46,0.20425,0.17,0.32075,0.4525,400,0.3475,0.5875,0.3675,800,0.32,0.5575,0.30416666666666664,1200,0.27166666666666667,0.4925
branin,random,0,47,0.21025,0.16675,0.31625,0.4525,400,0.3325,0.5775,0.37125,800,0.31,0.54125,0.3075,1200,0.265,0.47583333333333333
branin,random,0,48,0.21325,0.1655,0.31425,0.4575,400,0.335,0.58,0.37375,800,0.30625,0.535,0.31,1200,0.26,0.4716666666666667
branin,random,0,49,0.19975,0.16825,0.314,0.455,400,0.36,0.5875,0.37125,800,0.3225,0.54875,0.30666666666666664,1200,0.27,0.485
branin,random,0,50,0.20075,0.1665,0.3115,0.4575,400,0.35,0.58,0.375,800,0.32125,0.54,0.30916666666666665,1200,0.27,0.47833333333333333
branin,random,1,6,0.3895,0.55875,0.919,0.505,400,0.6125,0.93,0.4975,800,0.62125,0.93875,0.4891666666666667,1200,0.645,0.9525
branin,random,1,7,0.27825,0.47725,0.935,0.4175,400,0.6325,0.9875,0.38125,800,0.595,0.98125,0.3491666666666667,1200,0.5691666666666667,0.9816666666666667
branin,random,1,8,0.27575,0.381,0.83175,0.415,400,0.6225,0.9375,0.38375,800,0.56125,0.94875,0.355,1200,0.54,0.9591666666666666
branin,random,1,9,0.29575,0.5445,0.82325,0.435,400,0.7675,0.91,0.43375,800,0.725,0.92625,0.43083333333333335,1200,0.7,0.9408333333333333
branin,random,1,10,0.2915,0.5375,0.79425,0.455,400,0.695,0.915,0.43125,800,0.70125,0.92,0.4266666666666667,1200,0.6741666666666667,0.9041666666666667
branin,random,1,11,0.30775,0.459,0.806,0.455,400,0.6275,0.905,0.42,800,0.62125,0.91125,0.4075,1200,0.6041666666666666,0.9
branin,random,1,12,0.31375,0.43125,0.73025,0.4475,400,0.605,0.8525,0.41,800,0.5875,0.85125,0.3983333333333333,1200,0.5683333333333334,0.8408333333333333
branin,random,1,13,0.31425,0.41225,0.68675,0.4525,400,0.5525,0.82,0.415,800,0.55375,0.7975,0.4066666666666667,1200,0.5383333333333333,0.7641666666666667
branin,random,1,14,0.32425,0.39925,0.662,0.455,400,0.5,0.78,0.4575,800,0.51625,0.7475,0.4558333333333333,1200,0.5058333333333334,0.7216666666666667
branin,random,1,15,0.2695,0.2395,0.6645,0.45,400,0.2775,0.83,0.38625,800,0.29875,0.8,0.3458333333333333,1200,0.30333333333333334,0.7633333333333333
branin,random,1,16,0.20975,0.37425,0.667,0.45,400,0.52,0.8275,0.3975,800,0.5325,0.79875,0.35833333333333334,1200,0.5208333333333334,0.7625
branin,random,1,17,0.202,0.26225,0.6435,0.4375,400,0.3025,0.8425,0.36,800,0.32875,0.81625,0.31416666666666665,1200,0.3,0.775
branin,random,1,18,0.211,0.223,0.56925,0.445,400,0.2875,0.74,0.34625,800,0.265,0.70625,0.30083333333333334,1200,0.22666666666666666,0.6333333333333333
branin,random,1,19,0.207,0.2155,0.56,0.4275,400,0.3425,0.845,0.36125,800,0.295,0.77625,0.30583333333333335,1200,0.25666666666666665,0.6875
branin,random,1,20,0.15975,0.2545,0.63025,0.4275,400,0.4875,0.9175,0.36,800,0.4225,0.865,0.30416666666666664,1200,0.39166666666666666,0.8125
branin,random,1,21,0.13725,0.2595,0.60525,0.4125,400,0.49,0.9625,0.35,800,0.4625,0.905,0.29,1200,0.42916666666666664,0.8408333333333333
branin,random,1,22,0.1395,0.2375,0.55325,0.425,400,0.465,0.845,0.33,800,0.4225,0.805,0.275,1200,0.36833333333333335,0.7341666666666666
branin,random,1,23,0.14,0.23475,0.547,0.425,400,0.4475,0.835,0.33,800,0.4125,0.79875,0.2758333333333333,1200,0.3616666666666667,0.7283333333333334
branin,random,1,24,0.141,0.23325,0.54225,0.4175,400,0.435,0.7925,0.32,800,0.405,0.76375,0.2725,1200,0.3475,0.7016666666666667
branin,random,1,25,0.13325,0.221,0.50725,0.4175,400,0.435,0.7975,0.3175,800,0.40625,0.77125,0.26916666666666667,1200,0.3458333333333333,0.7033333333333334
branin,random,1,26,0.162,0.18625,0.45925,0.4175,400,0.295,0.6975,0.32375,800,0.265,0.67875,0.28,1200,0.21416666666666667,0.6141666666666666
branin,random,1,27,0.16225,0.18025,0.4345,0.4325,400,0.2875,0.7075,0.34125,800,0.25,0.69,0.2866666666666667,1200,0.21666666666666667,0.6191666666666666
branin,random,1,28,0.1615,0.17575,0.41375,0.43,400,0.26,0.7125,0.34625,800,0.23625,0.67625,0.2875,1200,0.20833333333333334,0.6075
branin,random,1,29,0.1275,0.177,0.41625,0.4325,400,0.3125,0.8575,0.3475,800,0.29125,0.775,0.2891666666666667,1200,0.2808333333333333,0.6783333333333333
branin,random,1,30,0.142,0.162,0.35175,0.445,400,0.235,0.7875,0.3575,800,0.24375,0.675,0.30333333333333334,1200,0.24,0.5833333333333334
branin,random,1,31,0.1215,0.1745,0.39075,0.4375,400,0.365,0.83,0.34125,800,0.3525,0.75375,0.2833333333333333,1200,0.32916666666666666,0.6641666666666667
branin,random,1,32,0.11975,0.16775,0.38375,0.43,400,0.33,0.83,0.33625,800,0.32625,0.74375,0.28,1200,0.31333333333333335,0.6558333333333334
branin,random,1,33,0.1145,0.166,0.3835,0.4325,400,0.365,0.8275,0.32875,800,0.3575,0.7625,0.27,1200,0.33666666666666667,0.6775
branin,random,1,34,0.1135,0.165,0.38,0.43,400,0.3625,0.8175,0.32625,800,0.355,0.7525,0.26666666666666666,1200,0.335,0.6691666666666667
branin,random,1,35,0.11825,0.15925,0.367,0.435,400,0.325,0.7675,0.33,800,0.31875,0.695,0.27166666666666667,1200,0.3016666666666667,0.6225
branin,random,1,36,0.1205,0.17525,0.3985,0.4375,400,0.3875,0.795,0.345,800,0.34875,0.74625,0.29,1200,0.32166666666666666,0.6825
branin,random,1,37,0.112,0.2035,0.39575,0.4275,400,0.45,0.7925,0.34375,800,0.42125,0.755,0.2783333333333333,1200,0.38666666666666666,0.6975
branin,random,1,38,0.11325,0.19525,0.3865,0.4275,400,0.435,0.755,0.335,800,0.40125,0.72875,0.2758333333333333,1200,0.36,0.6716666666666666
branin,random,1,39,0.09925,0.21125,0.39675,0.4075,400,0.51,0.7575,0.31875,800,0.46,0.7275,0.2633333333333333,1200,0.4066666666666667,0.6708333333333333
branin,random,1,40,0.103,0.20825,0.39475,0.4125,400,0.45,0.73,0.3375,800,0.4425,0.71,0.27666666666666667,1200,0.3958333333333333,0.6675
branin,random,1,41,0.09225,0.21125,0.393,0.405,400,0.485,0.7925,0.32875,800,0.4775,0.75625,0.2633333333333333,1200,0.435,0.7025
branin,random,1,42,0.0795,0.211,0.3955,0.3775,400,0.525,0.7975,0.30625,800,0.5,0.78875,0.235,1200,0.45,0.7483333333333333
branin,random,1,43,0.0785,0.209,0.3885,0.375,400,0.5225,0.79,0.30375,800,0.49625,0.785,0.23333333333333334,1200,0.44666666666666666,0.7441666666666666
branin,random,1,44,0.08175,0.20575,0.38525,0.395,400,0.4975,0.78,0.31375,800,0.4825,0.77625,0.24083333333333334,1200,0.435,0.7316666666666667
branin,random,1,45,0.083,0.20375,0.38025,0.4,400,0.485,0.78,0.31375,800,0.47125,0.765,0.24333333333333335,1200,0.425,0.7175
branin,random,1,46,0.0825,0.20175,0.37625,0.4,400,0.485,0.775,0.31375,800,0.4675,0.76,0.24333333333333335,1200,0.42083333333333334,0.7125
branin,random,1,47,0.09225,0.205,0.377,0.425,400,0.46,0.7425,0.34375,800,0.45875,0.7475,0.2725,1200,0.43083333333333335,0.7108333333333333
branin,random,1,48,0.1045,0.19975,0.3715,0.44,400,0.395,0.7325,0.3625,800,0.42,0.73375,0.28833333333333333,1200,0.415,0.7033333333333334
branin,random,1,49,0.10475,0.2,0.3715,0.445,400,0.3925,0.735,0.36375,800,0.425,0.73125,0.2891666666666667,1200,0.41833333333333333,0.7025
branin,random,1,50,0.105,0.19825,0.369,0.45,400,0.3975,0.7325,0.3775,800,0.42625,0.72875,0.29583333333333334,1200,0.4175,0.7
branin,random,2,6,0.44475,0.392,0.65575,0.445,400,0.18,0.4825,0.3925,800,0.14625,0.4325,0.35083333333333333,1200,0.13166666666666665,0.4066666666666667
branin,random,2,7,0.3795,0.566,0.76725,0.445,400,0.42,0.67,0.3925,800,0.37625,0.66875,0.3516666666666667,1200,0.3516666666666667,0.6641666666666667
branin,random,2,8,0.44525,0.4535,0.66575,0.445,400,0.235,0.49,0.3925,800,0.19375,0.45375,0.35083333333333333,1200,0.17916666666666667,0.4275
branin,random,2,9,0.4455,0.41075,0.587,0.445,400,0.23,0.35,0.3925,800,0.18375,0.3075,0.35083333333333333,1200,0.17,0.2825
branin,random,2,10,0.4585,0.38675,0.55875,0.4375,400,0.1925,0.32,0.39,800,0.15875,0.28125,0.3516666666666667,1200,0.1475,0.2608333333333333
branin,random,2,11,0.45775,0.38,0.5315,0.44,400,0.1925,0.305,0.39125,800,0.16,0.26375,0.3525,1200,0.14833333333333334,0.24583333333333332
branin,random,2,12,0.45725,0.3755,0.522,0.44,400,0.195,0.305,0.39125,800,0.1625,0.2625,0.3525,1200,0.15083333333333335,0.245
branin,random,2,13,0.4675,0.213,0.46175,0.44,400,0.0525,0.2275,0.39125,800,0.045,0.19625,0.3525,1200,0.0375,0.17333333333333334
branin,random,2,14,0.442,0.397,0.53675,0.44,400,0.2125,0.325,0.39125,800,0.17875,0.28375,0.3525,1200,0.16666666666666666,0.2658333333333333
branin,random,2,15,0.45025,0.386,0.52375,0.44,400,0.18,0.3,0.395,800,0.155,0.26625,0.3575,1200,0.14833333333333334,0.25083333333333335
branin,random,2,16,0.43875,0.45525,0.56875,0.44,400,0.23,0.345,0.40375,800,0.20875,0.32625,0.36666666666666664,1200,0.2,0.31416666666666665
branin,random,2,17,0.4545,0.423,0.53675,0.4375,400,0.2175,0.32,0.4025,800,0.1925,0.29,0.36666666666666664,1200,0.18,0.2783333333333333
branin,random,2,18,0.32375,0.51175,0.60175,0.44,400,0.27,0.425,0.3975,800,0.2525,0.38375,0.3566666666666667,1200,0.24333333333333335,0.365
branin,random,2,19,0.2855,0.5235,0.63875,0.4475,400,0.3025,0.465,0.4,800,0.28625,0.43125,0.3566666666666667,1200,0.2758333333333333,0.43
branin,random,2,20,0.25025,0.4605,0.669,0.4525,400,0.3575,0.53,0.4025,800,0.32375,0.48,0.3525,1200,0.30916666666666665,0.4683333333333333
branin,random,2,21,0.26475,0.4565,0.651,0.4575,400,0.3575,0.48,0.4025,800,0.31125,0.445,0.35333333333333333,1200,0.29333333333333333,0.43833333333333335
branin,random,2,22,0.273,0.38875,0.645,0.445,400,0.2525,0.45,0.38375,800,0.2175,0.425,0.3375,1200,0.20916666666666667,0.4175
branin,random,2,23,0.2895,0.34725,0.61875,0.445,400,0.1725,0.3825,0.39375,800,0.15375,0.365,0.3491666666666667,1200,0.145,0.35083333333333333
branin,random,2,24,0.289,0.34325,0.6155,0.4425,400,0.1575,0.3775,0.39,800,0.14625,0.3625,0.3475,1200,0.14,0.3466666666666667
branin,random,2,25,0.2875,0.343,0.61475,0.44,400,0.16,0.3825,0.38875,800,0.1475,0.36625,0.3466666666666667,1200,0.14083333333333334,0.3491666666666667
branin,random,2,26,0.281,0.27675,0.529,0.4475,400,0.155,0.3825,0.395,800,0.1475,0.3675,0.3491666666666667,1200,0.14166666666666666,0.35
branin,random,2,27,0.253,0.267,0.562,0.445,400,0.1825,0.435,0.38125,800,0.17125,0.41875,0.3333333333333333,1200,0.165,0.4075
branin,random,2,28,0.18725,0.297,0.5375,0.455,400,0.345,0.5725,0.39625,800,0.33,0.5075,0.3441666666666667,1200,0.3125,0.49
branin,random,2,29,0.2165,0.2275,0.52375,0.445,400,0.1675,0.525,0.39625,800,0.1725,0.46875,0.34833333333333333,1200,0.17416666666666666,0.43833333333333335
branin,random,2,30,0.22275,0.22075,0.51725,0.4475,400,0.1525,0.4575,0.395,800,0.1525,0.43125,0.34833333333333333,1200,0.1525,0.4075
branin,random,2,31,0.19925,0.211,0.49925,0.4475,400,0.1675,0.4925,0.385,800,0.1725,0.46875,0.3358333333333333,1200,0.17583333333333334,0.4475
branin,random,2,32,0.18025,0.20575,0.4935,0.4325,400,0.235,0.5975,0.36125,800,0.2325,0.53625,0.30916666666666665,1200,0.225,0.49583333333333335
branin,random,2,33,0.18575,0.203,0.4835,0.4475,400,0.18,0.555,0.38125,800,0.1975,0.505,0.32666666666666666,1200,0.19333333333333333,0.47
branin,random,2,34,0.1715,0.20675,0.48475,0.445,400,0.1975,0.655,0.3825,800,0.21875,0.56375,0.3283333333333333,1200,0.22083333333333333,0.5141666666666667
branin,random,2,35,0.1365,0.20025,0.464,0.445,400,0.3175,0.73,0.37875,800,0.32,0.6225,0.31583333333333335,1200,0.29583333333333334,0.5608333333333333
branin,random,2,36,0.1305,0.1905,0.43925,0.445,400,0.3425,0.73,0.37375,800,0.33625,0.6225,0.30833333333333335,1200,0.31166666666666665,0.5608333333333333
branin,random,2,37,0.12,0.182,0.433,0.4275,400,0.3625,0.745,0.36,800,0.34625,0.64375,0.29333333333333333,1200,0.3125,0.5758333333333333
branin,random,2,38,0.122,0.17975,0.43125,0.43,400,0.3675,0.735,0.3625,800,0.345,0.6375,0.2941666666666667,1200,0.31,0.5708333333333333
branin,random,2,39,0.10925,0.172,0.41225,0.42,400,0.3775,0.73,0.34,800,0.35375,0.635,0.2708333333333333,1200,0.31916666666666665,0.57
branin,random,2,40,0.10225,0.16825,0.40375,0.3925,400,0.38,0.73,0.31375,800,0.35375,0.64125,0.25333333333333335,1200,0.31666666666666665,0.5758333333333333
branin,random,2,41,0.12325,0.158,0.34525,0.415,400,0.265,0.68,0.3525,800,0.27,0.5925,0.2925,1200,0.24666666666666667,0.5241666666666667
branin,random,2,42,0.13325,0.1575,0.341,0.42,400,0.2475,0.6125,0.36625,800,0.23125,0.545,0.30666666666666664,1200,0.21416666666666667,0.48833333333333334
branin,random,2,43,0.134,0.15725,0.34,0.4225,400,0.2525,0.6125,0.3675,800,0.23375,0.54375,0.3075,1200,0.21583333333333332,0.4866666666666667
branin,random,2,44,0.133,0.1555,0.33675,0.4175,400,0.2425,0.605,0.365,800,0.2275,0.53875,0.30583333333333335,1200,0.21166666666666667,0.4841666666666667
branin,random,2,45,0.13475,0.15375,0.335,0.4275,400,0.24,0.5975,0.36875,800,0.22625,0.5325,0.3075,1200,0.20916666666666667,0.4791666666666667
branin,random,2,46,0.1315,0.1525,0.329,0.4175,400,0.2475,0.5925,0.36125,800,0.22875,0.52875,0.3016666666666667,1200,0.20916666666666667,0.47583333333333333
branin,random,2,47,0.132,0.151,0.3275,0.4175,400,0.2475,0.5925,0.36125,800,0.225,0.5275,0.30083333333333334,1200,0.20666666666666667,0.47333333333333333
branin,random,2,48,0.13175,0.15125,0.32675,0.4175,400,0.255,0.5925,0.36125,800,0.2275,0.52625,0.3,1200,0.20833333333333334,0.4725
branin,random,2,49,0.12475,0.1415,0.30825,0.42,400,0.26,0.615,0.35375,800,0.245,0.5375,0.2916666666666667,1200,0.2275,0.4816666666666667
branin,random,2,50,0.11475,0.1395,0.31475,0.4175,400,0.3325,0.6175,0.34625,800,0.29,0.53875,0.2783333333333333,1200,0.25916666666666666,0.4825
branin,random,3,6,0.41825,0.2635,0.6405,0.57,400,0.1575,0.65,0.63875,800,0.2175,0.62,0.6583333333333333,1200,0.25333333333333335,0.5975
branin,random,3,7,0.2915,0.2855,0.67875,0.535,400,0.3575,0.695,0.54125,800,0.34,0.67375,0.5233333333333333,1200,0.30583333333333335,0.6533333333333333
branin,random,3,8,0.29,0.27725,0.595,0.5375,400,0.355,0.6925,0.54,800,0.34,0.6625,0.5225,1200,0.30583333333333335,0.6425
branin,random,3,9,0.29875,0.22875,0.46125,0.535,400,0.295,0.565,0.54375,800,0.29625,0.55375,0.5283333333333333,1200,0.2658333333333333,0.545
branin,random,3,10,0.271,0.3655,0.709,0.5175,400,0.485,0.91,0.52625,800,0.46125,0.92375,0.5108333333333334,1200,0.425,0.9258333333333333
branin,random,3,11,0.1485,0.49675,0.745,0.47,400,0.7725,0.9975,0.39875,800,0.7575,0.98875,0.3325,1200,0.7275,0.9866666666666667
branin,random,3,12,0.1225,0.44875,0.7655,0.39,400,0.7825,0.9975,0.3125,800,0.71625,0.98875,0.25,1200,0.635,0.9891666666666666
branin,random,3,13,0.1235,0.44275,0.7465,0.3975,400,0.76,0.9575,0.31625,800,0.70375,0.96125,0.2525,1200,0.6225,0.9675
branin,random,3,14,0.14775,0.3805,0.75575,0.3975,400,0.6975,0.9575,0.3325,800,0.6175,0.96125,0.2775,1200,0.5375,0.9675
branin,random,3,15,0.147,0.364,0.71175,0.425,400,0.715,0.9575,0.3575,800,0.65375,0.96125,0.2975,1200,0.5775,0.9675
branin,random,3,16,0.23825,0.36325,0.652,0.485,400,0.4625,0.8575,0.445,800,0.50125,0.85125,0.3825,1200,0.5008333333333334,0.85
branin,random,3,17,0.22675,0.35325,0.63275,0.4825,400,0.47,0.8475,0.4425,800,0.52125,0.845,0.37916666666666665,1200,0.5166666666666667,0.8441666666666666
branin,random,3,18,0.21525,0.409,0.61275,0.5425,400,0.5375,0.85,0.4925,800,0.58,0.85,0.4091666666666667,1200,0.6041666666666666,0.8466666666666667
branin,random,3,19,0.27075,0.3895,0.5875,0.585,400,0.4225,0.8475,0.575,800,0.49375,0.8475,0.5341666666666667,1200,0.5416666666666666,0.8441666666666666
branin,random,3,20,0.13075,0.35425,0.62775,0.465,400,0.6975,0.91,0.38,800,0.66125,0.91,0.30916666666666665,1200,0.6358333333333334,0.9216666666666666
branin,random,3,21,0.1425,0.34775,0.60375,0.48,400,0.6175,0.8825,0.395,800,0.61125,0.87875,0.32416666666666666,1200,0.5975,0.8783333333333333
branin,random,3,22,0.17975,0.3315,0.58575,0.49,400,0.5775,0.875,0.4375,800,0.575,0.865,0.38,1200,0.5666666666666667,0.8641666666666666
branin,random,3,23,0.128,0.31725,0.617,0.4225,400,0.695,0.885,0.35125,800,0.62875,0.88875,0.2833333333333333,1200,0.57,0.8916666666666667
branin,random,3,24,0.12875,0.31,0.60775,0.4225,400,0.6725,0.885,0.35625,800,0.61375,0.88125,0.2875,1200,0.555,0.88
branin,random,3,25,0.1485,0.2985,0.58875,0.46,400,0.645,0.87,0.3875,800,0.5925,0.86625,0.31666666666666665,1200,0.5408333333333334,0.865
branin,random,3,26,0.17225,0.30525,0.5695,0.495,400,0.5775,0.7875,0.42875,800,0.55625,0.8125,0.3591666666666667,1200,0.5283333333333333,0.815
branin,random,3,27,0.1905,0.304,0.55375,0.515,400,0.5025,0.74,0.46,800,0.52,0.76125,0.3925,1200,0.5083333333333333,0.7775
branin,random,3,28,0.20875,0.28775,0.534,0.51,400,0.4275,0.74,0.465,800,0.4425,0.75,0.4058333333333333,1200,0.44083333333333335,0.7608333333333334
branin,random,3,29,0.15175,0.302,0.5575,0.48,400,0.59,0.7725,0.4075,800,0.5425,0.8,0.33416666666666667,1200,0.49083333333333334,0.805
branin,random,3,30,0.1505,0.302,0.5575,0.4775,400,0.5875,0.7725,0.40625,800,0.5425,0.8,0.3333333333333333,1200,0.49083333333333334,0.805
branin,random,3,31,0.1505,0.303,0.558,0.48,400,0.5975,0.7725,0.4075,800,0.5475,0.80125,0.33416666666666667,1200,0.49416666666666664,0.8058333333333333
branin,random,3,32,0.1565,0.29775,0.54975,0.475,400,0.5825,0.775,0.40375,800,0.53375,0.8,0.335,1200,0.4816666666666667,0.8033333333333333
branin,random,3,33,0.177,0.2905,0.54,0.4775,400,0.5325,0.76,0.4125,800,0.4925,0.7775,0.3466666666666667,1200,0.4558333333333333,0.7783333333333333
branin,random,3,34,0.171,0.3265,0.51575,0.465,400,0.54,0.7575,0.40125,800,0.53875,0.7775,0.33666666666666667,1200,0.5333333333333333,0.7783333333333333
branin,random,3,35,0.16775,0.26425,0.46275,0.4575,400,0.535,0.7725,0.39625,800,0.45375,0.77625,0.3325,1200,0.4225,0.7366666666666667
branin,random,3,36,0.13125,0.25175,0.447,0.4175,400,0.5325,0.8275,0.35,800,0.45625,0.805,0.29333333333333333,1200,0.39666666666666667,0.7308333333333333
branin,random,3,37,0.1265,0.25075,0.44025,0.415,400,0.5775,0.8275,0.35125,800,0.475,0.81,0.28833333333333333,1200,0.4091666666666667,0.7383333333333333
