axis_quantity,role,formula,model_feature_representation,static_max_conduction_median_um,static_max_keyhole_median_um,T0_conduction_median_um,T0_keyhole_median_um,time_to_50pct_conduction_median_tau,time_to_50pct_keyhole_median_tau,robust_early20_conduction_median_um_per_ms,robust_early20_keyhole_median_um_per_ms,full_width_dynamics_balanced_accuracy,q20_width_dynamics_balanced_accuracy,q20_width_dynamics_keyhole_recall,q20_h_plus_axis_dynamics_balanced_accuracy,strongest_effect_feature,strongest_effect_cliffs_delta,strongest_qualitative_conclusion
longitudinal_length_delta_X,secondary longitudinal diagnostic,x_max - x_min,published diagnostic used raw finite-difference temporal features,378.64307221904767,552.4862463888891,370.0075868027776,511.4554637833334,0.25,0.36,604.3134690240688,474.8569113624278,0.8495535714285716,0.7337515688675464,0.6023928703850839,0.7895858494397846,time_to_50pct_max_width_tau,0.8270918367346939,longitudinal ΔX carried strong regime structure but was not transverse width
