state,pair,D,feasible,kmin,n_avail,|F*|,|Fj|,symdiff,flipped_rows_p0,logLR_W2_vs_W1,"P_model(W2|{W1,W2})",P_model(rank reversed),P_model(tie),V_best,V_j
w85__r05_f05|16,worst,2,1,2,2,1,3,2,0.001;0.000,-16.714782045019867,5.5063316757306e-08,5.5e-08,0.0011498900000000002,0.0588235294117647,-0.0588235294117647
w85__r05_f05|32,margin,1,1,1,1,1,0,1,0.364,0.5558855391807959,0.6355,0.6355,0.0,0.0588235294117647,0.0
w85__r05_f05|32,worst,1,1,1,1,1,0,1,0.364,0.5558855391807959,0.6355,0.6355,0.0,0.0588235294117647,0.0
w85__r06_f01|16,margin,1,1,1,1,1,0,1,0.079,2.4573873801423614,0.9210999999999999,0.9211,0.0,0.0588235294117647,0.0
w85__r06_f01|16,worst,2,1,2,2,1,1,2,0.079;0.999,-4.806342597664067,0.008111381698774843,0.0006447700000000312,0.9205104599999999,0.0588235294117647,-0.0588235294117647
w85__r06_f01|24,margin,1,1,1,1,1,0,1,0.000,9.21024036697585,0.9999000000000001,0.9999,0.0,0.0588235294117647,0.0
w85__r06_f01|24,worst,1,1,1,1,1,0,1,0.000,9.21024036697585,0.9999000000000001,0.9999,0.0,0.0588235294117647,0.0
w85__r06_f01|32,margin,1,1,1,1,1,0,1,0.000,9.21024036697585,0.9999000000000001,0.9999,0.0,0.0588235294117647,0.0
w85__r06_f01|32,worst,1,1,1,1,1,0,1,0.000,9.21024036697585,0.9999000000000001,0.9999,0.0,0.0588235294117647,0.0
w85__r06_f01|40,margin,1,1,1,1,1,0,1,0.225,1.2384838720336298,0.7752999999999999,0.7753,0.0,0.0588235294117647,0.0
w85__r06_f01|40,worst,1,1,1,1,1,0,1,0.225,1.2384838720336298,0.7752999999999999,0.7753,0.0,0.0588235294117647,0.0
w85__r07_f02|16,margin,2,1,2,2,2,0,2,0.945;0.928,5.401292136382608,0.9955095068132754,0.87705618,0.11898764,0.1176470588235294,0.0
w85__r07_f02|16,worst,2,1,2,2,2,0,2,0.945;0.928,5.401292136382608,0.9955095068132754,0.87705618,0.11898764,0.1176470588235294,0.0
w85__r07_f02|24,margin,2,1,2,2,2,0,2,0.970;0.955,6.5287741418242495,0.9985413353300288,0.9261529199999999,0.07249416000000004,0.1176470588235294,0.0
w85__r07_f02|24,worst,2,1,2,2,2,0,2,0.970;0.955,6.5287741418242495,0.9985413353300288,0.9261529199999999,0.07249416000000004,0.1176470588235294,0.0
w85__r07_f02|32,margin,1,1,1,1,1,0,1,0.627,0.5202233862247618,0.6272,0.6272,0.0,0.0588235294117647,0.0
w85__r07_f02|32,worst,1,1,1,1,1,0,1,0.627,0.5202233862247618,0.6272,0.6272,0.0,0.0588235294117647,0.0
w85__r07_f02|40,margin,1,1,1,1,1,0,1,0.509,0.0352036351929797,0.5088,0.5088,0.0,0.0588235294117647,0.0
w85__r07_f02|40,worst,1,1,1,1,1,0,1,0.509,0.0352036351929797,0.5088,0.5088,0.0,0.0588235294117647,0.0
w85__r08_f03|16,margin,5,1,3,5,2,3,5,0.994;0.905;0.123,5.336411100272265,0.9952099415628294,0.20817174069637265,0.0,0.1176470588235294,-0.1764705882352941
w85__r08_f03|16,worst,5,1,3,5,2,3,5,0.994;0.905;0.123,5.336411100272265,0.9952099415628294,0.20817174069637265,0.0,0.1176470588235294,-0.1764705882352941
w85__r08_f03|24,margin,2,1,2,2,2,0,2,1.000;0.997,15.613964904787181,0.9999998344454469,0.996650165,0.0033496699999999643,0.1176470588235294,0.0
w85__r08_f03|24,worst,2,1,2,2,2,0,2,1.000;0.997,15.613964904787181,0.9999998344454469,0.996650165,0.0033496699999999643,0.1176470588235294,0.0
w85__r08_f03|32,margin,1,1,1,1,1,0,1,0.625,0.50911932069657,0.6246,0.6246,0.0,0.0588235294117647,0.0
w85__r08_f03|32,worst,1,1,1,1,1,0,1,0.625,0.50911932069657,0.6246,0.6246,0.0,0.0588235294117647,0.0
w85__r08_f03|40,margin,1,1,1,1,1,0,1,0.686,0.7805563142072991,0.6858,0.6858,0.0,0.0588235294117647,0.0
w85__r08_f03|40,worst,1,1,1,1,1,0,1,0.686,0.7805563142072991,0.6858,0.6858,0.0,0.0588235294117647,0.0
w85__r09_f04|24,margin,1,1,1,1,1,2,1,1.000,-9.903437551286196,4.9999999999994534e-05,4.999999999999449e-05,0.0,0.0588235294117647,0.0
w85__r09_f04|24,worst,1,1,1,1,1,2,1,1.000,-9.903437551286196,4.9999999999994534e-05,4.999999999999449e-05,0.0,0.0588235294117647,0.0
w85__r09_f04|40,margin,1,1,1,1,1,0,1,0.121,1.982054475011553,0.8788999999999999,0.8789,0.0,0.0588235294117647,0.0
w85__r09_f04|40,worst,2,1,2,2,1,1,2,0.121;0.692,1.174444362891592,0.7639474154742575,0.27105276,0.64519448,0.0588235294117647,-0.0588235294117647
w85__r10_f05|16,margin,3,1,2,3,3,0,3,0.001;0.034,10.346908494800768,0.9999679091811584,0.99737904112,0.0,0.1764705882352941,0.0
w85__r10_f05|16,worst,6,1,4,6,3,3,6,0.001;0.034;0.073;0.942,10.09712955123533,0.9999588040557927,0.060833529941293735,0.8400319777515636,0.1764705882352941,-0.1764705882352941
w85__r10_f05|24,margin,2,1,2,2,2,0,2,0.145;0.185,3.256632426426907,0.9629107095815939,0.69684084,0.27631832,0.1176470588235294,0.0
w85__r10_f05|24,worst,3,1,2,3,2,1,3,0.145;0.185,3.256632426426907,0.9629107095815939,0.7865337666719999,0.0,0.1176470588235294,-0.0588235294117647
w85__r10_f05|32,margin,2,1,2,2,2,0,2,0.217;0.322,2.028357529145658,0.8837424339421348,0.53106195,0.3990761,0.1176470588235294,0.0
w85__r10_f05|32,worst,3,1,2,3,2,1,3,0.217;0.322,2.028357529145658,0.8837424339421348,0.68726033554,0.0,0.1176470588235294,-0.0588235294117647
w85__r11_f01|16,margin,2,1,2,2,2,4,2,0.083;0.072,-4.963899515406284,0.006937173507723835,0.0059472,0.1427056,0.1176470588235294,0.0
w85__r11_f01|16,worst,3,1,2,3,2,1,3,0.175;0.325,2.277569803533235,0.9070022645103968,0.6640538381600001,0.0,0.1176470588235294,-0.0588235294117647
w85__r11_f01|24,margin,1,1,1,1,1,0,1,0.000,9.903437551286085,0.9999499999999999,0.99995,0.0,0.0588235294117647,0.0
w85__r11_f01|24,worst,2,1,2,2,1,1,2,0.000;1.000,1.3864443798724047,0.8000240019201359,0.00019998999999997798,0.9997500200000001,0.0588235294117647,-0.0588235294117647
w85__r11_f01|40,margin,1,1,1,1,0,1,1,0.496,-0.015200292660809345,0.4961999999999999,0.4962,0.0,0.0,-0.0588235294117647
w85__r11_f01|40,worst,1,1,1,1,0,1,1,0.496,-0.015200292660809345,0.4961999999999999,0.4962,0.0,0.0,-0.0588235294117647
w85__r12_f02|16,margin,1,1,1,1,0,1,1,0.507,-0.0296021614787438,0.4926,0.49260000000000004,0.0,0.0,-0.0588235294117647
w85__r12_f02|16,worst,2,1,2,2,0,2,2,0.507;0.997,-5.835740642772471,0.0029127499528930046,0.0014778000000000013,0.4926444,0.0,-0.1176470588235294
w85__r12_f02|24,margin,1,1,1,1,1,0,1,0.003,5.773248352537558,0.9969000000000001,0.9969,0.0,0.0588235294117647,0.0
w85__r12_f02|24,worst,2,1,2,2,1,1,2,0.003;1.000,-4.130189198748638,0.01582536694087185,4.984499999999451e-05,0.9968503099999999,0.0588235294117647,-0.0588235294117647
w85__r12_f02|32,margin,2,1,2,2,1,1,2,0.226;0.520,1.150251808731617,0.759556907836709,0.37150138,0.51089724,0.0588235294117647,-0.0588235294117647
w85__r12_f02|32,worst,2,1,2,2,1,1,2,0.226;0.520,1.150251808731617,0.759556907836709,0.37150138,0.51089724,0.0588235294117647,-0.0588235294117647
w85__r13_f03|16,margin,1,1,1,1,0,1,1,0.500,-0.0020000006666668875,0.49950000000000006,0.49950000000000006,0.0,0.0,-0.0588235294117647
w85__r13_f03|16,worst,3,1,2,3,0,3,3,0.500;0.635,-0.5540022358718559,0.36493635913212163,0.32757823908,0.0,0.0,-0.1764705882352941
w85__r13_f03|24,margin,2,1,2,2,0,2,2,0.537;0.371,-0.6790949267602534,0.33646333549184726,0.17148581999999998,0.49032836,0.0,-0.1176470588235294
w85__r13_f03|24,worst,2,1,2,2,0,2,2,0.512;0.537,-0.19748893695448785,0.4507876098654131,0.22579506,0.49910988,0.0,-0.1176470588235294
w85__r13_f03|32,margin,2,1,2,2,2,0,2,0.318;0.498,0.7675953620807898,0.6830004928626812,0.34187255000000005,0.49945490000000003,0.1176470588235294,0.0
w85__r13_f03|32,worst,2,1,2,2,2,0,2,0.318;0.498,0.7675953620807898,0.6830004928626812,0.34187255000000005,0.49945490000000003,0.1176470588235294,0.0
w85__r13_f03|40,margin,1,1,1,1,1,0,1,0.349,0.621677616339295,0.6506000000000001,0.6506000000000001,0.0,0.0588235294117647,0.0
w85__r13_f03|40,worst,1,1,1,1,1,0,1,0.349,0.621677616339295,0.6506000000000001,0.6506000000000001,0.0,0.0588235294117647,0.0
w85__r14_f04|16,margin,1,1,1,1,1,0,1,0.576,0.30473656827338474,0.5756,0.5756,0.0,0.0588235294117647,0.0
w85__r14_f04|16,worst,1,1,1,1,1,0,1,0.576,0.30473656827338474,0.5756,0.5756,0.0,0.0588235294117647,0.0
w85__r14_f04|24,margin,1,1,1,1,1,0,1,0.342,0.6552830658277491,0.6582,0.6582,0.0,0.0588235294117647,0.0
w85__r14_f04|24,worst,3,1,2,3,1,2,3,0.342;0.534,0.5194747137003036,0.6270249286064716,0.54325313948,0.0,0.0588235294117647,-0.1176470588235294
w85__r15_f05|32,margin,1,1,1,1,0,1,1,0.502,-0.007200031104241927,0.4981999999999999,0.4982,0.0,0.0,-0.0588235294117647
w85__r15_f05|32,worst,1,1,1,1,0,1,1,0.502,-0.007200031104241927,0.4981999999999999,0.4982,0.0,0.0,-0.0588235294117647
w85__r16_f01|16,margin,1,1,1,1,1,0,1,0.000,9.903437551286085,0.9999499999999999,0.99995,0.0,0.0588235294117647,0.0
w85__r16_f01|16,worst,1,1,1,1,1,0,1,0.000,9.903437551286085,0.9999499999999999,0.99995,0.0,0.0588235294117647,0.0
w85__r16_f01|24,margin,1,1,1,1,1,0,1,0.386,0.46289193972281584,0.6137,0.6137,0.0,0.0588235294117647,0.0
w85__r16_f01|24,worst,1,1,1,1,1,0,1,0.386,0.46289193972281584,0.6137,0.6137,0.0,0.0588235294117647,0.0
w85__r16_f01|32,margin,2,1,2,2,0,2,2,0.508;0.576,-0.33755806713366715,0.41640277343276144,0.20870640000000001,0.4987872,0.0,-0.1176470588235294
w85__r16_f01|32,worst,2,1,2,2,0,2,2,0.508;0.576,-0.33755806713366715,0.41640277343276144,0.20870640000000001,0.4987872,0.0,-0.1176470588235294
w85__r16_f01|40,margin,1,1,1,1,2,1,1,0.475,0.10128650240264353,0.5253,0.5253,0.0,0.1176470588235294,0.0588235294117647
w85__r16_f01|40,worst,2,1,2,2,2,0,2,0.338;0.475,0.7739531106131998,0.6843754099007745,0.34780113,0.49179774,0.1176470588235294,0.0
w85__r17_f02|16,margin,3,1,2,3,2,1,3,0.467;0.473,0.24310856755081844,0.5604795640848237,0.50583966208,0.0,0.1176470588235294,-0.0588235294117647
w85__r17_f02|16,worst,4,1,3,4,2,2,4,0.467;0.473;0.527,0.13299744913439449,0.5332004383692232,0.2609546932063,0.37816460787239997,0.1176470588235294,-0.1176470588235294
w85__r18_f03|16,margin,2,1,2,3,4,0,4,0.360;0.368,1.115732642141086,0.753196307725499,0.42537114326416636,0.36377833974566715,0.1176470588235294,0.0
w85__r18_f03|16,worst,4,1,3,4,4,4,4,0.360;0.368;0.379,0.6232122174163324,0.6509487642926934,0.312114032781096,0.39356407534380805,0.1176470588235294,-0.1176470588235294
w85__r18_f03|24,margin,3,1,2,3,4,1,3,0.193;0.363,1.991913015304565,0.8799453782920122,0.75534607254,0.0,0.2352941176470588,0.0588235294117647
w85__r18_f03|24,worst,4,1,3,4,4,0,4,0.193;0.363;0.581,2.31673929053525,0.9102539237998154,0.529911625360908,0.334521645120184,0.2352941176470588,0.0
w85__r18_f03|32,margin,3,1,2,3,2,1,3,0.293;0.596,1.2694151636272932,0.7806426171318925,0.5773209957760002,0.0,0.1176470588235294,-0.0588235294117647
w85__r18_f03|32,worst,3,1,2,3,2,1,3,0.293;0.596,1.2694151636272932,0.7806426171318925,0.5773209957760002,0.0,0.1176470588235294,-0.0588235294117647
w85__r18_f03|40,margin,1,1,1,1,1,2,1,0.561,-0.24400345214789282,0.4393,0.4393,0.0,0.0588235294117647,0.0
w85__r18_f03|40,worst,2,1,2,2,1,1,2,0.531;0.680,-0.6275467743045785,0.3480670071766394,0.17010114,0.51129772,0.0588235294117647,-0.0588235294117647
w85__r19_f04|24,margin,1,1,1,1,1,0,1,0.478,0.08966001588382881,0.5224,0.5224,0.0,0.0588235294117647,0.0
w85__r19_f04|24,worst,2,1,2,2,1,3,2,0.347;0.277,-1.5897631122660274,0.16941722798846826,0.09624384,0.43191232,0.0588235294117647,-0.0588235294117647
w85__r19_f04|40,margin,1,1,1,1,1,0,1,0.485,0.06001800972625295,0.515,0.515,0.0,0.0588235294117647,0.0
w85__r19_f04|40,worst,1,1,1,1,1,0,1,0.485,0.06001800972625295,0.515,0.515,0.0,0.0588235294117647,0.0
w85__r20_f05|24,margin,2,1,2,2,2,0,2,0.000;0.023,13.643567195410316,0.9999988123908423,0.97675116,0.02324768,0.1176470588235294,0.0
w85__r20_f05|24,worst,2,1,2,2,2,0,2,0.000;0.023,13.643567195410316,0.9999988123908423,0.97675116,0.02324768,0.1176470588235294,0.0
w85__r20_f05|32,margin,2,1,2,2,2,0,2,0.000;0.031,13.342391139491856,0.9999983950095387,0.968851555,0.03114689,0.1176470588235294,0.0
w85__r20_f05|32,worst,2,1,2,2,2,0,2,0.000;0.031,13.342391139491856,0.9999983950095387,0.968851555,0.03114689,0.1176470588235294,0.0
w85__r20_f05|40,margin,2,1,2,2,2,0,2,0.000;0.016,14.016142545167387,0.9999991817871803,0.983850805,0.01614839,0.1176470588235294,0.0
w85__r20_f05|40,worst,2,1,2,2,2,0,2,0.000;0.016,14.016142545167387,0.9999991817871803,0.983850805,0.01614839,0.1176470588235294,0.0
