state,pair,D,feasible,kmin,n_avail,|F*|,|Fj|,symdiff,flipped_rows_p0,logLR_W2_vs_W1,"P_model(W2|{W1,W2})",P_model(rank reversed),P_model(tie),V_best,V_j
w85__r01_f01|16,margin,1,1,1,1,1,0,1,0.328,0.7176984551253174,0.6721,0.6720999999999999,0.0,0.0588235294117647,0.0
w85__r01_f01|16,worst,4,1,3,4,1,3,4,0.328;0.527;0.575,0.3105616162727947,0.5770223393709658,0.28792891209361,0.3866544134377799,0.0588235294117647,-0.1764705882352941
w85__r01_f01|40,margin,1,1,1,1,1,0,1,0.455,0.18250489165559192,0.5455,0.5455,0.0,0.0588235294117647,0.0
w85__r01_f01|40,worst,1,1,1,1,1,0,1,0.455,0.18250489165559192,0.5455,0.5455,0.0,0.0588235294117647,0.0
w85__r02_f02|16,margin,4,1,3,4,5,1,4,1.000;0.996;0.981,18.71264562703101,0.9999999925320525,0.9990618533210112,0.0009353104299775997,0.1764705882352941,-0.0588235294117647
w85__r02_f02|16,worst,4,1,3,4,5,1,4,1.000;0.996;0.981,18.71264562703101,0.9999999925320525,0.9990618533210112,0.0009353104299775997,0.1764705882352941,-0.0588235294117647
w85__r02_f02|24,margin,1,1,1,1,1,0,1,1.000,9.903437551286196,0.9999499999999999,0.99995,0.0,0.0588235294117647,0.0
w85__r02_f02|24,worst,1,1,1,1,1,0,1,1.000,9.903437551286196,0.9999499999999999,0.99995,0.0,0.0588235294117647,0.0
w85__r02_f02|32,margin,1,1,1,1,1,0,1,0.663,0.6780350503644815,0.6633,0.6633,0.0,0.0588235294117647,0.0
w85__r02_f02|32,worst,1,1,1,1,1,0,1,0.663,0.6780350503644815,0.6633,0.6633,0.0,0.0588235294117647,0.0
w85__r02_f02|40,margin,2,1,2,2,2,0,2,0.318;0.554,0.976822337317051,0.7264772437821457,0.37738911999999997,0.48052176,0.1176470588235294,0.0
w85__r02_f02|40,worst,2,1,2,2,2,0,2,0.318;0.554,0.976822337317051,0.7264772437821457,0.37738911999999997,0.48052176,0.1176470588235294,0.0
w85__r03_f03|16,margin,1,1,1,1,2,1,1,0.321,0.7496388440039347,0.6791,0.6791,0.0,0.1176470588235294,0.0588235294117647
w85__r03_f03|16,worst,2,1,2,2,2,0,2,0.321;0.456,0.9244829082930028,0.7159546479336079,0.3691587600000001,0.48438248000000006,0.1176470588235294,0.0
w85__r03_f03|32,margin,3,1,2,3,2,1,3,0.343;0.436,0.9052953760996325,0.7120364872771953,0.6038174329120001,0.0,0.1176470588235294,-0.0588235294117647
w85__r03_f03|32,worst,3,1,2,3,2,1,3,0.343;0.436,0.9052953760996325,0.7120364872771953,0.6038174329120001,0.0,0.1176470588235294,-0.0588235294117647
w85__r03_f03|40,margin,1,1,1,1,1,0,1,0.558,0.23142740923818905,0.5576,0.5576,0.0,0.0588235294117647,0.0
w85__r03_f03|40,worst,2,1,2,2,1,1,2,0.558;0.528,0.11730370600140899,0.5292923452558883,0.2629084,0.5032832,0.0588235294117647,-0.0588235294117647
w85__r04_f04|16,margin,1,1,1,1,1,0,1,0.552,0.20915919607674463,0.5521,0.5521,0.0,0.0588235294117647,0.0
w85__r04_f04|16,worst,2,1,2,2,1,1,2,0.552;0.386,-0.25499836260556685,0.43659361650344225,0.2131106,0.5118788,0.0588235294117647,-0.0588235294117647
w85__r04_f04|32,margin,1,1,1,1,1,0,1,0.514,0.05641495764960164,0.5141,0.5141,0.0,0.0588235294117647,0.0
w85__r04_f04|32,worst,2,1,2,2,1,1,2,0.514;0.427,-0.2356434894019782,0.44136022194754343,0.21977775,0.5020445,0.0588235294117647,-0.0588235294117647
w85__r04_f04|40,margin,1,1,1,1,1,0,1,0.501,0.0056000146347354165,0.5014,0.5014,0.0,0.0588235294117647,0.0
w85__r04_f04|40,worst,1,1,1,1,1,0,1,0.501,0.0056000146347354165,0.5014,0.5014,0.0,0.0588235294117647,0.0
w85__r05_f05|16,margin,1,1,1,1,1,0,1,0.017,4.039597383864648,0.9827,0.9827,0.0,0.0588235294117647,0.0
