run_id,repeat,fold,budget,spearman,top1_agreement,top5_jaccard,top10_jaccard,median_S_L100,median_S_L1000,median_rank_change
w85__r05_f03,5,3,32,0.9999995180102692,1.0,1.0,1.0,3432673.6035970272,343267003.7247081,0.0
w85__r05_f03,5,3,40,0.9999979044810053,1.0,1.0,1.0,270214.58171980036,27021404.637709234,0.0
w85__r05_f03,5,3,60,0.9998728224928093,1.0,1.0,1.0,93473.7148097371,8017695.142247293,0.0
w85__r05_f03,5,3,80,0.996322317633793,1.0,1.0,0.5384615384615384,278136.8896912431,6959912.317193642,3.0
w85__r05_f04,5,4,16,1.0,1.0,1.0,1.0,63608.132313571885,63608.132313571885,0.0
w85__r05_f04,5,4,24,1.0,1.0,1.0,1.0,454192.59443095565,45419256.11808059,0.0
w85__r05_f04,5,4,32,0.999998554030808,1.0,1.0,1.0,1030109.6270920992,103010937.16038726,0.0
w85__r05_f04,5,4,40,0.9999994761202513,1.0,1.0,1.0,223374.39673634135,22337436.33046107,0.0
w85__r05_f04,5,4,60,0.9999960868459323,1.0,1.0,1.0,46295.139117796396,4627893.324087981,0.0
w85__r05_f04,5,4,80,0.9999983478515874,1.0,1.0,1.0,68088.41067894106,6804917.053672111,0.0
w85__r05_f05,5,5,16,1.0,1.0,1.0,1.0,3164.758761249639,3164.758761249639,0.0
w85__r05_f05,5,5,24,1.0,1.0,1.0,1.0,10135770.620012477,1013577051.6557908,0.0
w85__r05_f05,5,5,32,1.0,1.0,1.0,1.0,228515.32406739495,1181892.1154602417,0.0
w85__r05_f05,5,5,40,0.9999994761202513,1.0,1.0,1.0,214130.29644139155,11643027.195266,0.0
w85__r05_f05,5,5,60,0.9991638894142659,1.0,1.0,0.8181818181818182,689042.2853559582,1429259.0451537766,1.0
w85__r05_f05,5,5,80,0.9999479573250064,1.0,1.0,1.0,75444.35614823533,33699.10687097898,0.0
w85__r06_f01,6,1,16,0.9999999999999999,1.0,1.0,1.0,5750.0141291441,5750.0141291441,0.0
w85__r06_f01,6,1,24,0.9999991089905086,1.0,1.0,1.0,251920871.32546628,786016739.187562,0.0
w85__r06_f01,6,1,32,0.9999995173141819,1.0,1.0,1.0,261001848.27133706,707736176.0769534,0.0
w85__r06_f01,6,1,40,0.9999994761202513,1.0,1.0,1.0,423982.27189090685,42395384.37123434,0.0
w85__r06_f01,6,1,60,0.9999973912306217,1.0,1.0,1.0,64.14350337623895,64.1699788503475,0.0
w85__r06_f01,6,1,80,0.9889843004597103,1.0,0.6666666666666666,0.6666666666666666,88.9318630738634,1039.909868149407,6.0
w85__r06_f02,6,2,16,1.0,1.0,1.0,1.0,278.87725905110585,278.87725905110585,0.0
w85__r06_f02,6,2,24,0.9999995555505184,1.0,1.0,1.0,1886500.8173589674,188639136.29294223,0.0
w85__r06_f02,6,2,32,0.9999990360205386,1.0,1.0,1.0,1487378.6973947221,148734458.90552008,0.0
w85__r06_f02,6,2,40,1.0,1.0,1.0,1.0,298429.3429707716,29842672.98024819,0.0
w85__r06_f02,6,2,60,0.9999973912306217,1.0,1.0,1.0,39830.383294426254,3982419.353323131,0.0
w85__r06_f02,6,2,80,1.0,1.0,1.0,1.0,34490.187071465705,34490.187071465705,0.0
w85__r06_f03,6,3,16,1.0,1.0,1.0,1.0,258.7367757700955,258.7367757700955,0.0
w85__r06_f03,6,3,24,0.9999831109234546,0.0,1.0,1.0,2861738.0400750046,263263098.84067085,0.0
w85__r06_f03,6,3,32,0.999998554030808,1.0,1.0,1.0,372348.08716432494,37234794.128420085,0.0
w85__r06_f03,6,3,40,0.9999994761202513,1.0,1.0,1.0,95758.52275418637,9572660.98484583,0.0
w85__r06_f03,6,3,60,0.9999980434229663,1.0,1.0,1.0,93958.05070858123,9385401.244518835,0.0
w85__r06_f03,6,3,80,0.9999991739257936,1.0,1.0,1.0,121565.3401601938,12150763.207371518,0.0
w85__r06_f04,6,4,16,0.9999979464575778,1.0,1.0,1.0,21188.898438600037,2118857.5082618287,0.0
w85__r06_f04,6,4,24,0.9999977777530861,1.0,1.0,1.0,56091.83096738352,5609182.258861942,0.0
w85__r06_f04,6,4,32,0.9282119675158202,0.0,0.25,0.25,32937.849419327584,4144312.5867084367,23.0
w85__r06_f04,6,4,40,0.9998349778791775,1.0,1.0,0.8181818181818182,76705.35897920557,7670524.706317827,1.0
w85__r06_f04,6,4,60,0.9999002145712811,1.0,1.0,0.8181818181818182,3156.3982613621847,165787.76460514875,0.0
w85__r06_f04,6,4,80,0.9997794381869322,1.0,1.0,1.0,26484.998080240624,12355.525372494038,1.0
w85__r06_f05,6,5,16,1.0,1.0,1.0,1.0,3428.5172074475713,3428.5172074475713,0.0
w85__r06_f05,6,5,24,1.0,1.0,1.0,1.0,21.997316302119344,21.997316302119344,0.0
w85__r06_f05,6,5,32,0.9943795177499949,1.0,1.0,0.42857142857142855,1088910.6930816271,2547918.485114512,5.0
w85__r06_f05,6,5,40,0.999998428360754,1.0,1.0,1.0,160.82834112729162,161.08164019285,0.0
w85__r06_f05,6,5,60,0.9999980434229663,1.0,1.0,1.0,107163.41579633627,10713069.063262634,0.0
w85__r06_f05,6,5,80,0.9999975217773812,1.0,1.0,1.0,158.33555241443915,157.78927879662578,0.0
w85__r07_f01,7,1,16,1.0,1.0,1.0,1.0,581.4062740611425,581.4062740611425,0.0
w85__r07_f01,7,1,24,0.9999995555505184,1.0,1.0,1.0,7438192.00105189,743819200.1051881,0.0
w85__r07_f01,7,1,32,1.0,1.0,1.0,1.0,163.76705283244516,163.76773481885323,0.0
w85__r07_f01,7,1,40,0.9982544326775231,0.0,1.0,0.8181818181818182,240772.86554065414,16972157.693118464,2.0
w85__r07_f01,7,1,60,0.9999986956153107,1.0,1.0,1.0,80499.58907777618,8048102.285517985,0.0
w85__r07_f01,7,1,80,1.0,1.0,1.0,1.0,218.74239513510446,218.74239513510446,0.0
w85__r07_f02,7,2,16,1.0,1.0,1.0,1.0,220.760041479143,220.760041479143,0.0
w85__r07_f02,7,2,24,1.0,1.0,1.0,1.0,6458338.035327397,645833399.0990615,0.0
w85__r07_f02,7,2,32,0.9999995180102692,1.0,1.0,1.0,687455.7083417741,68745570.65053956,0.0
w85__r07_f02,7,2,40,0.9999994761202513,1.0,1.0,1.0,146610.6304249479,14655760.790332863,0.0
w85__r07_f02,7,2,60,0.9999980434229663,1.0,1.0,1.0,100678.53060958462,10063063.280467406,0.0
w85__r07_f02,7,2,80,0.9999983478515874,1.0,1.0,1.0,133.60225082521652,133.48075939121597,0.0
w85__r07_f03,7,3,16,1.0,1.0,1.0,1.0,237.0006447141437,237.0006447141437,0.0
w85__r07_f03,7,3,24,1.0,1.0,1.0,1.0,46097.77156833196,46097.77156833196,0.0
w85__r07_f03,7,3,32,1.0,1.0,1.0,1.0,36270.25166450141,36270.25166450141,0.0
w85__r07_f03,7,3,40,0.999998428360754,1.0,1.0,1.0,199670.93279921135,19967028.30002302,0.0
w85__r07_f03,7,3,60,0.9999993478076553,1.0,1.0,1.0,148408.18865920533,14840773.099442579,0.0
w85__r07_f03,7,3,80,0.9999942174805561,1.0,1.0,1.0,190362.3359246596,422540.32950998575,0.0
w85__r07_f04,7,4,16,0.9982750243652808,1.0,0.1111111111111111,0.3333333333333333,3792.541859221099,46381.1329368536,1.0
w85__r07_f04,7,4,24,0.9804975610840119,0.0,0.6666666666666666,0.5384615384615384,83806.18125743006,2540262.260651119,9.0
w85__r07_f04,7,4,32,0.999998554030808,1.0,1.0,1.0,103332.66621850194,10333265.3822693,0.0
w85__r07_f04,7,4,40,0.999992665683519,1.0,1.0,1.0,18.80289943486473,18.853074352469484,0.0
w85__r07_f04,7,4,60,0.9999439114583671,1.0,1.0,1.0,97.59608573705782,102.987436664473,0.0
w85__r07_f04,7,4,80,0.9998141333035945,1.0,1.0,1.0,3660.99824116873,1053.7736418175846,0.0
w85__r07_f05,7,5,16,1.0,1.0,1.0,1.0,2.5906553905668854,2.5906553905668854,0.0
w85__r07_f05,7,5,24,0.9999991111012345,1.0,1.0,1.0,415637.07469555497,41563704.89032778,0.0
w85__r07_f05,7,5,32,0.9999995180102692,1.0,1.0,1.0,873374.5732181001,87337101.61297388,0.0
w85__r07_f05,7,5,40,0.9999989522405027,1.0,1.0,1.0,52851.39958331753,5285075.946603164,0.0
w85__r07_f05,7,5,60,0.9999993478076553,1.0,1.0,1.0,139157.88701135304,13909369.95325372,0.0
w85__r07_f05,7,5,80,1.0,1.0,1.0,1.0,152095.06228281587,15207552.870390508,0.0
w85__r08_f01,8,1,16,1.0,1.0,1.0,1.0,955.0937199634923,955.0937199634923,0.0
w85__r08_f01,8,1,24,1.0,1.0,1.0,1.0,21.49417749641135,21.49417749641135,0.0
w85__r08_f01,8,1,32,0.9999995180102692,1.0,1.0,1.0,36.61587776373102,36.62658882241422,0.0
w85__r08_f01,8,1,40,0.9999979044810053,1.0,1.0,1.0,3205.9141704603403,3250.9694799100935,0.0
w85__r08_f01,8,1,60,0.9999980434229663,1.0,1.0,1.0,63708.648616744744,6370242.325987818,0.0
w85__r08_f01,8,1,80,1.0,1.0,1.0,1.0,16808.32691800959,16808.32691800959,0.0
w85__r08_f02,8,2,16,1.0,1.0,1.0,1.0,2994.802527711847,2994.802527711847,0.0
w85__r08_f02,8,2,24,0.9999924443604928,1.0,1.0,1.0,36146.924381676465,3566131.151132682,0.0
w85__r08_f02,8,2,32,0.9935283238855314,1.0,0.6666666666666666,0.5384615384615384,44500.859846765976,15248872.176697623,4.0
w85__r08_f02,8,2,40,0.9999994761202513,1.0,1.0,1.0,17.310367957364782,17.298349164911023,0.0
w85__r08_f02,8,2,60,0.9999947824612433,1.0,1.0,1.0,128067.65640542844,12806000.530367672,0.0
w85__r08_f02,8,2,80,0.9996869178758327,1.0,1.0,1.0,301963.08682019217,20507859.627500437,1.0
w85__r08_f03,8,3,16,1.0,1.0,1.0,1.0,303.91167731344405,303.91167731344405,0.0
w85__r08_f03,8,3,24,1.0,1.0,1.0,1.0,13270934.566971261,1327091864.8481078,0.0
w85__r08_f03,8,3,32,0.9999990360205386,1.0,1.0,1.0,120231.54101557392,12004384.28401066,0.0
w85__r08_f03,8,3,40,0.9999994761202513,1.0,1.0,1.0,517918.53054453083,51791829.47464347,0.0
w85__r08_f03,8,3,60,0.999996739038277,1.0,1.0,1.0,80542.44964399375,8045844.66845634,0.0
w85__r08_f03,8,3,80,1.0,1.0,1.0,1.0,597.9149019234369,597.9149019234369,0.0
w85__r08_f04,8,4,16,0.9999999999999999,1.0,1.0,1.0,34188.92247941878,34188.92247941878,0.0
w85__r08_f04,8,4,24,1.0,1.0,1.0,1.0,401155.3830578376,40100922.56625497,0.0
w85__r08_f04,8,4,32,0.9999990360205386,1.0,1.0,1.0,690216.2826365838,68834139.72338787,0.0
w85__r08_f04,8,4,40,0.999998428360754,1.0,1.0,1.0,226794.39601844357,22679419.714341443,0.0
w85__r08_f04,8,4,60,0.9999993478076553,1.0,1.0,1.0,66392.12482277252,228929.36824489268,0.0
w85__r08_f04,8,4,80,1.0,1.0,1.0,1.0,14280.487504820852,14280.487504820852,0.0
w85__r08_f05,8,5,16,0.9999987678745468,1.0,1.0,1.0,138692.27907921822,13869227.907921802,0.0
w85__r08_f05,8,5,24,0.9999991111012345,1.0,1.0,1.0,146606.0819632993,14660608.19632991,0.0
w85__r08_f05,8,5,32,0.999996626071885,1.0,1.0,1.0,112581.84647605577,11257865.81512617,0.0
w85__r08_f05,8,5,40,0.9999963328417596,1.0,1.0,1.0,129.20565394633758,128.3772114068919,0.0
w85__r08_f05,8,5,60,0.9999986956153107,1.0,1.0,1.0,40082.194183587184,4006917.792828302,0.0
w85__r08_f05,8,5,80,1.0,1.0,1.0,1.0,221.92536187086606,221.92536187086606,0.0
w85__r09_f01,9,1,16,1.0,1.0,1.0,1.0,2722.3367785782293,2722.3367785782293,0.0
w85__r09_f01,9,1,24,0.9999995555506171,1.0,1.0,1.0,1440459.6227840479,144044389.41459996,0.0
w85__r09_f01,9,1,32,0.9999990360205386,1.0,1.0,1.0,1000196.8192347875,100019609.72192077,0.0
w85__r09_f01,9,1,40,0.9999979044810053,1.0,1.0,0.8181818181818182,170013.50103962107,17001293.98060615,0.0
w85__r09_f01,9,1,60,0.9999986956153107,1.0,1.0,1.0,70718.48694711343,7067294.449281039,0.0
w85__r09_f01,9,1,80,1.0,1.0,1.0,1.0,12042.549181438833,12042.549181438833,0.0
w85__r09_f02,9,2,16,0.9999999999999999,1.0,1.0,1.0,10740.047496842813,10740.047496842813,0.0
w85__r09_f02,9,2,24,0.9999995555506171,1.0,1.0,1.0,1915227.4623194118,191522704.82341003,0.0
