run_id,repeat,fold,budget,spearman,top1_agreement,top5_jaccard,top10_jaccard,median_S_L100,median_S_L1000,median_rank_change
w85__r01_f01,1,1,16,1.0,1.0,1.0,1.0,5.886386918230091,5.886386918230091,0.0
w85__r01_f01,1,1,24,0.9999955555061723,1.0,1.0,1.0,33016.674389428255,3292644.2962702764,0.0
w85__r01_f01,1,1,32,0.9999961440821542,1.0,1.0,1.0,67079.14649972548,6707892.964528256,0.0
w85__r01_f01,1,1,40,0.9907854791011271,0.0,1.0,0.6666666666666666,43538.889299297145,839886.9729445793,6.0
w85__r01_f01,1,1,60,0.9999726079215281,1.0,1.0,1.0,7756.429765784005,13135.503579504028,0.0
w85__r01_f01,1,1,80,0.9997620906286011,1.0,1.0,1.0,3971.2075010295057,144900.216482891,1.0
w85__r01_f02,1,2,16,1.0,1.0,1.0,1.0,428.9161453400236,428.9161453400236,0.0
w85__r01_f02,1,2,24,1.0,1.0,1.0,1.0,8626400.708078448,862639128.3773965,0.0
w85__r01_f02,1,2,32,0.9999980720410772,1.0,1.0,1.0,1473581.6718185754,144908714.7504713,0.0
w85__r01_f02,1,2,40,0.9996416662519284,1.0,1.0,1.0,252312.80395828094,18200697.161560662,1.0
w85__r01_f02,1,2,60,0.9999999999999998,1.0,1.0,1.0,438271.872688123,43827162.96403502,0.0
w85__r01_f02,1,2,80,0.9996993089889264,1.0,0.6666666666666666,0.8181818181818182,324546.4838257116,24162337.363378752,1.0
w85__r01_f03,1,3,16,0.9999999999999999,1.0,1.0,1.0,1502.0158889652416,1502.0158889652416,0.0
w85__r01_f03,1,3,24,0.999601328549276,0.0,0.42857142857142855,0.8181818181818182,3430692.1520171305,14506683.38580329,1.0
w85__r01_f03,1,3,32,0.9999995180102692,1.0,1.0,1.0,1302679.3698128308,130267909.86580783,0.0
w85__r01_f03,1,3,40,0.9999979044810053,1.0,1.0,0.8181818181818182,286821.063669343,28682094.11168707,0.0
w85__r01_f03,1,3,60,0.9999941302688987,1.0,1.0,1.0,41497.65056773232,13813.045551668823,0.0
w85__r01_f03,1,3,80,1.0,1.0,1.0,1.0,16283.851286893223,16283.851286998184,0.0
w85__r01_f04,1,4,16,0.9999999999999999,1.0,1.0,1.0,1150.6573654017604,1150.6573654017604,0.0
w85__r01_f04,1,4,24,0.9999999999999999,1.0,1.0,1.0,16180798.090230225,1618071536.2665045,0.0
w85__r01_f04,1,4,32,1.0,1.0,1.0,1.0,394953.58706291695,39495333.84301089,0.0
w85__r01_f04,1,4,40,1.0,1.0,1.0,1.0,291.13523238096616,290.9592867029512,0.0
w85__r01_f04,1,4,60,0.9999993478076553,1.0,1.0,1.0,109919.39078339719,10989341.991942443,0.0
w85__r01_f04,1,4,80,0.9999975217773812,1.0,1.0,1.0,57.583600456156375,57.58320711971082,0.0
w85__r01_f05,1,5,16,1.0,1.0,1.0,1.0,9528.23589351893,9528.23589351893,0.0
w85__r01_f05,1,5,24,0.9995911065678508,1.0,1.0,0.8181818181818182,160554.9891112281,8007432.696634371,1.0
w85__r01_f05,1,5,32,0.9999971080616157,1.0,1.0,1.0,67113.71382338184,6711370.044006078,0.0
w85__r01_f05,1,5,40,0.9999979044810053,1.0,1.0,1.0,159274.32833015078,15927253.053449182,0.0
w85__r01_f05,1,5,60,0.9999973912306217,1.0,1.0,1.0,67489.87479838722,6748986.753273778,0.0
w85__r01_f05,1,5,80,0.9999983478515874,1.0,1.0,1.0,66693.26929145117,6667357.22744159,0.0
w85__r02_f01,2,1,16,1.0,1.0,1.0,1.0,847.2374018559744,847.2374018559744,0.0
w85__r02_f01,2,1,24,0.9999991111012345,1.0,1.0,1.0,623801.5107966405,62378403.032889634,0.0
w85__r02_f01,2,1,32,0.999998554030808,1.0,1.0,1.0,326.62156817405287,327.2449113223772,0.0
w85__r02_f01,2,1,40,1.0,1.0,1.0,1.0,244796.34107231075,24457099.199619696,0.0
w85__r02_f01,2,1,60,0.9999986956153107,1.0,1.0,1.0,375792.4292619358,37579207.884550765,0.0
w85__r02_f01,2,1,80,0.9977357306006798,0.0,0.42857142857142855,0.6666666666666666,313294.1185404246,10992397.747781701,2.0
w85__r02_f02,2,2,16,1.0,1.0,1.0,1.0,1352.7751639132948,1352.7751639132948,0.0
w85__r02_f02,2,2,24,0.9999999999999998,1.0,1.0,1.0,391930.7509955828,391930.7509955828,0.0
w85__r02_f02,2,2,32,0.9999995180102692,1.0,1.0,1.0,270334.35918073903,27033425.291872106,0.0
w85__r02_f02,2,2,40,0.9928207519246032,1.0,0.42857142857142855,0.5384615384615384,639705.3907638332,41993044.59956147,5.0
w85__r02_f02,2,2,60,0.9999980434229663,1.0,1.0,1.0,354249.9856856845,35424805.529847726,0.0
w85__r02_f02,2,2,80,0.9977307741554422,0.0,0.6666666666666666,1.0,206782.32049176702,11756798.828260824,1.0
w85__r02_f03,2,3,16,0.9999991785830311,1.0,1.0,1.0,57203.39968321654,5720304.920207772,0.0
w85__r02_f03,2,3,24,1.0,1.0,1.0,1.0,0.6040046691170038,0.6040046691170038,0.0
w85__r02_f03,2,3,32,0.9999975900513465,1.0,1.0,1.0,26919.599981544638,2691501.8015263774,0.0
w85__r02_f03,2,3,40,0.9935793298006375,1.0,1.0,0.8181818181818182,104.59316730147583,184627.13864071216,5.0
w85__r02_f03,2,3,60,0.9999973912306217,1.0,1.0,1.0,9177.806355122968,9180.64929354365,0.0
w85__r02_f03,2,3,80,0.9999760438480186,1.0,1.0,1.0,43036.61394762133,8938.033232768283,0.0
w85__r02_f04,2,4,16,0.9999999999999999,1.0,1.0,1.0,724.546572478936,724.546572478936,0.0
w85__r02_f04,2,4,24,0.9999995555496296,1.0,1.0,1.0,8901900.436719373,890190019.4867778,0.0
w85__r02_f04,2,4,32,0.9999990360205386,1.0,1.0,1.0,854457.6614883349,85445736.83460823,0.0
w85__r02_f04,2,4,40,0.9999989522405027,1.0,1.0,1.0,900826.5362678645,90082606.48701775,0.0
w85__r02_f04,2,4,60,0.9999986956153107,1.0,1.0,1.0,79052.34195554472,7896378.267656278,0.0
w85__r02_f04,2,4,80,0.9999958696289687,1.0,1.0,1.0,99584.400074582,9925454.24847858,0.0
w85__r02_f05,2,5,16,1.0,1.0,1.0,1.0,2.6696246857357266,2.6696246857357266,0.0
w85__r02_f05,2,5,24,0.9999951110567894,1.0,0.6666666666666666,1.0,45093.33580665012,4509067.363961279,0.0
w85__r02_f05,2,5,32,0.999996626071885,1.0,1.0,1.0,52393.767028045535,5239241.229486229,0.0
w85__r02_f05,2,5,40,0.9999952850822623,1.0,1.0,1.0,37423.33925353103,3742232.651820177,0.0
w85__r02_f05,2,5,60,0.9999973912306217,1.0,1.0,1.0,102649.36608386783,10264668.252364304,0.0
w85__r02_f05,2,5,80,0.9999942174805561,1.0,1.0,1.0,177538.32124904695,17753359.291576874,0.0
w85__r03_f01,3,1,16,1.0,1.0,1.0,1.0,1.5667969601519987,1.5667969601519987,0.0
w85__r03_f01,3,1,24,0.9715970177446416,0.0,0.42857142857142855,0.42857142857142855,48219.07608515793,6946781.57820578,13.0
w85__r03_f01,3,1,32,0.9999937341335007,1.0,1.0,1.0,42256.246467454774,4225478.338173501,0.0
w85__r03_f01,3,1,40,0.9999743298923165,1.0,1.0,1.0,49546.33131899189,4954471.4977114,0.0
w85__r03_f01,3,1,60,0.9999804342296628,1.0,1.0,1.0,44572.501759151506,14926.081470459536,0.0
w85__r03_f01,3,1,80,0.9999983478515874,1.0,1.0,1.0,154470.22618886048,15446706.556335352,0.0
w85__r03_f02,3,2,16,1.0,1.0,1.0,1.0,333.6577274161113,333.6577274161113,0.0
w85__r03_f02,3,2,24,1.0,1.0,1.0,1.0,344150.10577543493,344150.10577543493,0.0
w85__r03_f02,3,2,32,0.9994240222717815,1.0,0.6666666666666666,0.8181818181818182,179523.92800456472,17949213.54251054,1.0
w85__r03_f02,3,2,40,0.999998428360754,1.0,1.0,1.0,166836.72705504368,16676709.1262467,0.0
w85__r03_f02,3,2,60,0.9999973912306217,1.0,1.0,1.0,66815.41445164614,6677451.298699053,0.0
w85__r03_f02,3,2,80,0.9999917392579376,1.0,1.0,1.0,64530.63505132109,275630.10123573,0.0
w85__r03_f03,3,3,16,0.9999950714981864,1.0,1.0,1.0,16129.659126448198,1611240.2093386669,0.0
w85__r03_f03,3,3,24,0.9994955499505549,1.0,0.6666666666666666,0.6666666666666666,38338.79520089419,3673428.3906821962,1.0
w85__r03_f03,3,3,32,0.7697356720117721,0.0,0.25,0.3333333333333333,6801.48376104443,8.400152853107294,38.0
w85__r03_f03,3,3,40,0.9999952850822623,1.0,1.0,1.0,51223.22708107279,5122310.27056354,0.0
w85__r03_f03,3,3,60,0.9952729098865837,1.0,1.0,1.0,48.15387833118369,70.96164759589618,5.0
w85__r03_f03,3,3,80,1.0,1.0,1.0,1.0,843.9633679066465,843.9633679066465,0.0
w85__r03_f04,3,4,16,0.9999999999999999,1.0,1.0,1.0,519.5669422000826,519.5669422000826,0.0
w85__r03_f04,3,4,24,0.9999995555506171,1.0,1.0,1.0,1607705.6400577803,160765320.43999892,0.0
w85__r03_f04,3,4,32,1.0,1.0,1.0,1.0,497128.5016508384,49711555.48052428,0.0
w85__r03_f04,3,4,40,1.0,1.0,1.0,1.0,54.7753938375117,54.799402623265394,0.0
w85__r03_f04,3,4,60,0.9998258646440008,1.0,0.6666666666666666,1.0,93981.55738870834,9395555.733497802,0.5
w85__r03_f04,3,4,80,0.9999991739257936,1.0,1.0,1.0,114560.08611551723,11454068.112248491,0.0
w85__r03_f05,3,5,16,0.9999983571660621,1.0,1.0,1.0,43656.82901738828,4365649.904908289,0.0
w85__r03_f05,3,5,24,0.9999808886765408,1.0,1.0,1.0,19491.30789740924,1926583.1385679278,0.0
w85__r03_f05,3,5,32,0.9999821663799632,1.0,1.0,1.0,21868.191350006447,2153032.133252059,0.0
w85__r03_f05,3,5,40,0.9974885204850078,0.0,1.0,0.8181818181818182,56182.99439359008,4416943.416701194,2.0
w85__r03_f05,3,5,60,0.9999928258842097,1.0,1.0,1.0,85325.59502132746,8532551.555672169,0.0
w85__r03_f05,3,5,80,0.99564741500729,1.0,0.42857142857142855,1.0,139693.8348710599,2526398.4847133746,3.0
w85__r04_f01,4,1,16,1.0,1.0,1.0,1.0,285.23476402018287,285.23476402018287,0.0
w85__r04_f01,4,1,24,0.9999999999999999,1.0,1.0,1.0,105905.63022912884,105905.63022912884,0.0
w85__r04_f01,4,1,32,1.0,1.0,1.0,1.0,207127.27315164154,20712662.054374695,0.0
w85__r04_f01,4,1,40,0.9999989522405027,1.0,1.0,1.0,263078.7994123867,26307320.577430118,0.0
w85__r04_f01,4,1,60,0.9999986956153107,1.0,1.0,1.0,121.55882011418461,121.67731269599439,0.0
w85__r04_f01,4,1,80,0.9999966957031748,1.0,1.0,1.0,299.66628414356217,300.2592695362898,0.0
w85__r04_f02,4,2,16,0.9999999999999999,1.0,1.0,1.0,14916.539375371041,14916.539375371041,0.0
w85__r04_f02,4,2,24,0.9999995555496296,1.0,1.0,1.0,10604044.206136165,1060403971.4923048,0.0
w85__r04_f02,4,2,32,0.9999879502567319,1.0,1.0,1.0,169776.42850451826,16315317.83729299,0.0
w85__r04_f02,4,2,40,0.9999979044810053,1.0,1.0,1.0,255228.91982828913,25522871.740766317,0.0
w85__r04_f02,4,2,60,0.9999954346535878,1.0,1.0,1.0,74219.38491990848,7419567.158833879,0.0
w85__r04_f02,4,2,80,0.9999991739257936,1.0,1.0,1.0,92342.98601700089,9230118.207103878,0.0
w85__r04_f03,4,3,16,0.9583652488051464,0.0,0.0,0.25,29670.969379308826,2618477.642972897,11.0
w85__r04_f03,4,3,24,0.9817015744619384,1.0,0.42857142857142855,0.42857142857142855,48736.78150362297,4873659.950318592,11.0
w85__r04_f03,4,3,32,1.0,1.0,1.0,1.0,38.137706217928056,38.137706217928056,0.0
w85__r04_f03,4,3,40,0.9999963328417596,1.0,1.0,1.0,59139.92231368384,5913991.802745046,0.0
w85__r04_f03,4,3,60,0.9969823060216918,1.0,0.42857142857142855,0.6666666666666666,79403.64539314777,4024171.6753544407,3.0
w85__r04_f03,4,3,80,0.9997670470738386,0.0,1.0,0.8181818181818182,154176.49120994052,517215.7143548955,1.0
w85__r04_f04,4,4,16,0.9999330545170336,1.0,1.0,1.0,45897.15584021576,4395600.926974885,0.0
w85__r04_f04,4,4,24,0.9999977777530861,1.0,1.0,1.0,43444.63904704004,4344394.553296563,0.0
w85__r04_f04,4,4,32,0.9999975900513465,1.0,1.0,1.0,44048.864797894166,4404824.461533074,0.0
w85__r04_f04,4,4,40,0.999998428360754,1.0,1.0,1.0,44489.22402878839,4448872.442711062,0.0
w85__r04_f04,4,4,60,0.9999999999999998,1.0,1.0,1.0,8.24474041154703,8.24474041154703,0.0
w85__r04_f04,4,4,80,1.0,1.0,1.0,1.0,53.31920883845543,53.31920883845543,0.0
w85__r04_f05,4,5,16,0.9999995892915156,1.0,1.0,1.0,49744.49793091063,4974438.820030713,0.0
w85__r04_f05,4,5,24,0.9999982222024688,1.0,1.0,1.0,67268.46706731814,6726644.980107121,0.0
w85__r04_f05,4,5,32,0.999998554030808,1.0,1.0,1.0,75514.79692313465,7551262.466348242,0.0
w85__r04_f05,4,5,40,0.9999979044810053,1.0,1.0,1.0,96698.49417736332,9669817.724248972,0.0
w85__r04_f05,4,5,60,0.9999999999999998,1.0,1.0,1.0,30.941674770814906,30.941674770814906,0.0
w85__r04_f05,4,5,80,0.999630744829808,1.0,1.0,1.0,13513.655338242424,4754574.421310209,1.0
w85__r05_f01,5,1,16,1.0,1.0,1.0,1.0,1059.9060204771904,1059.9060204771904,0.0
w85__r05_f01,5,1,24,0.9999995555506171,1.0,1.0,1.0,2572857.5170886433,257284389.16453838,0.0
w85__r05_f01,5,1,32,1.0,1.0,1.0,1.0,845714.371462567,84571303.80612089,0.0
w85__r05_f01,5,1,40,0.999998428360754,1.0,1.0,1.0,13.737691536333003,13.725321099706846,0.0
w85__r05_f01,5,1,60,0.9999980434229663,1.0,1.0,1.0,70133.00432830153,7012574.60610188,0.0
w85__r05_f01,5,1,80,0.9999991739257936,1.0,1.0,1.0,93669.41443833456,9365476.867419735,0.0
w85__r05_f02,5,2,16,0.9998923943770724,1.0,1.0,1.0,18932.424070274006,157857.65036231425,1.0
w85__r05_f02,5,2,24,0.9999804442271579,1.0,1.0,1.0,7889.636826111621,786887.0211752716,0.0
w85__r05_f02,5,2,32,0.9999951801026927,1.0,1.0,1.0,116.51184945981706,115.84467819363991,0.0
w85__r05_f02,5,2,40,0.9999973806012568,1.0,1.0,1.0,99.34555726490414,99.28844120840695,0.0
w85__r05_f02,5,2,60,0.9999999999999998,1.0,1.0,1.0,42.57628000311346,42.57628000311346,0.0
w85__r05_f02,5,2,80,0.9998009161162947,1.0,1.0,0.8181818181818182,95.14663259369689,89.10030817610846,1.0
w85__r05_f03,5,3,16,1.0,1.0,1.0,1.0,289.9527850702816,289.9527850702816,0.0
w85__r05_f03,5,3,24,0.9999999999999999,1.0,1.0,1.0,109112.90816024528,109112.90816024528,0.0
