idx,n,err,pmean,q20frac,y,D,logh,B1,kh_frames,partition,cfg,TE
36,20,0.0,1.1927632903052654e-05,0.0,0,55.06646,19.417921791743517,2.1118775145045245,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
37,20,0.0,0.003909093540937647,0.0,0,75.07011,19.98080614830166,1.2886104300702015,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
38,20,0.0,0.020275436590469553,0.0,0,63.52674,20.292071224654542,1.2590491300571152,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
39,20,0.0,9.902520598075171e-05,0.0,0,63.060520000000004,19.59181222545722,1.9475032256474287,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
40,20,0.0,0.12589269848543266,1.0,0,82.90426,20.353617298886796,0.6336363130100564,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
41,20,0.0,0.006355731372758555,0.9,0,70.64577,20.01112180948569,0.8265570913409022,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
42,20,0.0,0.018859347622350243,1.0,0,66.93857,20.214555008347787,0.6537525765781235,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
43,20,0.0,3.534524864790001e-07,0.0,0,47.24953,19.337701159028157,2.8196863126813434,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
44,20,0.0,0.021966264279274127,0.35,0,70.88922,20.17863881363804,0.9739321752192943,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
45,20,0.0,0.9170339392088636,1.0,1,158.3638,21.02303745357591,0.7658984888470086,14,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
46,20,0.0,0.00017909330293264247,0.0,0,59.03557,19.786734284104593,1.6795667907368645,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
47,20,0.0,2.9388917255346314e-06,0.0,0,51.40045,19.496608148406963,2.4492203550152953,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
48,20,0.0,0.004886099758562068,0.75,0,63.04418,20.089217148628133,0.8894771251924011,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
49,20,0.0,0.002018822600996373,0.0,0,59.113809999999994,20.026110761752552,1.5144699905651404,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
50,20,0.0,0.004504621252323204,0.0,0,75.01098,20.04938400428353,1.8905829356018609,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
51,20,0.0,0.003451082666236971,0.0,0,78.89913,19.910193217425284,1.7007636334618321,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
52,20,0.0,0.6526448750806466,1.0,1,119.0752,20.799145738428294,0.6187742015491088,7,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
53,20,0.0,0.0013747931847944983,0.0,0,78.93777,19.829459032955192,1.678387135898019,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
54,20,0.0,0.003608684639328885,0.0,0,74.68508,19.926120342879205,1.07461834836943,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
55,20,0.0,4.100445376025164e-05,0.0,0,62.83974,19.571895082360218,2.1258020803145348,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
56,20,0.0,1.2060555542348084e-05,0.0,0,58.96711,19.5349408564302,2.324669478895441,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
57,20,0.0,0.8025751886337844,0.95,1,207.3806,20.760882131994514,0.8392576303884843,143,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
58,20,0.0,0.015366202295643916,0.0,0,74.786,20.206963385500995,1.650882309898008,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
59,20,0.0,0.011071774228861386,0.15,0,66.55402000000001,20.230879882083443,1.0026411018611028,0,new-data,0.0002|0.0014|0.0012|0.0021,0.0021
