run_id,repeat,fold,arm,subset,region,accuracy_AULC,balanced_accuracy_AULC,keyhole_recall_AULC,roc_auc_AULC,pr_auc_AULC,brier_score_AULC,conduction_recall_AULC
w85__r01_f02,1,2,A0_m3_margin,B1_q20,EARLY_B16_40,0.7475490196078431,0.7300347222222223,0.6875,0.8326388888888889,0.5908400443510737,0.20642644558758352,0.7725694444444445
w85__r01_f02,1,2,A0_m3_margin,B1_q30,EARLY_B16_40,0.7958333333333334,0.7765899122807017,0.7395833333333334,0.8811220760233919,0.6231542608625942,0.16533830753875176,0.8135964912280702
w85__r01_f02,1,2,A0_m3_margin,full81,EARLY_B16_40,0.9359567901234568,0.9171441897654585,0.8883928571428571,0.9770677860696516,0.8766438191455238,0.0516160752366408,0.9458955223880597
w85__r01_f02,1,2,A0_model_on_A1_path,B1_q20,EARLY_B16_40,0.7512254901960785,0.7338541666666667,0.6916666666666668,0.8329861111111111,0.5913278089013383,0.20822044256512137,0.7760416666666666
w85__r01_f02,1,2,A0_model_on_A1_path,B1_q30,EARLY_B16_40,0.7958333333333334,0.7777777777777777,0.7430555555555555,0.8813048245614036,0.6246250701459034,0.16741552273951,0.8125
w85__r01_f02,1,2,A0_model_on_A1_path,full81,EARLY_B16_40,0.9359567901234568,0.91773276474769,0.8898809523809522,0.9769345238095237,0.8750181168643455,0.052205549147538964,0.9455845771144279
w85__r01_f02,1,2,A1_model_on_A0_path,B1_q20,EARLY_B16_40,0.7512254901960785,0.7399305555555555,0.7125,0.8322916666666668,0.5890096872082166,0.2063062312454289,0.7673611111111112
w85__r01_f02,1,2,A1_model_on_A0_path,B1_q30,EARLY_B16_40,0.8016666666666666,0.7875548245614036,0.7604166666666666,0.881670321637427,0.6233159722222222,0.16466992555249044,0.8146929824561404
w85__r01_f02,1,2,A1_model_on_A0_path,full81,EARLY_B16_40,0.9377572016460904,0.9217639481165602,0.8973214285714285,0.9767124200426439,0.8744719189232932,0.05140425127107142,0.9462064676616916
w85__r01_f02,1,2,A1_predicted_width_margin,B1_q20,EARLY_B16_40,0.7549019607843137,0.74375,0.7166666666666668,0.8329861111111111,0.5903985760971054,0.2083228371322997,0.7708333333333334
w85__r01_f02,1,2,A1_predicted_width_margin,B1_q30,EARLY_B16_40,0.8024999999999999,0.7892909356725145,0.7638888888888888,0.8811220760233919,0.6199402006172839,0.16693350801486714,0.8146929824561404
w85__r01_f02,1,2,A1_predicted_width_margin,full81,EARLY_B16_40,0.938014403292181,0.9225079957356076,0.8988095238095237,0.9765125266524519,0.8717458000666597,0.05205675112242499,0.9462064676616916
w85__r01_f02,1,2,A4_model_on_A0_path,B1_q20,EARLY_B16_40,0.7512254901960785,0.7399305555555555,0.7125,0.8329861111111111,0.5915096872082165,0.20508914331387698,0.7673611111111112
w85__r01_f02,1,2,A4_model_on_A0_path,B1_q30,EARLY_B16_40,0.8016666666666666,0.7875548245614036,0.7604166666666666,0.8824013157894738,0.6248591820987653,0.16387645581711016,0.8146929824561404
w85__r01_f02,1,2,A4_model_on_A0_path,full81,EARLY_B16_40,0.9377572016460904,0.9217639481165602,0.8973214285714285,0.9770011549395878,0.8761876430917485,0.05115736514082005,0.9462064676616916
w85__r01_f02,1,2,A4_oracle_width_margin,B1_q20,EARLY_B16_40,0.7561274509803922,0.7458333333333332,0.7208333333333333,0.8333333333333334,0.5928985760971055,0.2074699460162158,0.7708333333333334
w85__r01_f02,1,2,A4_oracle_width_margin,B1_q30,EARLY_B16_40,0.805,0.7921235380116959,0.767361111111111,0.8824013157894738,0.6266917438271604,0.16632822824587257,0.8168859649122808
w85__r01_f02,1,2,A4_oracle_width_margin,full81,EARLY_B16_40,0.9387860082304526,0.9235629886282872,0.9002976190476191,0.9769123134328357,0.8747935090492426,0.05187397118123111,0.9468283582089553
w85__r01_f03,1,3,A0_m3_margin,B1_q20,EARLY_B16_40,0.9129901960784315,0.9037202380952382,0.8511904761904762,0.9776785714285715,0.9634628851540615,0.07328400783719292,0.9562499999999999
w85__r01_f03,1,3,A0_m3_margin,B1_q30,EARLY_B16_40,0.9408333333333333,0.9134424603174603,0.8511904761904762,0.986276455026455,0.9626785714285714,0.04983479676103195,0.9756944444444445
w85__r01_f03,1,3,A0_m3_margin,full81,EARLY_B16_40,0.981738683127572,0.9595326936744847,0.9255952380952381,0.9966018123667378,0.9844925778953556,0.01544216861579705,0.9934701492537313
w85__r01_f03,1,3,A0_model_on_A1_path,B1_q20,EARLY_B16_40,0.9105392156862745,0.9016369047619048,0.8511904761904762,0.9770833333333334,0.9626125450180071,0.07444847530956357,0.9520833333333334
w85__r01_f03,1,3,A0_model_on_A1_path,B1_q30,EARLY_B16_40,0.9391666666666666,0.9122850529100529,0.8511904761904762,0.9859457671957671,0.9618282312925169,0.050626634508488234,0.9733796296296297
w85__r01_f03,1,3,A0_model_on_A1_path,full81,EARLY_B16_40,0.9812242798353908,0.9592217484008528,0.9255952380952381,0.9965573916133618,0.984279992861342,0.015686136277827202,0.9928482587064676
w85__r01_f03,1,3,A1_model_on_A0_path,B1_q20,EARLY_B16_40,0.9129901960784315,0.9037202380952382,0.8511904761904762,0.9779761904761907,0.9641148125917032,0.07398960675532917,0.9562499999999999
w85__r01_f03,1,3,A1_model_on_A0_path,B1_q30,EARLY_B16_40,0.9408333333333333,0.9134424603174603,0.8511904761904762,0.9864417989417991,0.9633304988662131,0.05031460369382651,0.9756944444444445
w85__r01_f03,1,3,A1_model_on_A0_path,full81,EARLY_B16_40,0.981738683127572,0.9595326936744847,0.9255952380952381,0.9966240227434257,0.9846860847852912,0.01559005209341765,0.9934701492537313
w85__r01_f03,1,3,A1_predicted_width_margin,B1_q20,EARLY_B16_40,0.9105392156862745,0.9016369047619048,0.8511904761904762,0.9773809523809524,0.9632644724556488,0.07482356071946437,0.9520833333333334
w85__r01_f03,1,3,A1_predicted_width_margin,B1_q30,EARLY_B16_40,0.9391666666666666,0.9122850529100529,0.8511904761904762,0.9861111111111112,0.9624801587301587,0.05088169225567104,0.9733796296296297
w85__r01_f03,1,3,A1_predicted_width_margin,full81,EARLY_B16_40,0.9812242798353908,0.9592217484008528,0.9255952380952381,0.9965796019900498,0.9844734997512775,0.01576465287425875,0.9928482587064676
w85__r01_f03,1,3,A4_model_on_A0_path,B1_q20,EARLY_B16_40,0.9129901960784315,0.9046130952380954,0.8571428571428571,0.9776785714285715,0.964079381752701,0.07383711767147381,0.9520833333333334
w85__r01_f03,1,3,A4_model_on_A0_path,B1_q30,EARLY_B16_40,0.9408333333333333,0.9152612433862434,0.8571428571428571,0.986276455026455,0.9632950680272107,0.05021098399147864,0.9733796296296297
w85__r01_f03,1,3,A4_model_on_A0_path,full81,EARLY_B16_40,0.981738683127572,0.9607098436389482,0.9285714285714285,0.9965796019900498,0.9844876720868784,0.015547609151147432,0.9928482587064676
w85__r01_f03,1,3,A4_oracle_width_margin,B1_q20,EARLY_B16_40,0.9117647058823529,0.9031249999999998,0.8541666666666666,0.9779761904761907,0.9644514055622248,0.07388321988957577,0.9520833333333334
w85__r01_f03,1,3,A4_oracle_width_margin,B1_q30,EARLY_B16_40,0.9400000000000001,0.913773148148148,0.8541666666666666,0.986441798941799,0.9636670918367347,0.05024087752392146,0.9733796296296297
w85__r01_f03,1,3,A4_oracle_width_margin,full81,EARLY_B16_40,0.9814814814814814,0.9599657960199005,0.9270833333333334,0.9966018123667376,0.9845868784360848,0.015541710181354362,0.9928482587064676
w85__r01_f04,1,4,A0_m3_margin,B1_q20,EARLY_B16_40,0.7892156862745097,0.7613636363636364,0.6666666666666666,0.8522727272727272,0.8272473509605862,0.16066431576956472,0.8560606060606061
