arm,subset,region,metric,mean_AULC,ci_lower,ci_upper
A0_model_on_A1_path,B1_q20,EARLY_B16_40,roc_auc,0.9012968492734119,0.8956566547963034,0.9070176276486823
A0_model_on_A1_path,B1_q20,EARLY_B16_40,pr_auc,0.845306856368335,0.8358780072243669,0.8543962570504063
A0_model_on_A1_path,B1_q20,EARLY_B16_40,brier_score,0.14327550348474136,0.13700169001038404,0.15006197875681448
A0_model_on_A1_path,B1_q20,EARLY_B16_40,conduction_recall,0.8825184468309468,0.8735557760960104,0.8908641825477763
A0_model_on_A1_path,B1_q20,FULL_B16_80,accuracy,0.8430376838235294,0.838933478860294,0.8476102941176471
A0_model_on_A1_path,B1_q20,FULL_B16_80,balanced_accuracy,0.821412465030629,0.8131303766518854,0.8294026387187031
A0_model_on_A1_path,B1_q20,FULL_B16_80,keyhole_recall,0.7365043712797619,0.7187335511222718,0.7540781257750497
A0_model_on_A1_path,B1_q20,FULL_B16_80,roc_auc,0.9124882025526558,0.9073853004769754,0.9178990062753002
A0_model_on_A1_path,B1_q20,FULL_B16_80,pr_auc,0.8628911527129214,0.8551554783646872,0.8704510970298187
A0_model_on_A1_path,B1_q20,FULL_B16_80,brier_score,0.127208426314315,0.12305912619763643,0.131662301764354
A0_model_on_A1_path,B1_q20,FULL_B16_80,conduction_recall,0.9063205587814963,0.8989363932400066,0.9128983509058216
A0_model_on_A1_path,B1_q30,EARLY_B16_40,accuracy,0.8670416666666666,0.8629333333333333,0.8707585416666666
A0_model_on_A1_path,B1_q30,EARLY_B16_40,balanced_accuracy,0.8415981667447296,0.8364592531739392,0.8472364126110056
A0_model_on_A1_path,B1_q30,EARLY_B16_40,keyhole_recall,0.7695804623617124,0.7570447482638888,0.7828533878592473
A0_model_on_A1_path,B1_q30,EARLY_B16_40,roc_auc,0.9338931974673074,0.9297908055470475,0.9383983609921406
A0_model_on_A1_path,B1_q30,EARLY_B16_40,pr_auc,0.8659745678542109,0.8588941659950008,0.8732517047109499
A0_model_on_A1_path,B1_q30,EARLY_B16_40,brier_score,0.1095532635913035,0.10490586926811715,0.11424865102050691
A0_model_on_A1_path,B1_q30,EARLY_B16_40,conduction_recall,0.9136158711277472,0.9061151888702302,0.9203731097290186
A0_model_on_A1_path,B1_q30,FULL_B16_80,accuracy,0.88565625,0.8828530468749999,0.8884719531249999
A0_model_on_A1_path,B1_q30,FULL_B16_80,balanced_accuracy,0.8581320733828368,0.8533608269713514,0.8631518798761593
A0_model_on_A1_path,B1_q30,FULL_B16_80,keyhole_recall,0.7815119244904402,0.7710021351911978,0.7924093003838609
A0_model_on_A1_path,B1_q30,FULL_B16_80,roc_auc,0.9446723844266518,0.9413450850613693,0.9481422510511771
A0_model_on_A1_path,B1_q30,FULL_B16_80,pr_auc,0.8847111879176577,0.8793682940192965,0.88980696197483
A0_model_on_A1_path,B1_q30,FULL_B16_80,brier_score,0.09566437179358529,0.09295578604594862,0.0985730869803479
A0_model_on_A1_path,B1_q30,FULL_B16_80,conduction_recall,0.9347522222752334,0.930783059001767,0.9385111659584682
A0_model_on_A1_path,full81,EARLY_B16_40,accuracy,0.9579269547325102,0.9565251414609052,0.9592463991769546
A0_model_on_A1_path,full81,EARLY_B16_40,balanced_accuracy,0.9233408471710712,0.9200837981527695,0.9267901135219465
A0_model_on_A1_path,full81,EARLY_B16_40,keyhole_recall,0.8694613095238095,0.8619215029761904,0.8774109871031747
A0_model_on_A1_path,full81,EARLY_B16_40,roc_auc,0.9835953190845913,0.9806745138283152,0.9861812254620208
A0_model_on_A1_path,full81,EARLY_B16_40,pr_auc,0.9412069812287477,0.9352250878282334,0.9472597177117912
A0_model_on_A1_path,full81,EARLY_B16_40,brier_score,0.03648761568992121,0.034898774692172854,0.038107837614231505
A0_model_on_A1_path,full81,EARLY_B16_40,conduction_recall,0.9772203848183325,0.9751166751469924,0.9791639482511684
A0_model_on_A1_path,full81,FULL_B16_80,accuracy,0.9639641203703704,0.962998649691358,0.9649556327160493
A0_model_on_A1_path,full81,FULL_B16_80,balanced_accuracy,0.9296767900554048,0.9267690395804056,0.9326127178636042
A0_model_on_A1_path,full81,FULL_B16_80,keyhole_recall,0.8762343750000001,0.8698430989583333,0.8828777715773811
A0_model_on_A1_path,full81,FULL_B16_80,roc_auc,0.9888265483997761,0.9871717017212034,0.990233925180981
A0_model_on_A1_path,full81,FULL_B16_80,pr_auc,0.9563121417526332,0.9523469923518132,0.9600602842730838
A0_model_on_A1_path,full81,FULL_B16_80,brier_score,0.03167281205253565,0.030636718065266272,0.03277339693302503
A0_model_on_A1_path,full81,FULL_B16_80,conduction_recall,0.9831192051108097,0.9820562024748419,0.9841277786316995
A1_model_on_A0_path,B1_q20,EARLY_B16_40,accuracy,0.8270343137254901,0.8226835171568627,0.8315563725490195
A1_model_on_A0_path,B1_q20,EARLY_B16_40,balanced_accuracy,0.8094782428219928,0.802124655379343,0.8164309271674506
A1_model_on_A0_path,B1_q20,EARLY_B16_40,keyhole_recall,0.7388399470899472,0.7232017939814814,0.7539200148809524
A1_model_on_A0_path,B1_q20,EARLY_B16_40,roc_auc,0.9041808394152143,0.8993637667743137,0.9092279588972949
A1_model_on_A0_path,B1_q20,EARLY_B16_40,pr_auc,0.8482794342592159,0.8383527657363068,0.8577568224833628
A1_model_on_A0_path,B1_q20,EARLY_B16_40,brier_score,0.14036136544799765,0.13509323627729017,0.145381848540721
A1_model_on_A0_path,B1_q20,EARLY_B16_40,conduction_recall,0.8801165385540386,0.8723793386301198,0.8882772742593056
A1_model_on_A0_path,B1_q20,FULL_B16_80,accuracy,0.8474126838235294,0.843125,0.8516636029411766
A1_model_on_A0_path,B1_q20,FULL_B16_80,balanced_accuracy,0.8288862060248781,0.8209101263834907,0.8364975805363256
A1_model_on_A0_path,B1_q20,FULL_B16_80,keyhole_recall,0.7566314484126984,0.7400160404265874,0.7723038527715773
A1_model_on_A0_path,B1_q20,FULL_B16_80,roc_auc,0.9198179099546285,0.9161501475900401,0.9237500449068076
A1_model_on_A0_path,B1_q20,FULL_B16_80,pr_auc,0.8695056881586263,0.8619746355913648,0.8767012400586013
A1_model_on_A0_path,B1_q20,FULL_B16_80,brier_score,0.12177542308322845,0.11818956853319453,0.1256471977031475
A1_model_on_A0_path,B1_q20,FULL_B16_80,conduction_recall,0.9011409636370574,0.893743210066843,0.9069328241853631
A1_model_on_A0_path,B1_q30,EARLY_B16_40,accuracy,0.8707583333333334,0.8664916666666667,0.8743583333333333
A1_model_on_A0_path,B1_q30,EARLY_B16_40,balanced_accuracy,0.8473053044888618,0.8423329326854055,0.8520295297354923
A1_model_on_A0_path,B1_q30,EARLY_B16_40,keyhole_recall,0.7805389084295334,0.7711936553030303,0.7900244483525733
A1_model_on_A0_path,B1_q30,EARLY_B16_40,roc_auc,0.9365452843954006,0.9328976594565902,0.9403100059564832
A1_model_on_A0_path,B1_q30,EARLY_B16_40,pr_auc,0.8695268570559161,0.8621974502828736,0.8769795333802578
A1_model_on_A0_path,B1_q30,EARLY_B16_40,brier_score,0.10700240637625862,0.10309941445044812,0.11089377809302989
A1_model_on_A0_path,B1_q30,EARLY_B16_40,conduction_recall,0.9140717005481905,0.9075174798600066,0.920345082059055
A1_model_on_A0_path,B1_q30,FULL_B16_80,accuracy,0.8902906249999999,0.8870249218749998,0.8934032812499999
A1_model_on_A0_path,B1_q30,FULL_B16_80,balanced_accuracy,0.86649229417021,0.8613589570855318,0.8715593289376656
A1_model_on_A0_path,B1_q30,FULL_B16_80,keyhole_recall,0.7999555797934704,0.7901393526503878,0.8093037872446563
A1_model_on_A0_path,B1_q30,FULL_B16_80,roc_auc,0.9498908401341305,0.947317563901812,0.9524371250684608
A1_model_on_A0_path,B1_q30,FULL_B16_80,pr_auc,0.891267320166231,0.8862520284171458,0.8961055197515816
A1_model_on_A0_path,B1_q30,FULL_B16_80,brier_score,0.09112274986720924,0.08862697824497227,0.09362962429462085
A1_model_on_A0_path,B1_q30,FULL_B16_80,conduction_recall,0.9330290085469495,0.9292080171286923,0.9365247546548089
A1_model_on_A0_path,full81,EARLY_B16_40,accuracy,0.959156378600823,0.9576131687242798,0.9604758230452675
A1_model_on_A0_path,full81,EARLY_B16_40,balanced_accuracy,0.9263403545045333,0.9236072592092298,0.928900644168228
A1_model_on_A0_path,full81,EARLY_B16_40,keyhole_recall,0.8751676587301587,0.8696557539682541,0.8806880208333333
A1_model_on_A0_path,full81,EARLY_B16_40,roc_auc,0.9848160146238504,0.9827149108242158,0.9868291785346356
A1_model_on_A0_path,full81,EARLY_B16_40,pr_auc,0.9442943127551136,0.9393755856610243,0.9495736618709149
A1_model_on_A0_path,full81,EARLY_B16_40,brier_score,0.0356564975095516,0.03427597127484587,0.0370228306205128
A1_model_on_A0_path,full81,EARLY_B16_40,conduction_recall,0.9775130502789086,0.9758394968811245,0.9791493020220865
A1_model_on_A0_path,full81,FULL_B16_80,accuracy,0.9654783950617285,0.9643634018132715,0.9665567370756172
A1_model_on_A0_path,full81,FULL_B16_80,balanced_accuracy,0.934635128436551,0.9322168911429057,0.9369254187917958
A1_model_on_A0_path,full81,FULL_B16_80,keyhole_recall,0.8865584077380951,0.8818406343005952,0.8913076822916667
A1_model_on_A0_path,full81,FULL_B16_80,roc_auc,0.9900734985112317,0.9889332030450763,0.9910907621511792
A1_model_on_A0_path,full81,FULL_B16_80,pr_auc,0.9597525459040288,0.9566979044613657,0.9628272512621188
A1_model_on_A0_path,full81,FULL_B16_80,brier_score,0.0301100667668316,0.029121724269219485,0.03111981375462095
A1_model_on_A0_path,full81,FULL_B16_80,conduction_recall,0.9827118491350069,0.9816928461386251,0.9836538609332599
A1_predicted_width_margin,B1_q20,EARLY_B16_40,accuracy,0.824546568627451,0.8193011642156861,0.8298529411764705
A1_predicted_width_margin,B1_q20,EARLY_B16_40,balanced_accuracy,0.80585661502849,0.7980595702402343,0.8133750982090826
A1_predicted_width_margin,B1_q20,EARLY_B16_40,keyhole_recall,0.7294822255291004,0.7110724826388888,0.7473819072420635
A1_predicted_width_margin,B1_q20,EARLY_B16_40,roc_auc,0.9034282708032709,0.897402699875356,0.9094561083303271
A1_predicted_width_margin,B1_q20,EARLY_B16_40,pr_auc,0.8475801949900493,0.8382388974238981,0.85655437373902
A1_predicted_width_margin,B1_q20,EARLY_B16_40,brier_score,0.14223440823501715,0.13588379478996201,0.14918843472296164
A1_predicted_width_margin,B1_q20,EARLY_B16_40,conduction_recall,0.8822310045278796,0.8723016662735413,0.8921817201895327
A1_predicted_width_margin,B1_q20,FULL_B16_80,accuracy,0.8476470588235292,0.8439200367647061,0.8513054917279412
A1_predicted_width_margin,B1_q20,FULL_B16_80,balanced_accuracy,0.8291242852199885,0.8217625859708867,0.8360132320533199
A1_predicted_width_margin,B1_q20,FULL_B16_80,keyhole_recall,0.7552344370039682,0.7387876705109127,0.7706434182787697
A1_predicted_width_margin,B1_q20,FULL_B16_80,roc_auc,0.9195071722981879,0.9153483746830429,0.9237247901729349
A1_predicted_width_margin,B1_q20,FULL_B16_80,pr_auc,0.8698151307686821,0.86273043216074,0.8765749526720557
A1_predicted_width_margin,B1_q20,FULL_B16_80,brier_score,0.12283995382860242,0.11878274551045635,0.1274399479133093
A1_predicted_width_margin,B1_q20,FULL_B16_80,conduction_recall,0.9030141334360084,0.8953387246488321,0.9093807287330725
A1_predicted_width_margin,B1_q30,EARLY_B16_40,accuracy,0.8684166666666666,0.8640416666666667,0.8724752083333334
A1_predicted_width_margin,B1_q30,EARLY_B16_40,balanced_accuracy,0.8433608896823026,0.8383856868695182,0.848782829879833
A1_predicted_width_margin,B1_q30,EARLY_B16_40,keyhole_recall,0.7718976446007696,0.7599507359683141,0.7848119171626985
A1_predicted_width_margin,B1_q30,EARLY_B16_40,roc_auc,0.9353652621445819,0.931029121017815,0.9397641747547911
A1_predicted_width_margin,B1_q30,EARLY_B16_40,pr_auc,0.8680756611514788,0.8606168118874744,0.8755969189953068
A1_predicted_width_margin,B1_q30,EARLY_B16_40,brier_score,0.10856727060284818,0.1039008399915139,0.11333612659888494
A1_predicted_width_margin,B1_q30,EARLY_B16_40,conduction_recall,0.914824134763836,0.9071679093262079,0.9221524363919615
A1_predicted_width_margin,B1_q30,FULL_B16_80,accuracy,0.890446875,0.887715625,0.892871953125
A1_predicted_width_margin,B1_q30,FULL_B16_80,balanced_accuracy,0.8664195563829582,0.8614999641291047,0.8708508409682104
A1_predicted_width_margin,B1_q30,FULL_B16_80,keyhole_recall,0.798714860660173,0.7886268724493822,0.8082970164113231
A1_predicted_width_margin,B1_q30,FULL_B16_80,roc_auc,0.9494201124960915,0.9465794381670065,0.9523429697848405
A1_predicted_width_margin,B1_q30,FULL_B16_80,pr_auc,0.8912691906964039,0.886682586761217,0.895676251443958
A1_predicted_width_margin,B1_q30,FULL_B16_80,brier_score,0.09202906035551103,0.08927349858430927,0.09506770007503311
A1_predicted_width_margin,B1_q30,FULL_B16_80,conduction_recall,0.9341242521057428,0.9301966556333675,0.9375705968578363
A1_predicted_width_margin,full81,EARLY_B16_40,accuracy,0.9583487654320988,0.9569110082304526,0.9597222222222224
A1_predicted_width_margin,full81,EARLY_B16_40,balanced_accuracy,0.9239646908853999,0.9208133795813951,0.9273617171683519
A1_predicted_width_margin,full81,EARLY_B16_40,keyhole_recall,0.8704146825396826,0.8629512896825396,0.8781202876984127
A1_predicted_width_margin,full81,EARLY_B16_40,roc_auc,0.983790178795776,0.9808019512937657,0.9864017473509078
A1_predicted_width_margin,full81,EARLY_B16_40,pr_auc,0.9418609134022324,0.9356413476909681,0.9481207946294893
A1_predicted_width_margin,full81,EARLY_B16_40,brier_score,0.03614338726290593,0.034562281298075086,0.037811693832176585
A1_predicted_width_margin,full81,EARLY_B16_40,conduction_recall,0.9775146992311171,0.9753303911314639,0.9795504120024875
A1_predicted_width_margin,full81,FULL_B16_80,accuracy,0.9655362654320987,0.9646595293209878,0.9663368296682098
A1_predicted_width_margin,full81,FULL_B16_80,balanced_accuracy,0.9343485640991472,0.9320500798185414,0.9365475765702738
A1_predicted_width_margin,full81,FULL_B16_80,keyhole_recall,0.8857771577380952,0.8808920758928571,0.8906830636160715
A1_predicted_width_margin,full81,FULL_B16_80,roc_auc,0.9895505851424694,0.987875785515402,0.9909202085886686
A1_predicted_width_margin,full81,FULL_B16_80,pr_auc,0.9587811922763599,0.9549840675193882,0.9623114267205066
A1_predicted_width_margin,full81,FULL_B16_80,brier_score,0.030443669974968328,0.029405422332634483,0.03153759825971262
A1_predicted_width_margin,full81,FULL_B16_80,conduction_recall,0.9829199704601992,0.9818850213598204,0.9839024448955507
A4_model_on_A0_path,B1_q20,EARLY_B16_40,accuracy,0.8289460784313725,0.8245094975490194,0.8334068627450979
A4_model_on_A0_path,B1_q20,EARLY_B16_40,balanced_accuracy,0.8119369056869058,0.8047449274105524,0.8188378302181037
A4_model_on_A0_path,B1_q20,EARLY_B16_40,keyhole_recall,0.7435009920634921,0.7278544477513226,0.7589771825396826
A4_model_on_A0_path,B1_q20,EARLY_B16_40,roc_auc,0.9056346041111668,0.9003613538154557,0.9113324278296936
A4_model_on_A0_path,B1_q20,EARLY_B16_40,pr_auc,0.8499773477535332,0.8393229170932865,0.8605358747373584
A4_model_on_A0_path,B1_q20,EARLY_B16_40,brier_score,0.1395711800626078,0.13425662060179613,0.1447308979911647
A4_model_on_A0_path,B1_q20,EARLY_B16_40,conduction_recall,0.8803728193103195,0.8731526691768879,0.8880841421599234
A4_model_on_A0_path,B1_q20,FULL_B16_80,accuracy,0.8514292279411764,0.8481341911764707,0.8546140854779413
A4_model_on_A0_path,B1_q20,FULL_B16_80,balanced_accuracy,0.834145218930375,0.8274789300055414,0.8404090455009401
A4_model_on_A0_path,B1_q20,FULL_B16_80,keyhole_recall,0.7666987227182539,0.752673419673859,0.7798681725880455
A4_model_on_A0_path,B1_q20,FULL_B16_80,roc_auc,0.9217184615514693,0.917892498487298,0.9258178508503218
A4_model_on_A0_path,B1_q20,FULL_B16_80,pr_auc,0.8719954139526838,0.8638641617204545,0.8796432590709373
A4_model_on_A0_path,B1_q20,FULL_B16_80,brier_score,0.1199301042374284,0.11647143799485525,0.12358920453509246
A4_model_on_A0_path,B1_q20,FULL_B16_80,conduction_recall,0.9015917151424965,0.8951733552038239,0.9070058519605394
A4_model_on_A0_path,B1_q30,EARLY_B16_40,accuracy,0.8722916666666667,0.8678581249999998,0.8759916666666667
A4_model_on_A0_path,B1_q30,EARLY_B16_40,balanced_accuracy,0.8494069632002343,0.8438431140725026,0.8544581854525245
A4_model_on_A0_path,B1_q30,EARLY_B16_40,keyhole_recall,0.7845959145021644,0.7746318277642495,0.7946786597372535
A4_model_on_A0_path,B1_q30,EARLY_B16_40,roc_auc,0.9374217978590751,0.9335858884443556,0.9414579515224284
A4_model_on_A0_path,B1_q30,EARLY_B16_40,pr_auc,0.8709911762169256,0.8634244104640654,0.8784840840900137
A4_model_on_A0_path,B1_q30,EARLY_B16_40,brier_score,0.10633987178526334,0.10228315433931656,0.11024844421752661
A4_model_on_A0_path,B1_q30,EARLY_B16_40,conduction_recall,0.914218011898304,0.9073258386643359,0.9205334343104158
A4_model_on_A0_path,B1_q30,FULL_B16_80,accuracy,0.893165625,0.890593671875,0.8957845312500001
A4_model_on_A0_path,B1_q30,FULL_B16_80,balanced_accuracy,0.8708225499186446,0.8662693256060867,0.8752343052672448
A4_model_on_A0_path,B1_q30,FULL_B16_80,keyhole_recall,0.8084810718795092,0.8002730851342668,0.8165244798007981
A4_model_on_A0_path,B1_q30,FULL_B16_80,roc_auc,0.9510073626399267,0.9485342273696493,0.9535671880088171
A4_model_on_A0_path,B1_q30,FULL_B16_80,pr_auc,0.8931452090194771,0.888247161201739,0.8980923935506918
A4_model_on_A0_path,B1_q30,FULL_B16_80,brier_score,0.0896832122574979,0.0872652595057614,0.09221278173593046
A4_model_on_A0_path,B1_q30,FULL_B16_80,conduction_recall,0.9331640279577798,0.9295021305873641,0.9366944269482396
A4_model_on_A0_path,full81,EARLY_B16_40,accuracy,0.9594855967078189,0.9578446502057615,0.9608564814814814
A4_model_on_A0_path,full81,EARLY_B16_40,balanced_accuracy,0.9272534008798001,0.9241544553847375,0.9300107624923273
A4_model_on_A0_path,full81,EARLY_B16_40,keyhole_recall,0.8769890873015871,0.8710227182539682,0.8829008680555555
A4_model_on_A0_path,full81,EARLY_B16_40,roc_auc,0.9849266350875492,0.9827917165558839,0.9869787953215076
A4_model_on_A0_path,full81,EARLY_B16_40,pr_auc,0.9446605247606318,0.9395445209554849,0.9501049530151124
A4_model_on_A0_path,full81,EARLY_B16_40,brier_score,0.03546875434900367,0.034051813047704084,0.03690266160796991
A4_model_on_A0_path,full81,EARLY_B16_40,conduction_recall,0.9775177144580128,0.9758122090777175,0.9791372387588572
A4_model_on_A0_path,full81,FULL_B16_80,accuracy,0.9660783179012347,0.9651437114197531,0.966969521604938
A4_model_on_A0_path,full81,FULL_B16_80,balanced_accuracy,0.9361704858418944,0.9342017287812661,0.9380864273650016
A4_model_on_A0_path,full81,FULL_B16_80,keyhole_recall,0.8895491071428573,0.8856394345238094,0.8935499255952382
A4_model_on_A0_path,full81,FULL_B16_80,roc_auc,0.9901874790515766,0.9890464265838521,0.9911842375480552
A4_model_on_A0_path,full81,FULL_B16_80,pr_auc,0.9601791282488119,0.9570143089326141,0.963424414715737
A4_model_on_A0_path,full81,FULL_B16_80,brier_score,0.029717224820249986,0.028739131829110462,0.03069307923199615
A4_model_on_A0_path,full81,FULL_B16_80,conduction_recall,0.9827918645409317,0.9818463833177861,0.98368985373205
A4_oracle_width_margin,B1_q20,EARLY_B16_40,accuracy,0.8286642156862746,0.8232962622549019,0.8341179534313726
A4_oracle_width_margin,B1_q20,EARLY_B16_40,balanced_accuracy,0.8122556962713212,0.8040719708170879,0.8201079936267437
A4_oracle_width_margin,B1_q20,EARLY_B16_40,keyhole_recall,0.744479083994709,0.727388103505291,0.7610427000661375
A4_oracle_width_margin,B1_q20,EARLY_B16_40,roc_auc,0.9039448187807562,0.8974832025468744,0.9104081241169131
A4_oracle_width_margin,B1_q20,EARLY_B16_40,pr_auc,0.8473785661605708,0.8366582295304651,0.8578343098936212
A4_oracle_width_margin,B1_q20,EARLY_B16_40,brier_score,0.14187841266672885,0.1356322680801374,0.14865067159610934
A4_oracle_width_margin,B1_q20,EARLY_B16_40,conduction_recall,0.8800323085479335,0.8716697002505597,0.887924460652195
A4_oracle_width_margin,B1_q20,FULL_B16_80,accuracy,0.8519439338235294,0.8487500000000001,0.854830078125
A4_oracle_width_margin,B1_q20,FULL_B16_80,balanced_accuracy,0.8351721123928156,0.8282047384662864,0.8413387055191988
A4_oracle_width_margin,B1_q20,FULL_B16_80,keyhole_recall,0.7686079489087301,0.7535666162884423,0.7825718788752479
A4_oracle_width_margin,B1_q20,FULL_B16_80,roc_auc,0.9212259985023656,0.916500642667879,0.9261360228774047
A4_oracle_width_margin,B1_q20,FULL_B16_80,pr_auc,0.8712620225828804,0.8629366856912596,0.8789689258565321
A4_oracle_width_margin,B1_q20,FULL_B16_80,brier_score,0.12146569937126017,0.11722430389049199,0.12614095768073386
A4_oracle_width_margin,B1_q20,FULL_B16_80,conduction_recall,0.9017362758769011,0.8943358942164606,0.9074808616296898
A4_oracle_width_margin,B1_q30,EARLY_B16_40,accuracy,0.8720666666666667,0.8670083333333334,0.8763916666666667
A4_oracle_width_margin,B1_q30,EARLY_B16_40,balanced_accuracy,0.8495308863952561,0.8439048483691471,0.8548593227637251
A4_oracle_width_margin,B1_q30,EARLY_B16_40,keyhole_recall,0.7851407151875904,0.7742700385551948,0.7964354734096921
A4_oracle_width_margin,B1_q30,EARLY_B16_40,roc_auc,0.9358110967202589,0.9311504466452857,0.9405197785883318
A4_oracle_width_margin,B1_q30,EARLY_B16_40,pr_auc,0.8679389758488693,0.8600363695158746,0.8755042436801603
A4_oracle_width_margin,B1_q30,EARLY_B16_40,brier_score,0.10802359298190523,0.10357333687868155,0.11254740817497924
A4_oracle_width_margin,B1_q30,EARLY_B16_40,conduction_recall,0.913921057602922,0.9063692678414216,0.9207248444813783
A4_oracle_width_margin,B1_q30,FULL_B16_80,accuracy,0.8937031249999998,0.8909717968749997,0.896115625
A4_oracle_width_margin,B1_q30,FULL_B16_80,balanced_accuracy,0.8718402210314746,0.8673043346147089,0.8758651129528177
A4_oracle_width_margin,B1_q30,FULL_B16_80,keyhole_recall,0.8103211213699494,0.8014780012034407,0.8183340732943272
A4_oracle_width_margin,B1_q30,FULL_B16_80,roc_auc,0.9503414062090568,0.9472519954653111,0.9533830541858144
