contrast,role,subset,budget,metric,mean_difference,ci_lower,ci_upper
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,77,accuracy,0.0029411764705882305,-0.0029411764705882526,0.008823529411764697
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,77,balanced_accuracy,0.007404706404706407,-0.0007447673853923669,0.014819782647907648
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,77,keyhole_recall,0.027452380952380957,0.01015773809523811,0.042996031746031727
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,77,roc_auc,0.011969058719058678,0.009314567377067363,0.01486292388167385
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,77,pr_auc,0.01160657653633847,0.007638026585958194,0.016067567448259445
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,77,brier_score,-0.007477698078739483,-0.008686269595495297,-0.006282754970264025
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,77,conduction_recall,-0.012642968142968164,-0.016755239898989926,-0.008302904040404057
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,78,accuracy,0.0035294117647058755,-0.0017647058823529738,0.00882352941176472
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,78,balanced_accuracy,0.008404706404706402,0.0009074165417915322,0.015279428557553563
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,78,keyhole_recall,0.02945238095238096,0.013674603174603178,0.04389692460317461
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,78,roc_auc,0.011876678876678832,0.00921067057942056,0.014797375541125474
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,78,pr_auc,0.011414259858307496,0.007212487105321932,0.0161541921223618
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,78,brier_score,-0.007511224236605172,-0.008734234121218829,-0.006296809421940369
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,78,conduction_recall,-0.012642968142968164,-0.016741074203574253,-0.008308522727272751
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,79,accuracy,0.004705882352941199,-0.0011764705882352732,0.01058823529411767
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,79,balanced_accuracy,0.009174547674547673,0.0013466255966256239,0.016765829656454664
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,79,keyhole_recall,0.028880952380952386,0.013003769841269856,0.04394047619047618
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,79,roc_auc,0.012464368964368916,0.009657224025973982,0.015636744505494446
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,79,pr_auc,0.012572890810688447,0.00806151945387066,0.018073602027932407
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,79,brier_score,-0.007826438696197474,-0.009144672591537836,-0.006544318608882181
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,79,conduction_recall,-0.010531857031857045,-0.014923989898989944,-0.006147916666666658
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,80,accuracy,0.006470588235294133,-0.0005882352941176505,0.013529411764705906
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,80,balanced_accuracy,0.012478479853479862,0.002919926948051972,0.021985592879342875
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,80,keyhole_recall,0.038003968253968255,0.018916567460317477,0.05728998015873013
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,80,roc_auc,0.013166361416361377,0.010324657287157256,0.01597595113220111
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,80,pr_auc,0.01325255296951725,0.008745323209363382,0.018673326384263875
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,80,brier_score,-0.0082667866462331,-0.009517254561519948,-0.007017361473352384
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q20,80,conduction_recall,-0.013047008547008566,-0.017169939782439803,-0.008701932789432784
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,16,accuracy,0.0008000000000000007,-0.001200000000000001,0.0032000000000000028
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,16,balanced_accuracy,0.0003605859010270829,-0.0029072975023342793,0.003419117647058823
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,16,keyhole_recall,0.00022222222222222364,-0.006500000000000006,0.006944444444444453
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,16,roc_auc,-9.963823586112697e-05,-0.001486444359626406,0.0014352365902501347
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,16,pr_auc,0.0010411075366432432,-0.004145668413101448,0.005603088023913896
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,16,brier_score,0.00026468911117689953,-0.0003447491230970178,0.0009379939691861349
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,16,conduction_recall,0.0004989495798319199,-0.002589285714285727,0.004212184873949559
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,17,accuracy,-0.003999999999999992,-0.009999999999999986,0.0008000000000000007
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,17,balanced_accuracy,-0.00550114702978482,-0.014003160467735767,0.0015154107765514423
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,17,keyhole_recall,-0.012211038961038955,-0.02914431818181817,0.00247150072150073
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,17,roc_auc,-0.0007830463611036342,-0.002944910349905512,0.001274124940032464
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,17,pr_auc,0.001309669703804839,-0.003274868881685656,0.006866627958551933
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,17,brier_score,0.0007705113680148395,-0.0004806355140089764,0.0022621162827661076
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,17,conduction_recall,0.001208744901469372,-0.0031609520123839037,0.0049845385522630185
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,18,accuracy,-0.00040000000000001146,-0.004010000000000048,0.0028000000000000026
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,18,balanced_accuracy,-0.0021806010681784615,-0.007964097667575748,0.00258048266555427
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,18,keyhole_recall,-0.0046497113997113985,-0.015805654761904757,0.0059279491341991475
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,18,roc_auc,-0.0006177335048852317,-0.0033849643577527266,0.002154951536037038
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,18,pr_auc,-0.0031001978192915945,-0.008808608798599939,0.0025807425053001134
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,18,brier_score,0.0012856216166697153,0.00020454864403313849,0.002390587796117348
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,18,conduction_recall,0.0002885092633544528,-0.003363258636788078,0.0042083939935623
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,19,accuracy,0.002000000000000024,-0.002799999999999947,0.006400000000000017
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,19,balanced_accuracy,0.0029165276158310493,-0.0031661084599310003,0.009046713353403612
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,19,keyhole_recall,0.005107503607503611,-0.0066024711399711245,0.017047925685425666
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,19,roc_auc,-0.0006259737080944406,-0.0036017950639186907,0.0021964011062037517
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,19,pr_auc,0.0019542271090701945,-0.004333342116737646,0.007835141969672534
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,19,brier_score,0.0012925478310408024,-0.0002816794087157481,0.0029986345457778136
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,19,conduction_recall,0.0007255516241584436,-0.004953372862302794,0.006203158785443986
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,20,accuracy,-0.0027999999999999913,-0.00960000000000002,0.003200000000000014
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,20,balanced_accuracy,-0.004386523070153104,-0.013544965263816851,0.0036701258842851154
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,20,keyhole_recall,-0.01050036075036075,-0.026409181096681097,0.005694733044733031
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,20,roc_auc,-0.0021910496065682015,-0.004620991660665644,0.0005711829624194037
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,20,pr_auc,-0.004491988866901336,-0.008698993887392426,-0.00015638367740256716
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,20,brier_score,0.0008783487647642064,-0.0010090237424093189,0.003064504538173813
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,20,conduction_recall,0.0017273146100545533,-0.006773702024669518,0.01044092753329402
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,21,accuracy,-0.001200000000000001,-0.008400000000000008,0.0064000000000000055
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,21,balanced_accuracy,-0.0034546836677254835,-0.012719585973344712,0.004860925256266767
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,21,keyhole_recall,-0.010873376623376629,-0.029488627344877356,0.005473962842712806
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,21,roc_auc,-0.0032290128559091524,-0.005369586879408876,-0.0012556102145188928
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,21,pr_auc,-0.005629265391082622,-0.010588463245652996,-0.0005488643185017616
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,21,brier_score,0.001216582738870923,-0.0003148115530462504,0.0026640974594493985
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,21,conduction_recall,0.003964009287925696,-0.00424839073787411,0.013067881406948723
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,22,accuracy,-0.0008000000000000007,-0.007600000000000007,0.006800000000000006
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,22,balanced_accuracy,-0.004729389483065977,-0.01494370748897645,0.006023137074805973
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,22,keyhole_recall,-0.014896103896103897,-0.03719402056277054,0.005873890692640681
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,22,roc_auc,-0.00015267127523317382,-0.004801137961947742,0.004751118579025928
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,22,pr_auc,0.002104150998712673,-0.007519369723540448,0.013215195086574255
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,22,brier_score,-0.0007826592380150044,-0.0033371325289754386,0.0015977904030870674
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,22,conduction_recall,0.005437324929971987,-0.0027763782925450922,0.013346549124035581
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,23,accuracy,-0.002000000000000013,-0.00960000000000002,0.005599999999999994
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,23,balanced_accuracy,-0.004134449872453006,-0.012081854961881132,0.004552187893698098
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,23,keyhole_recall,-0.010210678210678198,-0.02665685425685424,0.007162905844155821
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,23,roc_auc,-0.001407958342826776,-0.005439821704997793,0.0028308856909989035
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,23,pr_auc,-0.003935595314448431,-0.0151900166683571,0.0077241207052710335
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,23,brier_score,-0.0007677860468494134,-0.0033355914443017093,0.0017016300915388774
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,23,conduction_recall,0.0019417784657722813,-0.008619124864858219,0.012073706938915938
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,24,accuracy,0.0043999999999999925,-0.0040000000000000365,0.01200000000000001
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,24,balanced_accuracy,0.003489683153963369,-0.006073637916091478,0.012033909689274461
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,24,keyhole_recall,0.0007261904761904914,-0.019852417027416996,0.020409117965367957
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,24,roc_auc,-0.002267565703130708,-0.007591868540708512,0.0034288104256854387
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,24,pr_auc,-0.0045607052379238455,-0.017400837416501613,0.009617521299998308
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,24,brier_score,0.0001621278321753031,-0.003293645144601036,0.0038103445064927126
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,24,conduction_recall,0.006253175831736207,-0.007321024528232368,0.01839248627082412
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,25,accuracy,-0.008400000000000019,-0.016800000000000027,-0.00040000000000001146
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,25,balanced_accuracy,-0.009354357587716727,-0.01895575613756729,0.00027688828682925174
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,25,keyhole_recall,-0.012229437229437212,-0.033603003246753235,0.008592523448773459
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,25,roc_auc,-0.0024475381859282996,-0.006403039374840841,0.0014990410797492658
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,25,pr_auc,-0.006336857698448922,-0.01591359068821188,0.0035738282839006315
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,25,brier_score,0.002168864898419889,-0.001312832607615634,0.006171286345632626
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,25,conduction_recall,-0.006479277945996231,-0.018847236043540234,0.0038466138361552223
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,26,accuracy,-0.00040000000000000034,-0.008399999999999986,0.007200000000000017
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,26,balanced_accuracy,0.0002417839942994715,-0.011058808291059636,0.011765170418247059
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,26,keyhole_recall,-0.0010714285714285732,-0.02756061507936511,0.026655934343434343
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,26,roc_auc,-0.0013343739335999528,-0.004983017403348295,0.0024066883479866834
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,26,pr_auc,-0.0032417089524232334,-0.012095962145117952,0.005903175816537541
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,26,brier_score,0.000326589377402952,-0.0023626043270596466,0.0028768137917652096
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,26,conduction_recall,0.0015549965600274885,-0.00898322552705295,0.011360621529313433
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,27,accuracy,-0.006000000000000005,-0.01239999999999999,0.00039999999999997817
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,27,balanced_accuracy,-0.008352322986610945,-0.017715779100715288,0.000435736399823064
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,27,keyhole_recall,-0.01684559884559885,-0.03927929292929293,0.006073006854256809
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,27,roc_auc,0.0008223518655406991,-0.0027447996774467775,0.004704365101058207
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,27,pr_auc,0.004565027856342785,-0.0027115915347428986,0.013850137245835965
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,27,brier_score,0.0002402797036259202,-0.001760630466960123,0.002255291420451858
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,27,conduction_recall,0.00014095287237701483,-0.011812149859944006,0.011828591392697423
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,28,accuracy,-0.0016000000000000014,-0.007999999999999997,0.00479999999999996
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,28,balanced_accuracy,-0.004606545608674101,-0.013224079248924424,0.004049862882752811
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,28,keyhole_recall,-0.014364357864357852,-0.034846103896103875,0.006990954184704159
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,28,roc_auc,0.0036965546579323825,0.0007415714189921343,0.006890791475251606
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,28,pr_auc,0.008672497517113336,0.0025025002363057054,0.016057832038667414
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,28,brier_score,-0.0006099294636669333,-0.003043409849866883,0.002096436587389308
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,28,conduction_recall,0.005151266647009667,-0.00421531755245958,0.014179442171605468
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,29,accuracy,-0.002799999999999958,-0.010399999999999987,0.004800000000000038
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,29,balanced_accuracy,-0.006156157159833675,-0.01611539948216134,0.0038303143875173438
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,29,keyhole_recall,-0.01613852813852814,-0.035313329725829734,0.0037896825396825378
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,29,roc_auc,0.0013590274706373807,-0.0027245649914670513,0.005260787449349769
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,29,pr_auc,0.003178128906727429,-0.0019020722611773327,0.008803524785224639
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,29,brier_score,0.0012831225300439792,-0.0021171068393271747,0.004907562645217326
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,29,conduction_recall,0.0038262138188608573,-0.0028362548528183167,0.010221941956607193
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,30,accuracy,-0.003200000000000014,-0.012800000000000023,0.00519999999999996
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,30,balanced_accuracy,-0.0022460948494230416,-0.013517293665871457,0.008084796110429802
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,30,keyhole_recall,-0.0029437229437229485,-0.02320945165945167,0.015584722222222196
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,30,roc_auc,0.0017569888401931578,-0.0019529385936990584,0.0052537651587747924
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,30,pr_auc,0.004068827724103691,-0.0023741177074138677,0.010217013843464696
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,30,brier_score,0.0018680459678290524,-0.0012177560268070468,0.005546364273021925
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,30,conduction_recall,-0.0015484667551231013,-0.01004952454666078,0.006122647304535829
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,31,accuracy,-0.00040000000000002257,-0.00880000000000003,0.007199999999999984
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,31,balanced_accuracy,0.0002430245622970062,-0.010191442656608101,0.010354733522196752
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,31,keyhole_recall,0.0041522366522366684,-0.015153508297258252,0.022919949494949493
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,31,roc_auc,-0.0006737817136423963,-0.005118997167048673,0.00409272845661393
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,31,pr_auc,-0.0022647880673424383,-0.010535148243798385,0.006995271823584892
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,31,brier_score,0.0030984700598374873,-0.0008744655905426257,0.007471613986100192
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,31,conduction_recall,-0.003666187527642628,-0.0108736484286697,0.003921702847805809
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,32,accuracy,-0.006399999999999984,-0.014399999999999979,0.002000000000000035
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,32,balanced_accuracy,-0.00661322814612289,-0.018269717722615396,0.005000225161835036
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,32,keyhole_recall,-0.004670274170274186,-0.03013160173160173,0.020440683621933596
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,32,roc_auc,-0.000977178574779164,-0.005621091074388265,0.003047723796456397
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,32,pr_auc,-0.003379568572973174,-0.010572478824006434,0.0033605838954598546
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,32,brier_score,0.0036009017632853816,-1.303035202238137e-06,0.008451283637434623
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,32,conduction_recall,-0.008556182121971562,-0.018670017875571262,0.0016648841773551572
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,33,accuracy,-0.002000000000000013,-0.008400000000000008,0.004399999999999982
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,33,balanced_accuracy,-0.00012145113228702598,-0.008227134255815548,0.008387171338830612
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,33,keyhole_recall,0.007147546897546891,-0.00833163780663781,0.02327380952380951
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,33,roc_auc,0.0022777702947207935,-0.001722138381269513,0.0059099315607423365
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,33,pr_auc,0.004469142637453338,-0.003194745914354648,0.01213136769300614
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,33,brier_score,0.0004393891423740158,-0.0027001983355722094,0.004139525812423838
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,33,conduction_recall,-0.007390449162120965,-0.014192097277507466,-0.0009352611000540714
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,34,accuracy,-0.0032000000000000028,-0.01040000000000001,0.0032000000000000028
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,34,balanced_accuracy,-0.0015700360441072592,-0.00804598065440755,0.005118453639046736
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,34,keyhole_recall,0.0033293650793650873,-0.00779771825396827,0.014412797619047638
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,34,roc_auc,0.0023186723665052146,-0.002784610079677773,0.0064646012424107915
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,34,pr_auc,0.004876749453107026,-0.0033484311016559,0.012428715713945326
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,34,brier_score,0.0005068677960988081,-0.002938840035422994,0.0048621880053448824
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,34,conduction_recall,-0.006469437167579567,-0.015090433840540266,0.0014970326811561518
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,35,accuracy,-0.0028000000000000026,-0.010399999999999975,0.0036000000000000034
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,35,balanced_accuracy,-0.0032866590968371355,-0.010972149170059406,0.004287251594831859
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,35,keyhole_recall,-0.0036388888888888695,-0.017397258297258238,0.010890025252525245
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,35,roc_auc,0.0005107523711238848,-0.00419728113454313,0.0043513686790505966
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,35,pr_auc,0.0022462089763974013,-0.0030702769497832926,0.007157747545543475
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,35,brier_score,0.00027429423448371154,-0.0024976825071989627,0.003918522324438611
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,35,conduction_recall,-0.0029344293047853407,-0.012029500776356438,0.0061519322438827045
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,36,accuracy,2.2204460492503132e-17,-0.009199999999999976,0.008400000000000008
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,36,balanced_accuracy,0.0022308149581756476,-0.007990644821294942,0.012397437712356432
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,36,keyhole_recall,0.005658369408369423,-0.013631349206349175,0.02504192821067822
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,36,roc_auc,0.0024048997442186583,-0.0020740398312128145,0.006251605551741029
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,36,pr_auc,0.006301761411046503,-0.0003132928299259978,0.012442304244413557
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,36,brier_score,-0.00028331364747036583,-0.003241105406815403,0.0034246768974431634
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,36,conduction_recall,-0.001196739492018145,-0.009682335682248645,0.00791107655781613
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,37,accuracy,0.003200000000000014,-0.0043999999999999595,0.009600000000000008
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,37,balanced_accuracy,0.0042739726518751355,-0.004380876479149514,0.01258339076858813
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,37,keyhole_recall,0.005282106782106777,-0.013046852453102473,0.022369246031746025
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,37,roc_auc,0.003117866782340445,-0.000925862136659384,0.00657943298252313
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,37,pr_auc,0.004442719385851851,-0.0008389574276283076,0.009671917722825087
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,37,brier_score,-0.0009496985658686639,-0.004159468195975418,0.002783441091085021
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,37,conduction_recall,0.003265838521643466,-0.004895514308962465,0.011090877835614698
A1_predicted_width_margin - A0_m3_margin,PRIMARY deployable total,B1_q30,38,accuracy,0.0031999999999999806,-0.003599999999999981,0.009599999999999975
