contrast,role,subset,region,metric,mean_difference,ci_lower,ci_upper,positive_repeat_blocks,negative_repeat_blocks,bootstrap_draws
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",B1_q30,EARLY_B16_40,accuracy,0.0025166666666667004,0.0011166666666666712,0.003925000000000028,16,4,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",B1_q30,EARLY_B16_40,balanced_accuracy,0.004494763522421691,0.002668344980556828,0.006259414733637979,17,3,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",B1_q30,EARLY_B16_40,keyhole_recall,0.010040824915824925,0.006641927271224151,0.013565292433261213,17,3,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",B1_q30,EARLY_B16_40,roc_auc,0.0023737231846026443,0.0014547646385307434,0.003315940245299981,17,3,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",B1_q30,EARLY_B16_40,pr_auc,0.0037501578441875905,0.0017935407414301375,0.005866247822554791,17,3,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",B1_q30,EARLY_B16_40,brier_score,-0.0016485099236383416,-0.002160795393738584,-0.0011699028553432181,1,19,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",B1_q30,EARLY_B16_40,conduction_recall,-0.0010512978709814713,-0.0026481720723671902,0.000658802141562084,6,14,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",B1_q30,FULL_B16_80,accuracy,0.005750000000000016,0.0037906250000000028,0.007706406250000034,18,2,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",B1_q30,FULL_B16_80,balanced_accuracy,0.010774891196318725,0.007484089664525435,0.014067465954553868,19,1,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",B1_q30,FULL_B16_80,keyhole_recall,0.024774607120310245,0.01775370227103625,0.03206738302387717,19,1,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",B1_q30,FULL_B16_80,roc_auc,0.005462183212733463,0.004340995555447167,0.006454400647298961,19,1,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",B1_q30,FULL_B16_80,pr_auc,0.0072918301624533164,0.0054303785592494346,0.009137310286712113,19,1,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",B1_q30,FULL_B16_80,brier_score,-0.0047474799587869515,-0.005334019054480647,-0.004091717214311538,0,20,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",B1_q30,FULL_B16_80,conduction_recall,-0.003224824727672787,-0.004896234727166765,-0.0015517957400017603,5,15,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",full81,EARLY_B16_40,accuracy,0.0006584362139917588,0.00016975308641975481,0.0011342592592592348,15,4,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",full81,EARLY_B16_40,balanced_accuracy,0.002302635227541955,0.0012481112093751725,0.0032732365465691087,17,3,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",full81,EARLY_B16_40,keyhole_recall,0.00487202380952379,0.0027718253968253667,0.006791741071428533,17,3,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",full81,EARLY_B16_40,roc_auc,0.000336787159081936,0.00016807108038452355,0.0004996981463982599,17,3,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",full81,EARLY_B16_40,pr_auc,0.0011662610130627137,0.0004276583280900043,0.0018735253751931073,17,3,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",full81,EARLY_B16_40,brier_score,-0.0005226307914507434,-0.0006914752756208859,-0.00036190010387847636,1,19,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",full81,EARLY_B16_40,conduction_recall,-0.0002667533544399303,-0.0006789949400723705,0.00017172777212421983,7,13,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",full81,FULL_B16_80,accuracy,0.001573109567901254,0.0009326533564815017,0.0022241753472222164,16,4,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",full81,FULL_B16_80,balanced_accuracy,0.005722321580005818,0.0037661590144347115,0.007617635323029713,18,2,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",full81,FULL_B16_80,keyhole_recall,0.01221428571428571,0.008117801339285703,0.01617495349702381,18,2,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",full81,FULL_B16_80,roc_auc,0.0007900847662391352,0.0005683203827486857,0.000981888628253528,18,2,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",full81,FULL_B16_80,pr_auc,0.0026315364777976026,0.0018856804166353398,0.003329396301921763,18,2,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",full81,FULL_B16_80,brier_score,-0.0014747133822571065,-0.0016796564450045823,-0.0012713903493565262,0,20,10000
A4_model_on_A0_path - A0_m3_margin,"ORACLE model value, path held fixed",full81,FULL_B16_80,conduction_recall,-0.0007696425542740637,-0.00116327895324509,-0.0003783899218396597,5,15,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q20,EARLY_B16_40,accuracy,-0.0019240196078431637,-0.004901960784313758,0.0014460784313725333,7,12,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q20,EARLY_B16_40,balanced_accuracy,-0.0024575872622747573,-0.005937521802560852,0.0010829546466265343,9,11,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q20,EARLY_B16_40,keyhole_recall,-0.004276041666666647,-0.012629321676587257,0.0043649904927248635,8,12,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q20,EARLY_B16_40,roc_auc,-0.0010053508412883494,-0.0031005407569860565,0.0009212500462500219,6,14,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q20,EARLY_B16_40,pr_auc,-0.0009589771712098571,-0.003902588404569468,0.0020381763421291354,7,13,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q20,EARLY_B16_40,brier_score,0.0018367700876869147,-0.00013794585056166466,0.004581996434160561,13,7,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q20,EARLY_B16_40,conduction_recall,-0.0006391328578828736,-0.0060280538182882065,0.004603851067913564,8,12,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q20,FULL_B16_80,accuracy,-0.0015670955882352733,-0.0034237132352940795,5.514705882354045e-05,9,10,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q20,FULL_B16_80,balanced_accuracy,-0.0016876615138333884,-0.004038255456565981,0.00039120757172517363,8,12,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q20,FULL_B16_80,keyhole_recall,-0.0016256200396825237,-0.00659245411706348,0.0031413829985119154,10,10,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q20,FULL_B16_80,roc_auc,-0.0008630215270840014,-0.0025682805692571016,0.0005099840968493451,7,13,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q20,FULL_B16_80,pr_auc,-0.000854124487168062,-0.0025389160798920344,0.0009408047587717716,9,11,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q20,FULL_B16_80,brier_score,0.0013893928512528867,0.000126425543147372,0.0033344190724463748,11,9,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q20,FULL_B16_80,conduction_recall,-0.0017497029879842251,-0.004168780698468171,0.000602834600295546,8,12,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q30,EARLY_B16_40,accuracy,-0.0027333333333333155,-0.00470833333333332,-0.00047499999999997517,4,16,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q30,EARLY_B16_40,balanced_accuracy,-0.003314032933082861,-0.006537911316403026,-0.00013720982561688127,7,13,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q30,EARLY_B16_40,keyhole_recall,-0.00497462722462722,-0.013142530212842708,0.0032395944188912543,8,12,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q30,EARLY_B16_40,roc_auc,-0.0011548772071653113,-0.0028407586897590226,0.0003398436208256232,5,15,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q30,EARLY_B16_40,pr_auc,-0.0012664505185271068,-0.0037613050205550593,0.0015021427490292468,5,15,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q30,EARLY_B16_40,brier_score,0.0015648818824018182,8.567576770473698e-05,0.003456634933581329,12,8,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q30,EARLY_B16_40,conduction_recall,-0.0016534386415384516,-0.005287089014150973,0.0018176551788478801,8,12,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q30,FULL_B16_80,accuracy,-0.0017593749999999908,-0.002906328124999982,-0.0007249218750000049,4,16,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q30,FULL_B16_80,balanced_accuracy,-0.0019155853394890344,-0.0038372824664776066,-0.00011553961115135194,9,11,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q30,FULL_B16_80,keyhole_recall,-0.0021945402687590042,-0.006588290268759002,0.0020491761927309395,10,10,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q30,FULL_B16_80,roc_auc,-0.0008727950005414653,-0.0021711073875354757,0.0001954718337725203,7,13,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q30,FULL_B16_80,pr_auc,-0.001142190939366211,-0.0027732286395965645,0.00043499060593562026,5,15,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q30,FULL_B16_80,brier_score,0.0012336795773004409,0.0003466652550813494,0.00253952723175257,14,6,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",B1_q30,FULL_B16_80,conduction_recall,-0.0016366304102190866,-0.0032953880868094665,-9.503240715146956e-05,8,12,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",full81,EARLY_B16_40,accuracy,-0.0009002057613168412,-0.0015587062757201713,-0.00014917695473247642,4,16,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",full81,EARLY_B16_40,balanced_accuracy,-0.0016099184811871447,-0.0035438741930229846,0.0003310897992451136,8,12,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",full81,EARLY_B16_40,keyhole_recall,-0.0026557539682539764,-0.007085367063492089,0.001753298611111112,8,12,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",full81,EARLY_B16_40,roc_auc,-0.0009945288438758637,-0.0024780275435592396,-1.949027858546024e-05,5,15,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",full81,EARLY_B16_40,pr_auc,-0.0022872825188212987,-0.004922595042164595,-0.00016905134821049004,4,16,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",full81,EARLY_B16_40,brier_score,0.0004962305494667987,-4.541562735111105e-05,0.0011154832330426698,12,8,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",full81,EARLY_B16_40,conduction_recall,-0.0005640829941203129,-0.001661010760590968,0.0004488035673903442,9,11,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",full81,FULL_B16_80,accuracy,-0.0005410879629629495,-0.0008960262345678872,-0.0002189429012346025,5,14,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",full81,FULL_B16_80,balanced_accuracy,-0.0007713742064837881,-0.0016806239323875582,0.00013100448700090398,9,11,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",full81,FULL_B16_80,keyhole_recall,-0.0011004464285714222,-0.003135435267857144,0.0009218750000000002,11,9,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",full81,FULL_B16_80,roc_auc,-0.000570845885561344,-0.001562349840186233,9.614493482272478e-05,6,14,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",full81,FULL_B16_80,pr_auc,-0.0012354500183809514,-0.003105286161662449,0.00013527451717870102,4,16,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",full81,FULL_B16_80,brier_score,0.0004808738500285535,0.00015623918800382263,0.0009349062946518327,13,7,10000
A0_model_on_A1_path - A0_m3_margin,"path value, model held fixed",full81,FULL_B16_80,conduction_recall,-0.00044230198439618726,-0.000872697503250793,-2.7248788020113776e-05,8,12,10000
