benchmark,display_name,surrogate_variant,acquisition_rule,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,acquisition_time_seconds,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30,acquisition_selected_position,acquisition_selected_score,acquisition_beta,acquisition_quadrature_nodes,acquisition_gate_fraction,acquisition_min_shortlist_size,acquisition_shortlist_size,acquisition_selected_shortlist_position,acquisition_selected_raw_straddle,acquisition_selected_raw_diversity,acquisition_selected_p_plus,acquisition_selected_membership_uncertainty,acquisition_selected_straddle_score,acquisition_weighted_variance_reduction,acquisition_reference_set_size,acquisition_candidate_gate_size,acquisition_candidate_gate_fraction,acquisition_posterior_covariance_used,acquisition_p_star,acquisition_U_current,acquisition_U_plus,acquisition_U_minus,acquisition_expected_future_uncertainty,acquisition_expected_uncertainty_reduction,acquisition_fantasy_refit_time_seconds,acquisition_fantasy_refit_mode,acquisition_shortlist_source,acquisition_selected_uncertainty_score,acquisition_selected_entropy,acquisition_binary_entropy_margin_note,acquisition_repulsion_bandwidth,acquisition_selected_repulsion
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,expected_feasibility,expected_feasibility,0,1,12,13,23,0.8158349819008551,0.004330500001742621,False,False,False,23,3.3789181659220184,null,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,expected_feasibility,expected_feasibility,0,2,13,14,126,0.9461756965900269,0.004562199999782024,False,False,False,119,3.2072377754413646,null,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,expected_feasibility,expected_feasibility,0,3,14,15,190,0.5527821221998541,0.004452799999853596,False,False,False,179,3.1071139645832675,null,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,expected_feasibility,expected_feasibility,0,4,15,16,332,0.8229989645697884,0.004865700000664219,False,False,False,317,3.0242381625092456,null,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,boundary_gated_diversified_straddle,boundary_gated_diversified_straddle,0,1,12,13,23,0.8158349819008551,0.002451199999995879,False,False,False,23,0.9991118004728576,0.5,null,0.1,25,35,1,2.076086540354898,0.8767853396978833,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,boundary_gated_diversified_straddle,boundary_gated_diversified_straddle,0,2,13,14,126,0.9461756965900269,0.0024444999999104766,False,False,False,119,0.9131828586290008,0.5,null,0.1,25,35,5,2.0182118106987748,0.7316966874545714,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,boundary_gated_diversified_straddle,boundary_gated_diversified_straddle,0,3,14,15,101,0.36034444985233116,0.002455300000292482,False,False,True,96,0.9350251162034944,0.5,null,0.1,25,35,0,1.9814734246983985,0.6172432851529838,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,boundary_gated_diversified_straddle,boundary_gated_diversified_straddle,0,4,15,16,332,0.8229989645697884,0.00264450000031502,False,False,False,317,0.9488584794488908,0.5,null,0.1,25,35,4,1.9581152187192545,0.6438526752139282,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,1,12,13,263,0.031642435668066016,0.016036799999710638,True,True,True,251,0.05307743349386415,null,null,null,null,null,null,null,null,0.4218848603724824,0.24389802496097343,1.8780228009509228,0.05307743349386415,348,348,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,2,13,14,160,1.6216428290187819,0.016410700000051293,False,False,False,152,0.0503221983136813,null,null,null,null,null,null,null,null,0.16274850729554463,0.1362614306686167,0.990551681532986,0.0503221983136813,347,347,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,3,14,15,163,0.31805052781252663,0.018103600001268205,False,False,True,154,0.04517924245381838,null,null,null,null,null,null,null,null,0.35705006827539176,0.22956531701992985,1.6030041563719486,0.04517924245381838,346,346,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,4,15,16,271,0.6748265472252384,0.018191400000432623,False,False,False,256,0.03856359919708985,null,null,null,null,null,null,null,null,0.29081215531853466,0.20624044563752314,1.2453403721613379,0.03856359919708985,345,345,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,1,12,13,159,0.36450976821842196,0.021967399999994086,False,False,False,151,2.4388159475259243,null,null,null,null,40,null,null,null,null,null,null,null,348,348,null,null,0.448885041276435,64.20479142494385,61.90981363714636,61.64881879849859,61.765975477417925,2.4388159475259243,0.018116499999450753,exact_fixed_kernel_rank_one_update_equivalent_to_refit,gpr_boundary_weighted_ivr_score,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,2,13,14,263,0.031642435668066016,0.023337799999353592,True,True,True,250,1.561082098449134,null,null,null,null,40,null,null,null,null,null,null,null,347,347,null,null,0.5149329180053318,72.11069036093764,70.66256518184464,70.42969652604627,70.5496082624885,1.561082098449134,0.019395400000576046,exact_fixed_kernel_rank_one_update_equivalent_to_refit,gpr_boundary_weighted_ivr_score,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,3,14,15,160,1.6216428290187819,0.023271300000487827,False,False,False,151,1.422585876604046,null,null,null,null,40,null,null,null,null,null,null,null,346,346,null,null,0.44617987187430636,71.54665888721823,71.29058636470978,69.18428272052218,70.12407301061418,1.422585876604046,0.019245600000431295,exact_fixed_kernel_rank_one_update_equivalent_to_refit,gpr_boundary_weighted_ivr_score,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,4,15,16,325,0.5018078867389485,0.023476800000935327,False,False,False,310,2.109507711445545,null,null,null,null,40,null,null,null,null,null,null,null,345,345,null,null,0.4800477648943029,57.64289575952111,55.28491588710319,55.762790861372444,55.533388048075565,2.109507711445545,0.019577300001401454,exact_fixed_kernel_rank_one_update_equivalent_to_refit,gpr_boundary_weighted_ivr_score,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,classifier_margin,classifier_margin,0,1,12,13,313,0.4125595634902022,0.0030089000010775635,False,False,False,301,null,null,null,null,null,null,null,null,null,0.5000696774245821,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.9998606451508358,0.6931471708500583,null,null,null
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,classifier_margin,classifier_margin,0,2,13,14,159,0.36450976821842196,0.0027485999999043997,False,False,False,151,null,null,null,null,null,null,null,null,null,0.49993586275956026,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.9998717255191205,0.693147172332774,null,null,null
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,classifier_margin,classifier_margin,0,3,14,15,212,1.5405009395804574,0.002736200000072131,False,False,False,202,null,null,null,null,null,null,null,null,null,0.4998863772266956,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.9997727544533912,0.6931471547396759,null,null,null
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,classifier_margin,classifier_margin,0,4,15,16,23,0.8158349819008551,0.002870199999961187,False,False,False,23,null,null,null,null,null,null,null,null,null,0.4996798244689523,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.9993596489379046,0.69314697553519,null,null,null
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,classifier_entropy,classifier_entropy,0,1,12,13,313,0.4125595634902022,0.002718300000196905,False,False,False,301,null,null,null,null,null,null,null,null,null,0.5000696774245821,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.9998606451508358,0.6931471708500583,Binary entropy is monotone-equivalent to margin.,null,null
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,classifier_entropy,classifier_entropy,0,2,13,14,159,0.36450976821842196,0.0027406999997765524,False,False,False,151,null,null,null,null,null,null,null,null,null,0.49993586275956026,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.9998717255191205,0.693147172332774,Binary entropy is monotone-equivalent to margin.,null,null
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,classifier_entropy,classifier_entropy,0,3,14,15,212,1.5405009395804574,0.002771900000880123,False,False,False,202,null,null,null,null,null,null,null,null,null,0.4998863772266956,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.9997727544533912,0.6931471547396759,Binary entropy is monotone-equivalent to margin.,null,null
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,classifier_entropy,classifier_entropy,0,4,15,16,23,0.8158349819008551,0.00275090000104683,False,False,False,23,null,null,null,null,null,null,null,null,null,0.4996798244689523,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.9993596489379046,0.69314697553519,Binary entropy is monotone-equivalent to margin.,null,null
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,0,1,12,13,191,0.2056036238262149,0.0036777000004803995,False,True,True,182,0.998748803840936,null,null,0.1,25,35,2,null,null,0.4997655878014694,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.9995311756029388,0.6931470706617837,null,0.15,0.9999283134663183
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,0,2,13,14,342,0.5284704014121354,0.0036098000000492902,False,False,False,329,0.9998977350219488,null,null,0.1,25,35,1,null,null,0.4999292743340692,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.9998585486681384,0.6931471705557056,null,0.15,0.9999963378556017
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,0,3,14,15,348,0.08888683398659847,0.003680300000269199,True,True,True,334,0.99584081000148,null,null,0.1,25,35,2,null,null,0.5004720073738607,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.9990559852522787,0.6931467349779572,null,0.15,0.9988297417108464
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,classifier_uncertainty_repulsion,classifier_uncertainty_repulsion,0,4,15,16,40,0.6653434854611238,0.0038022999997338047,False,False,False,39,0.9956035317651812,null,null,0.1,25,35,2,null,null,0.5004953825948172,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.9990092348103656,0.6931466897520346,null,0.15,0.9989421115423831
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,gpc_bernoulli_sur_refit,gpc_bernoulli_sur_refit,0,1,12,13,16,0.49217390411330414,0.24336810000022524,False,False,False,16,0.05278700076546272,null,null,null,null,10,null,null,null,null,null,null,null,348,null,null,null,0.49969724424120465,86.28971802796858,86.26442743343799,86.20946789959899,86.23693102720311,0.05278700076546272,0.24085120000017923,null,classifier_uncertainty_repulsion,0.9993944884824093,null,null,null,0.9998346266791799
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,gpc_bernoulli_sur_refit,gpc_bernoulli_sur_refit,0,2,13,14,349,0.3629373731938276,0.24140199999965262,False,False,True,336,0.049659695888792044,null,null,null,null,10,null,null,null,null,null,null,null,347,null,null,null,0.4992353701956531,86.02155618856648,85.9870490522706,85.95679020671507,85.97189649267769,0.049659695888792044,0.23888570000053733,null,classifier_uncertainty_repulsion,0.9984707403913062,null,null,null,0.9999947401630838
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,gpc_bernoulli_sur_refit,gpc_bernoulli_sur_refit,0,3,14,15,147,1.0625894839188101,0.2425609000001714,False,False,False,139,0.05251483546530267,null,null,null,null,10,null,null,null,null,null,null,null,346,null,null,null,0.49693922284806646,85.74411941757275,85.77125662366083,85.61292179580099,85.69160458210744,0.05251483546530267,0.24012179999954242,null,classifier_uncertainty_repulsion,0.9938784456961329,null,null,null,0.9992890263118117
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,gpc_bernoulli_sur_refit,gpc_bernoulli_sur_refit,0,4,15,16,325,0.5018078867389485,0.24613809999937075,False,False,False,311,0.07652135071018051,null,null,null,null,10,null,null,null,null,null,null,null,345,null,null,null,0.49962913281987664,85.37050527713168,85.26630917284555,85.32161765579524,85.2939839264215,0.07652135071018051,0.24361270000008517,null,classifier_uncertainty_repulsion,0.9992582656397533,null,null,null,0.9769971590098118
