benchmark,display_name,surrogate_variant,acquisition_rule,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,acquisition_time_seconds,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30,acquisition_selected_position,acquisition_selected_score,acquisition_selected_p_plus,acquisition_selected_membership_uncertainty,acquisition_selected_straddle_score,acquisition_weighted_variance_reduction,acquisition_reference_set_size,acquisition_candidate_gate_size,acquisition_candidate_gate_fraction,acquisition_posterior_covariance_used,acquisition_p_star,acquisition_U_current,acquisition_U_plus,acquisition_U_minus,acquisition_expected_future_uncertainty,acquisition_expected_uncertainty_reduction,acquisition_shortlist_size,acquisition_fantasy_refit_time_seconds,acquisition_fantasy_refit_mode,acquisition_shortlist_source,acquisition_selected_uncertainty_score,acquisition_selected_repulsion
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,1,12,13,263,0.031642435668066016,0.016036799999710638,True,True,True,251,0.05307743349386415,0.4218848603724824,0.24389802496097343,1.8780228009509228,0.05307743349386415,348,348,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,2,13,14,160,1.6216428290187819,0.016410700000051293,False,False,False,152,0.0503221983136813,0.16274850729554463,0.1362614306686167,0.990551681532986,0.0503221983136813,347,347,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,3,14,15,163,0.31805052781252663,0.018103600001268205,False,False,True,154,0.04517924245381838,0.35705006827539176,0.22956531701992985,1.6030041563719486,0.04517924245381838,346,346,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,4,15,16,271,0.6748265472252384,0.018191400000432623,False,False,False,256,0.03856359919708985,0.29081215531853466,0.20624044563752314,1.2453403721613379,0.03856359919708985,345,345,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,1,12,13,159,0.36450976821842196,0.021967399999994086,False,False,False,151,2.4388159475259243,null,null,null,null,348,348,null,null,0.448885041276435,64.20479142494385,61.90981363714636,61.64881879849859,61.765975477417925,2.4388159475259243,40,0.018116499999450753,exact_fixed_kernel_rank_one_update_equivalent_to_refit,gpr_boundary_weighted_ivr_score,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,2,13,14,263,0.031642435668066016,0.023337799999353592,True,True,True,250,1.561082098449134,null,null,null,null,347,347,null,null,0.5149329180053318,72.11069036093764,70.66256518184464,70.42969652604627,70.5496082624885,1.561082098449134,40,0.019395400000576046,exact_fixed_kernel_rank_one_update_equivalent_to_refit,gpr_boundary_weighted_ivr_score,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,3,14,15,160,1.6216428290187819,0.023271300000487827,False,False,False,151,1.422585876604046,null,null,null,null,346,346,null,null,0.44617987187430636,71.54665888721823,71.29058636470978,69.18428272052218,70.12407301061418,1.422585876604046,40,0.019245600000431295,exact_fixed_kernel_rank_one_update_equivalent_to_refit,gpr_boundary_weighted_ivr_score,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_bernoulli_sur_refit,gpr_bernoulli_sur_refit,0,4,15,16,325,0.5018078867389485,0.023476800000935327,False,False,False,310,2.109507711445545,null,null,null,null,345,345,null,null,0.4800477648943029,57.64289575952111,55.28491588710319,55.762790861372444,55.533388048075565,2.109507711445545,40,0.019577300001401454,exact_fixed_kernel_rank_one_update_equivalent_to_refit,gpr_boundary_weighted_ivr_score,null,null
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,gpc_bernoulli_sur_refit,gpc_bernoulli_sur_refit,0,1,12,13,16,0.49217390411330414,0.24336810000022524,False,False,False,16,0.05278700076546272,null,null,null,null,348,null,null,null,0.49969724424120465,86.28971802796858,86.26442743343799,86.20946789959899,86.23693102720311,0.05278700076546272,10,0.24085120000017923,null,classifier_uncertainty_repulsion,0.9993944884824093,0.9998346266791799
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,gpc_bernoulli_sur_refit,gpc_bernoulli_sur_refit,0,2,13,14,349,0.3629373731938276,0.24140199999965262,False,False,True,336,0.049659695888792044,null,null,null,null,347,null,null,null,0.4992353701956531,86.02155618856648,85.9870490522706,85.95679020671507,85.97189649267769,0.049659695888792044,10,0.23888570000053733,null,classifier_uncertainty_repulsion,0.9984707403913062,0.9999947401630838
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,gpc_bernoulli_sur_refit,gpc_bernoulli_sur_refit,0,3,14,15,147,1.0625894839188101,0.2425609000001714,False,False,False,139,0.05251483546530267,null,null,null,null,346,null,null,null,0.49693922284806646,85.74411941757275,85.77125662366083,85.61292179580099,85.69160458210744,0.05251483546530267,10,0.24012179999954242,null,classifier_uncertainty_repulsion,0.9938784456961329,0.9992890263118117
hartmann4,Thresholded 4D Hartmann,gpc_fixed_iso,gpc_bernoulli_sur_refit,gpc_bernoulli_sur_refit,0,4,15,16,325,0.5018078867389485,0.24613809999937075,False,False,False,311,0.07652135071018051,null,null,null,null,345,null,null,null,0.49962913281987664,85.37050527713168,85.26630917284555,85.32161765579524,85.2939839264215,0.07652135071018051,10,0.24361270000008517,null,classifier_uncertainty_repulsion,0.9992582656397533,0.9769971590098118
