dataset,name,observed_target,isotropic_predicted_mean,isotropic_predicted_std,isotropic_absolute_error,isotropic_squared_error,ard_observed_target_check,ard_predicted_mean,ard_predicted_std,ard_absolute_error,ard_squared_error,paired_absolute_error_improvement_isotropic_minus_ard,paired_squared_error_improvement_isotropic_minus_ard,paired_outcome
clean,P-210p464738138_VX-0p237113609615_LS-6p46217439158e-05_ST-306p057190902_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p03451864735e-05_H-12faed80a6,36935.0,28976.431587411516,5209.763094785085,7958.568412588487,63338811.17785124,36935.0,36059.09504627156,2789.620804695419,875.9049537284372,767209.4879660158,7082.66345886005,62571601.68988522,ARD_improved
clean,P-213p87237204_VX-0p329966780459_LS-7p13970627017e-05_ST-390p008507958_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p46200190101e-05_H-765072ed36,26532.0,26147.588274177277,3559.6909137528,384.411725822727,147772.37495000745,26532.0,25290.44826016835,1386.3389704254198,1241.5517398316515,1541450.7226790008,-857.1400140089245,-1393678.3477289933,ARD_worsened
clean,P-218p352277735_VX-0p662592791038_LS-5p96508880483e-05_ST-307p55260089_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p28067173121e-06_H-b41981edcb,13617.0,14002.28936382075,5351.324138155945,385.2893638207497,148447.89387339805,13617.0,13607.01661786272,2903.7014514140915,9.983382137279477,99.66791889895094,375.30598168347024,148348.2259544991,ARD_improved
clean,P-218p623352015_VX-0p878480487228_LS-8p13012329394e-05_ST-381p006435488_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p49143740032e-06_H-90ad187ad0,9968.0,11389.053079188276,5057.292485635599,1421.0530791882777,2019391.8538704847,9968.0,10080.726856309717,2690.048990152898,112.72685630971682,12707.344133471543,1308.3262228785609,2006684.5097370131,ARD_improved
clean,P-222p052357041_VX-0p997941039436_LS-5p29599486117e-05_ST-383p923575745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p83407377027e-06_H-02b1b704be,9307.0,12006.585314624292,6442.987007224855,2699.585314624292,7287760.870935135,9307.0,9515.114174866985,3208.7608621189756,208.1141748669852,43311.50978056609,2491.471139757307,7244449.361154568,ARD_improved
clean,P-223p161294482_VX-0p578452940205_LS-4p86833733719e-05_ST-359p100984903_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p33969415266e-06_H-1e85da8953,16055.0,16318.499663077684,4598.345211380652,263.4996630776841,69432.07244205303,16055.0,15369.034970759625,1137.5294440736034,685.9650292403749,470548.02134074835,-422.46536616269077,-401115.9488986953,ARD_worsened
clean,P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,36051.0,30051.43641449714,4443.273033992721,5999.56358550286,35994763.21649193,36051.0,36040.7475078391,2558.7082010098093,10.252492160900147,105.11359550931896,5989.31109334196,35994658.10289642,ARD_improved
clean,P-226p648480029_VX-0p577602942666_LS-6p93800013331e-05_ST-342p653362063_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p35196680396e-06_H-b4093437b1,15161.0,15047.53028898442,2745.261708924617,113.46971101557938,12875.375317959097,15161.0,15574.687755633508,981.6174162968923,413.68775563350755,171137.55916108866,-300.2180446179282,-158262.18384312958,ARD_worsened
clean,P-227p690023792_VX-0p392329282459_LS-7p92871102354e-05_ST-391p94840599_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p22961013075e-05_H-12074f4927,21640.0,22045.55391906189,4753.861616955362,405.5539190618911,164473.9812664589,21640.0,23028.25823130861,1727.561102920465,1388.2582313086095,1927260.916796109,-982.7043122467185,-1762786.93552965,ARD_worsened
clean,P-228p907235932_VX-0p414638318501_LS-7p95917332413e-05_ST-340p25610662_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16345267376e-05_H-02b1b704be,20476.0,21189.618097078936,4810.936067812559,713.6180970789355,509250.788478561,20476.0,21014.762007361252,2875.1111335564888,538.7620073612525,290264.5005759263,174.85608971768306,218986.2879026347,ARD_improved
clean,P-234p345987256_VX-0p872091919433_LS-7p00578367301e-05_ST-333p182550298_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p53166529298e-06_H-b41981edcb,10041.0,9471.478177053084,4976.092821468765,569.5218229469174,324355.1068127799,10041.0,9936.00751135384,2008.9283698461456,104.99248864615947,11023.422672113926,464.5293343007579,313331.684140666,ARD_improved
clean,P-235p890696826_VX-0p62852965691_LS-7p09715556056e-05_ST-349p581827429_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p6752473809e-06_H-765072ed36,13933.0,13835.154306187447,2884.1008605287147,97.84569381255096,9573.779797659474,13933.0,14500.88236861926,2261.449492683891,567.8823686192609,322490.3845886221,-470.0366748067099,-312916.6047909626,ARD_worsened
clean,P-236p206080041_VX-0p584146530445_LS-8p43378292301e-05_ST-319p849522294_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p25840838144e-06_H-b41981edcb,14537.0,15262.0827971641,5592.349015109618,725.0827971641011,525745.062743317,14537.0,14282.458717549334,1886.2352824400168,254.54128245066568,64791.26447162956,470.5415147134354,460953.7982716874,ARD_improved
clean,P-240p318887809_VX-0p361018894241_LS-4p85509578057e-05_ST-398p513006139_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33625155912e-05_H-3a501d5f99,24985.0,22216.78748614296,6703.529542879753,2768.212513857041,7663000.521874717,24985.0,23627.19639431459,2081.3603734622966,1357.8036056854107,1843630.6316123023,1410.4089081716302,5819369.890262416,ARD_improved
clean,P-243p325077963_VX-0p998321353283_LS-5p70160449472e-05_ST-337p156153016_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p83223221376e-06_H-d7a336064e,9037.0,10856.03357285207,5853.353913054447,1819.0335728520693,3308883.139162965,9037.0,9544.451472450739,3270.8506592466915,507.45147245073895,257506.99689242308,1311.5821004013303,3051376.142270542,ARD_improved
clean,P-246p298220115_VX-0p718479932945_LS-4p8795144948e-05_ST-311p768373355_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p71434285331e-06_H-0b12abf205,12928.0,13897.963797160131,5833.83927508311,969.9637971601333,940829.767801304,12928.0,12686.512384604706,3540.71593421224,241.4876153952937,58316.26838930528,728.4761817648396,882513.4994119987,ARD_improved
clean,P-246p882256304_VX-0p912145169038_LS-8p52944569156e-05_ST-321p903093968_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p288764077e-06_H-0b12abf205,9600.0,12506.37051406769,6045.896933771255,2906.3705140676902,8446989.56504209,9600.0,9748.572394807954,2205.5334524280133,148.57239480795397,22073.756498970546,2757.7981192597363,8424915.80854312,ARD_improved
clean,P-76p6986127633_VX-0p686212461643_LS-6p4052091323e-05_ST-393p159111444_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0300684885e-06_H-b41981edcb,15081.0,14939.014311035178,3992.717408476888,141.98568896482175,20159.935870815105,15081.0,14847.58776245439,2847.3846142233997,233.41223754560997,54481.272636048256,-91.42654858078822,-34321.33676523315,ARD_worsened
clean,P-78p6311637963_VX-0p75889512334_LS-7p24228839444e-05_ST-395p823418581_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p3567684844e-06_H-9aaaba6a78,13638.0,13790.100772926186,3926.35471085818,152.10077292618553,23134.64512474305,13638.0,14269.640653916955,2691.0025437075074,631.6406539169548,398969.9156806382,-479.53988099076923,-375835.2705558952,ARD_worsened
clean,P-80p5741190929_VX-0p403249617425_LS-8p97039861056e-05_ST-397p637850573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p19631126592e-05_H-6464f5e6a2,25658.0,21247.51555459452,6588.541672606248,4410.484445405484,19452373.04316372,25658.0,25405.82574284975,3644.325865678371,252.17425715025092,63591.85596928088,4158.310188255233,19388781.18719444,ARD_improved
clean,P-91p4898167395_VX-0p477122889388_LS-7p769973149e-05_ST-351p010780102_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p01108555266e-05_H-b41981edcb,20575.0,21256.137914586987,2897.7095862441174,681.1379145869869,463948.85868790944,20575.0,19249.488316127747,1580.0321874123451,1325.5116838722533,1756981.2240818564,-644.3737692852665,-1293032.3653939469,ARD_worsened
clean,P-92p2921456709_VX-0p425581954559_LS-4p53091383738e-05_ST-356p588229582_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13353504568e-05_H-765072ed36,23066.0,21122.319286300422,6410.0826050368405,1943.6807136995776,3777894.7168076993,23066.0,10654.121881430176,2478.551879557791,12411.878118569824,154054718.4302324,-10468.197404870247,-150276823.7134247,ARD_worsened
clean,P-92p9578294978_VX-0p909619863772_LS-6p47386544357e-05_ST-309p507384821_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p30344685197e-06_H-765072ed36,11086.0,11079.981945278883,5905.297042329136,6.018054721116641,36.21698262635429,11086.0,7383.485830625645,1694.7273911890052,3702.5141693743553,13708611.174417872,-3696.4961146532387,-13708574.957435247,ARD_worsened
clean,P-93p7392388905_VX-0p76284290369_LS-5p63100861802e-05_ST-349p958485388_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p32387163816e-06_H-5cefbb31d2,13219.0,13078.554912621836,4480.974167427053,140.44508737816432,19724.82256866021,13219.0,13141.120672139266,1606.6699568533497,77.87932786073361,6065.189708039638,62.565759517430706,13659.632860620572,ARD_improved
clean,P-97p5646849269_VX-0p800614374072_LS-8p74302358335e-05_ST-345p052442693_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p02552334713e-06_H-b41981edcb,12927.0,14028.506094108983,5999.373423681263,1101.5060941089832,1213315.6753592282,12927.0,12293.695416739843,1458.251284104537,633.3045832601565,401074.6951783205,468.20151084882673,812240.9801809076,ARD_improved
clean,P-97p9405338961_VX-0p913267755474_LS-7p48831340213e-05_ST-390p809181728_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p28226314145e-06_H-0b12abf205,11042.0,11810.589949355366,4633.9233444769725,768.5899493553661,590730.5102500842,11042.0,9975.84428977616,3148.91854553528,1066.1557102238403,1136687.9984429013,-297.5657608684742,-545957.4881928171,ARD_worsened
broad,P-101p127472137_VX-0p52394730996_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p56864695376e-06_H-b0e5aed98c,11779.0,16913.160313586184,6311.657518743957,5134.160313586184,26359602.125603385,11779.0,15772.054175505735,3562.0225490816138,3993.0541755057347,15944481.648523783,1141.1061380804495,10415120.477079602,ARD_improved
broad,P-104p101541641_VX-0p916529700054_LS-8p82882842693e-05_ST-394p968412652_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2634634783e-06_H-6014a1f9c3,71553.0,43088.98567989729,18564.4290856264,28464.01432010271,810200111.2150121,71553.0,16186.76770234816,16124.061113397198,55366.23229765184,3065419678.837546,-26902.21797754913,-2255219567.622534,ARD_worsened
broad,P-105p276295276_VX-0p639039009111_LS-7p6636834293e-05_ST-367p44858305_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p00822530836e-05_H-bf889bf790,29945.0,36920.57584538902,17335.805760852694,6975.575845389023,48658658.374774784,29945.0,41845.96576838966,17609.217492501346,11900.965768389658,141632986.22038245,-4925.3899230006355,-92974327.84560767,ARD_worsened
broad,P-107p176159755_VX-0p320752066655_LS-8p75302281584e-05_ST-393p859643937_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p50400296819e-05_H-8daf8adcd4,53796.0,29717.267306184447,18168.91282059372,24078.732693815557,579785368.140222,53796.0,25700.430300392305,15946.196337971234,28095.569699607695,789361036.745514,-4016.8370057921384,-209575668.60529208,ARD_worsened
broad,P-109p759946449_VX-0p241926176876_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p72873359867e-06_H-fb250c7cf9,28904.0,29339.332123423348,12036.12099562126,435.3321234233481,189514.0576842812,28904.0,28322.017102571423,5787.277732241003,581.9828974285774,338704.0928993621,-146.65077400522932,-149190.0352150809,ARD_worsened
broad,P-110p234671953_VX-0p866589137882_LS-8p08580037422e-05_ST-348p980680204_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56679098795e-06_H-6705b84f8a,61578.0,42455.85740569563,16027.434616328195,19122.14259430437,365656337.39690953,61578.0,43316.01469709415,14530.6074611589,18261.98530290585,333500107.20354927,860.1572913985183,32156230.19336027,ARD_improved
broad,P-110p642328299_VX-0p274154737479_LS-7p4676600105e-05_ST-358p612942181_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p7596342297e-05_H-b40dbd8ddd,83293.0,55033.631244251614,16526.625090279478,28259.368755748383,798591922.473368,83293.0,60794.19443890869,14541.633987518075,22498.805561091307,506196251.6757931,5760.563194657076,292395670.79757494,ARD_improved
broad,P-112p428225508_VX-0p704865651228_LS-6p30987392704e-05_ST-309p241492678_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p84402849623e-06_H-30d8d23b36,38782.0,30312.28842620438,17779.681802458203,8469.71157379562,71736014.14328746,38782.0,29507.23332175948,15932.017334962631,9274.766678240521,86021296.93580072,-805.0551044449021,-14285282.792513251,ARD_worsened
broad,P-112p904894498_VX-0p537693260466_LS-4p63068354409e-05_ST-322p169166627_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p19825809506e-05_H-bf889bf790,32956.0,27505.45381071412,18190.933305705643,5450.54618928588,29708453.76153883,32956.0,36166.74352698169,19138.696660752128,3210.7435269816924,10308873.996054837,2239.802662304188,19399579.76548399,ARD_improved
broad,P-113p286681534_VX-0p56768277259_LS-5p80401726566e-05_ST-302p148970527_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p13495658689e-05_H-bf889bf790,33713.0,39877.2609243881,16379.87895186186,6164.260924388102,37998112.74393805,33713.0,30946.56904031249,15425.586800089186,2766.43095968751,7653140.254717558,3397.8299647005915,30344972.489220493,ARD_improved
broad,P-114p820217584_VX-0p948189613582_LS-6p03705790634e-05_ST-353p560035146_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p08771719698e-06_H-d4c4d1b9c0,26021.0,18885.05085730775,16575.66174692187,7135.9491426922505,50921770.16709027,26021.0,28470.85946274052,15080.517228409202,2449.859462740518,6001811.38717926,4686.089679951732,44919958.779911004,ARD_improved
broad,P-115p281467344_VX-0p424433079834_LS-5p4086019252e-05_ST-352p652659088_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13660334979e-05_H-d616b14147,50034.0,53138.325701018926,17351.558693375373,3104.3257010189263,9636838.058006648,50034.0,35288.02006712475,16955.187837738573,14745.979932875249,217443924.18075952,-11641.654231856322,-207807086.12275288,ARD_worsened
broad,P-116p440418649_VX-0p621036488786_LS-7p33150072515e-05_ST-327p034160515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p76785372538e-06_H-3f4a2df486,41027.0,46954.79606273801,17212.986533030813,5927.796062738009,35138766.16141224,41027.0,44711.82984596874,14916.117508039442,3684.829845968743,13577970.99374203,2242.966216769266,21560795.16767021,ARD_improved
broad,P-116p693370328_VX-0p231004403842_LS-8p2871053211e-05_ST-317p198938228_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p08832408507e-05_H-d147d48e9f,83909.0,48417.55386234001,19077.164491228377,35491.44613765999,1259642748.94242,83909.0,43230.45634078128,19567.168370122217,40678.54365921872,1654743914.2349634,-5187.097521558731,-395101165.2925434,ARD_worsened
broad,P-118p4900546_VX-0p535113778256_LS-4p79907961621e-05_ST-385p412174328_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p01513061154e-06_H-dd169576f0,39182.0,40384.25005823218,18573.71655009222,1202.250058232181,1445405.2025192822,39182.0,42502.77133362581,17423.18973171414,3320.7713336258093,11027522.250230936,-2118.5212753936285,-9582117.047711654,ARD_worsened
broad,P-119p65849417_VX-0p305673131798_LS-5p10692886867e-05_ST-393p327897391_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p57819582462e-05_H-cb2618ba4f,72094.0,54812.692569438914,16492.136357896397,17281.307430561086,298643586.50956583,72094.0,32572.392525257852,17895.126594664947,39521.60747474215,1561957457.3875947,-22240.300044181065,-1263313870.8780289,ARD_worsened
broad,P-122p148440758_VX-0p768953415756_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p43159459768e-06_H-306f9d252b,9630.0,12870.694684105869,8937.7202336232,3240.694684105867,10502102.035592023,9630.0,11787.311332004989,3983.8142999304714,2157.311332004989,4653992.183197139,1083.3833521008783,5848109.852394884,ARD_improved
broad,P-122p399838052_VX-0p958262341264_LS-8p77032416896e-05_ST-376p830559352_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03423790676e-06_H-79d0c72bd8,60951.0,35558.601894121195,15882.92101802058,25392.398105878805,644773881.5674375,60951.0,21581.40761664976,18007.488330170952,39369.59238335024,1549964804.431149,-13977.194277471433,-905190922.8637115,ARD_worsened
broad,P-123p578555013_VX-0p413960648538_LS-5p40122226787e-05_ST-380p745973079_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16535729182e-05_H-f404b6f8f4,53226.0,46632.31193004869,13458.268042413856,6593.688069951306,43476722.363818176,53226.0,54225.200385063654,14674.041930337562,999.2003850636538,998401.409511354,5594.487684887652,42478320.95430682,ARD_improved
broad,P-124p939831153_VX-0p895565001264_LS-4p79284796095e-05_ST-395p904294171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p38667834965e-06_H-cf6d926251,24588.0,19573.257953715933,17660.56444322696,5014.742046284067,25147637.79076932,24588.0,22784.99318098209,17204.61725255146,1803.0068190179118,3250833.589425089,3211.7352272661556,21896804.20134423,ARD_improved
broad,P-126p228008246_VX-0p201684842681_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p27081552964e-06_H-306f9d252b,33658.0,30861.558518532896,8891.096567547318,2796.441481467104,7820084.959269929,33658.0,31782.52116799012,4111.400753522441,1875.4788320098814,3517420.8493171493,920.9626494572226,4302664.1099527795,ARD_improved
broad,P-126p429096271_VX-0p381791494837_LS-8p54596605095e-05_ST-336p470624887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p26354847299e-05_H-bf3689621a,57713.0,46258.589304656,16600.410146062964,11454.410695344,131203524.37761098,57713.0,54527.58959481443,16474.370492108825,3185.4104051855684,10146839.449464487,8269.000290158432,121056684.9281465,ARD_improved
broad,P-129p840936159_VX-0p750604494449_LS-8p84568803437e-05_ST-319p185657099_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p42698070514e-06_H-f575443233,76053.0,41976.61908388755,16186.716631639034,34076.38091611245,1161199736.339993,76053.0,48885.137409403906,19510.324101760856,27167.862590596094,738092757.7415107,6908.518325516357,423106978.59848225,ARD_improved
broad,P-133p003569327_VX-0p736244453131_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p53962249042e-06_H-306f9d252b,13551.0,10618.997012067011,7850.484338640472,2932.0029879329886,8596641.521247974,13551.0,10504.27815434185,4399.217752488056,3046.7218456581504,9282514.004810607,-114.7188577251618,-685872.4835626334,ARD_worsened
broad,P-133p058435031_VX-0p81650327798_LS-4p78587303962e-05_ST-362p382821566_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p90826850683e-06_H-dd169576f0,29896.0,20194.81235940501,15858.972639240594,9701.187640594988,94113041.63803294,29896.0,23783.679280472097,14833.804843236474,6112.320719527903,37360464.5783701,3588.866921067085,56752577.05966284,ARD_improved
broad,P-133p757797566_VX-0p645163458122_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p89815386795e-06_H-306f9d252b,12754.0,19320.915228023503,13001.072544253146,6566.915228023503,43124375.61204698,12754.0,18143.28197114345,7893.47880845437,5389.2819711434495,29044360.164491825,1177.6332568800535,14080015.447555155,ARD_improved
broad,P-134p442185153_VX-0p806363522352_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p3187841709e-06_H-b0e5aed98c,9949.0,11164.822682758746,7398.54468773695,1215.822682758746,1478224.795910674,9949.0,10238.79850918497,4257.506012404925,289.7985091849696,83983.1759258309,926.0241735737764,1394241.619984843,ARD_improved
broad,P-135p171981101_VX-0p652238458987_LS-5p89001447273e-05_ST-362p997098414_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p39625291417e-06_H-01d46950f6,36619.0,27209.89089763945,17574.599444608266,9409.109102360551,88531334.10012418,36619.0,35580.03960861949,15134.206582045626,1038.9603913805113,1079438.6948575452,8370.14871098004,87451895.40526664,ARD_improved
broad,P-135p208661893_VX-0p295797438033_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-6p32116012922e-06_H-fb250c7cf9,24334.0,28977.78093682839,7669.167310967438,4643.780936828389,21564701.389250748,24334.0,27737.670287921377,4356.644213783112,3403.670287921377,11584971.42887879,1240.1106489070116,9979729.960371958,ARD_improved
broad,P-136p115095044_VX-0p8200930762_LS-6p39666133344e-05_ST-362p502989524_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p88240620853e-06_H-f575443233,27498.0,20116.00775387509,15454.634839699387,7381.992246124908,54493809.52184826,27498.0,29941.312032049245,13425.315142306756,2443.3120320492453,5969773.685956612,4938.680214075663,48524035.83589165,ARD_improved
broad,P-136p984349172_VX-0p357723834949_LS-5p17808569448e-05_ST-373p061688931_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p34856001521e-05_H-270d04032e,63084.0,66157.4203049481,14136.619359209626,3073.4203049481,9445912.370867273,63084.0,61635.017577546314,16951.145441274068,1448.982422453686,2099550.060579752,1624.4378824944138,7346362.31028752,ARD_improved
broad,P-137p340072051_VX-0p708357837186_LS-8p48461574474e-05_ST-331p337392673_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p81028761138e-06_H-701e6757d1,36341.0,46694.07208610199,14716.203202080933,10353.072086101987,107186101.62002416,36341.0,31215.593222924097,17123.425558906867,5125.406777075903,26269794.630495593,5227.665309026084,80916306.98952857,ARD_improved
broad,P-137p601432421_VX-0p461948695475_LS-6p48780591522e-05_ST-397p490087405_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p04429791669e-05_H-ef2aaf59fd,55168.0,40351.56637782328,15556.443390813953,14816.433622176724,219526705.28036883,55168.0,47079.76590412439,12823.736305471833,8088.23409587561,65419530.78968475,6728.199526301114,154107174.4906841,ARD_improved
broad,P-138p247900083_VX-0p876957934743_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p13212389961e-06_H-306f9d252b,8679.0,6938.462980727512,7347.724301749791,1740.5370192724877,3029469.115457956,8679.0,7076.581580033049,3780.510363932877,1602.4184199669508,2567744.792649379,138.11859930553692,461724.3228085772,ARD_improved
broad,P-139p278080234_VX-0p813607985113_LS-8p25985701782e-05_ST-356p830860854_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p9292935803e-06_H-6014a1f9c3,33920.0,29236.748006097005,16219.73283142297,4683.251993902995,21932849.23839638,33920.0,50472.138267621616,13736.39830152707,16552.138267621616,273973281.2304639,-11868.886273718621,-252040431.99206755,ARD_worsened
broad,P-140p119887795_VX-0p222892199661_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p38873219639e-06_H-fb250c7cf9,31376.0,33200.13838037137,4968.272639717757,1824.1383803713688,3327480.8307438805,31376.0,33207.570994275586,2530.901155552843,1831.5709942755857,3354652.3070716574,-7.432613904216851,-27171.47632777691,ARD_worsened
broad,P-140p320645521_VX-0p612281673664_LS-8p56006119926e-05_ST-348p910931315_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p87892372174e-06_H-dd169576f0,40313.0,16766.148912984372,12926.203260716826,23546.851087015628,554454196.114089,40313.0,20952.656471765105,14170.162030985177,19360.343528234895,374822901.53126675,4186.507558780733,179631294.58282226,ARD_improved
broad,P-140p539865228_VX-0p255658736827_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p31358918074e-06_H-fb250c7cf9,30169.0,28307.4324660886,4159.996043867188,1861.5675339114025,3465433.68331298,30169.0,28365.151241026862,2282.0620435471874,1803.8487589731376,3253870.3452489288,57.718774938264914,211563.33806405123,ARD_improved
broad,P-140p573028588_VX-0p551169304036_LS-6p78791919712e-05_ST-377p8442615_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p16896078445e-05_H-bf889bf790,41161.0,22794.63714663781,13205.60184147396,18366.36285336219,337323284.4613625,41161.0,30032.163760368177,12530.211364789717,11128.836239631823,123850996.04854256,7237.526613730366,213472288.41281992,ARD_improved
broad,P-140p974625597_VX-0p98622838083_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p89589248085e-06_H-b0e5aed98c,8656.0,15465.192273069537,15194.825051562815,6809.192273069537,46365099.411629885,8656.0,10239.156736371773,11294.523128494862,1583.1567363717731,2506385.251919324,5226.035536697764,43858714.15971056,ARD_improved
broad,P-143p879945116_VX-0p336279357485_LS-6p76007351295e-05_ST-398p207663754_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p91595257833e-05_H-bf889bf790,64320.0,45548.98659528204,12593.682332026032,18771.01340471796,352350944.24010134,64320.0,50878.01265653391,11771.021949302254,13441.987343466091,180687023.7419026,5329.026061251869,171663920.49819875,ARD_improved
broad,P-143p909481867_VX-0p917293492006_LS-5p50242100517e-05_ST-352p206869428_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p25908081225e-06_H-cf6d926251,25740.0,20455.54645762506,14223.99413197308,5284.45354237494,27925449.241519056,25740.0,21379.054489492206,14881.182071959745,4360.945510507794,19017845.745618086,923.5080318671462,8907603.49590097,ARD_improved
