dataset,name,observed_target,isotropic_predicted_mean,isotropic_predicted_std,isotropic_absolute_error,isotropic_squared_error,ard_observed_target_check,ard_predicted_mean,ard_predicted_std,ard_absolute_error,ard_squared_error,paired_absolute_error_improvement_isotropic_minus_ard,paired_squared_error_improvement_isotropic_minus_ard,paired_outcome
clean,P-118p139890353_VX-0p847347819728_LS-5p08934239386e-05_ST-372p913421628_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p69319999497e-06_H-d7a336064e,11588.0,12137.935154912377,4059.817316061192,549.9351549123749,302428.6746084977,11588.0,11998.860006453124,1767.8373179572675,410.8600064531238,168805.9449026609,139.07514845925107,133622.7297058368,ARD_improved
clean,P-121p661876009_VX-0p281641526906_LS-7p16631028882e-05_ST-330p429005364_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p71285841829e-05_H-25d163a2a5,32976.0,29693.0688863494,4565.185177355948,3282.9311136506003,10777636.696975172,32976.0,35377.15588100244,1884.7553347904663,2401.1558810024435,5765549.564872621,881.7752326481568,5012087.132102551,ARD_improved
clean,P-126p512169142_VX-0p57236868357_LS-7p44940442576e-05_ST-386p738254947_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p42834477408e-06_H-d7a336064e,16689.0,16953.30864834836,3199.567881473216,264.3086483483603,69859.06159173718,16689.0,16731.608071721705,1167.9785815036828,42.60807172170462,1815.4477758419248,221.70057662665567,68043.61381589525,ARD_improved
clean,P-128p682231034_VX-0p601925389683_LS-8p082715257e-05_ST-394p322355105_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p01448266795e-06_H-b41981edcb,15870.0,17010.99037727868,3807.884379720815,1140.9903772786784,1301859.0410425407,15870.0,15760.006828577243,1524.9518915832016,109.99317142275686,12098.497759635977,1030.9972058559215,1289760.5432829047,ARD_improved
clean,P-129p569646497_VX-0p287154347682_LS-6p5197985882e-05_ST-393p701994752_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p67997477383e-05_H-b41981edcb,32343.0,30366.307731126035,3560.412789851196,1976.692268873965,3907312.325826104,32343.0,32997.464231863545,1626.073764559586,654.4642318635451,428323.43078874017,1322.22803701042,3478988.8950373637,ARD_improved
clean,P-131p049819122_VX-0p780196421599_LS-5p30845028915e-05_ST-389p742843455_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18321293134e-06_H-b41981edcb,12245.0,12761.382551573508,4027.667216025258,516.382551573508,266650.9395695666,12245.0,12145.456004537627,772.1400132973733,99.54399546237255,9909.007032612846,416.8385561111354,256741.93253695374,ARD_improved
clean,P-132p12166853_VX-0p788188085218_LS-6p42596953306e-05_ST-382p443068729_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1205195733e-06_H-b41981edcb,12121.0,11619.659386527366,4103.01130073562,501.3406134726338,251342.4107171168,12121.0,12262.343479140363,692.6902998139269,141.34347914036334,19977.979095502327,359.99713433227043,231364.4316216145,ARD_improved
clean,P-134p93654729_VX-0p343298656719_LS-5p9412954069e-05_ST-389p435734624_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p40522559835e-05_H-b41981edcb,27047.0,29133.52214606319,3651.750351896144,2086.522146063191,4353574.666012145,27047.0,26818.54118958886,2015.0592630319343,228.45881041113898,52193.428054472744,1858.063335652052,4301381.237957672,ARD_improved
clean,P-137p056736091_VX-0p84145784316_LS-6p02926393206e-05_ST-342p992007776_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p73305085006e-06_H-ddeae69a6e,11669.0,10724.47604173312,4471.614400244036,944.52395826688,892125.507740135,11669.0,11071.700739697257,1868.875056567434,597.2992603027433,356766.40635820426,347.2246979641367,535359.1013819308,ARD_improved
clean,P-139p185905374_VX-0p93275027917_LS-8p26285474625e-05_ST-371p150203889_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17193155633e-06_H-b789300819,10242.0,10021.569452024914,4699.720417971213,220.4305479750856,48589.6264805965,10242.0,10224.161072844927,2007.0317434972878,17.83892715507318,318.2273220440073,202.59162082001242,48271.39915855249,ARD_improved
