dataset,training_simulations,bound_setting,lengthscale_lower_bound,lengthscale_upper_bound,start_id,initial_constant,initial_lengthscale_P,initial_lengthscale_VX,initial_lengthscale_LS,initial_lengthscale_ST,optimizer,extra_optimizer_restarts,fit_runtime_seconds,optimization_failure,converged_without_exception,failure_message,optimization_warning_count,optimization_warning_categories,optimization_warning_messages,selected_solution,optimized_kernel_expression,log_marginal_likelihood,signal_variance,ard_lengthscale_P,P_at_lower_bound,P_at_upper_bound,ard_lengthscale_VX,VX_at_lower_bound,VX_at_upper_bound,ard_lengthscale_LS,LS_at_lower_bound,LS_at_upper_bound,ard_lengthscale_ST,ST_at_lower_bound,ST_at_upper_bound,selected_solution_change_assessment,selected_LML_delta_vs_primary,selected_max_lengthscale_ratio_vs_primary,selected_solution_changes_materially_vs_primary,weakly_identified_components
clean,91,primary_upper_1e2,0.01,100.0,all_1,1.0,1.0,1.0,1.0,1.0,fmin_l_bfgs_b,0,0.03722689999995055,False,True,,1,ConvergenceWarning,ConvergenceWarning: The optimal value found for dimension 2 of parameter k2__length_scale is close to the specified upper bound 100.0. Increasing the bound and calling fit again may find a better value.,True,"1.05**2 * Matern(length_scale=[1.78, 0.905, 100, 3.36], nu=1.5)",-24.663734946966812,1.0982172684456435,1.7785631240093611,False,False,0.9045111706349235,False,False,100.00000000000004,False,True,3.3622154637971824,False,False,selected_primary_reference,0.0,1.0,False,
clean,91,primary_upper_1e2,0.01,100.0,all_0p1,0.1,0.1,0.1,0.1,0.1,fmin_l_bfgs_b,0,0.14296060000015132,False,True,,1,ConvergenceWarning,ConvergenceWarning: The optimal value found for dimension 3 of parameter k2__length_scale is close to the specified upper bound 100.0. Increasing the bound and calling fit again may find a better value.,False,"0.933**2 * Matern(length_scale=[1.7, 0.698, 3.1, 100], nu=1.5)",-28.52224709190623,0.8710024076449543,1.6968474550867967,False,False,0.6975185559083973,False,False,3.1026513156046733,False,False,100.00000000000004,False,True,not_selected,,,False,
clean,91,primary_upper_1e2,0.01,100.0,all_10,10.0,10.0,10.0,10.0,10.0,fmin_l_bfgs_b,0,0.1368359000007331,False,True,,1,ConvergenceWarning,ConvergenceWarning: The optimal value found for dimension 2 of parameter k2__length_scale is close to the specified upper bound 100.0. Increasing the bound and calling fit again may find a better value.,False,"1.05**2 * Matern(length_scale=[1.78, 0.905, 100, 3.36], nu=1.5)",-24.663734946972006,1.098215668847576,1.7785616751355273,False,False,0.9045106517193287,False,False,100.00000000000004,False,True,3.362214175688143,False,False,not_selected,,,False,
clean,91,primary_upper_1e2,0.01,100.0,mixed_A,1.0,0.1,1.0,10.0,0.3,fmin_l_bfgs_b,0,0.04972099999940838,False,True,,1,ConvergenceWarning,ConvergenceWarning: The optimal value found for dimension 2 of parameter k2__length_scale is close to the specified upper bound 100.0. Increasing the bound and calling fit again may find a better value.,False,"1.05**2 * Matern(length_scale=[1.78, 0.905, 100, 3.36], nu=1.5)",-24.66373494698589,1.0982163430642147,1.7785612135765814,False,False,0.9045110355881331,False,False,100.00000000000004,False,True,3.3622131115713,False,False,not_selected,,,False,
clean,91,primary_upper_1e2,0.01,100.0,mixed_B,1.0,10.0,0.3,0.1,3.0,fmin_l_bfgs_b,0,0.04112420000092243,False,True,,1,ConvergenceWarning,ConvergenceWarning: The optimal value found for dimension 3 of parameter k2__length_scale is close to the specified upper bound 100.0. Increasing the bound and calling fit again may find a better value.,False,"0.933**2 * Matern(length_scale=[1.7, 0.698, 3.1, 100], nu=1.5)",-28.52224709242396,0.8709983450735862,1.6968456182554088,False,False,0.6975172616971765,False,False,3.1026318291185127,False,False,100.00000000000004,False,True,not_selected,,,False,
clean,91,widened_upper_1e3,0.01,1000.0,all_1,1.0,1.0,1.0,1.0,1.0,fmin_l_bfgs_b,0,0.05228770000030636,False,True,,1,ConvergenceWarning,ConvergenceWarning: The optimal value found for dimension 2 of parameter k2__length_scale is close to the specified upper bound 1000.0. Increasing the bound and calling fit again may find a better value.,False,"1.06**2 * Matern(length_scale=[1.79, 0.908, 1e+03, 3.38], nu=1.5)",-24.592038360910962,1.1144328652517834,1.7907786149773208,False,False,0.9083805993282794,False,False,999.9999999999998,False,True,3.3781111477817287,False,False,not_selected,,,False,
clean,91,widened_upper_1e3,0.01,1000.0,all_0p1,0.1,0.1,0.1,0.1,0.1,fmin_l_bfgs_b,0,0.06681170000047132,False,True,,1,ConvergenceWarning,ConvergenceWarning: The optimal value found for dimension 3 of parameter k2__length_scale is close to the specified upper bound 1000.0. Increasing the bound and calling fit again may find a better value.,False,"0.936**2 * Matern(length_scale=[1.7, 0.699, 3.1, 1e+03], nu=1.5)",-28.49313973665482,0.8760206116316932,1.7011419375586405,False,False,0.6988858156077501,False,False,3.104340136749685,False,False,999.9999999999998,False,True,not_selected,,,False,
clean,91,widened_upper_1e3,0.01,1000.0,all_10,10.0,10.0,10.0,10.0,10.0,fmin_l_bfgs_b,0,0.10703269999976328,False,True,,1,ConvergenceWarning,ConvergenceWarning: The optimal value found for dimension 2 of parameter k2__length_scale is close to the specified upper bound 1000.0. Increasing the bound and calling fit again may find a better value.,True,"1.06**2 * Matern(length_scale=[1.79, 0.908, 1e+03, 3.38], nu=1.5)",-24.592038353011283,1.1144896100642177,1.7908225859785467,False,False,0.9083983024237242,False,False,999.9999999999998,False,True,3.378193668410051,False,False,material_change,0.07169659395552941,9.999999999999993,True,LS
clean,91,widened_upper_1e3,0.01,1000.0,mixed_A,1.0,0.1,1.0,10.0,0.3,fmin_l_bfgs_b,0,0.05026879999968514,False,True,,1,ConvergenceWarning,ConvergenceWarning: The optimal value found for dimension 2 of parameter k2__length_scale is close to the specified upper bound 1000.0. Increasing the bound and calling fit again may find a better value.,False,"1.06**2 * Matern(length_scale=[1.79, 0.908, 1e+03, 3.38], nu=1.5)",-24.592038354069125,1.1144965080811196,1.790823888667692,False,False,0.908396849089954,False,False,999.9999999999998,False,True,3.3781786800355693,False,False,not_selected,,,False,
clean,91,widened_upper_1e3,0.01,1000.0,mixed_B,1.0,10.0,0.3,0.1,3.0,fmin_l_bfgs_b,0,0.04943939999975555,False,True,,1,ConvergenceWarning,ConvergenceWarning: The optimal value found for dimension 3 of parameter k2__length_scale is close to the specified upper bound 1000.0. Increasing the bound and calling fit again may find a better value.,False,"0.936**2 * Matern(length_scale=[1.7, 0.699, 3.1, 1e+03], nu=1.5)",-28.493139737224652,0.8760344281026428,1.7011533630492228,False,False,0.6988905147768346,False,False,3.1043598304106803,False,False,999.9999999999998,False,True,not_selected,,,False,
