name,observed_target,clean_trained_prediction,clean_trained_std,clean_trained_absolute_error,broad_observed_target_check,broad_trained_prediction,broad_trained_std,broad_trained_absolute_error,paired_improvement_clean_minus_broad,paired_outcome
P-223p161294482_VX-0p578452940205_LS-4p86833733719e-05_ST-359p100984903_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p33969415266e-06_H-1e85da8953,16055.0,15369.034970759625,1137.5294440736034,685.9650292403749,16055.0,26086.084108100324,16679.042787711467,10031.084108100324,-9345.119078859949,worsened_by_broad_training
P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,36051.0,36040.7475078391,2558.7082010098093,10.252492160900147,36051.0,61303.55205159954,16711.621307028807,25252.552051599538,-25242.299559438638,worsened_by_broad_training
P-226p648480029_VX-0p577602942666_LS-6p93800013331e-05_ST-342p653362063_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p35196680396e-06_H-b4093437b1,15161.0,15574.687755633508,981.6174162968923,413.68775563350755,15161.0,31542.271130730504,15318.033275091773,16381.271130730504,-15967.583375096996,worsened_by_broad_training
P-227p690023792_VX-0p392329282459_LS-7p92871102354e-05_ST-391p94840599_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p22961013075e-05_H-12074f4927,21640.0,23028.25823130861,1727.561102920465,1388.2582313086095,21640.0,47332.07380915188,13882.865378152856,25692.07380915188,-24303.81557784327,worsened_by_broad_training
P-228p907235932_VX-0p414638318501_LS-7p95917332413e-05_ST-340p25610662_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16345267376e-05_H-02b1b704be,20476.0,21014.762007361252,2875.1111335564888,538.7620073612525,20476.0,46810.116545383746,16266.876251371003,26334.116545383746,-25795.354538022493,worsened_by_broad_training
P-234p345987256_VX-0p872091919433_LS-7p00578367301e-05_ST-333p182550298_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p53166529298e-06_H-b41981edcb,10041.0,9936.00751135384,2008.9283698461456,104.99248864615947,10041.0,26124.835356751886,14576.35112225057,16083.835356751886,-15978.842868105727,worsened_by_broad_training
P-235p890696826_VX-0p62852965691_LS-7p09715556056e-05_ST-349p581827429_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p6752473809e-06_H-765072ed36,13933.0,14500.88236861926,2261.449492683891,567.8823686192609,13933.0,29728.6308178276,14625.672796083136,15795.630817827601,-15227.74844920834,worsened_by_broad_training
P-236p206080041_VX-0p584146530445_LS-8p43378292301e-05_ST-319p849522294_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p25840838144e-06_H-b41981edcb,14537.0,14282.458717549334,1886.2352824400168,254.54128245066568,14537.0,40495.007184659116,14285.446630490145,25958.007184659116,-25703.465902208452,worsened_by_broad_training
P-240p318887809_VX-0p361018894241_LS-4p85509578057e-05_ST-398p513006139_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33625155912e-05_H-3a501d5f99,24985.0,23627.19639431459,2081.3603734622966,1357.8036056854107,24985.0,49907.046474369534,19623.093302694182,24922.046474369534,-23564.242868684123,worsened_by_broad_training
P-243p325077963_VX-0p998321353283_LS-5p70160449472e-05_ST-337p156153016_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p83223221376e-06_H-d7a336064e,9037.0,9544.451472450739,3270.8506592466915,507.45147245073895,9037.0,27573.51273938194,17283.95865605299,18536.51273938194,-18029.0612669312,worsened_by_broad_training
P-246p298220115_VX-0p718479932945_LS-4p8795144948e-05_ST-311p768373355_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p71434285331e-06_H-0b12abf205,12928.0,12686.512384604706,3540.71593421224,241.4876153952937,12928.0,27306.9270548712,19740.27565427624,14378.927054871201,-14137.439439475907,worsened_by_broad_training
P-246p882256304_VX-0p912145169038_LS-8p52944569156e-05_ST-321p903093968_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p288764077e-06_H-0b12abf205,9600.0,9748.572394807954,2205.5334524280133,148.57239480795397,9600.0,25157.824423175603,18874.04897184588,15557.824423175603,-15409.25202836765,worsened_by_broad_training
P-76p6986127633_VX-0p686212461643_LS-6p4052091323e-05_ST-393p159111444_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0300684885e-06_H-b41981edcb,15081.0,14847.58776245439,2847.3846142233997,233.41223754560997,15081.0,12527.057164118592,16674.135549315684,2553.9428358814075,-2320.5305983357975,worsened_by_broad_training
P-78p6311637963_VX-0p75889512334_LS-7p24228839444e-05_ST-395p823418581_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p3567684844e-06_H-9aaaba6a78,13638.0,14269.640653916955,2691.0025437075074,631.6406539169548,13638.0,17441.467763046832,16157.973241206462,3803.4677630468323,-3171.8271091298775,worsened_by_broad_training
P-80p5741190929_VX-0p403249617425_LS-8p97039861056e-05_ST-397p637850573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p19631126592e-05_H-6464f5e6a2,25658.0,25405.82574284975,3644.325865678371,252.17425715025092,25658.0,44350.90868106949,17028.138978014515,18692.908681069493,-18440.734423919243,worsened_by_broad_training
P-91p4898167395_VX-0p477122889388_LS-7p769973149e-05_ST-351p010780102_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p01108555266e-05_H-b41981edcb,20575.0,19249.488316127747,1580.0321874123451,1325.5116838722533,20575.0,34260.39720298689,11286.692949291744,13685.39720298689,-12359.885519114636,worsened_by_broad_training
P-92p2921456709_VX-0p425581954559_LS-4p53091383738e-05_ST-356p588229582_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13353504568e-05_H-765072ed36,23066.0,10654.121881430176,2478.551879557791,12411.878118569824,23066.0,51382.2000228722,18724.616814753266,28316.200022872203,-15904.321904302378,worsened_by_broad_training
P-92p9578294978_VX-0p909619863772_LS-6p47386544357e-05_ST-309p507384821_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p30344685197e-06_H-765072ed36,11086.0,7383.485830625645,1694.7273911890052,3702.5141693743553,11086.0,34266.554581456476,17432.58256282598,23180.554581456476,-19478.04041208212,worsened_by_broad_training
P-93p7392388905_VX-0p76284290369_LS-5p63100861802e-05_ST-349p958485388_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p32387163816e-06_H-5cefbb31d2,13219.0,13141.120672139266,1606.6699568533497,77.87932786073361,13219.0,24208.68551193918,13850.004841213526,10989.68551193918,-10911.806184078447,worsened_by_broad_training
P-97p5646849269_VX-0p800614374072_LS-8p74302358335e-05_ST-345p052442693_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p02552334713e-06_H-b41981edcb,12927.0,12293.695416739843,1458.251284104537,633.3045832601565,12927.0,62460.9656189518,14928.34774393549,49533.9656189518,-48900.66103569164,worsened_by_broad_training
P-97p9405338961_VX-0p913267755474_LS-7p48831340213e-05_ST-390p809181728_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p28226314145e-06_H-0b12abf205,11042.0,9975.84428977616,3148.91854553528,1066.1557102238403,11042.0,29428.08732481939,17246.26691228089,18386.08732481939,-17319.93161459555,worsened_by_broad_training
