benchmark,display_name,surrogate_variant,acquisition_rule,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,acquisition_time_seconds,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30,acquisition_selected_position,acquisition_selected_score,acquisition_selected_p_plus,acquisition_selected_membership_uncertainty,acquisition_selected_straddle_score,acquisition_weighted_variance_reduction,acquisition_reference_set_size,acquisition_candidate_gate_size,acquisition_candidate_gate_fraction,acquisition_posterior_covariance_used,acquisition_p_star,acquisition_U_current,acquisition_U_plus,acquisition_U_minus,acquisition_expected_future_uncertainty,acquisition_expected_uncertainty_reduction,acquisition_shortlist_size,acquisition_fantasy_refit_time_seconds,acquisition_fantasy_refit_mode,acquisition_shortlist_source,acquisition_selected_uncertainty_score,acquisition_selected_repulsion
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,50,61,62,1814,0.7842280949899887,0.2962246999995841,False,False,False,1780,0.011318734148931173,0.35709888673388174,0.22957927182730403,1.1364305636907748,0.011318734148931173,1500,1182,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,51,62,63,3291,0.9564245314327824,0.2992131999999401,False,False,False,3235,0.011011459903557091,0.6054873805603351,0.23887241254251904,1.7041915607651044,0.011011459903557091,1500,1182,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,52,63,64,3225,0.2705733442547612,0.3002157000009902,False,False,True,3170,0.010528212565540714,0.6382312868178318,0.23089211134468632,1.1523111073620134,0.010528212565540714,1500,1182,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,53,64,65,1120,0.5175419066593213,0.3031840000003285,False,False,False,1100,0.010766988140188994,0.3547290116221483,0.2288963399357221,1.033030548904553,0.010766988140188994,1500,1181,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,54,65,66,3807,0.22031704325757306,0.3018062999999529,False,True,True,3745,0.010481602982826537,0.4695138778387183,0.24907059635556744,1.3015815934746653,0.010481602982826537,1500,1181,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,55,66,67,3446,0.16758754106537865,0.3040829000001395,False,True,True,3387,0.009513992343263588,0.37861044759474094,0.23526457656685087,1.148344799682275,0.009513992343263588,1500,1181,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,56,67,68,1972,0.056612633615344965,0.31322259999978996,True,True,True,1933,0.008614609090945477,0.3036821987653715,0.2114593209184009,1.1034047925817576,0.008614609090945477,1500,1180,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,57,68,69,2125,1.1947887670169635,0.3049109000003227,False,False,False,2084,0.009068316573841448,0.16422430712621655,0.13725468407513064,0.7182832595903539,0.009068316573841448,1500,1180,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,58,69,70,2973,0.9636963678393823,0.304936299999099,False,False,False,2916,0.008201267982824613,0.7117204579145515,0.20517444770045262,1.2099784677485559,0.008201267982824613,1500,1180,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,59,70,71,3585,0.4735261131082701,0.306896100000813,False,False,False,3519,0.00840235652201221,0.7001274644812238,0.20994899796031652,1.0719365941097778,0.00840235652201221,1500,1179,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,60,71,72,2712,0.531331700817232,0.31072040000071866,False,False,False,2659,0.00824287874794376,0.800754936322882,0.15954646827741922,0.9366170406738932,0.00824287874794376,1500,1179,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,61,72,73,783,0.1866860368050074,0.30728479999925185,False,True,True,768,0.007755830895722372,0.39289025297372315,0.238527502091967,1.1640678092600647,0.007755830895722372,1500,1179,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,62,73,74,766,0.17201483455365363,0.3104591999999684,False,True,True,751,0.008571363970674295,0.6909444904401544,0.2135402015705498,1.047096472042857,0.008571363970674295,1500,1179,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,63,74,75,672,0.8230378041521772,0.3087941999983741,False,False,False,659,0.00806187849238862,0.856196120729612,0.12312432357717565,0.733537357087813,0.00806187849238862,1500,1178,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,64,75,76,1516,0.43727455260811765,0.31096620000062103,False,False,False,1485,0.007434205290576469,0.7296929258054414,0.19724115983493598,1.1361422548578062,0.007434205290576469,1500,1178,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,65,76,77,997,0.5739435373089822,0.4868650999997044,False,False,False,976,0.007071525917978607,0.8485863639635508,0.1284875468586709,0.6188879758357411,0.007071525917978607,1500,1178,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,66,77,78,344,0.2060383519710789,0.31286679999902844,False,True,True,338,0.007139679744425143,0.41023510028360755,0.24194226277890601,1.6416297320413642,0.007139679744425143,1500,1177,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
hartmann4,Thresholded 4D Hartmann,gpr_fixed_or_existing,gpr_boundary_weighted_ivr,gpr_boundary_weighted_ivr,0,67,78,79,2749,0.7136846578636253,0.3133540999988327,False,False,False,2688,0.00681297943599558,0.9003473733132651,0.08972198068116916,0.49071780867797865,0.00681297943599558,1500,1177,0.3,True,null,null,null,null,null,null,null,null,null,null,null,null
