experiment_name,week6_simulation_id,week6_original_hash,week6_metadata_path,week6_metadata_sha256,week6_dataset_revision
P-155p56408626_VX-0p882684317254_LS-6p13538276829e-05_ST-315p150952839_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p46528414374e-06_H-cda596b3bb,sim_00056,cda596b3bb,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00056\metadata.json,0d0dc20fea150540bec2c9f6568dc711316c4ca7e61346b7810869fbb6986c33,0e859b748fdbc8454f66e58e101e333ac0479d42
P-158p404299584_VX-0p530960738208_LS-8p44011119013e-05_ST-377p174397227_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p08564467365e-06_H-fa25be35ef,sim_00057,fa25be35ef,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00057\metadata.json,36b87e50dc6ccc2c07a2bcaaacce78d38b14052e723ab24144b709b05f013911,0e859b748fdbc8454f66e58e101e333ac0479d42
P-158p77294915_VX-0p755822601012_LS-5p98686493415e-05_ST-315p3922311_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p38260961839e-06_H-0d7d85a8f4,sim_00058,0d7d85a8f4,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00058\metadata.json,d43a7d26338cc9c74cea2fe2812006b6886b74f05d612bbe8fbd42b297e4f49c,0e859b748fdbc8454f66e58e101e333ac0479d42
P-159p365045029_VX-0p465685970522_LS-5p71815338387e-05_ST-335p270795676_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03591710045e-05_H-312d3c9a86,sim_00059,312d3c9a86,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00059\metadata.json,db3eba9071792d27bb6336a1b0a14832c5ff75085d8287b06c86a182df4649fc,0e859b748fdbc8454f66e58e101e333ac0479d42
P-160p556282667_VX-0p957190479289_LS-5p53708249108e-05_ST-363p791890923_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03987524677e-06_H-0590129dfb,sim_00060,0590129dfb,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00060\metadata.json,5d4bedd135577b5239f30d8828383748bb3b2079423850bc17d912562c36f719,0e859b748fdbc8454f66e58e101e333ac0479d42
P-161p701140241_VX-0p559592851831_LS-7p43216837725e-05_ST-378p872335114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p15136442488e-05_H-bf889bf790,sim_00061,bf889bf790,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00061\metadata.json,6fc4df5e52d5ebc3d473b0bc58225c7849bef77d73ea503388befb04cf9bd740,0e859b748fdbc8454f66e58e101e333ac0479d42
P-163p117472792_VX-0p458171151631_LS-7p76324682791e-05_ST-309p146066051_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p05290797682e-05_H-45d75eceb5,sim_00062,45d75eceb5,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00062\metadata.json,26f9fc93ff4e21e87b6747e83bc66a9b593f04a691a54a260e7e6dffaf20ece1,0e859b748fdbc8454f66e58e101e333ac0479d42
P-163p341658752_VX-0p941874162971_LS-5p45765866009e-05_ST-310p281913475_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p12183133657e-06_H-b40dbd8ddd,sim_00063,b40dbd8ddd,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00063\metadata.json,14d5ad260b8f8030027d889563e79badde9513a58a8f3daa2c141930358788ad,0e859b748fdbc8454f66e58e101e333ac0479d42
P-166p164223082_VX-0p514604075971_LS-6p70362084208e-05_ST-302p957496397_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-1p25202137351e-05_H-bf889bf790,sim_00064,bf889bf790,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00064\metadata.json,bcc34fc01b767834aea77aa6d09b76cb0b5d5164d0ca34fdd164d4c5030bfe78,0e859b748fdbc8454f66e58e101e333ac0479d42
P-166p614725594_VX-0p931765035172_LS-5p67575778907e-05_ST-364p064697506_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p17740033261e-06_H-0744488b5e,sim_00065,0744488b5e,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00065\metadata.json,d39e1105b136b47b0413ca668c1a6dadce750009e624c41b4e2f5af9f9c9e3b8,0e859b748fdbc8454f66e58e101e333ac0479d42
P-167p36850481_VX-0p484912828283_LS-7p82623244153e-05_ST-326p173250025_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p94842850435e-06_H-31e40e99ef,sim_00066,31e40e99ef,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00066\metadata.json,11ac0751443eeac1660a36bc34f755332ae381c607e000d44865c3fb283b37fe,0e859b748fdbc8454f66e58e101e333ac0479d42
P-167p779770961_VX-0p390580196452_LS-6p45833025222e-05_ST-394p852870083_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23511653864e-05_H-73ae961aa0,sim_00067,73ae961aa0,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00067\metadata.json,22cb2652c3bf9ab1e0c87b2495a446faa13a538f8f1d4d757c1e9cf634a6b780,0e859b748fdbc8454f66e58e101e333ac0479d42
P-171p239447318_VX-0p969583751496_LS-7p40725617215e-05_ST-384p912438459_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p97545528746e-06_H-7931c20f4a,sim_00068,7931c20f4a,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00068\metadata.json,e846c6f50be411f7efcb548a35ed207f7bda295935ff5704f997d18a608b9e9e,0e859b748fdbc8454f66e58e101e333ac0479d42
P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,sim_00069,ba17ade68b,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00069\metadata.json,d1e5e14285bd1a8a06a15b768ce7f07b23a56494f86cc741d0b72d3ccee581d6,0e859b748fdbc8454f66e58e101e333ac0479d42
P-171p875575389_VX-0p916897438596_LS-6p66389080354e-05_ST-338p337187717_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2613524697e-06_H-30d8d23b36,sim_00070,30d8d23b36,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00070\metadata.json,851a616f2bacc151ae6c3b0ae6c0ce81d43488a3f3664dd67af3a7f2a9337809,0e859b748fdbc8454f66e58e101e333ac0479d42
P-173p720948038_VX-0p230617607979_LS-6p23730108092e-05_ST-383p499521736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09182665855e-05_H-eb41f0639c,sim_00071,eb41f0639c,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00071\metadata.json,b0da0bc5b9dded9c86ddd34a65550fb9010693ed24c322e78c287b15a70e2908,0e859b748fdbc8454f66e58e101e333ac0479d42
P-174p128102602_VX-0p994422815088_LS-7p40414236536e-05_ST-367p557277174_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p85117651146e-06_H-6705b84f8a,sim_00072,6705b84f8a,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00072\metadata.json,dfd2d8529c80902f26970cfcfba986b4a1c81e2d658bd6ebac1731343f2636ee,0e859b748fdbc8454f66e58e101e333ac0479d42
P-176p31832051_VX-0p578189015568_LS-5p80825678862e-05_ST-392p957182722_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p34350095405e-06_H-568de84222,sim_00073,568de84222,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00073\metadata.json,527552f4a5688c76950099f2387a26c809f3739193a2c441c69285291454ed9c,0e859b748fdbc8454f66e58e101e333ac0479d42
P-176p64993117_VX-0p775213670345_LS-6p57722012124e-05_ST-360p022077993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p222956054e-06_H-5731c00627,sim_00074,5731c00627,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00074\metadata.json,0d13bfabdc58e85a55f50248e95dd7a58133e36a192573c4171472de9879bdc4,0e859b748fdbc8454f66e58e101e333ac0479d42
P-177p868754925_VX-0p784825891065_LS-5p3694165939e-05_ST-378p775948175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p14673987943e-06_H-fa25be35ef,sim_00075,fa25be35ef,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00075\metadata.json,51797160783ed7366489551853d3f041d87b3ee88eda0459c30ced7041d6bf96,0e859b748fdbc8454f66e58e101e333ac0479d42
P-179p651163568_VX-0p66389382017_LS-6p65035978508e-05_ST-326p14019277_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p26640383816e-06_H-f77f7c89dc,sim_00076,f77f7c89dc,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00076\metadata.json,c5a9317a0092af81b24fbeed2d65ce4ead3456bb2eb8e19d38c4fc85a171cd39,0e859b748fdbc8454f66e58e101e333ac0479d42
P-181p197687991_VX-0p643443519749_LS-5p49477846524e-05_ST-320p630170488_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p49734895908e-06_H-6014a1f9c3,sim_00077,6014a1f9c3,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00077\metadata.json,14fdb30208f1516515c027eaa96249a4316f30d3f4e0b1dc33a6e1f7dde5dfc7,0e859b748fdbc8454f66e58e101e333ac0479d42
P-181p214517461_VX-0p293157847988_LS-6p39704529171e-05_ST-391p855294349_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64557102466e-05_H-e6df4d4a2d,sim_00078,e6df4d4a2d,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00078\metadata.json,be111387b91e6ac834c5c0c40448e4034182f6748e121c1c1e9b324c7beb5e26,0e859b748fdbc8454f66e58e101e333ac0479d42
P-182p701235644_VX-0p787372384637_LS-5p07019733104e-05_ST-389p154544132_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1268602978e-06_H-d9be003c20,sim_00079,d9be003c20,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00079\metadata.json,ea7317b3223bb3da04166ddbee47a1f76b78528ea03d4c58172c590d2895028e,0e859b748fdbc8454f66e58e101e333ac0479d42
P-183p86712976_VX-0p92773562332_LS-4p77447546287e-05_ST-393p876492884_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19988721113e-06_H-95ed9fb76f,sim_00080,95ed9fb76f,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00080\metadata.json,ae95bec2d81578dd7c421ca7a8922945c5a20a25d55eaa32a70d77ba68ab8077,0e859b748fdbc8454f66e58e101e333ac0479d42
P-184p554601264_VX-0p855768445974_LS-6p11854963854e-05_ST-316p977306706_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63717980689e-06_H-0011cc30ec,sim_00081,0011cc30ec,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00081\metadata.json,f43f1b72c4b9f2f7b89ec1e2cf2989709e335d5b3754b5d69354b43893e4d612,0e859b748fdbc8454f66e58e101e333ac0479d42
P-186p021611878_VX-0p483877556354_LS-6p53069178085e-05_ST-388p836932905_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96971349398e-06_H-b40dbd8ddd,sim_00082,b40dbd8ddd,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00082\metadata.json,a4758d442a801ec0a067891edc2524787e9c2248c1a0bf295f0df52a964c5cc9,0e859b748fdbc8454f66e58e101e333ac0479d42
P-186p850960621_VX-0p845582390035_LS-8p39602076571e-05_ST-354p289806443_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p70508641129e-06_H-f404b6f8f4,sim_00083,f404b6f8f4,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00083\metadata.json,e987203d4c87e8144e40504cbe3f34aaa97a183e2c53bd7b5d3eba758f068a99,0e859b748fdbc8454f66e58e101e333ac0479d42
P-188p702615393_VX-0p897654681927_LS-7p37418626284e-05_ST-361p378936642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p37413851912e-06_H-cedd8dc36d,sim_00084,cedd8dc36d,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00084\metadata.json,d9663a999fa1702f1f3389c3bc86744eeb19ee8fc4b4ce9551840b17fc22882b,0e859b748fdbc8454f66e58e101e333ac0479d42
P-190p553348142_VX-0p571798591092_LS-6p21059581714e-05_ST-350p091118048_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p43674797065e-06_H-30d8d23b36,sim_00085,30d8d23b36,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00085\metadata.json,594138c15a6631b0b423c6b72f4f520e726e321d087a34196349d541877c8ebd,0e859b748fdbc8454f66e58e101e333ac0479d42
P-193p028200221_VX-0p93446669696_LS-8p62901752671e-05_ST-365p941151844_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p16243181133e-06_H-4852b0403a,sim_00086,4852b0403a,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00086\metadata.json,c6bc5bc6ffb35e8101df8f6ca1117bc334fcd199953438540ab731ba333e929d,0e859b748fdbc8454f66e58e101e333ac0479d42
P-193p440626378_VX-0p303697281962_LS-7p07136561297e-05_ST-354p067159473_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p58846354233e-05_H-5731c00627,sim_00087,5731c00627,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00087\metadata.json,963032ed8c9256cf4159aaf2ca97483fe85ab9706487b17049d32b2721c67f12,0e859b748fdbc8454f66e58e101e333ac0479d42
P-193p81397439_VX-0p717380412454_LS-5p49903358659e-05_ST-340p433066031_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p72463384735e-06_H-ff88caf608,sim_00088,ff88caf608,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00088\metadata.json,728b5103acb3992bf6c13ea0de0ffd78ce364ba92fbec18051fcb28f77c4e30b,0e859b748fdbc8454f66e58e101e333ac0479d42
P-194p036512211_VX-0p298398024189_LS-7p09068727373e-05_ST-343p727832606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61667310503e-05_H-7931c20f4a,sim_00089,7931c20f4a,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00089\metadata.json,bf351d04aa620c57a400b53fa843437d7104abaf80f0c27231d85566d5c6afa9,0e859b748fdbc8454f66e58e101e333ac0479d42
P-194p089464462_VX-0p388567055088_LS-7p6021762795e-05_ST-395p140888584_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p24151559939e-05_H-7f5e3f5579,sim_00090,7f5e3f5579,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00090\metadata.json,e5361f19ed4f3583565f9fea16a714d5e075e7d2ce5346fc33254093ace82058,0e859b748fdbc8454f66e58e101e333ac0479d42
P-195p080816167_VX-0p844140965531_LS-6p21634030137e-05_ST-331p625980857_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p71482820998e-06_H-cca0c4e3bb,sim_00091,cca0c4e3bb,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00091\metadata.json,1e5f46a6d4a84459129fae3595933979c4b3dc77ae6cbe18f1444825832b77c4,0e859b748fdbc8454f66e58e101e333ac0479d42
P-196p954129245_VX-0p972458485112_LS-5p85340423111e-05_ST-310p387913302_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p96074709293e-06_H-f575443233,sim_00092,f575443233,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00092\metadata.json,81f089b03b5e187d0f3b3274751fdeeeffe5ca7567c070594d34f96ddc177ac4,0e859b748fdbc8454f66e58e101e333ac0479d42
P-197p742114875_VX-0p874617254357_LS-7p7301896977e-05_ST-350p888533369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p51569338357e-06_H-054022a1b4,sim_00093,054022a1b4,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00093\metadata.json,8d040e99ecc7c400dd0f8e09fe3fe64f5651e32cbce0256eecd72759fa6950af,0e859b748fdbc8454f66e58e101e333ac0479d42
P-198p603717725_VX-0p869799932432_LS-5p56307183941e-05_ST-326p836247823_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p54624163919e-06_H-bf3689621a,sim_00094,bf3689621a,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00094\metadata.json,9d7148c721508a2c96a8d55efd515884361e9d2ba47f95a6eec7c8a2964348c0,0e859b748fdbc8454f66e58e101e333ac0479d42
P-202p397397496_VX-0p555230188132_LS-4p52196790327e-05_ST-397p348654616_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p68850560746e-06_H-0011cc30ec,sim_00095,0011cc30ec,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00095\metadata.json,3fd3b5ed9d942eb7387e5f0205e50fa71288d7cae61bc2a8a269fa9ad5b532f5,0e859b748fdbc8454f66e58e101e333ac0479d42
P-202p894942483_VX-0p693798608043_LS-7p43333938026e-05_ST-353p442501329_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p95320017522e-06_H-4852b0403a,sim_00096,4852b0403a,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00096\metadata.json,8b792915291dddd8b33963d1b30d60114dacc1846758901e034df8703ac9aff6,0e859b748fdbc8454f66e58e101e333ac0479d42
P-203p020934762_VX-0p232834869492_LS-7p55576098976e-05_ST-395p193912826_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p07190641743e-05_H-b40dbd8ddd,sim_00097,b40dbd8ddd,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00097\metadata.json,17fdb18db5d1940b3ceff87aa5ac9a47e0532adfeb4dfefa0ded6dfd88056049,0e859b748fdbc8454f66e58e101e333ac0479d42
P-203p421420958_VX-0p245041839826_LS-7p55920229368e-05_ST-393p123734832_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p96869261447e-05_H-4852b0403a,sim_00098,4852b0403a,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00098\metadata.json,c78b5b31ccf48f377d84963d2f738602052ac5ffeb146275af2ee39bb74a666d,0e859b748fdbc8454f66e58e101e333ac0479d42
P-206p272219756_VX-0p781444456167_LS-4p98713368602e-05_ST-399p182507166_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p17333780404e-06_H-16cfaf1a76,sim_00099,16cfaf1a76,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00099\metadata.json,39674747837251fc97f2799c6f7196b13ccd6b43bb1d9b76b8983556dc0687c7,0e859b748fdbc8454f66e58e101e333ac0479d42
P-207p687789994_VX-0p40901295179_LS-7p09627718894e-05_ST-395p011679_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17945424024e-05_H-d9444347fb,sim_00100,d9444347fb,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00100\metadata.json,81d1b14541f125d6bd96580dfcbb0e9aee30b07e488ec4c44cf7442647c51817,0e859b748fdbc8454f66e58e101e333ac0479d42
P-208p39901443_VX-0p201684842681_LS-6p50424237325e-05_ST-372p154003234_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-3p19456481434e-05_H-bf889bf790,sim_00101,bf889bf790,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00101\metadata.json,5449ec8d0e5cc1ed79f020d9fd58362339da8775dff191a37636dfdd0105df9b,0e859b748fdbc8454f66e58e101e333ac0479d42
P-209p697266982_VX-0p34452106985_LS-7p55711119508e-05_ST-302p470939697_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4002396443e-05_H-b40dbd8ddd,sim_00102,b40dbd8ddd,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00102\metadata.json,4abbf5c86b039ffbba4792e4ab8fd040d7955cc8bacd012d48512837f10c3a63,0e859b748fdbc8454f66e58e101e333ac0479d42
P-209p90265043_VX-0p477857533217_LS-8p77962223972e-05_ST-386p665335025_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00953114007e-05_H-0011cc30ec,sim_00103,0011cc30ec,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00103\metadata.json,06b6850288a351947ec76265e76a059a071131c38758deb66c1b2bc74993cce3,0e859b748fdbc8454f66e58e101e333ac0479d42
P-210p093044543_VX-0p812610384047_LS-5p18819698292e-05_ST-390p525668596_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p93657267704e-06_H-d9be003c20,sim_00104,d9be003c20,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00104\metadata.json,73288ea90f5aa8cf167817236a83f6ed4debee3804c3dfd4abdb6c0f46eb29e1,0e859b748fdbc8454f66e58e101e333ac0479d42
P-211p816522505_VX-0p520710876808_LS-4p80782604054e-05_ST-318p660442183_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p26448979247e-06_H-5a4acb0e81,sim_00105,5a4acb0e81,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00105\metadata.json,5ac881cd0cc64a9731835f58e9bd3063a0aee1cbaf564030a4b5c7bfc7609295,0e859b748fdbc8454f66e58e101e333ac0479d42
P-212p092538093_VX-0p79096361392_LS-7p95278191784e-05_ST-347p757246585_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09904238086e-06_H-b40dbd8ddd,sim_00106,b40dbd8ddd,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00106\metadata.json,4a800c080e737a4b8d4de855da803e5581be60656cc7903cb257ed3abf3a96a5,0e859b748fdbc8454f66e58e101e333ac0479d42
P-212p375773305_VX-0p288263650586_LS-8p35116649465e-05_ST-312p800399692_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p67350985572e-05_H-bf3689621a,sim_00107,bf3689621a,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00107\metadata.json,b2686ee5827ca3291915789d9d85d5cbb173985eebfdc3d544cf5659ecda9f7f,0e859b748fdbc8454f66e58e101e333ac0479d42
P-218p135837307_VX-0p411781802704_LS-5p72773552436e-05_ST-307p427986374_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17152350379e-05_H-b40dbd8ddd,sim_00108,b40dbd8ddd,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00108\metadata.json,304ef7f5b2ceeef28e673f1441300678cfa72f6f18135b31568c9a579c238c4f,0e859b748fdbc8454f66e58e101e333ac0479d42
P-218p170294814_VX-0p856055229722_LS-8p4878396046e-05_ST-374p889107005_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63529131711e-06_H-73846c96ef,sim_00109,73846c96ef,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00109\metadata.json,d2807e00b5abb37b887d423d82c37ba924e62ef220cc88f01d9e725585af9ae2,0e859b748fdbc8454f66e58e101e333ac0479d42
P-218p315594294_VX-0p70315782783_LS-8p24115302242e-05_ST-319p105471156_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p86065121098e-06_H-6c8dbbeedf,sim_00110,6c8dbbeedf,C:\Users\ozgur\Documents\thesis-week6-melt-pool-audit\data\raw\huggingface\sph_dataset\final_data_processed\sim_00110\metadata.json,2f2ce388443ab12cc1edd51de315f0fb610b9ec23c469bab35ab126d550e3110,0e859b748fdbc8454f66e58e101e333ac0479d42
