experiment_name,partition,week6_simulation_id,XF,sph_v2_folder_domain_max_m,week6_domain_max_reconstructed_m,absolute_error_m,mapping_matches_week6,compatibility_rule
P-179p651163568_VX-0p66389382017_LS-6p65035978508e-05_ST-326p14019277_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p26640383816e-06_H-f77f7c89dc,old-data-local,sim_00076,0.0014,0.001212,0.0012119999999999783,2.168404344971009e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-181p197687991_VX-0p643443519749_LS-5p49477846524e-05_ST-320p630170488_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p49734895908e-06_H-6014a1f9c3,old-data-local,sim_00077,0.0014,0.001212,0.0012119999999999776,2.233456475320139e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-181p214517461_VX-0p293157847988_LS-6p39704529171e-05_ST-391p855294349_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64557102466e-05_H-e6df4d4a2d,old-data-local,sim_00078,0.0014,0.001212,0.001212,0.0,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-182p701235644_VX-0p787372384637_LS-5p07019733104e-05_ST-389p154544132_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1268602978e-06_H-d9be003c20,old-data-local,sim_00079,0.0014,0.001212,0.0012119999999999542,4.575333167888829e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-183p86712976_VX-0p92773562332_LS-4p77447546287e-05_ST-393p876492884_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19988721113e-06_H-95ed9fb76f,old-data-local,sim_00080,0.0014,0.001212,0.0012119999999999332,6.678685382510707e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-184p554601264_VX-0p855768445974_LS-6p11854963854e-05_ST-316p977306706_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63717980689e-06_H-0011cc30ec,old-data-local,sim_00081,0.0014,0.001212,0.0012119999999999239,7.611099250848241e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-186p021611878_VX-0p483877556354_LS-6p53069178085e-05_ST-388p836932905_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96971349398e-06_H-b40dbd8ddd,old-data-local,sim_00082,0.0014,0.001212,0.001211999999999981,1.8865117801247777e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-186p850960621_VX-0p845582390035_LS-8p39602076571e-05_ST-354p289806443_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p70508641129e-06_H-f404b6f8f4,old-data-local,sim_00083,0.0014,0.001212,0.0012119999999999549,4.5102810375396984e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-188p702615393_VX-0p897654681927_LS-7p37418626284e-05_ST-361p378936642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p37413851912e-06_H-cedd8dc36d,old-data-local,sim_00084,0.0014,0.001212,0.001211999999999922,7.806255641895632e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-190p553348142_VX-0p571798591092_LS-6p21059581714e-05_ST-350p091118048_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p43674797065e-06_H-30d8d23b36,old-data-local,sim_00085,0.0014,0.001212,0.0012119999999999484,5.160802341031001e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-193p028200221_VX-0p93446669696_LS-8p62901752671e-05_ST-365p941151844_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p16243181133e-06_H-4852b0403a,old-data-local,sim_00086,0.0014,0.001212,0.0012119999999999985,1.5178830414797062e-18,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-193p440626378_VX-0p303697281962_LS-7p07136561297e-05_ST-354p067159473_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p58846354233e-05_H-5731c00627,old-data-local,sim_00087,0.0014,0.001212,0.0012119999999999922,7.806255641895632e-18,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-193p81397439_VX-0p717380412454_LS-5p49903358659e-05_ST-340p433066031_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p72463384735e-06_H-ff88caf608,old-data-local,sim_00088,0.0014,0.001212,0.0012119999999999661,3.382710778154774e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-194p036512211_VX-0p298398024189_LS-7p09068727373e-05_ST-343p727832606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61667310503e-05_H-7931c20f4a,old-data-local,sim_00089,0.0014,0.001212,0.0012119999999999794,2.0599841277224584e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-194p089464462_VX-0p388567055088_LS-7p6021762795e-05_ST-395p140888584_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p24151559939e-05_H-7f5e3f5579,old-data-local,sim_00090,0.0014,0.001212,0.0012119999999999922,7.806255641895632e-18,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-195p080816167_VX-0p844140965531_LS-6p21634030137e-05_ST-331p625980857_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p71482820998e-06_H-cca0c4e3bb,old-data-local,sim_00091,0.0014,0.001212,0.001211999999999931,6.895525817007808e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-196p954129245_VX-0p972458485112_LS-5p85340423111e-05_ST-310p387913302_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p96074709293e-06_H-f575443233,old-data-local,sim_00092,0.0014,0.001212,0.0012119999999999432,5.681219383824043e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-197p742114875_VX-0p874617254357_LS-7p7301896977e-05_ST-350p888533369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p51569338357e-06_H-054022a1b4,old-data-local,sim_00093,0.0014,0.001212,0.0012119999999999603,3.968179951296946e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-198p603717725_VX-0p869799932432_LS-5p56307183941e-05_ST-326p836247823_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p54624163919e-06_H-bf3689621a,old-data-local,sim_00094,0.0014,0.001212,0.0012119999999999462,5.377642775528102e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-202p397397496_VX-0p555230188132_LS-4p52196790327e-05_ST-397p348654616_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p68850560746e-06_H-0011cc30ec,old-data-local,sim_00095,0.0014,0.001212,0.0012119999999999807,1.929879867024198e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-202p894942483_VX-0p693798608043_LS-7p43333938026e-05_ST-353p442501329_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p95320017522e-06_H-4852b0403a,old-data-local,sim_00096,0.0014,0.001212,0.0012119999999999614,3.859759734048396e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-203p020934762_VX-0p232834869492_LS-7p55576098976e-05_ST-395p193912826_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p07190641743e-05_H-b40dbd8ddd,old-data-local,sim_00097,0.0014,0.001212,0.001211999999999998,1.951563910473908e-18,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-203p421420958_VX-0p245041839826_LS-7p55920229368e-05_ST-393p123734832_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p96869261447e-05_H-4852b0403a,old-data-local,sim_00098,0.0014,0.001212,0.0012119999999999872,1.2793585635328952e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-206p272219756_VX-0p781444456167_LS-4p98713368602e-05_ST-399p182507166_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p17333780404e-06_H-16cfaf1a76,old-data-local,sim_00099,0.0014,0.001212,0.001211999999999925,7.502679033599691e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-207p687789994_VX-0p40901295179_LS-7p09627718894e-05_ST-395p011679_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17945424024e-05_H-d9444347fb,old-data-local,sim_00100,0.0014,0.001212,0.0012119999999999963,3.686287386450715e-18,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-208p39901443_VX-0p201684842681_LS-6p50424237325e-05_ST-372p154003234_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-3p19456481434e-05_H-bf889bf790,old-data-local,sim_00101,0.0014,0.001212,0.0012119999999999954,4.553649124439119e-18,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-209p697266982_VX-0p34452106985_LS-7p55711119508e-05_ST-302p470939697_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p4002396443e-05_H-b40dbd8ddd,old-data-local,sim_00102,0.0014,0.001212,0.0012119999999999692,3.0791341698588326e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-209p90265043_VX-0p477857533217_LS-8p77962223972e-05_ST-386p665335025_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00953114007e-05_H-0011cc30ec,old-data-local,sim_00103,0.0014,0.001212,0.001211999999999992,8.023096076392733e-18,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-210p093044543_VX-0p812610384047_LS-5p18819698292e-05_ST-390p525668596_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p93657267704e-06_H-d9be003c20,old-data-local,sim_00104,0.0014,0.001212,0.0012119999999999481,5.182486384480711e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-211p816522505_VX-0p520710876808_LS-4p80782604054e-05_ST-318p660442183_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p26448979247e-06_H-5a4acb0e81,old-data-local,sim_00105,0.0014,0.001212,0.001211999999999988,1.1926223897340549e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-212p092538093_VX-0p79096361392_LS-7p95278191784e-05_ST-347p757246585_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09904238086e-06_H-b40dbd8ddd,old-data-local,sim_00106,0.0014,0.001212,0.0012119999999999716,2.8406096919120216e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-212p375773305_VX-0p288263650586_LS-8p35116649465e-05_ST-312p800399692_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p67350985572e-05_H-bf3689621a,old-data-local,sim_00107,0.0014,0.001212,0.0012119999999999932,6.7220534694101275e-18,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-218p135837307_VX-0p411781802704_LS-5p72773552436e-05_ST-307p427986374_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17152350379e-05_H-b40dbd8ddd,old-data-local,sim_00108,0.0014,0.001212,0.001211999999999997,3.0357660829594124e-18,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-218p170294814_VX-0p856055229722_LS-8p4878396046e-05_ST-374p889107005_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63529131711e-06_H-73846c96ef,old-data-local,sim_00109,0.0014,0.001212,0.0012119999999999367,6.331740687315346e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-218p315594294_VX-0p70315782783_LS-8p24115302242e-05_ST-319p105471156_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p86065121098e-06_H-6c8dbbeedf,old-data-local,sim_00110,0.0014,0.001212,0.0012119999999999985,1.5178830414797062e-18,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-218p361623288_VX-0p747470791734_LS-7p1375293786e-05_ST-300p016423613_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45392523208e-06_H-a55a682ac9,old-data-local,sim_00111,0.0014,0.001212,0.001211999999999951,4.90059381963448e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-218p521967876_VX-0p920050491887_LS-7p11545742791e-05_ST-300p883630406_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p24332158458e-06_H-7931c20f4a,old-data-local,sim_00112,0.0014,0.001212,0.0012119999999999445,5.551115123125783e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-218p846041052_VX-0p877499363134_LS-5p6186595533e-05_ST-332p098243358_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p49757732676e-06_H-27d926f040,old-data-local,sim_00113,0.0014,0.001212,0.0012119999999999139,8.608565249534905e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-219p728507107_VX-0p99152217595_LS-6p49667790705e-05_ST-393p045172137_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p86536833974e-06_H-765e346b33,old-data-local,sim_00114,0.0014,0.001212,0.0012119999999999217,7.827939685345342e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-220p072225453_VX-0p425314653287_LS-7p24382024748e-05_ST-381p760927113_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1342474485e-05_H-ba17ade68b,old-data-local,sim_00115,0.0014,0.001212,0.001211999999999965,3.491130995403324e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-220p256246323_VX-0p736244453131_LS-5p8651582992e-05_ST-358p758060614_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-8p75110568607e-06_H-bf889bf790,old-data-local,sim_00116,0.0014,0.001212,0.0012119999999999533,4.662069341687669e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-220p462707704_VX-0p946752122114_LS-8p2300511791e-05_ST-313p968629329_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p0954420807e-06_H-b41989dc4b,old-data-local,sim_00117,0.0014,0.001212,0.0012119999999999414,5.854691731421724e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-221p576145741_VX-0p645163458122_LS-7p3903246332e-05_ST-318p590626589_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-9p98654362553e-06_H-bf889bf790,old-data-local,sim_00118,0.0014,0.001212,0.001211999999999983,1.691355389077387e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-223p185978023_VX-0p49812515056_LS-8p14092862216e-05_ST-313p14559396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p68455537246e-06_H-b40dbd8ddd,old-data-local,sim_00119,0.0014,0.001212,0.0012119999999999913,8.673617379884035e-18,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-225p435545826_VX-0p86531734725_LS-6p64530039846e-05_ST-364p26873014_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p57497271764e-06_H-d9fce10048,old-data-local,sim_00120,0.0014,0.001212,0.0012119999999999713,2.862293735361732e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-226p380431899_VX-0p944850720806_LS-5p28066961668e-05_ST-329p382817534_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p10569606054e-06_H-5637cba0f4,old-data-local,sim_00121,0.0014,0.001212,0.001211999999999949,5.095750210681871e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-227p786589532_VX-0p30483440954_LS-7p3391662288e-05_ST-359p259536614_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p58253807708e-05_H-180177fd7b,old-data-local,sim_00122,0.0014,0.001212,0.0012119999999999703,2.970713952610282e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-228p027925635_VX-0p505215249994_LS-8p46696228038e-05_ST-384p613421136_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p54864407413e-06_H-8eb307dfff,old-data-local,sim_00123,0.0014,0.001212,0.0012119999999999915,8.456776945386935e-18,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,old-data-local,sim_00124,0.0014,0.001212,0.0012119999999999614,3.859759734048396e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-229p384485496_VX-0p374546448601_LS-5p61892687884e-05_ST-346p005476369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28798994652e-05_H-f404b6f8f4,old-data-local,sim_00125,0.0014,0.001212,0.0012119999999999898,1.0191500421363742e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-229p39632192_VX-0p478464286668_LS-6p73160020334e-05_ST-313p601802213_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00825092644e-05_H-73ae961aa0,old-data-local,sim_00126,0.0014,0.001212,0.0012119999999999906,9.324138683375338e-18,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-229p433825146_VX-0p876957934743_LS-6p77377719261e-05_ST-358p900225798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-7p34693508648e-06_H-bf889bf790,old-data-local,sim_00127,0.0014,0.001212,0.0012119999999999182,8.174884380540703e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-232p272231119_VX-0p829414389208_LS-6p88203473429e-05_ST-337p761722106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p81629721619e-06_H-24e0a43587,old-data-local,sim_00128,0.0014,0.001212,0.0012119999999999818,1.8214596497756474e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-234p126702838_VX-0p687075747958_LS-6p17120592739e-05_ST-378p601004081_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p02123545672e-06_H-9aef4c9512,old-data-local,sim_00129,0.0014,0.001212,0.0012119999999999497,5.0306980803327406e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-236p763849841_VX-0p800191513041_LS-6p78517796151e-05_ST-355p994293515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p02870753363e-06_H-eb41f0639c,old-data-local,sim_00130,0.0014,0.001212,0.0012119999999999661,3.382710778154774e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-237p061390501_VX-0p937687434899_LS-4p7428723532e-05_ST-371p522412287_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p14470006046e-06_H-6445dc47a6,old-data-local,sim_00131,0.0014,0.001212,0.0012119999999999265,7.35089072945172e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-237p334710533_VX-0p878374904385_LS-5p83506544001e-05_ST-382p29609677_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p49209748472e-06_H-8773df93d2,old-data-local,sim_00132,0.0014,0.001212,0.0012119999999999646,3.5344990823027445e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-238p319282705_VX-0p253960262605_LS-5p92121677448e-05_ST-384p128817665_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p89955725889e-05_H-452de4062d,old-data-local,sim_00133,0.0014,0.001212,0.001211999999999976,2.4069288229178198e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-238p568860016_VX-0p692328357435_LS-6p05159821767e-05_ST-343p889085336_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p96796621315e-06_H-eb41f0639c,old-data-local,sim_00134,0.0014,0.001212,0.0012119999999999798,2.0166160408230382e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-240p150803131_VX-0p464417169926_LS-7p86781365033e-05_ST-312p042470117_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03874725471e-05_H-0744488b5e,old-data-local,sim_00135,0.0014,0.001212,0.0012119999999999744,2.5587171270657905e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-243p936893462_VX-0p545516283598_LS-5p6904291389e-05_ST-360p082453969_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p84322017154e-06_H-e0ed0fec98,old-data-local,sim_00137,0.0014,0.001212,0.0012119999999999865,1.3444106938820255e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-244p346847818_VX-0p692297386822_LS-7p87344285445e-05_ST-312p797130588_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p96827793206e-06_H-9bd689b964,old-data-local,sim_00138,0.0014,0.001212,0.0012119999999999893,1.0625181290357943e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-244p476502118_VX-0p49526990633_LS-8p73976519147e-05_ST-336p403249939_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p74038709269e-06_H-f06f0c9a83,old-data-local,sim_00139,0.0014,0.001212,0.001211999999999957,4.2934406030425976e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-246p351544569_VX-0p710899222357_LS-7p68583817855e-05_ST-368p835081824_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p78594159524e-06_H-f404b6f8f4,old-data-local,sim_00140,0.0014,0.001212,0.0012119999999999752,2.47198095326695e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-247p324665735_VX-0p977977830338_LS-8p14476523525e-05_ST-343p514293063_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p93275047078e-06_H-b40dbd8ddd,old-data-local,sim_00141,0.0014,0.001212,0.0012119999999999646,3.5344990823027445e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-248p695097131_VX-0p887957223036_LS-5p04400481913e-05_ST-333p269518536_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-7p25592725977e-06_H-bf889bf790,old-data-local,sim_00142,0.0014,0.001212,0.0012119999999999243,7.567731163948821e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-52p5445860993_VX-0p633129978235_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p95323714861e-06_H-306f9d252b,old-data-local,sim_00143,0.0012,0.001212,0.0012119999999999447,5.5294310796760726e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-53p4525830151_VX-0p394191978834_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-4p7433308439e-06_H-306f9d252b,old-data-local,sim_00144,0.0012,0.001212,0.0012119999999999928,7.15573433840433e-18,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-55p2363598851_VX-0p252312006514_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-7p41059847866e-06_H-fb250c7cf9,old-data-local,sim_00145,0.0012,0.001212,0.0012119999999999876,1.235990476633475e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-59p3859586774_VX-0p222677981218_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p39680224058e-06_H-306f9d252b,old-data-local,sim_00146,0.0012,0.001212,0.0012119999999999863,1.3660947373317356e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-63p4364244112_VX-0p87794698955_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p12972194663e-06_H-306f9d252b,old-data-local,sim_00147,0.0012,0.001212,0.0012119999999999525,4.7488055154865094e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-67p3007401579_VX-0p639039009111_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p92592931724e-06_H-306f9d252b,old-data-local,sim_00148,0.0012,0.001212,0.0012119999999999729,2.710505431213761e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-71p6599397131_VX-0p537693260466_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p47741567376e-06_H-306f9d252b,old-data-local,sim_00149,0.0012,0.001212,0.0012119999999999687,3.122502256758253e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-71p8781037338_VX-0p56768277259_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p29371096306e-06_H-306f9d252b,old-data-local,sim_00150,0.0012,0.001212,0.0012119999999999828,1.713039432527097e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-72p876222127_VX-0p956216556443_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p95539698515e-06_H-306f9d252b,old-data-local,sim_00151,0.0012,0.001212,0.0012119999999999687,3.122502256758253e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
P-74p5163352518_VX-0p201002332148_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p30229491189e-06_H-fb250c7cf9,old-data-local,sim_00152,0.0012,0.001212,0.0012119999999999887,1.1275702593849246e-17,True,"domain_max_x = min(folder XF, folder XL) + 12 µm boundary-wall extension"
