experiment_name,partition,week6_simulation_id,new_T0_start_row_index,old_T0_start_row_index,new_T0_end_row_index,old_T0_end_row_index,new_T0_start_time_s,old_T0_start_time_s,new_T0_end_time_s,old_T0_end_time_s,new_width_um,old_width_um,difference_width_um,relative_difference_width_um,identical_within_tolerance_width_um,new_depth_um,old_depth_um,difference_depth_um,relative_difference_depth_um,identical_within_tolerance_depth_um,new_total_height_um,old_total_height_um,difference_total_height_um,relative_difference_total_height_um,identical_within_tolerance_total_height_um,new_kinetic_energy_nJ,old_kinetic_energy_nJ,difference_kinetic_energy_nJ,relative_difference_kinetic_energy_nJ,identical_within_tolerance_kinetic_energy_nJ,window_endpoints_identical
P-176p64993117_VX-0p775213670345_LS-6p57722012124e-05_ST-360p022077993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p222956054e-06_H-5731c00627,old-data-local,sim_00074,64293.0,64293,77444.0,77444,0.001168246,0.001168246,0.001407078,0.001407078,149.77721,149.77721,0.0,0.0,True,54.756665,54.756665,0.0,0.0,True,82.127625,82.12762500000001,-1.4210854715202004e-14,-1.7303379606072868e-16,True,1.8085495,1.8085495000000005,-4.440892098500626e-16,-2.4554993371763533e-16,True,True
P-177p868754925_VX-0p784825891065_LS-5p3694165939e-05_ST-378p775948175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p14673987943e-06_H-fa25be35ef,old-data-local,sim_00075,63548.0,63548,76496.0,76496,0.001154716,0.001154716,0.001389862,0.001389862,135.46609,135.46609,0.0,0.0,True,55.72084,55.72084,0.0,0.0,True,80.61718,80.61718,0.0,0.0,True,1.794941,1.794941,0.0,0.0,True,True
P-181p197687991_VX-0p643443519749_LS-5p49477846524e-05_ST-320p630170488_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p49734895908e-06_H-6014a1f9c3,old-data-local,sim_00077,77491.0,77491,93311.0,93311,0.001407932,0.001407932,0.001695236,0.001695236,148.44292,148.44292,0.0,0.0,True,59.87088,59.87088,0.0,0.0,True,86.44223,86.44223,0.0,0.0,True,1.729411,1.729411,0.0,0.0,True,True
P-182p701235644_VX-0p787372384637_LS-5p07019733104e-05_ST-389p154544132_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1268602978e-06_H-d9be003c20,old-data-local,sim_00079,63353.0,63353,76248.0,76248,0.001151175,0.001151175,0.001385358,0.001385358,131.92374,131.92373999999998,2.842170943040401e-14,2.1544044635487146e-16,True,58.488870000000006,58.488870000000006,0.0,0.0,True,81.8277,81.8277,0.0,0.0,True,1.7989925,1.7989925,0.0,0.0,True,True
P-183p86712976_VX-0p92773562332_LS-4p77447546287e-05_ST-393p876492884_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19988721113e-06_H-95ed9fb76f,old-data-local,sim_00080,53785.0,53785,64707.0,64707,0.0009774123,0.0009774123,0.001175764,0.001175764,119.1025,119.1025,0.0,0.0,True,54.55737,54.55737,0.0,0.0,True,75.77777999999999,75.77777999999999,0.0,0.0,True,1.831067,1.831067,0.0,0.0,True,True
P-186p021611878_VX-0p483877556354_LS-6p53069178085e-05_ST-388p836932905_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96971349398e-06_H-b40dbd8ddd,old-data-local,sim_00082,96145.0,96145,115599.0,115599,0.001746703,0.001746703,0.002100003,0.002100003,183.60647,183.60647,0.0,0.0,True,68.17873999999999,68.17873999999999,0.0,0.0,True,98.54723,98.54723,0.0,0.0,True,2.194476,2.194476,0.0,0.0,True,True
P-188p702615393_VX-0p897654681927_LS-7p37418626284e-05_ST-361p378936642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p37413851912e-06_H-cedd8dc36d,old-data-local,sim_00084,55500.0,55500,66876.0,66876,0.001008558,0.001008558,0.001215155,0.001215155,155.04631,155.04631,0.0,0.0,True,50.83965,50.83965,0.0,0.0,True,78.72773000000001,78.72773000000001,0.0,0.0,True,2.030919,2.030919,0.0,0.0,True,True
P-193p028200221_VX-0p93446669696_LS-8p62901752671e-05_ST-365p941151844_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p16243181133e-06_H-4852b0403a,old-data-local,sim_00086,53290.0,53290,64240.0,64240,0.0009684227,0.0009684227,0.001167283,0.001167283,161.4234,161.4233999999,9.99875737761613e-11,6.194118930478681e-13,True,46.80242,46.80242,0.0,0.0,True,77.42287999999999,77.42287999999999,0.0,0.0,True,2.117194,2.117194,0.0,0.0,True,True
P-193p81397439_VX-0p717380412454_LS-5p49903358659e-05_ST-340p433066031_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p72463384735e-06_H-ff88caf608,old-data-local,sim_00088,69492.0,69492,83691.0,83691,0.001262664,0.001262664,0.001520529,0.001520529,143.449615,143.44961500000002,-2.842170943040401e-14,-1.9813025939737797e-16,True,61.98689,61.98689000000001,-7.105427357601002e-15,-1.1462790531354293e-16,True,88.24767,88.24766999999999,1.4210854715202004e-14,1.610337668428187e-16,True,1.9313775,1.9313775,0.0,0.0,True,True
P-194p036512211_VX-0p298398024189_LS-7p09068727373e-05_ST-343p727832606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61667310503e-05_H-7931c20f4a,old-data-local,sim_00089,98248.0,98248,115599.0,115599,0.001784896,0.001784896,0.002100003,0.002100003,228.18175,228.18175,0.0,0.0,True,74.66601,74.66601,0.0,0.0,True,95.879775,95.879775,0.0,0.0,True,2.3695245,2.3695245,0.0,0.0,True,True
P-195p080816167_VX-0p844140965531_LS-6p21634030137e-05_ST-331p625980857_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p71482820998e-06_H-cca0c4e3bb,old-data-local,sim_00091,59033.0,59033,71118.0,71118,0.00107272,0.00107272,0.001292193,0.001292193,143.34092500000003,143.340925,2.842170943040401e-14,1.9828049407664982e-16,True,55.936285,55.936285,0.0,0.0,True,81.82847000000001,81.82847000000001,0.0,0.0,True,2.0828569999999997,2.082857,-4.440892098500626e-16,-2.132115694212625e-16,True,True
P-196p954129245_VX-0p972458485112_LS-5p85340423111e-05_ST-310p387913302_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p96074709293e-06_H-f575443233,old-data-local,sim_00092,51259.0,51259,61729.0,61729,0.0009315381,0.0009315381,0.001121682,0.001121682,131.11235,131.11235,0.0,0.0,True,50.99379,50.99379,0.0,0.0,True,74.1062,74.1062,0.0,0.0,True,2.078215,2.078215,0.0,0.0,True,True
P-197p742114875_VX-0p874617254357_LS-7p7301896977e-05_ST-350p888533369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p51569338357e-06_H-054022a1b4,old-data-local,sim_00093,56937.0,56937,68639.0,68639,0.001034655,0.001034655,0.001247173,0.001247173,159.81514,159.81514,0.0,0.0,True,50.82025,50.82025,0.0,0.0,True,79.94009,79.94009,0.0,0.0,True,2.139234,2.139234,0.0,0.0,True,True
P-198p603717725_VX-0p869799932432_LS-5p56307183941e-05_ST-326p836247823_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p54624163919e-06_H-bf3689621a,old-data-local,sim_00094,57314.0,57314,69019.0,69019,0.001041502,0.001041502,0.001254074,0.001254074,135.3151,135.3150999999,9.99875737761613e-11,7.389239913079559e-13,True,55.03649,55.03649,0.0,0.0,True,80.05037999999999,80.05037999999999,0.0,0.0,True,2.0674514999999998,2.0674515,-4.440892098500626e-16,-2.1480030358635382e-16,True,True
P-202p397397496_VX-0p555230188132_LS-4p52196790327e-05_ST-397p348654616_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p68850560746e-06_H-0011cc30ec,old-data-local,sim_00095,89851.0,89851,108142.0,108142,0.001632399,0.001632399,0.001964578,0.001964578,146.943905,146.943905,0.0,0.0,True,70.55308500000001,70.55308500000001,0.0,0.0,True,92.87828,92.87828,0.0,0.0,True,2.030726,2.030726,0.0,0.0,True,True
P-203p020934762_VX-0p232834869492_LS-7p55576098976e-05_ST-395p193912826_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p07190641743e-05_H-b40dbd8ddd,old-data-local,sim_00097,99694.0,99694,115599.0,115599,0.001811156,0.001811156,0.002100003,0.002100003,248.84560000000002,248.8456,2.842170943040401e-14,1.1421423336560505e-16,True,70.70868,70.70868,0.0,0.0,True,86.89607000000001,86.89607000000001,0.0,0.0,True,2.704938,2.7049380000000003,-4.440892098500626e-16,-1.6417722323027831e-16,True,True
P-206p272219756_VX-0p781444456167_LS-4p98713368602e-05_ST-399p182507166_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p17333780404e-06_H-16cfaf1a76,old-data-local,sim_00099,63814.0,63814,76827.0,76827,0.001159547,0.001159547,0.001395873,0.001395873,135.281405,135.28140499999998,2.842170943040401e-14,2.10093245486355e-16,True,62.61258,62.61258,0.0,0.0,True,86.129485,86.129485,0.0,0.0,True,2.143707,2.143707,0.0,0.0,True,True
P-207p687789994_VX-0p40901295179_LS-7p09627718894e-05_ST-395p011679_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17945424024e-05_H-d9444347fb,old-data-local,sim_00100,96689.0,96689,115599.0,115599,0.001756583,0.001756583,0.002100003,0.002100003,212.25650000000002,212.2565,2.842170943040401e-14,1.3390265754124848e-16,True,82.71335,82.71335,0.0,0.0,True,112.88945,112.88945,0.0,0.0,True,2.52103,2.52103,0.0,0.0,True,True
P-208p39901443_VX-0p201684842681_LS-6p50424237325e-05_ST-372p154003234_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-3p19456481434e-05_H-bf889bf790,old-data-local,sim_00101,63672.0,63672,68795.0,68795,0.001156968,0.001156968,0.001250006,0.001250006,169.625425,169.625425,0.0,0.0,True,50.290025,50.290025,0.0,0.0,True,62.040095,62.040095,0.0,0.0,True,0.6237657,0.6237657,0.0,0.0,True,True
P-209p90265043_VX-0p477857533217_LS-8p77962223972e-05_ST-386p665335025_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00953114007e-05_H-0011cc30ec,old-data-local,sim_00103,95993.0,95993,115599.0,115599,0.001743943,0.001743943,0.002100003,0.002100003,219.1649,219.1649,0.0,0.0,True,74.29782,74.29782,0.0,0.0,True,106.42269000000002,106.42269,1.4210854715202004e-14,1.3353218862633525e-16,True,2.4875670000000003,2.4875670000000003,0.0,0.0,True,True
P-210p093044543_VX-0p812610384047_LS-5p18819698292e-05_ST-390p525668596_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p93657267704e-06_H-d9be003c20,old-data-local,sim_00104,61353.0,61353,73879.0,73879,0.001114853,0.001114853,0.001342335,0.001342335,135.20257999999998,135.20257999999998,0.0,0.0,True,62.57318,62.57318,0.0,0.0,True,86.28417,86.28417,0.0,0.0,True,2.213243,2.213243,0.0,0.0,True,True
P-211p816522505_VX-0p520710876808_LS-4p80782604054e-05_ST-318p660442183_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p26448979247e-06_H-5a4acb0e81,old-data-local,sim_00105,95762.0,95762,115314.0,115314,0.001739748,0.001739748,0.002094828,0.002094828,154.72028999999998,154.72028999999998,0.0,0.0,True,78.62832,78.62832,0.0,0.0,True,101.52176999999999,101.5217699999,9.99875737761613e-11,9.848880075304024e-13,True,2.097245,2.097245,0.0,0.0,True,True
P-212p092538093_VX-0p79096361392_LS-7p95278191784e-05_ST-347p757246585_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p09904238086e-06_H-b40dbd8ddd,old-data-local,sim_00106,62920.0,62920,75902.0,75902,0.001143311,0.001143311,0.001379075,0.001379075,175.27591,175.27590999999998,2.842170943040401e-14,1.6215411136877857e-16,True,58.7098,58.7098,0.0,0.0,True,88.64631,88.64631,0.0,0.0,True,2.429576,2.429576,0.0,0.0,True,True
P-212p375773305_VX-0p288263650586_LS-8p35116649465e-05_ST-312p800399692_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p67350985572e-05_H-bf3689621a,old-data-local,sim_00107,98216.0,98216,115599.0,115599,0.001784314,0.001784314,0.002100003,0.002100003,256.76705,256.76705,0.0,0.0,True,74.637395,74.637395,0.0,0.0,True,96.56809,96.56809,0.0,0.0,True,2.546233,2.546233,0.0,0.0,True,True
P-218p135837307_VX-0p411781802704_LS-5p72773552436e-05_ST-307p427986374_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p17152350379e-05_H-b40dbd8ddd,old-data-local,sim_00108,96770.0,96770,115599.0,115599,0.001758054,0.001758054,0.002100003,0.002100003,191.5584,191.5584,0.0,0.0,True,78.713215,78.713215,0.0,0.0,True,106.78914,106.7891399999,1.000017846308765e-10,9.364415204670638e-13,True,2.530785,2.530785,0.0,0.0,True,True
P-218p170294814_VX-0p856055229722_LS-8p4878396046e-05_ST-374p889107005_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63529131711e-06_H-73846c96ef,old-data-local,sim_00109,58119.0,58119,70128.0,70128,0.001056121,0.001056121,0.001274214,0.001274214,175.15818000000002,175.15818000000002,0.0,0.0,True,54.82408,54.82408,0.0,0.0,True,85.858975,85.858975,0.0,0.0,True,2.520195,2.520195,0.0,0.0,True,True
P-218p315594294_VX-0p70315782783_LS-8p24115302242e-05_ST-319p105471156_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p86065121098e-06_H-6c8dbbeedf,old-data-local,sim_00110,70746.0,70746,85384.0,85384,0.001285437,0.001285437,0.001551275,0.001551275,183.61817,183.61817,0.0,0.0,True,62.72201,62.72201,0.0,0.0,True,94.12826,94.12826,0.0,0.0,True,2.431437,2.431437,0.0,0.0,True,True
P-218p521967876_VX-0p920050491887_LS-7p11545742791e-05_ST-300p883630406_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p24332158458e-06_H-7931c20f4a,old-data-local,sim_00112,54115.0,54115,65247.0,65247,0.0009834054,0.0009834054,0.001185571,0.001185571,151.10873,151.10872999999998,2.842170943040401e-14,1.880878055847866e-16,True,54.79062,54.79062,0.0,0.0,True,81.72946999999999,81.72946999999999,0.0,0.0,True,2.549269,2.549269,0.0,0.0,True,True
P-218p846041052_VX-0p877499363134_LS-5p6186595533e-05_ST-332p098243358_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p49757732676e-06_H-27d926f040,old-data-local,sim_00113,56790.0,56790,68413.0,68413,0.001031986,0.001031986,0.001243068,0.001243068,139.288005,139.288005,0.0,0.0,True,58.775855,58.775855,0.0,0.0,True,82.847825,82.847825,0.0,0.0,True,2.3071965,2.3071965000000003,-4.440892098500626e-16,-1.9248001193225742e-16,True,True
P-220p072225453_VX-0p425314653287_LS-7p24382024748e-05_ST-381p760927113_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1342474485e-05_H-ba17ade68b,old-data-local,sim_00115,96490.0,96490,115599.0,115599,0.001752969,0.001752969,0.002100003,0.002100003,215.19369999999998,215.1937,-2.842170943040401e-14,-1.3207500698395913e-16,True,86.262795,86.262795,0.0,0.0,True,114.232455,114.232455,0.0,0.0,True,2.7006685,2.7006685,0.0,0.0,True,True
P-220p256246323_VX-0p736244453131_LS-5p8651582992e-05_ST-358p758060614_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-8p75110568607e-06_H-bf889bf790,old-data-local,sim_00116,57476.0,57476,68795.0,68795,0.001044444,0.001044444,0.001250006,0.001250006,143.29097,143.29097,0.0,0.0,True,66.77531,66.77531,0.0,0.0,True,90.40928500000001,90.409285,1.4210854715202004e-14,1.571835759480014e-16,True,2.4035795,2.4035795,0.0,0.0,True,True
P-223p185978023_VX-0p49812515056_LS-8p14092862216e-05_ST-313p14559396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p68455537246e-06_H-b40dbd8ddd,old-data-local,sim_00119,95858.0,95858,115599.0,115599,0.001741491,0.001741491,0.002100003,0.002100003,211.69135,211.69135,0.0,0.0,True,74.55723499999999,74.557235,-1.4210854715202004e-14,-1.9060329577943713e-16,True,106.46433499999999,106.4643349999,9.99875737761613e-11,9.391649680266655e-13,True,2.7955949999999996,2.795595,-4.440892098500626e-16,-1.588531993547215e-16,True,True
P-227p786589532_VX-0p30483440954_LS-7p3391662288e-05_ST-359p259536614_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p58253807708e-05_H-180177fd7b,old-data-local,sim_00122,97978.0,97978,115599.0,115599,0.001779992,0.001779992,0.002100003,0.002100003,242.10655,242.10655,0.0,0.0,True,78.729635,78.729635,0.0,0.0,True,101.56347,101.56347,0.0,0.0,True,2.9079835000000003,2.9079835,4.440892098500626e-16,1.5271379973444233e-16,True,True
P-228p959503311_VX-0p480404321045_LS-6p0796636822e-05_ST-336p115873803_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p00417926977e-05_H-ba17ade68b,old-data-local,sim_00124,96119.0,96119,115599.0,115599,0.001746231,0.001746231,0.002100003,0.002100003,188.76015,188.76015,0.0,0.0,True,86.54001,86.54001,0.0,0.0,True,115.42208,115.42208,0.0,0.0,True,3.1060559999999997,3.106056,-4.440892098500626e-16,-1.4297527470530557e-16,True,True
P-229p384485496_VX-0p374546448601_LS-5p61892687884e-05_ST-346p005476369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p28798994652e-05_H-f404b6f8f4,old-data-local,sim_00125,97179.0,97179,115599.0,115599,0.001765482,0.001765482,0.002100003,0.002100003,199.27132,199.27132,0.0,0.0,True,82.6434,82.6434,0.0,0.0,True,108.13374,108.13374,0.0,0.0,True,2.680261,2.680261,0.0,0.0,True,True
P-229p433825146_VX-0p876957934743_LS-6p77377719261e-05_ST-358p900225798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p00125_DT-7p34693508648e-06_H-bf889bf790,old-data-local,sim_00127,56795.0,56795,68455.0,68455,0.001032076,0.001032076,0.001243831,0.001243831,139.47870999999998,139.47870999999998,0.0,0.0,True,58.81311,58.81311,0.0,0.0,True,82.58046,82.58046,0.0,0.0,True,2.368245,2.368245,0.0,0.0,True,True
P-234p126702838_VX-0p687075747958_LS-6p17120592739e-05_ST-378p601004081_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p02123545672e-06_H-9aef4c9512,old-data-local,sim_00129,72466.0,72466,87384.0,87384,0.001316674,0.001316674,0.001587597,0.001587597,167.17103999999998,167.1710399999,9.99875737761613e-11,5.981154019034704e-13,True,70.65697999999999,70.65697999999999,0.0,0.0,True,98.02914,98.02914,0.0,0.0,True,2.73258,2.73258,0.0,0.0,True,True
P-236p763849841_VX-0p800191513041_LS-6p78517796151e-05_ST-355p994293515_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p02870753363e-06_H-eb41f0639c,old-data-local,sim_00130,62199.0,62199,75026.0,75026,0.001130217,0.001130217,0.001363166,0.001363166,163.26638,163.26638,0.0,0.0,True,63.872535000000006,63.872535000000006,0.0,0.0,True,91.66143,91.66143,0.0,0.0,True,2.86236,2.86236,0.0,0.0,True,True
P-237p061390501_VX-0p937687434899_LS-4p7428723532e-05_ST-371p522412287_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p14470006046e-06_H-6445dc47a6,old-data-local,sim_00131,53180.0,53180,64019.0,64019,0.000966425,0.000966425,0.00116327,0.00116327,124.96732499999999,124.967325,-1.4210854715202004e-14,-1.1371656323124468e-16,True,62.077235,62.077235,0.0,0.0,True,82.99588,82.99588,0.0,0.0,True,2.4636750000000003,2.463675,4.440892098500626e-16,1.802547859803191e-16,True,True
P-237p334710533_VX-0p878374904385_LS-5p83506544001e-05_ST-382p29609677_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p49209748472e-06_H-8773df93d2,old-data-local,sim_00132,56706.0,56706,68345.0,68345,0.00103046,0.00103046,0.001241833,0.001241833,147.02188999999998,147.02188999999998,0.0,0.0,True,62.64183,62.641830000000006,-7.105427357601002e-15,-1.1342943457432519e-16,True,87.06492499999999,87.064925,-1.4210854715202004e-14,-1.6322135136740774e-16,True,2.743187,2.7431870000000003,-4.440892098500626e-16,-1.618880556994702e-16,True,True
P-240p150803131_VX-0p464417169926_LS-7p86781365033e-05_ST-312p042470117_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p03874725471e-05_H-0744488b5e,old-data-local,sim_00135,96071.0,96071,115599.0,115599,0.00174536,0.00174536,0.002100003,0.002100003,219.447,219.447,0.0,0.0,True,82.71558999999999,82.71558999999999,0.0,0.0,True,114.23849000000001,114.23849,1.4210854715202004e-14,1.2439638089755915e-16,True,3.070389,3.070389,0.0,0.0,True,True
P-244p476502118_VX-0p49526990633_LS-8p73976519147e-05_ST-336p403249939_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p74038709269e-06_H-f06f0c9a83,old-data-local,sim_00139,95789.0,95789,115599.0,115599,0.001740238,0.001740238,0.002100003,0.002100003,227.0067,227.0067,0.0,0.0,True,78.25226,78.25226,0.0,0.0,True,111.09399,111.09399,0.0,0.0,True,3.261276,3.261276,0.0,0.0,True,True
P-246p351544569_VX-0p710899222357_LS-7p68583817855e-05_ST-368p835081824_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p78594159524e-06_H-f404b6f8f4,old-data-local,sim_00140,69953.0,69953,84454.0,84454,0.001271036,0.001271036,0.001534386,0.001534386,183.102185,183.102185,0.0,0.0,True,69.763275,69.76327500000001,-1.4210854715202004e-14,-2.0370108363178193e-16,True,98.985895,98.985895,0.0,0.0,True,3.075679,3.075679,0.0,0.0,True,True
P-247p324665735_VX-0p977977830338_LS-8p14476523525e-05_ST-343p514293063_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p93275047078e-06_H-b40dbd8ddd,old-data-local,sim_00141,50856.0,50856,61381.0,61381,0.0009242193,0.0009242193,0.001115362,0.001115362,159.94629,159.94629,0.0,0.0,True,54.84386,54.84386,0.0,0.0,True,86.108165,86.108165,0.0,0.0,True,3.031346,3.031346,0.0,0.0,True,True
P-52p5445860993_VX-0p633129978235_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p95323714861e-06_H-306f9d252b,old-data-local,sim_00143,55083.0,55083,68795.0,68795,0.001000985,0.001000985,0.001250006,0.001250006,94.39849000000001,94.39849,1.4210854715202004e-14,1.5054112322349653e-16,True,22.84292,22.84292,0.0,0.0,True,41.984199999999994,41.9842,-7.105427357601002e-15,-1.6924050851513192e-16,True,0.3389589,0.3389589,0.0,0.0,True,True
P-53p4525830151_VX-0p394191978834_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-4p7433308439e-06_H-306f9d252b,old-data-local,sim_00144,55082.0,55082,68795.0,68795,0.001000967,0.001000967,0.001250006,0.001250006,111.94405,111.94405,0.0,0.0,True,30.795679999999997,30.79568,-3.552713678800501e-15,-1.1536402764285448e-16,True,50.10976,50.10976,0.0,0.0,True,0.3551263,0.3551263,0.0,0.0,True,True
P-59p3859586774_VX-0p222677981218_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-8p39680224058e-06_H-306f9d252b,old-data-local,sim_00146,55075.0,55075,68795.0,68795,0.00100084,0.00100084,0.001250006,0.001250006,138.9932,138.9932,0.0,0.0,True,38.8958,38.8958,0.0,0.0,True,54.08393,54.08393,0.0,0.0,True,0.4783332,0.4783332,0.0,0.0,True,True
P-63p4364244112_VX-0p87794698955_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p12972194663e-06_H-306f9d252b,old-data-local,sim_00147,54737.0,54737,68378.0,68378,0.0009947014,0.0009947014,0.001242433,0.001242433,86.30895,86.30895,0.0,0.0,True,22.88304,22.88304,0.0,0.0,True,41.27405,41.27405,0.0,0.0,True,0.4087623,0.4087623,0.0,0.0,True,True
P-71p6599397131_VX-0p537693260466_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p47741567376e-06_H-306f9d252b,old-data-local,sim_00149,55064.0,55064,68795.0,68795,0.00100064,0.00100064,0.001250006,0.001250006,111.90636,111.90636,0.0,0.0,True,34.812685,34.812685,0.0,0.0,True,56.491420000000005,56.49142,7.105427357601002e-15,1.2577887682060395e-16,True,0.5685744500000001,0.56857445,1.1102230246251565e-16,1.9526431844152628e-16,True,True
P-71p8781037338_VX-0p56768277259_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p29371096306e-06_H-306f9d252b,old-data-local,sim_00150,55064.0,55064,68795.0,68795,0.00100064,0.00100064,0.001250006,0.001250006,110.21176999999999,110.2117699999,9.99875737761613e-11,9.072313581049649e-13,True,34.85407,34.85407,0.0,0.0,True,56.66978,56.66978,0.0,0.0,True,0.56434395,0.5643439499999999,1.1102230246251565e-16,1.9672808127475393e-16,True,True
P-72p876222127_VX-0p956216556443_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-1p95539698515e-06_H-306f9d252b,old-data-local,sim_00151,50251.0,50251,62778.0,62778,0.000913232,0.000913232,0.001140732,0.001140732,88.51039,88.51039,0.0,0.0,True,26.838810000000002,26.83881,3.552713678800501e-15,1.3237225043884215e-16,True,46.62917499999999,46.629175,-7.105427357601002e-15,-1.5238157993575915e-16,True,0.51822175,0.51822175,0.0,0.0,True,True
P-74p5163352518_VX-0p201002332148_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-9p30229491189e-06_H-fb250c7cf9,old-data-local,sim_00152,55063.0,55063,68795.0,68795,0.001000622,0.001000622,0.001250006,0.001250006,154.67672999999996,154.67672999989998,9.99875737761613e-11,6.464293224729147e-13,True,50.746759999999995,50.74676,-7.105427357601002e-15,-1.400173598787588e-16,True,65.82406,65.82406,0.0,0.0,True,0.6674818,0.6674818,0.0,0.0,True,True
P-76p2867092863_VX-0p693142102976_LS-5p97726511316e-05_ST-352p808802476_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p95978585387e-06_H-0744488b5e,old-data-local,sim_00153,72203.0,72203,86618.0,86618,0.001311898,0.001311898,0.001573686,0.001573686,112.64427500000001,112.644275,1.4210854715202004e-14,1.2615691933923854e-16,True,26.6876,26.6876,0.0,0.0,True,49.12424,49.12424,0.0,0.0,True,0.49150499999999997,0.4915049999999999,5.551115123125783e-17,1.129411729916437e-16,True,True
