experiment_name,partition,has_keyhole,T0_depth_um,max_depth_um,max_depth_relative_to_T0,T0_total_height_um,max_total_height_um,max_total_height_relative_to_T0,T0_kinetic_energy_nJ,max_kinetic_energy_nJ,max_kinetic_energy_relative_to_T0,keyhole_frames_before_T0,keyhole_frames_inside_T0,keyhole_frames_after_T0,keyhole_overlaps_T0,keyhole_timing_relative_to_T0
P-144p087720513_VX-0p415546267467_LS-5p02923295381e-05_ST-327p07537462_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16091058462e-05_H-0602c4a780,new-data,False,62.416985,63.060739999999996,before_T0,88.69263,90.64698000000001,inside_T0,1.4369524999999999,1.507816,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-148p299467422_VX-0p674162518859_LS-5p7557139752e-05_ST-331p520012414_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p15572353559e-06_H-e73b90164d,new-data,False,51.780699999999996,55.35622,before_T0,76.83209000000001,82.03381,inside_T0,1.307584,1.5667879999999998,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-150p071418192_VX-0p423845414489_LS-8p67749479825e-05_ST-322p128190627_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p1381792602e-05_H-2afbe2208b,new-data,False,58.764745,58.95469,before_T0,90.55511999999999,91.86865,inside_T0,1.5058575,1.6338039999999998,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-155p252053768_VX-0p916931554055_LS-7p35634948929e-05_ST-366p816583574_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p26115671522e-06_H-1d842653b1,new-data,False,42.78011,43.398149999999994,before_T0,69.49766,70.42616000000001,inside_T0,1.4952935,1.622151,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-155p610380822_VX-0p863747905944_LS-4p82199969556e-05_ST-303p817651114_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p58510251639e-06_H-44aa3a8888,new-data,False,50.43674,51.09016,inside_T0,72.81253000000001,74.81578999999999,inside_T0,1.398149,1.4930290000000002,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-157p183722649_VX-0p714259673467_LS-7p38607203139e-05_ST-347p368293375_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p75401507634e-06_H-add9572a86,new-data,False,50.11429,51.23838,before_T0,79.83139,123.8613,before_T0,1.4898205,1.733103,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-160p605564338_VX-0p585171267024_LS-4p89218084001e-05_ST-323p833105745_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p24394647322e-06_H-0602c4a780,new-data,False,58.49999,87.34396000000001,before_T0,84.690305,112.10913000000001,before_T0,1.5180755000000001,1.9830739999999998,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-162p142815649_VX-0p926926325143_LS-6p49234891537e-05_ST-377p454931887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p20442722594e-06_H-eed8ed7ef3,new-data,False,46.77227,47.2123,before_T0,71.76454,73.16111,inside_T0,1.6036155,1.752608,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-163p562272254_VX-0p729793018519_LS-5p10150522361e-05_ST-318p261957537_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p6102586358e-06_H-eed8ed7ef3,new-data,False,54.797019999999996,58.92024,before_T0,78.64425,83.51183999999999,inside_T0,1.488383,1.6639760000000001,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-164p187091551_VX-0p507792014735_LS-6p92164167976e-05_ST-301p020288893_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p50018996564e-06_H-c15424829d,new-data,False,58.543,66.76807,before_T0,89.61594,97.93709999999999,before_T0,1.6998280000000001,1.8777959999999998,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-164p607131174_VX-0p867199563125_LS-5p32762751968e-05_ST-314p058214573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56287250149e-06_H-0e4c2fc094,new-data,False,50.78344,51.07507,before_T0,73.716115,74.73155,inside_T0,1.5768185,1.728181,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-166p111836501_VX-0p454755470987_LS-7p13150844087e-05_ST-303p391516497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p06081639712e-05_H-0e4c2fc094,new-data,False,66.5654,66.837,before_T0,96.93106499999999,99.16406,inside_T0,1.8287784999999999,1.993923,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-167p350234557_VX-0p509305540745_LS-7p79284260895e-05_ST-367p465417979_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p47195782704e-06_H-0c5439e4b5,new-data,False,58.61101,62.98711000000001,before_T0,90.11136,95.04654,inside_T0,1.770577,1.9535760000000002,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-168p279672268_VX-0p662944494492_LS-8p51138696034e-05_ST-361p222757169_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p27680920966e-06_H-1d842653b1,new-data,False,50.79968,54.55363,before_T0,82.58775,84.02848,inside_T0,1.622211,1.8571790000000001,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-172p471893954_VX-0p300060565388_LS-5p45268436948e-05_ST-394p546009672_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60771562794e-05_H-0e4c2fc094,new-data,False,70.71863,71.23713000000001,before_T0,91.57602000000001,94.497,inside_T0,1.9778529999999999,2.369394,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-173p043282634_VX-0p866796851528_LS-6p96390683614e-05_ST-349p021338305_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56545699781e-06_H-27614c4053,new-data,False,50.6536,51.38208,before_T0,77.42292,78.57189,inside_T0,1.713517,1.855394,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-173p906668607_VX-0p677544388934_LS-8p62016404031e-05_ST-334p396108383_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p12000672104e-06_H-89021150a8,new-data,False,50.79225,54.75972,before_T0,83.43622,148.65983,before_T0,1.706112,1.9080499999999998,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-177p821134596_VX-0p63969291749_LS-8p76195222961e-05_ST-320p228793407_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5413068851e-06_H-0e4c2fc094,new-data,False,54.66565,55.06646,inside_T0,87.78308,88.91489,inside_T0,1.7709355,1.990899,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-185p872045369_VX-0p416268682161_LS-7p15564692144e-05_ST-371p982346013_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p15889587897e-05_H-bc28d74e69,new-data,False,74.77214000000001,75.07011,inside_T0,104.65425,106.59837999999999,inside_T0,2.2223395000000004,2.340895,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-187p255870651_VX-0p828194463092_LS-4p64611349328e-05_ST-375p783913497_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p82486459159e-06_H-bc28d74e69,new-data,False,58.45098,63.52674,after_T0,79.91969499999999,86.88910000000001,after_T0,1.735725,1.913718,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-198p376734591_VX-0p636800402216_LS-8p40585875992e-05_ST-361p411435367_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p5755614887e-06_H-1605f46060,new-data,False,60.69527,63.060520000000004,before_T0,93.80183000000001,122.39309000000002,after_T0,2.0943430000000003,2.407998,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-199p601335125_VX-0p449852506485_LS-5p7030843283e-05_ST-364p706449651_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07237828699e-05_H-1d842653b1,new-data,False,82.340345,82.90426,inside_T0,111.67506499999999,113.65559999999999,inside_T0,2.23917,2.362849,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-203p030488295_VX-0p654564663741_LS-6p39602473907e-05_ST-333p568221635_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p36996796534e-06_H-0e4c2fc094,new-data,False,65.373875,70.64577,before_T0,93.32455,99.52254,before_T0,2.1386125000000002,2.316131,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-203p317554156_VX-0p724937635215_LS-5p40301996917e-05_ST-325p306920736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p65453187788e-06_H-dfd65b549a,new-data,False,62.782399999999996,66.93857,before_T0,88.971405,96.0089,after_T0,2.107818,2.244637,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-204p071587815_VX-0p957219619336_LS-8p8582220221e-05_ST-334p090301355_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p03972182096e-06_H-676863bc48,new-data,False,46.865359999999995,47.24953,inside_T0,78.28962999999999,122.79053,before_T0,2.2370345,2.392498,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-204p165012598_VX-0p624752635414_LS-8p54709329997e-05_ST-334p626206985_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p72164906486e-06_H-4ecd858c02,new-data,False,,,,,,,,,,,,,,
P-207p432942583_VX-0p674802143379_LS-5p74396795379e-05_ST-382p34582068_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p14894084192e-06_H-676863bc48,new-data,False,66.114745,70.88922,before_T0,91.95544000000001,97.17997,before_T0,2.1700615,2.3186050000000002,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-208p096600196_VX-0p256636148953_LS-4p52492384214e-05_ST-395p602757306_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p87975101041e-05_H-1980b1708d,new-data,True,74.71056,158.3638,before_T0,91.20634,175.47879,before_T0,2.2334769999999997,2.3619,inside_T0,14.0,0.0,0.0,False,before_T0
P-209p47686991_VX-0p866693950214_LS-6p90699464413e-05_ST-369p570871734_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56611777644e-06_H-b021dd2b47,new-data,False,58.448049999999995,59.03557,before_T0,85.09566000000001,87.31835000000001,inside_T0,2.2760219999999998,2.582874,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-210p211145159_VX-0p921242046338_LS-8p23126060485e-05_ST-311p238003519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p23653975868e-06_H-0e4c2fc094,new-data,False,50.795955,51.40045,before_T0,80.49953500000001,147.28424,before_T0,2.2900805,2.419668,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-210p302841339_VX-0p779412575788_LS-5p86430912284e-05_ST-304p177226769_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p18943131388e-06_H-c15424829d,new-data,False,62.51617999999999,63.04418,before_T0,88.37799,90.08482000000001,inside_T0,2.239338,2.344112,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-210p331349445_VX-0p877062157481_LS-5p88084341536e-05_ST-346p930868597_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p50031780743e-06_H-0e4c2fc094,new-data,False,58.68051,59.113809999999994,before_T0,83.35416000000001,84.81958,inside_T0,2.3106660000000003,2.536211,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-211p964201781_VX-0p31026524833_LS-8p22948660567e-05_ST-308p041416816_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p5548375556e-05_H-22f5435fc5,new-data,False,74.73733,75.01098,inside_T0,97.35899,131.80032999999997,before_T0,2.471139,2.645232,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-212p474685749_VX-0p445530901525_LS-8p01654967217e-05_ST-390p176194232_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p08278024858e-05_H-4e23685f04,new-data,False,78.665605,78.89913,inside_T0,108.59692000000001,110.56729999999999,inside_T0,2.609911,2.9590840000000003,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-212p944274192_VX-0p351323873231_LS-4p80439392259e-05_ST-351p894554175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p37312632889e-05_H-7c2e16b959,new-data,True,78.70302,119.0752,before_T0,101.489975,137.39449,before_T0,2.2680105,2.350492,inside_T0,7.0,0.0,0.0,False,before_T0
P-213p315910834_VX-0p426447159191_LS-8p60684535809e-05_ST-346p722503996_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13123525366e-05_H-6aeda8a35c,new-data,False,78.75622,78.93777,inside_T0,110.53783999999999,112.87903,inside_T0,2.56185,2.821121,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-217p682945702_VX-0p631899079757_LS-7p17459883069e-05_ST-324p134516573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p63432129838e-06_H-7c2e16b959,new-data,False,67.46731,74.68508,before_T0,97.78083,102.44366,before_T0,2.382778,2.6590860000000003,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-222p079289377_VX-0p741891960581_LS-8p7279944479e-05_ST-335p366959171_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p50245704137e-06_H-0f2c16c7e5,new-data,False,58.950309999999995,62.83974,before_T0,91.73952999999999,95.73154000000001,inside_T0,2.50483,2.628205,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-225p007853492_VX-0p825221323097_LS-8p70957490335e-05_ST-338p940755161_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p84585064393e-06_H-c2c7cd9590,new-data,False,58.68753,58.96711,before_T0,90.16445999999999,155.40060999999997,before_T0,2.553097,2.730346,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-227p095146149_VX-0p485569900572_LS-4p61845747353e-05_ST-309p475761642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p93496630935e-06_H-c5f6eebf67,new-data,True,138.5759,207.3806,before_T0,162.66568999999998,226.77995,before_T0,2.781811,3.579347,before_T0,106.0,37.0,0.0,True,spans_multiple_T0_regions
P-230p324353521_VX-0p227660683076_LS-8p68191306555e-05_ST-386p564919231_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p11899592755e-05_H-0602c4a780,new-data,False,74.64661000000001,74.786,inside_T0,91.92989999999999,98.62652,inside_T0,3.041865,3.691051,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-231p081894821_VX-0p850370876493_LS-5p5190986405e-05_ST-302p777484886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67296074733e-06_H-179e4a5e71,new-data,False,62.65886999999999,66.55402000000001,after_T0,86.97557499999999,90.37699,after_T0,2.5334649999999996,2.7421219999999997,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-233p106311211_VX-0p310101846937_LS-6p6327379673e-05_ST-336p786172861_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p55565684328e-05_H-add9572a86,new-data,False,82.64645,82.84798,inside_T0,105.04311,107.74504999999999,inside_T0,2.794187,2.887191,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-233p11801175_VX-0p947725383123_LS-6p63357513021e-05_ST-310p062780041_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p09020934642e-06_H-1d842653b1,new-data,False,58.74257,59.03615,before_T0,85.20879000000001,139.20218,before_T0,2.8419269999999996,2.9480440000000003,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-233p918914285_VX-0p55009860706_LS-6p76633993968e-05_ST-363p156889773_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p76955611431e-06_H-9f078c62f6,new-data,False,73.72658,82.8999,before_T0,104.23083,112.63362,before_T0,2.837739,2.93689,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-236p369825033_VX-0p606859942193_LS-6p45901770765e-05_ST-328p218563755_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p94931460723e-06_H-0e4c2fc094,new-data,False,71.80616500000001,79.34149000000001,before_T0,101.17085500000002,107.52902,inside_T0,2.803819,2.904193,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-238p364831187_VX-0p683428278389_LS-5p30391716287e-05_ST-377p396343519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p05870792234e-06_H-1d842653b1,new-data,False,70.6435,88.90671,after_T0,96.77593,117.47362,after_T0,2.6677169999999997,2.7875430000000003,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-240p986949999_VX-0p621810109213_LS-6p5255993688e-05_ST-389p31118835_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p75818940789e-06_H-377b770359,new-data,False,73.696965,78.99126,before_T0,102.054405,106.92598,before_T0,2.8882735,3.08542,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-241p526098173_VX-0p390351171714_LS-7p60309896784e-05_ST-322p459160533_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p23584119956e-05_H-0e4c2fc094,new-data,False,90.41496000000001,94.03579,inside_T0,119.16853,125.81739,inside_T0,2.994688,3.200737,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-242p307622127_VX-0p748861384084_LS-6p09484851001e-05_ST-306p16946129_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p44194066558e-06_H-1d842653b1,new-data,False,66.783195,70.81725,after_T0,94.73892500000001,100.19059,after_T0,2.7689895,3.009751,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-243p042265843_VX-0p642372627708_LS-5p19118052277e-05_ST-314p809567363_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p50984770355e-06_H-ac0fcec187,new-data,True,74.52087,112.21860000000001,before_T0,99.66710499999999,132.37248,before_T0,2.5539880000000004,2.731695,before_T0,4.0,0.0,0.0,False,before_T0
P-250p363893775_VX-0p962117015407_LS-8p16921850603e-05_ST-395p976068127_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01406848207e-06_H-0f2c16c7e5,new-data,False,58.73985,59.06488,inside_T0,88.06518999999999,108.41046999999999,before_T0,3.207531,3.375171,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-250p760727959_VX-0p576945875618_LS-7p55521762294e-05_ST-375p926323236_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p36147861851e-06_H-a88ac79600,new-data,False,74.81853,79.12313,before_T0,107.18633000000001,110.32931,inside_T0,3.3084729999999998,3.384661,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-251p6022239_VX-0p703685008905_LS-6p09329521029e-05_ST-391p344263507_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p85551140349e-06_H-0e4c2fc094,new-data,False,74.06815,87.78929000000001,after_T0,101.152995,118.61836,after_T0,3.0173975,3.241292,before_T0,0.0,0.0,0.0,False,no_Keyhole
P-252p710023356_VX-0p579349155213_LS-8p35702038612e-05_ST-362p250166341_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p32679319476e-06_H-1d842653b1,new-data,False,74.93073000000001,82.97400999999999,before_T0,107.14692,114.5224,before_T0,3.268847,3.408882,inside_T0,0.0,0.0,0.0,False,no_Keyhole
P-255p411547814_VX-0p885409904065_LS-6p83114026847e-05_ST-348p701073765_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p44846017745e-06_H-89021150a8,new-data,False,62.733959999999996,63.226229999999994,before_T0,89.75892999999999,90.79153000000001,inside_T0,3.2265575,3.43543,before_T0,0.0,0.0,0.0,False,no_Keyhole
