benchmark,method,seed,budget,global_error,latent_uncertainty_region_fraction,near_boundary_error_q10,latent_uncertainty_region_fraction_q10,near_boundary_test_size_q10,near_boundary_error_q20,latent_uncertainty_region_fraction_q20,near_boundary_test_size_q20,near_boundary_error_q30,latent_uncertainty_region_fraction_q30,near_boundary_test_size_q30
branin,random,1,36,0.12775,0.40675,0.385,0.5475,400,0.33,0.53375,800,0.2791666666666667,0.5616666666666666,1200
branin,random,1,37,0.1285,0.39,0.385,0.54,400,0.33,0.5275,800,0.2791666666666667,0.5558333333333333,1200
branin,random,1,38,0.11125,0.387,0.4225,0.4525,400,0.32875,0.45375,800,0.255,0.48833333333333334,1200
branin,random,1,39,0.11075,0.36775,0.42,0.445,400,0.32625,0.44875,800,0.25333333333333335,0.4825,1200
branin,random,1,40,0.117,0.35325,0.415,0.445,400,0.325,0.44625,800,0.25916666666666666,0.4666666666666667,1200
branin,random,1,41,0.1145,0.335,0.4125,0.4425,400,0.3275,0.445,800,0.26,0.4716666666666667,1200
branin,random,1,42,0.1155,0.33375,0.41,0.46,400,0.33,0.44125,800,0.2625,0.4558333333333333,1200
branin,random,1,43,0.11625,0.323,0.41,0.4425,400,0.32875,0.42125,800,0.2608333333333333,0.43416666666666665,1200
branin,random,1,44,0.1295,0.3155,0.42,0.4,400,0.345,0.38375,800,0.2791666666666667,0.39916666666666667,1200
branin,random,1,45,0.1355,0.3145,0.4225,0.3925,400,0.35375,0.3725,800,0.2925,0.395,1200
branin,random,1,46,0.13475,0.28975,0.4225,0.4025,400,0.34875,0.3775,800,0.2891666666666667,0.39666666666666667,1200
branin,random,1,47,0.136,0.28675,0.42,0.3925,400,0.3475,0.37,800,0.28583333333333333,0.38916666666666666,1200
branin,random,1,48,0.13425,0.28575,0.43,0.3925,400,0.3525,0.355,800,0.2925,0.355,1200
branin,random,1,49,0.13425,0.2815,0.43,0.3825,400,0.35375,0.34875,800,0.29333333333333333,0.34833333333333333,1200
branin,random,1,50,0.1445,0.29575,0.43,0.425,400,0.34875,0.37875,800,0.2891666666666667,0.37333333333333335,1200
branin,random,2,6,0.396,0.75775,0.455,0.4875,400,0.4,0.5,800,0.36083333333333334,0.5225,1200
branin,random,2,7,0.3705,0.92225,0.4225,0.87,400,0.35375,0.8475,800,0.31833333333333336,0.8666666666666667,1200
branin,random,2,8,0.24775,0.9275,0.44,0.8825,400,0.335,0.85875,800,0.29083333333333333,0.8775,1200
branin,random,2,9,0.2465,0.911,0.44,0.8725,400,0.3325,0.8525,800,0.2891666666666667,0.87,1200
branin,random,2,10,0.2515,0.86325,0.4575,0.8375,400,0.355,0.82125,800,0.305,0.8325,1200
branin,random,2,11,0.2525,0.8155,0.4675,0.8025,400,0.36125,0.75,800,0.30666666666666664,0.7508333333333334,1200
branin,random,2,12,0.17475,0.80525,0.45,0.805,400,0.33125,0.75125,800,0.26916666666666667,0.7516666666666667,1200
branin,random,2,13,0.1425,0.81,0.4375,0.815,400,0.30375,0.76125,800,0.2375,0.7458333333333333,1200
branin,random,2,14,0.14125,0.816,0.4,0.805,400,0.2875,0.755,800,0.2275,0.7425,1200
branin,random,2,15,0.139,0.77975,0.4,0.7775,400,0.28125,0.73125,800,0.22333333333333333,0.71,1200
branin,random,2,16,0.13875,0.7495,0.3975,0.77,400,0.28,0.72375,800,0.2225,0.6908333333333333,1200
branin,random,2,17,0.13825,0.71775,0.3975,0.7575,400,0.2775,0.715,800,0.22083333333333333,0.6808333333333333,1200
branin,random,2,18,0.1625,0.767,0.3925,0.78,400,0.2875,0.73125,800,0.23166666666666666,0.7075,1200
branin,random,2,19,0.1675,0.74225,0.39,0.75,400,0.29125,0.69625,800,0.23333333333333334,0.6716666666666666,1200
branin,random,2,20,0.1695,0.7305,0.3925,0.7425,400,0.295,0.69,800,0.23583333333333334,0.6616666666666666,1200
branin,random,2,21,0.1665,0.697,0.3725,0.7325,400,0.275,0.67875,800,0.21833333333333332,0.6391666666666667,1200
branin,random,2,22,0.19925,0.76225,0.3925,0.72,400,0.3,0.69625,800,0.25083333333333335,0.6658333333333334,1200
branin,random,2,23,0.20575,0.746,0.4,0.715,400,0.31,0.6925,800,0.25833333333333336,0.66,1200
branin,random,2,24,0.21025,0.72875,0.4025,0.7,400,0.31,0.68125,800,0.25916666666666666,0.6433333333333333,1200
branin,random,2,25,0.151,0.748,0.4,0.7175,400,0.31,0.6975,800,0.25916666666666666,0.6725,1200
branin,random,2,26,0.11725,0.7485,0.3925,0.725,400,0.29625,0.7025,800,0.24416666666666667,0.6783333333333333,1200
branin,random,2,27,0.11675,0.72875,0.39,0.7075,400,0.2925,0.68625,800,0.24166666666666667,0.6416666666666667,1200
branin,random,2,28,0.12025,0.71325,0.395,0.695,400,0.29875,0.6675,800,0.2475,0.6258333333333334,1200
branin,random,2,29,0.118,0.6835,0.395,0.695,400,0.29875,0.665,800,0.2475,0.6225,1200
branin,random,2,30,0.1185,0.66825,0.395,0.685,400,0.29875,0.66,800,0.2475,0.6166666666666667,1200
branin,random,2,31,0.11875,0.6765,0.38,0.67,400,0.28625,0.64875,800,0.23833333333333334,0.6058333333333333,1200
branin,random,2,32,0.11875,0.6515,0.38,0.6625,400,0.28625,0.64125,800,0.23833333333333334,0.5975,1200
branin,random,2,33,0.11925,0.6325,0.38,0.645,400,0.28875,0.62875,800,0.23916666666666667,0.5858333333333333,1200
branin,random,2,34,0.1275,0.61325,0.3925,0.605,400,0.30375,0.57125,800,0.25916666666666666,0.5391666666666667,1200
branin,random,2,35,0.1275,0.58675,0.385,0.605,400,0.29875,0.56625,800,0.25416666666666665,0.5291666666666667,1200
branin,random,2,36,0.12775,0.56475,0.385,0.6,400,0.29875,0.56125,800,0.25416666666666665,0.52,1200
branin,random,2,37,0.1305,0.543,0.4025,0.5275,400,0.3125,0.505,800,0.2633333333333333,0.4708333333333333,1200
branin,random,2,38,0.12925,0.54675,0.395,0.535,400,0.315,0.50875,800,0.2683333333333333,0.47333333333333333,1200
branin,random,2,39,0.12375,0.52925,0.395,0.53,400,0.315,0.50625,800,0.2683333333333333,0.47,1200
branin,random,2,40,0.137,0.57375,0.3875,0.4925,400,0.31875,0.4775,800,0.27666666666666667,0.4575,1200
branin,random,2,41,0.1265,0.579,0.39,0.515,400,0.31,0.485,800,0.265,0.4583333333333333,1200
branin,random,2,42,0.12825,0.5565,0.3975,0.4675,400,0.31375,0.445,800,0.26916666666666667,0.42583333333333334,1200
branin,random,2,43,0.1295,0.523,0.3975,0.4625,400,0.31375,0.44,800,0.2683333333333333,0.4216666666666667,1200
branin,random,2,44,0.129,0.5085,0.3975,0.46,400,0.31375,0.43625,800,0.2675,0.41583333333333333,1200
branin,random,2,45,0.119,0.534,0.3925,0.51,400,0.305,0.475,800,0.25916666666666666,0.4483333333333333,1200
branin,random,2,46,0.09625,0.5835,0.3875,0.575,400,0.3075,0.55,800,0.25333333333333335,0.5241666666666667,1200
branin,random,2,47,0.09125,0.65675,0.38,0.675,400,0.2975,0.60625,800,0.24333333333333335,0.5783333333333334,1200
branin,random,2,48,0.09125,0.6375,0.38,0.665,400,0.2975,0.60125,800,0.24333333333333335,0.5708333333333333,1200
branin,random,2,49,0.09075,0.63025,0.38,0.665,400,0.295,0.6,800,0.24166666666666667,0.5683333333333334,1200
branin,random,2,50,0.1,0.62075,0.38,0.6125,400,0.29625,0.5675,800,0.24833333333333332,0.5441666666666667,1200
branin,random,3,6,0.4175,0.9765,0.575,0.9325,400,0.63875,0.9525,800,0.6566666666666666,0.9583333333333334,1200
branin,random,3,7,0.24625,0.972,0.53,0.9325,400,0.52375,0.9525,800,0.5008333333333334,0.9583333333333334,1200
branin,random,3,8,0.23275,0.96625,0.5175,0.93,400,0.50625,0.95,800,0.485,0.9558333333333333,1200
branin,random,3,9,0.22475,0.95625,0.515,0.9225,400,0.49625,0.94625,800,0.48083333333333333,0.9525,1200
branin,random,3,10,0.2215,0.95075,0.52,0.9225,400,0.50625,0.94625,800,0.48333333333333334,0.9516666666666667,1200
branin,random,3,11,0.2215,0.94575,0.52,0.9225,400,0.50625,0.94625,800,0.48333333333333334,0.9516666666666667,1200
branin,random,3,12,0.21925,0.7645,0.515,0.795,400,0.5025,0.8025,800,0.4866666666666667,0.7891666666666667,1200
branin,random,3,13,0.196,0.92875,0.5275,0.925,400,0.50125,0.94625,800,0.4716666666666667,0.9475,1200
branin,random,3,14,0.21325,0.92325,0.525,0.9175,400,0.50125,0.93875,800,0.4725,0.9375,1200
branin,random,3,15,0.213,0.9085,0.525,0.9075,400,0.50125,0.93125,800,0.4725,0.9308333333333333,1200
branin,random,3,16,0.21175,0.87675,0.52,0.8975,400,0.4975,0.915,800,0.4716666666666667,0.915,1200
branin,random,3,17,0.21075,0.8385,0.5225,0.8875,400,0.4975,0.89875,800,0.4716666666666667,0.895,1200
branin,random,3,18,0.16275,0.83225,0.49,0.8875,400,0.40625,0.8975,800,0.3416666666666667,0.8775,1200
branin,random,3,19,0.16475,0.832,0.485,0.885,400,0.41,0.89625,800,0.3491666666666667,0.8733333333333333,1200
branin,random,3,20,0.16625,0.7875,0.4875,0.8575,400,0.41625,0.8575,800,0.3541666666666667,0.8283333333333334,1200
branin,random,3,21,0.167,0.7565,0.485,0.845,400,0.42125,0.84625,800,0.35833333333333334,0.8158333333333333,1200
branin,random,3,22,0.13975,0.79425,0.49,0.8825,400,0.41125,0.88,800,0.3433333333333333,0.85,1200
branin,random,3,23,0.1445,0.77325,0.5,0.8275,400,0.41875,0.8375,800,0.3425,0.815,1200
branin,random,3,24,0.14375,0.751,0.4975,0.8225,400,0.41375,0.825,800,0.33916666666666667,0.8,1200
branin,random,3,25,0.14275,0.7255,0.4975,0.8125,400,0.4125,0.815,800,0.3375,0.79,1200
branin,random,3,26,0.14225,0.7055,0.4975,0.795,400,0.41125,0.79875,800,0.33666666666666667,0.7758333333333334,1200
branin,random,3,27,0.122,0.6855,0.4825,0.795,400,0.37375,0.79875,800,0.295,0.775,1200
branin,random,3,28,0.12575,0.66225,0.47,0.7525,400,0.36875,0.76,800,0.2941666666666667,0.7425,1200
branin,random,3,29,0.119,0.6415,0.4675,0.755,400,0.36625,0.76,800,0.2925,0.7425,1200
branin,random,3,30,0.118,0.613,0.465,0.755,400,0.36375,0.75625,800,0.29,0.7383333333333333,1200
branin,random,3,31,0.112,0.65675,0.485,0.79,400,0.37,0.7925,800,0.2875,0.7683333333333333,1200
branin,random,3,32,0.12125,0.74225,0.495,0.815,400,0.38875,0.81875,800,0.30583333333333335,0.8,1200
branin,random,3,33,0.12,0.721,0.49,0.8075,400,0.385,0.81375,800,0.3025,0.7958333333333333,1200
branin,random,3,34,0.12025,0.701,0.485,0.8,400,0.38375,0.80875,800,0.3025,0.7891666666666667,1200
branin,random,3,35,0.109,0.681,0.49,0.7975,400,0.38125,0.76125,800,0.29833333333333334,0.74,1200
branin,random,3,36,0.10825,0.65925,0.485,0.7925,400,0.37875,0.7475,800,0.2966666666666667,0.7033333333333334,1200
branin,random,3,37,0.1055,0.63875,0.46,0.79,400,0.36625,0.745,800,0.2875,0.6991666666666667,1200
branin,random,3,38,0.107,0.6375,0.465,0.7875,400,0.37,0.74375,800,0.29,0.6975,1200
branin,random,3,39,0.107,0.62275,0.4575,0.7775,400,0.365,0.73125,800,0.2875,0.6875,1200
branin,random,3,40,0.1055,0.59275,0.4575,0.77,400,0.36375,0.725,800,0.2841666666666667,0.6808333333333333,1200
branin,random,3,41,0.1035,0.583,0.4475,0.7625,400,0.35375,0.7175,800,0.2775,0.6716666666666666,1200
branin,random,3,42,0.10075,0.576,0.4125,0.76,400,0.3325,0.7075,800,0.26416666666666666,0.6558333333333334,1200
branin,random,3,43,0.10025,0.561,0.4125,0.755,400,0.3325,0.68625,800,0.2625,0.6283333333333333,1200
branin,random,3,44,0.08825,0.54975,0.4,0.755,400,0.31375,0.6825,800,0.24583333333333332,0.6191666666666666,1200
branin,random,3,45,0.086,0.53625,0.3975,0.755,400,0.31375,0.68375,800,0.24666666666666667,0.62,1200
branin,random,3,46,0.0835,0.538,0.375,0.7575,400,0.30125,0.685,800,0.23833333333333334,0.6183333333333333,1200
branin,random,3,47,0.08075,0.52575,0.3675,0.75,400,0.2925,0.67875,800,0.23166666666666666,0.6133333333333333,1200
branin,random,3,48,0.0805,0.50675,0.3675,0.7475,400,0.2925,0.67625,800,0.23083333333333333,0.6075,1200
branin,random,3,49,0.08025,0.48625,0.3675,0.7475,400,0.2925,0.675,800,0.23,0.6033333333333334,1200
branin,random,3,50,0.079,0.471,0.3575,0.7475,400,0.28625,0.65625,800,0.22583333333333333,0.5666666666666667,1200
branin,random,4,6,0.3315,0.48,0.4375,0.435,400,0.395,0.39125,800,0.35,0.42,1200
branin,random,4,7,0.2975,0.78925,0.465,0.785,400,0.40875,0.7475,800,0.355,0.7266666666666667,1200
branin,random,4,8,0.29725,0.70175,0.4625,0.6875,400,0.40875,0.66875,800,0.35583333333333333,0.6516666666666666,1200
branin,random,4,9,0.29725,0.96,0.4675,0.96,400,0.405,0.9475,800,0.35333333333333333,0.9508333333333333,1200
branin,random,4,10,0.29325,0.95025,0.47,0.96,400,0.40625,0.9475,800,0.35333333333333333,0.95,1200
branin,random,4,11,0.2935,0.926,0.47,0.93,400,0.40375,0.91375,800,0.3516666666666667,0.915,1200
branin,random,4,12,0.175,0.92125,0.455,0.93,400,0.37875,0.91375,800,0.325,0.915,1200
branin,random,4,13,0.18725,0.89575,0.4625,0.9175,400,0.38125,0.89125,800,0.33,0.8641666666666666,1200
branin,random,4,14,0.189,0.874,0.4625,0.8975,400,0.38125,0.87875,800,0.33,0.8533333333333334,1200
branin,random,4,15,0.18725,0.893,0.4475,0.9,400,0.385,0.885,800,0.32083333333333336,0.8641666666666666,1200
branin,random,4,16,0.189,0.8535,0.45,0.87,400,0.37625,0.8575,800,0.31583333333333335,0.8341666666666666,1200
branin,random,4,17,0.15275,0.85625,0.425,0.865,400,0.3575,0.8575,800,0.2975,0.835,1200
branin,random,4,18,0.15275,0.84175,0.425,0.855,400,0.3575,0.85125,800,0.2975,0.8283333333333334,1200
branin,random,4,19,0.196,0.89925,0.445,0.8625,400,0.4025,0.88125,800,0.3675,0.8725,1200
branin,random,4,20,0.1935,0.88675,0.445,0.8575,400,0.4025,0.87625,800,0.3675,0.8666666666666667,1200
branin,random,4,21,0.193,0.8815,0.4525,0.855,400,0.41125,0.875,800,0.37416666666666665,0.865,1200
branin,random,4,22,0.1915,0.87325,0.43,0.8575,400,0.3825,0.87625,800,0.3575,0.8525,1200
branin,random,4,23,0.19,0.8585,0.4275,0.8475,400,0.37875,0.87,800,0.3541666666666667,0.8433333333333334,1200
branin,random,4,24,0.18975,0.84125,0.425,0.83,400,0.37625,0.8525,800,0.3516666666666667,0.8275,1200
branin,random,4,25,0.19375,0.82425,0.4175,0.8225,400,0.3725,0.845,800,0.35083333333333333,0.8225,1200
branin,random,4,26,0.18,0.819,0.4175,0.8225,400,0.3725,0.845,800,0.3441666666666667,0.8225,1200
branin,random,4,27,0.17925,0.8145,0.4575,0.8225,400,0.38625,0.845,800,0.35833333333333334,0.8225,1200
branin,random,4,28,0.17575,0.79425,0.4625,0.805,400,0.38625,0.83375,800,0.35583333333333333,0.8108333333333333,1200
branin,random,4,29,0.17975,0.79825,0.465,0.775,400,0.39125,0.81875,800,0.3625,0.805,1200
branin,random,4,30,0.17725,0.76875,0.46,0.7625,400,0.38875,0.80625,800,0.3616666666666667,0.795,1200
branin,random,4,31,0.179,0.75325,0.46,0.7575,400,0.38875,0.80375,800,0.36083333333333334,0.7841666666666667,1200
branin,random,4,32,0.17925,0.736,0.4625,0.7525,400,0.39,0.79875,800,0.3616666666666667,0.7775,1200
branin,random,4,33,0.18,0.7045,0.465,0.74,400,0.38875,0.785,800,0.36083333333333334,0.7616666666666667,1200
branin,random,4,34,0.16875,0.683,0.465,0.735,400,0.3875,0.775,800,0.3591666666666667,0.7516666666666667,1200
branin,random,4,35,0.1755,0.658,0.47,0.7325,400,0.39125,0.77125,800,0.3641666666666667,0.7366666666666667,1200
branin,random,4,36,0.162,0.633,0.465,0.7275,400,0.39,0.7675,800,0.36083333333333334,0.7333333333333333,1200
branin,random,4,37,0.162,0.615,0.465,0.7225,400,0.39,0.76125,800,0.3625,0.7275,1200
branin,random,4,38,0.1715,0.59525,0.47,0.6625,400,0.3925,0.7025,800,0.36583333333333334,0.6858333333333333,1200
branin,random,4,39,0.176,0.57125,0.4775,0.63,400,0.4125,0.6675,800,0.38916666666666666,0.66,1200
branin,random,4,40,0.16325,0.56075,0.4775,0.63,400,0.4125,0.6675,800,0.36083333333333334,0.6541666666666667,1200
branin,random,4,41,0.16075,0.54625,0.4725,0.63,400,0.41,0.665,800,0.35833333333333334,0.6516666666666666,1200
branin,random,4,42,0.16075,0.53575,0.475,0.6175,400,0.41125,0.655,800,0.3591666666666667,0.6441666666666667,1200
branin,random,4,43,0.161,0.5205,0.4775,0.6075,400,0.41,0.6375,800,0.36,0.6275,1200
branin,random,4,44,0.157,0.50325,0.475,0.6025,400,0.40375,0.6325,800,0.355,0.6233333333333333,1200
branin,random,4,45,0.16275,0.52375,0.4775,0.6125,400,0.4125,0.65375,800,0.3625,0.6441666666666667,1200
branin,random,4,46,0.16125,0.5125,0.4775,0.605,400,0.4125,0.64375,800,0.3625,0.6341666666666667,1200
branin,random,4,47,0.16,0.50125,0.4775,0.605,400,0.4125,0.63875,800,0.36,0.6241666666666666,1200
branin,random,4,48,0.16,0.48475,0.4775,0.5825,400,0.41125,0.61375,800,0.35833333333333334,0.5966666666666667,1200
branin,random,4,49,0.15875,0.46175,0.4775,0.58,400,0.41,0.61125,800,0.3575,0.5933333333333334,1200
branin,random,4,50,0.1595,0.4695,0.465,0.5825,400,0.415,0.62375,800,0.3575,0.6041666666666666,1200
branin,smallest_abs_mu,0,6,0.251,0.971,0.4875,0.94,400,0.41375,0.93875,800,0.3625,0.9533333333333334,1200
branin,smallest_abs_mu,0,7,0.23025,0.969,0.4875,0.94,400,0.41375,0.93875,800,0.3625,0.9533333333333334,1200
branin,smallest_abs_mu,0,8,0.24575,0.967,0.4875,0.9275,400,0.42625,0.92875,800,0.38666666666666666,0.9466666666666667,1200
branin,smallest_abs_mu,0,9,0.223,0.96275,0.485,0.9275,400,0.4225,0.9225,800,0.36583333333333334,0.9333333333333333,1200
branin,smallest_abs_mu,0,10,0.19975,0.957,0.475,0.9275,400,0.40625,0.9225,800,0.3466666666666667,0.9333333333333333,1200
branin,smallest_abs_mu,0,11,0.19975,0.9535,0.475,0.9275,400,0.40625,0.9225,800,0.3466666666666667,0.9333333333333333,1200
