benchmark,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30,acquisition_shortlist_size,acquisition_requested_shortlist_size,acquisition_finite_difference_h,acquisition_curvature_clip,acquisition_repulsion_bandwidth,acquisition_boundary_weight_power,acquisition_selected_position,acquisition_selected_shortlist_position,acquisition_selected_raw_straddle,acquisition_selected_normalized_uncertainty,acquisition_selected_boundary_weight,acquisition_selected_raw_curvature,acquisition_selected_normalized_curvature,acquisition_selected_repulsion,acquisition_selected_gbc_score,acquisition_fallback_used
branin,gated_geometric_boundary_contraction,0,22,27,28,435,86.74651499249794,False,False,False,200,200,0.001,10.0,0.15,1.0,426,198,0.3757254477202555,0.5944130406436431,0.47010177136539477,8.623707718465873,0.8622886629787844,0.4529582623906052,0.10914179159143911,False
branin,gated_geometric_boundary_contraction,0,23,28,29,1006,21.631858460368736,False,False,False,200,200,0.001,10.0,0.15,1.0,987,91,0.5581343358901814,0.4724060602173146,0.6833093177995468,7.234029720697547,0.7232661801921627,0.35892215030135044,0.08379753087761992,False
branin,gated_geometric_boundary_contraction,0,24,29,30,1398,103.78741276256642,False,False,False,200,200,0.001,10.0,0.15,1.0,1372,189,0.2595286461433942,0.5562654674066718,0.4582771012437088,10.0,0.9999999999998999,0.3848915561480548,0.09811798957036456,False
branin,gated_geometric_boundary_contraction,0,25,30,31,406,20.71029293291095,False,False,False,200,200,0.001,10.0,0.15,1.0,398,8,0.8251000082448681,0.7415230676259884,0.6679073604017525,3.461662010887115,0.7863825327317449,0.33902323322659356,0.13203960453852734,False
branin,gated_geometric_boundary_contraction,0,26,31,32,1233,17.764270620644226,False,False,False,200,200,0.001,10.0,0.15,1.0,1208,29,0.6590591554889278,0.44820016157999343,0.8435177281052351,3.2807400996431206,0.44807035579638127,0.35534911365737765,0.06019600531814327,False
branin,gated_geometric_boundary_contraction,0,27,32,33,727,15.83680677123491,False,False,False,200,200,0.001,10.0,0.15,1.0,710,5,0.9257474535747697,0.5355405145383535,0.9272224032908813,4.016511609596061,0.7785747271567913,0.31538244026407214,0.12193097858247473,False
branin,gated_geometric_boundary_contraction,0,28,33,34,425,32.53602399684817,False,False,False,200,200,0.001,10.0,0.15,1.0,416,14,0.861621680421781,0.45752809024854624,0.9447012672231159,4.077918520060689,0.6587477783994121,0.2923327095764029,0.08323554672676636,False
branin,gated_geometric_boundary_contraction,0,29,34,35,807,24.13707319070245,False,False,False,200,200,0.001,10.0,0.15,1.0,787,53,0.6503566786575921,0.35544550632871336,0.8775215426690613,4.381461390965951,0.6263440811328409,0.3500788116147383,0.06839267948865585,False
branin,gated_geometric_boundary_contraction,0,30,35,36,1240,9.116568120304677,False,False,True,200,200,0.001,10.0,0.15,1.0,1211,119,0.4527605804049937,0.7325798237165339,0.4227640180082657,9.23681259291896,0.9235241314376401,0.4446827052839125,0.12718955775487542,False
branin,gated_geometric_boundary_contraction,0,31,36,37,949,6.522800445066935,False,True,True,200,200,0.001,10.0,0.15,1.0,926,21,0.8939903672255581,0.7272343120058946,0.6721451406469956,2.654281307981263,0.37623271782520085,0.46687577127929725,0.08586087717160494,False
branin,gated_geometric_boundary_contraction,0,32,37,38,482,21.499727724285336,False,False,False,200,200,0.001,10.0,0.15,1.0,470,59,0.5423986709504205,0.39845778481613536,0.7595299097219457,6.352863719681354,0.834083410217452,0.27906391544820985,0.07044340879492027,False
branin,gated_geometric_boundary_contraction,0,33,38,39,1281,3.8305522126784837,True,True,True,200,200,0.001,10.0,0.15,1.0,1248,28,0.7884774967467469,0.4826644678388436,0.8492071424945008,2.37662909751378,0.3503643276538282,0.27443493938716257,0.03941107229325111,False
branin,gated_geometric_boundary_contraction,0,34,39,40,175,27.153510067929595,False,False,False,200,200,0.001,10.0,0.15,1.0,171,199,0.06396409197236974,0.4648520090173602,0.4097826355974419,10.0,0.9999999999999,0.29815694439945795,0.05679540393145933,False
branin,gated_geometric_boundary_contraction,0,35,40,41,867,34.150512855147234,False,False,False,200,200,0.001,10.0,0.15,1.0,843,49,0.4665873727020829,0.43774753387493964,0.6755937487736985,4.550523807192984,0.6326248183609543,0.31015035114456935,0.05802669472926352,False
branin,gated_geometric_boundary_contraction,0,36,41,42,1124,15.310669755019063,False,False,False,200,200,0.001,10.0,0.15,1.0,1094,9,0.9057522136578154,0.43517641831796505,0.9838111279653676,2.8495584137327556,0.3951735931779724,0.30658777090960365,0.051870427549577325,False
branin,gated_geometric_boundary_contraction,0,37,42,43,872,121.23277874660656,False,False,False,200,200,0.001,10.0,0.15,1.0,847,16,0.71633602563413,0.7250765217404207,0.5590699475339758,3.9530366860890087,0.5585883884012618,0.3809579944134678,0.0862618932488653,False
branin,gated_geometric_boundary_contraction,0,38,43,44,46,5.49675158408596,False,True,True,200,200,0.001,10.0,0.15,1.0,45,57,0.30047007334197506,0.606980532324332,0.5510532261789519,7.023103221799886,0.7267770748227294,0.2159350795248861,0.052491953097910944,False
branin,gated_geometric_boundary_contraction,0,39,44,45,190,135.80169256679332,False,False,False,200,200,0.001,10.0,0.15,1.0,183,181,0.009996522007500896,0.8602774544599421,0.2895457009089841,4.82860034918398,0.49759987874780126,0.3483677756524557,0.04317913160641755,False
branin,gated_geometric_boundary_contraction,0,40,45,46,486,61.05882896640583,False,False,False,200,200,0.001,10.0,0.15,1.0,470,197,-0.05773670714902712,0.2992449467153073,0.5494987960182478,10.0,0.9999999999999,0.23089349247490198,0.03796691092591266,False
