dataset,kernel_key,kernel_label,simulations,MAE,median_absolute_error,RMSE,R2,target_sample_std,normalized_RMSE,mean_negative_log_predictive_density,empirical_95_interval_coverage,coverage_error_from_0_95,mean_95_interval_width,total_runtime_seconds,median_runtime_per_fold_seconds,optimization_warning_count,folds_with_optimization_warning,optimization_failures
broad,isotropic_rbf,Isotropic RBF,238,12023.772923769744,7875.044392273805,16735.18900662594,0.37045944732008895,21136.499887857826,0.7917672791340309,11.040156064150889,0.9201680672268907,0.02983193277310925,60597.80805291786,53.623018500278704,0.22288879999541678,0,0,0
broad,ard_rbf,ARD RBF — Automatic Relevance Determination RBF,238,12981.999231778836,8231.934701104157,18597.117985751447,0.2225834882440635,21136.499887857826,0.8798579748028592,11.306689798600601,0.8907563025210085,0.0592436974789915,58098.19538688079,289.5290309995762,1.1907112000044435,0,0,0
broad,matern_3_2,Matérn 3/2,238,11616.870674636857,7414.184025909366,16256.261610195781,0.4059762252968945,21136.499887857826,0.7691084946157254,11.040432518309348,0.9285714285714286,0.021428571428571352,58070.270545051375,55.02531699993415,0.23370799998519942,0,0,0
broad,matern_5_2,Matérn 5/2,238,11698.449975505635,7581.816708223094,16402.666954158198,0.3952283819011282,21136.499887857826,0.7760351544098818,11.032222512450913,0.9369747899159664,0.013025210084033567,58594.48255124607,67.81809639988933,0.2870217000017874,0,0,0
