benchmark_population,run_id,method,formulation,available_start_budget,common_start_budget,final_budget,common_normalized_aulc__q20_error,warm_relative_normalized_aulc__q20_error,common_normalized_aulc__q30_error,warm_relative_normalized_aulc__q30_error,common_normalized_aulc__balanced_accuracy,warm_relative_normalized_aulc__balanced_accuracy
primary_common,primary_common__r01_f01,binary_margin,binary,12,12,30,0.22058823529411764,0.22058823529411764,0.15555555555555556,0.15555555555555556,0.8550505050505051,0.8550505050505051
primary_common,primary_common__r01_f01,binary_random,binary,12,12,30,0.1764705882352941,0.1764705882352941,0.1277777777777778,0.1277777777777778,0.8653619528619529,0.8653619528619529
primary_common,primary_common__r01_f01,max_depth_random,max_depth,12,12,30,0.2647058823529412,0.2647058823529412,0.22000000000000006,0.22000000000000006,0.8036195286195286,0.8036195286195286
primary_common,primary_common__r01_f01,max_depth_straddle,max_depth,12,12,30,0.17973856209150324,0.17973856209150324,0.13444444444444448,0.13444444444444448,0.918097643097643,0.918097643097643
primary_common,primary_common__r01_f02,binary_margin,binary,12,12,30,0.19934640522875816,0.19934640522875816,0.19111111111111112,0.19111111111111112,0.9075757575757576,0.9075757575757576
primary_common,primary_common__r01_f02,binary_random,binary,12,12,30,0.16830065359477123,0.16830065359477123,0.16000000000000003,0.16000000000000003,0.9154882154882156,0.9154882154882156
primary_common,primary_common__r01_f02,max_depth_random,max_depth,12,12,30,0.30065359477124187,0.30065359477124187,0.3188888888888889,0.3188888888888889,0.8963383838383838,0.8963383838383838
primary_common,primary_common__r01_f02,max_depth_straddle,max_depth,12,12,30,0.31209150326797386,0.31209150326797386,0.2988888888888889,0.2988888888888889,0.8877525252525253,0.8877525252525253
secondary_g3_common,secondary_g3_common__r01_f01,binary_g3_common_margin,binary,12,12,30,0.15196078431372548,0.15196078431372548,0.11555555555555556,0.11555555555555556,0.9051767676767677,0.9051767676767677
secondary_g3_common,secondary_g3_common__r01_f01,g3_random,g3,12,12,30,0.19281045751633988,0.19281045751633988,0.17111111111111113,0.17111111111111113,0.869949494949495,0.869949494949495
secondary_g3_common,secondary_g3_common__r01_f01,g3_straddle,g3,12,12,30,0.26633986928104575,0.26633986928104575,0.3244444444444444,0.3244444444444444,0.8930976430976431,0.8930976430976431
secondary_g3_common,secondary_g3_common__r01_f01,max_depth_g3_common_straddle,max_depth,12,12,30,0.16176470588235295,0.16176470588235295,0.12888888888888891,0.12888888888888891,0.955429292929293,0.955429292929293
