analysis_type,population_or_route,train_population,test_population,candidate_id,metric,estimate,ci_low,ci_high,bootstrap_resamples,bootstrap_unit,bootstrap_scheme
cross_population_transfer,all_old_to_new,all-old,new-data,R3,transfer_specificity,0.7227722772277227,0.6237623762376238,0.801980198019802,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_local_to_new,old-data-local,new-data,T0_depth,transfer_balanced_accuracy,0.7920792079207921,0.7425742574257426,0.8415841584158417,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_local_to_new,old-data-local,new-data,T0_depth,transfer_sensitivity,1.0,1.0,1.0,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_local_to_new,old-data-local,new-data,T0_depth,transfer_specificity,0.5841584158415841,0.48514851485148514,0.6831683168316832,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_local_to_new,old-data-local,new-data,max_depth,transfer_balanced_accuracy,0.995049504950495,0.9851485148514851,1.0,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_local_to_new,old-data-local,new-data,max_depth,transfer_sensitivity,1.0,1.0,1.0,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_local_to_new,old-data-local,new-data,max_depth,transfer_specificity,0.9900990099009901,0.9702970297029703,1.0,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_local_to_new,old-data-local,new-data,G3,transfer_balanced_accuracy,0.8564356435643564,0.8118811881188119,0.900990099009901,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_local_to_new,old-data-local,new-data,G3,transfer_sensitivity,1.0,1.0,1.0,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_local_to_new,old-data-local,new-data,G3,transfer_specificity,0.7128712871287128,0.6237623762376238,0.801980198019802,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_local_to_new,old-data-local,new-data,R3,transfer_balanced_accuracy,0.8613861386138614,0.8168316831683169,0.900990099009901,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_local_to_new,old-data-local,new-data,R3,transfer_sensitivity,1.0,1.0,1.0,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_local_to_new,old-data-local,new-data,R3,transfer_specificity,0.7227722772277227,0.6336633663366337,0.801980198019802,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_remote_to_new,old-data-remote-clean,new-data,T0_depth,transfer_balanced_accuracy,0.8592644978783592,0.8018210749646393,0.9118340405469119,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_remote_to_new,old-data-remote-clean,new-data,T0_depth,transfer_sensitivity,0.8571428571428571,0.7619047619047619,0.9365079365079365,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_remote_to_new,old-data-remote-clean,new-data,T0_depth,transfer_specificity,0.8613861386138614,0.7920792079207921,0.9207920792079208,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_remote_to_new,old-data-remote-clean,new-data,max_depth,transfer_balanced_accuracy,0.9444444444444444,0.9047619047619048,0.9761904761904762,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_remote_to_new,old-data-remote-clean,new-data,max_depth,transfer_sensitivity,0.8888888888888888,0.8095238095238095,0.9523809523809523,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_remote_to_new,old-data-remote-clean,new-data,max_depth,transfer_specificity,1.0,1.0,1.0,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_remote_to_new,old-data-remote-clean,new-data,G3,transfer_balanced_accuracy,0.9444444444444444,0.9047619047619048,0.9761904761904762,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_remote_to_new,old-data-remote-clean,new-data,G3,transfer_sensitivity,0.8888888888888888,0.8095238095238095,0.9523809523809523,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_remote_to_new,old-data-remote-clean,new-data,G3,transfer_specificity,1.0,1.0,1.0,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_remote_to_new,old-data-remote-clean,new-data,R3,transfer_balanced_accuracy,0.9285714285714286,0.8809523809523809,0.9682539682539683,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_remote_to_new,old-data-remote-clean,new-data,R3,transfer_sensitivity,0.8571428571428571,0.7619047619047619,0.9365079365079365,5000,simulation,stratified test-population resampling; training threshold fixed
cross_population_transfer,old_remote_to_new,old-data-remote-clean,new-data,R3,transfer_specificity,1.0,1.0,1.0,5000,simulation,stratified test-population resampling; training threshold fixed
